Año	Residencia comarca código	Residencia comarca nombre	Nacionalidad área código	Nacionalidad área nombre	Nacionalidad país código	Nacionalidad país nombre	Sexo	Extranjeros
2004	13	Campo de Borja	01	UE-15	103	Bélgica	Mujeres	2
2004	13	Campo de Borja	01	UE-15	110	Francia	Hombres	9
2004	13	Campo de Borja	01	UE-15	110	Francia	Mujeres	9
2004	13	Campo de Borja	01	UE-15	111	Grecia	Hombres	1
2004	13	Campo de Borja	01	UE-15	115	Italia	Hombres	1
2004	13	Campo de Borja	01	UE-15	121	Países Bajos	Hombres	1
2004	13	Campo de Borja	01	UE-15	123	Portugal	Hombres	3
2004	13	Campo de Borja	01	UE-15	123	Portugal	Mujeres	2
2004	13	Campo de Borja	01	UE-15	125	Reino Unido	Hombres	2
2004	13	Campo de Borja	01	UE-15	125	Reino Unido	Mujeres	1
2004	13	Campo de Borja	01	UE-15	126	Alemania	Hombres	4
2004	13	Campo de Borja	01	UE-15	126	Alemania	Mujeres	5
2004	13	Campo de Borja	02	Resto de Europa	104	Bulgaria	Hombres	45
2004	13	Campo de Borja	02	Resto de Europa	104	Bulgaria	Mujeres	33
2004	13	Campo de Borja	02	Resto de Europa	122	Polonia	Hombres	4
2004	13	Campo de Borja	02	Resto de Europa	122	Polonia	Mujeres	2
2004	13	Campo de Borja	02	Resto de Europa	128	Rumanía	Hombres	227
2004	13	Campo de Borja	02	Resto de Europa	128	Rumanía	Mujeres	128
2004	13	Campo de Borja	02	Resto de Europa	135	Ucrania	Hombres	12
2004	13	Campo de Borja	02	Resto de Europa	135	Ucrania	Mujeres	10
2004	13	Campo de Borja	02	Resto de Europa	137	Moldova	Hombres	3
2004	13	Campo de Borja	02	Resto de Europa	137	Moldova	Mujeres	3
2004	13	Campo de Borja	02	Resto de Europa	142	Lituania	Hombres	4
2004	13	Campo de Borja	02	Resto de Europa	142	Lituania	Mujeres	2
2004	13	Campo de Borja	03	Magreb	203	Argelia	Hombres	128
2004	13	Campo de Borja	03	Magreb	203	Argelia	Mujeres	15
2004	13	Campo de Borja	03	Magreb	228	Marruecos	Hombres	33
2004	13	Campo de Borja	03	Magreb	228	Marruecos	Mujeres	13
2004	13	Campo de Borja	03	Magreb	248	Túnez	Hombres	1
2004	13	Campo de Borja	04	Resto de África	218	Guinea	Hombres	1
2004	13	Campo de Borja	04	Resto de África	220	Guinea Ecuatorial	Hombres	1
2004	13	Campo de Borja	04	Resto de África	220	Guinea Ecuatorial	Mujeres	2
2004	13	Campo de Borja	04	Resto de África	227	Mali	Hombres	1
2004	13	Campo de Borja	06	Resto de América	303	México	Mujeres	6
2004	13	Campo de Borja	06	Resto de América	315	Cuba	Hombres	1
2004	13	Campo de Borja	06	Resto de América	326	República Dominicana	Mujeres	4
2004	13	Campo de Borja	06	Resto de América	340	Argentina	Hombres	10
2004	13	Campo de Borja	06	Resto de América	340	Argentina	Mujeres	7
2004	13	Campo de Borja	06	Resto de América	341	Bolivia	Mujeres	1
2004	13	Campo de Borja	06	Resto de América	342	Brasil	Hombres	2
2004	13	Campo de Borja	06	Resto de América	342	Brasil	Mujeres	3
2004	13	Campo de Borja	06	Resto de América	343	Colombia	Hombres	3
2004	13	Campo de Borja	06	Resto de América	343	Colombia	Mujeres	6
2004	13	Campo de Borja	06	Resto de América	345	Ecuador	Hombres	2
2004	13	Campo de Borja	06	Resto de América	345	Ecuador	Mujeres	5
2004	13	Campo de Borja	06	Resto de América	347	Paraguay	Mujeres	1
2004	13	Campo de Borja	06	Resto de América	350	Uruguay	Hombres	3
2004	13	Campo de Borja	06	Resto de América	350	Uruguay	Mujeres	1
2004	14	Aranda	01	UE-15	110	Francia	Hombres	1
2004	14	Aranda	01	UE-15	123	Portugal	Hombres	2
2004	14	Aranda	01	UE-15	126	Alemania	Hombres	1
2004	14	Aranda	01	UE-15	126	Alemania	Mujeres	1
2004	14	Aranda	02	Resto de Europa	128	Rumanía	Hombres	60
2004	14	Aranda	02	Resto de Europa	128	Rumanía	Mujeres	42
2004	14	Aranda	02	Resto de Europa	135	Ucrania	Hombres	1
2004	14	Aranda	02	Resto de Europa	139	Georgia	Hombres	7
2004	14	Aranda	02	Resto de Europa	139	Georgia	Mujeres	5
2004	14	Aranda	02	Resto de Europa	148	Armenia	Hombres	4
2004	14	Aranda	02	Resto de Europa	148	Armenia	Mujeres	5
2004	14	Aranda	02	Resto de Europa	154	Rusia	Mujeres	1
2004	14	Aranda	03	Magreb	203	Argelia	Hombres	48
2004	14	Aranda	03	Magreb	203	Argelia	Mujeres	14
2004	14	Aranda	03	Magreb	228	Marruecos	Hombres	60
2004	14	Aranda	03	Magreb	228	Marruecos	Mujeres	23
2004	14	Aranda	06	Resto de América	303	México	Hombres	1
2004	14	Aranda	06	Resto de América	326	República Dominicana	Hombres	1
2004	14	Aranda	06	Resto de América	326	República Dominicana	Mujeres	4
2004	14	Aranda	06	Resto de América	340	Argentina	Mujeres	2
2004	14	Aranda	06	Resto de América	342	Brasil	Mujeres	1
2004	14	Aranda	06	Resto de América	343	Colombia	Hombres	7
2004	14	Aranda	06	Resto de América	343	Colombia	Mujeres	13
2004	14	Aranda	06	Resto de América	344	Chile	Mujeres	1
2004	14	Aranda	06	Resto de América	345	Ecuador	Hombres	26
2004	14	Aranda	06	Resto de América	345	Ecuador	Mujeres	34
2004	14	Aranda	06	Resto de América	348	Perú	Hombres	3
2004	14	Aranda	06	Resto de América	348	Perú	Mujeres	2
2004	14	Aranda	06	Resto de América	350	Uruguay	Hombres	1
2004	14	Aranda	06	Resto de América	350	Uruguay	Mujeres	1
2004	15	Ribera Alta del Ebro	01	UE-15	103	Bélgica	Hombres	2
2004	15	Ribera Alta del Ebro	01	UE-15	103	Bélgica	Mujeres	1
2004	15	Ribera Alta del Ebro	01	UE-15	107	Dinamarca	Hombres	1
2004	15	Ribera Alta del Ebro	01	UE-15	110	Francia	Hombres	12
2004	15	Ribera Alta del Ebro	01	UE-15	110	Francia	Mujeres	8
2004	15	Ribera Alta del Ebro	01	UE-15	115	Italia	Hombres	7
2004	15	Ribera Alta del Ebro	01	UE-15	121	Países Bajos	Hombres	1
2004	15	Ribera Alta del Ebro	01	UE-15	123	Portugal	Hombres	15
2004	15	Ribera Alta del Ebro	01	UE-15	123	Portugal	Mujeres	11
2004	15	Ribera Alta del Ebro	01	UE-15	125	Reino Unido	Hombres	3
2004	15	Ribera Alta del Ebro	01	UE-15	125	Reino Unido	Mujeres	2
2004	15	Ribera Alta del Ebro	01	UE-15	126	Alemania	Hombres	5
2004	15	Ribera Alta del Ebro	01	UE-15	126	Alemania	Mujeres	5
2004	15	Ribera Alta del Ebro	02	Resto de Europa	104	Bulgaria	Hombres	29
2004	15	Ribera Alta del Ebro	02	Resto de Europa	104	Bulgaria	Mujeres	22
2004	15	Ribera Alta del Ebro	02	Resto de Europa	122	Polonia	Hombres	31
2004	15	Ribera Alta del Ebro	02	Resto de Europa	122	Polonia	Mujeres	14
2004	15	Ribera Alta del Ebro	02	Resto de Europa	128	Rumanía	Hombres	144
2004	15	Ribera Alta del Ebro	02	Resto de Europa	128	Rumanía	Mujeres	116
2004	15	Ribera Alta del Ebro	02	Resto de Europa	132	Suiza	Hombres	3
2004	15	Ribera Alta del Ebro	02	Resto de Europa	135	Ucrania	Hombres	8
2004	15	Ribera Alta del Ebro	02	Resto de Europa	135	Ucrania	Mujeres	7
2004	15	Ribera Alta del Ebro	02	Resto de Europa	138	Bielorrusia	Mujeres	1
2004	15	Ribera Alta del Ebro	02	Resto de Europa	142	Lituania	Hombres	7
2004	15	Ribera Alta del Ebro	02	Resto de Europa	142	Lituania	Mujeres	2
2004	15	Ribera Alta del Ebro	02	Resto de Europa	143	República Checa	Hombres	1
2004	15	Ribera Alta del Ebro	02	Resto de Europa	143	República Checa	Mujeres	2
2004	15	Ribera Alta del Ebro	02	Resto de Europa	144	Eslovaquia	Hombres	1
2004	15	Ribera Alta del Ebro	02	Resto de Europa	144	Eslovaquia	Mujeres	3
2004	15	Ribera Alta del Ebro	02	Resto de Europa	145	Bosnia-Herzegovina	Mujeres	1
2004	15	Ribera Alta del Ebro	02	Resto de Europa	154	Rusia	Hombres	3
2004	15	Ribera Alta del Ebro	02	Resto de Europa	154	Rusia	Mujeres	7
2004	15	Ribera Alta del Ebro	03	Magreb	203	Argelia	Hombres	74
2004	15	Ribera Alta del Ebro	03	Magreb	203	Argelia	Mujeres	22
2004	15	Ribera Alta del Ebro	03	Magreb	228	Marruecos	Hombres	84
2004	15	Ribera Alta del Ebro	03	Magreb	228	Marruecos	Mujeres	32
2004	15	Ribera Alta del Ebro	03	Magreb	230	Mauritania	Hombres	15
2004	15	Ribera Alta del Ebro	03	Magreb	230	Mauritania	Mujeres	4
2004	15	Ribera Alta del Ebro	04	Resto de África	202	Angola	Mujeres	2
2004	15	Ribera Alta del Ebro	04	Resto de África	213	Egipto	Hombres	1
2004	15	Ribera Alta del Ebro	04	Resto de África	217	Ghana	Hombres	5
2004	15	Ribera Alta del Ebro	04	Resto de África	217	Ghana	Mujeres	1
2004	15	Ribera Alta del Ebro	04	Resto de África	220	Guinea Ecuatorial	Hombres	1
2004	15	Ribera Alta del Ebro	04	Resto de África	220	Guinea Ecuatorial	Mujeres	2
2004	15	Ribera Alta del Ebro	04	Resto de África	232	Namibia	Mujeres	1
2004	15	Ribera Alta del Ebro	04	Resto de África	239	Senegal	Hombres	1
2004	15	Ribera Alta del Ebro	05	América del Norte	301	Canadá	Mujeres	1
2004	15	Ribera Alta del Ebro	05	América del Norte	302	Estados Unidos de América	Hombres	5
2004	15	Ribera Alta del Ebro	06	Resto de América	315	Cuba	Hombres	18
2004	15	Ribera Alta del Ebro	06	Resto de América	315	Cuba	Mujeres	13
2004	15	Ribera Alta del Ebro	06	Resto de América	316	Dominica	Hombres	2
2004	15	Ribera Alta del Ebro	06	Resto de América	316	Dominica	Mujeres	1
2004	15	Ribera Alta del Ebro	06	Resto de América	321	Honduras	Hombres	1
2004	15	Ribera Alta del Ebro	06	Resto de América	326	República Dominicana	Hombres	1
2004	15	Ribera Alta del Ebro	06	Resto de América	326	República Dominicana	Mujeres	11
2004	15	Ribera Alta del Ebro	06	Resto de América	340	Argentina	Hombres	12
2004	15	Ribera Alta del Ebro	06	Resto de América	340	Argentina	Mujeres	10
2004	15	Ribera Alta del Ebro	06	Resto de América	342	Brasil	Hombres	5
2004	15	Ribera Alta del Ebro	06	Resto de América	342	Brasil	Mujeres	17
2004	15	Ribera Alta del Ebro	06	Resto de América	343	Colombia	Hombres	12
2004	15	Ribera Alta del Ebro	06	Resto de América	343	Colombia	Mujeres	21
2004	15	Ribera Alta del Ebro	06	Resto de América	344	Chile	Mujeres	1
2004	15	Ribera Alta del Ebro	06	Resto de América	345	Ecuador	Hombres	32
2004	15	Ribera Alta del Ebro	06	Resto de América	345	Ecuador	Mujeres	30
2004	15	Ribera Alta del Ebro	06	Resto de América	348	Perú	Hombres	5
2004	15	Ribera Alta del Ebro	06	Resto de América	348	Perú	Mujeres	7
2004	15	Ribera Alta del Ebro	06	Resto de América	351	Venezuela	Hombres	1
2004	15	Ribera Alta del Ebro	06	Resto de América	351	Venezuela	Mujeres	1
2004	15	Ribera Alta del Ebro	07	Asia	419	Laos	Mujeres	2
2004	15	Ribera Alta del Ebro	07	Asia	433	Siria	Hombres	2
2004	15	Ribera Alta del Ebro	07	Asia	433	Siria	Mujeres	1
2004	16	Valdejalón	01	UE-15	102	Austria	Hombres	1
2004	16	Valdejalón	01	UE-15	110	Francia	Hombres	6
2004	16	Valdejalón	01	UE-15	110	Francia	Mujeres	5
2004	16	Valdejalón	01	UE-15	111	Grecia	Mujeres	1
2004	16	Valdejalón	01	UE-15	113	Irlanda	Mujeres	2
2004	16	Valdejalón	01	UE-15	115	Italia	Hombres	3
2004	16	Valdejalón	01	UE-15	121	Países Bajos	Hombres	2
2004	16	Valdejalón	01	UE-15	123	Portugal	Hombres	48
2004	16	Valdejalón	01	UE-15	123	Portugal	Mujeres	38
2004	16	Valdejalón	01	UE-15	125	Reino Unido	Hombres	3
2004	16	Valdejalón	01	UE-15	125	Reino Unido	Mujeres	2
2004	16	Valdejalón	01	UE-15	126	Alemania	Hombres	8
2004	16	Valdejalón	01	UE-15	126	Alemania	Mujeres	3
2004	16	Valdejalón	01	UE-15	131	Suecia	Mujeres	1
2004	16	Valdejalón	02	Resto de Europa	104	Bulgaria	Hombres	48
2004	16	Valdejalón	02	Resto de Europa	104	Bulgaria	Mujeres	29
2004	16	Valdejalón	02	Resto de Europa	112	Hungría	Hombres	1
2004	16	Valdejalón	02	Resto de Europa	122	Polonia	Hombres	8
2004	16	Valdejalón	02	Resto de Europa	122	Polonia	Mujeres	13
2004	16	Valdejalón	02	Resto de Europa	128	Rumanía	Hombres	779
2004	16	Valdejalón	02	Resto de Europa	128	Rumanía	Mujeres	488
2004	16	Valdejalón	02	Resto de Europa	132	Suiza	Hombres	1
2004	16	Valdejalón	02	Resto de Europa	132	Suiza	Mujeres	1
2004	16	Valdejalón	02	Resto de Europa	135	Ucrania	Hombres	61
2004	16	Valdejalón	02	Resto de Europa	135	Ucrania	Mujeres	37
2004	16	Valdejalón	02	Resto de Europa	136	Letonia	Hombres	2
2004	16	Valdejalón	02	Resto de Europa	136	Letonia	Mujeres	4
2004	16	Valdejalón	02	Resto de Europa	137	Moldova	Hombres	3
2004	16	Valdejalón	02	Resto de Europa	137	Moldova	Mujeres	6
2004	16	Valdejalón	02	Resto de Europa	138	Bielorrusia	Hombres	1
2004	16	Valdejalón	02	Resto de Europa	139	Georgia	Hombres	7
2004	16	Valdejalón	02	Resto de Europa	139	Georgia	Mujeres	2
2004	16	Valdejalón	02	Resto de Europa	142	Lituania	Hombres	7
2004	16	Valdejalón	02	Resto de Europa	142	Lituania	Mujeres	5
2004	16	Valdejalón	02	Resto de Europa	143	República Checa	Hombres	1
2004	16	Valdejalón	02	Resto de Europa	144	Eslovaquia	Mujeres	3
2004	16	Valdejalón	02	Resto de Europa	148	Armenia	Mujeres	1
2004	16	Valdejalón	02	Resto de Europa	154	Rusia	Hombres	8
2004	16	Valdejalón	02	Resto de Europa	154	Rusia	Mujeres	7
2004	16	Valdejalón	03	Magreb	203	Argelia	Hombres	250
2004	16	Valdejalón	03	Magreb	203	Argelia	Mujeres	24
2004	16	Valdejalón	03	Magreb	228	Marruecos	Hombres	352
2004	16	Valdejalón	03	Magreb	228	Marruecos	Mujeres	139
2004	16	Valdejalón	03	Magreb	230	Mauritania	Hombres	1
2004	16	Valdejalón	03	Magreb	248	Túnez	Hombres	1
2004	16	Valdejalón	04	Resto de África	202	Angola	Hombres	1
2004	16	Valdejalón	04	Resto de África	217	Ghana	Hombres	2
2004	16	Valdejalón	04	Resto de África	217	Ghana	Mujeres	1
2004	16	Valdejalón	04	Resto de África	218	Guinea	Hombres	1
2004	16	Valdejalón	04	Resto de África	218	Guinea	Mujeres	2
2004	16	Valdejalón	04	Resto de África	219	Guinea Bissau	Hombres	1
2004	16	Valdejalón	04	Resto de África	220	Guinea Ecuatorial	Hombres	1
2004	16	Valdejalón	04	Resto de África	220	Guinea Ecuatorial	Mujeres	2
2004	16	Valdejalón	04	Resto de África	234	Nigeria	Hombres	1
2004	16	Valdejalón	04	Resto de África	234	Nigeria	Mujeres	1
2004	16	Valdejalón	04	Resto de África	239	Senegal	Hombres	31
2004	16	Valdejalón	04	Resto de África	239	Senegal	Mujeres	9
2004	16	Valdejalón	05	América del Norte	302	Estados Unidos de América	Mujeres	2
2004	16	Valdejalón	06	Resto de América	303	México	Hombres	2
2004	16	Valdejalón	06	Resto de América	303	México	Mujeres	5
2004	16	Valdejalón	06	Resto de América	315	Cuba	Hombres	2
2004	16	Valdejalón	06	Resto de América	315	Cuba	Mujeres	5
2004	16	Valdejalón	06	Resto de América	316	Dominica	Mujeres	1
2004	16	Valdejalón	06	Resto de América	319	Guatemala	Mujeres	4
2004	16	Valdejalón	06	Resto de América	323	Nicaragua	Mujeres	2
2004	16	Valdejalón	06	Resto de América	326	República Dominicana	Hombres	1
2004	16	Valdejalón	06	Resto de América	326	República Dominicana	Mujeres	9
2004	16	Valdejalón	06	Resto de América	340	Argentina	Hombres	13
2004	16	Valdejalón	06	Resto de América	340	Argentina	Mujeres	11
2004	16	Valdejalón	06	Resto de América	341	Bolivia	Hombres	3
2004	16	Valdejalón	06	Resto de América	341	Bolivia	Mujeres	1
2004	16	Valdejalón	06	Resto de América	342	Brasil	Hombres	2
2004	16	Valdejalón	06	Resto de América	342	Brasil	Mujeres	5
2004	16	Valdejalón	06	Resto de América	343	Colombia	Hombres	19
2004	16	Valdejalón	06	Resto de América	343	Colombia	Mujeres	33
2004	16	Valdejalón	06	Resto de América	345	Ecuador	Hombres	67
2004	16	Valdejalón	06	Resto de América	345	Ecuador	Mujeres	65
2004	16	Valdejalón	06	Resto de América	347	Paraguay	Mujeres	2
2004	16	Valdejalón	06	Resto de América	348	Perú	Hombres	2
2004	16	Valdejalón	06	Resto de América	348	Perú	Mujeres	2
2004	16	Valdejalón	06	Resto de América	350	Uruguay	Hombres	7
2004	16	Valdejalón	06	Resto de América	350	Uruguay	Mujeres	5
2004	16	Valdejalón	07	Asia	407	China	Mujeres	1
2004	16	Valdejalón	07	Asia	416	Jordania	Hombres	2
2004	16	Valdejalón	07	Asia	416	Jordania	Mujeres	1
2004	17	D.C. Zaragoza	01	UE-15	102	Austria	Hombres	8
2004	17	D.C. Zaragoza	01	UE-15	102	Austria	Mujeres	13
2004	17	D.C. Zaragoza	01	UE-15	103	Bélgica	Hombres	34
2004	17	D.C. Zaragoza	01	UE-15	103	Bélgica	Mujeres	28
2004	17	D.C. Zaragoza	01	UE-15	107	Dinamarca	Hombres	12
2004	17	D.C. Zaragoza	01	UE-15	107	Dinamarca	Mujeres	5
2004	17	D.C. Zaragoza	01	UE-15	109	Finlandia	Hombres	3
2004	17	D.C. Zaragoza	01	UE-15	109	Finlandia	Mujeres	8
2004	17	D.C. Zaragoza	01	UE-15	110	Francia	Hombres	276
2004	17	D.C. Zaragoza	01	UE-15	110	Francia	Mujeres	367
2004	17	D.C. Zaragoza	01	UE-15	111	Grecia	Hombres	6
2004	17	D.C. Zaragoza	01	UE-15	111	Grecia	Mujeres	5
2004	17	D.C. Zaragoza	01	UE-15	113	Irlanda	Hombres	14
2004	17	D.C. Zaragoza	01	UE-15	113	Irlanda	Mujeres	18
2004	17	D.C. Zaragoza	01	UE-15	115	Italia	Hombres	390
2004	17	D.C. Zaragoza	01	UE-15	115	Italia	Mujeres	221
2004	17	D.C. Zaragoza	01	UE-15	121	Países Bajos	Hombres	67
2004	17	D.C. Zaragoza	01	UE-15	121	Países Bajos	Mujeres	47
2004	17	D.C. Zaragoza	01	UE-15	123	Portugal	Hombres	384
2004	17	D.C. Zaragoza	01	UE-15	123	Portugal	Mujeres	308
2004	17	D.C. Zaragoza	01	UE-15	125	Reino Unido	Hombres	122
2004	17	D.C. Zaragoza	01	UE-15	125	Reino Unido	Mujeres	124
2004	17	D.C. Zaragoza	01	UE-15	126	Alemania	Hombres	145
2004	17	D.C. Zaragoza	01	UE-15	126	Alemania	Mujeres	111
2004	17	D.C. Zaragoza	01	UE-15	131	Suecia	Hombres	11
2004	17	D.C. Zaragoza	01	UE-15	131	Suecia	Mujeres	15
2004	17	D.C. Zaragoza	02	Resto de Europa	101	Albania	Hombres	20
2004	17	D.C. Zaragoza	02	Resto de Europa	101	Albania	Mujeres	20
2004	17	D.C. Zaragoza	02	Resto de Europa	104	Bulgaria	Hombres	185
2004	17	D.C. Zaragoza	02	Resto de Europa	104	Bulgaria	Mujeres	200
2004	17	D.C. Zaragoza	02	Resto de Europa	112	Hungría	Hombres	11
2004	17	D.C. Zaragoza	02	Resto de Europa	112	Hungría	Mujeres	22
2004	17	D.C. Zaragoza	02	Resto de Europa	120	Noruega	Hombres	6
2004	17	D.C. Zaragoza	02	Resto de Europa	120	Noruega	Mujeres	7
2004	17	D.C. Zaragoza	02	Resto de Europa	122	Polonia	Hombres	179
2004	17	D.C. Zaragoza	02	Resto de Europa	122	Polonia	Mujeres	138
2004	17	D.C. Zaragoza	02	Resto de Europa	124	Andorra	Hombres	3
2004	17	D.C. Zaragoza	02	Resto de Europa	124	Andorra	Mujeres	5
2004	17	D.C. Zaragoza	02	Resto de Europa	128	Rumanía	Hombres	4141
2004	17	D.C. Zaragoza	02	Resto de Europa	128	Rumanía	Mujeres	3280
2004	17	D.C. Zaragoza	02	Resto de Europa	129	San Marino	Hombres	1
2004	17	D.C. Zaragoza	02	Resto de Europa	132	Suiza	Hombres	22
2004	17	D.C. Zaragoza	02	Resto de Europa	132	Suiza	Mujeres	11
2004	17	D.C. Zaragoza	02	Resto de Europa	135	Ucrania	Hombres	322
2004	17	D.C. Zaragoza	02	Resto de Europa	135	Ucrania	Mujeres	480
2004	17	D.C. Zaragoza	02	Resto de Europa	136	Letonia	Hombres	3
2004	17	D.C. Zaragoza	02	Resto de Europa	136	Letonia	Mujeres	3
2004	17	D.C. Zaragoza	02	Resto de Europa	137	Moldova	Hombres	67
2004	17	D.C. Zaragoza	02	Resto de Europa	137	Moldova	Mujeres	42
2004	17	D.C. Zaragoza	02	Resto de Europa	138	Bielorrusia	Hombres	28
2004	17	D.C. Zaragoza	02	Resto de Europa	138	Bielorrusia	Mujeres	44
2004	17	D.C. Zaragoza	02	Resto de Europa	139	Georgia	Hombres	10
2004	17	D.C. Zaragoza	02	Resto de Europa	139	Georgia	Mujeres	3
2004	17	D.C. Zaragoza	02	Resto de Europa	141	Estonia	Hombres	1
2004	17	D.C. Zaragoza	02	Resto de Europa	141	Estonia	Mujeres	1
2004	17	D.C. Zaragoza	02	Resto de Europa	142	Lituania	Hombres	6
2004	17	D.C. Zaragoza	02	Resto de Europa	142	Lituania	Mujeres	11
2004	17	D.C. Zaragoza	02	Resto de Europa	143	República Checa	Hombres	4
2004	17	D.C. Zaragoza	02	Resto de Europa	143	República Checa	Mujeres	22
2004	17	D.C. Zaragoza	02	Resto de Europa	144	Eslovaquia	Hombres	8
2004	17	D.C. Zaragoza	02	Resto de Europa	144	Eslovaquia	Mujeres	7
2004	17	D.C. Zaragoza	02	Resto de Europa	145	Bosnia-Herzegovina	Hombres	9
2004	17	D.C. Zaragoza	02	Resto de Europa	145	Bosnia-Herzegovina	Mujeres	14
2004	17	D.C. Zaragoza	02	Resto de Europa	146	Croacia	Hombres	10
2004	17	D.C. Zaragoza	02	Resto de Europa	146	Croacia	Mujeres	7
2004	17	D.C. Zaragoza	02	Resto de Europa	147	Eslovenia	Hombres	1
2004	17	D.C. Zaragoza	02	Resto de Europa	147	Eslovenia	Mujeres	8
2004	17	D.C. Zaragoza	02	Resto de Europa	148	Armenia	Hombres	16
2004	17	D.C. Zaragoza	02	Resto de Europa	148	Armenia	Mujeres	16
2004	17	D.C. Zaragoza	02	Resto de Europa	154	Rusia	Hombres	104
2004	17	D.C. Zaragoza	02	Resto de Europa	154	Rusia	Mujeres	247
2004	17	D.C. Zaragoza	02	Resto de Europa	155	Yugoslavia	Hombres	23
2004	17	D.C. Zaragoza	02	Resto de Europa	155	Yugoslavia	Mujeres	9
2004	17	D.C. Zaragoza	02	Resto de Europa	156	Macedonia	Mujeres	1
2004	17	D.C. Zaragoza	02	Resto de Europa	436	Turquía	Hombres	12
2004	17	D.C. Zaragoza	02	Resto de Europa	436	Turquía	Mujeres	2
2004	17	D.C. Zaragoza	03	Magreb	203	Argelia	Hombres	1248
2004	17	D.C. Zaragoza	03	Magreb	203	Argelia	Mujeres	457
2004	17	D.C. Zaragoza	03	Magreb	224	Libia	Hombres	2
2004	17	D.C. Zaragoza	03	Magreb	224	Libia	Mujeres	4
2004	17	D.C. Zaragoza	03	Magreb	228	Marruecos	Hombres	2355
2004	17	D.C. Zaragoza	03	Magreb	228	Marruecos	Mujeres	1165
2004	17	D.C. Zaragoza	03	Magreb	230	Mauritania	Hombres	93
2004	17	D.C. Zaragoza	03	Magreb	230	Mauritania	Mujeres	20
2004	17	D.C. Zaragoza	03	Magreb	248	Túnez	Hombres	34
2004	17	D.C. Zaragoza	03	Magreb	248	Túnez	Mujeres	12
2004	17	D.C. Zaragoza	04	Resto de África	201	Burkina Fasso	Hombres	7
2004	17	D.C. Zaragoza	04	Resto de África	202	Angola	Hombres	51
2004	17	D.C. Zaragoza	04	Resto de África	202	Angola	Mujeres	29
2004	17	D.C. Zaragoza	04	Resto de África	204	Benin	Hombres	2
2004	17	D.C. Zaragoza	04	Resto de África	204	Benin	Mujeres	1
2004	17	D.C. Zaragoza	04	Resto de África	206	Burundi	Hombres	1
2004	17	D.C. Zaragoza	04	Resto de África	206	Burundi	Mujeres	1
2004	17	D.C. Zaragoza	04	Resto de África	207	Cabo Verde	Hombres	175
2004	17	D.C. Zaragoza	04	Resto de África	207	Cabo Verde	Mujeres	143
2004	17	D.C. Zaragoza	04	Resto de África	208	Camerún	Hombres	65
2004	17	D.C. Zaragoza	04	Resto de África	208	Camerún	Mujeres	57
2004	17	D.C. Zaragoza	04	Resto de África	210	Congo	Hombres	37
2004	17	D.C. Zaragoza	04	Resto de África	210	Congo	Mujeres	11
2004	17	D.C. Zaragoza	04	Resto de África	211	Costa de Marfil	Hombres	33
2004	17	D.C. Zaragoza	04	Resto de África	211	Costa de Marfil	Mujeres	10
2004	17	D.C. Zaragoza	04	Resto de África	213	Egipto	Hombres	94
2004	17	D.C. Zaragoza	04	Resto de África	213	Egipto	Mujeres	28
2004	17	D.C. Zaragoza	04	Resto de África	214	Etiopía	Hombres	5
2004	17	D.C. Zaragoza	04	Resto de África	215	Gabón	Hombres	2
2004	17	D.C. Zaragoza	04	Resto de África	215	Gabón	Mujeres	2
2004	17	D.C. Zaragoza	04	Resto de África	216	Gambia	Hombres	546
2004	17	D.C. Zaragoza	04	Resto de África	216	Gambia	Mujeres	288
2004	17	D.C. Zaragoza	04	Resto de África	217	Ghana	Hombres	599
2004	17	D.C. Zaragoza	04	Resto de África	217	Ghana	Mujeres	179
2004	17	D.C. Zaragoza	04	Resto de África	218	Guinea	Hombres	199
2004	17	D.C. Zaragoza	04	Resto de África	218	Guinea	Mujeres	249
2004	17	D.C. Zaragoza	04	Resto de África	219	Guinea Bissau	Hombres	38
2004	17	D.C. Zaragoza	04	Resto de África	219	Guinea Bissau	Mujeres	10
2004	17	D.C. Zaragoza	04	Resto de África	220	Guinea Ecuatorial	Hombres	242
2004	17	D.C. Zaragoza	04	Resto de África	220	Guinea Ecuatorial	Mujeres	402
2004	17	D.C. Zaragoza	04	Resto de África	221	Kenia	Hombres	1
2004	17	D.C. Zaragoza	04	Resto de África	221	Kenia	Mujeres	4
2004	17	D.C. Zaragoza	04	Resto de África	223	Liberia	Hombres	25
2004	17	D.C. Zaragoza	04	Resto de África	223	Liberia	Mujeres	12
2004	17	D.C. Zaragoza	04	Resto de África	226	Malawi	Mujeres	1
2004	17	D.C. Zaragoza	04	Resto de África	227	Mali	Hombres	219
2004	17	D.C. Zaragoza	04	Resto de África	227	Mali	Mujeres	42
2004	17	D.C. Zaragoza	04	Resto de África	231	Mozambique	Hombres	2
2004	17	D.C. Zaragoza	04	Resto de África	231	Mozambique	Mujeres	4
2004	17	D.C. Zaragoza	04	Resto de África	233	Níger	Hombres	4
2004	17	D.C. Zaragoza	04	Resto de África	234	Nigeria	Hombres	197
2004	17	D.C. Zaragoza	04	Resto de África	234	Nigeria	Mujeres	223
2004	17	D.C. Zaragoza	04	Resto de África	235	República Centroafricana	Hombres	1
2004	17	D.C. Zaragoza	04	Resto de África	235	República Centroafricana	Mujeres	2
2004	17	D.C. Zaragoza	04	Resto de África	236	Sudáfrica	Hombres	4
