Año	Residencia provincia código	Residencia provincia nombre	Relación lugar de residencia y nacimiento	Nacimiento CCAA código	Nacimiento CCAA nombre	Edad (grandes grupos)	Sexo	Personas
2003	50	Zaragoza	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	0 a 15	Mujeres	14
2003	50	Zaragoza	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	16 a 64	Hombres	207
2003	50	Zaragoza	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	16 a 64	Mujeres	231
2003	50	Zaragoza	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	65 y más	Hombres	44
2003	50	Zaragoza	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	65 y más	Mujeres	69
2003	50	Zaragoza	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	0 a 15	Hombres	12
2003	50	Zaragoza	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	0 a 15	Mujeres	9
2003	50	Zaragoza	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	16 a 64	Hombres	275
2003	50	Zaragoza	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	16 a 64	Mujeres	293
2003	50	Zaragoza	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	65 y más	Hombres	94
2003	50	Zaragoza	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	65 y más	Mujeres	131
2003	50	Zaragoza	3- Nacidos en el extranjero	00	No aplicable	0 a 15	Hombres	3390
2003	50	Zaragoza	3- Nacidos en el extranjero	00	No aplicable	0 a 15	Mujeres	3391
2003	50	Zaragoza	3- Nacidos en el extranjero	00	No aplicable	16 a 64	Hombres	25032
2003	50	Zaragoza	3- Nacidos en el extranjero	00	No aplicable	16 a 64	Mujeres	19830
2003	50	Zaragoza	3- Nacidos en el extranjero	00	No aplicable	65 y más	Hombres	671
2003	50	Zaragoza	3- Nacidos en el extranjero	00	No aplicable	65 y más	Mujeres	974
2004	22	Huesca	1- Nacidos en Aragón	02	Aragón	0 a 15	Hombres	12100
2004	22	Huesca	1- Nacidos en Aragón	02	Aragón	0 a 15	Mujeres	11375
2004	22	Huesca	1- Nacidos en Aragón	02	Aragón	16 a 64	Hombres	51809
2004	22	Huesca	1- Nacidos en Aragón	02	Aragón	16 a 64	Mujeres	47841
2004	22	Huesca	1- Nacidos en Aragón	02	Aragón	65 y más	Hombres	19477
2004	22	Huesca	1- Nacidos en Aragón	02	Aragón	65 y más	Mujeres	23297
2004	22	Huesca	2- Nacidos en otra CA	01	Andalucía	0 a 15	Hombres	73
2004	22	Huesca	2- Nacidos en otra CA	01	Andalucía	0 a 15	Mujeres	56
2004	22	Huesca	2- Nacidos en otra CA	01	Andalucía	16 a 64	Hombres	2080
2004	22	Huesca	2- Nacidos en otra CA	01	Andalucía	16 a 64	Mujeres	1863
2004	22	Huesca	2- Nacidos en otra CA	01	Andalucía	65 y más	Hombres	771
2004	22	Huesca	2- Nacidos en otra CA	01	Andalucía	65 y más	Mujeres	895
2004	22	Huesca	2- Nacidos en otra CA	03	Asturias (Principado de)	0 a 15	Hombres	8
2004	22	Huesca	2- Nacidos en otra CA	03	Asturias (Principado de)	0 a 15	Mujeres	10
2004	22	Huesca	2- Nacidos en otra CA	03	Asturias (Principado de)	16 a 64	Hombres	155
2004	22	Huesca	2- Nacidos en otra CA	03	Asturias (Principado de)	16 a 64	Mujeres	147
2004	22	Huesca	2- Nacidos en otra CA	03	Asturias (Principado de)	65 y más	Hombres	26
2004	22	Huesca	2- Nacidos en otra CA	03	Asturias (Principado de)	65 y más	Mujeres	50
2004	22	Huesca	2- Nacidos en otra CA	04	Balears (Illes)	0 a 15	Hombres	12
2004	22	Huesca	2- Nacidos en otra CA	04	Balears (Illes)	0 a 15	Mujeres	10
2004	22	Huesca	2- Nacidos en otra CA	04	Balears (Illes)	16 a 64	Hombres	55
2004	22	Huesca	2- Nacidos en otra CA	04	Balears (Illes)	16 a 64	Mujeres	51
2004	22	Huesca	2- Nacidos en otra CA	04	Balears (Illes)	65 y más	Hombres	4
2004	22	Huesca	2- Nacidos en otra CA	04	Balears (Illes)	65 y más	Mujeres	7
2004	22	Huesca	2- Nacidos en otra CA	05	Canarias	0 a 15	Hombres	10
2004	22	Huesca	2- Nacidos en otra CA	05	Canarias	0 a 15	Mujeres	18
2004	22	Huesca	2- Nacidos en otra CA	05	Canarias	16 a 64	Hombres	48
2004	22	Huesca	2- Nacidos en otra CA	05	Canarias	16 a 64	Mujeres	48
2004	22	Huesca	2- Nacidos en otra CA	05	Canarias	65 y más	Hombres	4
2004	22	Huesca	2- Nacidos en otra CA	05	Canarias	65 y más	Mujeres	8
2004	22	Huesca	2- Nacidos en otra CA	06	Cantabria	0 a 15	Hombres	4
2004	22	Huesca	2- Nacidos en otra CA	06	Cantabria	0 a 15	Mujeres	5
2004	22	Huesca	2- Nacidos en otra CA	06	Cantabria	16 a 64	Hombres	100
2004	22	Huesca	2- Nacidos en otra CA	06	Cantabria	16 a 64	Mujeres	82
2004	22	Huesca	2- Nacidos en otra CA	06	Cantabria	65 y más	Hombres	30
2004	22	Huesca	2- Nacidos en otra CA	06	Cantabria	65 y más	Mujeres	43
2004	22	Huesca	2- Nacidos en otra CA	07	Castilla y León	0 a 15	Hombres	39
2004	22	Huesca	2- Nacidos en otra CA	07	Castilla y León	0 a 15	Mujeres	32
2004	22	Huesca	2- Nacidos en otra CA	07	Castilla y León	16 a 64	Hombres	973
2004	22	Huesca	2- Nacidos en otra CA	07	Castilla y León	16 a 64	Mujeres	856
2004	22	Huesca	2- Nacidos en otra CA	07	Castilla y León	65 y más	Hombres	364
2004	22	Huesca	2- Nacidos en otra CA	07	Castilla y León	65 y más	Mujeres	414
2004	22	Huesca	2- Nacidos en otra CA	08	Castilla-La Mancha	0 a 15	Hombres	14
2004	22	Huesca	2- Nacidos en otra CA	08	Castilla-La Mancha	0 a 15	Mujeres	19
2004	22	Huesca	2- Nacidos en otra CA	08	Castilla-La Mancha	16 a 64	Hombres	599
2004	22	Huesca	2- Nacidos en otra CA	08	Castilla-La Mancha	16 a 64	Mujeres	500
2004	22	Huesca	2- Nacidos en otra CA	08	Castilla-La Mancha	65 y más	Hombres	310
2004	22	Huesca	2- Nacidos en otra CA	08	Castilla-La Mancha	65 y más	Mujeres	351
2004	22	Huesca	2- Nacidos en otra CA	09	Cataluña	0 a 15	Hombres	860
2004	22	Huesca	2- Nacidos en otra CA	09	Cataluña	0 a 15	Mujeres	802
2004	22	Huesca	2- Nacidos en otra CA	09	Cataluña	16 a 64	Hombres	5319
2004	22	Huesca	2- Nacidos en otra CA	09	Cataluña	16 a 64	Mujeres	5467
2004	22	Huesca	2- Nacidos en otra CA	09	Cataluña	65 y más	Hombres	811
2004	22	Huesca	2- Nacidos en otra CA	09	Cataluña	65 y más	Mujeres	1011
2004	22	Huesca	2- Nacidos en otra CA	10	Comunitat Valenciana	0 a 15	Hombres	41
2004	22	Huesca	2- Nacidos en otra CA	10	Comunitat Valenciana	0 a 15	Mujeres	55
2004	22	Huesca	2- Nacidos en otra CA	10	Comunitat Valenciana	16 a 64	Hombres	389
2004	22	Huesca	2- Nacidos en otra CA	10	Comunitat Valenciana	16 a 64	Mujeres	357
2004	22	Huesca	2- Nacidos en otra CA	10	Comunitat Valenciana	65 y más	Hombres	103
2004	22	Huesca	2- Nacidos en otra CA	10	Comunitat Valenciana	65 y más	Mujeres	136
2004	22	Huesca	2- Nacidos en otra CA	11	Extremadura	0 a 15	Hombres	13
2004	22	Huesca	2- Nacidos en otra CA	11	Extremadura	0 a 15	Mujeres	16
2004	22	Huesca	2- Nacidos en otra CA	11	Extremadura	16 a 64	Hombres	617
2004	22	Huesca	2- Nacidos en otra CA	11	Extremadura	16 a 64	Mujeres	540
2004	22	Huesca	2- Nacidos en otra CA	11	Extremadura	65 y más	Hombres	169
2004	22	Huesca	2- Nacidos en otra CA	11	Extremadura	65 y más	Mujeres	185
2004	22	Huesca	2- Nacidos en otra CA	12	Galicia	0 a 15	Hombres	26
2004	22	Huesca	2- Nacidos en otra CA	12	Galicia	0 a 15	Mujeres	25
2004	22	Huesca	2- Nacidos en otra CA	12	Galicia	16 a 64	Hombres	399
2004	22	Huesca	2- Nacidos en otra CA	12	Galicia	16 a 64	Mujeres	323
2004	22	Huesca	2- Nacidos en otra CA	12	Galicia	65 y más	Hombres	80
2004	22	Huesca	2- Nacidos en otra CA	12	Galicia	65 y más	Mujeres	84
2004	22	Huesca	2- Nacidos en otra CA	13	Madrid (Comunidad de)	0 a 15	Hombres	76
2004	22	Huesca	2- Nacidos en otra CA	13	Madrid (Comunidad de)	0 a 15	Mujeres	90
2004	22	Huesca	2- Nacidos en otra CA	13	Madrid (Comunidad de)	16 a 64	Hombres	765
2004	22	Huesca	2- Nacidos en otra CA	13	Madrid (Comunidad de)	16 a 64	Mujeres	586
2004	22	Huesca	2- Nacidos en otra CA	13	Madrid (Comunidad de)	65 y más	Hombres	82
2004	22	Huesca	2- Nacidos en otra CA	13	Madrid (Comunidad de)	65 y más	Mujeres	121
2004	22	Huesca	2- Nacidos en otra CA	14	Murcia (Región de)	0 a 15	Hombres	13
2004	22	Huesca	2- Nacidos en otra CA	14	Murcia (Región de)	0 a 15	Mujeres	8
2004	22	Huesca	2- Nacidos en otra CA	14	Murcia (Región de)	16 a 64	Hombres	101
2004	22	Huesca	2- Nacidos en otra CA	14	Murcia (Región de)	16 a 64	Mujeres	100
2004	22	Huesca	2- Nacidos en otra CA	14	Murcia (Región de)	65 y más	Hombres	60
2004	22	Huesca	2- Nacidos en otra CA	14	Murcia (Región de)	65 y más	Mujeres	64
2004	22	Huesca	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	0 a 15	Hombres	56
2004	22	Huesca	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	0 a 15	Mujeres	47
2004	22	Huesca	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	16 a 64	Hombres	333
2004	22	Huesca	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	16 a 64	Mujeres	365
2004	22	Huesca	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	65 y más	Hombres	88
2004	22	Huesca	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	65 y más	Mujeres	197
2004	22	Huesca	2- Nacidos en otra CA	16	País Vasco	0 a 15	Hombres	37
2004	22	Huesca	2- Nacidos en otra CA	16	País Vasco	0 a 15	Mujeres	37
2004	22	Huesca	2- Nacidos en otra CA	16	País Vasco	16 a 64	Hombres	510
2004	22	Huesca	2- Nacidos en otra CA	16	País Vasco	16 a 64	Mujeres	482
2004	22	Huesca	2- Nacidos en otra CA	16	País Vasco	65 y más	Hombres	57
2004	22	Huesca	2- Nacidos en otra CA	16	País Vasco	65 y más	Mujeres	75
2004	22	Huesca	2- Nacidos en otra CA	17	Rioja (La)	0 a 15	Hombres	7
2004	22	Huesca	2- Nacidos en otra CA	17	Rioja (La)	0 a 15	Mujeres	4
2004	22	Huesca	2- Nacidos en otra CA	17	Rioja (La)	16 a 64	Hombres	119
2004	22	Huesca	2- Nacidos en otra CA	17	Rioja (La)	16 a 64	Mujeres	123
2004	22	Huesca	2- Nacidos en otra CA	17	Rioja (La)	65 y más	Hombres	39
2004	22	Huesca	2- Nacidos en otra CA	17	Rioja (La)	65 y más	Mujeres	64
2004	22	Huesca	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	0 a 15	Hombres	1
2004	22	Huesca	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	0 a 15	Mujeres	3
2004	22	Huesca	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	16 a 64	Hombres	28
2004	22	Huesca	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	16 a 64	Mujeres	17
2004	22	Huesca	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	65 y más	Hombres	8
2004	22	Huesca	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	65 y más	Mujeres	7
2004	22	Huesca	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	0 a 15	Hombres	3
2004	22	Huesca	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	0 a 15	Mujeres	2
2004	22	Huesca	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	16 a 64	Hombres	24
2004	22	Huesca	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	16 a 64	Mujeres	25
2004	22	Huesca	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	65 y más	Hombres	15
2004	22	Huesca	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	65 y más	Mujeres	12
2004	22	Huesca	3- Nacidos en el extranjero	00	No aplicable	0 a 15	Hombres	849
2004	22	Huesca	3- Nacidos en el extranjero	00	No aplicable	0 a 15	Mujeres	841
2004	22	Huesca	3- Nacidos en el extranjero	00	No aplicable	16 a 64	Hombres	6595
2004	22	Huesca	3- Nacidos en el extranjero	00	No aplicable	16 a 64	Mujeres	4429
2004	22	Huesca	3- Nacidos en el extranjero	00	No aplicable	65 y más	Hombres	203
2004	22	Huesca	3- Nacidos en el extranjero	00	No aplicable	65 y más	Mujeres	262
2004	44	Teruel	1- Nacidos en Aragón	02	Aragón	0 a 15	Hombres	8214
2004	44	Teruel	1- Nacidos en Aragón	02	Aragón	0 a 15	Mujeres	7917
2004	44	Teruel	1- Nacidos en Aragón	02	Aragón	16 a 64	Hombres	34524
2004	44	Teruel	1- Nacidos en Aragón	02	Aragón	16 a 64	Mujeres	30941
2004	44	Teruel	1- Nacidos en Aragón	02	Aragón	65 y más	Hombres	15003
2004	44	Teruel	1- Nacidos en Aragón	02	Aragón	65 y más	Mujeres	17597
2004	44	Teruel	2- Nacidos en otra CA	01	Andalucía	0 a 15	Hombres	51
2004	44	Teruel	2- Nacidos en otra CA	01	Andalucía	0 a 15	Mujeres	39
2004	44	Teruel	2- Nacidos en otra CA	01	Andalucía	16 a 64	Hombres	1112
2004	44	Teruel	2- Nacidos en otra CA	01	Andalucía	16 a 64	Mujeres	946
2004	44	Teruel	2- Nacidos en otra CA	01	Andalucía	65 y más	Hombres	411
2004	44	Teruel	2- Nacidos en otra CA	01	Andalucía	65 y más	Mujeres	464
2004	44	Teruel	2- Nacidos en otra CA	03	Asturias (Principado de)	0 a 15	Hombres	4
2004	44	Teruel	2- Nacidos en otra CA	03	Asturias (Principado de)	0 a 15	Mujeres	7
2004	44	Teruel	2- Nacidos en otra CA	03	Asturias (Principado de)	16 a 64	Hombres	93
2004	44	Teruel	2- Nacidos en otra CA	03	Asturias (Principado de)	16 a 64	Mujeres	72
2004	44	Teruel	2- Nacidos en otra CA	03	Asturias (Principado de)	65 y más	Hombres	16
2004	44	Teruel	2- Nacidos en otra CA	03	Asturias (Principado de)	65 y más	Mujeres	23
2004	44	Teruel	2- Nacidos en otra CA	04	Balears (Illes)	0 a 15	Hombres	4
2004	44	Teruel	2- Nacidos en otra CA	04	Balears (Illes)	0 a 15	Mujeres	9
2004	44	Teruel	2- Nacidos en otra CA	04	Balears (Illes)	16 a 64	Hombres	24
2004	44	Teruel	2- Nacidos en otra CA	04	Balears (Illes)	16 a 64	Mujeres	21
2004	44	Teruel	2- Nacidos en otra CA	04	Balears (Illes)	65 y más	Hombres	1
2004	44	Teruel	2- Nacidos en otra CA	04	Balears (Illes)	65 y más	Mujeres	4
2004	44	Teruel	2- Nacidos en otra CA	05	Canarias	0 a 15	Hombres	4
2004	44	Teruel	2- Nacidos en otra CA	05	Canarias	0 a 15	Mujeres	6
2004	44	Teruel	2- Nacidos en otra CA	05	Canarias	16 a 64	Hombres	23
2004	44	Teruel	2- Nacidos en otra CA	05	Canarias	16 a 64	Mujeres	20
2004	44	Teruel	2- Nacidos en otra CA	05	Canarias	65 y más	Mujeres	2
2004	44	Teruel	2- Nacidos en otra CA	06	Cantabria	0 a 15	Hombres	2
2004	44	Teruel	2- Nacidos en otra CA	06	Cantabria	0 a 15	Mujeres	5
2004	44	Teruel	2- Nacidos en otra CA	06	Cantabria	16 a 64	Hombres	20
2004	44	Teruel	2- Nacidos en otra CA	06	Cantabria	16 a 64	Mujeres	24
2004	44	Teruel	2- Nacidos en otra CA	06	Cantabria	65 y más	Hombres	10
2004	44	Teruel	2- Nacidos en otra CA	06	Cantabria	65 y más	Mujeres	6
2004	44	Teruel	2- Nacidos en otra CA	07	Castilla y León	0 a 15	Hombres	17
2004	44	Teruel	2- Nacidos en otra CA	07	Castilla y León	0 a 15	Mujeres	18
2004	44	Teruel	2- Nacidos en otra CA	07	Castilla y León	16 a 64	Hombres	448
2004	44	Teruel	2- Nacidos en otra CA	07	Castilla y León	16 a 64	Mujeres	376
2004	44	Teruel	2- Nacidos en otra CA	07	Castilla y León	65 y más	Hombres	113
2004	44	Teruel	2- Nacidos en otra CA	07	Castilla y León	65 y más	Mujeres	148
2004	44	Teruel	2- Nacidos en otra CA	08	Castilla-La Mancha	0 a 15	Hombres	35
2004	44	Teruel	2- Nacidos en otra CA	08	Castilla-La Mancha	0 a 15	Mujeres	29
2004	44	Teruel	2- Nacidos en otra CA	08	Castilla-La Mancha	16 a 64	Hombres	603
2004	44	Teruel	2- Nacidos en otra CA	08	Castilla-La Mancha	16 a 64	Mujeres	554
2004	44	Teruel	2- Nacidos en otra CA	08	Castilla-La Mancha	65 y más	Hombres	279
2004	44	Teruel	2- Nacidos en otra CA	08	Castilla-La Mancha	65 y más	Mujeres	353
2004	44	Teruel	2- Nacidos en otra CA	09	Cataluña	0 a 15	Hombres	194
2004	44	Teruel	2- Nacidos en otra CA	09	Cataluña	0 a 15	Mujeres	192
2004	44	Teruel	2- Nacidos en otra CA	09	Cataluña	16 a 64	Hombres	1549
2004	44	Teruel	2- Nacidos en otra CA	09	Cataluña	16 a 64	Mujeres	1643
2004	44	Teruel	2- Nacidos en otra CA	09	Cataluña	65 y más	Hombres	255
2004	44	Teruel	2- Nacidos en otra CA	09	Cataluña	65 y más	Mujeres	299
2004	44	Teruel	2- Nacidos en otra CA	10	Comunitat Valenciana	0 a 15	Hombres	163
2004	44	Teruel	2- Nacidos en otra CA	10	Comunitat Valenciana	0 a 15	Mujeres	147
2004	44	Teruel	2- Nacidos en otra CA	10	Comunitat Valenciana	16 a 64	Hombres	1390
2004	44	Teruel	2- Nacidos en otra CA	10	Comunitat Valenciana	16 a 64	Mujeres	1360
2004	44	Teruel	2- Nacidos en otra CA	10	Comunitat Valenciana	65 y más	Hombres	453
2004	44	Teruel	2- Nacidos en otra CA	10	Comunitat Valenciana	65 y más	Mujeres	501
2004	44	Teruel	2- Nacidos en otra CA	11	Extremadura	0 a 15	Hombres	6
2004	44	Teruel	2- Nacidos en otra CA	11	Extremadura	0 a 15	Mujeres	9
2004	44	Teruel	2- Nacidos en otra CA	11	Extremadura	16 a 64	Hombres	209
2004	44	Teruel	2- Nacidos en otra CA	11	Extremadura	16 a 64	Mujeres	135
2004	44	Teruel	2- Nacidos en otra CA	11	Extremadura	65 y más	Hombres	63
2004	44	Teruel	2- Nacidos en otra CA	11	Extremadura	65 y más	Mujeres	76
2004	44	Teruel	2- Nacidos en otra CA	12	Galicia	0 a 15	Hombres	8
2004	44	Teruel	2- Nacidos en otra CA	12	Galicia	0 a 15	Mujeres	11
2004	44	Teruel	2- Nacidos en otra CA	12	Galicia	16 a 64	Hombres	173
2004	44	Teruel	2- Nacidos en otra CA	12	Galicia	16 a 64	Mujeres	113
2004	44	Teruel	2- Nacidos en otra CA	12	Galicia	65 y más	Hombres	35
2004	44	Teruel	2- Nacidos en otra CA	12	Galicia	65 y más	Mujeres	42
2004	44	Teruel	2- Nacidos en otra CA	13	Madrid (Comunidad de)	0 a 15	Hombres	47
2004	44	Teruel	2- Nacidos en otra CA	13	Madrid (Comunidad de)	0 a 15	Mujeres	44
2004	44	Teruel	2- Nacidos en otra CA	13	Madrid (Comunidad de)	16 a 64	Hombres	336
2004	44	Teruel	2- Nacidos en otra CA	13	Madrid (Comunidad de)	16 a 64	Mujeres	314
2004	44	Teruel	2- Nacidos en otra CA	13	Madrid (Comunidad de)	65 y más	Hombres	44
2004	44	Teruel	2- Nacidos en otra CA	13	Madrid (Comunidad de)	65 y más	Mujeres	59
2004	44	Teruel	2- Nacidos en otra CA	14	Murcia (Región de)	0 a 15	Hombres	7
2004	44	Teruel	2- Nacidos en otra CA	14	Murcia (Región de)	0 a 15	Mujeres	7
2004	44	Teruel	2- Nacidos en otra CA	14	Murcia (Región de)	16 a 64	Hombres	62
2004	44	Teruel	2- Nacidos en otra CA	14	Murcia (Región de)	16 a 64	Mujeres	55
2004	44	Teruel	2- Nacidos en otra CA	14	Murcia (Región de)	65 y más	Hombres	37
2004	44	Teruel	2- Nacidos en otra CA	14	Murcia (Región de)	65 y más	Mujeres	20
2004	44	Teruel	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	0 a 15	Hombres	8
2004	44	Teruel	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	0 a 15	Mujeres	6
2004	44	Teruel	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	16 a 64	Hombres	49
2004	44	Teruel	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	16 a 64	Mujeres	56
2004	44	Teruel	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	65 y más	Hombres	13
2004	44	Teruel	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	65 y más	Mujeres	51
2004	44	Teruel	2- Nacidos en otra CA	16	País Vasco	0 a 15	Hombres	8
2004	44	Teruel	2- Nacidos en otra CA	16	País Vasco	0 a 15	Mujeres	9
2004	44	Teruel	2- Nacidos en otra CA	16	País Vasco	16 a 64	Hombres	101
2004	44	Teruel	2- Nacidos en otra CA	16	País Vasco	16 a 64	Mujeres	105
2004	44	Teruel	2- Nacidos en otra CA	16	País Vasco	65 y más	Hombres	6
2004	44	Teruel	2- Nacidos en otra CA	16	País Vasco	65 y más	Mujeres	22
2004	44	Teruel	2- Nacidos en otra CA	17	Rioja (La)	0 a 15	Hombres	4
2004	44	Teruel	2- Nacidos en otra CA	17	Rioja (La)	0 a 15	Mujeres	4
2004	44	Teruel	2- Nacidos en otra CA	17	Rioja (La)	16 a 64	Hombres	37
2004	44	Teruel	2- Nacidos en otra CA	17	Rioja (La)	16 a 64	Mujeres	50
2004	44	Teruel	2- Nacidos en otra CA	17	Rioja (La)	65 y más	Hombres	8
2004	44	Teruel	2- Nacidos en otra CA	17	Rioja (La)	65 y más	Mujeres	19
2004	44	Teruel	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	16 a 64	Hombres	5
2004	44	Teruel	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	16 a 64	Mujeres	4
2004	44	Teruel	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	65 y más	Hombres	2
2004	44	Teruel	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	0 a 15	Mujeres	1
2004	44	Teruel	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	16 a 64	Hombres	18
2004	44	Teruel	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	16 a 64	Mujeres	9
2004	44	Teruel	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	65 y más	Hombres	2
2004	44	Teruel	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	65 y más	Mujeres	1
2004	44	Teruel	3- Nacidos en el extranjero	00	No aplicable	0 a 15	Hombres	647
2004	44	Teruel	3- Nacidos en el extranjero	00	No aplicable	0 a 15	Mujeres	620
2004	44	Teruel	3- Nacidos en el extranjero	00	No aplicable	16 a 64	Hombres	4049
2004	44	Teruel	3- Nacidos en el extranjero	00	No aplicable	16 a 64	Mujeres	2610
2004	44	Teruel	3- Nacidos en el extranjero	00	No aplicable	65 y más	Hombres	74
2004	44	Teruel	3- Nacidos en el extranjero	00	No aplicable	65 y más	Mujeres	85
2004	50	Zaragoza	1- Nacidos en Aragón	02	Aragón	0 a 15	Hombres	55894
2004	50	Zaragoza	1- Nacidos en Aragón	02	Aragón	0 a 15	Mujeres	52809
2004	50	Zaragoza	1- Nacidos en Aragón	02	Aragón	16 a 64	Hombres	226331
2004	50	Zaragoza	1- Nacidos en Aragón	02	Aragón	16 a 64	Mujeres	220314
2004	50	Zaragoza	1- Nacidos en Aragón	02	Aragón	65 y más	Hombres	57821
2004	50	Zaragoza	1- Nacidos en Aragón	02	Aragón	65 y más	Mujeres	78172
2004	50	Zaragoza	2- Nacidos en otra CA	01	Andalucía	0 a 15	Hombres	285
2004	50	Zaragoza	2- Nacidos en otra CA	01	Andalucía	0 a 15	Mujeres	234
2004	50	Zaragoza	2- Nacidos en otra CA	01	Andalucía	16 a 64	Hombres	6697
2004	50	Zaragoza	2- Nacidos en otra CA	01	Andalucía	16 a 64	Mujeres	6522
2004	50	Zaragoza	2- Nacidos en otra CA	01	Andalucía	65 y más	Hombres	2034
2004	50	Zaragoza	2- Nacidos en otra CA	01	Andalucía	65 y más	Mujeres	2679
2004	50	Zaragoza	2- Nacidos en otra CA	03	Asturias (Principado de)	0 a 15	Hombres	43
2004	50	Zaragoza	2- Nacidos en otra CA	03	Asturias (Principado de)	0 a 15	Mujeres	47
2004	50	Zaragoza	2- Nacidos en otra CA	03	Asturias (Principado de)	16 a 64	Hombres	786
2004	50	Zaragoza	2- Nacidos en otra CA	03	Asturias (Principado de)	16 a 64	Mujeres	706
2004	50	Zaragoza	2- Nacidos en otra CA	03	Asturias (Principado de)	65 y más	Hombres	185
2004	50	Zaragoza	2- Nacidos en otra CA	03	Asturias (Principado de)	65 y más	Mujeres	248
2004	50	Zaragoza	2- Nacidos en otra CA	04	Balears (Illes)	0 a 15	Hombres	51
2004	50	Zaragoza	2- Nacidos en otra CA	04	Balears (Illes)	0 a 15	Mujeres	48
2004	50	Zaragoza	2- Nacidos en otra CA	04	Balears (Illes)	16 a 64	Hombres	254
2004	50	Zaragoza	2- Nacidos en otra CA	04	Balears (Illes)	16 a 64	Mujeres	252
2004	50	Zaragoza	2- Nacidos en otra CA	04	Balears (Illes)	65 y más	Hombres	33
2004	50	Zaragoza	2- Nacidos en otra CA	04	Balears (Illes)	65 y más	Mujeres	54
2004	50	Zaragoza	2- Nacidos en otra CA	05	Canarias	0 a 15	Hombres	61
2004	50	Zaragoza	2- Nacidos en otra CA	05	Canarias	0 a 15	Mujeres	59
2004	50	Zaragoza	2- Nacidos en otra CA	05	Canarias	16 a 64	Hombres	358
2004	50	Zaragoza	2- Nacidos en otra CA	05	Canarias	16 a 64	Mujeres	400
2004	50	Zaragoza	2- Nacidos en otra CA	05	Canarias	65 y más	Hombres	33
2004	50	Zaragoza	2- Nacidos en otra CA	05	Canarias	65 y más	Mujeres	54
2004	50	Zaragoza	2- Nacidos en otra CA	06	Cantabria	0 a 15	Hombres	38
2004	50	Zaragoza	2- Nacidos en otra CA	06	Cantabria	0 a 15	Mujeres	32
2004	50	Zaragoza	2- Nacidos en otra CA	06	Cantabria	16 a 64	Hombres	541
2004	50	Zaragoza	2- Nacidos en otra CA	06	Cantabria	16 a 64	Mujeres	589
2004	50	Zaragoza	2- Nacidos en otra CA	06	Cantabria	65 y más	Hombres	190
2004	50	Zaragoza	2- Nacidos en otra CA	06	Cantabria	65 y más	Mujeres	315
2004	50	Zaragoza	2- Nacidos en otra CA	07	Castilla y León	0 a 15	Hombres	241
2004	50	Zaragoza	2- Nacidos en otra CA	07	Castilla y León	0 a 15	Mujeres	238
2004	50	Zaragoza	2- Nacidos en otra CA	07	Castilla y León	16 a 64	Hombres	10659
2004	50	Zaragoza	2- Nacidos en otra CA	07	Castilla y León	16 a 64	Mujeres	11124
