Año	Inscripción comarca código	Inscripción comarca nombre	Edad (grandes grupos)	Sexo	Personas
2011	21	Campo de Cariñena	16-64	Mujer	47
2011	21	Campo de Cariñena	65 y más	Hombre	34
2011	21	Campo de Cariñena	65 y más	Mujer	41
2011	22	Campo de Belchite	0-15	Hombre	5
2011	22	Campo de Belchite	0-15	Mujer	4
2011	22	Campo de Belchite	16-64	Hombre	45
2011	22	Campo de Belchite	16-64	Mujer	55
2011	22	Campo de Belchite	65 y más	Hombre	50
2011	22	Campo de Belchite	65 y más	Mujer	40
2011	23	Bajo Martín	0-15	Hombre	4
2011	23	Bajo Martín	0-15	Mujer	5
2011	23	Bajo Martín	16-64	Hombre	28
2011	23	Bajo Martín	16-64	Mujer	34
2011	23	Bajo Martín	65 y más	Hombre	43
2011	23	Bajo Martín	65 y más	Mujer	43
2011	24	Campo de Daroca	0-15	Hombre	12
2011	24	Campo de Daroca	0-15	Mujer	7
2011	24	Campo de Daroca	16-64	Hombre	43
2011	24	Campo de Daroca	16-64	Mujer	55
2011	24	Campo de Daroca	65 y más	Hombre	32
2011	24	Campo de Daroca	65 y más	Mujer	30
2011	25	Jiloca	0-15	Hombre	6
2011	25	Jiloca	0-15	Mujer	7
2011	25	Jiloca	16-64	Hombre	65
2011	25	Jiloca	16-64	Mujer	72
2011	25	Jiloca	65 y más	Hombre	64
2011	25	Jiloca	65 y más	Mujer	52
2011	26	Cuencas Mineras	0-15	Hombre	11
2011	26	Cuencas Mineras	0-15	Mujer	11
2011	26	Cuencas Mineras	16-64	Hombre	110
2011	26	Cuencas Mineras	16-64	Mujer	91
2011	26	Cuencas Mineras	65 y más	Hombre	69
2011	26	Cuencas Mineras	65 y más	Mujer	83
2011	27	Andorra-Sierra de Arcos	0-15	Hombre	10
2011	27	Andorra-Sierra de Arcos	0-15	Mujer	12
2011	27	Andorra-Sierra de Arcos	16-64	Hombre	80
2011	27	Andorra-Sierra de Arcos	16-64	Mujer	74
2011	27	Andorra-Sierra de Arcos	65 y más	Hombre	42
2011	27	Andorra-Sierra de Arcos	65 y más	Mujer	44
2011	28	Bajo Aragón	0-15	Hombre	24
2011	28	Bajo Aragón	0-15	Mujer	31
2011	28	Bajo Aragón	16-64	Hombre	190
2011	28	Bajo Aragón	16-64	Mujer	217
2011	28	Bajo Aragón	65 y más	Hombre	148
2011	28	Bajo Aragón	65 y más	Mujer	172
2011	29	Comunidad de Teruel	0-15	Hombre	86
2011	29	Comunidad de Teruel	0-15	Mujer	83
2011	29	Comunidad de Teruel	16-64	Hombre	381
2011	29	Comunidad de Teruel	16-64	Mujer	384
2011	29	Comunidad de Teruel	65 y más	Hombre	200
2011	29	Comunidad de Teruel	65 y más	Mujer	193
2011	30	Maestrazgo	0-15	Hombre	4
2011	30	Maestrazgo	0-15	Mujer	8
2011	30	Maestrazgo	16-64	Hombre	47
2011	30	Maestrazgo	16-64	Mujer	57
2011	30	Maestrazgo	65 y más	Hombre	45
2011	30	Maestrazgo	65 y más	Mujer	59
2011	31	Sierra de Albarracín	0-15	Hombre	5
2011	31	Sierra de Albarracín	0-15	Mujer	10
2011	31	Sierra de Albarracín	16-64	Hombre	47
2011	31	Sierra de Albarracín	16-64	Mujer	29
2011	31	Sierra de Albarracín	65 y más	Hombre	45
2011	31	Sierra de Albarracín	65 y más	Mujer	38
2011	32	Gúdar-Javalambre	0-15	Hombre	5
2011	32	Gúdar-Javalambre	0-15	Mujer	6
2011	32	Gúdar-Javalambre	16-64	Hombre	54
2011	32	Gúdar-Javalambre	16-64	Mujer	47
2011	32	Gúdar-Javalambre	65 y más	Hombre	52
2011	32	Gúdar-Javalambre	65 y más	Mujer	54
2011	33	Matarraña / Matarranya	0-15	Hombre	9
2011	33	Matarraña / Matarranya	0-15	Mujer	6
2011	33	Matarraña / Matarranya	16-64	Hombre	77
2011	33	Matarraña / Matarranya	16-64	Mujer	67
2011	33	Matarraña / Matarranya	65 y más	Hombre	78
2011	33	Matarraña / Matarranya	65 y más	Mujer	90
2012	01	La Jacetania	0-15	Hombre	57
2012	01	La Jacetania	0-15	Mujer	72
2012	01	La Jacetania	16-64	Hombre	312
2012	01	La Jacetania	16-64	Mujer	312
2012	01	La Jacetania	65 y más	Hombre	161
2012	01	La Jacetania	65 y más	Mujer	205
2012	02	Alto Gállego	0-15	Hombre	19
2012	02	Alto Gállego	0-15	Mujer	24
2012	02	Alto Gállego	16-64	Hombre	104
2012	02	Alto Gállego	16-64	Mujer	123
2012	02	Alto Gállego	65 y más	Hombre	50
2012	02	Alto Gállego	65 y más	Mujer	48
2012	03	Sobrarbe	0-15	Hombre	28
2012	03	Sobrarbe	0-15	Mujer	26
2012	03	Sobrarbe	16-64	Hombre	170
2012	03	Sobrarbe	16-64	Mujer	176
2012	03	Sobrarbe	65 y más	Hombre	112
2012	03	Sobrarbe	65 y más	Mujer	143
2012	04	La Ribagorza	0-15	Hombre	23
2012	04	La Ribagorza	0-15	Mujer	31
2012	04	La Ribagorza	16-64	Hombre	130
2012	04	La Ribagorza	16-64	Mujer	156
2012	04	La Ribagorza	65 y más	Hombre	110
2012	04	La Ribagorza	65 y más	Mujer	102
2012	05	Cinco Villas	0-15	Hombre	43
2012	05	Cinco Villas	0-15	Mujer	40
2012	05	Cinco Villas	16-64	Hombre	319
2012	05	Cinco Villas	16-64	Mujer	382
2012	05	Cinco Villas	65 y más	Hombre	186
2012	05	Cinco Villas	65 y más	Mujer	216
2012	06	Hoya de Huesca / Plana de Uesca	0-15	Hombre	145
2012	06	Hoya de Huesca / Plana de Uesca	0-15	Mujer	137
2012	06	Hoya de Huesca / Plana de Uesca	16-64	Hombre	511
2012	06	Hoya de Huesca / Plana de Uesca	16-64	Mujer	470
2012	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombre	226
2012	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujer	262
2012	07	Somontano de Barbastro	0-15	Hombre	44
2012	07	Somontano de Barbastro	0-15	Mujer	27
2012	07	Somontano de Barbastro	16-64	Hombre	163
2012	07	Somontano de Barbastro	16-64	Mujer	193
2012	07	Somontano de Barbastro	65 y más	Hombre	128
2012	07	Somontano de Barbastro	65 y más	Mujer	118
2012	08	Cinca Medio	0-15	Hombre	28
2012	08	Cinca Medio	0-15	Mujer	21
2012	08	Cinca Medio	16-64	Hombre	106
2012	08	Cinca Medio	16-64	Mujer	111
2012	08	Cinca Medio	65 y más	Hombre	77
2012	08	Cinca Medio	65 y más	Mujer	82
2012	09	La Litera / La Llitera	0-15	Hombre	19
2012	09	La Litera / La Llitera	0-15	Mujer	11
2012	09	La Litera / La Llitera	16-64	Hombre	110
2012	09	La Litera / La Llitera	16-64	Mujer	98
2012	09	La Litera / La Llitera	65 y más	Hombre	84
2012	09	La Litera / La Llitera	65 y más	Mujer	77
2012	10	Los Monegros	0-15	Hombre	18
2012	10	Los Monegros	0-15	Mujer	21
2012	10	Los Monegros	16-64	Hombre	121
2012	10	Los Monegros	16-64	Mujer	163
2012	10	Los Monegros	65 y más	Hombre	92
2012	10	Los Monegros	65 y más	Mujer	103
2012	11	Bajo Cinca / Baix Cinca	0-15	Hombre	18
2012	11	Bajo Cinca / Baix Cinca	0-15	Mujer	21
2012	11	Bajo Cinca / Baix Cinca	16-64	Hombre	113
2012	11	Bajo Cinca / Baix Cinca	16-64	Mujer	127
2012	11	Bajo Cinca / Baix Cinca	65 y más	Hombre	61
2012	11	Bajo Cinca / Baix Cinca	65 y más	Mujer	67
2012	12	Tarazona y el Moncayo	0-15	Hombre	12
2012	12	Tarazona y el Moncayo	0-15	Mujer	14
2012	12	Tarazona y el Moncayo	16-64	Hombre	84
2012	12	Tarazona y el Moncayo	16-64	Mujer	95
2012	12	Tarazona y el Moncayo	65 y más	Hombre	39
2012	12	Tarazona y el Moncayo	65 y más	Mujer	50
2012	13	Campo de Borja	0-15	Hombre	13
2012	13	Campo de Borja	0-15	Mujer	10
2012	13	Campo de Borja	16-64	Hombre	84
2012	13	Campo de Borja	16-64	Mujer	76
2012	13	Campo de Borja	65 y más	Hombre	40
2012	13	Campo de Borja	65 y más	Mujer	61
2012	14	Aranda	0-15	Hombre	3
2012	14	Aranda	0-15	Mujer	5
2012	14	Aranda	16-64	Hombre	19
2012	14	Aranda	16-64	Mujer	17
2012	14	Aranda	65 y más	Hombre	12
2012	14	Aranda	65 y más	Mujer	26
2012	15	Ribera Alta del Ebro	0-15	Hombre	17
2012	15	Ribera Alta del Ebro	0-15	Mujer	14
2012	15	Ribera Alta del Ebro	16-64	Hombre	91
2012	15	Ribera Alta del Ebro	16-64	Mujer	74
2012	15	Ribera Alta del Ebro	65 y más	Hombre	57
2012	15	Ribera Alta del Ebro	65 y más	Mujer	54
2012	16	Valdejalón	0-15	Hombre	24
2012	16	Valdejalón	0-15	Mujer	13
2012	16	Valdejalón	16-64	Hombre	80
2012	16	Valdejalón	16-64	Mujer	82
2012	16	Valdejalón	65 y más	Hombre	48
2012	16	Valdejalón	65 y más	Mujer	56
2012	17	Central	0-15	Hombre	1524
2012	17	Central	0-15	Mujer	1445
2012	17	Central	16-64	Hombre	4644
2012	17	Central	16-64	Mujer	5201
2012	17	Central	65 y más	Hombre	1159
2012	17	Central	65 y más	Mujer	1476
2012	18	Ribera Baja del Ebro	0-15	Hombre	13
2012	18	Ribera Baja del Ebro	0-15	Mujer	10
2012	18	Ribera Baja del Ebro	16-64	Hombre	72
2012	18	Ribera Baja del Ebro	16-64	Mujer	61
2012	18	Ribera Baja del Ebro	65 y más	Hombre	54
2012	18	Ribera Baja del Ebro	65 y más	Mujer	64
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Hombre	8
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Mujer	12
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Hombre	76
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Mujer	80
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombre	49
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujer	53
2012	20	Comunidad de Calatayud	0-15	Hombre	49
2012	20	Comunidad de Calatayud	0-15	Mujer	54
2012	20	Comunidad de Calatayud	16-64	Hombre	228
2012	20	Comunidad de Calatayud	16-64	Mujer	221
2012	20	Comunidad de Calatayud	65 y más	Hombre	108
2012	20	Comunidad de Calatayud	65 y más	Mujer	155
2012	21	Campo de Cariñena	0-15	Hombre	4
2012	21	Campo de Cariñena	0-15	Mujer	12
2012	21	Campo de Cariñena	16-64	Hombre	53
2012	21	Campo de Cariñena	16-64	Mujer	53
2012	21	Campo de Cariñena	65 y más	Hombre	37
2012	21	Campo de Cariñena	65 y más	Mujer	41
2012	22	Campo de Belchite	0-15	Hombre	3
2012	22	Campo de Belchite	0-15	Mujer	8
2012	22	Campo de Belchite	16-64	Hombre	50
2012	22	Campo de Belchite	16-64	Mujer	62
2012	22	Campo de Belchite	65 y más	Hombre	50
2012	22	Campo de Belchite	65 y más	Mujer	44
2012	23	Bajo Martín	0-15	Hombre	4
2012	23	Bajo Martín	0-15	Mujer	4
2012	23	Bajo Martín	16-64	Hombre	31
2012	23	Bajo Martín	16-64	Mujer	41
2012	23	Bajo Martín	65 y más	Hombre	40
2012	23	Bajo Martín	65 y más	Mujer	45
2012	24	Campo de Daroca	0-15	Hombre	14
2012	24	Campo de Daroca	0-15	Mujer	8
2012	24	Campo de Daroca	16-64	Hombre	50
2012	24	Campo de Daroca	16-64	Mujer	63
2012	24	Campo de Daroca	65 y más	Hombre	32
2012	24	Campo de Daroca	65 y más	Mujer	28
2012	25	Jiloca	0-15	Hombre	6
2012	25	Jiloca	0-15	Mujer	10
2012	25	Jiloca	16-64	Hombre	66
2012	25	Jiloca	16-64	Mujer	69
2012	25	Jiloca	65 y más	Hombre	62
2012	25	Jiloca	65 y más	Mujer	53
2012	26	Cuencas Mineras	0-15	Hombre	13
2012	26	Cuencas Mineras	0-15	Mujer	10
2012	26	Cuencas Mineras	16-64	Hombre	119
2012	26	Cuencas Mineras	16-64	Mujer	104
2012	26	Cuencas Mineras	65 y más	Hombre	68
2012	26	Cuencas Mineras	65 y más	Mujer	83
2012	27	Andorra-Sierra de Arcos	0-15	Hombre	11
2012	27	Andorra-Sierra de Arcos	0-15	Mujer	14
2012	27	Andorra-Sierra de Arcos	16-64	Hombre	83
2012	27	Andorra-Sierra de Arcos	16-64	Mujer	78
2012	27	Andorra-Sierra de Arcos	65 y más	Hombre	45
2012	27	Andorra-Sierra de Arcos	65 y más	Mujer	49
2012	28	Bajo Aragón	0-15	Hombre	25
2012	28	Bajo Aragón	0-15	Mujer	34
2012	28	Bajo Aragón	16-64	Hombre	220
2012	28	Bajo Aragón	16-64	Mujer	232
2012	28	Bajo Aragón	65 y más	Hombre	147
2012	28	Bajo Aragón	65 y más	Mujer	176
2012	29	Comunidad de Teruel	0-15	Hombre	87
2012	29	Comunidad de Teruel	0-15	Mujer	85
2012	29	Comunidad de Teruel	16-64	Hombre	423
2012	29	Comunidad de Teruel	16-64	Mujer	416
2012	29	Comunidad de Teruel	65 y más	Hombre	201
2012	29	Comunidad de Teruel	65 y más	Mujer	203
2012	30	Maestrazgo	0-15	Hombre	5
2012	30	Maestrazgo	0-15	Mujer	8
2012	30	Maestrazgo	16-64	Hombre	47
2012	30	Maestrazgo	16-64	Mujer	61
2012	30	Maestrazgo	65 y más	Hombre	50
2012	30	Maestrazgo	65 y más	Mujer	64
2012	31	Sierra de Albarracín	0-15	Hombre	5
2012	31	Sierra de Albarracín	0-15	Mujer	8
2012	31	Sierra de Albarracín	16-64	Hombre	45
2012	31	Sierra de Albarracín	16-64	Mujer	33
2012	31	Sierra de Albarracín	65 y más	Hombre	48
2012	31	Sierra de Albarracín	65 y más	Mujer	40
2012	32	Gúdar-Javalambre	0-15	Hombre	6
2012	32	Gúdar-Javalambre	0-15	Mujer	6
2012	32	Gúdar-Javalambre	16-64	Hombre	57
2012	32	Gúdar-Javalambre	16-64	Mujer	51
2012	32	Gúdar-Javalambre	65 y más	Hombre	53
2012	32	Gúdar-Javalambre	65 y más	Mujer	55
2012	33	Matarraña / Matarranya	0-15	Hombre	8
2012	33	Matarraña / Matarranya	0-15	Mujer	7
2012	33	Matarraña / Matarranya	16-64	Hombre	91
2012	33	Matarraña / Matarranya	16-64	Mujer	74
2012	33	Matarraña / Matarranya	65 y más	Hombre	79
2012	33	Matarraña / Matarranya	65 y más	Mujer	85
2013	01	La Jacetania	0-15	Hombre	70
2013	01	La Jacetania	0-15	Mujer	73
2013	01	La Jacetania	16-64	Hombre	345
2013	01	La Jacetania	16-64	Mujer	341
2013	01	La Jacetania	65 y más	Hombre	166
2013	01	La Jacetania	65 y más	Mujer	215
2013	02	Alto Gállego	0-15	Hombre	19
2013	02	Alto Gállego	0-15	Mujer	23
2013	02	Alto Gállego	16-64	Hombre	111
2013	02	Alto Gállego	16-64	Mujer	137
2013	02	Alto Gállego	65 y más	Hombre	51
2013	02	Alto Gállego	65 y más	Mujer	50
2013	03	Sobrarbe	0-15	Hombre	30
2013	03	Sobrarbe	0-15	Mujer	29
2013	03	Sobrarbe	16-64	Hombre	182
2013	03	Sobrarbe	16-64	Mujer	207
2013	03	Sobrarbe	65 y más	Hombre	113
2013	03	Sobrarbe	65 y más	Mujer	147
2013	04	La Ribagorza	0-15	Hombre	29
2013	04	La Ribagorza	0-15	Mujer	33
2013	04	La Ribagorza	16-64	Hombre	145
2013	04	La Ribagorza	16-64	Mujer	182
2013	04	La Ribagorza	65 y más	Hombre	112
2013	04	La Ribagorza	65 y más	Mujer	101
2013	05	Cinco Villas	0-15	Hombre	52
2013	05	Cinco Villas	0-15	Mujer	46
2013	05	Cinco Villas	16-64	Hombre	346
2013	05	Cinco Villas	16-64	Mujer	417
2013	05	Cinco Villas	65 y más	Hombre	190
2013	05	Cinco Villas	65 y más	Mujer	226
2013	06	Hoya de Huesca / Plana de Uesca	0-15	Hombre	160
2013	06	Hoya de Huesca / Plana de Uesca	0-15	Mujer	159
2013	06	Hoya de Huesca / Plana de Uesca	16-64	Hombre	542
2013	06	Hoya de Huesca / Plana de Uesca	16-64	Mujer	501
2013	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombre	235
2013	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujer	273
2013	07	Somontano de Barbastro	0-15	Hombre	55
2013	07	Somontano de Barbastro	0-15	Mujer	32
2013	07	Somontano de Barbastro	16-64	Hombre	179
2013	07	Somontano de Barbastro	16-64	Mujer	205
2013	07	Somontano de Barbastro	65 y más	Hombre	129
2013	07	Somontano de Barbastro	65 y más	Mujer	121
2013	08	Cinca Medio	0-15	Hombre	33
2013	08	Cinca Medio	0-15	Mujer	25
2013	08	Cinca Medio	16-64	Hombre	119
2013	08	Cinca Medio	16-64	Mujer	127
2013	08	Cinca Medio	65 y más	Hombre	76
2013	08	Cinca Medio	65 y más	Mujer	82
2013	09	La Litera / La Llitera	0-15	Hombre	29
2013	09	La Litera / La Llitera	0-15	Mujer	17
2013	09	La Litera / La Llitera	16-64	Hombre	119
2013	09	La Litera / La Llitera	16-64	Mujer	102
2013	09	La Litera / La Llitera	65 y más	Hombre	89
2013	09	La Litera / La Llitera	65 y más	Mujer	79
2013	10	Los Monegros	0-15	Hombre	20
2013	10	Los Monegros	0-15	Mujer	22
2013	10	Los Monegros	16-64	Hombre	137
2013	10	Los Monegros	16-64	Mujer	171
2013	10	Los Monegros	65 y más	Hombre	90
2013	10	Los Monegros	65 y más	Mujer	106
2013	11	Bajo Cinca / Baix Cinca	0-15	Hombre	17
2013	11	Bajo Cinca / Baix Cinca	0-15	Mujer	27
2013	11	Bajo Cinca / Baix Cinca	16-64	Hombre	116
2013	11	Bajo Cinca / Baix Cinca	16-64	Mujer	132
2013	11	Bajo Cinca / Baix Cinca	65 y más	Hombre	64
2013	11	Bajo Cinca / Baix Cinca	65 y más	Mujer	70
2013	12	Tarazona y el Moncayo	0-15	Hombre	13
2013	12	Tarazona y el Moncayo	0-15	Mujer	13
2013	12	Tarazona y el Moncayo	16-64	Hombre	94
2013	12	Tarazona y el Moncayo	16-64	Mujer	103
2013	12	Tarazona y el Moncayo	65 y más	Hombre	44
2013	12	Tarazona y el Moncayo	65 y más	Mujer	52
2013	13	Campo de Borja	0-15	Hombre	14
2013	13	Campo de Borja	0-15	Mujer	11
2013	13	Campo de Borja	16-64	Hombre	87
2013	13	Campo de Borja	16-64	Mujer	78
2013	13	Campo de Borja	65 y más	Hombre	38
2013	13	Campo de Borja	65 y más	Mujer	63
2013	14	Aranda	0-15	Hombre	3
2013	14	Aranda	0-15	Mujer	5
2013	14	Aranda	16-64	Hombre	20
2013	14	Aranda	16-64	Mujer	20
2013	14	Aranda	65 y más	Hombre	12
2013	14	Aranda	65 y más	Mujer	27
2013	15	Ribera Alta del Ebro	0-15	Hombre	20
2013	15	Ribera Alta del Ebro	0-15	Mujer	15
2013	15	Ribera Alta del Ebro	16-64	Hombre	94
2013	15	Ribera Alta del Ebro	16-64	Mujer	73
2013	15	Ribera Alta del Ebro	65 y más	Hombre	58
2013	15	Ribera Alta del Ebro	65 y más	Mujer	52
2013	16	Valdejalón	0-15	Hombre	23
2013	16	Valdejalón	0-15	Mujer	19
2013	16	Valdejalón	16-64	Hombre	90
2013	16	Valdejalón	16-64	Mujer	95
2013	16	Valdejalón	65 y más	Hombre	49
2013	16	Valdejalón	65 y más	Mujer	56
2013	17	Central	0-15	Hombre	1677
2013	17	Central	0-15	Mujer	1611
2013	17	Central	16-64	Hombre	4973
2013	17	Central	16-64	Mujer	5613
2013	17	Central	65 y más	Hombre	1230
2013	17	Central	65 y más	Mujer	1542
2013	18	Ribera Baja del Ebro	0-15	Hombre	10
2013	18	Ribera Baja del Ebro	0-15	Mujer	11
2013	18	Ribera Baja del Ebro	16-64	Hombre	81
2013	18	Ribera Baja del Ebro	16-64	Mujer	68
2013	18	Ribera Baja del Ebro	65 y más	Hombre	55
2013	18	Ribera Baja del Ebro	65 y más	Mujer	65
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Hombre	10
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Mujer	17
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Hombre	92
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Mujer	93
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombre	48
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujer	54
2013	20	Comunidad de Calatayud	0-15	Hombre	52
2013	20	Comunidad de Calatayud	0-15	Mujer	57
2013	20	Comunidad de Calatayud	16-64	Hombre	241
2013	20	Comunidad de Calatayud	16-64	Mujer	232
2013	20	Comunidad de Calatayud	65 y más	Hombre	112
2013	20	Comunidad de Calatayud	65 y más	Mujer	155
2013	21	Campo de Cariñena	0-15	Hombre	7
2013	21	Campo de Cariñena	0-15	Mujer	12
2013	21	Campo de Cariñena	16-64	Hombre	56
2013	21	Campo de Cariñena	16-64	Mujer	56
2013	21	Campo de Cariñena	65 y más	Hombre	36
2013	21	Campo de Cariñena	65 y más	Mujer	42
2013	22	Campo de Belchite	0-15	Hombre	6
2013	22	Campo de Belchite	0-15	Mujer	8
2013	22	Campo de Belchite	16-64	Hombre	61
2013	22	Campo de Belchite	16-64	Mujer	62
2013	22	Campo de Belchite	65 y más	Hombre	50
2013	22	Campo de Belchite	65 y más	Mujer	45
2013	23	Bajo Martín	0-15	Hombre	4
2013	23	Bajo Martín	0-15	Mujer	5
2013	23	Bajo Martín	16-64	Hombre	32
2013	23	Bajo Martín	16-64	Mujer	43
2013	23	Bajo Martín	65 y más	Hombre	41
2013	23	Bajo Martín	65 y más	Mujer	46
2013	24	Campo de Daroca	0-15	Hombre	15
2013	24	Campo de Daroca	0-15	Mujer	11
2013	24	Campo de Daroca	16-64	Hombre	52
2013	24	Campo de Daroca	16-64	Mujer	67
2013	24	Campo de Daroca	65 y más	Hombre	33
2013	24	Campo de Daroca	65 y más	Mujer	26
2013	25	Jiloca	0-15	Hombre	6
2013	25	Jiloca	0-15	Mujer	10
2013	25	Jiloca	16-64	Hombre	71
2013	25	Jiloca	16-64	Mujer	77
2013	25	Jiloca	65 y más	Hombre	65
2013	25	Jiloca	65 y más	Mujer	54
2013	26	Cuencas Mineras	0-15	Hombre	15
2013	26	Cuencas Mineras	0-15	Mujer	9
2013	26	Cuencas Mineras	16-64	Hombre	124
2013	26	Cuencas Mineras	16-64	Mujer	111
2013	26	Cuencas Mineras	65 y más	Hombre	70
2013	26	Cuencas Mineras	65 y más	Mujer	84
2013	27	Andorra-Sierra de Arcos	0-15	Hombre	11
2013	27	Andorra-Sierra de Arcos	0-15	Mujer	14
2013	27	Andorra-Sierra de Arcos	16-64	Hombre	79
2013	27	Andorra-Sierra de Arcos	16-64	Mujer	82
2013	27	Andorra-Sierra de Arcos	65 y más	Hombre	48
2013	27	Andorra-Sierra de Arcos	65 y más	Mujer	50
2013	28	Bajo Aragón	0-15	Hombre	26
2013	28	Bajo Aragón	0-15	Mujer	39
2013	28	Bajo Aragón	16-64	Hombre	245
2013	28	Bajo Aragón	16-64	Mujer	252
2013	28	Bajo Aragón	65 y más	Hombre	152
2013	28	Bajo Aragón	65 y más	Mujer	181
2013	29	Comunidad de Teruel	0-15	Hombre	92
2013	29	Comunidad de Teruel	0-15	Mujer	88
2013	29	Comunidad de Teruel	16-64	Hombre	453
2013	29	Comunidad de Teruel	16-64	Mujer	444
2013	29	Comunidad de Teruel	65 y más	Hombre	203
2013	29	Comunidad de Teruel	65 y más	Mujer	208
2013	30	Maestrazgo	0-15	Hombre	5
2013	30	Maestrazgo	0-15	Mujer	12
2013	30	Maestrazgo	16-64	Hombre	52
2013	30	Maestrazgo	16-64	Mujer	63
2013	30	Maestrazgo	65 y más	Hombre	49
2013	30	Maestrazgo	65 y más	Mujer	63
2013	31	Sierra de Albarracín	0-15	Hombre	6
2013	31	Sierra de Albarracín	0-15	Mujer	8
2013	31	Sierra de Albarracín	16-64	Hombre	49
2013	31	Sierra de Albarracín	16-64	Mujer	35
2013	31	Sierra de Albarracín	65 y más	Hombre	48
2013	31	Sierra de Albarracín	65 y más	Mujer	41
2013	32	Gúdar-Javalambre	0-15	Hombre	4
2013	32	Gúdar-Javalambre	0-15	Mujer	7
2013	32	Gúdar-Javalambre	16-64	Hombre	62
2013	32	Gúdar-Javalambre	16-64	Mujer	54
2013	32	Gúdar-Javalambre	65 y más	Hombre	51
2013	32	Gúdar-Javalambre	65 y más	Mujer	56
2013	33	Matarraña / Matarranya	0-15	Hombre	7
2013	33	Matarraña / Matarranya	0-15	Mujer	7
2013	33	Matarraña / Matarranya	16-64	Hombre	93
2013	33	Matarraña / Matarranya	16-64	Mujer	78
2013	33	Matarraña / Matarranya	65 y más	Hombre	78
2013	33	Matarraña / Matarranya	65 y más	Mujer	87
2014	01	La Jacetania	0-15	Hombre	77
2014	01	La Jacetania	0-15	Mujer	75
2014	01	La Jacetania	16-64	Hombre	383
2014	01	La Jacetania	16-64	Mujer	371
2014	01	La Jacetania	65 y más	Hombre	162
2014	01	La Jacetania	65 y más	Mujer	215
2014	02	Alto Gállego	0-15	Hombre	24
2014	02	Alto Gállego	0-15	Mujer	28
2014	02	Alto Gállego	16-64	Hombre	115
2014	02	Alto Gállego	16-64	Mujer	140
2014	02	Alto Gállego	65 y más	Hombre	53
2014	02	Alto Gállego	65 y más	Mujer	53
2014	03	Sobrarbe	0-15	Hombre	30
2014	03	Sobrarbe	0-15	Mujer	30
2014	03	Sobrarbe	16-64	Hombre	187
2014	03	Sobrarbe	16-64	Mujer	213
2014	03	Sobrarbe	65 y más	Hombre	117
2014	03	Sobrarbe	65 y más	Mujer	149
2014	04	La Ribagorza	0-15	Hombre	32
2014	04	La Ribagorza	0-15	Mujer	37
2014	04	La Ribagorza	16-64	Hombre	156
2014	04	La Ribagorza	16-64	Mujer	189
2014	04	La Ribagorza	65 y más	Hombre	111
2014	04	La Ribagorza	65 y más	Mujer	104
2014	05	Cinco Villas	0-15	Hombre	62
2014	05	Cinco Villas	0-15	Mujer	62
2014	05	Cinco Villas	16-64	Hombre	369
2014	05	Cinco Villas	16-64	Mujer	438
2014	05	Cinco Villas	65 y más	Hombre	193
2014	05	Cinco Villas	65 y más	Mujer	233
2014	06	Hoya de Huesca / Plana de Uesca	0-15	Hombre	176
2014	06	Hoya de Huesca / Plana de Uesca	0-15	Mujer	167
2014	06	Hoya de Huesca / Plana de Uesca	16-64	Hombre	599
2014	06	Hoya de Huesca / Plana de Uesca	16-64	Mujer	557
2014	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombre	241
2014	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujer	279
2014	07	Somontano de Barbastro	0-15	Hombre	62
2014	07	Somontano de Barbastro	0-15	Mujer	37
2014	07	Somontano de Barbastro	16-64	Hombre	204
2014	07	Somontano de Barbastro	16-64	Mujer	219
2014	07	Somontano de Barbastro	65 y más	Hombre	124
2014	07	Somontano de Barbastro	65 y más	Mujer	129
2014	08	Cinca Medio	0-15	Hombre	40
2014	08	Cinca Medio	0-15	Mujer	36
2014	08	Cinca Medio	16-64	Hombre	129
2014	08	Cinca Medio	16-64	Mujer	129
2014	08	Cinca Medio	65 y más	Hombre	75
2014	08	Cinca Medio	65 y más	Mujer	84
2014	09	La Litera / La Llitera	0-15	Hombre	32
2014	09	La Litera / La Llitera	0-15	Mujer	18
2014	09	La Litera / La Llitera	16-64	Hombre	126
2014	09	La Litera / La Llitera	16-64	Mujer	106
2014	09	La Litera / La Llitera	65 y más	Hombre	92
