Municipio código	Municipio nombre	Corine Land Cover 2000 nivel 2 descripción	Superficie (has)	Año
22115	Grado (El)	Bosques	1399,795262	2006
22115	Grado (El)	Cultivos permanentes	42,822514	2000
22115	Grado (El)	Cultivos permanentes	169,213306	2006
22115	Grado (El)	Espacios abiertos con poca o sin vegetación	247,141535	2000
22115	Grado (El)	Espacios abiertos con poca o sin vegetación	248,502244	2006
22115	Grado (El)	Espacios de vegetación arbustiva y/o herbácea	2121,512686	2000
22115	Grado (El)	Espacios de vegetación arbustiva y/o herbácea	2132,693918	2006
22115	Grado (El)	Prados y praderas	0	2000
22115	Grado (El)	Prados y praderas	0	2006
22115	Grado (El)	Tierras de labor	966,901216	2000
22115	Grado (El)	Tierras de labor	390,076259	2006
22115	Grado (El)	Zonas agrícolas heterogéneas	1363,383411	2000
22115	Grado (El)	Zonas agrícolas heterogéneas	1849,413379	2006
22115	Grado (El)	Zonas de extracción minera, vertederos y de construcción	43,94487	2000
22115	Grado (El)	Zonas de extracción minera, vertederos y de construcción	43,945596	2006
22115	Grado (El)	Zonas húmedas continentales	0	2000
22115	Grado (El)	Zonas húmedas continentales	0	2006
22115	Grado (El)	Zonas industriales, comerciales y de transportes	16,327837	2000
22115	Grado (El)	Zonas industriales, comerciales y de transportes	0	2006
22115	Grado (El)	Zonas Urbanas	27,204641	2000
22115	Grado (El)	Zonas Urbanas	0	2006
22115	Grado (El)	Zonas verdes artificiales, no agrícolas	0	2000
22115	Grado (El)	Zonas verdes artificiales, no agrícolas	0	2006
22116	Grañén	Aguas continentales	0	2000
22116	Grañén	Aguas continentales	0	2006
22116	Grañén	Bosques	232,289502	2000
22116	Grañén	Bosques	247,07358	2006
22116	Grañén	Cultivos permanentes	0	2000
22116	Grañén	Cultivos permanentes	0	2006
22116	Grañén	Espacios abiertos con poca o sin vegetación	0	2000
22116	Grañén	Espacios abiertos con poca o sin vegetación	0	2006
22116	Grañén	Espacios de vegetación arbustiva y/o herbácea	572,813699	2000
22116	Grañén	Espacios de vegetación arbustiva y/o herbácea	552,363574	2006
22116	Grañén	Prados y praderas	0	2000
22116	Grañén	Prados y praderas	0	2006
22116	Grañén	Tierras de labor	11377,837295	2000
22116	Grañén	Tierras de labor	10860,06317	2006
22116	Grañén	Zonas agrícolas heterogéneas	53,499144	2000
22116	Grañén	Zonas agrícolas heterogéneas	681,710431	2006
22116	Grañén	Zonas de extracción minera, vertederos y de construcción	28,295959	2000
22116	Grañén	Zonas de extracción minera, vertederos y de construcción	28,296006	2006
22116	Grañén	Zonas húmedas continentales	59,389887	2000
22116	Grañén	Zonas húmedas continentales	0	2006
22116	Grañén	Zonas industriales, comerciales y de transportes	2,889161	2000
22116	Grañén	Zonas industriales, comerciales y de transportes	0	2006
22116	Grañén	Zonas Urbanas	77,641516	2000
22116	Grañén	Zonas Urbanas	33,176185	2006
22116	Grañén	Zonas verdes artificiales, no agrícolas	0	2000
22116	Grañén	Zonas verdes artificiales, no agrícolas	0	2006
22117	Graus	Aguas continentales	398,327151	2000
22117	Graus	Aguas continentales	397,584923	2006
22117	Graus	Bosques	10979,615436	2000
22117	Graus	Bosques	10982,573717	2006
22117	Graus	Cultivos permanentes	92,364736	2000
22117	Graus	Cultivos permanentes	94,230492	2006
22117	Graus	Espacios abiertos con poca o sin vegetación	167,023081	2000
22117	Graus	Espacios abiertos con poca o sin vegetación	166,964932	2006
22117	Graus	Espacios de vegetación arbustiva y/o herbácea	10760,620786	2000
22117	Graus	Espacios de vegetación arbustiva y/o herbácea	10762,835273	2006
22117	Graus	Prados y praderas	0	2000
22117	Graus	Prados y praderas	0	2006
22117	Graus	Tierras de labor	4449,340642	2000
22117	Graus	Tierras de labor	4505,662927	2006
22117	Graus	Zonas agrícolas heterogéneas	3051,990644	2000
22117	Graus	Zonas agrícolas heterogéneas	3059,430483	2006
22117	Graus	Zonas de extracción minera, vertederos y de construcción	8,976381	2000
22117	Graus	Zonas de extracción minera, vertederos y de construcción	0	2006
22117	Graus	Zonas húmedas continentales	0	2000
22117	Graus	Zonas húmedas continentales	0	2006
22117	Graus	Zonas industriales, comerciales y de transportes	0	2000
22117	Graus	Zonas industriales, comerciales y de transportes	0	2006
22117	Graus	Zonas Urbanas	112,715941	2000
22117	Graus	Zonas Urbanas	42,894514	2006
22117	Graus	Zonas verdes artificiales, no agrícolas	0	2000
22117	Graus	Zonas verdes artificiales, no agrícolas	0	2006
22119	Gurrea de Gállego	Aguas continentales	280,088928	2000
22119	Gurrea de Gállego	Aguas continentales	280,113422	2006
22119	Gurrea de Gállego	Bosques	1696,856061	2000
22119	Gurrea de Gállego	Bosques	1697,479499	2006
22119	Gurrea de Gállego	Cultivos permanentes	0	2000
22119	Gurrea de Gállego	Cultivos permanentes	276,745675	2006
22119	Gurrea de Gállego	Espacios abiertos con poca o sin vegetación	0	2000
22119	Gurrea de Gállego	Espacios abiertos con poca o sin vegetación	0	2006
22119	Gurrea de Gállego	Espacios de vegetación arbustiva y/o herbácea	654,635973	2000
22119	Gurrea de Gállego	Espacios de vegetación arbustiva y/o herbácea	635,424827	2006
22119	Gurrea de Gállego	Prados y praderas	0	2000
22119	Gurrea de Gállego	Prados y praderas	0	2006
22119	Gurrea de Gállego	Tierras de labor	15515,394805	2000
22119	Gurrea de Gállego	Tierras de labor	15370,270412	2006
22119	Gurrea de Gállego	Zonas agrícolas heterogéneas	820,582588	2000
22119	Gurrea de Gállego	Zonas agrícolas heterogéneas	807,157436	2006
22119	Gurrea de Gállego	Zonas de extracción minera, vertederos y de construcción	28,65787	2000
22119	Gurrea de Gállego	Zonas de extracción minera, vertederos y de construcción	55,39269	2006
22119	Gurrea de Gállego	Zonas húmedas continentales	0	2000
22119	Gurrea de Gállego	Zonas húmedas continentales	0	2006
22119	Gurrea de Gállego	Zonas industriales, comerciales y de transportes	129,929321	2000
22119	Gurrea de Gállego	Zonas industriales, comerciales y de transportes	39,474001	2006
22119	Gurrea de Gállego	Zonas Urbanas	72,014871	2000
22119	Gurrea de Gállego	Zonas Urbanas	37,400198	2006
22119	Gurrea de Gállego	Zonas verdes artificiales, no agrícolas	0	2000
22119	Gurrea de Gállego	Zonas verdes artificiales, no agrícolas	0	2006
22122	Hoz de Jaca	Aguas continentales	42,726853	2000
22122	Hoz de Jaca	Aguas continentales	44,123326	2006
22122	Hoz de Jaca	Bosques	606,409048	2000
22122	Hoz de Jaca	Bosques	606,344987	2006
22122	Hoz de Jaca	Cultivos permanentes	0	2000
22122	Hoz de Jaca	Cultivos permanentes	0	2006
22122	Hoz de Jaca	Espacios abiertos con poca o sin vegetación	301,476665	2000
22122	Hoz de Jaca	Espacios abiertos con poca o sin vegetación	303,490684	2006
22122	Hoz de Jaca	Espacios de vegetación arbustiva y/o herbácea	116,355483	2000
22122	Hoz de Jaca	Espacios de vegetación arbustiva y/o herbácea	115,942019	2006
22122	Hoz de Jaca	Prados y praderas	170,590324	2000
22122	Hoz de Jaca	Prados y praderas	175,870796	2006
22122	Hoz de Jaca	Tierras de labor	0	2000
22122	Hoz de Jaca	Tierras de labor	0	2006
22122	Hoz de Jaca	Zonas agrícolas heterogéneas	0	2000
22122	Hoz de Jaca	Zonas agrícolas heterogéneas	0	2006
22122	Hoz de Jaca	Zonas de extracción minera, vertederos y de construcción	0	2000
22122	Hoz de Jaca	Zonas de extracción minera, vertederos y de construcción	0	2006
22122	Hoz de Jaca	Zonas húmedas continentales	0	2000
22122	Hoz de Jaca	Zonas húmedas continentales	0	2006
22122	Hoz de Jaca	Zonas industriales, comerciales y de transportes	0,139789	2000
22122	Hoz de Jaca	Zonas industriales, comerciales y de transportes	0	2006
22122	Hoz de Jaca	Zonas Urbanas	5,281785	2000
22122	Hoz de Jaca	Zonas Urbanas	0	2006
22122	Hoz de Jaca	Zonas verdes artificiales, no agrícolas	0	2000
22122	Hoz de Jaca	Zonas verdes artificiales, no agrícolas	0	2006
22124	Huerto	Aguas continentales	28,590353	2000
22124	Huerto	Aguas continentales	29,635107	2006
22124	Huerto	Bosques	150,654746	2000
22124	Huerto	Bosques	146,731979	2006
22124	Huerto	Cultivos permanentes	0	2000
22124	Huerto	Cultivos permanentes	0	2006
22124	Huerto	Espacios abiertos con poca o sin vegetación	0	2000
22124	Huerto	Espacios abiertos con poca o sin vegetación	0	2006
22124	Huerto	Espacios de vegetación arbustiva y/o herbácea	1052,524197	2000
22124	Huerto	Espacios de vegetación arbustiva y/o herbácea	1040,922277	2006
22124	Huerto	Prados y praderas	0	2000
22124	Huerto	Prados y praderas	0	2006
22124	Huerto	Tierras de labor	7114,256853	2000
22124	Huerto	Tierras de labor	6988,500112	2006
22124	Huerto	Zonas agrícolas heterogéneas	285,719512	2000
22124	Huerto	Zonas agrícolas heterogéneas	441,379663	2006
22124	Huerto	Zonas de extracción minera, vertederos y de construcción	0	2000
22124	Huerto	Zonas de extracción minera, vertederos y de construcción	29,25639	2006
22124	Huerto	Zonas húmedas continentales	0	2000
22124	Huerto	Zonas húmedas continentales	0	2006
22124	Huerto	Zonas industriales, comerciales y de transportes	0	2000
22124	Huerto	Zonas industriales, comerciales y de transportes	0	2006
22124	Huerto	Zonas Urbanas	31,779035	2000
22124	Huerto	Zonas Urbanas	0	2006
22124	Huerto	Zonas verdes artificiales, no agrícolas	0	2000
22124	Huerto	Zonas verdes artificiales, no agrícolas	0	2006
22125	Huesca	Aguas continentales	58,597196	2000
22125	Huesca	Aguas continentales	41,888811	2006
22125	Huesca	Bosques	532,105394	2000
22125	Huesca	Bosques	532,90196	2006
22125	Huesca	Cultivos permanentes	0	2000
22125	Huesca	Cultivos permanentes	0	2006
22125	Huesca	Espacios abiertos con poca o sin vegetación	0	2000
22125	Huesca	Espacios abiertos con poca o sin vegetación	0	2006
22125	Huesca	Espacios de vegetación arbustiva y/o herbácea	1779,243527	2000
22125	Huesca	Espacios de vegetación arbustiva y/o herbácea	1752,559551	2006
22125	Huesca	Prados y praderas	0	2000
22125	Huesca	Prados y praderas	0	2006
22125	Huesca	Tierras de labor	12357,079556	2000
22125	Huesca	Tierras de labor	11213,437463	2006
22125	Huesca	Zonas agrícolas heterogéneas	462,667974	2000
22125	Huesca	Zonas agrícolas heterogéneas	1826,516686	2006
22125	Huesca	Zonas de extracción minera, vertederos y de construcción	0	2000
22125	Huesca	Zonas de extracción minera, vertederos y de construcción	129,334604	2006
22125	Huesca	Zonas húmedas continentales	23,335234	2000
22125	Huesca	Zonas húmedas continentales	0	2006
22125	Huesca	Zonas industriales, comerciales y de transportes	468,735391	2000
22125	Huesca	Zonas industriales, comerciales y de transportes	269,20179	2006
22125	Huesca	Zonas Urbanas	371,719806	2000
22125	Huesca	Zonas Urbanas	343,513018	2006
22125	Huesca	Zonas verdes artificiales, no agrícolas	49,204922	2000
22125	Huesca	Zonas verdes artificiales, no agrícolas	0	2006
22126	Ibieca	Aguas continentales	0	2000
22126	Ibieca	Aguas continentales	0	2006
22126	Ibieca	Bosques	218,579858	2000
22126	Ibieca	Bosques	219,599556	2006
22126	Ibieca	Cultivos permanentes	0	2000
22126	Ibieca	Cultivos permanentes	0	2006
22126	Ibieca	Espacios abiertos con poca o sin vegetación	0	2000
22126	Ibieca	Espacios abiertos con poca o sin vegetación	0	2006
22126	Ibieca	Espacios de vegetación arbustiva y/o herbácea	203,631009	2000
22126	Ibieca	Espacios de vegetación arbustiva y/o herbácea	202,937474	2006
22126	Ibieca	Prados y praderas	0	2000
22126	Ibieca	Prados y praderas	0	2006
22126	Ibieca	Tierras de labor	791,999873	2000
22126	Ibieca	Tierras de labor	790,573116	2006
22126	Ibieca	Zonas agrícolas heterogéneas	273,814485	2000
22126	Ibieca	Zonas agrícolas heterogéneas	281,442365	2006
22126	Ibieca	Zonas de extracción minera, vertederos y de construcción	0	2000
22126	Ibieca	Zonas de extracción minera, vertederos y de construcción	0	2006
22126	Ibieca	Zonas húmedas continentales	0	2000
22126	Ibieca	Zonas húmedas continentales	0	2006
22126	Ibieca	Zonas industriales, comerciales y de transportes	0	2000
22126	Ibieca	Zonas industriales, comerciales y de transportes	0	2006
22126	Ibieca	Zonas Urbanas	8,619612	2000
22126	Ibieca	Zonas Urbanas	0	2006
22126	Ibieca	Zonas verdes artificiales, no agrícolas	0	2000
22126	Ibieca	Zonas verdes artificiales, no agrícolas	0	2006
22127	Igriés	Aguas continentales	0	2000
22127	Igriés	Aguas continentales	0	2006
22127	Igriés	Bosques	92,655974	2000
22127	Igriés	Bosques	94,745081	2006
22127	Igriés	Cultivos permanentes	0	2000
22127	Igriés	Cultivos permanentes	0	2006
22127	Igriés	Espacios abiertos con poca o sin vegetación	0	2000
22127	Igriés	Espacios abiertos con poca o sin vegetación	0	2006
22127	Igriés	Espacios de vegetación arbustiva y/o herbácea	240,437595	2000
22127	Igriés	Espacios de vegetación arbustiva y/o herbácea	240,137727	2006
22127	Igriés	Prados y praderas	0	2000
22127	Igriés	Prados y praderas	0	2006
22127	Igriés	Tierras de labor	1413,476525	2000
22127	Igriés	Tierras de labor	1513,895027	2006
22127	Igriés	Zonas agrícolas heterogéneas	68,977324	2000
22127	Igriés	Zonas agrícolas heterogéneas	68,561359	2006
22127	Igriés	Zonas de extracción minera, vertederos y de construcción	0	2000
22127	Igriés	Zonas de extracción minera, vertederos y de construcción	0	2006
22127	Igriés	Zonas húmedas continentales	0	2000
22127	Igriés	Zonas húmedas continentales	0	2006
22127	Igriés	Zonas industriales, comerciales y de transportes	92,433529	2000
22127	Igriés	Zonas industriales, comerciales y de transportes	0	2006
22127	Igriés	Zonas Urbanas	8,200102	2000
22127	Igriés	Zonas Urbanas	0	2006
22127	Igriés	Zonas verdes artificiales, no agrícolas	0	2000
22127	Igriés	Zonas verdes artificiales, no agrícolas	0	2006
22128	Ilche	Aguas continentales	0	2000
22128	Ilche	Aguas continentales	0	2006
22128	Ilche	Bosques	146,627126	2000
22128	Ilche	Bosques	146,437025	2006
22128	Ilche	Cultivos permanentes	0	2000
22128	Ilche	Cultivos permanentes	94,738599	2006
22128	Ilche	Espacios abiertos con poca o sin vegetación	0	2000
22128	Ilche	Espacios abiertos con poca o sin vegetación	0	2006
22128	Ilche	Espacios de vegetación arbustiva y/o herbácea	662,462655	2000
22128	Ilche	Espacios de vegetación arbustiva y/o herbácea	664,175582	2006
22128	Ilche	Prados y praderas	0	2000
22128	Ilche	Prados y praderas	0	2006
22128	Ilche	Tierras de labor	5398,68891	2000
22128	Ilche	Tierras de labor	2573,456753	2006
22128	Ilche	Zonas agrícolas heterogéneas	141,775016	2000
22128	Ilche	Zonas agrícolas heterogéneas	2898,517524	2006
22128	Ilche	Zonas de extracción minera, vertederos y de construcción	0	2000
22128	Ilche	Zonas de extracción minera, vertederos y de construcción	0	2006
22128	Ilche	Zonas húmedas continentales	0	2000
22128	Ilche	Zonas húmedas continentales	0	2006
22128	Ilche	Zonas industriales, comerciales y de transportes	1,372766	2000
22128	Ilche	Zonas industriales, comerciales y de transportes	0	2006
22128	Ilche	Zonas Urbanas	24,527124	2000
22128	Ilche	Zonas Urbanas	0	2006
22128	Ilche	Zonas verdes artificiales, no agrícolas	0	2000
22128	Ilche	Zonas verdes artificiales, no agrícolas	0	2006
22129	Isábena	Aguas continentales	0	2000
22129	Isábena	Aguas continentales	0	2006
22129	Isábena	Bosques	3598,097411	2000
22129	Isábena	Bosques	3571,481047	2006
22129	Isábena	Cultivos permanentes	0	2000
22129	Isábena	Cultivos permanentes	0	2006
22129	Isábena	Espacios abiertos con poca o sin vegetación	751,440619	2000
22129	Isábena	Espacios abiertos con poca o sin vegetación	751,610467	2006
22129	Isábena	Espacios de vegetación arbustiva y/o herbácea	5752,866435	2000
22129	Isábena	Espacios de vegetación arbustiva y/o herbácea	5795,069275	2006
22129	Isábena	Prados y praderas	0,005689	2000
22129	Isábena	Prados y praderas	0,005191	2006
22129	Isábena	Tierras de labor	1231,715738	2000
22129	Isábena	Tierras de labor	1241,22945	2006
22129	Isábena	Zonas agrícolas heterogéneas	499,724139	2000
22129	Isábena	Zonas agrícolas heterogéneas	508,935056	2006
22129	Isábena	Zonas de extracción minera, vertederos y de construcción	0	2000
22129	Isábena	Zonas de extracción minera, vertederos y de construcción	0	2006
22129	Isábena	Zonas húmedas continentales	0	2000
22129	Isábena	Zonas húmedas continentales	0	2006
22129	Isábena	Zonas industriales, comerciales y de transportes	0	2000
22129	Isábena	Zonas industriales, comerciales y de transportes	0	2006
22129	Isábena	Zonas Urbanas	23,664572	2000
22129	Isábena	Zonas Urbanas	0	2006
22129	Isábena	Zonas verdes artificiales, no agrícolas	0	2000
22129	Isábena	Zonas verdes artificiales, no agrícolas	0	2006
22130	Jaca	Aguas continentales	0	2000
22130	Jaca	Aguas continentales	0	2006
22130	Jaca	Bosques	16208,974662	2000
22130	Jaca	Bosques	16160,014336	2006
22130	Jaca	Cultivos permanentes	0	2000
22130	Jaca	Cultivos permanentes	0	2006
22130	Jaca	Espacios abiertos con poca o sin vegetación	1641,459881	2000
22130	Jaca	Espacios abiertos con poca o sin vegetación	1445,735475	2006
22130	Jaca	Espacios de vegetación arbustiva y/o herbácea	11512,02536	2000
22130	Jaca	Espacios de vegetación arbustiva y/o herbácea	11196,731525	2006
22130	Jaca	Prados y praderas	85,289166	2000
22130	Jaca	Prados y praderas	88,946316	2006
22130	Jaca	Tierras de labor	9838,009213	2000
22130	Jaca	Tierras de labor	9786,939434	2006
22130	Jaca	Zonas agrícolas heterogéneas	1550,788253	2000
22130	Jaca	Zonas agrícolas heterogéneas	1547,48413	2006
22130	Jaca	Zonas de extracción minera, vertederos y de construcción	97,453883	2000
22130	Jaca	Zonas de extracción minera, vertederos y de construcción	0	2006
22130	Jaca	Zonas húmedas continentales	0	2000
22130	Jaca	Zonas húmedas continentales	0	2006
22130	Jaca	Zonas industriales, comerciales y de transportes	7,525915	2000
22130	Jaca	Zonas industriales, comerciales y de transportes	55,302816	2006
22130	Jaca	Zonas Urbanas	289,952432	2000
22130	Jaca	Zonas Urbanas	320,65868	2006
22130	Jaca	Zonas verdes artificiales, no agrícolas	0	2000
22130	Jaca	Zonas verdes artificiales, no agrícolas	40,15677	2006
22131	Jasa	Aguas continentales	0	2000
22131	Jasa	Aguas continentales	0	2006
22131	Jasa	Bosques	637,036424	2000
22131	Jasa	Bosques	638,410887	2006
22131	Jasa	Cultivos permanentes	0	2000
22131	Jasa	Cultivos permanentes	0	2006
22131	Jasa	Espacios abiertos con poca o sin vegetación	0	2000
22131	Jasa	Espacios abiertos con poca o sin vegetación	0	2006
22131	Jasa	Espacios de vegetación arbustiva y/o herbácea	169,476921	2000
22131	Jasa	Espacios de vegetación arbustiva y/o herbácea	167,923334	2006
22131	Jasa	Prados y praderas	79,195561	2000
22131	Jasa	Prados y praderas	84,232822	2006
22131	Jasa	Tierras de labor	0	2000
22131	Jasa	Tierras de labor	0	2006
22131	Jasa	Zonas agrícolas heterogéneas	0	2000
22131	Jasa	Zonas agrícolas heterogéneas	0	2006
22131	Jasa	Zonas de extracción minera, vertederos y de construcción	0	2000
22131	Jasa	Zonas de extracción minera, vertederos y de construcción	0	2006
22131	Jasa	Zonas húmedas continentales	0	2000
22131	Jasa	Zonas húmedas continentales	0	2006
22131	Jasa	Zonas industriales, comerciales y de transportes	0	2000
22131	Jasa	Zonas industriales, comerciales y de transportes	0	2006
22131	Jasa	Zonas Urbanas	5,035587	2000
22131	Jasa	Zonas Urbanas	0	2006
22131	Jasa	Zonas verdes artificiales, no agrícolas	0	2000
22131	Jasa	Zonas verdes artificiales, no agrícolas	0	2006
22133	Labuerda	Aguas continentales	0	2000
22133	Labuerda	Aguas continentales	0	2006
22133	Labuerda	Bosques	999,888999	2000
22133	Labuerda	Bosques	998,62826	2006
22133	Labuerda	Cultivos permanentes	0	2000
22133	Labuerda	Cultivos permanentes	0	2006
22133	Labuerda	Espacios abiertos con poca o sin vegetación	276,687893	2000
22133	Labuerda	Espacios abiertos con poca o sin vegetación	277,008638	2006
22133	Labuerda	Espacios de vegetación arbustiva y/o herbácea	216,757461	2000
22133	Labuerda	Espacios de vegetación arbustiva y/o herbácea	220,867461	2006
22133	Labuerda	Prados y praderas	0	2000
22133	Labuerda	Prados y praderas	0	2006
22133	Labuerda	Tierras de labor	65,027908	2000
22133	Labuerda	Tierras de labor	64,058169	2006
22133	Labuerda	Zonas agrícolas heterogéneas	219,707821	2000
22133	Labuerda	Zonas agrícolas heterogéneas	225,547192	2006
22133	Labuerda	Zonas de extracción minera, vertederos y de construcción	0	2000
22133	Labuerda	Zonas de extracción minera, vertederos y de construcción	0	2006
22133	Labuerda	Zonas húmedas continentales	0	2000
22133	Labuerda	Zonas húmedas continentales	0	2006
22133	Labuerda	Zonas industriales, comerciales y de transportes	0	2000
22133	Labuerda	Zonas industriales, comerciales y de transportes	0	2006
22133	Labuerda	Zonas Urbanas	5,843917	2000
22133	Labuerda	Zonas Urbanas	0	2006
22133	Labuerda	Zonas verdes artificiales, no agrícolas	0	2000
22133	Labuerda	Zonas verdes artificiales, no agrícolas	0	2006
22135	Laluenga	Aguas continentales	0	2000
22135	Laluenga	Aguas continentales	0	2006
22135	Laluenga	Bosques	0,528408	2000
22135	Laluenga	Bosques	0,475887	2006
22135	Laluenga	Cultivos permanentes	0	2000
22135	Laluenga	Cultivos permanentes	0	2006
22135	Laluenga	Espacios abiertos con poca o sin vegetación	0	2000
22135	Laluenga	Espacios abiertos con poca o sin vegetación	0	2006
22135	Laluenga	Espacios de vegetación arbustiva y/o herbácea	472,403096	2000
22135	Laluenga	Espacios de vegetación arbustiva y/o herbácea	471,654417	2006
22135	Laluenga	Prados y praderas	0	2000
22135	Laluenga	Prados y praderas	0	2006
22135	Laluenga	Tierras de labor	2810,495962	2000
22135	Laluenga	Tierras de labor	2823,503827	2006
22135	Laluenga	Zonas agrícolas heterogéneas	345,401306	2000
22135	Laluenga	Zonas agrícolas heterogéneas	354,204099	2006
22135	Laluenga	Zonas de extracción minera, vertederos y de construcción	0	2000
22135	Laluenga	Zonas de extracción minera, vertederos y de construcción	0	2006
22135	Laluenga	Zonas húmedas continentales	0	2000
22135	Laluenga	Zonas húmedas continentales	0	2006
22135	Laluenga	Zonas industriales, comerciales y de transportes	0	2000
22135	Laluenga	Zonas industriales, comerciales y de transportes	0	2006
22135	Laluenga	Zonas Urbanas	20,894923	2000
22135	Laluenga	Zonas Urbanas	0	2006
22135	Laluenga	Zonas verdes artificiales, no agrícolas	0	2000
22135	Laluenga	Zonas verdes artificiales, no agrícolas	0	2006
22136	Lalueza	Aguas continentales	13,643612	2000
22136	Lalueza	Aguas continentales	12,598831	2006
22136	Lalueza	Bosques	50,961952	2000
22136	Lalueza	Bosques	50,961862	2006
22136	Lalueza	Cultivos permanentes	0	2000
22136	Lalueza	Cultivos permanentes	0	2006
22136	Lalueza	Espacios abiertos con poca o sin vegetación	0	2000
22136	Lalueza	Espacios abiertos con poca o sin vegetación	0	2006
22136	Lalueza	Espacios de vegetación arbustiva y/o herbácea	435,842219	2000
22136	Lalueza	Espacios de vegetación arbustiva y/o herbácea	434,837373	2006
22136	Lalueza	Prados y praderas	0	2000
22136	Lalueza	Prados y praderas	0	2006
22136	Lalueza	Tierras de labor	8228,822935	2000
22136	Lalueza	Tierras de labor	8227,124983	2006
22136	Lalueza	Zonas agrícolas heterogéneas	2,069444	2000
22136	Lalueza	Zonas agrícolas heterogéneas	13,907042	2006
22136	Lalueza	Zonas de extracción minera, vertederos y de construcción	0	2000
22136	Lalueza	Zonas de extracción minera, vertederos y de construcción	0	2006
22136	Lalueza	Zonas húmedas continentales	0	2000
22136	Lalueza	Zonas húmedas continentales	0	2006
22136	Lalueza	Zonas industriales, comerciales y de transportes	0	2000
22136	Lalueza	Zonas industriales, comerciales y de transportes	0	2006
22136	Lalueza	Zonas Urbanas	94,308385	2000
22136	Lalueza	Zonas Urbanas	84,079298	2006
22136	Lalueza	Zonas verdes artificiales, no agrícolas	0	2000
22136	Lalueza	Zonas verdes artificiales, no agrícolas	0	2006
22137	Lanaja	Aguas continentales	0	2000
22137	Lanaja	Aguas continentales	0	2006
22137	Lanaja	Bosques	2821,028783	2000
22137	Lanaja	Bosques	2822,733514	2006
22137	Lanaja	Cultivos permanentes	59,631119	2000
22137	Lanaja	Cultivos permanentes	59,629765	2006
22137	Lanaja	Espacios abiertos con poca o sin vegetación	1,934853	2000
22137	Lanaja	Espacios abiertos con poca o sin vegetación	1,942049	2006
22137	Lanaja	Espacios de vegetación arbustiva y/o herbácea	2463,289076	2000
22137	Lanaja	Espacios de vegetación arbustiva y/o herbácea	2463,175779	2006
22137	Lanaja	Prados y praderas	0	2000
22137	Lanaja	Prados y praderas	0	2006
22137	Lanaja	Tierras de labor	12291,496923	2000
22137	Lanaja	Tierras de labor	11192,203296	2006
22137	Lanaja	Zonas agrícolas heterogéneas	672,007573	2000
22137	Lanaja	Zonas agrícolas heterogéneas	1785,219253	2006
22137	Lanaja	Zonas de extracción minera, vertederos y de construcción	0	2000
22137	Lanaja	Zonas de extracción minera, vertederos y de construcción	0	2006
22137	Lanaja	Zonas húmedas continentales	0	2000
22137	Lanaja	Zonas húmedas continentales	0	2006
22137	Lanaja	Zonas industriales, comerciales y de transportes	0	2000
22137	Lanaja	Zonas industriales, comerciales y de transportes	0	2006
22137	Lanaja	Zonas Urbanas	68,235263	2000
22137	Lanaja	Zonas Urbanas	51,980202	2006
22137	Lanaja	Zonas verdes artificiales, no agrícolas	0	2000
22137	Lanaja	Zonas verdes artificiales, no agrícolas	0	2006
22139	Laperdiguera	Aguas continentales	0	2000
22139	Laperdiguera	Aguas continentales	0	2006
22139	Laperdiguera	Bosques	0	2000
22139	Laperdiguera	Bosques	0	2006
22139	Laperdiguera	Cultivos permanentes	0	2000
22139	Laperdiguera	Cultivos permanentes	0	2006
22139	Laperdiguera	Espacios abiertos con poca o sin vegetación	0	2000
22139	Laperdiguera	Espacios abiertos con poca o sin vegetación	0	2006
22139	Laperdiguera	Espacios de vegetación arbustiva y/o herbácea	28,021107	2000
22139	Laperdiguera	Espacios de vegetación arbustiva y/o herbácea	27,947618	2006
22139	Laperdiguera	Prados y praderas	0	2000
22139	Laperdiguera	Prados y praderas	0	2006
22139	Laperdiguera	Tierras de labor	954,605886	2000
22139	Laperdiguera	Tierras de labor	956,780308	2006
22139	Laperdiguera	Zonas agrícolas heterogéneas	139,349493	2000
22139	Laperdiguera	Zonas agrícolas heterogéneas	147,533367	2006
22139	Laperdiguera	Zonas de extracción minera, vertederos y de construcción	0	2000
22139	Laperdiguera	Zonas de extracción minera, vertederos y de construcción	0	2006
22139	Laperdiguera	Zonas húmedas continentales	0	2000
22139	Laperdiguera	Zonas húmedas continentales	0	2006
22139	Laperdiguera	Zonas industriales, comerciales y de transportes	0	2000
22139	Laperdiguera	Zonas industriales, comerciales y de transportes	0	2006
22139	Laperdiguera	Zonas Urbanas	6,516326	2000
22139	Laperdiguera	Zonas Urbanas	0	2006
22139	Laperdiguera	Zonas verdes artificiales, no agrícolas	0	2000
22139	Laperdiguera	Zonas verdes artificiales, no agrícolas	0	2006
22141	Lascellas-Ponzano	Aguas continentales	0	2000
22141	Lascellas-Ponzano	Aguas continentales	0	2006
22141	Lascellas-Ponzano	Bosques	181,71449	2000
22141	Lascellas-Ponzano	Bosques	181,062602	2006
22141	Lascellas-Ponzano	Cultivos permanentes	0	2000
22141	Lascellas-Ponzano	Cultivos permanentes	59,584152	2006
22141	Lascellas-Ponzano	Espacios abiertos con poca o sin vegetación	0	2000
22141	Lascellas-Ponzano	Espacios abiertos con poca o sin vegetación	0	2006
22141	Lascellas-Ponzano	Espacios de vegetación arbustiva y/o herbácea	264,757407	2000
22141	Lascellas-Ponzano	Espacios de vegetación arbustiva y/o herbácea	253,144346	2006
