Año	Residencia provincia código	Residencia provincia nombre	Edad (grupos quinquenales)	Sexo	Personas
2007	22	Huesca	20 a 24	Mujeres	5882
2007	22	Huesca	25 a 29	Mujeres	7547
2007	22	Huesca	30 a 34	Mujeres	7993
2007	22	Huesca	35 a 39	Mujeres	7895
2007	22	Huesca	40 a 44	Mujeres	8123
2007	22	Huesca	45 a 49	Mujeres	7688
2007	22	Huesca	50 a 54	Mujeres	6638
2007	22	Huesca	55 a 59	Mujeres	5829
2007	22	Huesca	60 a 64	Mujeres	5685
2007	22	Huesca	65 a 69	Mujeres	4676
2007	22	Huesca	70 a 74	Mujeres	6249
2007	22	Huesca	75 a 79	Mujeres	6103
2007	22	Huesca	80 a 84	Mujeres	5027
2007	22	Huesca	85 a 89	Mujeres	2955
2007	22	Huesca	90 a 94	Mujeres	1335
2007	22	Huesca	95 y más	Mujeres	363
2007	44	Teruel	00 a 04	Mujeres	2637
2007	44	Teruel	05 a 09	Mujeres	2784
2007	44	Teruel	10 a 14	Mujeres	3103
2007	44	Teruel	15 a 19	Mujeres	3471
2007	44	Teruel	20 a 24	Mujeres	3912
2007	44	Teruel	25 a 29	Mujeres	4454
2007	44	Teruel	30 a 34	Mujeres	4568
2007	44	Teruel	35 a 39	Mujeres	4895
2007	44	Teruel	40 a 44	Mujeres	5087
2007	44	Teruel	45 a 49	Mujeres	4773
2007	44	Teruel	50 a 54	Mujeres	3933
2007	44	Teruel	55 a 59	Mujeres	3522
2007	44	Teruel	60 a 64	Mujeres	3437
2007	44	Teruel	65 a 69	Mujeres	3242
2007	44	Teruel	70 a 74	Mujeres	4644
2007	44	Teruel	75 a 79	Mujeres	4477
2007	44	Teruel	80 a 84	Mujeres	3592
2007	44	Teruel	85 a 89	Mujeres	2058
2007	44	Teruel	90 a 94	Mujeres	904
2007	44	Teruel	95 y más	Mujeres	291
2007	50	Zaragoza	00 a 04	Mujeres	20693
2007	50	Zaragoza	05 a 09	Mujeres	19211
2007	50	Zaragoza	10 a 14	Mujeres	19538
2007	50	Zaragoza	15 a 19	Mujeres	21043
2007	50	Zaragoza	20 a 24	Mujeres	26513
2007	50	Zaragoza	25 a 29	Mujeres	35244
2007	50	Zaragoza	30 a 34	Mujeres	38149
2007	50	Zaragoza	35 a 39	Mujeres	36427
2007	50	Zaragoza	40 a 44	Mujeres	35328
2007	50	Zaragoza	45 a 49	Mujeres	33856
2007	50	Zaragoza	50 a 54	Mujeres	29708
2007	50	Zaragoza	55 a 59	Mujeres	27919
2007	50	Zaragoza	60 a 64	Mujeres	25756
2007	50	Zaragoza	65 a 69	Mujeres	20589
2007	50	Zaragoza	70 a 74	Mujeres	25168
2007	50	Zaragoza	75 a 79	Mujeres	22675
2007	50	Zaragoza	80 a 84	Mujeres	18101
2007	50	Zaragoza	85 a 89	Mujeres	10437
2007	50	Zaragoza	90 a 94	Mujeres	4180
2007	50	Zaragoza	95 y más	Mujeres	1211
2008	22	Huesca	00 a 04	Mujeres	4621
2008	22	Huesca	05 a 09	Mujeres	4674
2008	22	Huesca	10 a 14	Mujeres	4572
2008	22	Huesca	15 a 19	Mujeres	4854
2008	22	Huesca	20 a 24	Mujeres	5933
2008	22	Huesca	25 a 29	Mujeres	7623
2008	22	Huesca	30 a 34	Mujeres	8307
2008	22	Huesca	35 a 39	Mujeres	8083
2008	22	Huesca	40 a 44	Mujeres	8297
2008	22	Huesca	45 a 49	Mujeres	7879
2008	22	Huesca	50 a 54	Mujeres	6939
2008	22	Huesca	55 a 59	Mujeres	6068
2008	22	Huesca	60 a 64	Mujeres	5796
2008	22	Huesca	65 a 69	Mujeres	4580
2008	22	Huesca	70 a 74	Mujeres	5997
2008	22	Huesca	75 a 79	Mujeres	6167
2008	22	Huesca	80 a 84	Mujeres	5041
2008	22	Huesca	85 a 89	Mujeres	3164
2008	22	Huesca	90 a 94	Mujeres	1340
2008	22	Huesca	95 y más	Mujeres	397
2008	44	Teruel	00 a 04	Mujeres	2854
2008	44	Teruel	05 a 09	Mujeres	2808
2008	44	Teruel	10 a 14	Mujeres	3108
2008	44	Teruel	15 a 19	Mujeres	3472
2008	44	Teruel	20 a 24	Mujeres	4002
2008	44	Teruel	25 a 29	Mujeres	4478
2008	44	Teruel	30 a 34	Mujeres	4727
2008	44	Teruel	35 a 39	Mujeres	4825
2008	44	Teruel	40 a 44	Mujeres	5208
2008	44	Teruel	45 a 49	Mujeres	4920
2008	44	Teruel	50 a 54	Mujeres	4071
2008	44	Teruel	55 a 59	Mujeres	3586
2008	44	Teruel	60 a 64	Mujeres	3486
2008	44	Teruel	65 a 69	Mujeres	3045
2008	44	Teruel	70 a 74	Mujeres	4440
2008	44	Teruel	75 a 79	Mujeres	4549
2008	44	Teruel	80 a 84	Mujeres	3581
2008	44	Teruel	85 a 89	Mujeres	2223
2008	44	Teruel	90 a 94	Mujeres	867
2008	44	Teruel	95 y más	Mujeres	297
2008	50	Zaragoza	00 a 04	Mujeres	21826
2008	50	Zaragoza	05 a 09	Mujeres	19974
2008	50	Zaragoza	10 a 14	Mujeres	19729
2008	50	Zaragoza	15 a 19	Mujeres	21561
2008	50	Zaragoza	20 a 24	Mujeres	26865
2008	50	Zaragoza	25 a 29	Mujeres	35109
2008	50	Zaragoza	30 a 34	Mujeres	39304
2008	50	Zaragoza	35 a 39	Mujeres	37778
2008	50	Zaragoza	40 a 44	Mujeres	36389
2008	50	Zaragoza	45 a 49	Mujeres	34517
2008	50	Zaragoza	50 a 54	Mujeres	30639
2008	50	Zaragoza	55 a 59	Mujeres	28482
2008	50	Zaragoza	60 a 64	Mujeres	26521
2008	50	Zaragoza	65 a 69	Mujeres	20932
2008	50	Zaragoza	70 a 74	Mujeres	23993
2008	50	Zaragoza	75 a 79	Mujeres	23196
2008	50	Zaragoza	80 a 84	Mujeres	18177
2008	50	Zaragoza	85 a 89	Mujeres	11216
2008	50	Zaragoza	90 a 94	Mujeres	4177
2008	50	Zaragoza	95 y más	Mujeres	1251
2009	22	Huesca	00 a 04	Mujeres	4970
2009	22	Huesca	05 a 09	Mujeres	4800
2009	22	Huesca	10 a 14	Mujeres	4666
2009	22	Huesca	15 a 19	Mujeres	4831
2009	22	Huesca	20 a 24	Mujeres	5938
2009	22	Huesca	25 a 29	Mujeres	7370
2009	22	Huesca	30 a 34	Mujeres	8550
2009	22	Huesca	35 a 39	Mujeres	8218
2009	22	Huesca	40 a 44	Mujeres	8378
2009	22	Huesca	45 a 49	Mujeres	8179
2009	22	Huesca	50 a 54	Mujeres	7122
2009	22	Huesca	55 a 59	Mujeres	6092
2009	22	Huesca	60 a 64	Mujeres	5910
2009	22	Huesca	65 a 69	Mujeres	4841
2009	22	Huesca	70 a 74	Mujeres	5565
2009	22	Huesca	75 a 79	Mujeres	6110
2009	22	Huesca	80 a 84	Mujeres	5177
2009	22	Huesca	85 a 89	Mujeres	3331
2009	22	Huesca	90 a 94	Mujeres	1308
2009	22	Huesca	95 y más	Mujeres	423
2009	44	Teruel	00 a 04	Mujeres	2936
2009	44	Teruel	05 a 09	Mujeres	2933
2009	44	Teruel	10 a 14	Mujeres	3093
2009	44	Teruel	15 a 19	Mujeres	3431
2009	44	Teruel	20 a 24	Mujeres	4031
2009	44	Teruel	25 a 29	Mujeres	4456
2009	44	Teruel	30 a 34	Mujeres	4796
2009	44	Teruel	35 a 39	Mujeres	4787
2009	44	Teruel	40 a 44	Mujeres	5247
2009	44	Teruel	45 a 49	Mujeres	5066
2009	44	Teruel	50 a 54	Mujeres	4211
2009	44	Teruel	55 a 59	Mujeres	3702
2009	44	Teruel	60 a 64	Mujeres	3514
2009	44	Teruel	65 a 69	Mujeres	3126
2009	44	Teruel	70 a 74	Mujeres	3972
2009	44	Teruel	75 a 79	Mujeres	4555
2009	44	Teruel	80 a 84	Mujeres	3626
2009	44	Teruel	85 a 89	Mujeres	2339
2009	44	Teruel	90 a 94	Mujeres	895
2009	44	Teruel	95 y más	Mujeres	302
2009	50	Zaragoza	00 a 04	Mujeres	22908
2009	50	Zaragoza	05 a 09	Mujeres	20945
2009	50	Zaragoza	10 a 14	Mujeres	19813
2009	50	Zaragoza	15 a 19	Mujeres	21330
2009	50	Zaragoza	20 a 24	Mujeres	26941
2009	50	Zaragoza	25 a 29	Mujeres	34121
2009	50	Zaragoza	30 a 34	Mujeres	40042
2009	50	Zaragoza	35 a 39	Mujeres	38612
2009	50	Zaragoza	40 a 44	Mujeres	37261
2009	50	Zaragoza	45 a 49	Mujeres	35126
2009	50	Zaragoza	50 a 54	Mujeres	31723
2009	50	Zaragoza	55 a 59	Mujeres	28405
2009	50	Zaragoza	60 a 64	Mujeres	27298
2009	50	Zaragoza	65 a 69	Mujeres	22369
2009	50	Zaragoza	70 a 74	Mujeres	22405
2009	50	Zaragoza	75 a 79	Mujeres	23519
2009	50	Zaragoza	80 a 84	Mujeres	18454
2009	50	Zaragoza	85 a 89	Mujeres	11820
2009	50	Zaragoza	90 a 94	Mujeres	4441
2009	50	Zaragoza	95 y más	Mujeres	1324
2010	22	Huesca	00 a 04	Mujeres	5032
2010	22	Huesca	05 a 09	Mujeres	4870
2010	22	Huesca	10 a 14	Mujeres	4703
2010	22	Huesca	15 a 19	Mujeres	4808
2010	22	Huesca	20 a 24	Mujeres	5737
2010	22	Huesca	25 a 29	Mujeres	7066
2010	22	Huesca	30 a 34	Mujeres	8497
2010	22	Huesca	35 a 39	Mujeres	8250
2010	22	Huesca	40 a 44	Mujeres	8389
2010	22	Huesca	45 a 49	Mujeres	8259
2010	22	Huesca	50 a 54	Mujeres	7438
2010	22	Huesca	55 a 59	Mujeres	6172
2010	22	Huesca	60 a 64	Mujeres	5973
2010	22	Huesca	65 a 69	Mujeres	5239
2010	22	Huesca	70 a 74	Mujeres	5090
2010	22	Huesca	75 a 79	Mujeres	6016
2010	22	Huesca	80 a 84	Mujeres	5192
2010	22	Huesca	85 a 89	Mujeres	3509
2010	22	Huesca	90 a 94	Mujeres	1332
2010	22	Huesca	95 y más	Mujeres	470
2010	44	Teruel	00 a 04	Mujeres	2972
2010	44	Teruel	05 a 09	Mujeres	2951
2010	44	Teruel	10 a 14	Mujeres	3011
2010	44	Teruel	15 a 19	Mujeres	3441
2010	44	Teruel	20 a 24	Mujeres	3983
2010	44	Teruel	25 a 29	Mujeres	4202
2010	44	Teruel	30 a 34	Mujeres	4724
2010	44	Teruel	35 a 39	Mujeres	4739
2010	44	Teruel	40 a 44	Mujeres	5168
2010	44	Teruel	45 a 49	Mujeres	5202
2010	44	Teruel	50 a 54	Mujeres	4461
2010	44	Teruel	55 a 59	Mujeres	3680
2010	44	Teruel	60 a 64	Mujeres	3512
2010	44	Teruel	65 a 69	Mujeres	3393
2010	44	Teruel	70 a 74	Mujeres	3535
2010	44	Teruel	75 a 79	Mujeres	4419
2010	44	Teruel	80 a 84	Mujeres	3661
2010	44	Teruel	85 a 89	Mujeres	2416
2010	44	Teruel	90 a 94	Mujeres	938
2010	44	Teruel	95 y más	Mujeres	306
2010	50	Zaragoza	00 a 04	Mujeres	23311
2010	50	Zaragoza	05 a 09	Mujeres	21760
2010	50	Zaragoza	10 a 14	Mujeres	19900
2010	50	Zaragoza	15 a 19	Mujeres	21101
2010	50	Zaragoza	20 a 24	Mujeres	26172
2010	50	Zaragoza	25 a 29	Mujeres	32496
2010	50	Zaragoza	30 a 34	Mujeres	39685
2010	50	Zaragoza	35 a 39	Mujeres	39258
2010	50	Zaragoza	40 a 44	Mujeres	37302
2010	50	Zaragoza	45 a 49	Mujeres	35670
2010	50	Zaragoza	50 a 54	Mujeres	32734
2010	50	Zaragoza	55 a 59	Mujeres	28453
2010	50	Zaragoza	60 a 64	Mujeres	27795
2010	50	Zaragoza	65 a 69	Mujeres	23748
2010	50	Zaragoza	70 a 74	Mujeres	20916
2010	50	Zaragoza	75 a 79	Mujeres	23569
2010	50	Zaragoza	80 a 84	Mujeres	18743
2010	50	Zaragoza	85 a 89	Mujeres	12472
2010	50	Zaragoza	90 a 94	Mujeres	4646
2010	50	Zaragoza	95 y más	Mujeres	1431
2011	22	Huesca	00 a 04	Mujeres	5076
2011	22	Huesca	05 a 09	Mujeres	4894
2011	22	Huesca	10 a 14	Mujeres	4784
2011	22	Huesca	15 a 19	Mujeres	4777
2011	22	Huesca	20 a 24	Mujeres	5562
2011	22	Huesca	25 a 29	Mujeres	6728
2011	22	Huesca	30 a 34	Mujeres	8345
2011	22	Huesca	35 a 39	Mujeres	8308
2011	22	Huesca	40 a 44	Mujeres	8381
2011	22	Huesca	45 a 49	Mujeres	8286
2011	22	Huesca	50 a 54	Mujeres	7707
2011	22	Huesca	55 a 59	Mujeres	6484
2011	22	Huesca	60 a 64	Mujeres	5824
2011	22	Huesca	65 a 69	Mujeres	5404
2011	22	Huesca	70 a 74	Mujeres	4892
2011	22	Huesca	75 a 79	Mujeres	5866
2011	22	Huesca	80 a 84	Mujeres	5303
2011	22	Huesca	85 a 89	Mujeres	3575
2011	22	Huesca	90 a 94	Mujeres	1448
2011	22	Huesca	95 y más	Mujeres	493
2011	44	Teruel	00 a 04	Mujeres	3009
2011	44	Teruel	05 a 09	Mujeres	2911
2011	44	Teruel	10 a 14	Mujeres	3051
2011	44	Teruel	15 a 19	Mujeres	3354
2011	44	Teruel	20 a 24	Mujeres	3933
2011	44	Teruel	25 a 29	Mujeres	4064
2011	44	Teruel	30 a 34	Mujeres	4666
2011	44	Teruel	35 a 39	Mujeres	4723
2011	44	Teruel	40 a 44	Mujeres	5151
2011	44	Teruel	45 a 49	Mujeres	5225
2011	44	Teruel	50 a 54	Mujeres	4615
2011	44	Teruel	55 a 59	Mujeres	3795
2011	44	Teruel	60 a 64	Mujeres	3531
2011	44	Teruel	65 a 69	Mujeres	3320
2011	44	Teruel	70 a 74	Mujeres	3341
2011	44	Teruel	75 a 79	Mujeres	4376
2011	44	Teruel	80 a 84	Mujeres	3752
2011	44	Teruel	85 a 89	Mujeres	2437
2011	44	Teruel	90 a 94	Mujeres	1025
2011	44	Teruel	95 y más	Mujeres	320
2011	50	Zaragoza	00 a 04	Mujeres	23534
2011	50	Zaragoza	05 a 09	Mujeres	22270
2011	50	Zaragoza	10 a 14	Mujeres	20021
2011	50	Zaragoza	15 a 19	Mujeres	20943
2011	50	Zaragoza	20 a 24	Mujeres	24940
2011	50	Zaragoza	25 a 29	Mujeres	30870
2011	50	Zaragoza	30 a 34	Mujeres	38839
2011	50	Zaragoza	35 a 39	Mujeres	39764
2011	50	Zaragoza	40 a 44	Mujeres	37741
2011	50	Zaragoza	45 a 49	Mujeres	35843
2011	50	Zaragoza	50 a 54	Mujeres	33692
2011	50	Zaragoza	55 a 59	Mujeres	29120
2011	50	Zaragoza	60 a 64	Mujeres	27640
2011	50	Zaragoza	65 a 69	Mujeres	24256
2011	50	Zaragoza	70 a 74	Mujeres	20759
2011	50	Zaragoza	75 a 79	Mujeres	23375
2011	50	Zaragoza	80 a 84	Mujeres	19303
2011	50	Zaragoza	85 a 89	Mujeres	12713
2011	50	Zaragoza	90 a 94	Mujeres	5143
2011	50	Zaragoza	95 y más	Mujeres	1505
2012	22	Huesca	00 a 04	Mujeres	5077
2012	22	Huesca	05 a 09	Mujeres	4961
2012	22	Huesca	10 a 14	Mujeres	4865
2012	22	Huesca	15 a 19	Mujeres	4762
2012	22	Huesca	20 a 24	Mujeres	5361
2012	22	Huesca	25 a 29	Mujeres	6488
2012	22	Huesca	30 a 34	Mujeres	8071
2012	22	Huesca	35 a 39	Mujeres	8474
2012	22	Huesca	40 a 44	Mujeres	8399
2012	22	Huesca	45 a 49	Mujeres	8329
2012	22	Huesca	50 a 54	Mujeres	7840
2012	22	Huesca	55 a 59	Mujeres	6709
2012	22	Huesca	60 a 64	Mujeres	5857
2012	22	Huesca	65 a 69	Mujeres	5572
2012	22	Huesca	70 a 74	Mujeres	4543
2012	22	Huesca	75 a 79	Mujeres	5797
2012	22	Huesca	80 a 84	Mujeres	5264
2012	22	Huesca	85 a 89	Mujeres	3627
2012	22	Huesca	90 a 94	Mujeres	1600
2012	22	Huesca	95 y más	Mujeres	501
2012	44	Teruel	00 a 04	Mujeres	3068
2012	44	Teruel	05 a 09	Mujeres	2960
2012	44	Teruel	10 a 14	Mujeres	3034
2012	44	Teruel	15 a 19	Mujeres	3281
2012	44	Teruel	20 a 24	Mujeres	3834
2012	44	Teruel	25 a 29	Mujeres	3968
2012	44	Teruel	30 a 34	Mujeres	4589
2012	44	Teruel	35 a 39	Mujeres	4657
2012	44	Teruel	40 a 44	Mujeres	5097
2012	44	Teruel	45 a 49	Mujeres	5173
2012	44	Teruel	50 a 54	Mujeres	4825
2012	44	Teruel	55 a 59	Mujeres	3908
2012	44	Teruel	60 a 64	Mujeres	3519
2012	44	Teruel	65 a 69	Mujeres	3348
2012	44	Teruel	70 a 74	Mujeres	3086
2012	44	Teruel	75 a 79	Mujeres	4281
2012	44	Teruel	80 a 84	Mujeres	3799
2012	44	Teruel	85 a 89	Mujeres	2453
2012	44	Teruel	90 a 94	Mujeres	1046
2012	44	Teruel	95 y más	Mujeres	324
2012	50	Zaragoza	00 a 04	Mujeres	23550
2012	50	Zaragoza	05 a 09	Mujeres	22697
2012	50	Zaragoza	10 a 14	Mujeres	20462
2012	50	Zaragoza	15 a 19	Mujeres	20846
2012	50	Zaragoza	20 a 24	Mujeres	24347
2012	50	Zaragoza	25 a 29	Mujeres	29908
2012	50	Zaragoza	30 a 34	Mujeres	37985
2012	50	Zaragoza	35 a 39	Mujeres	40226
2012	50	Zaragoza	40 a 44	Mujeres	38416
2012	50	Zaragoza	45 a 49	Mujeres	36328
2012	50	Zaragoza	50 a 54	Mujeres	34423
2012	50	Zaragoza	55 a 59	Mujeres	29960
2012	50	Zaragoza	60 a 64	Mujeres	27725
2012	50	Zaragoza	65 a 69	Mujeres	25300
2012	50	Zaragoza	70 a 74	Mujeres	19928
2012	50	Zaragoza	75 a 79	Mujeres	23490
2012	50	Zaragoza	80 a 84	Mujeres	19520
2012	50	Zaragoza	85 a 89	Mujeres	12981
2012	50	Zaragoza	90 a 94	Mujeres	5581
2012	50	Zaragoza	95 y más	Mujeres	1549
2013	22	Huesca	00 a 04	Mujeres	5040
2013	22	Huesca	05 a 09	Mujeres	5059
2013	22	Huesca	10 a 14	Mujeres	4865
2013	22	Huesca	15 a 19	Mujeres	4670
2013	22	Huesca	20 a 24	Mujeres	5205
2013	22	Huesca	25 a 29	Mujeres	6178
2013	22	Huesca	30 a 34	Mujeres	7794
2013	22	Huesca	35 a 39	Mujeres	8452
2013	22	Huesca	40 a 44	Mujeres	8306
2013	22	Huesca	45 a 49	Mujeres	8329
2013	22	Huesca	50 a 54	Mujeres	7929
2013	22	Huesca	55 a 59	Mujeres	6880
2013	22	Huesca	60 a 64	Mujeres	6026
2013	22	Huesca	65 a 69	Mujeres	5618
2013	22	Huesca	70 a 74	Mujeres	4390
2013	22	Huesca	75 a 79	Mujeres	5571
2013	22	Huesca	80 a 84	Mujeres	5330
2013	22	Huesca	85 a 89	Mujeres	3713
2013	22	Huesca	90 a 94	Mujeres	1689
2013	22	Huesca	95 y más	Mujeres	504
2013	44	Teruel	00 a 04	Mujeres	3018
2013	44	Teruel	05 a 09	Mujeres	3039
2013	44	Teruel	10 a 14	Mujeres	2980
2013	44	Teruel	15 a 19	Mujeres	3159
2013	44	Teruel	20 a 24	Mujeres	3690
2013	44	Teruel	25 a 29	Mujeres	3981
2013	44	Teruel	30 a 34	Mujeres	4346
2013	44	Teruel	35 a 39	Mujeres	4694
2013	44	Teruel	40 a 44	Mujeres	4935
2013	44	Teruel	45 a 49	Mujeres	5219
2013	44	Teruel	50 a 54	Mujeres	4882
2013	44	Teruel	55 a 59	Mujeres	4007
2013	44	Teruel	60 a 64	Mujeres	3535
2013	44	Teruel	65 a 69	Mujeres	3420
2013	44	Teruel	70 a 74	Mujeres	2897
2013	44	Teruel	75 a 79	Mujeres	4089
2013	44	Teruel	80 a 84	Mujeres	3818
2013	44	Teruel	85 a 89	Mujeres	2503
2013	44	Teruel	90 a 94	Mujeres	1110
2013	44	Teruel	95 y más	Mujeres	332
2013	50	Zaragoza	00 a 04	Mujeres	22994
2013	50	Zaragoza	05 a 09	Mujeres	23281
2013	50	Zaragoza	10 a 14	Mujeres	20777
2013	50	Zaragoza	15 a 19	Mujeres	20586
2013	50	Zaragoza	20 a 24	Mujeres	23661
2013	50	Zaragoza	25 a 29	Mujeres	28927
2013	50	Zaragoza	30 a 34	Mujeres	36505
2013	50	Zaragoza	35 a 39	Mujeres	40478
2013	50	Zaragoza	40 a 44	Mujeres	38679
2013	50	Zaragoza	45 a 49	Mujeres	37104
2013	50	Zaragoza	50 a 54	Mujeres	34735
2013	50	Zaragoza	55 a 59	Mujeres	30635
2013	50	Zaragoza	60 a 64	Mujeres	28146
2013	50	Zaragoza	65 a 69	Mujeres	26055
2013	50	Zaragoza	70 a 74	Mujeres	20258
2013	50	Zaragoza	75 a 79	Mujeres	22377
2013	50	Zaragoza	80 a 84	Mujeres	20053
2013	50	Zaragoza	85 a 89	Mujeres	13061
2013	50	Zaragoza	90 a 94	Mujeres	6006
2013	50	Zaragoza	95 y más	Mujeres	1643
2014	22	Huesca	00 a 04	Mujeres	4956
2014	22	Huesca	05 a 09	Mujeres	5146
2014	22	Huesca	10 a 14	Mujeres	4932
2014	22	Huesca	15 a 19	Mujeres	4719
2014	22	Huesca	20 a 24	Mujeres	5066
2014	22	Huesca	25 a 29	Mujeres	5959
2014	22	Huesca	30 a 34	Mujeres	7265
2014	22	Huesca	35 a 39	Mujeres	8417
2014	22	Huesca	40 a 44	Mujeres	8228
2014	22	Huesca	45 a 49	Mujeres	8232
2014	22	Huesca	50 a 54	Mujeres	8122
2014	22	Huesca	55 a 59	Mujeres	7057
2014	22	Huesca	60 a 64	Mujeres	6009
2014	22	Huesca	65 a 69	Mujeres	5723
2014	22	Huesca	70 a 74	Mujeres	4623
2014	22	Huesca	75 a 79	Mujeres	5162
2014	22	Huesca	80 a 84	Mujeres	5277
2014	22	Huesca	85 a 89	Mujeres	3837
2014	22	Huesca	90 a 94	Mujeres	1791
2014	22	Huesca	95 y más	Mujeres	548
2014	44	Teruel	00 a 04	Mujeres	2930
2014	44	Teruel	05 a 09	Mujeres	3020
2014	44	Teruel	10 a 14	Mujeres	2967
2014	44	Teruel	15 a 19	Mujeres	3064
2014	44	Teruel	20 a 24	Mujeres	3552
2014	44	Teruel	25 a 29	Mujeres	3920
2014	44	Teruel	30 a 34	Mujeres	4177
2014	44	Teruel	35 a 39	Mujeres	4617
2014	44	Teruel	40 a 44	Mujeres	4755
2014	44	Teruel	45 a 49	Mujeres	5199
2014	44	Teruel	50 a 54	Mujeres	4976
2014	44	Teruel	55 a 59	Mujeres	4111
2014	44	Teruel	60 a 64	Mujeres	3599
2014	44	Teruel	65 a 69	Mujeres	3448
2014	44	Teruel	70 a 74	Mujeres	2965
2014	44	Teruel	75 a 79	Mujeres	3668
2014	44	Teruel	80 a 84	Mujeres	3839
2014	44	Teruel	85 a 89	Mujeres	2571
2014	44	Teruel	90 a 94	Mujeres	1191
2014	44	Teruel	95 y más	Mujeres	347
2014	50	Zaragoza	00 a 04	Mujeres	22180
2014	50	Zaragoza	05 a 09	Mujeres	23155
2014	50	Zaragoza	10 a 14	Mujeres	20995
2014	50	Zaragoza	15 a 19	Mujeres	20013
2014	50	Zaragoza	20 a 24	Mujeres	22320
2014	50	Zaragoza	25 a 29	Mujeres	26961
2014	50	Zaragoza	30 a 34	Mujeres	33560
2014	50	Zaragoza	35 a 39	Mujeres	39642
2014	50	Zaragoza	40 a 44	Mujeres	38230
2014	50	Zaragoza	45 a 49	Mujeres	37010
2014	50	Zaragoza	50 a 54	Mujeres	34626
2014	50	Zaragoza	55 a 59	Mujeres	31136
2014	50	Zaragoza	60 a 64	Mujeres	27733
2014	50	Zaragoza	65 a 69	Mujeres	26577
2014	50	Zaragoza	70 a 74	Mujeres	21545
2014	50	Zaragoza	75 a 79	Mujeres	20834
2014	50	Zaragoza	80 a 84	Mujeres	20391
2014	50	Zaragoza	85 a 89	Mujeres	13386
2014	50	Zaragoza	90 a 94	Mujeres	6377
2014	50	Zaragoza	95 y más	Mujeres	1765
2015	22	Huesca	00 a 04	Mujeres	4797
2015	22	Huesca	05 a 09	Mujeres	5142
2015	22	Huesca	10 a 14	Mujeres	4945
2015	22	Huesca	15 a 19	Mujeres	4747
2015	22	Huesca	20 a 24	Mujeres	5034
2015	22	Huesca	25 a 29	Mujeres	5714
2015	22	Huesca	30 a 34	Mujeres	6825
2015	22	Huesca	35 a 39	Mujeres	8261
2015	22	Huesca	40 a 44	Mujeres	8118
2015	22	Huesca	45 a 49	Mujeres	8220
2015	22	Huesca	50 a 54	Mujeres	8128
2015	22	Huesca	55 a 59	Mujeres	7284
2015	22	Huesca	60 a 64	Mujeres	6036
2015	22	Huesca	65 a 69	Mujeres	5789
2015	22	Huesca	70 a 74	Mujeres	4982
2015	22	Huesca	75 a 79	Mujeres	4701
2015	22	Huesca	80 a 84	Mujeres	5243
2015	22	Huesca	85 a 89	Mujeres	3822
2015	22	Huesca	90 a 94	Mujeres	1930
2015	22	Huesca	95 y más	Mujeres	565
2015	44	Teruel	00 a 04	Mujeres	2841
2015	44	Teruel	05 a 09	Mujeres	3043
2015	44	Teruel	10 a 14	Mujeres	2940
2015	44	Teruel	15 a 19	Mujeres	2980
2015	44	Teruel	20 a 24	Mujeres	3495
2015	44	Teruel	25 a 29	Mujeres	3814
2015	44	Teruel	30 a 34	Mujeres	3977
2015	44	Teruel	35 a 39	Mujeres	4527
2015	44	Teruel	40 a 44	Mujeres	4667
2015	44	Teruel	45 a 49	Mujeres	5111
2015	44	Teruel	50 a 54	Mujeres	5113
2015	44	Teruel	55 a 59	Mujeres	4366
2015	44	Teruel	60 a 64	Mujeres	3568
2015	44	Teruel	65 a 69	Mujeres	3389
2015	44	Teruel	70 a 74	Mujeres	3221
2015	44	Teruel	75 a 79	Mujeres	3257
2015	44	Teruel	80 a 84	Mujeres	3768
2015	44	Teruel	85 a 89	Mujeres	2621
2015	44	Teruel	90 a 94	Mujeres	1252
2015	44	Teruel	95 y más	Mujeres	377
2015	50	Zaragoza	00 a 04	Mujeres	21646
2015	50	Zaragoza	05 a 09	Mujeres	23181
2015	50	Zaragoza	10 a 14	Mujeres	21517
2015	50	Zaragoza	15 a 19	Mujeres	19860
2015	50	Zaragoza	20 a 24	Mujeres	21766
2015	50	Zaragoza	25 a 29	Mujeres	25770
2015	50	Zaragoza	30 a 34	Mujeres	31623
2015	50	Zaragoza	35 a 39	Mujeres	38931
2015	50	Zaragoza	40 a 44	Mujeres	38624
2015	50	Zaragoza	45 a 49	Mujeres	36763
2015	50	Zaragoza	50 a 54	Mujeres	35097
2015	50	Zaragoza	55 a 59	Mujeres	31978
2015	50	Zaragoza	60 a 64	Mujeres	27754
2015	50	Zaragoza	65 a 69	Mujeres	27010
2015	50	Zaragoza	70 a 74	Mujeres	22898
2015	50	Zaragoza	75 a 79	Mujeres	19419
2015	50	Zaragoza	80 a 84	Mujeres	20417
2015	50	Zaragoza	85 a 89	Mujeres	13684
2015	50	Zaragoza	90 a 94	Mujeres	6766
2015	50	Zaragoza	95 y más	Mujeres	1846
2016	22	Huesca	00 a 04	Mujeres	4713
2016	22	Huesca	05 a 09	Mujeres	5187
2016	22	Huesca	10 a 14	Mujeres	4935
2016	22	Huesca	15 a 19	Mujeres	4763
2016	22	Huesca	20 a 24	Mujeres	4921
2016	22	Huesca	25 a 29	Mujeres	5483
2016	22	Huesca	30 a 34	Mujeres	6432
2016	22	Huesca	35 a 39	Mujeres	8032
2016	22	Huesca	40 a 44	Mujeres	8166
