Año	Sexo	Comarca Código	Comarca Nombre	Nº Accidentes	Grupo Grado Código	Grupo Grado Código
2013	Hombres	01	La Jacetania	115	Leves	1
2013	Hombres	02	Alto Gállego	58	Leves	1
2013	Hombres	03	Sobrarbe	28	Leves	1
2013	Hombres	04	La Ribagorza	74	Leves	1
2013	Hombres	05	Cinco Villas	192	Leves	1
2013	Hombres	06	Hoya de Huesca / Plana de Uesca	379	Leves	1
2013	Hombres	07	Somontano de Barbastro	153	Leves	1
2013	Hombres	08	Cinca Medio	200	Leves	1
2013	Hombres	09	La Litera / La Llitera	163	Leves	1
2013	Hombres	10	Los Monegros	117	Leves	1
2013	Hombres	11	Bajo Cinca / Baix Cinca	209	Leves	1
2013	Hombres	12	Tarazona y el Moncayo	54	Leves	1
2013	Hombres	13	Campo de Borja	94	Leves	1
2013	Hombres	14	Aranda	25	Leves	1
2013	Hombres	15	Ribera Alta del Ebro	259	Leves	1
2013	Hombres	16	Valdejalón	253	Leves	1
2013	Hombres	17	Central	3872	Leves	1
2013	Hombres	18	Ribera Baja del Ebro	56	Leves	1
2013	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	84	Leves	1
2013	Hombres	20	Comunidad de Calatayud	162	Leves	1
2013	Hombres	21	Campo de Cariñena	70	Leves	1
2013	Hombres	22	Campo de Belchite	15	Leves	1
2013	Hombres	23	Bajo Martín	42	Leves	1
2013	Hombres	24	Campo de Daroca	42	Leves	1
2013	Hombres	25	Jiloca	55	Leves	1
2013	Hombres	26	Cuencas Mineras	73	Leves	1
2013	Hombres	27	Andorra-Sierra de Arcos	88	Leves	1
2013	Hombres	28	Bajo Aragón	153	Leves	1
2013	Hombres	29	Comunidad de Teruel	292	Leves	1
2013	Hombres	30	Maestrazgo	8	Leves	1
2013	Hombres	31	Sierra de Albarracín	14	Leves	1
2013	Hombres	32	Gúdar-Javalambre	38	Leves	1
2013	Hombres	33	Matarraña / Matarranya	35	Leves	1
2013	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	84	Leves	1
2013	Mujeres	01	La Jacetania	39	Leves	1
2013	Mujeres	02	Alto Gállego	28	Leves	1
2013	Mujeres	03	Sobrarbe	6	Leves	1
2013	Mujeres	04	La Ribagorza	36	Leves	1
2013	Mujeres	05	Cinco Villas	59	Leves	1
2013	Mujeres	06	Hoya de Huesca / Plana de Uesca	190	Leves	1
2013	Mujeres	07	Somontano de Barbastro	47	Leves	1
2013	Mujeres	08	Cinca Medio	48	Leves	1
2013	Mujeres	09	La Litera / La Llitera	35	Leves	1
2013	Mujeres	10	Los Monegros	13	Leves	1
2013	Mujeres	11	Bajo Cinca / Baix Cinca	59	Leves	1
2013	Mujeres	12	Tarazona y el Moncayo	22	Leves	1
2013	Mujeres	13	Campo de Borja	53	Leves	1
2013	Mujeres	14	Aranda	1	Leves	1
2013	Mujeres	15	Ribera Alta del Ebro	68	Leves	1
2013	Mujeres	16	Valdejalón	96	Leves	1
2013	Mujeres	17	Central	2038	Leves	1
2013	Mujeres	18	Ribera Baja del Ebro	30	Leves	1
2013	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	28	Leves	1
2013	Mujeres	20	Comunidad de Calatayud	77	Leves	1
2013	Mujeres	21	Campo de Cariñena	26	Leves	1
2013	Mujeres	22	Campo de Belchite	5	Leves	1
2013	Mujeres	23	Bajo Martín	4	Leves	1
2013	Mujeres	24	Campo de Daroca	13	Leves	1
2013	Mujeres	25	Jiloca	24	Leves	1
2013	Mujeres	26	Cuencas Mineras	18	Leves	1
2013	Mujeres	27	Andorra-Sierra de Arcos	15	Leves	1
2013	Mujeres	28	Bajo Aragón	47	Leves	1
2013	Mujeres	29	Comunidad de Teruel	138	Leves	1
2013	Mujeres	30	Maestrazgo	3	Leves	1
2013	Mujeres	31	Sierra de Albarracín	1	Leves	1
2013	Mujeres	32	Gúdar-Javalambre	9	Leves	1
2013	Mujeres	33	Matarraña / Matarranya	5	Leves	1
2013	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	9	Leves	1
2012	Hombres	01	La Jacetania	78	Leves	1
2012	Hombres	02	Alto Gállego	76	Leves	1
2012	Hombres	03	Sobrarbe	26	Leves	1
2012	Hombres	04	La Ribagorza	70	Leves	1
2012	Hombres	05	Cinco Villas	217	Leves	1
2012	Hombres	06	Hoya de Huesca / Plana de Uesca	399	Leves	1
2012	Hombres	07	Somontano de Barbastro	126	Leves	1
2012	Hombres	08	Cinca Medio	252	Leves	1
2012	Hombres	09	La Litera / La Llitera	141	Leves	1
2012	Hombres	10	Los Monegros	93	Leves	1
2012	Hombres	11	Bajo Cinca / Baix Cinca	241	Leves	1
2012	Hombres	12	Tarazona y el Moncayo	75	Leves	1
2012	Hombres	13	Campo de Borja	97	Leves	1
2012	Hombres	14	Aranda	27	Leves	1
2012	Hombres	15	Ribera Alta del Ebro	354	Leves	1
2012	Hombres	16	Valdejalón	284	Leves	1
2012	Hombres	17	Central	4209	Leves	1
2012	Hombres	18	Ribera Baja del Ebro	60	Leves	1
2012	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	95	Leves	1
2012	Hombres	20	Comunidad de Calatayud	162	Leves	1
2012	Hombres	21	Campo de Cariñena	90	Leves	1
2012	Hombres	22	Campo de Belchite	18	Leves	1
2012	Hombres	23	Bajo Martín	54	Leves	1
2012	Hombres	24	Campo de Daroca	38	Leves	1
2012	Hombres	25	Jiloca	66	Leves	1
2012	Hombres	26	Cuencas Mineras	75	Leves	1
2012	Hombres	27	Andorra-Sierra de Arcos	122	Leves	1
2012	Hombres	28	Bajo Aragón	152	Leves	1
2012	Hombres	29	Comunidad de Teruel	258	Leves	1
2012	Hombres	30	Maestrazgo	12	Leves	1
2012	Hombres	31	Sierra de Albarracín	16	Leves	1
2012	Hombres	32	Gúdar-Javalambre	44	Leves	1
2012	Hombres	33	Matarraña / Matarranya	32	Leves	1
2012	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	85	Leves	1
2012	Mujeres	01	La Jacetania	37	Leves	1
2012	Mujeres	02	Alto Gállego	21	Leves	1
2012	Mujeres	03	Sobrarbe	12	Leves	1
2012	Mujeres	04	La Ribagorza	21	Leves	1
2012	Mujeres	05	Cinco Villas	44	Leves	1
2012	Mujeres	06	Hoya de Huesca / Plana de Uesca	146	Leves	1
2012	Mujeres	07	Somontano de Barbastro	40	Leves	1
2012	Mujeres	08	Cinca Medio	42	Leves	1
2012	Mujeres	09	La Litera / La Llitera	36	Leves	1
2012	Mujeres	10	Los Monegros	13	Leves	1
2012	Mujeres	11	Bajo Cinca / Baix Cinca	54	Leves	1
2012	Mujeres	12	Tarazona y el Moncayo	29	Leves	1
2012	Mujeres	13	Campo de Borja	56	Leves	1
2012	Mujeres	14	Aranda	10	Leves	1
2012	Mujeres	15	Ribera Alta del Ebro	58	Leves	1
2012	Mujeres	16	Valdejalón	87	Leves	1
2012	Mujeres	17	Central	1834	Leves	1
2012	Mujeres	18	Ribera Baja del Ebro	23	Leves	1
2012	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	14	Leves	1
2012	Mujeres	20	Comunidad de Calatayud	67	Leves	1
2012	Mujeres	21	Campo de Cariñena	19	Leves	1
2012	Mujeres	22	Campo de Belchite	3	Leves	1
2012	Mujeres	23	Bajo Martín	5	Leves	1
2012	Mujeres	24	Campo de Daroca	4	Leves	1
2012	Mujeres	25	Jiloca	13	Leves	1
2012	Mujeres	26	Cuencas Mineras	18	Leves	1
2012	Mujeres	27	Andorra-Sierra de Arcos	22	Leves	1
2012	Mujeres	28	Bajo Aragón	43	Leves	1
2012	Mujeres	29	Comunidad de Teruel	103	Leves	1
2012	Mujeres	30	Maestrazgo	5	Leves	1
2012	Mujeres	31	Sierra de Albarracín	7	Leves	1
2012	Mujeres	32	Gúdar-Javalambre	12	Leves	1
2012	Mujeres	33	Matarraña / Matarranya	4	Leves	1
2012	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	11	Leves	1
2011	Hombres	01	La Jacetania	113	Leves	1
2011	Hombres	02	Alto Gállego	92	Leves	1
2011	Hombres	03	Sobrarbe	32	Leves	1
2011	Hombres	04	La Ribagorza	98	Leves	1
2011	Hombres	05	Cinco Villas	258	Leves	1
2011	Hombres	06	Hoya de Huesca / Plana de Uesca	494	Leves	1
2011	Hombres	07	Somontano de Barbastro	141	Leves	1
2011	Hombres	08	Cinca Medio	272	Leves	1
2011	Hombres	09	La Litera / La Llitera	204	Leves	1
2011	Hombres	10	Los Monegros	118	Leves	1
2011	Hombres	11	Bajo Cinca / Baix Cinca	215	Leves	1
2011	Hombres	12	Tarazona y el Moncayo	106	Leves	1
2011	Hombres	13	Campo de Borja	123	Leves	1
2011	Hombres	14	Aranda	37	Leves	1
2011	Hombres	15	Ribera Alta del Ebro	472	Leves	1
2011	Hombres	16	Valdejalón	372	Leves	1
2011	Hombres	17	Central	5020	Leves	1
2011	Hombres	18	Ribera Baja del Ebro	85	Leves	1
2011	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	89	Leves	1
2011	Hombres	20	Comunidad de Calatayud	214	Leves	1
2011	Hombres	21	Campo de Cariñena	95	Leves	1
2011	Hombres	22	Campo de Belchite	21	Leves	1
2011	Hombres	23	Bajo Martín	48	Leves	1
2011	Hombres	24	Campo de Daroca	35	Leves	1
2011	Hombres	25	Jiloca	81	Leves	1
2011	Hombres	26	Cuencas Mineras	87	Leves	1
2011	Hombres	27	Andorra-Sierra de Arcos	174	Leves	1
2011	Hombres	28	Bajo Aragón	192	Leves	1
2011	Hombres	29	Comunidad de Teruel	325	Leves	1
2011	Hombres	30	Maestrazgo	16	Leves	1
2011	Hombres	31	Sierra de Albarracín	21	Leves	1
2011	Hombres	32	Gúdar-Javalambre	66	Leves	1
2011	Hombres	33	Matarraña / Matarranya	54	Leves	1
2011	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	147	Leves	1
2011	Mujeres	01	La Jacetania	55	Leves	1
2011	Mujeres	02	Alto Gállego	32	Leves	1
2011	Mujeres	03	Sobrarbe	9	Leves	1
2011	Mujeres	04	La Ribagorza	28	Leves	1
2011	Mujeres	05	Cinco Villas	71	Leves	1
2011	Mujeres	06	Hoya de Huesca / Plana de Uesca	146	Leves	1
2011	Mujeres	07	Somontano de Barbastro	51	Leves	1
2011	Mujeres	08	Cinca Medio	46	Leves	1
2011	Mujeres	09	La Litera / La Llitera	38	Leves	1
2011	Mujeres	10	Los Monegros	14	Leves	1
2011	Mujeres	11	Bajo Cinca / Baix Cinca	64	Leves	1
2011	Mujeres	12	Tarazona y el Moncayo	28	Leves	1
2011	Mujeres	13	Campo de Borja	50	Leves	1
2011	Mujeres	14	Aranda	14	Leves	1
2011	Mujeres	15	Ribera Alta del Ebro	132	Leves	1
2011	Mujeres	16	Valdejalón	131	Leves	1
2011	Mujeres	17	Central	2301	Leves	1
2011	Mujeres	18	Ribera Baja del Ebro	34	Leves	1
2011	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	29	Leves	1
2011	Mujeres	20	Comunidad de Calatayud	74	Leves	1
2011	Mujeres	21	Campo de Cariñena	21	Leves	1
2011	Mujeres	22	Campo de Belchite	3	Leves	1
2011	Mujeres	23	Bajo Martín	4	Leves	1
2011	Mujeres	24	Campo de Daroca	14	Leves	1
2011	Mujeres	25	Jiloca	11	Leves	1
2011	Mujeres	26	Cuencas Mineras	42	Leves	1
2011	Mujeres	27	Andorra-Sierra de Arcos	25	Leves	1
2011	Mujeres	28	Bajo Aragón	64	Leves	1
2011	Mujeres	29	Comunidad de Teruel	133	Leves	1
2011	Mujeres	30	Maestrazgo	4	Leves	1
2011	Mujeres	31	Sierra de Albarracín	4	Leves	1
2011	Mujeres	32	Gúdar-Javalambre	12	Leves	1
2011	Mujeres	33	Matarraña / Matarranya	12	Leves	1
2011	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	17	Leves	1
2010	Hombres	01	La Jacetania	106	Leves	1
2010	Hombres	02	Alto Gállego	119	Leves	1
2010	Hombres	03	Sobrarbe	44	Leves	1
2010	Hombres	04	La Ribagorza	94	Leves	1
2010	Hombres	05	Cinco Villas	299	Leves	1
2010	Hombres	06	Hoya de Huesca / Plana de Uesca	522	Leves	1
2010	Hombres	07	Somontano de Barbastro	169	Leves	1
2010	Hombres	08	Cinca Medio	283	Leves	1
2010	Hombres	09	La Litera / La Llitera	172	Leves	1
2010	Hombres	10	Los Monegros	110	Leves	1
2010	Hombres	11	Bajo Cinca / Baix Cinca	188	Leves	1
2010	Hombres	12	Tarazona y el Moncayo	129	Leves	1
2010	Hombres	13	Campo de Borja	170	Leves	1
2010	Hombres	14	Aranda	47	Leves	1
2010	Hombres	15	Ribera Alta del Ebro	566	Leves	1
2010	Hombres	16	Valdejalón	366	Leves	1
2010	Hombres	17	Central	5703	Leves	1
2010	Hombres	18	Ribera Baja del Ebro	75	Leves	1
2010	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	94	Leves	1
2010	Hombres	20	Comunidad de Calatayud	230	Leves	1
2010	Hombres	21	Campo de Cariñena	101	Leves	1
2010	Hombres	22	Campo de Belchite	18	Leves	1
2010	Hombres	23	Bajo Martín	67	Leves	1
2010	Hombres	24	Campo de Daroca	46	Leves	1
2010	Hombres	25	Jiloca	79	Leves	1
2010	Hombres	26	Cuencas Mineras	116	Leves	1
2010	Hombres	27	Andorra-Sierra de Arcos	190	Leves	1
2010	Hombres	28	Bajo Aragón	216	Leves	1
2010	Hombres	29	Comunidad de Teruel	374	Leves	1
2010	Hombres	30	Maestrazgo	31	Leves	1
2010	Hombres	31	Sierra de Albarracín	15	Leves	1
2010	Hombres	32	Gúdar-Javalambre	63	Leves	1
2010	Hombres	33	Matarraña / Matarranya	61	Leves	1
2010	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	157	Leves	1
2010	Mujeres	01	La Jacetania	53	Leves	1
2010	Mujeres	02	Alto Gállego	34	Leves	1
2010	Mujeres	03	Sobrarbe	11	Leves	1
2010	Mujeres	04	La Ribagorza	36	Leves	1
2010	Mujeres	05	Cinco Villas	75	Leves	1
2010	Mujeres	06	Hoya de Huesca / Plana de Uesca	207	Leves	1
2010	Mujeres	07	Somontano de Barbastro	45	Leves	1
2010	Mujeres	08	Cinca Medio	42	Leves	1
2010	Mujeres	09	La Litera / La Llitera	39	Leves	1
2010	Mujeres	10	Los Monegros	18	Leves	1
2010	Mujeres	11	Bajo Cinca / Baix Cinca	41	Leves	1
2010	Mujeres	12	Tarazona y el Moncayo	39	Leves	1
2010	Mujeres	13	Campo de Borja	82	Leves	1
2010	Mujeres	14	Aranda	11	Leves	1
2010	Mujeres	15	Ribera Alta del Ebro	193	Leves	1
2010	Mujeres	16	Valdejalón	111	Leves	1
2010	Mujeres	17	Central	2415	Leves	1
2010	Mujeres	18	Ribera Baja del Ebro	34	Leves	1
2010	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	27	Leves	1
2010	Mujeres	20	Comunidad de Calatayud	83	Leves	1
2010	Mujeres	21	Campo de Cariñena	27	Leves	1
2010	Mujeres	22	Campo de Belchite	9	Leves	1
2010	Mujeres	23	Bajo Martín	14	Leves	1
2010	Mujeres	24	Campo de Daroca	7	Leves	1
2010	Mujeres	25	Jiloca	31	Leves	1
2010	Mujeres	26	Cuencas Mineras	31	Leves	1
2010	Mujeres	27	Andorra-Sierra de Arcos	25	Leves	1
2010	Mujeres	28	Bajo Aragón	66	Leves	1
2010	Mujeres	29	Comunidad de Teruel	171	Leves	1
2010	Mujeres	30	Maestrazgo	6	Leves	1
2010	Mujeres	31	Sierra de Albarracín	9	Leves	1
2010	Mujeres	32	Gúdar-Javalambre	13	Leves	1
2010	Mujeres	33	Matarraña / Matarranya	10	Leves	1
2010	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	30	Leves	1
2009	Hombres	01	La Jacetania	178	Leves	1
2009	Hombres	02	Alto Gállego	139	Leves	1
2009	Hombres	03	Sobrarbe	37	Leves	1
2009	Hombres	04	La Ribagorza	139	Leves	1
2009	Hombres	05	Cinco Villas	328	Leves	1
2009	Hombres	06	Hoya de Huesca / Plana de Uesca	578	Leves	1
2009	Hombres	07	Somontano de Barbastro	242	Leves	1
2009	Hombres	08	Cinca Medio	268	Leves	1
2009	Hombres	09	La Litera / La Llitera	193	Leves	1
2009	Hombres	10	Los Monegros	145	Leves	1
2009	Hombres	11	Bajo Cinca / Baix Cinca	203	Leves	1
2009	Hombres	12	Tarazona y el Moncayo	123	Leves	1
2009	Hombres	13	Campo de Borja	149	Leves	1
2009	Hombres	14	Aranda	40	Leves	1
2009	Hombres	15	Ribera Alta del Ebro	465	Leves	1
2009	Hombres	16	Valdejalón	387	Leves	1
2009	Hombres	17	Central	6076	Leves	1
2009	Hombres	18	Ribera Baja del Ebro	85	Leves	1
2009	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	108	Leves	1
2009	Hombres	20	Comunidad de Calatayud	254	Leves	1
2009	Hombres	21	Campo de Cariñena	162	Leves	1
2009	Hombres	22	Campo de Belchite	23	Leves	1
2009	Hombres	23	Bajo Martín	66	Leves	1
2009	Hombres	24	Campo de Daroca	25	Leves	1
2009	Hombres	25	Jiloca	92	Leves	1
2009	Hombres	26	Cuencas Mineras	95	Leves	1
2009	Hombres	27	Andorra-Sierra de Arcos	223	Leves	1
2009	Hombres	28	Bajo Aragón	259	Leves	1
2009	Hombres	29	Comunidad de Teruel	388	Leves	1
2009	Hombres	30	Maestrazgo	12	Leves	1
2009	Hombres	31	Sierra de Albarracín	23	Leves	1
2009	Hombres	32	Gúdar-Javalambre	59	Leves	1
2009	Hombres	33	Matarraña / Matarranya	52	Leves	1
2009	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	134	Leves	1
2009	Mujeres	01	La Jacetania	51	Leves	1
2009	Mujeres	02	Alto Gállego	29	Leves	1
2009	Mujeres	03	Sobrarbe	11	Leves	1
2009	Mujeres	04	La Ribagorza	31	Leves	1
2009	Mujeres	05	Cinco Villas	90	Leves	1
2009	Mujeres	06	Hoya de Huesca / Plana de Uesca	206	Leves	1
2009	Mujeres	07	Somontano de Barbastro	65	Leves	1
2009	Mujeres	08	Cinca Medio	46	Leves	1
2009	Mujeres	09	La Litera / La Llitera	39	Leves	1
2009	Mujeres	10	Los Monegros	20	Leves	1
2009	Mujeres	11	Bajo Cinca / Baix Cinca	52	Leves	1
2009	Mujeres	12	Tarazona y el Moncayo	26	Leves	1
2009	Mujeres	13	Campo de Borja	75	Leves	1
2009	Mujeres	14	Aranda	15	Leves	1
2009	Mujeres	15	Ribera Alta del Ebro	158	Leves	1
2009	Mujeres	16	Valdejalón	113	Leves	1
2009	Mujeres	17	Central	2531	Leves	1
2009	Mujeres	18	Ribera Baja del Ebro	30	Leves	1
2009	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	36	Leves	1
2009	Mujeres	20	Comunidad de Calatayud	87	Leves	1
2009	Mujeres	21	Campo de Cariñena	20	Leves	1
2009	Mujeres	22	Campo de Belchite	10	Leves	1
2009	Mujeres	23	Bajo Martín	20	Leves	1
2009	Mujeres	24	Campo de Daroca	12	Leves	1
2009	Mujeres	25	Jiloca	30	Leves	1
2009	Mujeres	26	Cuencas Mineras	16	Leves	1
2009	Mujeres	27	Andorra-Sierra de Arcos	25	Leves	1
2009	Mujeres	28	Bajo Aragón	70	Leves	1
2009	Mujeres	29	Comunidad de Teruel	133	Leves	1
2009	Mujeres	31	Sierra de Albarracín	7	Leves	1
2009	Mujeres	32	Gúdar-Javalambre	19	Leves	1
2009	Mujeres	33	Matarraña / Matarranya	11	Leves	1
2009	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	17	Leves	1
2008	Hombres	01	La Jacetania	201	Leves	1
2008	Hombres	02	Alto Gállego	177	Leves	1
2008	Hombres	03	Sobrarbe	72	Leves	1
2008	Hombres	04	La Ribagorza	137	Leves	1
2008	Hombres	05	Cinco Villas	465	Leves	1
2008	Hombres	06	Hoya de Huesca / Plana de Uesca	802	Leves	1
2008	Hombres	07	Somontano de Barbastro	339	Leves	1
2008	Hombres	08	Cinca Medio	393	Leves	1
2008	Hombres	09	La Litera / La Llitera	319	Leves	1
2008	Hombres	10	Los Monegros	172	Leves	1
2008	Hombres	11	Bajo Cinca / Baix Cinca	309	Leves	1
2008	Hombres	12	Tarazona y el Moncayo	211	Leves	1
2008	Hombres	13	Campo de Borja	252	Leves	1
2008	Hombres	14	Aranda	51	Leves	1
2008	Hombres	15	Ribera Alta del Ebro	840	Leves	1
2008	Hombres	16	Valdejalón	532	Leves	1
2008	Hombres	17	Central	9337	Leves	1
2008	Hombres	18	Ribera Baja del Ebro	123	Leves	1
2008	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	120	Leves	1
2008	Hombres	20	Comunidad de Calatayud	369	Leves	1
2008	Hombres	21	Campo de Cariñena	152	Leves	1
2008	Hombres	22	Campo de Belchite	25	Leves	1
2008	Hombres	23	Bajo Martín	101	Leves	1
2008	Hombres	24	Campo de Daroca	44	Leves	1
2008	Hombres	25	Jiloca	161	Leves	1
2008	Hombres	26	Cuencas Mineras	167	Leves	1
2008	Hombres	27	Andorra-Sierra de Arcos	286	Leves	1
2008	Hombres	28	Bajo Aragón	330	Leves	1
2008	Hombres	29	Comunidad de Teruel	450	Leves	1
2008	Hombres	30	Maestrazgo	24	Leves	1
2008	Hombres	31	Sierra de Albarracín	29	Leves	1
2008	Hombres	32	Gúdar-Javalambre	77	Leves	1
2008	Hombres	33	Matarraña / Matarranya	75	Leves	1
2008	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	233	Leves	1
2008	Mujeres	01	La Jacetania	70	Leves	1
2008	Mujeres	02	Alto Gállego	44	Leves	1
2008	Mujeres	03	Sobrarbe	25	Leves	1
2008	Mujeres	04	La Ribagorza	57	Leves	1
2008	Mujeres	05	Cinco Villas	116	Leves	1
2008	Mujeres	06	Hoya de Huesca / Plana de Uesca	251	Leves	1
2008	Mujeres	07	Somontano de Barbastro	82	Leves	1
2008	Mujeres	08	Cinca Medio	85	Leves	1
2008	Mujeres	09	La Litera / La Llitera	53	Leves	1
2008	Mujeres	10	Los Monegros	13	Leves	1
2008	Mujeres	11	Bajo Cinca / Baix Cinca	83	Leves	1
2008	Mujeres	12	Tarazona y el Moncayo	65	Leves	1
2008	Mujeres	13	Campo de Borja	121	Leves	1
2008	Mujeres	14	Aranda	8	Leves	1
2008	Mujeres	15	Ribera Alta del Ebro	236	Leves	1
2008	Mujeres	16	Valdejalón	165	Leves	1
2008	Mujeres	17	Central	3259	Leves	1
2008	Mujeres	18	Ribera Baja del Ebro	32	Leves	1
2008	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	36	Leves	1
2008	Mujeres	20	Comunidad de Calatayud	141	Leves	1
2008	Mujeres	21	Campo de Cariñena	65	Leves	1
2008	Mujeres	22	Campo de Belchite	9	Leves	1
2008	Mujeres	23	Bajo Martín	26	Leves	1
2008	Mujeres	24	Campo de Daroca	10	Leves	1
2008	Mujeres	25	Jiloca	51	Leves	1
2008	Mujeres	26	Cuencas Mineras	39	Leves	1
2008	Mujeres	27	Andorra-Sierra de Arcos	48	Leves	1
2008	Mujeres	28	Bajo Aragón	70	Leves	1
2008	Mujeres	29	Comunidad de Teruel	171	Leves	1
2008	Mujeres	30	Maestrazgo	5	Leves	1
2008	Mujeres	31	Sierra de Albarracín	5	Leves	1
2008	Mujeres	32	Gúdar-Javalambre	21	Leves	1
2008	Mujeres	33	Matarraña / Matarranya	16	Leves	1
2008	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	26	Leves	1
2007	Hombres	01	La Jacetania	191	Leves	1
2007	Hombres	02	Alto Gállego	206	Leves	1
2007	Hombres	03	Sobrarbe	59	Leves	1
2007	Hombres	04	La Ribagorza	126	Leves	1
2007	Hombres	05	Cinco Villas	529	Leves	1
2007	Hombres	06	Hoya de Huesca / Plana de Uesca	1020	Leves	1
2007	Hombres	07	Somontano de Barbastro	355	Leves	1
2007	Hombres	08	Cinca Medio	377	Leves	1
2007	Hombres	09	La Litera / La Llitera	364	Leves	1
2007	Hombres	10	Los Monegros	194	Leves	1
2007	Hombres	11	Bajo Cinca / Baix Cinca	353	Leves	1
2007	Hombres	12	Tarazona y el Moncayo	211	Leves	1
2007	Hombres	13	Campo de Borja	279	Leves	1
2007	Hombres	14	Aranda	58	Leves	1
2007	Hombres	15	Ribera Alta del Ebro	957	Leves	1
2007	Hombres	16	Valdejalón	630	Leves	1
2007	Hombres	17	Central	10379	Leves	1
2007	Hombres	18	Ribera Baja del Ebro	132	Leves	1
2007	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	128	Leves	1
2007	Hombres	20	Comunidad de Calatayud	408	Leves	1
2007	Hombres	21	Campo de Cariñena	182	Leves	1
2007	Hombres	22	Campo de Belchite	20	Leves	1
2007	Hombres	23	Bajo Martín	147	Leves	1
2007	Hombres	24	Campo de Daroca	54	Leves	1
2007	Hombres	25	Jiloca	149	Leves	1
2007	Hombres	26	Cuencas Mineras	142	Leves	1
2007	Hombres	27	Andorra-Sierra de Arcos	295	Leves	1
2007	Hombres	28	Bajo Aragón	369	Leves	1
2007	Hombres	29	Comunidad de Teruel	475	Leves	1
2007	Hombres	30	Maestrazgo	27	Leves	1
2007	Hombres	31	Sierra de Albarracín	23	Leves	1
2007	Hombres	32	Gúdar-Javalambre	85	Leves	1
2007	Hombres	33	Matarraña / Matarranya	66	Leves	1
2007	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	252	Leves	1
2007	Mujeres	01	La Jacetania	59	Leves	1
2007	Mujeres	02	Alto Gállego	42	Leves	1
2007	Mujeres	03	Sobrarbe	24	Leves	1
2007	Mujeres	04	La Ribagorza	36	Leves	1
2007	Mujeres	05	Cinco Villas	121	Leves	1
2007	Mujeres	06	Hoya de Huesca / Plana de Uesca	252	Leves	1
2007	Mujeres	07	Somontano de Barbastro	81	Leves	1
2007	Mujeres	08	Cinca Medio	70	Leves	1
2007	Mujeres	09	La Litera / La Llitera	51	Leves	1
2007	Mujeres	10	Los Monegros	30	Leves	1
2007	Mujeres	11	Bajo Cinca / Baix Cinca	74	Leves	1
2007	Mujeres	12	Tarazona y el Moncayo	95	Leves	1
2007	Mujeres	13	Campo de Borja	117	Leves	1
2007	Mujeres	14	Aranda	9	Leves	1
2007	Mujeres	15	Ribera Alta del Ebro	254	Leves	1
2007	Mujeres	16	Valdejalón	166	Leves	1
2007	Mujeres	17	Central	3228	Leves	1
2007	Mujeres	18	Ribera Baja del Ebro	39	Leves	1
2007	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	48	Leves	1
2007	Mujeres	20	Comunidad de Calatayud	171	Leves	1
2007	Mujeres	21	Campo de Cariñena	27	Leves	1
2007	Mujeres	22	Campo de Belchite	17	Leves	1
2007	Mujeres	23	Bajo Martín	16	Leves	1
2007	Mujeres	24	Campo de Daroca	19	Leves	1
2007	Mujeres	25	Jiloca	42	Leves	1
2007	Mujeres	26	Cuencas Mineras	40	Leves	1
2007	Mujeres	27	Andorra-Sierra de Arcos	33	Leves	1
2007	Mujeres	28	Bajo Aragón	97	Leves	1
2007	Mujeres	29	Comunidad de Teruel	163	Leves	1
2007	Mujeres	30	Maestrazgo	4	Leves	1
2007	Mujeres	31	Sierra de Albarracín	7	Leves	1
2007	Mujeres	32	Gúdar-Javalambre	17	Leves	1
2007	Mujeres	33	Matarraña / Matarranya	11	Leves	1
2007	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	41	Leves	1
2006	Hombres	01	La Jacetania	246	Leves	1
2006	Hombres	02	Alto Gállego	219	Leves	1
