Mes y año	Mes (código)	Sexo	Número de contratos	Temporalidad	Bonificado o no	Mes nombre	Año	CCAA nombre
Abril 2015	201504	Mujeres	65	Indefinido	Bonificados	Abril	2015	Aragón
Abril 2015	201504	Hombres	1860	Indefinido	No bonificados	Abril	2015	Aragón
Abril 2015	201504	Mujeres	1490	Indefinido	No bonificados	Abril	2015	Aragón
Abril 2015	201504	Hombres	151	Temporal	Bonificados	Abril	2015	Aragón
Abril 2015	201504	Mujeres	307	Temporal	Bonificados	Abril	2015	Aragón
Abril 2015	201504	Hombres	18628	Temporal	No bonificados	Abril	2015	Aragón
Abril 2015	201504	Mujeres	14278	Temporal	No bonificados	Abril	2015	Aragón
Marzo 2015	201503	Hombres	79	Indefinido	Bonificados	Marzo	2015	Aragón
Marzo 2015	201503	Mujeres	60	Indefinido	Bonificados	Marzo	2015	Aragón
Marzo 2015	201503	Hombres	1851	Indefinido	No bonificados	Marzo	2015	Aragón
Marzo 2015	201503	Mujeres	1837	Indefinido	No bonificados	Marzo	2015	Aragón
Marzo 2015	201503	Hombres	179	Temporal	Bonificados	Marzo	2015	Aragón
Marzo 2015	201503	Mujeres	316	Temporal	Bonificados	Marzo	2015	Aragón
Marzo 2015	201503	Hombres	17979	Temporal	No bonificados	Marzo	2015	Aragón
Marzo 2015	201503	Mujeres	14343	Temporal	No bonificados	Marzo	2015	Aragón
Febrero 2015	201502	Hombres	72	Indefinido	Bonificados	Febrero	2015	Aragón
Febrero 2015	201502	Mujeres	56	Indefinido	Bonificados	Febrero	2015	Aragón
Febrero 2015	201502	Hombres	1766	Indefinido	No bonificados	Febrero	2015	Aragón
Febrero 2015	201502	Mujeres	1342	Indefinido	No bonificados	Febrero	2015	Aragón
Febrero 2015	201502	Hombres	163	Temporal	Bonificados	Febrero	2015	Aragón
Febrero 2015	201502	Mujeres	283	Temporal	Bonificados	Febrero	2015	Aragón
Febrero 2015	201502	Hombres	15443	Temporal	No bonificados	Febrero	2015	Aragón
Febrero 2015	201502	Mujeres	12380	Temporal	No bonificados	Febrero	2015	Aragón
Enero 2015	201501	Hombres	77	Indefinido	Bonificados	Enero	2015	Aragón
Enero 2015	201501	Mujeres	61	Indefinido	Bonificados	Enero	2015	Aragón
Enero 2015	201501	Hombres	1801	Indefinido	No bonificados	Enero	2015	Aragón
Enero 2015	201501	Mujeres	1437	Indefinido	No bonificados	Enero	2015	Aragón
Enero 2015	201501	Hombres	165	Temporal	Bonificados	Enero	2015	Aragón
Enero 2015	201501	Mujeres	313	Temporal	Bonificados	Enero	2015	Aragón
Enero 2015	201501	Hombres	17060	Temporal	No bonificados	Enero	2015	Aragón
Enero 2015	201501	Mujeres	14221	Temporal	No bonificados	Enero	2015	Aragón
Diciembre 2014	201412	Hombres	65	Indefinido	Bonificados	Diciembre	2014	Aragón
Diciembre 2014	201412	Mujeres	60	Indefinido	Bonificados	Diciembre	2014	Aragón
Diciembre 2014	201412	Hombres	1397	Indefinido	No bonificados	Diciembre	2014	Aragón
Diciembre 2014	201412	Mujeres	1373	Indefinido	No bonificados	Diciembre	2014	Aragón
Diciembre 2014	201412	Hombres	136	Temporal	Bonificados	Diciembre	2014	Aragón
Diciembre 2014	201412	Mujeres	273	Temporal	Bonificados	Diciembre	2014	Aragón
Diciembre 2014	201412	Hombres	15247	Temporal	No bonificados	Diciembre	2014	Aragón
Diciembre 2014	201412	Mujeres	14060	Temporal	No bonificados	Diciembre	2014	Aragón
Noviembre 2014	201411	Hombres	76	Indefinido	Bonificados	Noviembre	2014	Aragón
Noviembre 2014	201411	Mujeres	41	Indefinido	Bonificados	Noviembre	2014	Aragón
Noviembre 2014	201411	Hombres	1500	Indefinido	No bonificados	Noviembre	2014	Aragón
Noviembre 2014	201411	Mujeres	1501	Indefinido	No bonificados	Noviembre	2014	Aragón
Noviembre 2014	201411	Hombres	167	Temporal	Bonificados	Noviembre	2014	Aragón
Noviembre 2014	201411	Mujeres	291	Temporal	Bonificados	Noviembre	2014	Aragón
Noviembre 2014	201411	Hombres	16339	Temporal	No bonificados	Noviembre	2014	Aragón
Noviembre 2014	201411	Mujeres	13736	Temporal	No bonificados	Noviembre	2014	Aragón
Octubre 2014	201410	Hombres	84	Indefinido	Bonificados	Octubre	2014	Aragón
Octubre 2014	201410	Mujeres	64	Indefinido	Bonificados	Octubre	2014	Aragón
Octubre 2014	201410	Hombres	1686	Indefinido	No bonificados	Octubre	2014	Aragón
Octubre 2014	201410	Mujeres	1743	Indefinido	No bonificados	Octubre	2014	Aragón
Octubre 2014	201410	Hombres	217	Temporal	Bonificados	Octubre	2014	Aragón
Octubre 2014	201410	Mujeres	379	Temporal	Bonificados	Octubre	2014	Aragón
Octubre 2014	201410	Hombres	21363	Temporal	No bonificados	Octubre	2014	Aragón
Octubre 2014	201410	Mujeres	18027	Temporal	No bonificados	Octubre	2014	Aragón
Septiembre 2014	201409	Hombres	97	Indefinido	Bonificados	Septiembre	2014	Aragón
Septiembre 2014	201409	Mujeres	84	Indefinido	Bonificados	Septiembre	2014	Aragón
Septiembre 2014	201409	Hombres	1864	Indefinido	No bonificados	Septiembre	2014	Aragón
Septiembre 2014	201409	Mujeres	1931	Indefinido	No bonificados	Septiembre	2014	Aragón
Septiembre 2014	201409	Hombres	234	Temporal	Bonificados	Septiembre	2014	Aragón
Septiembre 2014	201409	Mujeres	321	Temporal	Bonificados	Septiembre	2014	Aragón
Septiembre 2014	201409	Hombres	23923	Temporal	No bonificados	Septiembre	2014	Aragón
Septiembre 2014	201409	Mujeres	18111	Temporal	No bonificados	Septiembre	2014	Aragón
Agosto 2014	201408	Hombres	41	Indefinido	Bonificados	Agosto	2014	Aragón
Agosto 2014	201408	Mujeres	30	Indefinido	Bonificados	Agosto	2014	Aragón
Agosto 2014	201408	Hombres	1011	Indefinido	No bonificados	Agosto	2014	Aragón
Agosto 2014	201408	Mujeres	883	Indefinido	No bonificados	Agosto	2014	Aragón
Agosto 2014	201408	Hombres	172	Temporal	Bonificados	Agosto	2014	Aragón
Agosto 2014	201408	Mujeres	260	Temporal	Bonificados	Agosto	2014	Aragón
Agosto 2014	201408	Hombres	20298	Temporal	No bonificados	Agosto	2014	Aragón
Agosto 2014	201408	Mujeres	14166	Temporal	No bonificados	Agosto	2014	Aragón
Julio 2014	201407	Hombres	89	Indefinido	Bonificados	Julio	2014	Aragón
Julio 2014	201407	Mujeres	71	Indefinido	Bonificados	Julio	2014	Aragón
Julio 2014	201407	Hombres	1568	Indefinido	No bonificados	Julio	2014	Aragón
Julio 2014	201407	Mujeres	1369	Indefinido	No bonificados	Julio	2014	Aragón
Julio 2014	201407	Hombres	231	Temporal	Bonificados	Julio	2014	Aragón
Julio 2014	201407	Mujeres	352	Temporal	Bonificados	Julio	2014	Aragón
Julio 2014	201407	Hombres	26385	Temporal	No bonificados	Julio	2014	Aragón
Julio 2014	201407	Mujeres	19856	Temporal	No bonificados	Julio	2014	Aragón
Junio 2014	201406	Hombres	66	Indefinido	Bonificados	Junio	2014	Aragón
Junio 2014	201406	Mujeres	50	Indefinido	Bonificados	Junio	2014	Aragón
Junio 2014	201406	Hombres	1553	Indefinido	No bonificados	Junio	2014	Aragón
Junio 2014	201406	Mujeres	1500	Indefinido	No bonificados	Junio	2014	Aragón
Junio 2014	201406	Hombres	188	Temporal	Bonificados	Junio	2014	Aragón
Junio 2014	201406	Mujeres	308	Temporal	Bonificados	Junio	2014	Aragón
Junio 2014	201406	Hombres	25865	Temporal	No bonificados	Junio	2014	Aragón
Junio 2014	201406	Mujeres	18760	Temporal	No bonificados	Junio	2014	Aragón
Mayo 2014	201405	Hombres	76	Indefinido	Bonificados	Mayo	2014	Aragón
Mayo 2014	201405	Mujeres	50	Indefinido	Bonificados	Mayo	2014	Aragón
Mayo 2014	201405	Hombres	1830	Indefinido	No bonificados	Mayo	2014	Aragón
Mayo 2014	201405	Mujeres	1383	Indefinido	No bonificados	Mayo	2014	Aragón
Mayo 2014	201405	Hombres	160	Temporal	Bonificados	Mayo	2014	Aragón
Mayo 2014	201405	Mujeres	305	Temporal	Bonificados	Mayo	2014	Aragón
Mayo 2014	201405	Hombres	26139	Temporal	No bonificados	Mayo	2014	Aragón
Mayo 2014	201405	Mujeres	18305	Temporal	No bonificados	Mayo	2014	Aragón
Abril 2014	201404	Hombres	81	Indefinido	Bonificados	Abril	2014	Aragón
Abril 2014	201404	Mujeres	63	Indefinido	Bonificados	Abril	2014	Aragón
Abril 2014	201404	Hombres	1656	Indefinido	No bonificados	Abril	2014	Aragón
Abril 2014	201404	Mujeres	1461	Indefinido	No bonificados	Abril	2014	Aragón
Abril 2014	201404	Hombres	140	Temporal	Bonificados	Abril	2014	Aragón
Abril 2014	201404	Mujeres	280	Temporal	Bonificados	Abril	2014	Aragón
Abril 2014	201404	Hombres	17232	Temporal	No bonificados	Abril	2014	Aragón
Abril 2014	201404	Mujeres	13621	Temporal	No bonificados	Abril	2014	Aragón
Marzo 2014	201403	Hombres	103	Indefinido	Bonificados	Marzo	2014	Aragón
Marzo 2014	201403	Mujeres	70	Indefinido	Bonificados	Marzo	2014	Aragón
Marzo 2014	201403	Hombres	1554	Indefinido	No bonificados	Marzo	2014	Aragón
Marzo 2014	201403	Mujeres	1539	Indefinido	No bonificados	Marzo	2014	Aragón
Marzo 2014	201403	Hombres	159	Temporal	Bonificados	Marzo	2014	Aragón
Marzo 2014	201403	Mujeres	260	Temporal	Bonificados	Marzo	2014	Aragón
Marzo 2014	201403	Hombres	14993	Temporal	No bonificados	Marzo	2014	Aragón
Marzo 2014	201403	Mujeres	11380	Temporal	No bonificados	Marzo	2014	Aragón
Febrero 2014	201402	Hombres	112	Indefinido	Bonificados	Febrero	2014	Aragón
Febrero 2014	201402	Mujeres	114	Indefinido	Bonificados	Febrero	2014	Aragón
Febrero 2014	201402	Hombres	1125	Indefinido	No bonificados	Febrero	2014	Aragón
Febrero 2014	201402	Mujeres	1169	Indefinido	No bonificados	Febrero	2014	Aragón
Febrero 2014	201402	Hombres	148	Temporal	Bonificados	Febrero	2014	Aragón
Febrero 2014	201402	Mujeres	292	Temporal	Bonificados	Febrero	2014	Aragón
Febrero 2014	201402	Hombres	13977	Temporal	No bonificados	Febrero	2014	Aragón
Febrero 2014	201402	Mujeres	11046	Temporal	No bonificados	Febrero	2014	Aragón
Enero 2014	201401	Hombres	106	Indefinido	Bonificados	Enero	2014	Aragón
Enero 2014	201401	Mujeres	81	Indefinido	Bonificados	Enero	2014	Aragón
Enero 2014	201401	Hombres	1289	Indefinido	No bonificados	Enero	2014	Aragón
Enero 2014	201401	Mujeres	1147	Indefinido	No bonificados	Enero	2014	Aragón
Enero 2014	201401	Hombres	136	Temporal	Bonificados	Enero	2014	Aragón
Enero 2014	201401	Mujeres	271	Temporal	Bonificados	Enero	2014	Aragón
Enero 2014	201401	Hombres	15407	Temporal	No bonificados	Enero	2014	Aragón
Enero 2014	201401	Mujeres	12082	Temporal	No bonificados	Enero	2014	Aragón
Diciembre 2013	201312	Hombres	98	Indefinido	Bonificados	Diciembre	2013	Aragón
Diciembre 2013	201312	Mujeres	55	Indefinido	Bonificados	Diciembre	2013	Aragón
Diciembre 2013	201312	Hombres	855	Indefinido	No bonificados	Diciembre	2013	Aragón
Diciembre 2013	201312	Mujeres	962	Indefinido	No bonificados	Diciembre	2013	Aragón
Diciembre 2013	201312	Hombres	113	Temporal	Bonificados	Diciembre	2013	Aragón
Diciembre 2013	201312	Mujeres	229	Temporal	Bonificados	Diciembre	2013	Aragón
Diciembre 2013	201312	Hombres	14486	Temporal	No bonificados	Diciembre	2013	Aragón
Diciembre 2013	201312	Mujeres	13079	Temporal	No bonificados	Diciembre	2013	Aragón
Noviembre 2013	201311	Hombres	158	Indefinido	Bonificados	Noviembre	2013	Aragón
Noviembre 2013	201311	Mujeres	132	Indefinido	Bonificados	Noviembre	2013	Aragón
Noviembre 2013	201311	Hombres	1083	Indefinido	No bonificados	Noviembre	2013	Aragón
Noviembre 2013	201311	Mujeres	1201	Indefinido	No bonificados	Noviembre	2013	Aragón
Noviembre 2013	201311	Hombres	153	Temporal	Bonificados	Noviembre	2013	Aragón
Noviembre 2013	201311	Mujeres	260	Temporal	Bonificados	Noviembre	2013	Aragón
Noviembre 2013	201311	Hombres	15149	Temporal	No bonificados	Noviembre	2013	Aragón
Noviembre 2013	201311	Mujeres	12149	Temporal	No bonificados	Noviembre	2013	Aragón
Octubre 2013	201310	Hombres	167	Indefinido	Bonificados	Octubre	2013	Aragón
Octubre 2013	201310	Mujeres	111	Indefinido	Bonificados	Octubre	2013	Aragón
Octubre 2013	201310	Hombres	1263	Indefinido	No bonificados	Octubre	2013	Aragón
Octubre 2013	201310	Mujeres	1587	Indefinido	No bonificados	Octubre	2013	Aragón
Octubre 2013	201310	Hombres	190	Temporal	Bonificados	Octubre	2013	Aragón
Octubre 2013	201310	Mujeres	322	Temporal	Bonificados	Octubre	2013	Aragón
Octubre 2013	201310	Hombres	21014	Temporal	No bonificados	Octubre	2013	Aragón
Octubre 2013	201310	Mujeres	16756	Temporal	No bonificados	Octubre	2013	Aragón
Septiembre 2013	201309	Hombres	121	Indefinido	Bonificados	Septiembre	2013	Aragón
Septiembre 2013	201309	Mujeres	87	Indefinido	Bonificados	Septiembre	2013	Aragón
Septiembre 2013	201309	Hombres	1244	Indefinido	No bonificados	Septiembre	2013	Aragón
Septiembre 2013	201309	Mujeres	1545	Indefinido	No bonificados	Septiembre	2013	Aragón
Septiembre 2013	201309	Hombres	150	Temporal	Bonificados	Septiembre	2013	Aragón
Septiembre 2013	201309	Mujeres	306	Temporal	Bonificados	Septiembre	2013	Aragón
Septiembre 2013	201309	Hombres	21309	Temporal	No bonificados	Septiembre	2013	Aragón
Septiembre 2013	201309	Mujeres	15726	Temporal	No bonificados	Septiembre	2013	Aragón
Agosto 2013	201308	Hombres	67	Indefinido	Bonificados	Agosto	2013	Aragón
Agosto 2013	201308	Mujeres	31	Indefinido	Bonificados	Agosto	2013	Aragón
Agosto 2013	201308	Hombres	821	Indefinido	No bonificados	Agosto	2013	Aragón
Agosto 2013	201308	Mujeres	746	Indefinido	No bonificados	Agosto	2013	Aragón
Agosto 2013	201308	Hombres	147	Temporal	Bonificados	Agosto	2013	Aragón
Agosto 2013	201308	Mujeres	222	Temporal	Bonificados	Agosto	2013	Aragón
Agosto 2013	201308	Hombres	17645	Temporal	No bonificados	Agosto	2013	Aragón
Agosto 2013	201308	Mujeres	12533	Temporal	No bonificados	Agosto	2013	Aragón
Julio 2013	201307	Hombres	155	Indefinido	Bonificados	Julio	2013	Aragón
Julio 2013	201307	Mujeres	91	Indefinido	Bonificados	Julio	2013	Aragón
Julio 2013	201307	Hombres	1143	Indefinido	No bonificados	Julio	2013	Aragón
Julio 2013	201307	Mujeres	1063	Indefinido	No bonificados	Julio	2013	Aragón
Julio 2013	201307	Hombres	173	Temporal	Bonificados	Julio	2013	Aragón
Julio 2013	201307	Mujeres	301	Temporal	Bonificados	Julio	2013	Aragón
Julio 2013	201307	Hombres	24357	Temporal	No bonificados	Julio	2013	Aragón
Julio 2013	201307	Mujeres	18012	Temporal	No bonificados	Julio	2013	Aragón
Junio 2013	201306	Hombres	97	Indefinido	Bonificados	Junio	2013	Aragón
Junio 2013	201306	Mujeres	49	Indefinido	Bonificados	Junio	2013	Aragón
Junio 2013	201306	Hombres	1134	Indefinido	No bonificados	Junio	2013	Aragón
Junio 2013	201306	Mujeres	1156	Indefinido	No bonificados	Junio	2013	Aragón
Junio 2013	201306	Hombres	145	Temporal	Bonificados	Junio	2013	Aragón
Junio 2013	201306	Mujeres	264	Temporal	Bonificados	Junio	2013	Aragón
Junio 2013	201306	Hombres	20707	Temporal	No bonificados	Junio	2013	Aragón
Junio 2013	201306	Mujeres	15275	Temporal	No bonificados	Junio	2013	Aragón
Mayo 2013	201305	Hombres	118	Indefinido	Bonificados	Mayo	2013	Aragón
Mayo 2013	201305	Mujeres	86	Indefinido	Bonificados	Mayo	2013	Aragón
Mayo 2013	201305	Hombres	1349	Indefinido	No bonificados	Mayo	2013	Aragón
Mayo 2013	201305	Mujeres	1383	Indefinido	No bonificados	Mayo	2013	Aragón
Mayo 2013	201305	Hombres	130	Temporal	Bonificados	Mayo	2013	Aragón
Mayo 2013	201305	Mujeres	291	Temporal	Bonificados	Mayo	2013	Aragón
Mayo 2013	201305	Hombres	21138	Temporal	No bonificados	Mayo	2013	Aragón
Mayo 2013	201305	Mujeres	14589	Temporal	No bonificados	Mayo	2013	Aragón
Abril 2013	201304	Hombres	105	Indefinido	Bonificados	Abril	2013	Aragón
Abril 2013	201304	Mujeres	70	Indefinido	Bonificados	Abril	2013	Aragón
Abril 2013	201304	Hombres	1288	Indefinido	No bonificados	Abril	2013	Aragón
Abril 2013	201304	Mujeres	1378	Indefinido	No bonificados	Abril	2013	Aragón
Abril 2013	201304	Hombres	127	Temporal	Bonificados	Abril	2013	Aragón
Abril 2013	201304	Mujeres	287	Temporal	Bonificados	Abril	2013	Aragón
Abril 2013	201304	Hombres	14059	Temporal	No bonificados	Abril	2013	Aragón
Abril 2013	201304	Mujeres	10935	Temporal	No bonificados	Abril	2013	Aragón
Marzo 2013	201303	Hombres	104	Indefinido	Bonificados	Marzo	2013	Aragón
Marzo 2013	201303	Mujeres	47	Indefinido	Bonificados	Marzo	2013	Aragón
Marzo 2013	201303	Hombres	1205	Indefinido	No bonificados	Marzo	2013	Aragón
Marzo 2013	201303	Mujeres	1344	Indefinido	No bonificados	Marzo	2013	Aragón
Marzo 2013	201303	Hombres	107	Temporal	Bonificados	Marzo	2013	Aragón
Marzo 2013	201303	Mujeres	236	Temporal	Bonificados	Marzo	2013	Aragón
Marzo 2013	201303	Hombres	11288	Temporal	No bonificados	Marzo	2013	Aragón
Marzo 2013	201303	Mujeres	9579	Temporal	No bonificados	Marzo	2013	Aragón
Febrero 2013	201302	Hombres	84	Indefinido	Bonificados	Febrero	2013	Aragón
Febrero 2013	201302	Mujeres	51	Indefinido	Bonificados	Febrero	2013	Aragón
Febrero 2013	201302	Hombres	1067	Indefinido	No bonificados	Febrero	2013	Aragón
Febrero 2013	201302	Mujeres	1116	Indefinido	No bonificados	Febrero	2013	Aragón
Febrero 2013	201302	Hombres	101	Temporal	Bonificados	Febrero	2013	Aragón
Febrero 2013	201302	Mujeres	244	Temporal	Bonificados	Febrero	2013	Aragón
Febrero 2013	201302	Hombres	10353	Temporal	No bonificados	Febrero	2013	Aragón
Febrero 2013	201302	Mujeres	8783	Temporal	No bonificados	Febrero	2013	Aragón
Enero 2013	201301	Hombres	73	Indefinido	Bonificados	Enero	2013	Aragón
Enero 2013	201301	Mujeres	48	Indefinido	Bonificados	Enero	2013	Aragón
Enero 2013	201301	Hombres	1367	Indefinido	No bonificados	Enero	2013	Aragón
Enero 2013	201301	Mujeres	1339	Indefinido	No bonificados	Enero	2013	Aragón
Enero 2013	201301	Hombres	109	Temporal	Bonificados	Enero	2013	Aragón
Enero 2013	201301	Mujeres	209	Temporal	Bonificados	Enero	2013	Aragón
Enero 2013	201301	Hombres	12529	Temporal	No bonificados	Enero	2013	Aragón
Enero 2013	201301	Mujeres	10897	Temporal	No bonificados	Enero	2013	Aragón
Diciembre 2012	201212	Hombres	50	Indefinido	Bonificados	Diciembre	2012	Aragón
Diciembre 2012	201212	Mujeres	35	Indefinido	Bonificados	Diciembre	2012	Aragón
Diciembre 2012	201212	Hombres	1046	Indefinido	No bonificados	Diciembre	2012	Aragón
Diciembre 2012	201212	Mujeres	1083	Indefinido	No bonificados	Diciembre	2012	Aragón
Diciembre 2012	201212	Hombres	93	Temporal	Bonificados	Diciembre	2012	Aragón
Diciembre 2012	201212	Mujeres	192	Temporal	Bonificados	Diciembre	2012	Aragón
Diciembre 2012	201212	Hombres	10990	Temporal	No bonificados	Diciembre	2012	Aragón
Diciembre 2012	201212	Mujeres	10680	Temporal	No bonificados	Diciembre	2012	Aragón
Noviembre 2012	201211	Hombres	68	Indefinido	Bonificados	Noviembre	2012	Aragón
Noviembre 2012	201211	Mujeres	59	Indefinido	Bonificados	Noviembre	2012	Aragón
Noviembre 2012	201211	Hombres	1099	Indefinido	No bonificados	Noviembre	2012	Aragón
Noviembre 2012	201211	Mujeres	1426	Indefinido	No bonificados	Noviembre	2012	Aragón
Noviembre 2012	201211	Hombres	125	Temporal	Bonificados	Noviembre	2012	Aragón
Noviembre 2012	201211	Mujeres	212	Temporal	Bonificados	Noviembre	2012	Aragón
Noviembre 2012	201211	Hombres	13502	Temporal	No bonificados	Noviembre	2012	Aragón
Noviembre 2012	201211	Mujeres	11934	Temporal	No bonificados	Noviembre	2012	Aragón
Octubre 2012	201210	Hombres	111	Indefinido	Bonificados	Octubre	2012	Aragón
Octubre 2012	201210	Mujeres	80	Indefinido	Bonificados	Octubre	2012	Aragón
Octubre 2012	201210	Hombres	1324	Indefinido	No bonificados	Octubre	2012	Aragón
Octubre 2012	201210	Mujeres	2076	Indefinido	No bonificados	Octubre	2012	Aragón
Octubre 2012	201210	Hombres	147	Temporal	Bonificados	Octubre	2012	Aragón
Octubre 2012	201210	Mujeres	300	Temporal	Bonificados	Octubre	2012	Aragón
Octubre 2012	201210	Hombres	17780	Temporal	No bonificados	Octubre	2012	Aragón
Octubre 2012	201210	Mujeres	16116	Temporal	No bonificados	Octubre	2012	Aragón
Septiembre 2012	201209	Hombres	111	Indefinido	Bonificados	Septiembre	2012	Aragón
Septiembre 2012	201209	Mujeres	64	Indefinido	Bonificados	Septiembre	2012	Aragón
Septiembre 2012	201209	Hombres	1270	Indefinido	No bonificados	Septiembre	2012	Aragón
Septiembre 2012	201209	Mujeres	2207	Indefinido	No bonificados	Septiembre	2012	Aragón
Septiembre 2012	201209	Hombres	179	Temporal	Bonificados	Septiembre	2012	Aragón
Septiembre 2012	201209	Mujeres	278	Temporal	Bonificados	Septiembre	2012	Aragón
Septiembre 2012	201209	Hombres	18847	Temporal	No bonificados	Septiembre	2012	Aragón
Septiembre 2012	201209	Mujeres	15086	Temporal	No bonificados	Septiembre	2012	Aragón
Agosto 2012	201208	Hombres	73	Indefinido	Bonificados	Agosto	2012	Aragón
Agosto 2012	201208	Mujeres	43	Indefinido	Bonificados	Agosto	2012	Aragón
Agosto 2012	201208	Hombres	881	Indefinido	No bonificados	Agosto	2012	Aragón
Agosto 2012	201208	Mujeres	1383	Indefinido	No bonificados	Agosto	2012	Aragón
Agosto 2012	201208	Hombres	98	Temporal	Bonificados	Agosto	2012	Aragón
Agosto 2012	201208	Mujeres	192	Temporal	Bonificados	Agosto	2012	Aragón
Agosto 2012	201208	Hombres	18033	Temporal	No bonificados	Agosto	2012	Aragón
Agosto 2012	201208	Mujeres	12770	Temporal	No bonificados	Agosto	2012	Aragón
Julio 2012	201207	Hombres	113	Indefinido	Bonificados	Julio	2012	Aragón
Julio 2012	201207	Mujeres	92	Indefinido	Bonificados	Julio	2012	Aragón
Julio 2012	201207	Hombres	1322	Indefinido	No bonificados	Julio	2012	Aragón
Julio 2012	201207	Mujeres	4232	Indefinido	No bonificados	Julio	2012	Aragón
Julio 2012	201207	Hombres	153	Temporal	Bonificados	Julio	2012	Aragón
Julio 2012	201207	Mujeres	245	Temporal	Bonificados	Julio	2012	Aragón
Julio 2012	201207	Hombres	20928	Temporal	No bonificados	Julio	2012	Aragón
Julio 2012	201207	Mujeres	17297	Temporal	No bonificados	Julio	2012	Aragón
Junio 2012	201206	Hombres	102	Indefinido	Bonificados	Junio	2012	Aragón
Junio 2012	201206	Mujeres	77	Indefinido	Bonificados	Junio	2012	Aragón
Junio 2012	201206	Hombres	1447	Indefinido	No bonificados	Junio	2012	Aragón
Junio 2012	201206	Mujeres	3480	Indefinido	No bonificados	Junio	2012	Aragón
Junio 2012	201206	Hombres	159	Temporal	Bonificados	Junio	2012	Aragón
Junio 2012	201206	Mujeres	292	Temporal	Bonificados	Junio	2012	Aragón
Junio 2012	201206	Hombres	20264	Temporal	No bonificados	Junio	2012	Aragón
Junio 2012	201206	Mujeres	16611	Temporal	No bonificados	Junio	2012	Aragón
Mayo 2012	201205	Hombres	115	Indefinido	Bonificados	Mayo	2012	Aragón
Mayo 2012	201205	Mujeres	72	Indefinido	Bonificados	Mayo	2012	Aragón
Mayo 2012	201205	Hombres	1600	Indefinido	No bonificados	Mayo	2012	Aragón
Mayo 2012	201205	Mujeres	2187	Indefinido	No bonificados	Mayo	2012	Aragón
Mayo 2012	201205	Hombres	138	Temporal	Bonificados	Mayo	2012	Aragón
Mayo 2012	201205	Mujeres	286	Temporal	Bonificados	Mayo	2012	Aragón
Mayo 2012	201205	Hombres	21523	Temporal	No bonificados	Mayo	2012	Aragón
Mayo 2012	201205	Mujeres	15058	Temporal	No bonificados	Mayo	2012	Aragón
Abril 2012	201204	Hombres	135	Indefinido	Bonificados	Abril	2012	Aragón
Abril 2012	201204	Mujeres	100	Indefinido	Bonificados	Abril	2012	Aragón
Abril 2012	201204	Hombres	1352	Indefinido	No bonificados	Abril	2012	Aragón
Abril 2012	201204	Mujeres	1976	Indefinido	No bonificados	Abril	2012	Aragón
Abril 2012	201204	Hombres	100	Temporal	Bonificados	Abril	2012	Aragón
Abril 2012	201204	Mujeres	257	Temporal	Bonificados	Abril	2012	Aragón
Abril 2012	201204	Hombres	12529	Temporal	No bonificados	Abril	2012	Aragón
Abril 2012	201204	Mujeres	10153	Temporal	No bonificados	Abril	2012	Aragón
Marzo 2012	201203	Hombres	184	Indefinido	Bonificados	Marzo	2012	Aragón
Marzo 2012	201203	Mujeres	152	Indefinido	Bonificados	Marzo	2012	Aragón
Marzo 2012	201203	Hombres	1441	Indefinido	No bonificados	Marzo	2012	Aragón
Marzo 2012	201203	Mujeres	2037	Indefinido	No bonificados	Marzo	2012	Aragón
Marzo 2012	201203	Hombres	147	Temporal	Bonificados	Marzo	2012	Aragón
Marzo 2012	201203	Mujeres	256	Temporal	Bonificados	Marzo	2012	Aragón
Marzo 2012	201203	Hombres	12711	Temporal	No bonificados	Marzo	2012	Aragón
Marzo 2012	201203	Mujeres	10905	Temporal	No bonificados	Marzo	2012	Aragón
Febrero 2012	201202	Hombres	36	Indefinido	Bonificados	Febrero	2012	Aragón
Febrero 2012	201202	Mujeres	18	Indefinido	Bonificados	Febrero	2012	Aragón
Febrero 2012	201202	Hombres	1171	Indefinido	No bonificados	Febrero	2012	Aragón
Febrero 2012	201202	Mujeres	1574	Indefinido	No bonificados	Febrero	2012	Aragón
Febrero 2012	201202	Hombres	124	Temporal	Bonificados	Febrero	2012	Aragón
Febrero 2012	201202	Mujeres	252	Temporal	Bonificados	Febrero	2012	Aragón
Febrero 2012	201202	Hombres	12431	Temporal	No bonificados	Febrero	2012	Aragón
Febrero 2012	201202	Mujeres	10806	Temporal	No bonificados	Febrero	2012	Aragón
Enero 2012	201201	Hombres	35	Indefinido	Bonificados	Enero	2012	Aragón
Enero 2012	201201	Mujeres	22	Indefinido	Bonificados	Enero	2012	Aragón
Enero 2012	201201	Hombres	1271	Indefinido	No bonificados	Enero	2012	Aragón
Enero 2012	201201	Mujeres	919	Indefinido	No bonificados	Enero	2012	Aragón
Enero 2012	201201	Hombres	101	Temporal	Bonificados	Enero	2012	Aragón
Enero 2012	201201	Mujeres	273	Temporal	Bonificados	Enero	2012	Aragón
Enero 2012	201201	Hombres	12844	Temporal	No bonificados	Enero	2012	Aragón
Enero 2012	201201	Mujeres	11000	Temporal	No bonificados	Enero	2012	Aragón
Diciembre 2011	201112	Hombres	55	Indefinido	Bonificados	Diciembre	2011	Aragón
Diciembre 2011	201112	Mujeres	34	Indefinido	Bonificados	Diciembre	2011	Aragón
Diciembre 2011	201112	Hombres	842	Indefinido	No bonificados	Diciembre	2011	Aragón
