Mes (código)	Mes y año	Provincia código	Provincia nombre	Edad (Grupos Quinquenales 2010)	Sexo	Afiliaciones en alta
201712	Diciembre 2017	50	Zaragoza	Sin clasificar	Mujeres	4
201709	Septiembre 2017	22	Huesca	16-19	Hombres	423
201709	Septiembre 2017	22	Huesca	16-19	Mujeres	203
201709	Septiembre 2017	22	Huesca	20-24	Hombres	2397
201709	Septiembre 2017	22	Huesca	20-24	Mujeres	1435
201709	Septiembre 2017	22	Huesca	25-29	Hombres	3985
201709	Septiembre 2017	22	Huesca	25-29	Mujeres	3123
201709	Septiembre 2017	22	Huesca	30-34	Hombres	5152
201709	Septiembre 2017	22	Huesca	30-34	Mujeres	4253
201709	Septiembre 2017	22	Huesca	35-39	Hombres	7226
201709	Septiembre 2017	22	Huesca	35-39	Mujeres	5531
201709	Septiembre 2017	22	Huesca	40-44	Hombres	7868
201709	Septiembre 2017	22	Huesca	40-44	Mujeres	6362
201709	Septiembre 2017	22	Huesca	45-49	Hombres	7487
201709	Septiembre 2017	22	Huesca	45-49	Mujeres	6114
201709	Septiembre 2017	22	Huesca	50-54	Hombres	7150
201709	Septiembre 2017	22	Huesca	50-54	Mujeres	5839
201709	Septiembre 2017	22	Huesca	55-59	Hombres	6197
201709	Septiembre 2017	22	Huesca	55-59	Mujeres	4813
201709	Septiembre 2017	22	Huesca	60-64	Hombres	3886
201709	Septiembre 2017	22	Huesca	60-64	Mujeres	2875
201709	Septiembre 2017	22	Huesca	65-69	Hombres	597
201709	Septiembre 2017	22	Huesca	65-69	Mujeres	460
201709	Septiembre 2017	22	Huesca	Más de 69	Hombres	222
201709	Septiembre 2017	22	Huesca	Más de 69	Mujeres	109
201709	Septiembre 2017	44	Teruel	16-19	Hombres	217
201709	Septiembre 2017	44	Teruel	16-19	Mujeres	111
201709	Septiembre 2017	44	Teruel	20-24	Hombres	1330
201709	Septiembre 2017	44	Teruel	20-24	Mujeres	825
201709	Septiembre 2017	44	Teruel	25-29	Hombres	2393
201709	Septiembre 2017	44	Teruel	25-29	Mujeres	1874
201709	Septiembre 2017	44	Teruel	30-34	Hombres	3261
201709	Septiembre 2017	44	Teruel	30-34	Mujeres	2556
201709	Septiembre 2017	44	Teruel	35-39	Hombres	4126
201709	Septiembre 2017	44	Teruel	35-39	Mujeres	3069
201709	Septiembre 2017	44	Teruel	40-44	Hombres	4455
201709	Septiembre 2017	44	Teruel	40-44	Mujeres	3472
201709	Septiembre 2017	44	Teruel	45-49	Hombres	4302
201709	Septiembre 2017	44	Teruel	45-49	Mujeres	3460
201709	Septiembre 2017	44	Teruel	50-54	Hombres	4480
201709	Septiembre 2017	44	Teruel	50-54	Mujeres	3446
201709	Septiembre 2017	44	Teruel	55-59	Hombres	3705
201709	Septiembre 2017	44	Teruel	55-59	Mujeres	2811
201709	Septiembre 2017	44	Teruel	60-64	Hombres	2045
201709	Septiembre 2017	44	Teruel	60-64	Mujeres	1663
201709	Septiembre 2017	44	Teruel	65-69	Hombres	185
201709	Septiembre 2017	44	Teruel	65-69	Mujeres	193
201709	Septiembre 2017	44	Teruel	Más de 69	Hombres	42
201709	Septiembre 2017	44	Teruel	Más de 69	Mujeres	23
201709	Septiembre 2017	50	Zaragoza	16-19	Hombres	1652
201709	Septiembre 2017	50	Zaragoza	16-19	Mujeres	940
201709	Septiembre 2017	50	Zaragoza	20-24	Hombres	10378
201709	Septiembre 2017	50	Zaragoza	20-24	Mujeres	8414
201709	Septiembre 2017	50	Zaragoza	25-29	Hombres	17579
201709	Septiembre 2017	50	Zaragoza	25-29	Mujeres	16732
201709	Septiembre 2017	50	Zaragoza	30-34	Hombres	22563
201709	Septiembre 2017	50	Zaragoza	30-34	Mujeres	20921
201709	Septiembre 2017	50	Zaragoza	35-39	Hombres	30103
201709	Septiembre 2017	50	Zaragoza	35-39	Mujeres	26682
201709	Septiembre 2017	50	Zaragoza	40-44	Hombres	35532
201709	Septiembre 2017	50	Zaragoza	40-44	Mujeres	30161
201709	Septiembre 2017	50	Zaragoza	45-49	Hombres	32648
201709	Septiembre 2017	50	Zaragoza	45-49	Mujeres	28297
201709	Septiembre 2017	50	Zaragoza	50-54	Hombres	29346
201709	Septiembre 2017	50	Zaragoza	50-54	Mujeres	25374
201709	Septiembre 2017	50	Zaragoza	55-59	Hombres	24308
201709	Septiembre 2017	50	Zaragoza	55-59	Mujeres	20078
201709	Septiembre 2017	50	Zaragoza	60-64	Hombres	14677
201709	Septiembre 2017	50	Zaragoza	60-64	Mujeres	12005
201709	Septiembre 2017	50	Zaragoza	65-69	Hombres	1442
201709	Septiembre 2017	50	Zaragoza	65-69	Mujeres	1273
201709	Septiembre 2017	50	Zaragoza	Más de 69	Hombres	475
201709	Septiembre 2017	50	Zaragoza	Más de 69	Mujeres	321
201709	Septiembre 2017	50	Zaragoza	Sin clasificar	Mujeres	6
201706	Junio 2017	22	Huesca	16-19	Hombres	931
201706	Junio 2017	22	Huesca	16-19	Mujeres	472
201706	Junio 2017	22	Huesca	20-24	Hombres	2956
201706	Junio 2017	22	Huesca	20-24	Mujeres	1783
201706	Junio 2017	22	Huesca	25-29	Hombres	4451
201706	Junio 2017	22	Huesca	25-29	Mujeres	3385
201706	Junio 2017	22	Huesca	30-34	Hombres	5854
201706	Junio 2017	22	Huesca	30-34	Mujeres	4485
201706	Junio 2017	22	Huesca	35-39	Hombres	8205
201706	Junio 2017	22	Huesca	35-39	Mujeres	5933
201706	Junio 2017	22	Huesca	40-44	Hombres	8655
201706	Junio 2017	22	Huesca	40-44	Mujeres	6527
201706	Junio 2017	22	Huesca	45-49	Hombres	8027
201706	Junio 2017	22	Huesca	45-49	Mujeres	6269
201706	Junio 2017	22	Huesca	50-54	Hombres	7590
201706	Junio 2017	22	Huesca	50-54	Mujeres	5798
201706	Junio 2017	22	Huesca	55-59	Hombres	6283
201706	Junio 2017	22	Huesca	55-59	Mujeres	4672
201706	Junio 2017	22	Huesca	60-64	Hombres	3945
201706	Junio 2017	22	Huesca	60-64	Mujeres	2788
201706	Junio 2017	22	Huesca	65-69	Hombres	591
201706	Junio 2017	22	Huesca	65-69	Mujeres	439
201706	Junio 2017	22	Huesca	Más de 69	Hombres	202
201706	Junio 2017	22	Huesca	Más de 69	Mujeres	100
201706	Junio 2017	44	Teruel	16-19	Hombres	313
201706	Junio 2017	44	Teruel	16-19	Mujeres	132
201706	Junio 2017	44	Teruel	20-24	Hombres	1386
201706	Junio 2017	44	Teruel	20-24	Mujeres	827
201706	Junio 2017	44	Teruel	25-29	Hombres	2364
201706	Junio 2017	44	Teruel	25-29	Mujeres	1908
201706	Junio 2017	44	Teruel	30-34	Hombres	3335
201706	Junio 2017	44	Teruel	30-34	Mujeres	2560
201706	Junio 2017	44	Teruel	35-39	Hombres	4101
201706	Junio 2017	44	Teruel	35-39	Mujeres	3071
201706	Junio 2017	44	Teruel	40-44	Hombres	4438
201706	Junio 2017	44	Teruel	40-44	Mujeres	3423
201706	Junio 2017	44	Teruel	45-49	Hombres	4335
201706	Junio 2017	44	Teruel	45-49	Mujeres	3383
201706	Junio 2017	44	Teruel	50-54	Hombres	4422
201706	Junio 2017	44	Teruel	50-54	Mujeres	3337
201706	Junio 2017	44	Teruel	55-59	Hombres	3678
201706	Junio 2017	44	Teruel	55-59	Mujeres	2713
201706	Junio 2017	44	Teruel	60-64	Hombres	1998
201706	Junio 2017	44	Teruel	60-64	Mujeres	1625
201706	Junio 2017	44	Teruel	65-69	Hombres	168
201706	Junio 2017	44	Teruel	65-69	Mujeres	186
201706	Junio 2017	44	Teruel	Más de 69	Hombres	41
201706	Junio 2017	44	Teruel	Más de 69	Mujeres	25
201706	Junio 2017	50	Zaragoza	16-19	Hombres	1914
201706	Junio 2017	50	Zaragoza	16-19	Mujeres	967
201706	Junio 2017	50	Zaragoza	20-24	Hombres	10426
201706	Junio 2017	50	Zaragoza	20-24	Mujeres	8330
201706	Junio 2017	50	Zaragoza	25-29	Hombres	17514
201706	Junio 2017	50	Zaragoza	25-29	Mujeres	16446
201706	Junio 2017	50	Zaragoza	30-34	Hombres	22669
201706	Junio 2017	50	Zaragoza	30-34	Mujeres	20764
201706	Junio 2017	50	Zaragoza	35-39	Hombres	30500
201706	Junio 2017	50	Zaragoza	35-39	Mujeres	26695
201706	Junio 2017	50	Zaragoza	40-44	Hombres	35515
201706	Junio 2017	50	Zaragoza	40-44	Mujeres	29564
201706	Junio 2017	50	Zaragoza	45-49	Hombres	32712
201706	Junio 2017	50	Zaragoza	45-49	Mujeres	27504
201706	Junio 2017	50	Zaragoza	50-54	Hombres	29125
201706	Junio 2017	50	Zaragoza	50-54	Mujeres	24003
201706	Junio 2017	50	Zaragoza	55-59	Hombres	24106
201706	Junio 2017	50	Zaragoza	55-59	Mujeres	18994
201706	Junio 2017	50	Zaragoza	60-64	Hombres	14549
201706	Junio 2017	50	Zaragoza	60-64	Mujeres	11404
201706	Junio 2017	50	Zaragoza	65-69	Hombres	1391
201706	Junio 2017	50	Zaragoza	65-69	Mujeres	1210
201706	Junio 2017	50	Zaragoza	Más de 69	Hombres	448
201706	Junio 2017	50	Zaragoza	Más de 69	Mujeres	318
201706	Junio 2017	50	Zaragoza	Sin clasificar	Mujeres	6
201703	Marzo 2017	22	Huesca	16-19	Hombres	346
201703	Marzo 2017	22	Huesca	16-19	Mujeres	167
201703	Marzo 2017	22	Huesca	20-24	Hombres	2223
201703	Marzo 2017	22	Huesca	20-24	Mujeres	1323
201703	Marzo 2017	22	Huesca	25-29	Hombres	3862
201703	Marzo 2017	22	Huesca	25-29	Mujeres	3177
201703	Marzo 2017	22	Huesca	30-34	Hombres	5277
201703	Marzo 2017	22	Huesca	30-34	Mujeres	4231
201703	Marzo 2017	22	Huesca	35-39	Hombres	7300
201703	Marzo 2017	22	Huesca	35-39	Mujeres	5671
201703	Marzo 2017	22	Huesca	40-44	Hombres	7592
201703	Marzo 2017	22	Huesca	40-44	Mujeres	6069
201703	Marzo 2017	22	Huesca	45-49	Hombres	7194
201703	Marzo 2017	22	Huesca	45-49	Mujeres	5924
201703	Marzo 2017	22	Huesca	50-54	Hombres	7085
201703	Marzo 2017	22	Huesca	50-54	Mujeres	5688
201703	Marzo 2017	22	Huesca	55-59	Hombres	5945
201703	Marzo 2017	22	Huesca	55-59	Mujeres	4658
201703	Marzo 2017	22	Huesca	60-64	Hombres	3807
201703	Marzo 2017	22	Huesca	60-64	Mujeres	2747
201703	Marzo 2017	22	Huesca	65-69	Hombres	563
201703	Marzo 2017	22	Huesca	65-69	Mujeres	425
201703	Marzo 2017	22	Huesca	Más de 69	Hombres	197
201703	Marzo 2017	22	Huesca	Más de 69	Mujeres	99
201703	Marzo 2017	44	Teruel	16-19	Hombres	184
201703	Marzo 2017	44	Teruel	16-19	Mujeres	64
201703	Marzo 2017	44	Teruel	20-24	Hombres	1252
201703	Marzo 2017	44	Teruel	20-24	Mujeres	718
201703	Marzo 2017	44	Teruel	25-29	Hombres	2317
201703	Marzo 2017	44	Teruel	25-29	Mujeres	1922
201703	Marzo 2017	44	Teruel	30-34	Hombres	3284
201703	Marzo 2017	44	Teruel	30-34	Mujeres	2533
201703	Marzo 2017	44	Teruel	35-39	Hombres	4026
201703	Marzo 2017	44	Teruel	35-39	Mujeres	3040
201703	Marzo 2017	44	Teruel	40-44	Hombres	4326
201703	Marzo 2017	44	Teruel	40-44	Mujeres	3265
201703	Marzo 2017	44	Teruel	45-49	Hombres	4198
201703	Marzo 2017	44	Teruel	45-49	Mujeres	3272
201703	Marzo 2017	44	Teruel	50-54	Hombres	4334
201703	Marzo 2017	44	Teruel	50-54	Mujeres	3254
201703	Marzo 2017	44	Teruel	55-59	Hombres	3560
201703	Marzo 2017	44	Teruel	55-59	Mujeres	2682
201703	Marzo 2017	44	Teruel	60-64	Hombres	1939
201703	Marzo 2017	44	Teruel	60-64	Mujeres	1611
201703	Marzo 2017	44	Teruel	65-69	Hombres	167
201703	Marzo 2017	44	Teruel	65-69	Mujeres	172
201703	Marzo 2017	44	Teruel	Más de 69	Hombres	38
201703	Marzo 2017	44	Teruel	Más de 69	Mujeres	28
201703	Marzo 2017	50	Zaragoza	16-19	Hombres	1142
201703	Marzo 2017	50	Zaragoza	16-19	Mujeres	714
201703	Marzo 2017	50	Zaragoza	20-24	Hombres	8991
201703	Marzo 2017	50	Zaragoza	20-24	Mujeres	7832
201703	Marzo 2017	50	Zaragoza	25-29	Hombres	16674
201703	Marzo 2017	50	Zaragoza	25-29	Mujeres	16328
201703	Marzo 2017	50	Zaragoza	30-34	Hombres	22065
201703	Marzo 2017	50	Zaragoza	30-34	Mujeres	20598
201703	Marzo 2017	50	Zaragoza	35-39	Hombres	29668
201703	Marzo 2017	50	Zaragoza	35-39	Mujeres	26502
201703	Marzo 2017	50	Zaragoza	40-44	Hombres	34217
201703	Marzo 2017	50	Zaragoza	40-44	Mujeres	29250
201703	Marzo 2017	50	Zaragoza	45-49	Hombres	31117
201703	Marzo 2017	50	Zaragoza	45-49	Mujeres	27091
201703	Marzo 2017	50	Zaragoza	50-54	Hombres	28149
201703	Marzo 2017	50	Zaragoza	50-54	Mujeres	24113
201703	Marzo 2017	50	Zaragoza	55-59	Hombres	23256
201703	Marzo 2017	50	Zaragoza	55-59	Mujeres	19001
201703	Marzo 2017	50	Zaragoza	60-64	Hombres	14045
201703	Marzo 2017	50	Zaragoza	60-64	Mujeres	11378
201703	Marzo 2017	50	Zaragoza	65-69	Hombres	1321
201703	Marzo 2017	50	Zaragoza	65-69	Mujeres	1202
201703	Marzo 2017	50	Zaragoza	Más de 69	Hombres	429
201703	Marzo 2017	50	Zaragoza	Más de 69	Mujeres	308
201703	Marzo 2017	50	Zaragoza	Sin clasificar	Mujeres	5
201612	Diciembre 2016	22	Huesca	16-19	Hombres	353
201612	Diciembre 2016	22	Huesca	16-19	Mujeres	194
201612	Diciembre 2016	22	Huesca	20-24	Hombres	2243
201612	Diciembre 2016	22	Huesca	20-24	Mujeres	1457
201612	Diciembre 2016	22	Huesca	25-29	Hombres	3904
201612	Diciembre 2016	22	Huesca	25-29	Mujeres	3266
201612	Diciembre 2016	22	Huesca	30-34	Hombres	5346
201612	Diciembre 2016	22	Huesca	30-34	Mujeres	4317
201612	Diciembre 2016	22	Huesca	35-39	Hombres	7343
201612	Diciembre 2016	22	Huesca	35-39	Mujeres	5702
201612	Diciembre 2016	22	Huesca	40-44	Hombres	7540
201612	Diciembre 2016	22	Huesca	40-44	Mujeres	6078
201612	Diciembre 2016	22	Huesca	45-49	Hombres	7156
201612	Diciembre 2016	22	Huesca	45-49	Mujeres	5980
201612	Diciembre 2016	22	Huesca	50-54	Hombres	7077
201612	Diciembre 2016	22	Huesca	50-54	Mujeres	5672
201612	Diciembre 2016	22	Huesca	55-59	Hombres	5939
201612	Diciembre 2016	22	Huesca	55-59	Mujeres	4608
201612	Diciembre 2016	22	Huesca	60-64	Hombres	3744
201612	Diciembre 2016	22	Huesca	60-64	Mujeres	2716
201612	Diciembre 2016	22	Huesca	65-69	Hombres	558
201612	Diciembre 2016	22	Huesca	65-69	Mujeres	400
201612	Diciembre 2016	22	Huesca	Más de 69	Hombres	201
201612	Diciembre 2016	22	Huesca	Más de 69	Mujeres	98
201612	Diciembre 2016	44	Teruel	16-19	Hombres	167
201612	Diciembre 2016	44	Teruel	16-19	Mujeres	79
201612	Diciembre 2016	44	Teruel	20-24	Hombres	1207
201612	Diciembre 2016	44	Teruel	20-24	Mujeres	730
201612	Diciembre 2016	44	Teruel	25-29	Hombres	2283
201612	Diciembre 2016	44	Teruel	25-29	Mujeres	1914
201612	Diciembre 2016	44	Teruel	30-34	Hombres	3176
201612	Diciembre 2016	44	Teruel	30-34	Mujeres	2533
201612	Diciembre 2016	44	Teruel	35-39	Hombres	4008
201612	Diciembre 2016	44	Teruel	35-39	Mujeres	3034
201612	Diciembre 2016	44	Teruel	40-44	Hombres	4212
201612	Diciembre 2016	44	Teruel	40-44	Mujeres	3230
201612	Diciembre 2016	44	Teruel	45-49	Hombres	4186
201612	Diciembre 2016	44	Teruel	45-49	Mujeres	3305
201612	Diciembre 2016	44	Teruel	50-54	Hombres	4252
201612	Diciembre 2016	44	Teruel	50-54	Mujeres	3223
201612	Diciembre 2016	44	Teruel	55-59	Hombres	3510
201612	Diciembre 2016	44	Teruel	55-59	Mujeres	2682
201612	Diciembre 2016	44	Teruel	60-64	Hombres	1922
201612	Diciembre 2016	44	Teruel	60-64	Mujeres	1561
201612	Diciembre 2016	44	Teruel	65-69	Hombres	147
201612	Diciembre 2016	44	Teruel	65-69	Mujeres	155
201612	Diciembre 2016	44	Teruel	Más de 69	Hombres	41
201612	Diciembre 2016	44	Teruel	Más de 69	Mujeres	28
201612	Diciembre 2016	50	Zaragoza	16-19	Hombres	1134
201612	Diciembre 2016	50	Zaragoza	16-19	Mujeres	767
201612	Diciembre 2016	50	Zaragoza	20-24	Hombres	8706
201612	Diciembre 2016	50	Zaragoza	20-24	Mujeres	8194
201612	Diciembre 2016	50	Zaragoza	25-29	Hombres	16294
201612	Diciembre 2016	50	Zaragoza	25-29	Mujeres	16430
201612	Diciembre 2016	50	Zaragoza	30-34	Hombres	21776
201612	Diciembre 2016	50	Zaragoza	30-34	Mujeres	20821
201612	Diciembre 2016	50	Zaragoza	35-39	Hombres	29304
201612	Diciembre 2016	50	Zaragoza	35-39	Mujeres	26573
201612	Diciembre 2016	50	Zaragoza	40-44	Hombres	33425
201612	Diciembre 2016	50	Zaragoza	40-44	Mujeres	28973
201612	Diciembre 2016	50	Zaragoza	45-49	Hombres	30586
201612	Diciembre 2016	50	Zaragoza	45-49	Mujeres	26961
201612	Diciembre 2016	50	Zaragoza	50-54	Hombres	27935
201612	Diciembre 2016	50	Zaragoza	50-54	Mujeres	23919
201612	Diciembre 2016	50	Zaragoza	55-59	Hombres	22838
201612	Diciembre 2016	50	Zaragoza	55-59	Mujeres	18954
201612	Diciembre 2016	50	Zaragoza	60-64	Hombres	13854
201612	Diciembre 2016	50	Zaragoza	60-64	Mujeres	11309
201612	Diciembre 2016	50	Zaragoza	65-69	Hombres	1296
201612	Diciembre 2016	50	Zaragoza	65-69	Mujeres	1156
201612	Diciembre 2016	50	Zaragoza	Más de 69	Hombres	424
201612	Diciembre 2016	50	Zaragoza	Más de 69	Mujeres	314
201612	Diciembre 2016	50	Zaragoza	Sin clasificar	Mujeres	5
201609	Septiembre 2016	22	Huesca	16-19	Hombres	324
201609	Septiembre 2016	22	Huesca	16-19	Mujeres	157
201609	Septiembre 2016	22	Huesca	20-24	Hombres	2176
201609	Septiembre 2016	22	Huesca	20-24	Mujeres	1331
201609	Septiembre 2016	22	Huesca	25-29	Hombres	3707
201609	Septiembre 2016	22	Huesca	25-29	Mujeres	3141
201609	Septiembre 2016	22	Huesca	30-34	Hombres	5312
201609	Septiembre 2016	22	Huesca	30-34	Mujeres	4196
201609	Septiembre 2016	22	Huesca	35-39	Hombres	7441
201609	Septiembre 2016	22	Huesca	35-39	Mujeres	5641
201609	Septiembre 2016	22	Huesca	40-44	Hombres	7438
201609	Septiembre 2016	22	Huesca	40-44	Mujeres	5951
201609	Septiembre 2016	22	Huesca	45-49	Hombres	7138
201609	Septiembre 2016	22	Huesca	45-49	Mujeres	5925
201609	Septiembre 2016	22	Huesca	50-54	Hombres	7011
201609	Septiembre 2016	22	Huesca	50-54	Mujeres	5585
201609	Septiembre 2016	22	Huesca	55-59	Hombres	5842
201609	Septiembre 2016	22	Huesca	55-59	Mujeres	4527
201609	Septiembre 2016	22	Huesca	60-64	Hombres	3698
201609	Septiembre 2016	22	Huesca	60-64	Mujeres	2683
201609	Septiembre 2016	22	Huesca	65-69	Hombres	538
201609	Septiembre 2016	22	Huesca	65-69	Mujeres	383
201609	Septiembre 2016	22	Huesca	Más de 69	Hombres	189
201609	Septiembre 2016	22	Huesca	Más de 69	Mujeres	85
201609	Septiembre 2016	22	Huesca	Sin clasificar	Mujeres	1
201609	Septiembre 2016	44	Teruel	16-19	Hombres	181
201609	Septiembre 2016	44	Teruel	16-19	Mujeres	67
201609	Septiembre 2016	44	Teruel	20-24	Hombres	1223
201609	Septiembre 2016	44	Teruel	20-24	Mujeres	719
201609	Septiembre 2016	44	Teruel	25-29	Hombres	2352
201609	Septiembre 2016	44	Teruel	25-29	Mujeres	1917
201609	Septiembre 2016	44	Teruel	30-34	Hombres	3289
201609	Septiembre 2016	44	Teruel	30-34	Mujeres	2509
201609	Septiembre 2016	44	Teruel	35-39	Hombres	4121
201609	Septiembre 2016	44	Teruel	35-39	Mujeres	3051
201609	Septiembre 2016	44	Teruel	40-44	Hombres	4277
201609	Septiembre 2016	44	Teruel	40-44	Mujeres	3240
201609	Septiembre 2016	44	Teruel	45-49	Hombres	4274
201609	Septiembre 2016	44	Teruel	45-49	Mujeres	3376
201609	Septiembre 2016	44	Teruel	50-54	Hombres	4321
201609	Septiembre 2016	44	Teruel	50-54	Mujeres	3304
201609	Septiembre 2016	44	Teruel	55-59	Hombres	3539
201609	Septiembre 2016	44	Teruel	55-59	Mujeres	2633
201609	Septiembre 2016	44	Teruel	60-64	Hombres	1909
201609	Septiembre 2016	44	Teruel	60-64	Mujeres	1523
201609	Septiembre 2016	44	Teruel	65-69	Hombres	152
201609	Septiembre 2016	44	Teruel	65-69	Mujeres	154
201609	Septiembre 2016	44	Teruel	Más de 69	Hombres	41
201609	Septiembre 2016	44	Teruel	Más de 69	Mujeres	29
201609	Septiembre 2016	50	Zaragoza	16-19	Hombres	1140
201609	Septiembre 2016	50	Zaragoza	16-19	Mujeres	695
201609	Septiembre 2016	50	Zaragoza	20-24	Hombres	8759
201609	Septiembre 2016	50	Zaragoza	20-24	Mujeres	7479
201609	Septiembre 2016	50	Zaragoza	25-29	Hombres	16541
201609	Septiembre 2016	50	Zaragoza	25-29	Mujeres	16098
201609	Septiembre 2016	50	Zaragoza	30-34	Hombres	22494
201609	Septiembre 2016	50	Zaragoza	30-34	Mujeres	20715
201609	Septiembre 2016	50	Zaragoza	35-39	Hombres	30394
201609	Septiembre 2016	50	Zaragoza	35-39	Mujeres	26693
201609	Septiembre 2016	50	Zaragoza	40-44	Hombres	33911
201609	Septiembre 2016	50	Zaragoza	40-44	Mujeres	28799
201609	Septiembre 2016	50	Zaragoza	45-49	Hombres	30858
201609	Septiembre 2016	50	Zaragoza	45-49	Mujeres	26680
201609	Septiembre 2016	50	Zaragoza	50-54	Hombres	28164
201609	Septiembre 2016	50	Zaragoza	50-54	Mujeres	23622
201609	Septiembre 2016	50	Zaragoza	55-59	Hombres	22759
201609	Septiembre 2016	50	Zaragoza	55-59	Mujeres	18573
201609	Septiembre 2016	50	Zaragoza	60-64	Hombres	13713
201609	Septiembre 2016	50	Zaragoza	60-64	Mujeres	11037
201609	Septiembre 2016	50	Zaragoza	65-69	Hombres	1278
201609	Septiembre 2016	50	Zaragoza	65-69	Mujeres	1117
201609	Septiembre 2016	50	Zaragoza	Más de 69	Hombres	407
201609	Septiembre 2016	50	Zaragoza	Más de 69	Mujeres	307
201609	Septiembre 2016	50	Zaragoza	Sin clasificar	Mujeres	5
201606	Junio 2016	22	Huesca	16-19	Hombres	614
201606	Junio 2016	22	Huesca	16-19	Mujeres	334
201606	Junio 2016	22	Huesca	20-24	Hombres	2690
201606	Junio 2016	22	Huesca	20-24	Mujeres	1711
201606	Junio 2016	22	Huesca	25-29	Hombres	4216
201606	Junio 2016	22	Huesca	25-29	Mujeres	3389
201606	Junio 2016	22	Huesca	30-34	Hombres	5885
201606	Junio 2016	22	Huesca	30-34	Mujeres	4445
201606	Junio 2016	22	Huesca	35-39	Hombres	8147
201606	Junio 2016	22	Huesca	35-39	Mujeres	5870
201606	Junio 2016	22	Huesca	40-44	Hombres	8091
201606	Junio 2016	22	Huesca	40-44	Mujeres	6137
201606	Junio 2016	22	Huesca	45-49	Hombres	7659
201606	Junio 2016	22	Huesca	45-49	Mujeres	6062
201606	Junio 2016	22	Huesca	50-54	Hombres	7124
201606	Junio 2016	22	Huesca	50-54	Mujeres	5562
201606	Junio 2016	22	Huesca	55-59	Hombres	5946
201606	Junio 2016	22	Huesca	55-59	Mujeres	4430
201606	Junio 2016	22	Huesca	60-64	Hombres	3644
201606	Junio 2016	22	Huesca	60-64	Mujeres	2611
201606	Junio 2016	22	Huesca	65-69	Hombres	535
201606	Junio 2016	22	Huesca	65-69	Mujeres	376
201606	Junio 2016	22	Huesca	Más de 69	Hombres	176
201606	Junio 2016	22	Huesca	Más de 69	Mujeres	83
201606	Junio 2016	44	Teruel	16-19	Hombres	240
201606	Junio 2016	44	Teruel	16-19	Mujeres	107
201606	Junio 2016	44	Teruel	20-24	Hombres	1301
201606	Junio 2016	44	Teruel	20-24	Mujeres	790
201606	Junio 2016	44	Teruel	25-29	Hombres	2458
201606	Junio 2016	44	Teruel	25-29	Mujeres	2035
201606	Junio 2016	44	Teruel	30-34	Hombres	3357
201606	Junio 2016	44	Teruel	30-34	Mujeres	2530
201606	Junio 2016	44	Teruel	35-39	Hombres	4201
201606	Junio 2016	44	Teruel	35-39	Mujeres	3106
201606	Junio 2016	44	Teruel	40-44	Hombres	4261
201606	Junio 2016	44	Teruel	40-44	Mujeres	3270
201606	Junio 2016	44	Teruel	45-49	Hombres	4287
201606	Junio 2016	44	Teruel	45-49	Mujeres	3352
201606	Junio 2016	44	Teruel	50-54	Hombres	4295
201606	Junio 2016	44	Teruel	50-54	Mujeres	3200
201606	Junio 2016	44	Teruel	55-59	Hombres	3543
201606	Junio 2016	44	Teruel	55-59	Mujeres	2568
201606	Junio 2016	44	Teruel	60-64	Hombres	1895
201606	Junio 2016	44	Teruel	60-64	Mujeres	1471
201606	Junio 2016	44	Teruel	65-69	Hombres	138
201606	Junio 2016	44	Teruel	65-69	Mujeres	164
201606	Junio 2016	44	Teruel	Más de 69	Hombres	41
201606	Junio 2016	44	Teruel	Más de 69	Mujeres	28
201606	Junio 2016	50	Zaragoza	16-19	Hombres	1647
201606	Junio 2016	50	Zaragoza	16-19	Mujeres	883
201606	Junio 2016	50	Zaragoza	20-24	Hombres	9486
201606	Junio 2016	50	Zaragoza	20-24	Mujeres	7907
201606	Junio 2016	50	Zaragoza	25-29	Hombres	17184
201606	Junio 2016	50	Zaragoza	25-29	Mujeres	16454
201606	Junio 2016	50	Zaragoza	30-34	Hombres	23236
201606	Junio 2016	50	Zaragoza	30-34	Mujeres	21116
201606	Junio 2016	50	Zaragoza	35-39	Hombres	31562
201606	Junio 2016	50	Zaragoza	35-39	Mujeres	26977
201606	Junio 2016	50	Zaragoza	40-44	Hombres	34314
201606	Junio 2016	50	Zaragoza	40-44	Mujeres	28567
201606	Junio 2016	50	Zaragoza	45-49	Hombres	31234
201606	Junio 2016	50	Zaragoza	45-49	Mujeres	26260
201606	Junio 2016	50	Zaragoza	50-54	Hombres	28285
201606	Junio 2016	50	Zaragoza	50-54	Mujeres	22892
201606	Junio 2016	50	Zaragoza	55-59	Hombres	22700
201606	Junio 2016	50	Zaragoza	55-59	Mujeres	17799
201606	Junio 2016	50	Zaragoza	60-64	Hombres	13699
201606	Junio 2016	50	Zaragoza	60-64	Mujeres	10511
201606	Junio 2016	50	Zaragoza	65-69	Hombres	1273
201606	Junio 2016	50	Zaragoza	65-69	Mujeres	1098
201606	Junio 2016	50	Zaragoza	Más de 69	Hombres	404
201606	Junio 2016	50	Zaragoza	Más de 69	Mujeres	302
201606	Junio 2016	50	Zaragoza	Sin clasificar	Mujeres	6
201603	Marzo 2016	22	Huesca	16-19	Hombres	272
201603	Marzo 2016	22	Huesca	16-19	Mujeres	134
201603	Marzo 2016	22	Huesca	20-24	Hombres	2083
201603	Marzo 2016	22	Huesca	20-24	Mujeres	1323
