Municipio código	Municipio nombre	Tipo local	Actividad del local	Número de locales
22195	Quicena	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	2
22195	Quicena	Local comercial	Activo	6
22195	Quicena	Oficinas(incluye también el resto de servicios)	Activo	3
22197	Robres	No aplicable	Inactivo	1
22197	Robres	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
22197	Robres	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
22197	Robres	Local comercial	Activo	14
22197	Robres	Oficinas(incluye también el resto de servicios)	Activo	6
22197	Robres	Local industrial	Activo	1
22199	Sabiñánigo	No aplicable	Inactivo	543
22199	Sabiñánigo	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	14
22199	Sabiñánigo	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	20
22199	Sabiñánigo	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	56
22199	Sabiñánigo	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	20
22199	Sabiñánigo	Local comercial	Activo	250
22199	Sabiñánigo	Oficinas(incluye también el resto de servicios)	Activo	58
22199	Sabiñánigo	Local industrial	Activo	181
22199	Sabiñánigo	Local agrario	Activo	2
22200	Sahún	No aplicable	Inactivo	10
22200	Sahún	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
22200	Sahún	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	10
22200	Sahún	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	2
22200	Sahún	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	2
22200	Sahún	Local comercial	Activo	15
22200	Sahún	Oficinas(incluye también el resto de servicios)	Activo	9
22200	Sahún	Local industrial	Activo	7
22201	Salas Altas	No aplicable	Inactivo	16
22201	Salas Altas	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
22201	Salas Altas	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
22201	Salas Altas	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	2
22201	Salas Altas	Local comercial	Activo	5
22201	Salas Altas	Oficinas(incluye también el resto de servicios)	Activo	3
22202	Salas Bajas	No aplicable	Inactivo	14
22202	Salas Bajas	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
22202	Salas Bajas	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
22202	Salas Bajas	Local comercial	Activo	4
22202	Salas Bajas	Oficinas(incluye también el resto de servicios)	Activo	1
22203	Salillas	Local comercial	Activo	1
22203	Salillas	Oficinas(incluye también el resto de servicios)	Activo	3
22203	Salillas	Local industrial	Activo	2
22204	Sallent de Gállego	No aplicable	Inactivo	38
22204	Sallent de Gállego	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	5
22204	Sallent de Gállego	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	3
22204	Sallent de Gállego	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
22204	Sallent de Gállego	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	5
22204	Sallent de Gállego	Local comercial	Activo	108
22204	Sallent de Gállego	Oficinas(incluye también el resto de servicios)	Activo	27
22204	Sallent de Gállego	Local industrial	Activo	5
22205	San Esteban de Litera	No aplicable	Inactivo	11
22205	San Esteban de Litera	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
22205	San Esteban de Litera	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
22205	San Esteban de Litera	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
22205	San Esteban de Litera	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
22205	San Esteban de Litera	Local comercial	Activo	6
22205	San Esteban de Litera	Oficinas(incluye también el resto de servicios)	Activo	5
22205	San Esteban de Litera	Local industrial	Activo	4
22206	Sangarrén	No aplicable	Inactivo	2
22207	San Juan de Plan	No aplicable	Inactivo	1
22207	San Juan de Plan	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
22207	San Juan de Plan	Local comercial	Activo	5
22207	San Juan de Plan	Oficinas(incluye también el resto de servicios)	Activo	1
22207	San Juan de Plan	Local agrario	Activo	1
22208	Santa Cilia	No aplicable	Inactivo	2
22208	Santa Cilia	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	2
22208	Santa Cilia	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	2
22208	Santa Cilia	Local comercial	Activo	10
22208	Santa Cilia	Oficinas(incluye también el resto de servicios)	Activo	6
22209	Santa Cruz de la Serós	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	2
22209	Santa Cruz de la Serós	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
22209	Santa Cruz de la Serós	Local comercial	Activo	7
22209	Santa Cruz de la Serós	Oficinas(incluye también el resto de servicios)	Activo	4
22212	Santaliestra y San Quílez	No aplicable	Inactivo	3
22212	Santaliestra y San Quílez	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
22212	Santaliestra y San Quílez	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
22212	Santaliestra y San Quílez	Local comercial	Activo	5
22212	Santaliestra y San Quílez	Oficinas(incluye también el resto de servicios)	Activo	1
22213	Sariñena	No aplicable	Inactivo	28
22213	Sariñena	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	5
22213	Sariñena	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	10
22213	Sariñena	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	3
22213	Sariñena	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	16
22213	Sariñena	Local comercial	Activo	145
22213	Sariñena	Oficinas(incluye también el resto de servicios)	Activo	102
22213	Sariñena	Local industrial	Activo	14
22213	Sariñena	Local agrario	Activo	1
22214	Secastilla	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
22214	Secastilla	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	2
22214	Secastilla	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	2
22214	Secastilla	Oficinas(incluye también el resto de servicios)	Activo	4
22214	Secastilla	Local industrial	Activo	1
22215	Seira	No aplicable	Inactivo	5
22215	Seira	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
22215	Seira	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
22215	Seira	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	3
22215	Seira	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
22215	Seira	Local comercial	Activo	1
22215	Seira	Oficinas(incluye también el resto de servicios)	Activo	10
22215	Seira	Local industrial	Activo	3
22217	Sena	No aplicable	Inactivo	8
22217	Sena	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
22217	Sena	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
22217	Sena	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	4
22217	Sena	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	7
22217	Sena	Local comercial	Activo	8
22217	Sena	Oficinas(incluye también el resto de servicios)	Activo	13
22217	Sena	Local industrial	Activo	4
22218	Senés de Alcubierre	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
22218	Senés de Alcubierre	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
22218	Senés de Alcubierre	Oficinas(incluye también el resto de servicios)	Activo	2
22220	Sesa	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
22220	Sesa	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	2
22220	Sesa	Local comercial	Activo	2
22220	Sesa	Oficinas(incluye también el resto de servicios)	Activo	3
22220	Sesa	Local industrial	Activo	2
22221	Sesué	No aplicable	Inactivo	1
22221	Sesué	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
22221	Sesué	Local comercial	Activo	1
22221	Sesué	Oficinas(incluye también el resto de servicios)	Activo	3
22221	Sesué	Local industrial	Activo	1
22222	Siétamo	No aplicable	Inactivo	7
22222	Siétamo	Local comercial	Activo	1
22223	Sopeira	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	4
22225	Tamarite de Litera	No aplicable	Inactivo	99
22225	Tamarite de Litera	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	4
22225	Tamarite de Litera	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	4
22225	Tamarite de Litera	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	3
22225	Tamarite de Litera	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	11
22225	Tamarite de Litera	Local comercial	Activo	103
22225	Tamarite de Litera	Oficinas(incluye también el resto de servicios)	Activo	29
22225	Tamarite de Litera	Local industrial	Activo	41
22225	Tamarite de Litera	Local agrario	Activo	11
22226	Tardienta	No aplicable	Inactivo	53
22226	Tardienta	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	6
22226	Tardienta	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	3
22226	Tardienta	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
22226	Tardienta	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	6
22226	Tardienta	Local comercial	Activo	38
22226	Tardienta	Oficinas(incluye también el resto de servicios)	Activo	35
22226	Tardienta	Local industrial	Activo	15
22227	Tella-Sin	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
22227	Tella-Sin	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
22227	Tella-Sin	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	4
22227	Tella-Sin	Local comercial	Activo	11
22227	Tella-Sin	Oficinas(incluye también el resto de servicios)	Activo	1
22228	Tierz	No aplicable	Inactivo	1
22228	Tierz	Local comercial	Activo	1
22228	Tierz	Oficinas(incluye también el resto de servicios)	Activo	4
22229	Tolva	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
22229	Tolva	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
22229	Tolva	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	2
22229	Tolva	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	3
22229	Tolva	Local comercial	Activo	6
22229	Tolva	Oficinas(incluye también el resto de servicios)	Activo	4
22229	Tolva	Local industrial	Activo	1
22230	Torla	No aplicable	Inactivo	2
22230	Torla	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
22230	Torla	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	2
22230	Torla	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	2
22230	Torla	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
22230	Torla	Local comercial	Activo	26
22230	Torla	Oficinas(incluye también el resto de servicios)	Activo	18
22230	Torla	Local industrial	Activo	2
22232	Torralba de Aragón	No aplicable	Inactivo	2
22232	Torralba de Aragón	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
22232	Torralba de Aragón	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
22232	Torralba de Aragón	Oficinas(incluye también el resto de servicios)	Activo	4
22233	Torre la Ribera	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
22233	Torre la Ribera	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	3
22233	Torre la Ribera	Oficinas(incluye también el resto de servicios)	Activo	3
22234	Torrente de Cinca	No aplicable	Inactivo	6
22234	Torrente de Cinca	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
22234	Torrente de Cinca	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	2
22234	Torrente de Cinca	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	4
22234	Torrente de Cinca	Local comercial	Activo	21
22234	Torrente de Cinca	Oficinas(incluye también el resto de servicios)	Activo	20
22234	Torrente de Cinca	Local industrial	Activo	1
22235	Torres de Alcanadre	Oficinas(incluye también el resto de servicios)	Activo	8
22236	Torres de Barbués	No aplicable	Inactivo	1
22236	Torres de Barbués	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
22236	Torres de Barbués	Local comercial	Activo	1
22236	Torres de Barbués	Oficinas(incluye también el resto de servicios)	Activo	6
22239	Tramaced	No aplicable	Inactivo	2
22239	Tramaced	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
22239	Tramaced	Oficinas(incluye también el resto de servicios)	Activo	3
22242	Valfarta	Oficinas(incluye también el resto de servicios)	Activo	3
22243	Valle de Bardají	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	3
22243	Valle de Bardají	Local comercial	Activo	1
22243	Valle de Bardají	Oficinas(incluye también el resto de servicios)	Activo	1
22244	Valle de Lierp	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	4
22244	Valle de Lierp	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
22244	Valle de Lierp	Local comercial	Activo	1
22244	Valle de Lierp	Oficinas(incluye también el resto de servicios)	Activo	1
22245	Velilla de Cinca	No aplicable	Inactivo	2
22245	Velilla de Cinca	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
22245	Velilla de Cinca	Local comercial	Activo	2
22245	Velilla de Cinca	Oficinas(incluye también el resto de servicios)	Activo	9
22246	Veracruz	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
22246	Veracruz	Local comercial	Activo	1
22246	Veracruz	Oficinas(incluye también el resto de servicios)	Activo	1
22247	Viacamp y Litera	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	4
22248	Vicién	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
22248	Vicién	Oficinas(incluye también el resto de servicios)	Activo	1
22249	Villanova	No aplicable	Inactivo	6
22249	Villanova	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
22249	Villanova	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	4
22249	Villanova	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	3
22249	Villanova	Local comercial	Activo	8
22249	Villanova	Local industrial	Activo	3
22250	Villanúa	No aplicable	Inactivo	1
22250	Villanúa	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
22250	Villanúa	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
22250	Villanúa	Local comercial	Activo	10
22250	Villanúa	Oficinas(incluye también el resto de servicios)	Activo	4
22250	Villanúa	Local industrial	Activo	3
22251	Villanueva de Sigena	No aplicable	Inactivo	4
22251	Villanueva de Sigena	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
22251	Villanueva de Sigena	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	4
22251	Villanueva de Sigena	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	3
22251	Villanueva de Sigena	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	6
22251	Villanueva de Sigena	Local comercial	Activo	10
22251	Villanueva de Sigena	Oficinas(incluye también el resto de servicios)	Activo	27
22251	Villanueva de Sigena	Local industrial	Activo	5
22251	Villanueva de Sigena	Local agrario	Activo	3
22252	Yebra de Basa	No aplicable	Inactivo	1
22252	Yebra de Basa	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	2
22252	Yebra de Basa	Local comercial	Activo	1
22252	Yebra de Basa	Oficinas(incluye también el resto de servicios)	Activo	1
22253	Yésero	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
22253	Yésero	Local comercial	Activo	1
22253	Yésero	Oficinas(incluye también el resto de servicios)	Activo	1
22254	Zaidín	No aplicable	Inactivo	11
22254	Zaidín	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
22254	Zaidín	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	3
22254	Zaidín	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	2
22254	Zaidín	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	6
22254	Zaidín	Local comercial	Activo	40
22254	Zaidín	Oficinas(incluye también el resto de servicios)	Activo	11
22254	Zaidín	Local industrial	Activo	10
22254	Zaidín	Local agrario	Activo	6
22901	Valle de Hecho	No aplicable	Inactivo	5
22901	Valle de Hecho	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	4
22901	Valle de Hecho	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
22901	Valle de Hecho	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	5
22901	Valle de Hecho	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	8
22901	Valle de Hecho	Local comercial	Activo	29
22901	Valle de Hecho	Oficinas(incluye también el resto de servicios)	Activo	35
22901	Valle de Hecho	Local industrial	Activo	15
22901	Valle de Hecho	Local agrario	Activo	2
22902	Puente la Reina de Jaca	No aplicable	Inactivo	2
22902	Puente la Reina de Jaca	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
22902	Puente la Reina de Jaca	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	4
22902	Puente la Reina de Jaca	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	3
22902	Puente la Reina de Jaca	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
22902	Puente la Reina de Jaca	Local comercial	Activo	4
22902	Puente la Reina de Jaca	Oficinas(incluye también el resto de servicios)	Activo	10
22902	Puente la Reina de Jaca	Local industrial	Activo	2
22902	Puente la Reina de Jaca	Local agrario	Activo	2
22903	San Miguel del Cinca	No aplicable	Inactivo	1
22903	San Miguel del Cinca	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	4
22903	San Miguel del Cinca	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	3
22903	San Miguel del Cinca	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
22903	San Miguel del Cinca	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
22903	San Miguel del Cinca	Local comercial	Activo	13
22903	San Miguel del Cinca	Oficinas(incluye también el resto de servicios)	Activo	8
22903	San Miguel del Cinca	Local industrial	Activo	6
22904	Sotonera (La)	No aplicable	Inactivo	5
22904	Sotonera (La)	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
22904	Sotonera (La)	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
22904	Sotonera (La)	Local comercial	Activo	7
22904	Sotonera (La)	Oficinas(incluye también el resto de servicios)	Activo	2
22904	Sotonera (La)	Local industrial	Activo	2
22905	Lupiñén-Ortilla	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
22905	Lupiñén-Ortilla	Local comercial	Activo	3
22905	Lupiñén-Ortilla	Oficinas(incluye también el resto de servicios)	Activo	3
22906	Santa María de Dulcis	No aplicable	Inactivo	1
22906	Santa María de Dulcis	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
22906	Santa María de Dulcis	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	3
22906	Santa María de Dulcis	Oficinas(incluye también el resto de servicios)	Activo	1
22906	Santa María de Dulcis	Local agrario	Activo	1
22907	Aínsa-Sobrarbe	No aplicable	Inactivo	5
22907	Aínsa-Sobrarbe	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	34
22907	Aínsa-Sobrarbe	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	3
22907	Aínsa-Sobrarbe	Local comercial	Activo	83
22907	Aínsa-Sobrarbe	Oficinas(incluye también el resto de servicios)	Activo	2
22908	Hoz y Costeán	No aplicable	Inactivo	11
22908	Hoz y Costeán	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
22908	Hoz y Costeán	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
22908	Hoz y Costeán	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
22908	Hoz y Costeán	Local comercial	Activo	2
22908	Hoz y Costeán	Oficinas(incluye también el resto de servicios)	Activo	2
22909	Vencillón	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
22909	Vencillón	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	2
22909	Vencillón	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	2
22909	Vencillón	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	2
22909	Vencillón	Local comercial	Activo	7
22909	Vencillón	Oficinas(incluye también el resto de servicios)	Activo	4
44001	Ababuj	No aplicable	Inactivo	1
44001	Ababuj	Local industrial	Activo	1
44002	Abejuela	No aplicable	Inactivo	1
44002	Abejuela	Oficinas(incluye también el resto de servicios)	Activo	2
44003	Aguatón	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
44003	Aguatón	Oficinas(incluye también el resto de servicios)	Activo	5
44004	Aguaviva	No aplicable	Inactivo	3
44004	Aguaviva	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	12
44004	Aguaviva	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	4
44004	Aguaviva	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
44004	Aguaviva	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	4
44004	Aguaviva	Local comercial	Activo	10
44004	Aguaviva	Oficinas(incluye también el resto de servicios)	Activo	5
44004	Aguaviva	Local industrial	Activo	3
44004	Aguaviva	Local agrario	Activo	2
44005	Aguilar del Alfambra	Oficinas(incluye también el resto de servicios)	Activo	4
44006	Alacón	No aplicable	Inactivo	3
44006	Alacón	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
44006	Alacón	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	2
44006	Alacón	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	10
44006	Alacón	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
44006	Alacón	Local comercial	Activo	15
44006	Alacón	Oficinas(incluye también el resto de servicios)	Activo	1
44006	Alacón	Local industrial	Activo	1
44006	Alacón	Local agrario	Activo	4
44007	Alba	No aplicable	Inactivo	1
44007	Alba	Local comercial	Activo	1
44007	Alba	Oficinas(incluye también el resto de servicios)	Activo	11
44008	Albalate del Arzobispo	No aplicable	Inactivo	9
44008	Albalate del Arzobispo	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	4
44008	Albalate del Arzobispo	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	2
44008	Albalate del Arzobispo	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
44008	Albalate del Arzobispo	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	6
44008	Albalate del Arzobispo	Local comercial	Activo	36
44008	Albalate del Arzobispo	Oficinas(incluye también el resto de servicios)	Activo	19
44008	Albalate del Arzobispo	Local industrial	Activo	17
44008	Albalate del Arzobispo	Local agrario	Activo	2
44009	Albarracín	No aplicable	Inactivo	18
44009	Albarracín	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
44009	Albarracín	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
44009	Albarracín	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
44009	Albarracín	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	5
44009	Albarracín	Local comercial	Activo	23
44009	Albarracín	Oficinas(incluye también el resto de servicios)	Activo	31
44009	Albarracín	Local industrial	Activo	8
44010	Albentosa	No aplicable	Inactivo	1
44010	Albentosa	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
44010	Albentosa	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
44010	Albentosa	Local comercial	Activo	5
44010	Albentosa	Oficinas(incluye también el resto de servicios)	Activo	15
44011	Alcaine	No aplicable	Inactivo	6
44011	Alcaine	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
44011	Alcaine	Local comercial	Activo	2
44012	Alcalá de la Selva	No aplicable	Inactivo	8
44012	Alcalá de la Selva	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
44012	Alcalá de la Selva	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	2
44012	Alcalá de la Selva	Local comercial	Activo	14
44012	Alcalá de la Selva	Oficinas(incluye también el resto de servicios)	Activo	19
44012	Alcalá de la Selva	Local industrial	Activo	8
44012	Alcalá de la Selva	Local agrario	Activo	1
44013	Alcañiz	No aplicable	Inactivo	222
44013	Alcañiz	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	13
44013	Alcañiz	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	15
44013	Alcañiz	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	15
44013	Alcañiz	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	17
44013	Alcañiz	Local comercial	Activo	353
44013	Alcañiz	Oficinas(incluye también el resto de servicios)	Activo	108
44013	Alcañiz	Local industrial	Activo	42
44013	Alcañiz	Local agrario	Activo	5
44014	Alcorisa	No aplicable	Inactivo	9
44014	Alcorisa	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
44014	Alcorisa	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	3
44014	Alcorisa	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	4
44014	Alcorisa	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	16
