Año	Nº Accidentes	Grupo	Descripción Ocupación	Sexo	Comarca Código	Comarca Nombre
2017	10	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	06	Hoya de Huesca / Plana de Uesca
2017	2	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	08	Cinca Medio
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	11	Bajo Cinca / Baix Cinca
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	12	Tarazona y el Moncayo
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	15	Ribera Alta del Ebro
2017	3	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	15	Ribera Alta del Ebro
2017	2	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	16	Valdejalón
2017	44	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	17	D.C. Zaragoza
2017	175	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	17	D.C. Zaragoza
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	18	Ribera Baja del Ebro
2017	5	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	20	Comunidad de Calatayud
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	21	Campo de Cariñena
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	25	Jiloca
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	28	Bajo Aragón
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	29	Comunidad de Teruel
2017	4	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	29	Comunidad de Teruel
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	32	Gúdar-Javalambre
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	33	Matarraña / Matarranya
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	33	Matarraña / Matarranya
2017	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	01	La Jacetania
2017	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	01	La Jacetania
2017	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	02	Alto Gállego
2017	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	02	Alto Gállego
2017	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	03	Sobrarbe
2017	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	04	La Ribagorza
2017	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	04	La Ribagorza
2017	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	05	Cinco Villas
2017	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	05	Cinco Villas
2017	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	06	Hoya de Huesca / Plana de Uesca
2017	12	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	06	Hoya de Huesca / Plana de Uesca
2017	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	07	Somontano de Barbastro
2017	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	07	Somontano de Barbastro
2017	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	08	Cinca Medio
2017	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	09	La Litera / La Llitera
2017	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	10	Los Monegros
2017	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	11	Bajo Cinca / Baix Cinca
2017	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	11	Bajo Cinca / Baix Cinca
2017	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	12	Tarazona y el Moncayo
2017	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	12	Tarazona y el Moncayo
2017	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	13	Campo de Borja
2017	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	14	Aranda
2017	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	15	Ribera Alta del Ebro
2017	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	15	Ribera Alta del Ebro
2017	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	16	Valdejalón
2017	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	16	Valdejalón
2017	102	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	17	D.C. Zaragoza
2017	330	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	17	D.C. Zaragoza
2017	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	18	Ribera Baja del Ebro
2017	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	18	Ribera Baja del Ebro
2017	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	20	Comunidad de Calatayud
2017	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	20	Comunidad de Calatayud
2017	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	24	Campo de Daroca
2017	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	25	Jiloca
2017	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	26	Cuencas Mineras
2017	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	28	Bajo Aragón
2017	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	28	Bajo Aragón
2017	5	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	29	Comunidad de Teruel
2017	16	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	29	Comunidad de Teruel
2017	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	30	Maestrazgo
2017	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	31	Sierra de Albarracín
2017	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	32	Gúdar-Javalambre
2017	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	33	Matarraña / Matarranya
2017	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	NC	Municipio del centro de trabajo fuera de Aragón
2017	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	05	Cinco Villas
2017	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	05	Cinco Villas
2017	2	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	07	Somontano de Barbastro
2017	3	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	08	Cinca Medio
2017	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	10	Los Monegros
2017	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	10	Los Monegros
2017	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	11	Bajo Cinca / Baix Cinca
2017	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	15	Ribera Alta del Ebro
2017	3	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	17	D.C. Zaragoza
2017	3	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	17	D.C. Zaragoza
2017	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	29	Comunidad de Teruel
2017	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	04	La Ribagorza
2017	3	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	05	Cinco Villas
2017	15	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	06	Hoya de Huesca / Plana de Uesca
2017	4	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	08	Cinca Medio
2017	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	09	La Litera / La Llitera
2017	4	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	11	Bajo Cinca / Baix Cinca
2017	4	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	13	Campo de Borja
2017	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	14	Aranda
2017	8	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	15	Ribera Alta del Ebro
2017	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	15	Ribera Alta del Ebro
2017	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	16	Valdejalón
2017	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	16	Valdejalón
2017	89	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	17	D.C. Zaragoza
2017	16	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	17	D.C. Zaragoza
2017	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	18	Ribera Baja del Ebro
2017	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	18	Ribera Baja del Ebro
2017	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	20	Comunidad de Calatayud
2017	3	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	21	Campo de Cariñena
2017	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	21	Campo de Cariñena
2017	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	25	Jiloca
2017	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	26	Cuencas Mineras
2017	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	28	Bajo Aragón
2017	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	29	Comunidad de Teruel
2017	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	29	Comunidad de Teruel
2017	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	32	Gúdar-Javalambre
2017	3	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	NC	Municipio del centro de trabajo fuera de Aragón
2017	1	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	02	Alto Gállego
2017	2	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	05	Cinco Villas
2017	3	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	06	Hoya de Huesca / Plana de Uesca
2017	3	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	08	Cinca Medio
2017	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	08	Cinca Medio
2017	3	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	11	Bajo Cinca / Baix Cinca
2017	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	11	Bajo Cinca / Baix Cinca
2017	1	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	12	Tarazona y el Moncayo
2017	1	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	13	Campo de Borja
2017	17	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	15	Ribera Alta del Ebro
2017	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	15	Ribera Alta del Ebro
2017	2	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	16	Valdejalón
2017	84	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	17	D.C. Zaragoza
2017	26	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	17	D.C. Zaragoza
2017	1	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	20	Comunidad de Calatayud
2017	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	20	Comunidad de Calatayud
2017	2	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	21	Campo de Cariñena
2017	1	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	23	Bajo Martín
2017	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	25	Jiloca
2017	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	26	Cuencas Mineras
2017	1	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	27	Andorra-Sierra de Arcos
2017	2	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	28	Bajo Aragón
2017	1	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	29	Comunidad de Teruel
2017	2	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	29	Comunidad de Teruel
2017	1	9	Ocupaciones elementales	Hombres	02	Alto Gállego
2017	1	9	Ocupaciones elementales	Mujeres	02	Alto Gállego
2017	1	9	Ocupaciones elementales	Hombres	03	Sobrarbe
2017	1	9	Ocupaciones elementales	Hombres	04	La Ribagorza
2017	3	9	Ocupaciones elementales	Hombres	05	Cinco Villas
2017	2	9	Ocupaciones elementales	Mujeres	05	Cinco Villas
2017	5	9	Ocupaciones elementales	Hombres	06	Hoya de Huesca / Plana de Uesca
2017	9	9	Ocupaciones elementales	Mujeres	06	Hoya de Huesca / Plana de Uesca
2017	3	9	Ocupaciones elementales	Hombres	07	Somontano de Barbastro
2017	4	9	Ocupaciones elementales	Mujeres	07	Somontano de Barbastro
2017	7	9	Ocupaciones elementales	Hombres	08	Cinca Medio
2017	2	9	Ocupaciones elementales	Hombres	09	La Litera / La Llitera
2017	1	9	Ocupaciones elementales	Mujeres	09	La Litera / La Llitera
2017	3	9	Ocupaciones elementales	Hombres	10	Los Monegros
2017	1	9	Ocupaciones elementales	Mujeres	10	Los Monegros
2017	10	9	Ocupaciones elementales	Hombres	11	Bajo Cinca / Baix Cinca
2017	9	9	Ocupaciones elementales	Mujeres	11	Bajo Cinca / Baix Cinca
2017	4	9	Ocupaciones elementales	Mujeres	12	Tarazona y el Moncayo
2017	1	9	Ocupaciones elementales	Hombres	13	Campo de Borja
2017	3	9	Ocupaciones elementales	Mujeres	13	Campo de Borja
2017	26	9	Ocupaciones elementales	Hombres	15	Ribera Alta del Ebro
2017	14	9	Ocupaciones elementales	Mujeres	15	Ribera Alta del Ebro
2017	19	9	Ocupaciones elementales	Hombres	16	Valdejalón
2017	14	9	Ocupaciones elementales	Mujeres	16	Valdejalón
2017	122	9	Ocupaciones elementales	Hombres	17	D.C. Zaragoza
2017	178	9	Ocupaciones elementales	Mujeres	17	D.C. Zaragoza
2017	1	9	Ocupaciones elementales	Mujeres	18	Ribera Baja del Ebro
2017	6	9	Ocupaciones elementales	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2017	1	9	Ocupaciones elementales	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2017	2	9	Ocupaciones elementales	Hombres	20	Comunidad de Calatayud
2017	1	9	Ocupaciones elementales	Mujeres	20	Comunidad de Calatayud
2017	2	9	Ocupaciones elementales	Hombres	21	Campo de Cariñena
2017	1	9	Ocupaciones elementales	Hombres	22	Campo de Belchite
2017	1	9	Ocupaciones elementales	Hombres	23	Bajo Martín
2017	1	9	Ocupaciones elementales	Hombres	24	Campo de Daroca
2017	1	9	Ocupaciones elementales	Mujeres	24	Campo de Daroca
2017	2	9	Ocupaciones elementales	Mujeres	25	Jiloca
2017	2	9	Ocupaciones elementales	Hombres	26	Cuencas Mineras
2017	6	9	Ocupaciones elementales	Hombres	29	Comunidad de Teruel
2017	8	9	Ocupaciones elementales	Mujeres	29	Comunidad de Teruel
2017	1	9	Ocupaciones elementales	Mujeres	32	Gúdar-Javalambre
2017	3	9	Ocupaciones elementales	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón
2016	1	1	Directores y gerentes	Hombres	09	La Litera / La Llitera
2016	3	1	Directores y gerentes	Hombres	17	D.C. Zaragoza
2016	6	1	Directores y gerentes	Mujeres	17	D.C. Zaragoza
2016	1	1	Directores y gerentes	Mujeres	27	Andorra-Sierra de Arcos
2016	1	1	Directores y gerentes	Hombres	29	Comunidad de Teruel
2016	1	1	Directores y gerentes	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón
2016	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	04	La Ribagorza
2016	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	06	Hoya de Huesca / Plana de Uesca
2016	4	2	Técnicos y profesionales científicos e intelectuales	Mujeres	06	Hoya de Huesca / Plana de Uesca
2016	6	2	Técnicos y profesionales científicos e intelectuales	Mujeres	07	Somontano de Barbastro
2016	2	2	Técnicos y profesionales científicos e intelectuales	Mujeres	10	Los Monegros
2016	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	11	Bajo Cinca / Baix Cinca
2016	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	11	Bajo Cinca / Baix Cinca
2016	4	2	Técnicos y profesionales científicos e intelectuales	Mujeres	15	Ribera Alta del Ebro
2016	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	16	Valdejalón
2016	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	16	Valdejalón
2016	32	2	Técnicos y profesionales científicos e intelectuales	Hombres	17	D.C. Zaragoza
2016	130	2	Técnicos y profesionales científicos e intelectuales	Mujeres	17	D.C. Zaragoza
2016	2	2	Técnicos y profesionales científicos e intelectuales	Hombres	18	Ribera Baja del Ebro
2016	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	18	Ribera Baja del Ebro
2016	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2016	3	2	Técnicos y profesionales científicos e intelectuales	Hombres	20	Comunidad de Calatayud
2016	2	2	Técnicos y profesionales científicos e intelectuales	Mujeres	20	Comunidad de Calatayud
2016	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	25	Jiloca
2016	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	26	Cuencas Mineras
2016	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	26	Cuencas Mineras
2016	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	27	Andorra-Sierra de Arcos
2016	10	2	Técnicos y profesionales científicos e intelectuales	Mujeres	29	Comunidad de Teruel
2016	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	31	Sierra de Albarracín
2016	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	33	Matarraña / Matarranya
2016	1	3	Técnicos; profesionales de apoyo	Mujeres	01	La Jacetania
2016	1	3	Técnicos; profesionales de apoyo	Hombres	06	Hoya de Huesca / Plana de Uesca
2016	2	3	Técnicos; profesionales de apoyo	Mujeres	06	Hoya de Huesca / Plana de Uesca
2016	1	3	Técnicos; profesionales de apoyo	Hombres	07	Somontano de Barbastro
2016	1	3	Técnicos; profesionales de apoyo	Mujeres	07	Somontano de Barbastro
2016	2	3	Técnicos; profesionales de apoyo	Mujeres	08	Cinca Medio
2016	1	3	Técnicos; profesionales de apoyo	Hombres	10	Los Monegros
2016	1	3	Técnicos; profesionales de apoyo	Mujeres	11	Bajo Cinca / Baix Cinca
2016	1	3	Técnicos; profesionales de apoyo	Mujeres	12	Tarazona y el Moncayo
2016	2	3	Técnicos; profesionales de apoyo	Mujeres	15	Ribera Alta del Ebro
2016	1	3	Técnicos; profesionales de apoyo	Hombres	16	Valdejalón
2016	32	3	Técnicos; profesionales de apoyo	Hombres	17	D.C. Zaragoza
2016	46	3	Técnicos; profesionales de apoyo	Mujeres	17	D.C. Zaragoza
2016	1	3	Técnicos; profesionales de apoyo	Mujeres	20	Comunidad de Calatayud
2016	1	3	Técnicos; profesionales de apoyo	Hombres	23	Bajo Martín
2016	1	3	Técnicos; profesionales de apoyo	Hombres	29	Comunidad de Teruel
2016	2	3	Técnicos; profesionales de apoyo	Mujeres	29	Comunidad de Teruel
2016	1	3	Técnicos; profesionales de apoyo	Mujeres	31	Sierra de Albarracín
2016	2	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	01	La Jacetania
2016	2	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	01	La Jacetania
2016	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	02	Alto Gállego
2016	2	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	03	Sobrarbe
2016	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	04	La Ribagorza
2016	5	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	06	Hoya de Huesca / Plana de Uesca
2016	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	07	Somontano de Barbastro
2016	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	10	Los Monegros
2016	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	10	Los Monegros
2016	3	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	13	Campo de Borja
2016	2	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	15	Ribera Alta del Ebro
2016	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	16	Valdejalón
2016	3	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	16	Valdejalón
2016	47	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	17	D.C. Zaragoza
2016	174	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	17	D.C. Zaragoza
2016	2	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	20	Comunidad de Calatayud
2016	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	23	Bajo Martín
2016	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	25	Jiloca
2016	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	29	Comunidad de Teruel
2016	5	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	29	Comunidad de Teruel
2016	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	32	Gúdar-Javalambre
2016	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	01	La Jacetania
2016	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	01	La Jacetania
2016	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	02	Alto Gállego
2016	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	02	Alto Gállego
2016	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	03	Sobrarbe
2016	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	03	Sobrarbe
2016	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	04	La Ribagorza
2016	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	05	Cinco Villas
2016	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	06	Hoya de Huesca / Plana de Uesca
2016	15	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	06	Hoya de Huesca / Plana de Uesca
2016	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	07	Somontano de Barbastro
2016	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	08	Cinca Medio
2016	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	09	La Litera / La Llitera
2016	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	09	La Litera / La Llitera
2016	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	10	Los Monegros
2016	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	10	Los Monegros
2016	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	11	Bajo Cinca / Baix Cinca
2016	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	11	Bajo Cinca / Baix Cinca
2016	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	12	Tarazona y el Moncayo
2016	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	13	Campo de Borja
2016	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	15	Ribera Alta del Ebro
2016	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	15	Ribera Alta del Ebro
2016	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	16	Valdejalón
2016	115	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	17	D.C. Zaragoza
2016	294	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	17	D.C. Zaragoza
2016	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	18	Ribera Baja del Ebro
2016	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	20	Comunidad de Calatayud
2016	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	21	Campo de Cariñena
2016	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	25	Jiloca
2016	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	25	Jiloca
2016	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	27	Andorra-Sierra de Arcos
2016	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	28	Bajo Aragón
2016	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	28	Bajo Aragón
2016	5	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	29	Comunidad de Teruel
2016	15	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	29	Comunidad de Teruel
2016	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	31	Sierra de Albarracín
2016	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	05	Cinco Villas
2016	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	06	Hoya de Huesca / Plana de Uesca
2016	4	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	17	D.C. Zaragoza
2016	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	17	D.C. Zaragoza
2016	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	18	Ribera Baja del Ebro
2016	2	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	20	Comunidad de Calatayud
2016	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	28	Bajo Aragón
