Mes (código)	Mes y año	Comarca código	Comarca nombre	Sexo	Nacionalidad	Afiliaciones en alta
202006	Junio 2020	21	Campo de Cariñena	Mujeres	Extranjeros comunitarios (UE-28)	294
202006	Junio 2020	21	Campo de Cariñena	Hombres	Extranjeros no comunitarios	261
202006	Junio 2020	21	Campo de Cariñena	Mujeres	Extranjeros no comunitarios	122
202006	Junio 2020	21	Campo de Cariñena	Hombres	Extranjeros comunitarios (UE-28)	37
202006	Junio 2020	21	Campo de Cariñena	Mujeres	Extranjeros comunitarios (UE-28)	23
202006	Junio 2020	22	Campo de Belchite	Hombres	Españoles	685
202006	Junio 2020	22	Campo de Belchite	Mujeres	Españoles	405
202006	Junio 2020	22	Campo de Belchite	Hombres	Extranjeros comunitarios (UE-28)	62
202006	Junio 2020	22	Campo de Belchite	Mujeres	Extranjeros comunitarios (UE-28)	41
202006	Junio 2020	22	Campo de Belchite	Hombres	Extranjeros no comunitarios	36
202006	Junio 2020	22	Campo de Belchite	Mujeres	Extranjeros no comunitarios	30
202006	Junio 2020	22	Campo de Belchite	Hombres	Extranjeros comunitarios (UE-28)	1
202006	Junio 2020	22	Campo de Belchite	Mujeres	Extranjeros comunitarios (UE-28)	4
202006	Junio 2020	23	Bajo Martín	Hombres	Españoles	1387
202006	Junio 2020	23	Bajo Martín	Mujeres	Españoles	683
202006	Junio 2020	23	Bajo Martín	Hombres	Extranjeros comunitarios (UE-28)	278
202006	Junio 2020	23	Bajo Martín	Mujeres	Extranjeros comunitarios (UE-28)	51
202006	Junio 2020	23	Bajo Martín	Hombres	Extranjeros no comunitarios	276
202006	Junio 2020	23	Bajo Martín	Mujeres	Extranjeros no comunitarios	26
202006	Junio 2020	23	Bajo Martín	Hombres	Extranjeros comunitarios (UE-28)	69
202006	Junio 2020	23	Bajo Martín	Mujeres	Extranjeros comunitarios (UE-28)	6
202006	Junio 2020	24	Campo de Daroca	Hombres	Españoles	948
202006	Junio 2020	24	Campo de Daroca	Mujeres	Españoles	555
202006	Junio 2020	24	Campo de Daroca	Hombres	Extranjeros comunitarios (UE-28)	172
202006	Junio 2020	24	Campo de Daroca	Mujeres	Extranjeros comunitarios (UE-28)	104
202006	Junio 2020	24	Campo de Daroca	Hombres	Extranjeros no comunitarios	120
202006	Junio 2020	24	Campo de Daroca	Mujeres	Extranjeros no comunitarios	41
202006	Junio 2020	24	Campo de Daroca	Hombres	Extranjeros comunitarios (UE-28)	4
202006	Junio 2020	24	Campo de Daroca	Mujeres	Extranjeros comunitarios (UE-28)	4
202006	Junio 2020	25	Jiloca	Hombres	Españoles	1900
202006	Junio 2020	25	Jiloca	Mujeres	Españoles	1255
202006	Junio 2020	25	Jiloca	Hombres	Extranjeros comunitarios (UE-28)	177
202006	Junio 2020	25	Jiloca	Mujeres	Extranjeros comunitarios (UE-28)	141
202006	Junio 2020	25	Jiloca	Hombres	Extranjeros no comunitarios	205
202006	Junio 2020	25	Jiloca	Mujeres	Extranjeros no comunitarios	54
202006	Junio 2020	25	Jiloca	Hombres	Extranjeros comunitarios (UE-28)	24
202006	Junio 2020	25	Jiloca	Mujeres	Extranjeros comunitarios (UE-28)	21
202006	Junio 2020	26	Cuencas Mineras	Hombres	Españoles	1210
202006	Junio 2020	26	Cuencas Mineras	Mujeres	Españoles	790
202006	Junio 2020	26	Cuencas Mineras	Hombres	Extranjeros comunitarios (UE-28)	32
202006	Junio 2020	26	Cuencas Mineras	Mujeres	Extranjeros comunitarios (UE-28)	41
202006	Junio 2020	26	Cuencas Mineras	Hombres	Extranjeros no comunitarios	91
202006	Junio 2020	26	Cuencas Mineras	Mujeres	Extranjeros no comunitarios	34
202006	Junio 2020	26	Cuencas Mineras	Hombres	Extranjeros comunitarios (UE-28)	5
202006	Junio 2020	26	Cuencas Mineras	Mujeres	Extranjeros comunitarios (UE-28)	1
202006	Junio 2020	27	Andorra-Sierra de Arcos	Hombres	Españoles	1221
202006	Junio 2020	27	Andorra-Sierra de Arcos	Mujeres	Españoles	815
202006	Junio 2020	27	Andorra-Sierra de Arcos	Hombres	Extranjeros comunitarios (UE-28)	40
202006	Junio 2020	27	Andorra-Sierra de Arcos	Mujeres	Extranjeros comunitarios (UE-28)	39
202006	Junio 2020	27	Andorra-Sierra de Arcos	Hombres	Extranjeros no comunitarios	67
202006	Junio 2020	27	Andorra-Sierra de Arcos	Mujeres	Extranjeros no comunitarios	27
202006	Junio 2020	27	Andorra-Sierra de Arcos	Hombres	Extranjeros comunitarios (UE-28)	11
202006	Junio 2020	27	Andorra-Sierra de Arcos	Mujeres	Extranjeros comunitarios (UE-28)	15
202006	Junio 2020	28	Bajo Aragón	Hombres	Españoles	4931
202006	Junio 2020	28	Bajo Aragón	Mujeres	Españoles	4075
202006	Junio 2020	28	Bajo Aragón	Hombres	No consta	2
202006	Junio 2020	28	Bajo Aragón	Mujeres	No consta	1
202006	Junio 2020	28	Bajo Aragón	Hombres	Extranjeros comunitarios (UE-28)	487
202006	Junio 2020	28	Bajo Aragón	Mujeres	Extranjeros comunitarios (UE-28)	487
202006	Junio 2020	28	Bajo Aragón	Hombres	Extranjeros no comunitarios	383
202006	Junio 2020	28	Bajo Aragón	Mujeres	Extranjeros no comunitarios	159
202006	Junio 2020	28	Bajo Aragón	Hombres	Extranjeros comunitarios (UE-28)	37
202006	Junio 2020	28	Bajo Aragón	Mujeres	Extranjeros comunitarios (UE-28)	38
202006	Junio 2020	29	Comunidad de Teruel	Hombres	Españoles	11253
202006	Junio 2020	29	Comunidad de Teruel	Mujeres	Españoles	10477
202006	Junio 2020	29	Comunidad de Teruel	Hombres	No consta	1
202006	Junio 2020	29	Comunidad de Teruel	Mujeres	No consta	1
202006	Junio 2020	29	Comunidad de Teruel	Hombres	Extranjeros comunitarios (UE-28)	536
202006	Junio 2020	29	Comunidad de Teruel	Mujeres	Extranjeros comunitarios (UE-28)	542
202006	Junio 2020	29	Comunidad de Teruel	Hombres	Extranjeros no comunitarios	830
202006	Junio 2020	29	Comunidad de Teruel	Mujeres	Extranjeros no comunitarios	386
202006	Junio 2020	29	Comunidad de Teruel	Hombres	Extranjeros comunitarios (UE-28)	107
202006	Junio 2020	29	Comunidad de Teruel	Mujeres	Extranjeros comunitarios (UE-28)	50
202006	Junio 2020	30	Maestrazgo	Hombres	Españoles	545
202006	Junio 2020	30	Maestrazgo	Mujeres	Españoles	328
202006	Junio 2020	30	Maestrazgo	Hombres	Extranjeros comunitarios (UE-28)	33
202006	Junio 2020	30	Maestrazgo	Mujeres	Extranjeros comunitarios (UE-28)	15
202006	Junio 2020	30	Maestrazgo	Hombres	Extranjeros no comunitarios	33
202006	Junio 2020	30	Maestrazgo	Mujeres	Extranjeros no comunitarios	11
202006	Junio 2020	30	Maestrazgo	Hombres	Extranjeros comunitarios (UE-28)	2
202006	Junio 2020	30	Maestrazgo	Mujeres	Extranjeros comunitarios (UE-28)	3
202006	Junio 2020	31	Sierra de Albarracín	Hombres	Españoles	646
202006	Junio 2020	31	Sierra de Albarracín	Mujeres	Españoles	508
202006	Junio 2020	31	Sierra de Albarracín	Hombres	Extranjeros comunitarios (UE-28)	12
202006	Junio 2020	31	Sierra de Albarracín	Mujeres	Extranjeros comunitarios (UE-28)	17
202006	Junio 2020	31	Sierra de Albarracín	Hombres	Extranjeros no comunitarios	61
202006	Junio 2020	31	Sierra de Albarracín	Mujeres	Extranjeros no comunitarios	25
202006	Junio 2020	31	Sierra de Albarracín	Hombres	Extranjeros comunitarios (UE-28)	10
202006	Junio 2020	31	Sierra de Albarracín	Mujeres	Extranjeros comunitarios (UE-28)	3
202006	Junio 2020	32	Gúdar-Javalambre	Hombres	Españoles	1598
202006	Junio 2020	32	Gúdar-Javalambre	Mujeres	Españoles	992
202006	Junio 2020	32	Gúdar-Javalambre	Hombres	Extranjeros comunitarios (UE-28)	95
202006	Junio 2020	32	Gúdar-Javalambre	Mujeres	Extranjeros comunitarios (UE-28)	57
202006	Junio 2020	32	Gúdar-Javalambre	Hombres	Extranjeros no comunitarios	187
202006	Junio 2020	32	Gúdar-Javalambre	Mujeres	Extranjeros no comunitarios	69
202006	Junio 2020	32	Gúdar-Javalambre	Hombres	Extranjeros comunitarios (UE-28)	8
202006	Junio 2020	32	Gúdar-Javalambre	Mujeres	Extranjeros comunitarios (UE-28)	8
202006	Junio 2020	33	Matarraña / Matarranya	Hombres	Españoles	1526
202006	Junio 2020	33	Matarraña / Matarranya	Mujeres	Españoles	1115
202006	Junio 2020	33	Matarraña / Matarranya	Hombres	Extranjeros comunitarios (UE-28)	175
202006	Junio 2020	33	Matarraña / Matarranya	Mujeres	Extranjeros comunitarios (UE-28)	112
202006	Junio 2020	33	Matarraña / Matarranya	Hombres	Extranjeros no comunitarios	234
202006	Junio 2020	33	Matarraña / Matarranya	Mujeres	Extranjeros no comunitarios	53
202006	Junio 2020	33	Matarraña / Matarranya	Hombres	Extranjeros comunitarios (UE-28)	31
202006	Junio 2020	33	Matarraña / Matarranya	Mujeres	Extranjeros comunitarios (UE-28)	25
202005	Mayo 2020	01	La Jacetania	Hombres	Españoles	2453
202005	Mayo 2020	01	La Jacetania	Mujeres	Españoles	2251
202005	Mayo 2020	01	La Jacetania	Hombres	Extranjeros comunitarios (UE-28)	61
202005	Mayo 2020	01	La Jacetania	Mujeres	Extranjeros comunitarios (UE-28)	65
202005	Mayo 2020	01	La Jacetania	Hombres	Extranjeros no comunitarios	127
202005	Mayo 2020	01	La Jacetania	Mujeres	Extranjeros no comunitarios	121
202005	Mayo 2020	01	La Jacetania	Hombres	Extranjeros comunitarios (UE-28)	41
202005	Mayo 2020	01	La Jacetania	Mujeres	Extranjeros comunitarios (UE-28)	31
202005	Mayo 2020	02	Alto Gállego	Hombres	Españoles	2420
202005	Mayo 2020	02	Alto Gállego	Mujeres	Españoles	1584
202005	Mayo 2020	02	Alto Gállego	Mujeres	No consta	1
202005	Mayo 2020	02	Alto Gállego	Hombres	Extranjeros comunitarios (UE-28)	122
202005	Mayo 2020	02	Alto Gállego	Mujeres	Extranjeros comunitarios (UE-28)	104
202005	Mayo 2020	02	Alto Gállego	Hombres	Extranjeros no comunitarios	116
202005	Mayo 2020	02	Alto Gállego	Mujeres	Extranjeros no comunitarios	64
202005	Mayo 2020	02	Alto Gállego	Hombres	Extranjeros comunitarios (UE-28)	51
202005	Mayo 2020	02	Alto Gállego	Mujeres	Extranjeros comunitarios (UE-28)	40
202005	Mayo 2020	03	Sobrarbe	Hombres	Españoles	1255
202005	Mayo 2020	03	Sobrarbe	Mujeres	Españoles	857
202005	Mayo 2020	03	Sobrarbe	Hombres	Extranjeros comunitarios (UE-28)	110
202005	Mayo 2020	03	Sobrarbe	Mujeres	Extranjeros comunitarios (UE-28)	84
202005	Mayo 2020	03	Sobrarbe	Hombres	Extranjeros no comunitarios	59
202005	Mayo 2020	03	Sobrarbe	Mujeres	Extranjeros no comunitarios	43
202005	Mayo 2020	03	Sobrarbe	Hombres	Extranjeros comunitarios (UE-28)	27
202005	Mayo 2020	03	Sobrarbe	Mujeres	Extranjeros comunitarios (UE-28)	25
202005	Mayo 2020	04	La Ribagorza	Hombres	Españoles	2043
202005	Mayo 2020	04	La Ribagorza	Mujeres	Españoles	1452
202005	Mayo 2020	04	La Ribagorza	Hombres	Extranjeros comunitarios (UE-28)	290
202005	Mayo 2020	04	La Ribagorza	Mujeres	Extranjeros comunitarios (UE-28)	200
202005	Mayo 2020	04	La Ribagorza	Hombres	Extranjeros no comunitarios	110
202005	Mayo 2020	04	La Ribagorza	Mujeres	Extranjeros no comunitarios	79
202005	Mayo 2020	04	La Ribagorza	Hombres	Extranjeros comunitarios (UE-28)	43
202005	Mayo 2020	04	La Ribagorza	Mujeres	Extranjeros comunitarios (UE-28)	27
202005	Mayo 2020	05	Cinco Villas	Hombres	Españoles	6429
202005	Mayo 2020	05	Cinco Villas	Mujeres	Españoles	4195
202005	Mayo 2020	05	Cinco Villas	Hombres	No consta	1
202005	Mayo 2020	05	Cinco Villas	Hombres	Extranjeros comunitarios (UE-28)	765
202005	Mayo 2020	05	Cinco Villas	Mujeres	Extranjeros comunitarios (UE-28)	442
202005	Mayo 2020	05	Cinco Villas	Hombres	Extranjeros no comunitarios	961
202005	Mayo 2020	05	Cinco Villas	Mujeres	Extranjeros no comunitarios	302
202005	Mayo 2020	05	Cinco Villas	Hombres	Extranjeros comunitarios (UE-28)	53
202005	Mayo 2020	05	Cinco Villas	Mujeres	Extranjeros comunitarios (UE-28)	38
202005	Mayo 2020	06	Hoya de Huesca / Plana de Uesca	Hombres	Españoles	15305
202005	Mayo 2020	06	Hoya de Huesca / Plana de Uesca	Mujeres	Españoles	15736
202005	Mayo 2020	06	Hoya de Huesca / Plana de Uesca	Hombres	No consta	1
202005	Mayo 2020	06	Hoya de Huesca / Plana de Uesca	Mujeres	No consta	1
202005	Mayo 2020	06	Hoya de Huesca / Plana de Uesca	Hombres	Extranjeros comunitarios (UE-28)	473
202005	Mayo 2020	06	Hoya de Huesca / Plana de Uesca	Mujeres	Extranjeros comunitarios (UE-28)	565
202005	Mayo 2020	06	Hoya de Huesca / Plana de Uesca	Hombres	Extranjeros comunitarios (UE-28)	2
202005	Mayo 2020	06	Hoya de Huesca / Plana de Uesca	Hombres	Extranjeros no comunitarios	880
202005	Mayo 2020	06	Hoya de Huesca / Plana de Uesca	Mujeres	Extranjeros no comunitarios	691
202005	Mayo 2020	06	Hoya de Huesca / Plana de Uesca	Hombres	Extranjeros comunitarios (UE-28)	142
202005	Mayo 2020	06	Hoya de Huesca / Plana de Uesca	Mujeres	Extranjeros comunitarios (UE-28)	143
202005	Mayo 2020	07	Somontano de Barbastro	Hombres	Españoles	4507
202005	Mayo 2020	07	Somontano de Barbastro	Mujeres	Españoles	4132
202005	Mayo 2020	07	Somontano de Barbastro	Mujeres	No consta	3
202005	Mayo 2020	07	Somontano de Barbastro	Hombres	Extranjeros comunitarios (UE-28)	211
202005	Mayo 2020	07	Somontano de Barbastro	Mujeres	Extranjeros comunitarios (UE-28)	242
202005	Mayo 2020	07	Somontano de Barbastro	Hombres	Extranjeros no comunitarios	585
202005	Mayo 2020	07	Somontano de Barbastro	Mujeres	Extranjeros no comunitarios	232
202005	Mayo 2020	07	Somontano de Barbastro	Hombres	Extranjeros comunitarios (UE-28)	86
202005	Mayo 2020	07	Somontano de Barbastro	Mujeres	Extranjeros comunitarios (UE-28)	53
202005	Mayo 2020	08	Cinca Medio	Hombres	Españoles	4621
202005	Mayo 2020	08	Cinca Medio	Mujeres	Españoles	2826
202005	Mayo 2020	08	Cinca Medio	Hombres	No consta	4
202005	Mayo 2020	08	Cinca Medio	Mujeres	No consta	2
202005	Mayo 2020	08	Cinca Medio	Hombres	Extranjeros comunitarios (UE-28)	567
202005	Mayo 2020	08	Cinca Medio	Mujeres	Extranjeros comunitarios (UE-28)	354
202005	Mayo 2020	08	Cinca Medio	Hombres	Extranjeros no comunitarios	932
202005	Mayo 2020	08	Cinca Medio	Mujeres	Extranjeros no comunitarios	177
202005	Mayo 2020	08	Cinca Medio	Hombres	Extranjeros comunitarios (UE-28)	58
202005	Mayo 2020	08	Cinca Medio	Mujeres	Extranjeros comunitarios (UE-28)	58
202005	Mayo 2020	09	La Litera / La Llitera	Hombres	Españoles	4410
202005	Mayo 2020	09	La Litera / La Llitera	Mujeres	Españoles	2608
202005	Mayo 2020	09	La Litera / La Llitera	Mujeres	No consta	1
202005	Mayo 2020	09	La Litera / La Llitera	Hombres	Extranjeros comunitarios (UE-28)	459
202005	Mayo 2020	09	La Litera / La Llitera	Mujeres	Extranjeros comunitarios (UE-28)	289
202005	Mayo 2020	09	La Litera / La Llitera	Hombres	Extranjeros no comunitarios	1342
202005	Mayo 2020	09	La Litera / La Llitera	Mujeres	Extranjeros no comunitarios	263
202005	Mayo 2020	09	La Litera / La Llitera	Hombres	Extranjeros comunitarios (UE-28)	89
202005	Mayo 2020	09	La Litera / La Llitera	Mujeres	Extranjeros comunitarios (UE-28)	48
202005	Mayo 2020	10	Los Monegros	Hombres	Españoles	3550
202005	Mayo 2020	10	Los Monegros	Mujeres	Españoles	1797
202005	Mayo 2020	10	Los Monegros	Hombres	No consta	3
202005	Mayo 2020	10	Los Monegros	Mujeres	No consta	1
202005	Mayo 2020	10	Los Monegros	Hombres	Extranjeros comunitarios (UE-28)	321
202005	Mayo 2020	10	Los Monegros	Mujeres	Extranjeros comunitarios (UE-28)	165
202005	Mayo 2020	10	Los Monegros	Hombres	Extranjeros no comunitarios	385
202005	Mayo 2020	10	Los Monegros	Mujeres	Extranjeros no comunitarios	98
202005	Mayo 2020	10	Los Monegros	Hombres	Extranjeros comunitarios (UE-28)	48
202005	Mayo 2020	10	Los Monegros	Mujeres	Extranjeros comunitarios (UE-28)	22
202005	Mayo 2020	11	Bajo Cinca / Baix Cinca	Hombres	Españoles	5456
202005	Mayo 2020	11	Bajo Cinca / Baix Cinca	Mujeres	Españoles	3636
202005	Mayo 2020	11	Bajo Cinca / Baix Cinca	Hombres	No consta	3
202005	Mayo 2020	11	Bajo Cinca / Baix Cinca	Mujeres	No consta	3
202005	Mayo 2020	11	Bajo Cinca / Baix Cinca	Hombres	Extranjeros comunitarios (UE-28)	1737
202005	Mayo 2020	11	Bajo Cinca / Baix Cinca	Mujeres	Extranjeros comunitarios (UE-28)	1435
202005	Mayo 2020	11	Bajo Cinca / Baix Cinca	Hombres	Extranjeros no comunitarios	3491
202005	Mayo 2020	11	Bajo Cinca / Baix Cinca	Mujeres	Extranjeros no comunitarios	511
202005	Mayo 2020	11	Bajo Cinca / Baix Cinca	Hombres	Extranjeros comunitarios (UE-28)	148
202005	Mayo 2020	11	Bajo Cinca / Baix Cinca	Mujeres	Extranjeros comunitarios (UE-28)	161
202005	Mayo 2020	12	Tarazona y el Moncayo	Hombres	Españoles	2184
202005	Mayo 2020	12	Tarazona y el Moncayo	Mujeres	Españoles	1640
202005	Mayo 2020	12	Tarazona y el Moncayo	Hombres	No consta	1
202005	Mayo 2020	12	Tarazona y el Moncayo	Hombres	Extranjeros comunitarios (UE-28)	104
202005	Mayo 2020	12	Tarazona y el Moncayo	Mujeres	Extranjeros comunitarios (UE-28)	55
202005	Mayo 2020	12	Tarazona y el Moncayo	Hombres	Extranjeros no comunitarios	149
202005	Mayo 2020	12	Tarazona y el Moncayo	Mujeres	Extranjeros no comunitarios	59
202005	Mayo 2020	12	Tarazona y el Moncayo	Hombres	Extranjeros comunitarios (UE-28)	13
202005	Mayo 2020	12	Tarazona y el Moncayo	Mujeres	Extranjeros comunitarios (UE-28)	14
202005	Mayo 2020	13	Campo de Borja	Hombres	Españoles	2134
202005	Mayo 2020	13	Campo de Borja	Mujeres	Españoles	1775
202005	Mayo 2020	13	Campo de Borja	Hombres	Extranjeros comunitarios (UE-28)	180
202005	Mayo 2020	13	Campo de Borja	Mujeres	Extranjeros comunitarios (UE-28)	137
202005	Mayo 2020	13	Campo de Borja	Hombres	Extranjeros no comunitarios	153
202005	Mayo 2020	13	Campo de Borja	Mujeres	Extranjeros no comunitarios	44
202005	Mayo 2020	13	Campo de Borja	Hombres	Extranjeros comunitarios (UE-28)	12
202005	Mayo 2020	13	Campo de Borja	Mujeres	Extranjeros comunitarios (UE-28)	11
202005	Mayo 2020	14	Aranda	Hombres	Españoles	844
202005	Mayo 2020	14	Aranda	Mujeres	Españoles	477
202005	Mayo 2020	14	Aranda	Hombres	Extranjeros comunitarios (UE-28)	50
202005	Mayo 2020	14	Aranda	Mujeres	Extranjeros comunitarios (UE-28)	43
202005	Mayo 2020	14	Aranda	Hombres	Extranjeros no comunitarios	29
202005	Mayo 2020	14	Aranda	Mujeres	Extranjeros no comunitarios	5
202005	Mayo 2020	14	Aranda	Hombres	Extranjeros comunitarios (UE-28)	4
202005	Mayo 2020	14	Aranda	Mujeres	Extranjeros comunitarios (UE-28)	1
202005	Mayo 2020	15	Ribera Alta del Ebro	Hombres	Españoles	12667
202005	Mayo 2020	15	Ribera Alta del Ebro	Mujeres	Españoles	4672
202005	Mayo 2020	15	Ribera Alta del Ebro	Hombres	No consta	2
202005	Mayo 2020	15	Ribera Alta del Ebro	Mujeres	No consta	1
202005	Mayo 2020	15	Ribera Alta del Ebro	Hombres	Extranjeros comunitarios (UE-28)	765
202005	Mayo 2020	15	Ribera Alta del Ebro	Mujeres	Extranjeros comunitarios (UE-28)	348
202005	Mayo 2020	15	Ribera Alta del Ebro	Hombres	Extranjeros no comunitarios	1026
202005	Mayo 2020	15	Ribera Alta del Ebro	Mujeres	Extranjeros no comunitarios	300
202005	Mayo 2020	15	Ribera Alta del Ebro	Hombres	Extranjeros comunitarios (UE-28)	193
202005	Mayo 2020	15	Ribera Alta del Ebro	Mujeres	Extranjeros comunitarios (UE-28)	81
202005	Mayo 2020	16	Valdejalón	Hombres	Españoles	7469
202005	Mayo 2020	16	Valdejalón	Mujeres	Españoles	3881
202005	Mayo 2020	16	Valdejalón	Hombres	No consta	8
202005	Mayo 2020	16	Valdejalón	Mujeres	No consta	1
202005	Mayo 2020	16	Valdejalón	Hombres	Extranjeros comunitarios (UE-28)	2182
202005	Mayo 2020	16	Valdejalón	Mujeres	Extranjeros comunitarios (UE-28)	1694
202005	Mayo 2020	16	Valdejalón	Hombres	Extranjeros no comunitarios	1558
202005	Mayo 2020	16	Valdejalón	Mujeres	Extranjeros no comunitarios	495
202005	Mayo 2020	16	Valdejalón	Hombres	Extranjeros comunitarios (UE-28)	120
202005	Mayo 2020	16	Valdejalón	Mujeres	Extranjeros comunitarios (UE-28)	80
202005	Mayo 2020	17	Central	Hombres	Españoles	144329
202005	Mayo 2020	17	Central	Mujeres	Españoles	141931
202005	Mayo 2020	17	Central	Hombres	No consta	27
202005	Mayo 2020	17	Central	Mujeres	No consta	16
202005	Mayo 2020	17	Central	Hombres	Extranjeros comunitarios (UE-28)	6725
202005	Mayo 2020	17	Central	Mujeres	Extranjeros comunitarios (UE-28)	8303
202005	Mayo 2020	17	Central	Hombres	Extranjeros comunitarios (UE-28)	5
202005	Mayo 2020	17	Central	Mujeres	Extranjeros comunitarios (UE-28)	7
202005	Mayo 2020	17	Central	Hombres	Extranjeros no comunitarios	10986
202005	Mayo 2020	17	Central	Mujeres	Extranjeros no comunitarios	9614
202005	Mayo 2020	17	Central	Hombres	Extranjeros comunitarios (UE-28)	1814
202005	Mayo 2020	17	Central	Mujeres	Extranjeros comunitarios (UE-28)	1416
202005	Mayo 2020	18	Ribera Baja del Ebro	Hombres	Españoles	1897
202005	Mayo 2020	18	Ribera Baja del Ebro	Mujeres	Españoles	1113
202005	Mayo 2020	18	Ribera Baja del Ebro	Hombres	Extranjeros comunitarios (UE-28)	88
202005	Mayo 2020	18	Ribera Baja del Ebro	Mujeres	Extranjeros comunitarios (UE-28)	41
202005	Mayo 2020	18	Ribera Baja del Ebro	Hombres	Extranjeros no comunitarios	169
202005	Mayo 2020	18	Ribera Baja del Ebro	Mujeres	Extranjeros no comunitarios	57
202005	Mayo 2020	18	Ribera Baja del Ebro	Hombres	Extranjeros comunitarios (UE-28)	13
202005	Mayo 2020	18	Ribera Baja del Ebro	Mujeres	Extranjeros comunitarios (UE-28)	8
202005	Mayo 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	Españoles	2336
202005	Mayo 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	Españoles	1775
202005	Mayo 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	No consta	8
202005	Mayo 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	No consta	7
202005	Mayo 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	Extranjeros comunitarios (UE-28)	378
202005	Mayo 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	Extranjeros comunitarios (UE-28)	429
202005	Mayo 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	Extranjeros no comunitarios	1950
202005	Mayo 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	Extranjeros no comunitarios	260
202005	Mayo 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	Extranjeros comunitarios (UE-28)	72
202005	Mayo 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	Extranjeros comunitarios (UE-28)	52
202005	Mayo 2020	20	Comunidad de Calatayud	Hombres	Españoles	4826
202005	Mayo 2020	20	Comunidad de Calatayud	Mujeres	Españoles	3791
202005	Mayo 2020	20	Comunidad de Calatayud	Hombres	No consta	1
202005	Mayo 2020	20	Comunidad de Calatayud	Hombres	Extranjeros comunitarios (UE-28)	811
202005	Mayo 2020	20	Comunidad de Calatayud	Mujeres	Extranjeros comunitarios (UE-28)	689
202005	Mayo 2020	20	Comunidad de Calatayud	Hombres	Extranjeros no comunitarios	325
202005	Mayo 2020	20	Comunidad de Calatayud	Mujeres	Extranjeros no comunitarios	155
202005	Mayo 2020	20	Comunidad de Calatayud	Hombres	Extranjeros comunitarios (UE-28)	29
202005	Mayo 2020	20	Comunidad de Calatayud	Mujeres	Extranjeros comunitarios (UE-28)	11
202005	Mayo 2020	21	Campo de Cariñena	Hombres	Españoles	2613
202005	Mayo 2020	21	Campo de Cariñena	Mujeres	Españoles	1102
202005	Mayo 2020	21	Campo de Cariñena	Hombres	Extranjeros comunitarios (UE-28)	478
202005	Mayo 2020	21	Campo de Cariñena	Mujeres	Extranjeros comunitarios (UE-28)	312
202005	Mayo 2020	21	Campo de Cariñena	Hombres	Extranjeros no comunitarios	307
202005	Mayo 2020	21	Campo de Cariñena	Mujeres	Extranjeros no comunitarios	151
202005	Mayo 2020	21	Campo de Cariñena	Hombres	Extranjeros comunitarios (UE-28)	39
202005	Mayo 2020	21	Campo de Cariñena	Mujeres	Extranjeros comunitarios (UE-28)	27
202005	Mayo 2020	22	Campo de Belchite	Hombres	Españoles	658
202005	Mayo 2020	22	Campo de Belchite	Mujeres	Españoles	408
202005	Mayo 2020	22	Campo de Belchite	Hombres	Extranjeros comunitarios (UE-28)	61
202005	Mayo 2020	22	Campo de Belchite	Mujeres	Extranjeros comunitarios (UE-28)	40
202005	Mayo 2020	22	Campo de Belchite	Hombres	Extranjeros no comunitarios	36
202005	Mayo 2020	22	Campo de Belchite	Mujeres	Extranjeros no comunitarios	30
202005	Mayo 2020	22	Campo de Belchite	Hombres	Extranjeros comunitarios (UE-28)	1
202005	Mayo 2020	22	Campo de Belchite	Mujeres	Extranjeros comunitarios (UE-28)	4
202005	Mayo 2020	23	Bajo Martín	Hombres	Españoles	1433
202005	Mayo 2020	23	Bajo Martín	Mujeres	Españoles	699
202005	Mayo 2020	23	Bajo Martín	Hombres	Extranjeros comunitarios (UE-28)	298
202005	Mayo 2020	23	Bajo Martín	Mujeres	Extranjeros comunitarios (UE-28)	53
202005	Mayo 2020	23	Bajo Martín	Hombres	Extranjeros no comunitarios	272
202005	Mayo 2020	23	Bajo Martín	Mujeres	Extranjeros no comunitarios	24
202005	Mayo 2020	23	Bajo Martín	Hombres	Extranjeros comunitarios (UE-28)	70
202005	Mayo 2020	23	Bajo Martín	Mujeres	Extranjeros comunitarios (UE-28)	6
202005	Mayo 2020	24	Campo de Daroca	Hombres	Españoles	937
202005	Mayo 2020	24	Campo de Daroca	Mujeres	Españoles	551
202005	Mayo 2020	24	Campo de Daroca	Hombres	Extranjeros comunitarios (UE-28)	155
202005	Mayo 2020	24	Campo de Daroca	Mujeres	Extranjeros comunitarios (UE-28)	97
202005	Mayo 2020	24	Campo de Daroca	Hombres	Extranjeros no comunitarios	124
202005	Mayo 2020	24	Campo de Daroca	Mujeres	Extranjeros no comunitarios	40
