Mes y año	Mes (código)	Sexo	Número de contratos	Provincia código	Provincia nombre
Enero 2012	201201	Mujeres	911	44	Teruel
Enero 2012	201201	Mujeres	9430	50	Zaragoza
Diciembre 2011	201112	Hombres	1921	22	Huesca
Diciembre 2011	201112	Hombres	1251	44	Teruel
Diciembre 2011	201112	Hombres	9637	50	Zaragoza
Diciembre 2011	201112	Mujeres	1988	22	Huesca
Diciembre 2011	201112	Mujeres	1006	44	Teruel
Diciembre 2011	201112	Mujeres	9169	50	Zaragoza
Noviembre 2011	201111	Hombres	2156	22	Huesca
Noviembre 2011	201111	Hombres	1485	44	Teruel
Noviembre 2011	201111	Hombres	11968	50	Zaragoza
Noviembre 2011	201111	Mujeres	1836	22	Huesca
Noviembre 2011	201111	Mujeres	963	44	Teruel
Noviembre 2011	201111	Mujeres	10769	50	Zaragoza
Octubre 2011	201110	Hombres	2330	22	Huesca
Octubre 2011	201110	Hombres	1857	44	Teruel
Octubre 2011	201110	Hombres	13210	50	Zaragoza
Octubre 2011	201110	Mujeres	2271	22	Huesca
Octubre 2011	201110	Mujeres	1264	44	Teruel
Octubre 2011	201110	Mujeres	12855	50	Zaragoza
Septiembre 2011	201109	Hombres	2520	22	Huesca
Septiembre 2011	201109	Hombres	1879	44	Teruel
Septiembre 2011	201109	Hombres	17020	50	Zaragoza
Septiembre 2011	201109	Mujeres	2342	22	Huesca
Septiembre 2011	201109	Mujeres	1517	44	Teruel
Septiembre 2011	201109	Mujeres	13974	50	Zaragoza
Agosto 2011	201108	Hombres	3525	22	Huesca
Agosto 2011	201108	Hombres	1562	44	Teruel
Agosto 2011	201108	Hombres	14705	50	Zaragoza
Agosto 2011	201108	Mujeres	2175	22	Huesca
Agosto 2011	201108	Mujeres	1203	44	Teruel
Agosto 2011	201108	Mujeres	10291	50	Zaragoza
Julio 2011	201107	Hombres	4666	22	Huesca
Julio 2011	201107	Hombres	1772	44	Teruel
Julio 2011	201107	Hombres	14803	50	Zaragoza
Julio 2011	201107	Mujeres	3810	22	Huesca
Julio 2011	201107	Mujeres	1352	44	Teruel
Julio 2011	201107	Mujeres	12431	50	Zaragoza
Junio 2011	201106	Hombres	3890	22	Huesca
Junio 2011	201106	Hombres	2028	44	Teruel
Junio 2011	201106	Hombres	17482	50	Zaragoza
Junio 2011	201106	Mujeres	3094	22	Huesca
Junio 2011	201106	Mujeres	1573	44	Teruel
Junio 2011	201106	Mujeres	14200	50	Zaragoza
Mayo 2011	201105	Hombres	4766	22	Huesca
Mayo 2011	201105	Hombres	1909	44	Teruel
Mayo 2011	201105	Hombres	17369	50	Zaragoza
Mayo 2011	201105	Mujeres	2888	22	Huesca
Mayo 2011	201105	Mujeres	1336	44	Teruel
Mayo 2011	201105	Mujeres	14066	50	Zaragoza
Abril 2011	201104	Hombres	2527	22	Huesca
Abril 2011	201104	Hombres	1459	44	Teruel
Abril 2011	201104	Hombres	11624	50	Zaragoza
Abril 2011	201104	Mujeres	1981	22	Huesca
Abril 2011	201104	Mujeres	1041	44	Teruel
Abril 2011	201104	Mujeres	10221	50	Zaragoza
Marzo 2011	201103	Hombres	2447	22	Huesca
Marzo 2011	201103	Hombres	1505	44	Teruel
Marzo 2011	201103	Hombres	11707	50	Zaragoza
Marzo 2011	201103	Mujeres	1901	22	Huesca
Marzo 2011	201103	Mujeres	1045	44	Teruel
Marzo 2011	201103	Mujeres	10220	50	Zaragoza
Febrero 2011	201102	Hombres	1909	22	Huesca
Febrero 2011	201102	Hombres	1314	44	Teruel
Febrero 2011	201102	Hombres	9942	50	Zaragoza
Febrero 2011	201102	Mujeres	1568	22	Huesca
Febrero 2011	201102	Mujeres	826	44	Teruel
Febrero 2011	201102	Mujeres	8900	50	Zaragoza
Enero 2011	201101	Hombres	2070	22	Huesca
Enero 2011	201101	Hombres	1272	44	Teruel
Enero 2011	201101	Hombres	11479	50	Zaragoza
Enero 2011	201101	Mujeres	1681	22	Huesca
Enero 2011	201101	Mujeres	837	44	Teruel
Enero 2011	201101	Mujeres	9619	50	Zaragoza
Diciembre 2010	201012	Hombres	2426	22	Huesca
Diciembre 2010	201012	Hombres	1221	44	Teruel
Diciembre 2010	201012	Hombres	9913	50	Zaragoza
Diciembre 2010	201012	Mujeres	2388	22	Huesca
Diciembre 2010	201012	Mujeres	972	44	Teruel
Diciembre 2010	201012	Mujeres	9999	50	Zaragoza
Noviembre 2010	201011	Hombres	2498	22	Huesca
Noviembre 2010	201011	Hombres	1521	44	Teruel
Noviembre 2010	201011	Hombres	13252	50	Zaragoza
Noviembre 2010	201011	Mujeres	1924	22	Huesca
Noviembre 2010	201011	Mujeres	1042	44	Teruel
Noviembre 2010	201011	Mujeres	11641	50	Zaragoza
Octubre 2010	201010	Hombres	2299	22	Huesca
Octubre 2010	201010	Hombres	1646	44	Teruel
Octubre 2010	201010	Hombres	14912	50	Zaragoza
Octubre 2010	201010	Mujeres	2047	22	Huesca
Octubre 2010	201010	Mujeres	1244	44	Teruel
Octubre 2010	201010	Mujeres	13131	50	Zaragoza
Septiembre 2010	201009	Hombres	2817	22	Huesca
Septiembre 2010	201009	Hombres	2059	44	Teruel
Septiembre 2010	201009	Hombres	17792	50	Zaragoza
Septiembre 2010	201009	Mujeres	2277	22	Huesca
Septiembre 2010	201009	Mujeres	1567	44	Teruel
Septiembre 2010	201009	Mujeres	14916	50	Zaragoza
Agosto 2010	201008	Hombres	3166	22	Huesca
Agosto 2010	201008	Hombres	1392	44	Teruel
Agosto 2010	201008	Hombres	13113	50	Zaragoza
Agosto 2010	201008	Mujeres	2066	22	Huesca
Agosto 2010	201008	Mujeres	1054	44	Teruel
Agosto 2010	201008	Mujeres	10137	50	Zaragoza
Julio 2010	201007	Hombres	4525	22	Huesca
Julio 2010	201007	Hombres	2040	44	Teruel
Julio 2010	201007	Hombres	16099	50	Zaragoza
Julio 2010	201007	Mujeres	3771	22	Huesca
Julio 2010	201007	Mujeres	1567	44	Teruel
Julio 2010	201007	Mujeres	12819	50	Zaragoza
Junio 2010	201006	Hombres	3710	22	Huesca
Junio 2010	201006	Hombres	1904	44	Teruel
Junio 2010	201006	Hombres	16379	50	Zaragoza
Junio 2010	201006	Mujeres	3077	22	Huesca
Junio 2010	201006	Mujeres	1466	44	Teruel
Junio 2010	201006	Mujeres	13848	50	Zaragoza
Mayo 2010	201005	Hombres	4441	22	Huesca
Mayo 2010	201005	Hombres	1602	44	Teruel
Mayo 2010	201005	Hombres	14593	50	Zaragoza
Mayo 2010	201005	Mujeres	2628	22	Huesca
Mayo 2010	201005	Mujeres	1220	44	Teruel
Mayo 2010	201005	Mujeres	12193	50	Zaragoza
Abril 2010	201004	Hombres	2205	22	Huesca
Abril 2010	201004	Hombres	1399	44	Teruel
Abril 2010	201004	Hombres	10379	50	Zaragoza
Abril 2010	201004	Mujeres	1595	22	Huesca
Abril 2010	201004	Mujeres	930	44	Teruel
Abril 2010	201004	Mujeres	9548	50	Zaragoza
Marzo 2010	201003	Hombres	2407	22	Huesca
Marzo 2010	201003	Hombres	1444	44	Teruel
Marzo 2010	201003	Hombres	11252	50	Zaragoza
Marzo 2010	201003	Mujeres	1956	22	Huesca
Marzo 2010	201003	Mujeres	1063	44	Teruel
Marzo 2010	201003	Mujeres	10161	50	Zaragoza
Febrero 2010	201002	Hombres	2230	22	Huesca
Febrero 2010	201002	Hombres	1135	44	Teruel
Febrero 2010	201002	Hombres	9820	50	Zaragoza
Febrero 2010	201002	Mujeres	1736	22	Huesca
Febrero 2010	201002	Mujeres	831	44	Teruel
Febrero 2010	201002	Mujeres	8645	50	Zaragoza
Enero 2010	201001	Hombres	2230	22	Huesca
Enero 2010	201001	Hombres	1025	44	Teruel
Enero 2010	201001	Hombres	9845	50	Zaragoza
Enero 2010	201001	Mujeres	1906	22	Huesca
Enero 2010	201001	Mujeres	780	44	Teruel
Enero 2010	201001	Mujeres	8929	50	Zaragoza
Diciembre 2009	200912	Hombres	2369	22	Huesca
Diciembre 2009	200912	Hombres	1063	44	Teruel
Diciembre 2009	200912	Hombres	9664	50	Zaragoza
Diciembre 2009	200912	Mujeres	2326	22	Huesca
Diciembre 2009	200912	Mujeres	868	44	Teruel
Diciembre 2009	200912	Mujeres	9689	50	Zaragoza
Noviembre 2009	200911	Hombres	2301	22	Huesca
Noviembre 2009	200911	Hombres	1378	44	Teruel
Noviembre 2009	200911	Hombres	12208	50	Zaragoza
Noviembre 2009	200911	Mujeres	2054	22	Huesca
Noviembre 2009	200911	Mujeres	1055	44	Teruel
Noviembre 2009	200911	Mujeres	11001	50	Zaragoza
Octubre 2009	200910	Hombres	2585	22	Huesca
Octubre 2009	200910	Hombres	1551	44	Teruel
Octubre 2009	200910	Hombres	14934	50	Zaragoza
Octubre 2009	200910	Mujeres	2237	22	Huesca
Octubre 2009	200910	Mujeres	1257	44	Teruel
Octubre 2009	200910	Mujeres	14013	50	Zaragoza
Septiembre 2009	200909	Hombres	2662	22	Huesca
Septiembre 2009	200909	Hombres	1758	44	Teruel
Septiembre 2009	200909	Hombres	16821	50	Zaragoza
Septiembre 2009	200909	Mujeres	2291	22	Huesca
Septiembre 2009	200909	Mujeres	1283	44	Teruel
Septiembre 2009	200909	Mujeres	14818	50	Zaragoza
Agosto 2009	200908	Hombres	2762	22	Huesca
Agosto 2009	200908	Hombres	1216	44	Teruel
Agosto 2009	200908	Hombres	11616	50	Zaragoza
Agosto 2009	200908	Mujeres	1878	22	Huesca
Agosto 2009	200908	Mujeres	929	44	Teruel
Agosto 2009	200908	Mujeres	9195	50	Zaragoza
Julio 2009	200907	Hombres	4728	22	Huesca
Julio 2009	200907	Hombres	1502	44	Teruel
Julio 2009	200907	Hombres	14626	50	Zaragoza
Julio 2009	200907	Mujeres	3871	22	Huesca
Julio 2009	200907	Mujeres	1652	44	Teruel
Julio 2009	200907	Mujeres	12349	50	Zaragoza
Junio 2009	200906	Hombres	3778	22	Huesca
Junio 2009	200906	Hombres	1713	44	Teruel
Junio 2009	200906	Hombres	16225	50	Zaragoza
Junio 2009	200906	Mujeres	3079	22	Huesca
Junio 2009	200906	Mujeres	1342	44	Teruel
Junio 2009	200906	Mujeres	13523	50	Zaragoza
Mayo 2009	200905	Hombres	3995	22	Huesca
Mayo 2009	200905	Hombres	1768	44	Teruel
Mayo 2009	200905	Hombres	13422	50	Zaragoza
Mayo 2009	200905	Mujeres	2518	22	Huesca
Mayo 2009	200905	Mujeres	1077	44	Teruel
Mayo 2009	200905	Mujeres	10667	50	Zaragoza
Abril 2009	200904	Hombres	2365	22	Huesca
Abril 2009	200904	Hombres	1353	44	Teruel
Abril 2009	200904	Hombres	9981	50	Zaragoza
Abril 2009	200904	Mujeres	1943	22	Huesca
Abril 2009	200904	Mujeres	875	44	Teruel
Abril 2009	200904	Mujeres	9124	50	Zaragoza
Marzo 2009	200903	Hombres	2168	22	Huesca
Marzo 2009	200903	Hombres	1330	44	Teruel
Marzo 2009	200903	Hombres	9894	50	Zaragoza
Marzo 2009	200903	Mujeres	1645	22	Huesca
Marzo 2009	200903	Mujeres	930	44	Teruel
Marzo 2009	200903	Mujeres	9552	50	Zaragoza
Febrero 2009	200902	Hombres	2031	22	Huesca
Febrero 2009	200902	Hombres	1200	44	Teruel
Febrero 2009	200902	Hombres	9122	50	Zaragoza
Febrero 2009	200902	Mujeres	1653	22	Huesca
Febrero 2009	200902	Mujeres	838	44	Teruel
Febrero 2009	200902	Mujeres	8758	50	Zaragoza
Enero 2009	200901	Hombres	2325	22	Huesca
Enero 2009	200901	Hombres	1277	44	Teruel
Enero 2009	200901	Hombres	9203	50	Zaragoza
Enero 2009	200901	Mujeres	1923	22	Huesca
Enero 2009	200901	Mujeres	858	44	Teruel
Enero 2009	200901	Mujeres	10043	50	Zaragoza
Diciembre 2008	200812	Hombres	2136	22	Huesca
Diciembre 2008	200812	Hombres	1038	44	Teruel
Diciembre 2008	200812	Hombres	8280	50	Zaragoza
Diciembre 2008	200812	Mujeres	2226	22	Huesca
Diciembre 2008	200812	Mujeres	980	44	Teruel
Diciembre 2008	200812	Mujeres	10117	50	Zaragoza
Noviembre 2008	200811	Hombres	2099	22	Huesca
Noviembre 2008	200811	Hombres	1117	44	Teruel
Noviembre 2008	200811	Hombres	10860	50	Zaragoza
Noviembre 2008	200811	Mujeres	1989	22	Huesca
Noviembre 2008	200811	Mujeres	1037	44	Teruel
Noviembre 2008	200811	Mujeres	11628	50	Zaragoza
Octubre 2008	200810	Hombres	2626	22	Huesca
Octubre 2008	200810	Hombres	1836	44	Teruel
Octubre 2008	200810	Hombres	15853	50	Zaragoza
Octubre 2008	200810	Mujeres	2487	22	Huesca
Octubre 2008	200810	Mujeres	1413	44	Teruel
Octubre 2008	200810	Mujeres	16105	50	Zaragoza
Septiembre 2008	200809	Hombres	2818	22	Huesca
Septiembre 2008	200809	Hombres	1869	44	Teruel
Septiembre 2008	200809	Hombres	17919	50	Zaragoza
Septiembre 2008	200809	Mujeres	2373	22	Huesca
Septiembre 2008	200809	Mujeres	1366	44	Teruel
Septiembre 2008	200809	Mujeres	17640	50	Zaragoza
Agosto 2008	200808	Hombres	2831	22	Huesca
Agosto 2008	200808	Hombres	1159	44	Teruel
Agosto 2008	200808	Hombres	12960	50	Zaragoza
Agosto 2008	200808	Mujeres	1922	22	Huesca
Agosto 2008	200808	Mujeres	922	44	Teruel
Agosto 2008	200808	Mujeres	11430	50	Zaragoza
Julio 2008	200807	Hombres	4930	22	Huesca
Julio 2008	200807	Hombres	2056	44	Teruel
Julio 2008	200807	Hombres	18600	50	Zaragoza
Julio 2008	200807	Mujeres	3942	22	Huesca
Julio 2008	200807	Mujeres	1742	44	Teruel
Julio 2008	200807	Mujeres	17188	50	Zaragoza
Junio 2008	200806	Hombres	3566	22	Huesca
Junio 2008	200806	Hombres	1987	44	Teruel
Junio 2008	200806	Hombres	19688	50	Zaragoza
Junio 2008	200806	Mujeres	3188	22	Huesca
Junio 2008	200806	Mujeres	1423	44	Teruel
Junio 2008	200806	Mujeres	18121	50	Zaragoza
Mayo 2008	200805	Hombres	4385	22	Huesca
Mayo 2008	200805	Hombres	1965	44	Teruel
Mayo 2008	200805	Hombres	18934	50	Zaragoza
Mayo 2008	200805	Mujeres	2821	22	Huesca
Mayo 2008	200805	Mujeres	1315	44	Teruel
Mayo 2008	200805	Mujeres	16791	50	Zaragoza
Abril 2008	200804	Hombres	3080	22	Huesca
Abril 2008	200804	Hombres	1798	44	Teruel
Abril 2008	200804	Hombres	17686	50	Zaragoza
Abril 2008	200804	Mujeres	2141	22	Huesca
Abril 2008	200804	Mujeres	998	44	Teruel
Abril 2008	200804	Mujeres	14701	50	Zaragoza
Marzo 2008	200803	Hombres	2754	22	Huesca
Marzo 2008	200803	Hombres	1506	44	Teruel
Marzo 2008	200803	Hombres	14687	50	Zaragoza
Marzo 2008	200803	Mujeres	2023	22	Huesca
Marzo 2008	200803	Mujeres	1130	44	Teruel
Marzo 2008	200803	Mujeres	12385	50	Zaragoza
Febrero 2008	200802	Hombres	3160	22	Huesca
Febrero 2008	200802	Hombres	2024	44	Teruel
Febrero 2008	200802	Hombres	16914	50	Zaragoza
Febrero 2008	200802	Mujeres	1975	22	Huesca
Febrero 2008	200802	Mujeres	1095	44	Teruel
Febrero 2008	200802	Mujeres	13455	50	Zaragoza
Enero 2008	200801	Hombres	3548	22	Huesca
Enero 2008	200801	Hombres	1830	44	Teruel
Enero 2008	200801	Hombres	16996	50	Zaragoza
Enero 2008	200801	Mujeres	2459	22	Huesca
Enero 2008	200801	Mujeres	1244	44	Teruel
Enero 2008	200801	Mujeres	14816	50	Zaragoza
Diciembre 2007	200712	Hombres	2430	22	Huesca
Diciembre 2007	200712	Hombres	1330	44	Teruel
Diciembre 2007	200712	Hombres	11804	50	Zaragoza
Diciembre 2007	200712	Mujeres	2211	22	Huesca
Diciembre 2007	200712	Mujeres	1049	44	Teruel
Diciembre 2007	200712	Mujeres	11729	50	Zaragoza
Noviembre 2007	200711	Hombres	3127	22	Huesca
Noviembre 2007	200711	Hombres	1817	44	Teruel
Noviembre 2007	200711	Hombres	16258	50	Zaragoza
Noviembre 2007	200711	Mujeres	2359	22	Huesca
Noviembre 2007	200711	Mujeres	1314	44	Teruel
Noviembre 2007	200711	Mujeres	15230	50	Zaragoza
Octubre 2007	200710	Hombres	3821	22	Huesca
Octubre 2007	200710	Hombres	2106	44	Teruel
Octubre 2007	200710	Hombres	21402	50	Zaragoza
Octubre 2007	200710	Mujeres	3042	22	Huesca
Octubre 2007	200710	Mujeres	1611	44	Teruel
Octubre 2007	200710	Mujeres	20107	50	Zaragoza
Septiembre 2007	200709	Hombres	3364	22	Huesca
Septiembre 2007	200709	Hombres	1866	44	Teruel
Septiembre 2007	200709	Hombres	18960	50	Zaragoza
Septiembre 2007	200709	Mujeres	2367	22	Huesca
Septiembre 2007	200709	Mujeres	1270	44	Teruel
Septiembre 2007	200709	Mujeres	17014	50	Zaragoza
Agosto 2007	200708	Hombres	3541	22	Huesca
Agosto 2007	200708	Hombres	1637	44	Teruel
Agosto 2007	200708	Hombres	15034	50	Zaragoza
Agosto 2007	200708	Mujeres	2275	22	Huesca
Agosto 2007	200708	Mujeres	1265	44	Teruel
Agosto 2007	200708	Mujeres	11927	50	Zaragoza
Julio 2007	200707	Hombres	5422	22	Huesca
Julio 2007	200707	Hombres	2106	44	Teruel
Julio 2007	200707	Hombres	19154	50	Zaragoza
Julio 2007	200707	Mujeres	4401	22	Huesca
Julio 2007	200707	Mujeres	1751	44	Teruel
Julio 2007	200707	Mujeres	16637	50	Zaragoza
Junio 2007	200706	Hombres	4153	22	Huesca
Junio 2007	200706	Hombres	2029	44	Teruel
Junio 2007	200706	Hombres	19492	50	Zaragoza
Junio 2007	200706	Mujeres	3087	22	Huesca
Junio 2007	200706	Mujeres	1569	44	Teruel
Junio 2007	200706	Mujeres	15798	50	Zaragoza
Mayo 2007	200705	Hombres	4891	22	Huesca
Mayo 2007	200705	Hombres	2142	44	Teruel
Mayo 2007	200705	Hombres	19718	50	Zaragoza
Mayo 2007	200705	Mujeres	3101	22	Huesca
Mayo 2007	200705	Mujeres	1540	44	Teruel
Mayo 2007	200705	Mujeres	16374	50	Zaragoza
Abril 2007	200704	Hombres	3159	22	Huesca
Abril 2007	200704	Hombres	1543	44	Teruel
Abril 2007	200704	Hombres	14730	50	Zaragoza
Abril 2007	200704	Mujeres	2195	22	Huesca
Abril 2007	200704	Mujeres	1080	44	Teruel
Abril 2007	200704	Mujeres	12412	50	Zaragoza
Marzo 2007	200703	Hombres	3191	22	Huesca
Marzo 2007	200703	Hombres	1716	44	Teruel
Marzo 2007	200703	Hombres	16626	50	Zaragoza
Marzo 2007	200703	Mujeres	2125	22	Huesca
Marzo 2007	200703	Mujeres	1034	44	Teruel
Marzo 2007	200703	Mujeres	13766	50	Zaragoza
Febrero 2007	200702	Hombres	3074	22	Huesca
Febrero 2007	200702	Hombres	1556	44	Teruel
Febrero 2007	200702	Hombres	15807	50	Zaragoza
Febrero 2007	200702	Mujeres	2139	22	Huesca
Febrero 2007	200702	Mujeres	905	44	Teruel
Febrero 2007	200702	Mujeres	12836	50	Zaragoza
Enero 2007	200701	Hombres	3575	22	Huesca
Enero 2007	200701	Hombres	1748	44	Teruel
Enero 2007	200701	Hombres	17670	50	Zaragoza
Enero 2007	200701	Mujeres	2511	22	Huesca
Enero 2007	200701	Mujeres	1152	44	Teruel
Enero 2007	200701	Mujeres	15521	50	Zaragoza
Diciembre 2006	200612	Hombres	2919	22	Huesca
Diciembre 2006	200612	Hombres	1595	44	Teruel
Diciembre 2006	200612	Hombres	13913	50	Zaragoza
Diciembre 2006	200612	Mujeres	2564	22	Huesca
Diciembre 2006	200612	Mujeres	1159	44	Teruel
Diciembre 2006	200612	Mujeres	13386	50	Zaragoza
Noviembre 2006	200611	Hombres	3364	22	Huesca
Noviembre 2006	200611	Hombres	1846	44	Teruel
Noviembre 2006	200611	Hombres	17808	50	Zaragoza
Noviembre 2006	200611	Mujeres	2382	22	Huesca
Noviembre 2006	200611	Mujeres	1321	44	Teruel
Noviembre 2006	200611	Mujeres	16698	50	Zaragoza
Octubre 2006	200610	Hombres	3582	22	Huesca
Octubre 2006	200610	Hombres	1941	44	Teruel
Octubre 2006	200610	Hombres	19462	50	Zaragoza
Octubre 2006	200610	Mujeres	2890	22	Huesca
Octubre 2006	200610	Mujeres	1605	44	Teruel
Octubre 2006	200610	Mujeres	18177	50	Zaragoza
Septiembre 2006	200609	Hombres	3307	22	Huesca
Septiembre 2006	200609	Hombres	1879	44	Teruel
Septiembre 2006	200609	Hombres	18904	50	Zaragoza
Septiembre 2006	200609	Mujeres	2479	22	Huesca
Septiembre 2006	200609	Mujeres	1327	44	Teruel
Septiembre 2006	200609	Mujeres	17240	50	Zaragoza
Agosto 2006	200608	Hombres	3412	22	Huesca
Agosto 2006	200608	Hombres	1632	44	Teruel
Agosto 2006	200608	Hombres	15967	50	Zaragoza
Agosto 2006	200608	Mujeres	2265	22	Huesca
Agosto 2006	200608	Mujeres	1316	44	Teruel
Agosto 2006	200608	Mujeres	12430	50	Zaragoza
Julio 2006	200607	Hombres	5117	22	Huesca
Julio 2006	200607	Hombres	2110	44	Teruel
Julio 2006	200607	Hombres	19371	50	Zaragoza
Julio 2006	200607	Mujeres	3995	22	Huesca
Julio 2006	200607	Mujeres	1853	44	Teruel
Julio 2006	200607	Mujeres	15666	50	Zaragoza
Junio 2006	200606	Hombres	4322	22	Huesca
Junio 2006	200606	Hombres	2170	44	Teruel
Junio 2006	200606	Hombres	19918	50	Zaragoza
Junio 2006	200606	Mujeres	3069	22	Huesca
Junio 2006	200606	Mujeres	1711	44	Teruel
Junio 2006	200606	Mujeres	15712	50	Zaragoza
Mayo 2006	200605	Hombres	4598	22	Huesca
Mayo 2006	200605	Hombres	2049	44	Teruel
Mayo 2006	200605	Hombres	20597	50	Zaragoza
Mayo 2006	200605	Mujeres	2770	22	Huesca
Mayo 2006	200605	Mujeres	1422	44	Teruel
Mayo 2006	200605	Mujeres	15566	50	Zaragoza
Abril 2006	200604	Hombres	2613	22	Huesca
Abril 2006	200604	Hombres	1458	44	Teruel
Abril 2006	200604	Hombres	13767	50	Zaragoza
Abril 2006	200604	Mujeres	1866	22	Huesca
Abril 2006	200604	Mujeres	963	44	Teruel
Abril 2006	200604	Mujeres	11658	50	Zaragoza
Marzo 2006	200603	Hombres	3028	22	Huesca
Marzo 2006	200603	Hombres	1492	44	Teruel
Marzo 2006	200603	Hombres	16809	50	Zaragoza
Marzo 2006	200603	Mujeres	2030	22	Huesca
Marzo 2006	200603	Mujeres	992	44	Teruel
Marzo 2006	200603	Mujeres	13564	50	Zaragoza
Febrero 2006	200602	Hombres	2885	22	Huesca
Febrero 2006	200602	Hombres	1440	44	Teruel
Febrero 2006	200602	Hombres	15412	50	Zaragoza
Febrero 2006	200602	Mujeres	1903	22	Huesca
Febrero 2006	200602	Mujeres	925	44	Teruel
Febrero 2006	200602	Mujeres	12714	50	Zaragoza
Enero 2006	200601	Hombres	3016	22	Huesca
Enero 2006	200601	Hombres	1618	44	Teruel
Enero 2006	200601	Hombres	15273	50	Zaragoza
Enero 2006	200601	Mujeres	2238	22	Huesca
Enero 2006	200601	Mujeres	983	44	Teruel
Enero 2006	200601	Mujeres	12605	50	Zaragoza
Diciembre 2005	200512	Hombres	2591	22	Huesca
Diciembre 2005	200512	Hombres	1324	44	Teruel
Diciembre 2005	200512	Hombres	11757	50	Zaragoza
Diciembre 2005	200512	Mujeres	2477	22	Huesca
Diciembre 2005	200512	Mujeres	1032	44	Teruel
Diciembre 2005	200512	Mujeres	11649	50	Zaragoza
Noviembre 2005	200511	Hombres	3002	22	Huesca
Noviembre 2005	200511	Hombres	1547	44	Teruel
Noviembre 2005	200511	Hombres	15565	50	Zaragoza
Noviembre 2005	200511	Mujeres	2268	22	Huesca
Noviembre 2005	200511	Mujeres	1209	44	Teruel
Noviembre 2005	200511	Mujeres	13516	50	Zaragoza
Octubre 2005	200510	Hombres	2785	22	Huesca
Octubre 2005	200510	Hombres	1660	44	Teruel
Octubre 2005	200510	Hombres	15820	50	Zaragoza
Octubre 2005	200510	Mujeres	2361	22	Huesca
Octubre 2005	200510	Mujeres	1400	44	Teruel
Octubre 2005	200510	Mujeres	15086	50	Zaragoza
Septiembre 2005	200509	Hombres	3074	22	Huesca
Septiembre 2005	200509	Hombres	1813	44	Teruel
Septiembre 2005	200509	Hombres	18770	50	Zaragoza
Septiembre 2005	200509	Mujeres	2254	22	Huesca
Septiembre 2005	200509	Mujeres	1321	44	Teruel
Septiembre 2005	200509	Mujeres	16885	50	Zaragoza
Agosto 2005	200508	Hombres	3641	22	Huesca
Agosto 2005	200508	Hombres	1463	44	Teruel
Agosto 2005	200508	Hombres	14858	50	Zaragoza
Agosto 2005	200508	Mujeres	2170	22	Huesca
Agosto 2005	200508	Mujeres	1234	44	Teruel
Agosto 2005	200508	Mujeres	11440	50	Zaragoza
Julio 2005	200507	Hombres	4880	22	Huesca
Julio 2005	200507	Hombres	1930	44	Teruel
Julio 2005	200507	Hombres	17533	50	Zaragoza
Julio 2005	200507	Mujeres	3810	22	Huesca
Julio 2005	200507	Mujeres	1613	44	Teruel
Julio 2005	200507	Mujeres	14113	50	Zaragoza
Junio 2005	200506	Hombres	4548	22	Huesca
Junio 2005	200506	Hombres	2159	44	Teruel
Junio 2005	200506	Hombres	19591	50	Zaragoza
Junio 2005	200506	Mujeres	3076	22	Huesca
Junio 2005	200506	Mujeres	1579	44	Teruel
Junio 2005	200506	Mujeres	14848	50	Zaragoza
Mayo 2005	200505	Hombres	4022	22	Huesca
Mayo 2005	200505	Hombres	1798	44	Teruel
Mayo 2005	200505	Hombres	18033	50	Zaragoza
Mayo 2005	200505	Mujeres	2343	22	Huesca
Mayo 2005	200505	Mujeres	1253	44	Teruel
Mayo 2005	200505	Mujeres	13896	50	Zaragoza
