Año	Código del municipio	Nombre del municipio	Número total de explotaciones	Explotaciones con tierras	Explotaciones con tierras sin SAU	Explotaciones con tierras con SAU >=25% y <50% de su propiedad	Explotaciones con tierras con SAU >=50% y <75% de su propiedad	Explotaciones con tierras con SAU >=75% y <100% de su propiedad	Explotaciones con tierras con SAU totalmente de su propiedad	Explotaciones con tierras con SAU	Explotaciones con tierras con SAU  <25% de su propiedad
1989	44263	Villastar	64	64	3	3	4	8	34	61	12
1989	44264	Villel	412	410	194	5	1	4	200	216	6
1989	44265	Vinaceite	89	85	2	10	13	5	35	83	20
1989	44266	Visiedo	59	59	0	12	10	5	24	59	8
1989	44267	Vivel del Río Martín	34	34	3	3	2	1	12	31	13
1989	44268	Zoma (La)	29	29	2	1	3	3	19	27	1
1989	50001	Abanto	46	45	1	2	12	7	18	44	5
1989	50002	Acered	129	128	0	0	0	1	126	128	1
1989	50003	Agón	52	51	2	2	3	5	37	49	2
1989	50004	Aguarón	297	294	17	2	4	4	267	277	0
1989	50005	Aguilón	123	123	4	10	10	24	64	119	11
1989	50006	Ainzón	325	323	23	7	15	31	237	300	10
1989	50007	Aladrén	101	100	23	0	0	0	76	77	1
1989	50008	Alagón	772	756	14	35	61	43	379	742	224
1989	50009	Alarba	88	88	10	0	0	2	74	78	2
1989	50010	Alberite de San Juan	19	19	1	1	1	5	10	18	1
1989	50011	Albeta	5	5	2	0	0	0	3	3	0
1989	50012	Alborge	11	11	1	0	0	0	9	10	1
1989	50013	Alcalá de Ebro	112	112	2	14	12	5	67	110	12
1989	50014	Alcalá de Moncayo	47	47	1	1	2	2	41	46	0
1989	50015	Alconchel de Ariza	67	67	32	7	3	1	11	35	13
1989	50016	Aldehuela de Liestos	17	17	2	3	1	1	5	15	5
1989	50017	Alfajarín	237	230	0	26	17	38	120	230	29
1989	50018	Alfamén	357	357	11	5	8	4	324	346	5
1989	50019	Alforque	38	34	1	1	3	3	22	33	4
1989	50020	Alhama de Aragón	118	116	0	1	2	13	97	116	3
1989	50021	Almochuel	13	12	0	1	2	2	2	12	5
1989	50022	Almolda (La)	227	223	0	30	55	68	51	223	19
1989	50023	Almonacid de la Cuba	100	100	2	21	8	10	20	98	39
1989	50024	Almonacid de la Sierra	358	358	8	2	10	23	310	350	5
1989	50025	Almunia de Doña Godina (La)	840	835	35	25	38	23	693	800	21
1989	50026	Alpartir	243	243	4	0	0	1	236	239	2
1989	50027	Ambel	187	186	5	6	13	18	142	181	2
1989	50028	Anento	20	20	0	4	0	0	13	20	3
1989	50029	Aniñón	322	322	18	4	6	25	260	304	9
1989	50030	Añón de Moncayo	101	101	2	1	1	4	86	99	7
1989	50031	Aranda de Moncayo	96	89	0	2	5	8	72	89	2
1989	50032	Arándiga	228	228	3	2	12	13	190	225	8
1989	50033	Ardisa	38	38	2	1	3	4	28	36	0
1989	50034	Ariza	265	248	12	8	5	5	187	236	31
1989	50035	Artieda	14	14	1	0	2	3	7	13	1
1989	50036	Asín	25	25	1	1	0	3	15	24	5
1989	50037	Atea	187	186	15	0	0	1	167	171	3
1989	50038	Ateca	441	437	7	3	10	24	386	430	7
1989	50039	Azuara	211	203	2	17	18	15	124	201	27
1989	50040	Badules	31	30	0	6	6	2	9	30	7
1989	50041	Bagüés	31	31	8	0	1	0	21	23	1
1989	50042	Balconchán	24	24	1	0	3	0	18	23	2
1989	50043	Bárboles	70	67	1	6	9	0	42	66	9
1989	50044	Bardallur	78	78	1	9	8	14	34	77	12
1989	50045	Belchite	501	499	0	19	22	14	413	499	31
1989	50046	Belmonte de Gracián	123	121	8	1	5	12	91	113	4
1989	50047	Berdejo	17	16	10	0	1	1	3	6	1
1989	50048	Berrueco	14	14	2	4	2	1	4	12	1
1989	50050	Bijuesca	84	84	2	1	0	2	78	82	1
1989	50051	Biota	325	319	1	49	43	32	61	318	133
1989	50052	Bisimbre	37	37	0	3	2	4	25	37	3
1989	50053	Boquiñeni	275	275	17	19	25	40	141	258	33
1989	50054	Bordalba	31	29	0	7	1	1	5	29	15
1989	50055	Borja	579	579	8	20	34	74	420	571	23
1989	50056	Botorrita	34	30	1	3	7	2	14	29	3
1989	50057	Brea de Aragón	157	153	0	0	0	0	153	153	0
1989	50058	Bubierca	56	55	1	0	1	1	50	54	2
1989	50059	Bujaraloz	196	192	0	23	40	51	67	192	11
1989	50060	Bulbuente	231	231	4	0	2	0	223	227	2
1989	50061	Bureta	78	78	0	0	0	3	73	78	2
1989	50062	Burgo de Ebro (El)	336	330	6	15	20	16	222	324	51
1989	50063	Buste (El)	22	22	1	0	5	4	12	21	0
1989	50064	Cabañas de Ebro	119	119	4	12	11	20	60	115	12
1989	50065	Cabolafuente	34	31	0	1	4	4	14	31	8
1989	50066	Cadrete	65	64	3	3	2	0	52	61	4
1989	50067	Calatayud	726	723	117	13	14	32	516	606	31
1989	50068	Calatorao	678	676	3	28	41	53	498	673	53
1989	50069	Calcena	49	49	32	0	0	0	16	17	1
1989	50070	Calmarza	30	30	2	2	2	1	13	28	10
1989	50071	Campillo de Aragón	75	75	2	19	20	2	10	73	22
1989	50072	Carenas	116	115	4	4	1	2	101	111	3
1989	50073	Cariñena	646	640	36	7	10	3	575	604	9
1989	50074	Caspe	1179	1149	33	62	80	68	844	1116	62
1989	50075	Castejón de Alarba	62	62	1	0	4	5	52	61	0
1989	50076	Castejón de las Armas	85	85	0	0	0	6	79	85	0
1989	50077	Castejón de Valdejasa	155	154	1	36	20	12	23	153	62
1989	50078	Castiliscar	146	146	0	7	6	1	119	146	13
1989	50079	Cervera de la Cañada	168	166	9	10	23	26	90	157	8
1989	50080	Cerveruela	5	5	2	0	0	0	2	3	1
1989	50081	Cetina	207	199	20	24	5	7	101	179	42
1989	50082	Cimballa	41	41	1	8	6	3	20	40	3
1989	50083	Cinco Olivas	6	6	0	0	0	2	2	6	2
1989	50084	Clarés de Ribota	85	85	11	2	2	2	66	74	2
1989	50085	Codo	22	19	0	1	4	2	9	19	3
1989	50086	Codos	248	247	61	1	7	3	172	186	3
1989	50087	Contamina	30	29	0	1	2	0	26	29	0
1989	50088	Cosuenda	245	245	8	1	0	1	234	237	1
1989	50089	Cuarte de Huerva	26	25	1	0	2	3	15	24	4
1989	50090	Cubel	50	48	2	19	11	4	7	46	5
1989	50091	Cuerlas (Las)	25	24	2	6	3	1	6	22	6
1989	50092	Chiprana	40	40	1	3	2	4	26	39	4
1989	50093	Chodes	91	91	14	0	1	3	73	77	0
1989	50094	Daroca	240	237	47	7	13	18	138	190	14
1989	50095	Ejea de los Caballeros	3116	3072	9	162	147	174	1107	3063	1473
1989	50096	Embid de Ariza	26	23	1	2	2	2	11	22	5
1989	50098	Encinacorba	175	173	16	0	2	1	153	157	1
1989	50099	Épila	792	763	9	60	54	59	516	754	65
1989	50100	Erla	50	47	2	0	5	0	38	45	2
1989	50101	Escatrón	281	281	14	13	11	9	223	267	11
1989	50102	Fabara	299	295	3	13	6	17	252	292	4
1989	50104	Farlete	114	113	1	34	16	4	7	112	51
1989	50105	Fayón	97	97	3	0	0	1	92	94	1
1989	50106	Fayos (Los)	79	79	23	2	2	4	47	56	1
1989	50107	Figueruelas	112	111	2	3	7	12	78	109	9
1989	50108	Fombuena	7	7	0	0	0	0	5	7	2
1989	50109	Frago (El)	35	35	2	0	1	5	24	33	3
1989	50110	Frasno (El)	365	363	43	4	6	6	299	320	5
1989	50111	Fréscano	66	65	2	4	13	18	20	63	8
1989	50113	Fuendejalón	250	248	5	12	18	31	169	243	13
1989	50114	Fuendetodos	51	46	0	4	8	2	24	46	8
1989	50115	Fuentes de Ebro	591	586	6	39	62	77	353	580	49
1989	50116	Fuentes de Jiloca	144	141	10	4	8	14	95	131	10
1989	50117	Gallocanta	42	40	1	8	8	5	11	39	7
1989	50118	Gallur	497	494	31	43	48	26	255	463	91
1989	50119	Gelsa	285	277	2	39	42	25	129	275	40
1989	50120	Godojos	63	62	0	0	1	3	58	62	0
1989	50121	Gotor	98	98	0	0	0	2	95	98	1
1989	50122	Grisel	39	39	6	3	5	2	21	33	2
1989	50123	Grisén	81	81	2	4	11	0	57	79	7
1989	50124	Herrera de los Navarros	233	229	35	15	24	10	125	194	20
1989	50125	Ibdes	223	221	24	6	5	14	168	197	4
1989	50126	Illueca	277	277	20	0	0	0	256	257	1
1989	50128	Isuerre	31	31	0	0	2	3	24	31	2
1989	50129	Jaraba	74	74	16	2	3	2	48	58	3
1989	50130	Jarque de Moncayo	183	181	0	2	6	11	161	181	1
1989	50131	Jaulín	57	53	1	4	12	9	27	52	0
1989	50132	Joyosa (La)	72	71	0	2	6	0	57	71	6
1989	50133	Lagata	46	46	3	6	4	2	23	43	8
1989	50134	Langa del Castillo	36	35	1	5	7	7	3	34	12
1989	50135	Layana	5	4	2	0	0	0	2	2	0
1989	50136	Lécera	195	188	2	21	17	17	100	186	31
1989	50137	Leciñena	229	221	2	50	36	22	28	219	83
1989	50138	Lechón	17	17	1	0	3	6	4	16	3
1989	50139	Letux	116	115	1	16	14	6	52	114	26
1989	50140	Litago	60	60	2	1	3	2	52	58	0
1989	50141	Lituénigo	49	49	1	3	3	10	32	48	0
1989	50142	Lobera de Onsella	70	70	1	0	1	2	65	69	1
1989	50143	Longares	307	304	1	6	9	6	277	303	5
1989	50144	Longás	59	59	1	0	0	1	56	58	1
1989	50146	Lucena de Jalón	85	84	4	4	3	4	68	80	1
1989	50147	Luceni	205	203	5	18	28	33	94	198	25
1989	50148	Luesia	104	100	1	8	5	8	54	99	24
1989	50149	Luesma	17	17	8	1	0	0	5	9	3
1989	50150	Lumpiaque	120	108	3	7	2	9	81	105	6
1989	50151	Luna	585	573	7	63	55	51	183	566	214
1989	50152	Maella	626	617	21	10	24	57	500	596	5
1989	50153	Magallón	280	278	6	17	24	53	171	272	7
1989	50154	Mainar	32	32	2	4	8	3	9	30	6
1989	50155	Malanquilla	52	51	11	4	0	0	28	40	8
1989	50156	Maleján	0	0	0	0	0	0	0	0	0
1989	50157	Malón	108	108	20	3	6	7	68	88	4
1989	50159	Maluenda	320	318	6	16	16	26	241	312	13
1989	50160	Mallén	437	433	3	32	50	56	252	430	40
1989	50161	Manchones	51	50	5	5	3	1	35	45	1
1989	50162	Mara	149	149	17	3	4	11	112	132	2
1989	50163	María de Huerva	121	117	7	8	8	8	75	110	11
1989	50164	Mediana de Aragón	154	153	1	11	13	7	109	152	12
1989	50165	Mequinenza	432	425	17	11	18	24	314	408	41
1989	50166	Mesones de Isuela	123	122	7	6	23	27	55	115	4
1989	50167	Mezalocha	76	75	2	9	8	18	37	73	1
1989	50168	Mianos	14	14	1	0	2	0	6	13	5
1989	50169	Miedes de Aragón	174	173	5	30	52	12	52	168	22
1989	50170	Monegrillo	146	145	2	31	30	10	15	143	57
1989	50171	Moneva	48	47	0	9	2	5	23	47	8
1989	50172	Monreal de Ariza	81	76	2	13	16	8	23	74	14
1989	50173	Monterde	38	38	0	13	8	0	8	38	9
1989	50174	Montón	65	65	8	0	7	1	45	57	4
1989	50175	Morata de Jalón	521	517	31	5	17	21	432	486	11
1989	50176	Morata de Jiloca	106	104	2	1	8	6	86	102	1
1989	50177	Morés	224	222	14	1	2	10	193	208	2
1989	50178	Moros	306	304	1	0	7	12	278	303	6
1989	50179	Moyuela	87	87	0	16	4	5	37	87	25
1989	50180	Mozota	52	52	2	3	3	3	40	50	1
1989	50181	Muel	202	199	6	15	13	14	140	193	11
1989	50182	Muela (La)	153	150	3	27	12	23	55	147	30
1989	50183	Munébrega	197	196	5	5	11	20	145	191	10
1989	50184	Murero	47	47	1	2	3	3	37	46	1
1989	50185	Murillo de Gállego	84	84	18	1	5	1	59	66	0
1989	50186	Navardún	33	33	3	1	2	2	23	30	2
1989	50187	Nigüella	51	51	1	10	5	3	25	50	7
1989	50188	Nombrevilla	13	13	1	2	4	1	4	12	1
1989	50189	Nonaspe	260	257	33	8	9	17	187	224	3
1989	50190	Novallas	186	186	16	12	18	11	126	170	3
1989	50191	Novillas	282	279	3	40	35	31	130	276	40
1989	50192	Nuévalos	18	18	1	1	2	1	12	17	1
1989	50193	Nuez de Ebro	77	77	2	0	10	2	59	75	4
1989	50194	Olvés	96	96	10	1	8	11	65	86	1
1989	50195	Orcajo	20	20	2	2	2	0	13	18	1
1989	50196	Orera	93	92	8	2	3	2	76	84	1
1989	50197	Orés	50	50	3	5	3	4	27	47	8
1989	50198	Oseja	49	49	0	0	0	0	49	49	0
1989	50199	Osera de Ebro	71	71	1	4	5	8	37	70	16
1989	50200	Paniza	400	399	5	2	2	5	384	394	1
1989	50201	Paracuellos de Jiloca	193	192	1	6	9	19	141	191	16
1989	50202	Paracuellos de la Ribera	205	204	21	0	3	7	173	183	0
1989	50203	Pastriz	193	193	1	8	15	7	150	192	12
1989	50204	Pedrola	368	367	5	44	38	29	187	362	64
1989	50205	Pedrosas (Las)	33	32	2	2	3	10	14	30	1
1989	50206	Perdiguera	96	90	2	22	35	16	8	88	7
1989	50207	Piedratajada	99	99	1	6	3	6	78	98	5
1989	50208	Pina de Ebro	571	567	2	92	82	69	156	565	166
1989	50209	Pinseque	213	210	1	14	26	23	127	209	19
1989	50210	Pintanos (Los)	66	65	2	1	3	5	47	63	7
1989	50211	Plasencia de Jalón	133	129	1	5	3	1	112	128	7
1989	50212	Pleitas	22	22	1	1	2	1	14	21	3
1989	50213	Plenas	57	57	0	10	5	5	27	57	10
1989	50214	Pomer	48	47	1	0	0	0	45	46	1
1989	50215	Pozuel de Ariza	10	10	1	2	2	0	5	9	0
1989	50216	Pozuelo de Aragón	80	77	2	3	13	24	33	75	2
1989	50217	Pradilla de Ebro	126	124	2	29	23	13	36	122	21
1989	50218	Puebla de Albortón	61	59	1	7	11	1	30	58	9
1989	50219	Puebla de Alfindén (La)	120	118	0	11	14	15	69	118	9
1989	50220	Puendeluna	28	28	1	0	3	1	23	27	0
1989	50221	Purujosa	3	2	1	0	0	0	1	1	0
1989	50222	Quinto	330	326	7	29	27	36	180	319	47
1989	50223	Remolinos	109	109	0	10	24	12	53	109	10
1989	50224	Retascón	44	44	1	5	2	4	24	43	8
1989	50225	Ricla	652	641	35	48	23	11	216	606	308
1989	50227	Romanos	39	39	0	6	6	12	11	39	4
1989	50228	Rueda de Jalón	210	208	2	20	24	14	131	206	17
1989	50229	Ruesca	42	42	8	0	3	3	28	34	0
1989	50230	Sádaba	299	292	2	23	19	17	163	290	68
1989	50231	Salillas de Jalón	57	56	0	2	8	1	38	56	7
1989	50232	Salvatierra de Esca	56	54	2	3	4	2	41	52	2
1989	50233	Samper del Salz	23	23	1	1	1	1	17	22	2
1989	50234	San Martín de la Virgen de Moncayo	29	29	2	1	1	1	24	27	0
1989	50235	San Mateo de Gállego	252	236	2	40	27	14	61	234	92
1989	50236	Santa Cruz de Grío	186	185	15	0	0	3	167	170	0
1989	50237	Santa Cruz de Moncayo	43	43	8	0	1	0	34	35	0
1989	50238	Santa Eulalia de Gállego	60	60	8	2	2	2	46	52	0
1989	50239	Santed	23	21	1	4	5	4	3	20	4
1989	50240	Sástago	273	265	7	26	38	37	117	258	40
1989	50241	Saviñán	260	257	5	1	0	2	249	252	0
1989	50242	Sediles	66	65	8	3	4	6	41	57	3
1989	50243	Sestrica	297	295	12	0	3	1	264	283	15
1989	50244	Sierra de Luna	97	93	1	14	26	8	28	92	16
1989	50245	Sigüés	58	55	3	0	1	2	43	52	6
1989	50246	Sisamón	25	23	0	2	4	4	10	23	3
1989	50247	Sobradiel	119	118	1	5	10	6	89	117	7
1989	50248	Sos del Rey Católico	224	221	3	15	14	10	156	218	23
1989	50249	Tabuenca	196	196	8	3	21	41	123	188	0
1989	50250	Talamantes	31	31	6	0	1	1	22	25	1
1989	50251	Tarazona	1233	1222	94	110	102	81	687	1128	148
1989	50252	Tauste	1197	1184	27	182	103	74	334	1157	464
1989	50253	Terrer	184	181	7	12	11	9	119	174	23
1989	50254	Tierga	139	139	12	15	9	8	48	127	47
1989	50255	Tobed	112	112	15	0	6	2	88	97	1
1989	50256	Torralba de los Frailes	39	35	1	4	7	3	10	34	10
1989	50257	Torralba de Ribota	97	95	13	1	3	4	73	82	1
1989	50258	Torralbilla	25	25	1	7	3	0	4	24	10
1989	50259	Torrehermosa	30	29	1	9	5	3	1	28	10
1989	50260	Torrelapaja	12	10	0	2	0	0	3	10	5
1989	50261	Torrellas	37	36	5	0	0	0	29	31	2
1989	50262	Torres de Berrellén	343	338	7	13	28	8	261	331	21
1989	50263	Torrijo de la Cañada	288	281	3	5	6	4	256	278	7
1989	50264	Tosos	180	179	2	6	11	9	148	177	3
1989	50265	Trasmoz	41	41	3	3	4	3	27	38	1
1989	50266	Trasobares	108	108	13	7	5	6	70	95	7
1989	50267	Uncastillo	406	395	56	16	20	27	151	339	125
1989	50268	Undués de Lerda	45	43	0	1	1	2	35	43	4
1989	50269	Urrea de Jalón	113	112	0	1	8	13	89	112	1
1989	50270	Urriés	35	35	1	1	2	1	30	34	0
1989	50271	Used	96	91	4	17	8	10	19	87	33
1989	50272	Utebo	271	271	0	26	51	18	127	271	49
1989	50273	Valdehorna	35	35	1	0	1	1	29	34	3
1989	50274	Val de San Martín	25	25	0	3	3	2	17	25	0
1989	50275	Valmadrid	38	38	1	1	2	2	29	37	3
1989	50276	Valpalmas	62	62	0	11	10	9	19	62	13
1989	50277	Valtorres	38	38	2	0	2	4	28	36	2
1989	50278	Velilla de Ebro	66	65	3	11	11	6	21	62	13
1989	50279	Velilla de Jiloca	57	57	7	3	3	5	35	50	4
1989	50280	Vera de Moncayo	133	132	4	1	6	9	111	128	1
1989	50281	Vierlas	25	25	2	0	2	0	19	23	2
1989	50282	Vilueña (La)	50	50	4	0	4	6	35	46	1
1989	50283	Villadoz	30	30	0	8	8	4	3	30	7
1989	50284	Villafeliche	101	100	9	7	9	13	58	91	4
1989	50285	Villafranca de Ebro	147	145	1	23	35	18	57	144	11
1989	50286	Villalba de Perejil	59	59	7	0	1	1	48	52	2
1989	50287	Villalengua	148	148	3	1	4	14	115	145	11
1989	50288	Villanueva de Gállego	411	409	3	41	25	5	33	406	302
1989	50289	Villanueva de Jiloca	53	53	3	0	4	1	45	50	0
1989	50290	Villanueva de Huerva	255	250	16	17	40	31	129	234	17
1989	50291	Villar de los Navarros	63	63	0	6	5	6	33	63	13
1989	50292	Villarreal de Huerva	26	26	1	4	6	4	6	25	5
1989	50293	Villarroya de la Sierra	356	351	41	1	7	12	286	310	4
1989	50294	Villarroya del Campo	28	28	1	5	5	2	9	27	6
1989	50295	Vistabella	124	124	3	0	0	0	121	121	0
1989	50296	Zaida (La)	60	60	2	6	1	0	25	58	26
1989	50297	Zaragoza	2310	2274	72	244	219	123	1236	2202	380
1989	50298	Zuera	690	658	1	113	62	19	169	657	294
1989	50901	Biel	52	51	1	1	3	3	41	50	2
1999	22001	Abiego	74	72	5	8	10	10	34	67	5
1999	22002	Abizanda	34	33	4	2	3	7	16	29	1
1999	22003	Adahuesca	47	47	1	3	5	4	30	46	4
1999	22004	Agüero	63	62	18	3	1	1	34	44	5
1999	22006	Aísa	29	28	2	3	5	2	13	26	3
1999	22007	Albalate de Cinca	235	221	10	8	11	21	161	211	10
1999	22008	Albalatillo	27	26	6	0	2	3	13	20	2
1999	22009	Albelda	293	291	4	26	32	31	143	287	55
1999	22011	Albero Alto	25	25	3	0	3	4	14	22	1
1999	22012	Albero Bajo	50	49	2	6	1	3	27	47	10
1999	22013	Alberuela de Tubo	54	54	2	4	8	5	33	52	2
1999	22014	Alcalá de Gurrea	48	48	5	2	6	1	28	43	6
1999	22015	Alcalá del Obispo	102	101	16	8	5	9	46	85	17
1999	22016	Alcampell	261	261	19	16	24	23	161	242	18
1999	22017	Alcolea de Cinca	223	220	19	18	17	21	120	201	25
1999	22018	Alcubierre	123	120	15	13	17	23	42	105	10
1999	22019	Alerre	14	14	1	1	2	0	9	13	1
1999	22020	Alfántega	33	28	1	2	4	5	11	27	5
1999	22021	Almudévar	474	467	20	15	38	49	307	447	38
1999	22022	Almunia de San Juan	136	129	9	3	6	3	92	120	16
1999	22023	Almuniente	131	129	8	11	3	7	94	121	6
1999	22024	Alquézar	74	74	8	2	6	2	53	66	3
1999	22025	Altorricón	221	211	17	17	20	23	121	194	13
1999	22027	Angüés	100	97	3	6	8	5	56	94	19
1999	22028	Ansó	29	27	8	0	0	0	15	19	4
1999	22029	Antillón	40	40	0	2	0	11	26	40	1
1999	22032	Aragüés del Puerto	14	14	1	3	0	1	8	13	1
1999	22035	Arén	90	87	9	4	12	11	35	78	16
1999	22036	Argavieso	33	33	4	0	6	11	10	29	2
1999	22037	Arguis	21	20	7	1	0	0	10	13	2
1999	22039	Ayerbe	157	155	18	10	14	34	58	137	21
1999	22040	Azanuy-Alins	103	101	20	6	3	7	55	81	10
1999	22041	Azara	55	55	5	1	4	2	40	50	3
1999	22042	Azlor	58	58	7	4	3	2	34	51	8
1999	22043	Baells	81	79	12	2	6	6	45	67	8
1999	22044	Bailo	85	81	3	4	10	14	44	78	6
1999	22045	Baldellou	88	87	11	3	1	6	61	76	5
1999	22046	Ballobar	177	176	4	17	19	40	68	172	28
1999	22047	Banastás	4	3	0	0	0	1	1	3	1
1999	22048	Barbastro	582	575	51	8	6	14	474	524	22
1999	22049	Barbués	41	41	2	2	4	6	25	39	2
1999	22050	Barbuñales	40	39	12	1	8	2	16	27	0
1999	22051	Bárcabo	48	45	12	4	2	2	22	33	3
1999	22052	Belver de Cinca	300	297	28	6	11	23	211	269	18
1999	22053	Benabarre	315	304	103	10	10	13	144	201	24
1999	22054	Benasque	32	31	3	5	3	0	16	28	4
1999	22055	Berbegal	105	102	3	7	14	21	48	99	9
1999	22057	Bielsa	32	32	2	1	1	1	21	30	6
1999	22058	Bierge	97	96	10	4	1	9	69	86	3
1999	22059	Biescas	110	108	5	6	10	15	66	103	6
1999	22060	Binaced	369	357	9	13	24	17	237	348	57
1999	22061	Binéfar	263	260	21	9	7	7	211	239	5
1999	22062	Bisaurri	60	59	5	4	12	8	26	54	4
1999	22063	Biscarrués	64	63	9	1	6	8	32	54	7
1999	22064	Blecua y Torres	57	56	0	5	5	6	34	56	6
1999	22066	Boltaña	47	47	7	2	5	4	20	40	9
1999	22067	Bonansa	15	14	1	2	0	3	5	13	3
1999	22068	Borau	10	10	0	0	1	3	3	10	3
1999	22069	Broto	55	55	2	8	9	4	26	53	6
1999	22072	Caldearenas	54	52	6	4	4	7	29	46	2
1999	22074	Campo	18	16	8	0	3	0	3	8	2
1999	22075	Camporrells	74	72	17	2	2	3	44	55	4
1999	22076	Canal de Berdún	106	105	3	12	19	19	19	102	33
1999	22077	Candasnos	95	93	8	16	8	3	23	85	35
1999	22078	Canfranc	3	3	0	1	0	0	1	3	1
1999	22079	Capdesaso	27	27	0	6	5	4	4	27	8
1999	22080	Capella	84	84	12	9	8	7	46	72	2
1999	22081	Casbas de Huesca	112	112	3	7	11	10	56	109	25
1999	22082	Castejón del Puente	64	63	3	4	2	3	42	60	9
1999	22083	Castejón de Monegros	148	143	7	14	27	22	50	136	23
1999	22084	Castejón de Sos	23	23	1	3	3	2	12	22	2
1999	22085	Castelflorite	60	60	3	6	6	8	25	57	12
1999	22086	Castiello de Jaca	16	15	1	1	1	2	10	14	0
1999	22087	Castigaleu	20	20	2	2	2	2	9	18	3
1999	22088	Castillazuelo	76	76	14	0	0	5	52	62	5
1999	22089	Castillonroy	94	91	7	8	9	22	42	84	3
1999	22090	Colungo	59	59	5	2	1	0	48	54	3
1999	22094	Chalamera	42	39	3	3	4	10	15	36	4
1999	22095	Chía	15	15	0	6	2	0	5	15	2
1999	22096	Chimillas	14	14	1	1	0	6	5	13	1
1999	22099	Esplús	180	176	14	5	11	4	129	162	13
1999	22102	Estada	42	42	4	0	5	7	25	38	1
1999	22103	Estadilla	172	165	8	12	20	21	94	157	10
1999	22105	Estopiñán del Castillo	96	96	13	7	3	20	49	83	4
1999	22106	Fago	5	5	0	0	0	0	5	5	0
1999	22107	Fanlo	13	13	3	1	0	1	7	10	1
1999	22109	Fiscal	42	42	3	9	7	1	14	39	8
1999	22110	Fonz	237	224	15	16	12	24	136	209	21
1999	22111	Foradada del Toscar	56	56	1	4	4	6	33	55	8
1999	22112	Fraga	1186	1181	86	39	51	48	836	1095	121
1999	22113	Fueva (La)	159	154	24	11	18	17	73	130	11
1999	22114	Gistaín	54	53	0	3	5	6	37	53	2
1999	22115	Grado (El)	154	154	26	2	10	13	99	128	4
1999	22116	Grañén	282	273	27	21	25	10	153	246	37
1999	22117	Graus	333	324	46	14	31	36	177	278	20
1999	22119	Gurrea de Gállego	306	296	11	47	35	11	80	285	112
1999	22122	Hoz de Jaca	11	11	1	1	0	0	8	10	1
1999	22124	Huerto	108	107	6	7	12	13	56	101	13
1999	22125	Huesca	379	369	22	18	22	19	249	347	39
1999	22126	Ibieca	22	22	2	2	2	1	13	20	2
1999	22127	Igriés	43	43	5	3	5	4	24	38	2
1999	22128	Ilche	102	100	2	6	7	18	57	98	10
1999	22129	Isábena	89	86	21	7	7	10	30	65	11
1999	22130	Jaca	274	266	22	9	21	27	168	244	19
1999	22131	Jasa	12	12	1	0	3	2	6	11	0
1999	22133	Labuerda	12	12	3	1	1	2	4	9	1
1999	22135	Laluenga	75	74	5	8	6	14	36	69	5
1999	22136	Lalueza	232	230	8	26	19	23	117	222	37
1999	22137	Lanaja	313	312	21	20	18	21	187	291	45
1999	22139	Laperdiguera	22	22	1	0	3	4	11	21	3
1999	22141	Lascellas-Ponzano	68	68	10	3	3	6	37	58	9
1999	22142	Lascuarre	34	34	5	0	5	6	17	29	1
1999	22143	Laspaúles	60	56	1	7	7	8	30	55	3
1999	22144	Laspuña	31	30	1	3	2	2	21	29	1
1999	22149	Loarre	120	120	8	5	14	13	75	112	5
1999	22150	Loporzano	197	193	20	8	10	16	115	173	24
1999	22151	Loscorrales	44	43	1	5	3	14	15	42	5
1999	22155	Monesma y Cajigar	40	38	6	3	3	5	16	32	5
1999	22156	Monflorite-Lascasas	52	50	4	4	4	4	32	46	2
1999	22157	Montanuy	94	91	1	11	13	10	45	90	11
1999	22158	Monzón	715	684	28	32	32	47	459	656	86
1999	22160	Naval	47	47	7	2	4	4	27	40	3
1999	22162	Novales	37	37	4	1	5	4	19	33	4
1999	22163	Nueno	85	85	9	3	1	7	58	76	7
1999	22164	Olvena	25	25	4	3	2	1	14	21	1
1999	22165	Ontiñena	152	149	6	14	14	13	77	143	25
1999	22167	Osso de Cinca	169	167	18	5	16	11	99	149	18
1999	22168	Palo	14	14	3	2	2	1	5	11	1
1999	22170	Panticosa	29	28	2	2	7	3	12	26	2
1999	22172	Peñalba	131	126	2	11	13	21	31	124	48
1999	22173	Peñas de Riglos (Las)	71	69	4	6	5	2	40	65	12
1999	22174	Peralta de Alcofea	182	176	2	19	13	24	56	174	62
1999	22175	Peralta de Calasanz	162	161	16	8	6	12	109	145	10
1999	22176	Peraltilla	57	56	11	4	2	4	33	45	2
1999	22177	Perarrúa	33	32	6	3	3	4	14	26	2
1999	22178	Pertusa	42	42	8	4	6	2	12	34	10
1999	22181	Piracés	49	46	17	0	2	2	13	29	12
1999	22182	Plan	71	71	0	2	9	9	51	71	0
1999	22184	Poleñino	79	76	2	4	9	4	51	74	6
1999	22186	Pozán de Vero	84	84	5	2	3	8	63	79	3
1999	22187	Puebla de Castro (La)	61	60	10	3	1	4	40	50	2
1999	22188	Puente de Montañana	16	16	5	1	1	0	9	11	0
1999	22189	Puértolas	38	36	10	2	2	2	17	26	3
1999	22190	Pueyo de Araguás (El)	34	34	2	2	3	8	19	32	0
1999	22193	Pueyo de Santa Cruz	48	48	3	4	0	5	29	45	7
1999	22195	Quicena	12	12	3	0	1	0	4	9	4
