Municipio código	Municipio nombre	Estructura hogar	Número hogares
22119	Gurrea de Gállego	Dos adultos, uno al menos de 65 años o más, sin menores	115
22119	Gurrea de Gállego	Dos adultos y un menor	34
22119	Gurrea de Gállego	Dos adultos y dos menores	23
22119	Gurrea de Gállego	Dos adultos y tres o más menores	3
22119	Gurrea de Gállego	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	63
22119	Gurrea de Gállego	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	23
22119	Gurrea de Gállego	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	3
22119	Gurrea de Gállego	Otro hogar de tres adultos, con o sin menores	54
22119	Gurrea de Gállego	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	39
22119	Gurrea de Gállego	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	5
22119	Gurrea de Gállego	Otro hogar de cuatro adultos, con o sin menores	27
22119	Gurrea de Gállego	Cinco o más adultos, con o sin menores	56
22122	Hoz de Jaca	Una mujer de 16 a 64 años	1
22122	Hoz de Jaca	Un hombre de 16 a 64 años	5
22122	Hoz de Jaca	Una mujer de 65 o más años	2
22122	Hoz de Jaca	Dos adultos de 16 a 64 años, sin menores	1
22122	Hoz de Jaca	Dos adultos, uno al menos de 65 años o más, sin menores	2
22122	Hoz de Jaca	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	2
22122	Hoz de Jaca	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
22122	Hoz de Jaca	Otro hogar de tres adultos, con o sin menores	2
22122	Hoz de Jaca	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	3
22122	Hoz de Jaca	Otro hogar de cuatro adultos, con o sin menores	3
22122	Hoz de Jaca	Cinco o más adultos, con o sin menores	4
22124	Huerto	Una mujer de 16 a 64 años	7
22124	Huerto	Un hombre de 16 a 64 años	11
22124	Huerto	Una mujer de 65 o más años	6
22124	Huerto	Un hombre de 65 o más años	8
22124	Huerto	Una mujer adulta con uno o más menores	1
22124	Huerto	Dos adultos de 16 a 64 años, sin menores	5
22124	Huerto	Dos adultos, uno al menos de 65 años o más, sin menores	18
22124	Huerto	Dos adultos y un menor	4
22124	Huerto	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	8
22124	Huerto	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
22124	Huerto	Otro hogar de tres adultos, con o sin menores	12
22124	Huerto	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	6
22124	Huerto	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	2
22124	Huerto	Otro hogar de cuatro adultos, con o sin menores	6
22124	Huerto	Cinco o más adultos, con o sin menores	6
22125	Huesca	Una mujer de 16 a 64 años	880
22125	Huesca	Un hombre de 16 a 64 años	1040
22125	Huesca	Una mujer de 65 o más años	1309
22125	Huesca	Un hombre de 65 o más años	348
22125	Huesca	Una mujer adulta con uno o más menores	470
22125	Huesca	Un hombre adulto con  uno o más menores	140
22125	Huesca	Dos adultos de 16 a 64 años, sin menores	1700
22125	Huesca	Dos adultos, uno al menos de 65 años o más, sin menores	2039
22125	Huesca	Dos adultos y un menor	1371
22125	Huesca	Dos adultos y dos menores	1259
22125	Huesca	Dos adultos y tres o más menores	188
22125	Huesca	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	1363
22125	Huesca	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	563
22125	Huesca	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	101
22125	Huesca	Otro hogar de tres adultos, con o sin menores	1009
22125	Huesca	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	1298
22125	Huesca	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	131
22125	Huesca	Dos adultos de 35 años o más, dos de 16 a 34 años y dos o más menores	28
22125	Huesca	Otro hogar de cuatro adultos, con o sin menores	470
22125	Huesca	Cinco o más adultos, con o sin menores	763
22126	Ibieca	Un hombre de 16 a 64 años	5
22126	Ibieca	Una mujer de 65 o más años	5
22126	Ibieca	Un hombre de 65 o más años	2
22126	Ibieca	Dos adultos de 16 a 64 años, sin menores	6
22126	Ibieca	Dos adultos, uno al menos de 65 años o más, sin menores	4
22126	Ibieca	Dos adultos y un menor	1
22126	Ibieca	Dos adultos y dos menores	1
22126	Ibieca	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	3
22126	Ibieca	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
22126	Ibieca	Otro hogar de tres adultos, con o sin menores	2
22126	Ibieca	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	2
22126	Ibieca	Otro hogar de cuatro adultos, con o sin menores	4
22126	Ibieca	Cinco o más adultos, con o sin menores	5
22127	Igriés	Una mujer de 16 a 64 años	3
22127	Igriés	Un hombre de 16 a 64 años	3
22127	Igriés	Una mujer de 65 o más años	5
22127	Igriés	Un hombre de 65 o más años	5
22127	Igriés	Un hombre adulto con  uno o más menores	2
22127	Igriés	Dos adultos de 16 a 64 años, sin menores	10
22127	Igriés	Dos adultos, uno al menos de 65 años o más, sin menores	8
22127	Igriés	Dos adultos y un menor	5
22127	Igriés	Dos adultos y dos menores	7
22127	Igriés	Dos adultos y tres o más menores	1
22127	Igriés	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	2
22127	Igriés	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	5
22127	Igriés	Otro hogar de tres adultos, con o sin menores	4
22127	Igriés	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	8
22127	Igriés	Otro hogar de cuatro adultos, con o sin menores	8
22127	Igriés	Cinco o más adultos, con o sin menores	7
22128	Ilche	Una mujer de 16 a 64 años	1
22128	Ilche	Un hombre de 16 a 64 años	7
22128	Ilche	Una mujer de 65 o más años	6
22128	Ilche	Un hombre de 65 o más años	6
22128	Ilche	Dos adultos de 16 a 64 años, sin menores	5
22128	Ilche	Dos adultos, uno al menos de 65 años o más, sin menores	12
22128	Ilche	Dos adultos y tres o más menores	1
22128	Ilche	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	4
22128	Ilche	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
22128	Ilche	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	1
22128	Ilche	Otro hogar de tres adultos, con o sin menores	10
22128	Ilche	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	11
22128	Ilche	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	2
22128	Ilche	Otro hogar de cuatro adultos, con o sin menores	8
22128	Ilche	Cinco o más adultos, con o sin menores	10
22129	Isábena	Una mujer de 16 a 64 años	1
22129	Isábena	Un hombre de 16 a 64 años	11
22129	Isábena	Una mujer de 65 o más años	11
22129	Isábena	Un hombre de 65 o más años	5
22129	Isábena	Una mujer adulta con uno o más menores	1
22129	Isábena	Dos adultos de 16 a 64 años, sin menores	7
22129	Isábena	Dos adultos, uno al menos de 65 años o más, sin menores	13
22129	Isábena	Dos adultos y un menor	1
22129	Isábena	Dos adultos y dos menores	2
22129	Isábena	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	3
22129	Isábena	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	2
22129	Isábena	Otro hogar de tres adultos, con o sin menores	13
22129	Isábena	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	2
22129	Isábena	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	2
22129	Isábena	Otro hogar de cuatro adultos, con o sin menores	9
22129	Isábena	Cinco o más adultos, con o sin menores	11
22130	Jaca	Una mujer de 16 a 64 años	228
22130	Jaca	Un hombre de 16 a 64 años	371
22130	Jaca	Una mujer de 65 o más años	329
22130	Jaca	Un hombre de 65 o más años	110
22130	Jaca	Una mujer adulta con uno o más menores	90
22130	Jaca	Un hombre adulto con  uno o más menores	28
22130	Jaca	Dos adultos de 16 a 64 años, sin menores	425
22130	Jaca	Dos adultos, uno al menos de 65 años o más, sin menores	534
22130	Jaca	Dos adultos y un menor	322
22130	Jaca	Dos adultos y dos menores	286
22130	Jaca	Dos adultos y tres o más menores	49
22130	Jaca	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	259
22130	Jaca	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	109
22130	Jaca	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	31
22130	Jaca	Otro hogar de tres adultos, con o sin menores	267
22130	Jaca	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	247
22130	Jaca	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	42
22130	Jaca	Dos adultos de 35 años o más, dos de 16 a 34 años y dos o más menores	6
22130	Jaca	Otro hogar de cuatro adultos, con o sin menores	145
22130	Jaca	Cinco o más adultos, con o sin menores	249
22131	Jasa	Una mujer de 16 a 64 años	1
22131	Jasa	Un hombre de 16 a 64 años	11
22131	Jasa	Una mujer de 65 o más años	3
22131	Jasa	Un hombre de 65 o más años	3
22131	Jasa	Dos adultos de 16 a 64 años, sin menores	7
22131	Jasa	Dos adultos, uno al menos de 65 años o más, sin menores	4
22131	Jasa	Dos adultos y dos menores	2
22131	Jasa	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	1
22131	Jasa	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	2
22131	Jasa	Otro hogar de tres adultos, con o sin menores	4
22131	Jasa	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	2
22131	Jasa	Otro hogar de cuatro adultos, con o sin menores	5
22131	Jasa	Cinco o más adultos, con o sin menores	3
22133	Labuerda	Una mujer de 16 a 64 años	6
22133	Labuerda	Un hombre de 16 a 64 años	9
22133	Labuerda	Una mujer de 65 o más años	5
22133	Labuerda	Un hombre de 65 o más años	2
22133	Labuerda	Dos adultos de 16 a 64 años, sin menores	6
22133	Labuerda	Dos adultos, uno al menos de 65 años o más, sin menores	10
22133	Labuerda	Dos adultos y un menor	3
22133	Labuerda	Dos adultos y dos menores	3
22133	Labuerda	Otro hogar de tres adultos, con o sin menores	11
22133	Labuerda	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	1
22133	Labuerda	Otro hogar de cuatro adultos, con o sin menores	3
22133	Labuerda	Cinco o más adultos, con o sin menores	7
22135	Laluenga	Una mujer de 16 a 64 años	3
22135	Laluenga	Un hombre de 16 a 64 años	7
22135	Laluenga	Una mujer de 65 o más años	19
22135	Laluenga	Un hombre de 65 o más años	7
22135	Laluenga	Un hombre adulto con  uno o más menores	1
22135	Laluenga	Dos adultos de 16 a 64 años, sin menores	5
22135	Laluenga	Dos adultos, uno al menos de 65 años o más, sin menores	14
22135	Laluenga	Dos adultos y un menor	2
22135	Laluenga	Dos adultos y dos menores	2
22135	Laluenga	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	8
22135	Laluenga	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
22135	Laluenga	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	1
22135	Laluenga	Otro hogar de tres adultos, con o sin menores	10
22135	Laluenga	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	7
22135	Laluenga	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	1
22135	Laluenga	Otro hogar de cuatro adultos, con o sin menores	5
22135	Laluenga	Cinco o más adultos, con o sin menores	7
22136	Lalueza	Una mujer de 16 a 64 años	11
22136	Lalueza	Un hombre de 16 a 64 años	27
22136	Lalueza	Una mujer de 65 o más años	51
22136	Lalueza	Un hombre de 65 o más años	15
22136	Lalueza	Una mujer adulta con uno o más menores	3
22136	Lalueza	Un hombre adulto con  uno o más menores	2
22136	Lalueza	Dos adultos de 16 a 64 años, sin menores	24
22136	Lalueza	Dos adultos, uno al menos de 65 años o más, sin menores	78
22136	Lalueza	Dos adultos y un menor	14
22136	Lalueza	Dos adultos y dos menores	19
22136	Lalueza	Dos adultos y tres o más menores	3
22136	Lalueza	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	32
22136	Lalueza	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	9
22136	Lalueza	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	1
22136	Lalueza	Otro hogar de tres adultos, con o sin menores	44
22136	Lalueza	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	34
22136	Lalueza	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	3
22136	Lalueza	Dos adultos de 35 años o más, dos de 16 a 34 años y dos o más menores	1
22136	Lalueza	Otro hogar de cuatro adultos, con o sin menores	22
22136	Lalueza	Cinco o más adultos, con o sin menores	36
22137	Lanaja	Una mujer de 16 a 64 años	18
22137	Lanaja	Un hombre de 16 a 64 años	51
22137	Lanaja	Una mujer de 65 o más años	61
22137	Lanaja	Un hombre de 65 o más años	39
22137	Lanaja	Una mujer adulta con uno o más menores	5
22137	Lanaja	Un hombre adulto con  uno o más menores	1
22137	Lanaja	Dos adultos de 16 a 64 años, sin menores	30
22137	Lanaja	Dos adultos, uno al menos de 65 años o más, sin menores	111
22137	Lanaja	Dos adultos y un menor	21
22137	Lanaja	Dos adultos y dos menores	30
22137	Lanaja	Dos adultos y tres o más menores	4
22137	Lanaja	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	36
22137	Lanaja	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	20
22137	Lanaja	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	1
22137	Lanaja	Otro hogar de tres adultos, con o sin menores	62
22137	Lanaja	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	28
22137	Lanaja	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	7
22137	Lanaja	Otro hogar de cuatro adultos, con o sin menores	31
22137	Lanaja	Cinco o más adultos, con o sin menores	31
22139	Laperdiguera	Una mujer de 16 a 64 años	2
22139	Laperdiguera	Un hombre de 16 a 64 años	1
22139	Laperdiguera	Una mujer de 65 o más años	2
22139	Laperdiguera	Un hombre de 65 o más años	4
22139	Laperdiguera	Dos adultos, uno al menos de 65 años o más, sin menores	4
22139	Laperdiguera	Dos adultos y un menor	1
22139	Laperdiguera	Dos adultos y dos menores	1
22139	Laperdiguera	Dos adultos y tres o más menores	1
22139	Laperdiguera	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	3
22139	Laperdiguera	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
22139	Laperdiguera	Otro hogar de tres adultos, con o sin menores	4
22139	Laperdiguera	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	1
22139	Laperdiguera	Otro hogar de cuatro adultos, con o sin menores	3
22139	Laperdiguera	Cinco o más adultos, con o sin menores	7
22141	Lascellas-Ponzano	Una mujer de 16 a 64 años	2
22141	Lascellas-Ponzano	Un hombre de 16 a 64 años	6
22141	Lascellas-Ponzano	Una mujer de 65 o más años	9
22141	Lascellas-Ponzano	Un hombre de 65 o más años	8
22141	Lascellas-Ponzano	Una mujer adulta con uno o más menores	1
22141	Lascellas-Ponzano	Un hombre adulto con  uno o más menores	2
22141	Lascellas-Ponzano	Dos adultos de 16 a 64 años, sin menores	4
22141	Lascellas-Ponzano	Dos adultos, uno al menos de 65 años o más, sin menores	13
22141	Lascellas-Ponzano	Dos adultos y un menor	3
22141	Lascellas-Ponzano	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	3
22141	Lascellas-Ponzano	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	2
22141	Lascellas-Ponzano	Otro hogar de tres adultos, con o sin menores	6
22141	Lascellas-Ponzano	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	1
22141	Lascellas-Ponzano	Otro hogar de cuatro adultos, con o sin menores	4
22141	Lascellas-Ponzano	Cinco o más adultos, con o sin menores	6
22142	Lascuarre	Una mujer de 16 a 64 años	3
22142	Lascuarre	Un hombre de 16 a 64 años	7
22142	Lascuarre	Una mujer de 65 o más años	6
22142	Lascuarre	Un hombre de 65 o más años	4
22142	Lascuarre	Una mujer adulta con uno o más menores	1
22142	Lascuarre	Dos adultos de 16 a 64 años, sin menores	1
22142	Lascuarre	Dos adultos, uno al menos de 65 años o más, sin menores	10
22142	Lascuarre	Dos adultos y un menor	1
22142	Lascuarre	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	4
22142	Lascuarre	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	2
22142	Lascuarre	Otro hogar de tres adultos, con o sin menores	4
22142	Lascuarre	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	3
22142	Lascuarre	Otro hogar de cuatro adultos, con o sin menores	4
22142	Lascuarre	Cinco o más adultos, con o sin menores	7
22143	Laspaúles	Una mujer de 16 a 64 años	5
22143	Laspaúles	Un hombre de 16 a 64 años	19
22143	Laspaúles	Una mujer de 65 o más años	7
22143	Laspaúles	Un hombre de 65 o más años	3
22143	Laspaúles	Una mujer adulta con uno o más menores	1
22143	Laspaúles	Un hombre adulto con  uno o más menores	1
22143	Laspaúles	Dos adultos de 16 a 64 años, sin menores	6
22143	Laspaúles	Dos adultos, uno al menos de 65 años o más, sin menores	17
22143	Laspaúles	Dos adultos y un menor	2
22143	Laspaúles	Dos adultos y dos menores	3
22143	Laspaúles	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	4
22143	Laspaúles	Otro hogar de tres adultos, con o sin menores	11
22143	Laspaúles	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	2
22143	Laspaúles	Otro hogar de cuatro adultos, con o sin menores	7
22143	Laspaúles	Cinco o más adultos, con o sin menores	14
22144	Laspuña	Una mujer de 16 a 64 años	2
22144	Laspuña	Un hombre de 16 a 64 años	6
22144	Laspuña	Una mujer de 65 o más años	5
22144	Laspuña	Un hombre de 65 o más años	2
22144	Laspuña	Un hombre adulto con  uno o más menores	1
22144	Laspuña	Dos adultos de 16 a 64 años, sin menores	4
22144	Laspuña	Dos adultos, uno al menos de 65 años o más, sin menores	9
22144	Laspuña	Dos adultos y un menor	3
22144	Laspuña	Dos adultos y tres o más menores	1
22144	Laspuña	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	7
22144	Laspuña	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	2
22144	Laspuña	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	1
22144	Laspuña	Otro hogar de tres adultos, con o sin menores	9
22144	Laspuña	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	4
22144	Laspuña	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	1
22144	Laspuña	Otro hogar de cuatro adultos, con o sin menores	10
22144	Laspuña	Cinco o más adultos, con o sin menores	15
22149	Loarre	Una mujer de 16 a 64 años	7
22149	Loarre	Un hombre de 16 a 64 años	12
22149	Loarre	Una mujer de 65 o más años	13
22149	Loarre	Un hombre de 65 o más años	20
22149	Loarre	Un hombre adulto con  uno o más menores	1
22149	Loarre	Dos adultos de 16 a 64 años, sin menores	9
22149	Loarre	Dos adultos, uno al menos de 65 años o más, sin menores	24
22149	Loarre	Dos adultos y un menor	1
22149	Loarre	Dos adultos y dos menores	4
22149	Loarre	Dos adultos y tres o más menores	1
22149	Loarre	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	13
22149	Loarre	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	3
22149	Loarre	Otro hogar de tres adultos, con o sin menores	20
22149	Loarre	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	5
22149	Loarre	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	2
22149	Loarre	Otro hogar de cuatro adultos, con o sin menores	13
22149	Loarre	Cinco o más adultos, con o sin menores	9
22150	Loporzano	Una mujer de 16 a 64 años	4
22150	Loporzano	Un hombre de 16 a 64 años	19
22150	Loporzano	Una mujer de 65 o más años	11
22150	Loporzano	Un hombre de 65 o más años	9
22150	Loporzano	Una mujer adulta con uno o más menores	2
22150	Loporzano	Dos adultos de 16 a 64 años, sin menores	15
22150	Loporzano	Dos adultos, uno al menos de 65 años o más, sin menores	23
22150	Loporzano	Dos adultos y un menor	9
22150	Loporzano	Dos adultos y dos menores	6
22150	Loporzano	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	10
22150	Loporzano	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	3
22150	Loporzano	Otro hogar de tres adultos, con o sin menores	16
22150	Loporzano	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	15
22150	Loporzano	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	1
22150	Loporzano	Otro hogar de cuatro adultos, con o sin menores	9
22150	Loporzano	Cinco o más adultos, con o sin menores	19
22151	Loscorrales	Un hombre de 16 a 64 años	7
22151	Loscorrales	Una mujer de 65 o más años	3
22151	Loscorrales	Un hombre de 65 o más años	5
22151	Loscorrales	Dos adultos de 16 a 64 años, sin menores	2
22151	Loscorrales	Dos adultos, uno al menos de 65 años o más, sin menores	10
22151	Loscorrales	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	4
22151	Loscorrales	Otro hogar de tres adultos, con o sin menores	5
22151	Loscorrales	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	3
22151	Loscorrales	Otro hogar de cuatro adultos, con o sin menores	4
22151	Loscorrales	Cinco o más adultos, con o sin menores	2
22155	Monesma y Cajigar	Un hombre de 16 a 64 años	3
22155	Monesma y Cajigar	Un hombre de 65 o más años	2
22155	Monesma y Cajigar	Dos adultos de 16 a 64 años, sin menores	2
22155	Monesma y Cajigar	Dos adultos, uno al menos de 65 años o más, sin menores	3
22155	Monesma y Cajigar	Dos adultos y un menor	1
22155	Monesma y Cajigar	Otro hogar de tres adultos, con o sin menores	3
22155	Monesma y Cajigar	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	1
22155	Monesma y Cajigar	Otro hogar de cuatro adultos, con o sin menores	6
22155	Monesma y Cajigar	Cinco o más adultos, con o sin menores	7
22156	Monflorite-Lascasas	Una mujer de 16 a 64 años	2
22156	Monflorite-Lascasas	Un hombre de 16 a 64 años	11
22156	Monflorite-Lascasas	Una mujer de 65 o más años	3
22156	Monflorite-Lascasas	Un hombre de 65 o más años	3
22156	Monflorite-Lascasas	Dos adultos de 16 a 64 años, sin menores	9
22156	Monflorite-Lascasas	Dos adultos, uno al menos de 65 años o más, sin menores	9
22156	Monflorite-Lascasas	Dos adultos y un menor	6
22156	Monflorite-Lascasas	Dos adultos y dos menores	2
22156	Monflorite-Lascasas	Dos adultos y tres o más menores	1
22156	Monflorite-Lascasas	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	2
22156	Monflorite-Lascasas	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
22156	Monflorite-Lascasas	Otro hogar de tres adultos, con o sin menores	9
22156	Monflorite-Lascasas	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	7
22156	Monflorite-Lascasas	Otro hogar de cuatro adultos, con o sin menores	4
22156	Monflorite-Lascasas	Cinco o más adultos, con o sin menores	5
22157	Montanuy	Una mujer de 16 a 64 años	7
22157	Montanuy	Un hombre de 16 a 64 años	10
22157	Montanuy	Una mujer de 65 o más años	6
22157	Montanuy	Un hombre de 65 o más años	8
22157	Montanuy	Un hombre adulto con  uno o más menores	1
22157	Montanuy	Dos adultos de 16 a 64 años, sin menores	9
22157	Montanuy	Dos adultos, uno al menos de 65 años o más, sin menores	19
22157	Montanuy	Dos adultos y un menor	4
22157	Montanuy	Dos adultos y dos menores	1
22157	Montanuy	Dos adultos y tres o más menores	1
22157	Montanuy	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	5
22157	Montanuy	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
22157	Montanuy	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	1
22157	Montanuy	Otro hogar de tres adultos, con o sin menores	10
22157	Montanuy	Otro hogar de cuatro adultos, con o sin menores	10
22157	Montanuy	Cinco o más adultos, con o sin menores	14
22158	Monzón	Una mujer de 16 a 64 años	175
22158	Monzón	Un hombre de 16 a 64 años	341
22158	Monzón	Una mujer de 65 o más años	398
22158	Monzón	Un hombre de 65 o más años	131
22158	Monzón	Una mujer adulta con uno o más menores	94
22158	Monzón	Un hombre adulto con  uno o más menores	14
22158	Monzón	Dos adultos de 16 a 64 años, sin menores	576
22158	Monzón	Dos adultos, uno al menos de 65 años o más, sin menores	802
22158	Monzón	Dos adultos y un menor	492
22158	Monzón	Dos adultos y dos menores	398
22158	Monzón	Dos adultos y tres o más menores	50
22158	Monzón	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	438
22158	Monzón	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	201
22158	Monzón	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	39
22158	Monzón	Otro hogar de tres adultos, con o sin menores	332
22158	Monzón	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	319
22158	Monzón	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	52
22158	Monzón	Dos adultos de 35 años o más, dos de 16 a 34 años y dos o más menores	11
22158	Monzón	Otro hogar de cuatro adultos, con o sin menores	197
22158	Monzón	Cinco o más adultos, con o sin menores	258
22160	Naval	Una mujer de 16 a 64 años	10
22160	Naval	Un hombre de 16 a 64 años	13
22160	Naval	Una mujer de 65 o más años	11
22160	Naval	Un hombre de 65 o más años	11
22160	Naval	Una mujer adulta con uno o más menores	1
22160	Naval	Dos adultos de 16 a 64 años, sin menores	9
22160	Naval	Dos adultos, uno al menos de 65 años o más, sin menores	14
22160	Naval	Dos adultos y un menor	3
22160	Naval	Dos adultos y dos menores	4
22160	Naval	Dos adultos y tres o más menores	3
22160	Naval	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	6
22160	Naval	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	3
22160	Naval	Otro hogar de tres adultos, con o sin menores	12
22160	Naval	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	3
22160	Naval	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	2
22160	Naval	Otro hogar de cuatro adultos, con o sin menores	5
22160	Naval	Cinco o más adultos, con o sin menores	11
22162	Novales	Una mujer de 16 a 64 años	2
22162	Novales	Un hombre de 16 a 64 años	4
22162	Novales	Una mujer de 65 o más años	6
22162	Novales	Un hombre de 65 o más años	7
22162	Novales	Dos adultos de 16 a 64 años, sin menores	2
22162	Novales	Dos adultos, uno al menos de 65 años o más, sin menores	11
22162	Novales	Dos adultos y un menor	2
22162	Novales	Dos adultos y dos menores	3
22162	Novales	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	3
22162	Novales	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
22162	Novales	Otro hogar de tres adultos, con o sin menores	7
22162	Novales	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	1
22162	Novales	Otro hogar de cuatro adultos, con o sin menores	8
22162	Novales	Cinco o más adultos, con o sin menores	7
22163	Nueno	Una mujer de 16 a 64 años	6
22163	Nueno	Un hombre de 16 a 64 años	15
22163	Nueno	Una mujer de 65 o más años	2
22163	Nueno	Un hombre de 65 o más años	9
22163	Nueno	Un hombre adulto con  uno o más menores	2
22163	Nueno	Dos adultos de 16 a 64 años, sin menores	26
22163	Nueno	Dos adultos, uno al menos de 65 años o más, sin menores	12
22163	Nueno	Dos adultos y un menor	9
22163	Nueno	Dos adultos y dos menores	6
22163	Nueno	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	9
22163	Nueno	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	4
22163	Nueno	Otro hogar de tres adultos, con o sin menores	5
22163	Nueno	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	9
