Comarca código	Comarca nombre	Tipo variación	Nacionalidad Continente codigo	Nacionalidad Continente	Sexo	Año	Variaciones
25	Jiloca	Externa	1	Europa	Hombres	2015	63
25	Jiloca	Externa	1	Europa	Mujeres	2015	64
25	Jiloca	Externa	2	África	Hombres	2015	15
25	Jiloca	Externa	2	África	Mujeres	2015	12
25	Jiloca	Externa	3	América	Hombres	2015	3
25	Jiloca	Externa	3	América	Mujeres	2015	13
25	Jiloca	Interna	1	Europa	Hombres	2015	135
25	Jiloca	Interna	1	Europa	Mujeres	2015	120
25	Jiloca	Interna	2	África	Hombres	2015	25
25	Jiloca	Interna	2	África	Mujeres	2015	17
25	Jiloca	Interna	3	América	Hombres	2015	5
25	Jiloca	Interna	3	América	Mujeres	2015	6
26	Cuencas Mineras	Externa	1	Europa	Hombres	2015	40
26	Cuencas Mineras	Externa	1	Europa	Mujeres	2015	50
26	Cuencas Mineras	Externa	2	África	Hombres	2015	10
26	Cuencas Mineras	Externa	2	África	Mujeres	2015	6
26	Cuencas Mineras	Externa	3	América	Hombres	2015	2
26	Cuencas Mineras	Externa	3	América	Mujeres	2015	1
26	Cuencas Mineras	Externa	4	Asia	Hombres	2015	8
26	Cuencas Mineras	Externa	4	Asia	Mujeres	2015	2
26	Cuencas Mineras	Interna	1	Europa	Hombres	2015	67
26	Cuencas Mineras	Interna	1	Europa	Mujeres	2015	50
26	Cuencas Mineras	Interna	2	África	Hombres	2015	5
26	Cuencas Mineras	Interna	2	África	Mujeres	2015	8
26	Cuencas Mineras	Interna	3	América	Hombres	2015	1
26	Cuencas Mineras	Interna	3	América	Mujeres	2015	2
26	Cuencas Mineras	Interna	4	Asia	Hombres	2015	2
27	Andorra-Sierra de Arcos	Externa	1	Europa	Hombres	2015	73
27	Andorra-Sierra de Arcos	Externa	1	Europa	Mujeres	2015	70
27	Andorra-Sierra de Arcos	Externa	2	África	Hombres	2015	4
27	Andorra-Sierra de Arcos	Externa	2	África	Mujeres	2015	4
27	Andorra-Sierra de Arcos	Externa	3	América	Hombres	2015	3
27	Andorra-Sierra de Arcos	Externa	3	América	Mujeres	2015	5
27	Andorra-Sierra de Arcos	Externa	4	Asia	Hombres	2015	4
27	Andorra-Sierra de Arcos	Externa	4	Asia	Mujeres	2015	1
27	Andorra-Sierra de Arcos	Interna	1	Europa	Hombres	2015	57
27	Andorra-Sierra de Arcos	Interna	1	Europa	Mujeres	2015	65
27	Andorra-Sierra de Arcos	Interna	2	África	Hombres	2015	7
27	Andorra-Sierra de Arcos	Interna	2	África	Mujeres	2015	3
27	Andorra-Sierra de Arcos	Interna	3	América	Hombres	2015	1
27	Andorra-Sierra de Arcos	Interna	3	América	Mujeres	2015	5
27	Andorra-Sierra de Arcos	Interna	4	Asia	Hombres	2015	2
27	Andorra-Sierra de Arcos	Interna	4	Asia	Mujeres	2015	1
28	Bajo Aragón	Externa	1	Europa	Hombres	2015	175
28	Bajo Aragón	Externa	1	Europa	Mujeres	2015	190
28	Bajo Aragón	Externa	2	África	Hombres	2015	36
28	Bajo Aragón	Externa	2	África	Mujeres	2015	27
28	Bajo Aragón	Externa	3	América	Hombres	2015	8
28	Bajo Aragón	Externa	3	América	Mujeres	2015	25
28	Bajo Aragón	Externa	4	Asia	Hombres	2015	8
28	Bajo Aragón	Externa	4	Asia	Mujeres	2015	6
28	Bajo Aragón	Interna	1	Europa	Hombres	2015	178
28	Bajo Aragón	Interna	1	Europa	Mujeres	2015	196
28	Bajo Aragón	Interna	2	África	Hombres	2015	53
28	Bajo Aragón	Interna	2	África	Mujeres	2015	24
28	Bajo Aragón	Interna	3	América	Hombres	2015	4
28	Bajo Aragón	Interna	3	América	Mujeres	2015	5
28	Bajo Aragón	Interna	4	Asia	Hombres	2015	7
28	Bajo Aragón	Interna	4	Asia	Mujeres	2015	6
29	Comunidad de Teruel	Externa	1	Europa	Hombres	2015	289
29	Comunidad de Teruel	Externa	1	Europa	Mujeres	2015	283
29	Comunidad de Teruel	Externa	2	África	Hombres	2015	31
29	Comunidad de Teruel	Externa	2	África	Mujeres	2015	19
29	Comunidad de Teruel	Externa	3	América	Hombres	2015	51
29	Comunidad de Teruel	Externa	3	América	Mujeres	2015	51
29	Comunidad de Teruel	Externa	4	Asia	Hombres	2015	16
29	Comunidad de Teruel	Externa	4	Asia	Mujeres	2015	11
29	Comunidad de Teruel	Interna	1	Europa	Hombres	2015	358
29	Comunidad de Teruel	Interna	1	Europa	Mujeres	2015	402
29	Comunidad de Teruel	Interna	2	África	Hombres	2015	24
29	Comunidad de Teruel	Interna	2	África	Mujeres	2015	25
29	Comunidad de Teruel	Interna	3	América	Hombres	2015	5
29	Comunidad de Teruel	Interna	3	América	Mujeres	2015	14
29	Comunidad de Teruel	Interna	4	Asia	Hombres	2015	2
29	Comunidad de Teruel	Interna	4	Asia	Mujeres	2015	5
30	Maestrazgo	Externa	1	Europa	Hombres	2015	44
30	Maestrazgo	Externa	1	Europa	Mujeres	2015	28
30	Maestrazgo	Externa	2	África	Hombres	2015	6
30	Maestrazgo	Externa	2	África	Mujeres	2015	6
30	Maestrazgo	Externa	3	América	Hombres	2015	1
30	Maestrazgo	Externa	3	América	Mujeres	2015	1
30	Maestrazgo	Externa	4	Asia	Hombres	2015	5
30	Maestrazgo	Interna	1	Europa	Hombres	2015	17
30	Maestrazgo	Interna	1	Europa	Mujeres	2015	17
30	Maestrazgo	Interna	2	África	Hombres	2015	1
30	Maestrazgo	Interna	2	África	Mujeres	2015	2
31	Sierra de Albarracín	Externa	1	Europa	Hombres	2015	65
31	Sierra de Albarracín	Externa	1	Europa	Mujeres	2015	43
31	Sierra de Albarracín	Externa	2	África	Hombres	2015	6
31	Sierra de Albarracín	Externa	2	África	Mujeres	2015	3
31	Sierra de Albarracín	Externa	3	América	Hombres	2015	2
31	Sierra de Albarracín	Externa	3	América	Mujeres	2015	4
31	Sierra de Albarracín	Interna	1	Europa	Hombres	2015	55
31	Sierra de Albarracín	Interna	1	Europa	Mujeres	2015	37
31	Sierra de Albarracín	Interna	2	África	Hombres	2015	9
31	Sierra de Albarracín	Interna	2	África	Mujeres	2015	5
31	Sierra de Albarracín	Interna	3	América	Hombres	2015	2
31	Sierra de Albarracín	Interna	3	América	Mujeres	2015	1
32	Gúdar-Javalambre	Externa	1	Europa	Hombres	2015	113
32	Gúdar-Javalambre	Externa	1	Europa	Mujeres	2015	107
32	Gúdar-Javalambre	Externa	2	África	Hombres	2015	14
32	Gúdar-Javalambre	Externa	2	África	Mujeres	2015	5
32	Gúdar-Javalambre	Externa	3	América	Hombres	2015	8
32	Gúdar-Javalambre	Externa	3	América	Mujeres	2015	4
32	Gúdar-Javalambre	Interna	1	Europa	Hombres	2015	40
32	Gúdar-Javalambre	Interna	1	Europa	Mujeres	2015	56
32	Gúdar-Javalambre	Interna	2	África	Hombres	2015	9
32	Gúdar-Javalambre	Interna	2	África	Mujeres	2015	3
32	Gúdar-Javalambre	Interna	3	América	Mujeres	2015	6
32	Gúdar-Javalambre	Interna	4	Asia	Hombres	2015	1
33	Matarraña / Matarranya	Externa	1	Europa	Hombres	2015	72
33	Matarraña / Matarranya	Externa	1	Europa	Mujeres	2015	89
33	Matarraña / Matarranya	Externa	2	África	Hombres	2015	34
33	Matarraña / Matarranya	Externa	2	África	Mujeres	2015	6
33	Matarraña / Matarranya	Externa	3	América	Hombres	2015	4
33	Matarraña / Matarranya	Externa	3	América	Mujeres	2015	2
33	Matarraña / Matarranya	Externa	4	Asia	Hombres	2015	9
33	Matarraña / Matarranya	Externa	4	Asia	Mujeres	2015	1
33	Matarraña / Matarranya	Interna	1	Europa	Hombres	2015	35
33	Matarraña / Matarranya	Interna	1	Europa	Mujeres	2015	43
33	Matarraña / Matarranya	Interna	2	África	Hombres	2015	14
33	Matarraña / Matarranya	Interna	2	África	Mujeres	2015	4
33	Matarraña / Matarranya	Interna	3	América	Hombres	2015	1
33	Matarraña / Matarranya	Interna	5	Otros continentes	Hombres	2015	1
01	La Jacetania	Externa	1	Europa	Hombres	2014	249
01	La Jacetania	Externa	1	Europa	Mujeres	2014	206
01	La Jacetania	Externa	2	África	Hombres	2014	1
01	La Jacetania	Externa	2	África	Mujeres	2014	2
01	La Jacetania	Externa	3	América	Hombres	2014	20
01	La Jacetania	Externa	3	América	Mujeres	2014	21
01	La Jacetania	Externa	4	Asia	Hombres	2014	1
01	La Jacetania	Externa	4	Asia	Mujeres	2014	3
01	La Jacetania	Interna	1	Europa	Hombres	2014	178
01	La Jacetania	Interna	1	Europa	Mujeres	2014	176
01	La Jacetania	Interna	2	África	Hombres	2014	1
01	La Jacetania	Interna	2	África	Mujeres	2014	2
01	La Jacetania	Interna	3	América	Hombres	2014	10
01	La Jacetania	Interna	3	América	Mujeres	2014	10
02	Alto Gállego	Externa	1	Europa	Hombres	2014	101
02	Alto Gállego	Externa	1	Europa	Mujeres	2014	91
02	Alto Gállego	Externa	2	África	Hombres	2014	15
02	Alto Gállego	Externa	2	África	Mujeres	2014	9
02	Alto Gállego	Externa	3	América	Hombres	2014	13
02	Alto Gállego	Externa	3	América	Mujeres	2014	14
02	Alto Gállego	Interna	1	Europa	Hombres	2014	120
02	Alto Gállego	Interna	1	Europa	Mujeres	2014	148
02	Alto Gállego	Interna	2	África	Hombres	2014	7
02	Alto Gállego	Interna	2	África	Mujeres	2014	3
02	Alto Gállego	Interna	3	América	Hombres	2014	4
02	Alto Gállego	Interna	3	América	Mujeres	2014	9
03	Sobrarbe	Externa	1	Europa	Hombres	2014	77
03	Sobrarbe	Externa	1	Europa	Mujeres	2014	67
03	Sobrarbe	Externa	2	África	Mujeres	2014	6
03	Sobrarbe	Externa	3	América	Hombres	2014	8
03	Sobrarbe	Externa	3	América	Mujeres	2014	4
03	Sobrarbe	Externa	4	Asia	Hombres	2014	2
03	Sobrarbe	Interna	1	Europa	Hombres	2014	93
03	Sobrarbe	Interna	1	Europa	Mujeres	2014	113
03	Sobrarbe	Interna	2	África	Hombres	2014	5
03	Sobrarbe	Interna	2	África	Mujeres	2014	4
03	Sobrarbe	Interna	3	América	Hombres	2014	1
03	Sobrarbe	Interna	3	América	Mujeres	2014	6
04	La Ribagorza	Externa	1	Europa	Hombres	2014	132
04	La Ribagorza	Externa	1	Europa	Mujeres	2014	133
04	La Ribagorza	Externa	2	África	Hombres	2014	1
04	La Ribagorza	Externa	2	África	Mujeres	2014	2
04	La Ribagorza	Externa	3	América	Hombres	2014	10
04	La Ribagorza	Externa	3	América	Mujeres	2014	13
04	La Ribagorza	Externa	5	Otros continentes	Hombres	2014	2
04	La Ribagorza	Externa	5	Otros continentes	Mujeres	2014	1
04	La Ribagorza	Interna	1	Europa	Hombres	2014	122
04	La Ribagorza	Interna	1	Europa	Mujeres	2014	96
04	La Ribagorza	Interna	2	África	Hombres	2014	2
04	La Ribagorza	Interna	3	América	Hombres	2014	4
04	La Ribagorza	Interna	3	América	Mujeres	2014	8
04	La Ribagorza	Interna	5	Otros continentes	Hombres	2014	1
04	La Ribagorza	Interna	5	Otros continentes	Mujeres	2014	3
05	Cinco Villas	Externa	1	Europa	Hombres	2014	137
05	Cinco Villas	Externa	1	Europa	Mujeres	2014	128
05	Cinco Villas	Externa	2	África	Hombres	2014	47
05	Cinco Villas	Externa	2	África	Mujeres	2014	20
05	Cinco Villas	Externa	3	América	Hombres	2014	12
05	Cinco Villas	Externa	3	América	Mujeres	2014	19
05	Cinco Villas	Externa	4	Asia	Hombres	2014	17
05	Cinco Villas	Externa	4	Asia	Mujeres	2014	7
05	Cinco Villas	Interna	1	Europa	Hombres	2014	180
05	Cinco Villas	Interna	1	Europa	Mujeres	2014	172
05	Cinco Villas	Interna	2	África	Hombres	2014	12
05	Cinco Villas	Interna	2	África	Mujeres	2014	5
05	Cinco Villas	Interna	3	América	Hombres	2014	9
05	Cinco Villas	Interna	3	América	Mujeres	2014	7
05	Cinco Villas	Interna	4	Asia	Hombres	2014	6
06	Hoya de Huesca / Plana de Uesca	Externa	1	Europa	Hombres	2014	348
06	Hoya de Huesca / Plana de Uesca	Externa	1	Europa	Mujeres	2014	366
06	Hoya de Huesca / Plana de Uesca	Externa	2	África	Hombres	2014	100
06	Hoya de Huesca / Plana de Uesca	Externa	2	África	Mujeres	2014	64
06	Hoya de Huesca / Plana de Uesca	Externa	3	América	Hombres	2014	43
06	Hoya de Huesca / Plana de Uesca	Externa	3	América	Mujeres	2014	81
06	Hoya de Huesca / Plana de Uesca	Externa	4	Asia	Hombres	2014	18
06	Hoya de Huesca / Plana de Uesca	Externa	4	Asia	Mujeres	2014	34
06	Hoya de Huesca / Plana de Uesca	Externa	5	Otros continentes	Mujeres	2014	3
06	Hoya de Huesca / Plana de Uesca	Interna	1	Europa	Hombres	2014	619
06	Hoya de Huesca / Plana de Uesca	Interna	1	Europa	Mujeres	2014	636
06	Hoya de Huesca / Plana de Uesca	Interna	2	África	Hombres	2014	55
06	Hoya de Huesca / Plana de Uesca	Interna	2	África	Mujeres	2014	31
06	Hoya de Huesca / Plana de Uesca	Interna	3	América	Hombres	2014	15
06	Hoya de Huesca / Plana de Uesca	Interna	3	América	Mujeres	2014	40
06	Hoya de Huesca / Plana de Uesca	Interna	4	Asia	Hombres	2014	1
06	Hoya de Huesca / Plana de Uesca	Interna	4	Asia	Mujeres	2014	6
07	Somontano de Barbastro	Externa	1	Europa	Hombres	2014	128
07	Somontano de Barbastro	Externa	1	Europa	Mujeres	2014	135
07	Somontano de Barbastro	Externa	2	África	Hombres	2014	34
07	Somontano de Barbastro	Externa	2	África	Mujeres	2014	21
07	Somontano de Barbastro	Externa	3	América	Hombres	2014	15
07	Somontano de Barbastro	Externa	3	América	Mujeres	2014	21
07	Somontano de Barbastro	Externa	4	Asia	Hombres	2014	6
07	Somontano de Barbastro	Externa	4	Asia	Mujeres	2014	2
07	Somontano de Barbastro	Interna	1	Europa	Hombres	2014	177
07	Somontano de Barbastro	Interna	1	Europa	Mujeres	2014	191
07	Somontano de Barbastro	Interna	2	África	Hombres	2014	16
07	Somontano de Barbastro	Interna	2	África	Mujeres	2014	8
07	Somontano de Barbastro	Interna	3	América	Hombres	2014	5
07	Somontano de Barbastro	Interna	3	América	Mujeres	2014	17
07	Somontano de Barbastro	Interna	4	Asia	Hombres	2014	1
08	Cinca Medio	Externa	1	Europa	Hombres	2014	173
08	Cinca Medio	Externa	1	Europa	Mujeres	2014	166
08	Cinca Medio	Externa	2	África	Hombres	2014	101
08	Cinca Medio	Externa	2	África	Mujeres	2014	43
08	Cinca Medio	Externa	3	América	Hombres	2014	16
08	Cinca Medio	Externa	3	América	Mujeres	2014	16
08	Cinca Medio	Externa	4	Asia	Hombres	2014	8
08	Cinca Medio	Externa	4	Asia	Mujeres	2014	4
08	Cinca Medio	Interna	1	Europa	Hombres	2014	127
08	Cinca Medio	Interna	1	Europa	Mujeres	2014	132
08	Cinca Medio	Interna	2	África	Hombres	2014	32
08	Cinca Medio	Interna	2	África	Mujeres	2014	11
08	Cinca Medio	Interna	3	América	Hombres	2014	11
08	Cinca Medio	Interna	3	América	Mujeres	2014	17
08	Cinca Medio	Interna	4	Asia	Hombres	2014	4
08	Cinca Medio	Interna	4	Asia	Mujeres	2014	1
09	La Litera / La Llitera	Externa	1	Europa	Hombres	2014	146
09	La Litera / La Llitera	Externa	1	Europa	Mujeres	2014	117
09	La Litera / La Llitera	Externa	2	África	Hombres	2014	121
09	La Litera / La Llitera	Externa	2	África	Mujeres	2014	27
09	La Litera / La Llitera	Externa	3	América	Hombres	2014	21
09	La Litera / La Llitera	Externa	3	América	Mujeres	2014	15
09	La Litera / La Llitera	Externa	4	Asia	Hombres	2014	6
09	La Litera / La Llitera	Externa	4	Asia	Mujeres	2014	3
09	La Litera / La Llitera	Externa	5	Otros continentes	Hombres	2014	1
09	La Litera / La Llitera	Externa	5	Otros continentes	Mujeres	2014	2
09	La Litera / La Llitera	Interna	1	Europa	Hombres	2014	82
09	La Litera / La Llitera	Interna	1	Europa	Mujeres	2014	82
09	La Litera / La Llitera	Interna	2	África	Hombres	2014	24
09	La Litera / La Llitera	Interna	2	África	Mujeres	2014	5
09	La Litera / La Llitera	Interna	3	América	Hombres	2014	4
09	La Litera / La Llitera	Interna	3	América	Mujeres	2014	11
09	La Litera / La Llitera	Interna	4	Asia	Hombres	2014	2
09	La Litera / La Llitera	Interna	4	Asia	Mujeres	2014	2
09	La Litera / La Llitera	Interna	5	Otros continentes	Hombres	2014	1
10	Los Monegros	Externa	1	Europa	Hombres	2014	98
10	Los Monegros	Externa	1	Europa	Mujeres	2014	108
10	Los Monegros	Externa	2	África	Hombres	2014	32
10	Los Monegros	Externa	2	África	Mujeres	2014	13
10	Los Monegros	Externa	3	América	Hombres	2014	7
10	Los Monegros	Externa	3	América	Mujeres	2014	12
10	Los Monegros	Externa	4	Asia	Hombres	2014	2
10	Los Monegros	Externa	4	Asia	Mujeres	2014	5
10	Los Monegros	Interna	1	Europa	Hombres	2014	167
10	Los Monegros	Interna	1	Europa	Mujeres	2014	174
10	Los Monegros	Interna	2	África	Hombres	2014	16
10	Los Monegros	Interna	2	África	Mujeres	2014	6
10	Los Monegros	Interna	3	América	Hombres	2014	2
10	Los Monegros	Interna	3	América	Mujeres	2014	9
11	Bajo Cinca / Baix Cinca	Externa	1	Europa	Hombres	2014	339
11	Bajo Cinca / Baix Cinca	Externa	1	Europa	Mujeres	2014	338
11	Bajo Cinca / Baix Cinca	Externa	2	África	Hombres	2014	161
11	Bajo Cinca / Baix Cinca	Externa	2	África	Mujeres	2014	54
11	Bajo Cinca / Baix Cinca	Externa	3	América	Hombres	2014	10
11	Bajo Cinca / Baix Cinca	Externa	3	América	Mujeres	2014	12
11	Bajo Cinca / Baix Cinca	Externa	4	Asia	Hombres	2014	3
11	Bajo Cinca / Baix Cinca	Externa	4	Asia	Mujeres	2014	2
11	Bajo Cinca / Baix Cinca	Interna	1	Europa	Hombres	2014	76
11	Bajo Cinca / Baix Cinca	Interna	1	Europa	Mujeres	2014	71
11	Bajo Cinca / Baix Cinca	Interna	2	África	Hombres	2014	39
11	Bajo Cinca / Baix Cinca	Interna	2	África	Mujeres	2014	21
11	Bajo Cinca / Baix Cinca	Interna	3	América	Hombres	2014	1
11	Bajo Cinca / Baix Cinca	Interna	3	América	Mujeres	2014	2
12	Tarazona y el Moncayo	Externa	1	Europa	Hombres	2014	81
12	Tarazona y el Moncayo	Externa	1	Europa	Mujeres	2014	100
12	Tarazona y el Moncayo	Externa	2	África	Hombres	2014	21
12	Tarazona y el Moncayo	Externa	2	África	Mujeres	2014	12
12	Tarazona y el Moncayo	Externa	3	América	Hombres	2014	15
12	Tarazona y el Moncayo	Externa	3	América	Mujeres	2014	9
12	Tarazona y el Moncayo	Externa	4	Asia	Hombres	2014	8
12	Tarazona y el Moncayo	Externa	4	Asia	Mujeres	2014	2
12	Tarazona y el Moncayo	Interna	1	Europa	Hombres	2014	115
12	Tarazona y el Moncayo	Interna	1	Europa	Mujeres	2014	95
12	Tarazona y el Moncayo	Interna	2	África	Hombres	2014	7
12	Tarazona y el Moncayo	Interna	2	África	Mujeres	2014	4
12	Tarazona y el Moncayo	Interna	3	América	Hombres	2014	3
12	Tarazona y el Moncayo	Interna	3	América	Mujeres	2014	6
13	Campo de Borja	Externa	1	Europa	Hombres	2014	66
13	Campo de Borja	Externa	1	Europa	Mujeres	2014	79
13	Campo de Borja	Externa	2	África	Hombres	2014	16
13	Campo de Borja	Externa	2	África	Mujeres	2014	3
13	Campo de Borja	Externa	3	América	Hombres	2014	2
13	Campo de Borja	Externa	3	América	Mujeres	2014	8
13	Campo de Borja	Externa	4	Asia	Hombres	2014	9
13	Campo de Borja	Externa	4	Asia	Mujeres	2014	5
13	Campo de Borja	Interna	1	Europa	Hombres	2014	119
13	Campo de Borja	Interna	1	Europa	Mujeres	2014	116
13	Campo de Borja	Interna	2	África	Hombres	2014	13
13	Campo de Borja	Interna	2	África	Mujeres	2014	5
13	Campo de Borja	Interna	3	América	Hombres	2014	1
13	Campo de Borja	Interna	3	América	Mujeres	2014	5
13	Campo de Borja	Interna	4	Asia	Hombres	2014	2
13	Campo de Borja	Interna	4	Asia	Mujeres	2014	3
14	Aranda	Externa	1	Europa	Hombres	2014	19
14	Aranda	Externa	1	Europa	Mujeres	2014	19
14	Aranda	Externa	2	África	Hombres	2014	8
14	Aranda	Externa	2	África	Mujeres	2014	8
14	Aranda	Externa	3	América	Mujeres	2014	1
14	Aranda	Interna	1	Europa	Hombres	2014	60
14	Aranda	Interna	1	Europa	Mujeres	2014	58
14	Aranda	Interna	2	África	Hombres	2014	7
14	Aranda	Interna	2	África	Mujeres	2014	2
14	Aranda	Interna	3	América	Mujeres	2014	2
14	Aranda	Interna	4	Asia	Hombres	2014	1
15	Ribera Alta del Ebro	Externa	1	Europa	Hombres	2014	164
15	Ribera Alta del Ebro	Externa	1	Europa	Mujeres	2014	140
15	Ribera Alta del Ebro	Externa	2	África	Hombres	2014	14
15	Ribera Alta del Ebro	Externa	2	África	Mujeres	2014	12
15	Ribera Alta del Ebro	Externa	3	América	Hombres	2014	8
15	Ribera Alta del Ebro	Externa	3	América	Mujeres	2014	18
15	Ribera Alta del Ebro	Externa	4	Asia	Hombres	2014	6
15	Ribera Alta del Ebro	Externa	4	Asia	Mujeres	2014	3
15	Ribera Alta del Ebro	Interna	1	Europa	Hombres	2014	326
15	Ribera Alta del Ebro	Interna	1	Europa	Mujeres	2014	303
15	Ribera Alta del Ebro	Interna	2	África	Hombres	2014	9
15	Ribera Alta del Ebro	Interna	2	África	Mujeres	2014	8
15	Ribera Alta del Ebro	Interna	3	América	Hombres	2014	16
15	Ribera Alta del Ebro	Interna	3	América	Mujeres	2014	15
15	Ribera Alta del Ebro	Interna	4	Asia	Hombres	2014	2
16	Valdejalón	Externa	1	Europa	Hombres	2014	225
16	Valdejalón	Externa	1	Europa	Mujeres	2014	196
16	Valdejalón	Externa	2	África	Hombres	2014	109
16	Valdejalón	Externa	2	África	Mujeres	2014	63
16	Valdejalón	Externa	3	América	Hombres	2014	6
16	Valdejalón	Externa	3	América	Mujeres	2014	29
16	Valdejalón	Externa	4	Asia	Hombres	2014	15
16	Valdejalón	Externa	4	Asia	Mujeres	2014	3
16	Valdejalón	Interna	1	Europa	Hombres	2014	332
16	Valdejalón	Interna	1	Europa	Mujeres	2014	324
16	Valdejalón	Interna	2	África	Hombres	2014	51
16	Valdejalón	Interna	2	África	Mujeres	2014	25
16	Valdejalón	Interna	3	América	Hombres	2014	5
16	Valdejalón	Interna	3	América	Mujeres	2014	14
16	Valdejalón	Interna	4	Asia	Hombres	2014	7
16	Valdejalón	Interna	4	Asia	Mujeres	2014	6
16	Valdejalón	Interna	5	Otros continentes	Hombres	2014	1
17	D.C. Zaragoza	Externa	1	Europa	Hombres	2014	4066
17	D.C. Zaragoza	Externa	1	Europa	Mujeres	2014	3990
17	D.C. Zaragoza	Externa	2	África	Hombres	2014	1615
17	D.C. Zaragoza	Externa	2	África	Mujeres	2014	552
17	D.C. Zaragoza	Externa	3	América	Hombres	2014	685
17	D.C. Zaragoza	Externa	3	América	Mujeres	2014	1054
17	D.C. Zaragoza	Externa	4	Asia	Hombres	2014	574
17	D.C. Zaragoza	Externa	4	Asia	Mujeres	2014	281
17	D.C. Zaragoza	Externa	5	Otros continentes	Hombres	2014	4
17	D.C. Zaragoza	Externa	5	Otros continentes	Mujeres	2014	2
17	D.C. Zaragoza	Interna	1	Europa	Hombres	2014	4052
17	D.C. Zaragoza	Interna	1	Europa	Mujeres	2014	4074
17	D.C. Zaragoza	Interna	2	África	Hombres	2014	221
17	D.C. Zaragoza	Interna	2	África	Mujeres	2014	116
17	D.C. Zaragoza	Interna	3	América	Hombres	2014	158
17	D.C. Zaragoza	Interna	3	América	Mujeres	2014	269
17	D.C. Zaragoza	Interna	4	Asia	Hombres	2014	42
17	D.C. Zaragoza	Interna	4	Asia	Mujeres	2014	31
18	Ribera Baja del Ebro	Externa	1	Europa	Hombres	2014	41
18	Ribera Baja del Ebro	Externa	1	Europa	Mujeres	2014	34
18	Ribera Baja del Ebro	Externa	2	África	Hombres	2014	21
18	Ribera Baja del Ebro	Externa	2	África	Mujeres	2014	10
18	Ribera Baja del Ebro	Externa	3	América	Hombres	2014	6
18	Ribera Baja del Ebro	Externa	3	América	Mujeres	2014	5
18	Ribera Baja del Ebro	Externa	4	Asia	Hombres	2014	1
18	Ribera Baja del Ebro	Externa	4	Asia	Mujeres	2014	3
18	Ribera Baja del Ebro	Interna	1	Europa	Hombres	2014	63
18	Ribera Baja del Ebro	Interna	1	Europa	Mujeres	2014	89
18	Ribera Baja del Ebro	Interna	2	África	Hombres	2014	5
18	Ribera Baja del Ebro	Interna	2	África	Mujeres	2014	4
18	Ribera Baja del Ebro	Interna	3	América	Hombres	2014	3
18	Ribera Baja del Ebro	Interna	3	América	Mujeres	2014	11
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	1	Europa	Hombres	2014	121
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	1	Europa	Mujeres	2014	123
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	2	África	Hombres	2014	70
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	2	África	Mujeres	2014	41
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	3	América	Hombres	2014	2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	3	América	Mujeres	2014	2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	4	Asia	Hombres	2014	108
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	4	Asia	Mujeres	2014	36
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	1	Europa	Hombres	2014	59
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	1	Europa	Mujeres	2014	78
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	2	África	Hombres	2014	25
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	2	África	Mujeres	2014	8
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	3	América	Hombres	2014	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	3	América	Mujeres	2014	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	4	Asia	Hombres	2014	21
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	4	Asia	Mujeres	2014	5
20	Comunidad de Calatayud	Externa	1	Europa	Hombres	2014	653
20	Comunidad de Calatayud	Externa	1	Europa	Mujeres	2014	388
20	Comunidad de Calatayud	Externa	2	África	Hombres	2014	40
20	Comunidad de Calatayud	Externa	2	África	Mujeres	2014	14
20	Comunidad de Calatayud	Externa	3	América	Hombres	2014	20
20	Comunidad de Calatayud	Externa	3	América	Mujeres	2014	38
20	Comunidad de Calatayud	Externa	4	Asia	Hombres	2014	12
20	Comunidad de Calatayud	Externa	4	Asia	Mujeres	2014	3
20	Comunidad de Calatayud	Externa	5	Otros continentes	Hombres	2014	1
20	Comunidad de Calatayud	Interna	1	Europa	Hombres	2014	455
20	Comunidad de Calatayud	Interna	1	Europa	Mujeres	2014	412
20	Comunidad de Calatayud	Interna	2	África	Hombres	2014	32
20	Comunidad de Calatayud	Interna	2	África	Mujeres	2014	20
20	Comunidad de Calatayud	Interna	3	América	Hombres	2014	11
20	Comunidad de Calatayud	Interna	3	América	Mujeres	2014	19
20	Comunidad de Calatayud	Interna	4	Asia	Hombres	2014	4
20	Comunidad de Calatayud	Interna	4	Asia	Mujeres	2014	2
21	Campo de Cariñena	Externa	1	Europa	Hombres	2014	68
21	Campo de Cariñena	Externa	1	Europa	Mujeres	2014	63
21	Campo de Cariñena	Externa	2	África	Hombres	2014	24
