Mes (código)	Mes y año	Comarca código	Comarca nombre	Sexo	Afiliaciones en alta
201706	Junio 2017	24	Campo de Daroca	Hombres	123
201706	Junio 2017	25	Jiloca	Hombres	202
201706	Junio 2017	26	Cuencas Mineras	Hombres	167
201706	Junio 2017	27	Andorra-Sierra de Arcos	Hombres	186
201706	Junio 2017	28	Bajo Aragón	Hombres	638
201706	Junio 2017	29	Comunidad de Teruel	Hombres	1399
201706	Junio 2017	30	Maestrazgo	Hombres	60
201706	Junio 2017	31	Sierra de Albarracín	Hombres	76
201706	Junio 2017	32	Gúdar-Javalambre	Hombres	190
201706	Junio 2017	33	Matarraña / Matarranya	Hombres	199
201706	Junio 2017	01	La Jacetania	Mujeres	226
201706	Junio 2017	02	Alto Gállego	Mujeres	214
201706	Junio 2017	03	Sobrarbe	Mujeres	149
201706	Junio 2017	04	La Ribagorza	Mujeres	205
201706	Junio 2017	05	Cinco Villas	Mujeres	439
201706	Junio 2017	06	Hoya de Huesca / Plana de Uesca	Mujeres	1814
201706	Junio 2017	07	Somontano de Barbastro	Mujeres	437
201706	Junio 2017	08	Cinca Medio	Mujeres	336
201706	Junio 2017	09	La Litera / La Llitera	Mujeres	276
201706	Junio 2017	10	Los Monegros	Mujeres	178
201706	Junio 2017	11	Bajo Cinca / Baix Cinca	Mujeres	704
201706	Junio 2017	12	Tarazona y el Moncayo	Mujeres	136
201706	Junio 2017	13	Campo de Borja	Mujeres	190
201706	Junio 2017	14	Aranda	Mujeres	43
201706	Junio 2017	15	Ribera Alta del Ebro	Mujeres	587
201706	Junio 2017	16	Valdejalón	Mujeres	568
201706	Junio 2017	17	D.C. Zaragoza	Mujeres	17449
201706	Junio 2017	18	Ribera Baja del Ebro	Mujeres	104
201706	Junio 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	304
201706	Junio 2017	20	Comunidad de Calatayud	Mujeres	572
201706	Junio 2017	21	Campo de Cariñena	Mujeres	213
201706	Junio 2017	22	Campo de Belchite	Mujeres	31
201706	Junio 2017	23	Bajo Martín	Mujeres	80
201706	Junio 2017	24	Campo de Daroca	Mujeres	71
201706	Junio 2017	25	Jiloca	Mujeres	128
201706	Junio 2017	26	Cuencas Mineras	Mujeres	103
201706	Junio 2017	27	Andorra-Sierra de Arcos	Mujeres	112
201706	Junio 2017	28	Bajo Aragón	Mujeres	491
201706	Junio 2017	29	Comunidad de Teruel	Mujeres	1319
201706	Junio 2017	30	Maestrazgo	Mujeres	33
201706	Junio 2017	31	Sierra de Albarracín	Mujeres	53
201706	Junio 2017	32	Gúdar-Javalambre	Mujeres	112
201706	Junio 2017	33	Matarraña / Matarranya	Mujeres	124
201706	Junio 2017	01	La Jacetania	Hombres	399
201706	Junio 2017	02	Alto Gállego	Hombres	407
201706	Junio 2017	03	Sobrarbe	Hombres	211
201706	Junio 2017	04	La Ribagorza	Hombres	357
201706	Junio 2017	05	Cinco Villas	Hombres	922
201706	Junio 2017	06	Hoya de Huesca / Plana de Uesca	Hombres	2328
201706	Junio 2017	07	Somontano de Barbastro	Hombres	709
201706	Junio 2017	08	Cinca Medio	Hombres	871
201706	Junio 2017	09	La Litera / La Llitera	Hombres	743
201706	Junio 2017	10	Los Monegros	Hombres	578
201706	Junio 2017	11	Bajo Cinca / Baix Cinca	Hombres	1816
201706	Junio 2017	12	Tarazona y el Moncayo	Hombres	305
201706	Junio 2017	13	Campo de Borja	Hombres	297
201706	Junio 2017	14	Aranda	Hombres	147
201706	Junio 2017	15	Ribera Alta del Ebro	Hombres	1598
201706	Junio 2017	16	Valdejalón	Hombres	1586
201706	Junio 2017	17	D.C. Zaragoza	Hombres	22696
201706	Junio 2017	18	Ribera Baja del Ebro	Hombres	277
201706	Junio 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	796
201706	Junio 2017	20	Comunidad de Calatayud	Hombres	859
201706	Junio 2017	21	Campo de Cariñena	Hombres	546
201706	Junio 2017	22	Campo de Belchite	Hombres	67
201706	Junio 2017	23	Bajo Martín	Hombres	238
201706	Junio 2017	24	Campo de Daroca	Hombres	177
201706	Junio 2017	25	Jiloca	Hombres	299
201706	Junio 2017	26	Cuencas Mineras	Hombres	200
201706	Junio 2017	27	Andorra-Sierra de Arcos	Hombres	243
201706	Junio 2017	28	Bajo Aragón	Hombres	769
201706	Junio 2017	29	Comunidad de Teruel	Hombres	1720
201706	Junio 2017	30	Maestrazgo	Hombres	72
201706	Junio 2017	31	Sierra de Albarracín	Hombres	63
201706	Junio 2017	32	Gúdar-Javalambre	Hombres	237
201706	Junio 2017	33	Matarraña / Matarranya	Hombres	247
201706	Junio 2017	01	La Jacetania	Mujeres	371
201706	Junio 2017	02	Alto Gállego	Mujeres	275
201706	Junio 2017	03	Sobrarbe	Mujeres	184
201706	Junio 2017	04	La Ribagorza	Mujeres	313
201706	Junio 2017	05	Cinco Villas	Mujeres	615
201706	Junio 2017	06	Hoya de Huesca / Plana de Uesca	Mujeres	2298
201706	Junio 2017	07	Somontano de Barbastro	Mujeres	579
201706	Junio 2017	08	Cinca Medio	Mujeres	457
201706	Junio 2017	09	La Litera / La Llitera	Mujeres	339
201706	Junio 2017	10	Los Monegros	Mujeres	277
201706	Junio 2017	11	Bajo Cinca / Baix Cinca	Mujeres	940
201706	Junio 2017	12	Tarazona y el Moncayo	Mujeres	227
201706	Junio 2017	13	Campo de Borja	Mujeres	264
201706	Junio 2017	14	Aranda	Mujeres	108
201706	Junio 2017	15	Ribera Alta del Ebro	Mujeres	751
201706	Junio 2017	16	Valdejalón	Mujeres	884
201706	Junio 2017	17	D.C. Zaragoza	Mujeres	22182
201706	Junio 2017	18	Ribera Baja del Ebro	Mujeres	176
201706	Junio 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	385
201706	Junio 2017	20	Comunidad de Calatayud	Mujeres	645
201706	Junio 2017	21	Campo de Cariñena	Mujeres	225
201706	Junio 2017	22	Campo de Belchite	Mujeres	62
201706	Junio 2017	23	Bajo Martín	Mujeres	101
201706	Junio 2017	24	Campo de Daroca	Mujeres	62
201706	Junio 2017	25	Jiloca	Mujeres	198
201706	Junio 2017	26	Cuencas Mineras	Mujeres	134
201706	Junio 2017	27	Andorra-Sierra de Arcos	Mujeres	134
201706	Junio 2017	28	Bajo Aragón	Mujeres	727
201706	Junio 2017	29	Comunidad de Teruel	Mujeres	1400
201706	Junio 2017	30	Maestrazgo	Mujeres	40
201706	Junio 2017	31	Sierra de Albarracín	Mujeres	47
201706	Junio 2017	32	Gúdar-Javalambre	Mujeres	135
201706	Junio 2017	33	Matarraña / Matarranya	Mujeres	153
201706	Junio 2017	01	La Jacetania	Hombres	441
201706	Junio 2017	02	Alto Gállego	Hombres	428
201706	Junio 2017	03	Sobrarbe	Hombres	243
201706	Junio 2017	04	La Ribagorza	Hombres	380
201706	Junio 2017	05	Cinco Villas	Hombres	1013
201706	Junio 2017	06	Hoya de Huesca / Plana de Uesca	Hombres	2448
201706	Junio 2017	07	Somontano de Barbastro	Hombres	775
201706	Junio 2017	08	Cinca Medio	Hombres	902
201706	Junio 2017	09	La Litera / La Llitera	Hombres	854
201706	Junio 2017	10	Los Monegros	Hombres	575
201706	Junio 2017	11	Bajo Cinca / Baix Cinca	Hombres	1836
201706	Junio 2017	12	Tarazona y el Moncayo	Hombres	399
201706	Junio 2017	13	Campo de Borja	Hombres	355
201706	Junio 2017	14	Aranda	Hombres	205
201706	Junio 2017	15	Ribera Alta del Ebro	Hombres	1820
201706	Junio 2017	16	Valdejalón	Hombres	1869
201706	Junio 2017	17	D.C. Zaragoza	Hombres	26695
201706	Junio 2017	18	Ribera Baja del Ebro	Hombres	325
201706	Junio 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	743
201706	Junio 2017	20	Comunidad de Calatayud	Hombres	1000
201706	Junio 2017	21	Campo de Cariñena	Hombres	586
201706	Junio 2017	22	Campo de Belchite	Hombres	88
201706	Junio 2017	23	Bajo Martín	Hombres	306
201706	Junio 2017	24	Campo de Daroca	Hombres	174
201706	Junio 2017	25	Jiloca	Hombres	325
201706	Junio 2017	26	Cuencas Mineras	Hombres	192
201706	Junio 2017	27	Andorra-Sierra de Arcos	Hombres	230
201706	Junio 2017	28	Bajo Aragón	Hombres	929
201706	Junio 2017	29	Comunidad de Teruel	Hombres	1785
201706	Junio 2017	30	Maestrazgo	Hombres	73
201706	Junio 2017	31	Sierra de Albarracín	Hombres	84
201706	Junio 2017	32	Gúdar-Javalambre	Hombres	250
201706	Junio 2017	33	Matarraña / Matarranya	Hombres	252
201706	Junio 2017	01	La Jacetania	Mujeres	429
201706	Junio 2017	02	Alto Gállego	Mujeres	288
201706	Junio 2017	03	Sobrarbe	Mujeres	194
201706	Junio 2017	04	La Ribagorza	Mujeres	329
201706	Junio 2017	05	Cinco Villas	Mujeres	624
201706	Junio 2017	06	Hoya de Huesca / Plana de Uesca	Mujeres	2470
201706	Junio 2017	07	Somontano de Barbastro	Mujeres	660
201706	Junio 2017	08	Cinca Medio	Mujeres	545
201706	Junio 2017	09	La Litera / La Llitera	Mujeres	398
201706	Junio 2017	10	Los Monegros	Mujeres	283
201706	Junio 2017	11	Bajo Cinca / Baix Cinca	Mujeres	1063
201706	Junio 2017	12	Tarazona y el Moncayo	Mujeres	321
201706	Junio 2017	13	Campo de Borja	Mujeres	295
201706	Junio 2017	14	Aranda	Mujeres	111
201706	Junio 2017	15	Ribera Alta del Ebro	Mujeres	873
201706	Junio 2017	16	Valdejalón	Mujeres	959
201706	Junio 2017	17	D.C. Zaragoza	Mujeres	24396
201706	Junio 2017	18	Ribera Baja del Ebro	Mujeres	174
201706	Junio 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	466
201706	Junio 2017	20	Comunidad de Calatayud	Mujeres	788
201706	Junio 2017	21	Campo de Cariñena	Mujeres	249
201706	Junio 2017	22	Campo de Belchite	Mujeres	67
201706	Junio 2017	23	Bajo Martín	Mujeres	127
201706	Junio 2017	24	Campo de Daroca	Mujeres	94
201706	Junio 2017	25	Jiloca	Mujeres	210
201706	Junio 2017	26	Cuencas Mineras	Mujeres	143
201706	Junio 2017	27	Andorra-Sierra de Arcos	Mujeres	148
201706	Junio 2017	28	Bajo Aragón	Mujeres	726
201706	Junio 2017	29	Comunidad de Teruel	Mujeres	1616
201706	Junio 2017	30	Maestrazgo	Mujeres	46
201706	Junio 2017	31	Sierra de Albarracín	Mujeres	79
201706	Junio 2017	32	Gúdar-Javalambre	Mujeres	155
201706	Junio 2017	33	Matarraña / Matarranya	Mujeres	170
201706	Junio 2017	01	La Jacetania	Hombres	471
201706	Junio 2017	02	Alto Gállego	Hombres	416
201706	Junio 2017	03	Sobrarbe	Hombres	212
201706	Junio 2017	04	La Ribagorza	Hombres	388
201706	Junio 2017	05	Cinco Villas	Hombres	998
201706	Junio 2017	06	Hoya de Huesca / Plana de Uesca	Hombres	2282
201706	Junio 2017	07	Somontano de Barbastro	Hombres	734
201706	Junio 2017	08	Cinca Medio	Hombres	860
201706	Junio 2017	09	La Litera / La Llitera	Hombres	769
201706	Junio 2017	10	Los Monegros	Hombres	598
201706	Junio 2017	11	Bajo Cinca / Baix Cinca	Hombres	1535
201706	Junio 2017	12	Tarazona y el Moncayo	Hombres	358
201706	Junio 2017	13	Campo de Borja	Hombres	388
201706	Junio 2017	14	Aranda	Hombres	232
201706	Junio 2017	15	Ribera Alta del Ebro	Hombres	1835
201706	Junio 2017	16	Valdejalón	Hombres	1670
201706	Junio 2017	17	D.C. Zaragoza	Hombres	24010
201706	Junio 2017	18	Ribera Baja del Ebro	Hombres	273
201706	Junio 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	685
201706	Junio 2017	20	Comunidad de Calatayud	Hombres	1180
201706	Junio 2017	21	Campo de Cariñena	Hombres	539
201706	Junio 2017	22	Campo de Belchite	Hombres	103
201706	Junio 2017	23	Bajo Martín	Hombres	274
201706	Junio 2017	24	Campo de Daroca	Hombres	196
201706	Junio 2017	25	Jiloca	Hombres	325
201706	Junio 2017	26	Cuencas Mineras	Hombres	193
201706	Junio 2017	27	Andorra-Sierra de Arcos	Hombres	253
201706	Junio 2017	28	Bajo Aragón	Hombres	843
201706	Junio 2017	29	Comunidad de Teruel	Hombres	1711
201706	Junio 2017	30	Maestrazgo	Hombres	96
201706	Junio 2017	31	Sierra de Albarracín	Hombres	98
201706	Junio 2017	32	Gúdar-Javalambre	Hombres	250
201706	Junio 2017	33	Matarraña / Matarranya	Hombres	283
201706	Junio 2017	01	La Jacetania	Mujeres	433
201706	Junio 2017	02	Alto Gállego	Mujeres	319
201706	Junio 2017	03	Sobrarbe	Mujeres	182
201706	Junio 2017	04	La Ribagorza	Mujeres	328
201706	Junio 2017	05	Cinco Villas	Mujeres	623
201706	Junio 2017	06	Hoya de Huesca / Plana de Uesca	Mujeres	2265
201706	Junio 2017	07	Somontano de Barbastro	Mujeres	658
201706	Junio 2017	08	Cinca Medio	Mujeres	507
201706	Junio 2017	09	La Litera / La Llitera	Mujeres	443
201706	Junio 2017	10	Los Monegros	Mujeres	307
201706	Junio 2017	11	Bajo Cinca / Baix Cinca	Mujeres	968
201706	Junio 2017	12	Tarazona y el Moncayo	Mujeres	279
201706	Junio 2017	13	Campo de Borja	Mujeres	277
201706	Junio 2017	14	Aranda	Mujeres	162
201706	Junio 2017	15	Ribera Alta del Ebro	Mujeres	709
201706	Junio 2017	16	Valdejalón	Mujeres	799
201706	Junio 2017	17	D.C. Zaragoza	Mujeres	22545
201706	Junio 2017	18	Ribera Baja del Ebro	Mujeres	220
201706	Junio 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	450
201706	Junio 2017	20	Comunidad de Calatayud	Mujeres	863
201706	Junio 2017	21	Campo de Cariñena	Mujeres	233
201706	Junio 2017	22	Campo de Belchite	Mujeres	84
201706	Junio 2017	23	Bajo Martín	Mujeres	130
201706	Junio 2017	24	Campo de Daroca	Mujeres	98
201706	Junio 2017	25	Jiloca	Mujeres	234
201706	Junio 2017	26	Cuencas Mineras	Mujeres	124
201706	Junio 2017	27	Andorra-Sierra de Arcos	Mujeres	147
201706	Junio 2017	28	Bajo Aragón	Mujeres	729
201706	Junio 2017	29	Comunidad de Teruel	Mujeres	1565
201706	Junio 2017	30	Maestrazgo	Mujeres	43
201706	Junio 2017	31	Sierra de Albarracín	Mujeres	71
201706	Junio 2017	32	Gúdar-Javalambre	Mujeres	168
201706	Junio 2017	33	Matarraña / Matarranya	Mujeres	168
201706	Junio 2017	01	La Jacetania	Hombres	450
201706	Junio 2017	02	Alto Gállego	Hombres	464
201706	Junio 2017	03	Sobrarbe	Hombres	223
201706	Junio 2017	04	La Ribagorza	Hombres	378
201706	Junio 2017	05	Cinco Villas	Hombres	1073
201706	Junio 2017	06	Hoya de Huesca / Plana de Uesca	Hombres	2324
201706	Junio 2017	07	Somontano de Barbastro	Hombres	716
201706	Junio 2017	08	Cinca Medio	Hombres	784
201706	Junio 2017	09	La Litera / La Llitera	Hombres	719
201706	Junio 2017	10	Los Monegros	Hombres	587
201706	Junio 2017	11	Bajo Cinca / Baix Cinca	Hombres	1129
201706	Junio 2017	12	Tarazona y el Moncayo	Hombres	346
201706	Junio 2017	13	Campo de Borja	Hombres	337
201706	Junio 2017	14	Aranda	Hombres	254
201706	Junio 2017	15	Ribera Alta del Ebro	Hombres	1911
201706	Junio 2017	16	Valdejalón	Hombres	1221
201706	Junio 2017	17	D.C. Zaragoza	Hombres	21268
201706	Junio 2017	18	Ribera Baja del Ebro	Hombres	307
201706	Junio 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	531
201706	Junio 2017	20	Comunidad de Calatayud	Hombres	990
201706	Junio 2017	21	Campo de Cariñena	Hombres	414
201706	Junio 2017	22	Campo de Belchite	Hombres	117
201706	Junio 2017	23	Bajo Martín	Hombres	249
201706	Junio 2017	24	Campo de Daroca	Hombres	158
201706	Junio 2017	25	Jiloca	Hombres	351
201706	Junio 2017	26	Cuencas Mineras	Hombres	220
201706	Junio 2017	27	Andorra-Sierra de Arcos	Hombres	262
201706	Junio 2017	28	Bajo Aragón	Hombres	802
201706	Junio 2017	29	Comunidad de Teruel	Hombres	1818
201706	Junio 2017	30	Maestrazgo	Hombres	96
201706	Junio 2017	31	Sierra de Albarracín	Hombres	114
201706	Junio 2017	32	Gúdar-Javalambre	Hombres	244
201706	Junio 2017	33	Matarraña / Matarranya	Hombres	254
201706	Junio 2017	01	La Jacetania	Mujeres	413
201706	Junio 2017	02	Alto Gállego	Mujeres	275
201706	Junio 2017	03	Sobrarbe	Mujeres	168
201706	Junio 2017	04	La Ribagorza	Mujeres	282
201706	Junio 2017	05	Cinco Villas	Mujeres	579
201706	Junio 2017	06	Hoya de Huesca / Plana de Uesca	Mujeres	2280
201706	Junio 2017	07	Somontano de Barbastro	Mujeres	624
201706	Junio 2017	08	Cinca Medio	Mujeres	462
201706	Junio 2017	09	La Litera / La Llitera	Mujeres	395
201706	Junio 2017	10	Los Monegros	Mujeres	324
201706	Junio 2017	11	Bajo Cinca / Baix Cinca	Mujeres	726
201706	Junio 2017	12	Tarazona y el Moncayo	Mujeres	270
201706	Junio 2017	13	Campo de Borja	Mujeres	288
201706	Junio 2017	14	Aranda	Mujeres	136
201706	Junio 2017	15	Ribera Alta del Ebro	Mujeres	625
201706	Junio 2017	16	Valdejalón	Mujeres	608
201706	Junio 2017	17	D.C. Zaragoza	Mujeres	19782
201706	Junio 2017	18	Ribera Baja del Ebro	Mujeres	155
201706	Junio 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	339
201706	Junio 2017	20	Comunidad de Calatayud	Mujeres	728
201706	Junio 2017	21	Campo de Cariñena	Mujeres	168
201706	Junio 2017	22	Campo de Belchite	Mujeres	63
201706	Junio 2017	23	Bajo Martín	Mujeres	125
201706	Junio 2017	24	Campo de Daroca	Mujeres	100
201706	Junio 2017	25	Jiloca	Mujeres	216
201706	Junio 2017	26	Cuencas Mineras	Mujeres	125
201706	Junio 2017	27	Andorra-Sierra de Arcos	Mujeres	144
201706	Junio 2017	28	Bajo Aragón	Mujeres	625
201706	Junio 2017	29	Comunidad de Teruel	Mujeres	1600
201706	Junio 2017	30	Maestrazgo	Mujeres	67
201706	Junio 2017	31	Sierra de Albarracín	Mujeres	82
201706	Junio 2017	32	Gúdar-Javalambre	Mujeres	160
201706	Junio 2017	33	Matarraña / Matarranya	Mujeres	192
201706	Junio 2017	01	La Jacetania	Hombres	368
201706	Junio 2017	02	Alto Gállego	Hombres	346
201706	Junio 2017	03	Sobrarbe	Hombres	219
201706	Junio 2017	04	La Ribagorza	Hombres	306
201706	Junio 2017	05	Cinco Villas	Hombres	888
201706	Junio 2017	06	Hoya de Huesca / Plana de Uesca	Hombres	2070
201706	Junio 2017	07	Somontano de Barbastro	Hombres	607
201706	Junio 2017	08	Cinca Medio	Hombres	595
201706	Junio 2017	09	La Litera / La Llitera	Hombres	574
201706	Junio 2017	10	Los Monegros	Hombres	527
201706	Junio 2017	11	Bajo Cinca / Baix Cinca	Hombres	816
201706	Junio 2017	12	Tarazona y el Moncayo	Hombres	259
201706	Junio 2017	13	Campo de Borja	Hombres	263
201706	Junio 2017	14	Aranda	Hombres	197
201706	Junio 2017	15	Ribera Alta del Ebro	Hombres	2604
201706	Junio 2017	16	Valdejalón	Hombres	873
201706	Junio 2017	17	D.C. Zaragoza	Hombres	16799
201706	Junio 2017	18	Ribera Baja del Ebro	Hombres	279
201706	Junio 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	399
201706	Junio 2017	20	Comunidad de Calatayud	Hombres	805
201706	Junio 2017	21	Campo de Cariñena	Hombres	355
201706	Junio 2017	22	Campo de Belchite	Hombres	97
201706	Junio 2017	23	Bajo Martín	Hombres	223
201706	Junio 2017	24	Campo de Daroca	Hombres	129
201706	Junio 2017	25	Jiloca	Hombres	282
201706	Junio 2017	26	Cuencas Mineras	Hombres	156
201706	Junio 2017	27	Andorra-Sierra de Arcos	Hombres	204
201706	Junio 2017	28	Bajo Aragón	Hombres	650
201706	Junio 2017	29	Comunidad de Teruel	Hombres	1493
201706	Junio 2017	30	Maestrazgo	Hombres	104
201706	Junio 2017	31	Sierra de Albarracín	Hombres	107
201706	Junio 2017	32	Gúdar-Javalambre	Hombres	211
201706	Junio 2017	33	Matarraña / Matarranya	Hombres	238
201706	Junio 2017	01	La Jacetania	Mujeres	330
201706	Junio 2017	02	Alto Gállego	Mujeres	218
201706	Junio 2017	03	Sobrarbe	Mujeres	102
201706	Junio 2017	04	La Ribagorza	Mujeres	210
201706	Junio 2017	05	Cinco Villas	Mujeres	531
201706	Junio 2017	06	Hoya de Huesca / Plana de Uesca	Mujeres	1939
201706	Junio 2017	07	Somontano de Barbastro	Mujeres	601
201706	Junio 2017	08	Cinca Medio	Mujeres	313
201706	Junio 2017	09	La Litera / La Llitera	Mujeres	297
201706	Junio 2017	10	Los Monegros	Mujeres	259
201706	Junio 2017	11	Bajo Cinca / Baix Cinca	Mujeres	472
201706	Junio 2017	12	Tarazona y el Moncayo	Mujeres	173
201706	Junio 2017	13	Campo de Borja	Mujeres	229
201706	Junio 2017	14	Aranda	Mujeres	87
201706	Junio 2017	15	Ribera Alta del Ebro	Mujeres	543
201706	Junio 2017	16	Valdejalón	Mujeres	402
201706	Junio 2017	17	D.C. Zaragoza	Mujeres	15734
201706	Junio 2017	18	Ribera Baja del Ebro	Mujeres	149
201706	Junio 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	227
201706	Junio 2017	20	Comunidad de Calatayud	Mujeres	564
201706	Junio 2017	21	Campo de Cariñena	Mujeres	153
201706	Junio 2017	22	Campo de Belchite	Mujeres	44
201706	Junio 2017	23	Bajo Martín	Mujeres	93
201706	Junio 2017	24	Campo de Daroca	Mujeres	80
201706	Junio 2017	25	Jiloca	Mujeres	213
201706	Junio 2017	26	Cuencas Mineras	Mujeres	75
201706	Junio 2017	27	Andorra-Sierra de Arcos	Mujeres	107
201706	Junio 2017	28	Bajo Aragón	Mujeres	507
201706	Junio 2017	29	Comunidad de Teruel	Mujeres	1307
201706	Junio 2017	30	Maestrazgo	Mujeres	52
201706	Junio 2017	31	Sierra de Albarracín	Mujeres	73
201706	Junio 2017	32	Gúdar-Javalambre	Mujeres	113
201706	Junio 2017	33	Matarraña / Matarranya	Mujeres	169
201706	Junio 2017	01	La Jacetania	Hombres	263
201706	Junio 2017	02	Alto Gállego	Hombres	200
201706	Junio 2017	03	Sobrarbe	Hombres	121
201706	Junio 2017	04	La Ribagorza	Hombres	216
201706	Junio 2017	05	Cinco Villas	Hombres	544
201706	Junio 2017	06	Hoya de Huesca / Plana de Uesca	Hombres	1244
201706	Junio 2017	07	Somontano de Barbastro	Hombres	448
201706	Junio 2017	08	Cinca Medio	Hombres	372
201706	Junio 2017	09	La Litera / La Llitera	Hombres	346
201706	Junio 2017	10	Los Monegros	Hombres	367
201706	Junio 2017	11	Bajo Cinca / Baix Cinca	Hombres	462
201706	Junio 2017	12	Tarazona y el Moncayo	Hombres	144
201706	Junio 2017	13	Campo de Borja	Hombres	163
201706	Junio 2017	14	Aranda	Hombres	105
201706	Junio 2017	15	Ribera Alta del Ebro	Hombres	1987
201706	Junio 2017	16	Valdejalón	Hombres	448
201706	Junio 2017	17	D.C. Zaragoza	Hombres	9816
201706	Junio 2017	18	Ribera Baja del Ebro	Hombres	139
201706	Junio 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	284
201706	Junio 2017	20	Comunidad de Calatayud	Hombres	504
201706	Junio 2017	21	Campo de Cariñena	Hombres	174
201706	Junio 2017	22	Campo de Belchite	Hombres	55
201706	Junio 2017	23	Bajo Martín	Hombres	116
201706	Junio 2017	24	Campo de Daroca	Hombres	83
201706	Junio 2017	25	Jiloca	Hombres	159
201706	Junio 2017	26	Cuencas Mineras	Hombres	61
201706	Junio 2017	27	Andorra-Sierra de Arcos	Hombres	70
201706	Junio 2017	28	Bajo Aragón	Hombres	364
201706	Junio 2017	29	Comunidad de Teruel	Hombres	838
201706	Junio 2017	30	Maestrazgo	Hombres	47
201706	Junio 2017	31	Sierra de Albarracín	Hombres	52
201706	Junio 2017	32	Gúdar-Javalambre	Hombres	110
201706	Junio 2017	33	Matarraña / Matarranya	Hombres	177
201706	Junio 2017	01	La Jacetania	Mujeres	187
201706	Junio 2017	02	Alto Gállego	Mujeres	114
201706	Junio 2017	03	Sobrarbe	Mujeres	86
201706	Junio 2017	04	La Ribagorza	Mujeres	148
201706	Junio 2017	05	Cinco Villas	Mujeres	270
201706	Junio 2017	06	Hoya de Huesca / Plana de Uesca	Mujeres	1163
201706	Junio 2017	07	Somontano de Barbastro	Mujeres	317
201706	Junio 2017	08	Cinca Medio	Mujeres	173
201706	Junio 2017	09	La Litera / La Llitera	Mujeres	200
201706	Junio 2017	10	Los Monegros	Mujeres	199
201706	Junio 2017	11	Bajo Cinca / Baix Cinca	Mujeres	277
201706	Junio 2017	12	Tarazona y el Moncayo	Mujeres	88
201706	Junio 2017	13	Campo de Borja	Mujeres	116
201706	Junio 2017	14	Aranda	Mujeres	47
201706	Junio 2017	15	Ribera Alta del Ebro	Mujeres	228
201706	Junio 2017	16	Valdejalón	Mujeres	221
201706	Junio 2017	17	D.C. Zaragoza	Mujeres	9647
201706	Junio 2017	18	Ribera Baja del Ebro	Mujeres	87
201706	Junio 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	155
201706	Junio 2017	20	Comunidad de Calatayud	Mujeres	295
201706	Junio 2017	21	Campo de Cariñena	Mujeres	96
201706	Junio 2017	22	Campo de Belchite	Mujeres	31
201706	Junio 2017	23	Bajo Martín	Mujeres	53
201706	Junio 2017	24	Campo de Daroca	Mujeres	48
201706	Junio 2017	25	Jiloca	Mujeres	134
201706	Junio 2017	26	Cuencas Mineras	Mujeres	32
201706	Junio 2017	27	Andorra-Sierra de Arcos	Mujeres	29
201706	Junio 2017	28	Bajo Aragón	Mujeres	319
201706	Junio 2017	29	Comunidad de Teruel	Mujeres	747
201706	Junio 2017	30	Maestrazgo	Mujeres	34
201706	Junio 2017	31	Sierra de Albarracín	Mujeres	46
201706	Junio 2017	32	Gúdar-Javalambre	Mujeres	70
201706	Junio 2017	33	Matarraña / Matarranya	Mujeres	157
201706	Junio 2017	01	La Jacetania	Hombres	28
201706	Junio 2017	02	Alto Gállego	Hombres	21
201706	Junio 2017	03	Sobrarbe	Hombres	21
201706	Junio 2017	04	La Ribagorza	Hombres	42
201706	Junio 2017	05	Cinco Villas	Hombres	77
201706	Junio 2017	06	Hoya de Huesca / Plana de Uesca	Hombres	140
201706	Junio 2017	07	Somontano de Barbastro	Hombres	64
201706	Junio 2017	08	Cinca Medio	Hombres	63
201706	Junio 2017	09	La Litera / La Llitera	Hombres	80
201706	Junio 2017	10	Los Monegros	Hombres	66
201706	Junio 2017	11	Bajo Cinca / Baix Cinca	Hombres	85
201706	Junio 2017	12	Tarazona y el Moncayo	Hombres	14
201706	Junio 2017	13	Campo de Borja	Hombres	15
201706	Junio 2017	14	Aranda	Hombres	5
201706	Junio 2017	15	Ribera Alta del Ebro	Hombres	46
201706	Junio 2017	16	Valdejalón	Hombres	55
201706	Junio 2017	17	D.C. Zaragoza	Hombres	1005
201706	Junio 2017	18	Ribera Baja del Ebro	Hombres	19
201706	Junio 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	29
201706	Junio 2017	20	Comunidad de Calatayud	Hombres	62
201706	Junio 2017	21	Campo de Cariñena	Hombres	20
201706	Junio 2017	22	Campo de Belchite	Hombres	10
