Mes (código)	Mes y año	Edad	Sexo	Afiliaciones en alta	'Aragón'
201409	Septiembre 2014	60-64	Mujeres	13122	Aragón
201409	Septiembre 2014	65-69	Hombres	1692	Aragón
201409	Septiembre 2014	65-69	Mujeres	1418	Aragón
201409	Septiembre 2014	Más de 69	Hombres	483	Aragón
201409	Septiembre 2014	Más de 69	Mujeres	360	Aragón
201409	Septiembre 2014	Sin clasificar	Hombres	1	Aragón
201409	Septiembre 2014	Sin clasificar	Mujeres	2	Aragón
201412	Diciembre 2014	16-19	Hombres	1131	Aragón
201412	Diciembre 2014	16-19	Mujeres	809	Aragón
201412	Diciembre 2014	20-24	Hombres	10350	Aragón
201412	Diciembre 2014	20-24	Mujeres	9463	Aragón
201412	Diciembre 2014	25-29	Hombres	21815	Aragón
201412	Diciembre 2014	25-29	Mujeres	22337	Aragón
201412	Diciembre 2014	30-34	Hombres	31623	Aragón
201412	Diciembre 2014	30-34	Mujeres	29158	Aragón
201412	Diciembre 2014	35-39	Hombres	41307	Aragón
201412	Diciembre 2014	35-39	Mujeres	35661	Aragón
201412	Diciembre 2014	40-44	Hombres	41487	Aragón
201412	Diciembre 2014	40-44	Mujeres	35681	Aragón
201412	Diciembre 2014	45-49	Hombres	38863	Aragón
201412	Diciembre 2014	45-49	Mujeres	33741	Aragón
201412	Diciembre 2014	50-54	Hombres	36588	Aragón
201412	Diciembre 2014	50-54	Mujeres	30438	Aragón
201412	Diciembre 2014	55-59	Hombres	29148	Aragón
201412	Diciembre 2014	55-59	Mujeres	23186	Aragón
201412	Diciembre 2014	60-64	Hombres	17927	Aragón
201412	Diciembre 2014	60-64	Mujeres	13264	Aragón
201412	Diciembre 2014	65-69	Hombres	1751	Aragón
201412	Diciembre 2014	65-69	Mujeres	1446	Aragón
201412	Diciembre 2014	Más de 69	Hombres	500	Aragón
201412	Diciembre 2014	Más de 69	Mujeres	372	Aragón
201412	Diciembre 2014	Sin clasificar	Hombres	1	Aragón
201412	Diciembre 2014	Sin clasificar	Mujeres	2	Aragón
201503	Marzo 2015	16-19	Hombres	1146	Aragón
201503	Marzo 2015	16-19	Mujeres	749	Aragón
201503	Marzo 2015	20-24	Hombres	10510	Aragón
201503	Marzo 2015	20-24	Mujeres	8819	Aragón
201503	Marzo 2015	25-29	Hombres	22256	Aragón
201503	Marzo 2015	25-29	Mujeres	21795	Aragón
201503	Marzo 2015	30-34	Hombres	31905	Aragón
201503	Marzo 2015	30-34	Mujeres	28693	Aragón
201503	Marzo 2015	35-39	Hombres	41888	Aragón
201503	Marzo 2015	35-39	Mujeres	35438	Aragón
201503	Marzo 2015	40-44	Hombres	42244	Aragón
201503	Marzo 2015	40-44	Mujeres	35883	Aragón
201503	Marzo 2015	45-49	Hombres	39606	Aragón
201503	Marzo 2015	45-49	Mujeres	33881	Aragón
201503	Marzo 2015	50-54	Hombres	36966	Aragón
201503	Marzo 2015	50-54	Mujeres	30313	Aragón
201503	Marzo 2015	55-59	Hombres	29571	Aragón
201503	Marzo 2015	55-59	Mujeres	23455	Aragón
201503	Marzo 2015	60-64	Hombres	18127	Aragón
201503	Marzo 2015	60-64	Mujeres	13466	Aragón
201503	Marzo 2015	65-69	Hombres	1740	Aragón
201503	Marzo 2015	65-69	Mujeres	1511	Aragón
201503	Marzo 2015	Más de 69	Hombres	507	Aragón
201503	Marzo 2015	Más de 69	Mujeres	378	Aragón
201503	Marzo 2015	Sin clasificar	Hombres	1	Aragón
201503	Marzo 2015	Sin clasificar	Mujeres	3	Aragón
201506	Junio 2015	16-19	Hombres	1991	Aragón
201506	Junio 2015	16-19	Mujeres	1149	Aragón
201506	Junio 2015	20-24	Hombres	12401	Aragón
201506	Junio 2015	20-24	Mujeres	9916	Aragón
201506	Junio 2015	25-29	Hombres	23683	Aragón
201506	Junio 2015	25-29	Mujeres	22133	Aragón
201506	Junio 2015	30-34	Hombres	33295	Aragón
201506	Junio 2015	30-34	Mujeres	28976	Aragón
201506	Junio 2015	35-39	Hombres	44064	Aragón
201506	Junio 2015	35-39	Mujeres	36028	Aragón
201506	Junio 2015	40-44	Hombres	44707	Aragón
201506	Junio 2015	40-44	Mujeres	36744	Aragón
201506	Junio 2015	45-49	Hombres	41536	Aragón
201506	Junio 2015	45-49	Mujeres	34308	Aragón
201506	Junio 2015	50-54	Hombres	38219	Aragón
201506	Junio 2015	50-54	Mujeres	30363	Aragón
201506	Junio 2015	55-59	Hombres	30650	Aragón
201506	Junio 2015	55-59	Mujeres	23452	Aragón
201506	Junio 2015	60-64	Hombres	18423	Aragón
201506	Junio 2015	60-64	Mujeres	13501	Aragón
201506	Junio 2015	65-69	Hombres	1796	Aragón
201506	Junio 2015	65-69	Mujeres	1531	Aragón
201506	Junio 2015	Más de 69	Hombres	523	Aragón
201506	Junio 2015	Más de 69	Mujeres	387	Aragón
201506	Junio 2015	Sin clasificar	Hombres	1	Aragón
201506	Junio 2015	Sin clasificar	Mujeres	3	Aragón
201509	Septiembre 2015	16-19	Hombres	1499	Aragón
201509	Septiembre 2015	16-19	Mujeres	846	Aragón
201509	Septiembre 2015	20-24	Hombres	11258	Aragón
201509	Septiembre 2015	20-24	Mujeres	8946	Aragón
201509	Septiembre 2015	25-29	Hombres	22349	Aragón
201509	Septiembre 2015	25-29	Mujeres	21191	Aragón
201509	Septiembre 2015	30-34	Hombres	31882	Aragón
201509	Septiembre 2015	30-34	Mujeres	28034	Aragón
201509	Septiembre 2015	35-39	Hombres	42619	Aragón
201509	Septiembre 2015	35-39	Mujeres	35415	Aragón
201509	Septiembre 2015	40-44	Hombres	43802	Aragón
201509	Septiembre 2015	40-44	Mujeres	36775	Aragón
201509	Septiembre 2015	45-49	Hombres	41148	Aragón
201509	Septiembre 2015	45-49	Mujeres	34620	Aragón
201509	Septiembre 2015	50-54	Hombres	38136	Aragón
201509	Septiembre 2015	50-54	Mujeres	31065	Aragón
201509	Septiembre 2015	55-59	Hombres	30781	Aragón
201509	Septiembre 2015	55-59	Mujeres	24378	Aragón
201509	Septiembre 2015	60-64	Hombres	18546	Aragón
201509	Septiembre 2015	60-64	Mujeres	14004	Aragón
201509	Septiembre 2015	65-69	Hombres	1801	Aragón
201509	Septiembre 2015	65-69	Mujeres	1533	Aragón
201509	Septiembre 2015	Más de 69	Hombres	528	Aragón
201509	Septiembre 2015	Más de 69	Mujeres	406	Aragón
201509	Septiembre 2015	Sin clasificar	Hombres	1	Aragón
201509	Septiembre 2015	Sin clasificar	Mujeres	3	Aragón
201512	Diciembre 2015	16-19	Hombres	1461	Aragón
201512	Diciembre 2015	16-19	Mujeres	892	Aragón
201512	Diciembre 2015	20-24	Hombres	11214	Aragón
201512	Diciembre 2015	20-24	Mujeres	9803	Aragón
201512	Diciembre 2015	25-29	Hombres	21916	Aragón
201512	Diciembre 2015	25-29	Mujeres	21898	Aragón
201512	Diciembre 2015	30-34	Hombres	31008	Aragón
201512	Diciembre 2015	30-34	Mujeres	28339	Aragón
201512	Diciembre 2015	35-39	Hombres	41522	Aragón
201512	Diciembre 2015	35-39	Mujeres	35479	Aragón
201512	Diciembre 2015	40-44	Hombres	43242	Aragón
201512	Diciembre 2015	40-44	Mujeres	37017	Aragón
201512	Diciembre 2015	45-49	Hombres	40627	Aragón
201512	Diciembre 2015	45-49	Mujeres	34887	Aragón
201512	Diciembre 2015	50-54	Hombres	37892	Aragón
201512	Diciembre 2015	50-54	Mujeres	31568	Aragón
201512	Diciembre 2015	55-59	Hombres	30807	Aragón
201512	Diciembre 2015	55-59	Mujeres	24758	Aragón
201512	Diciembre 2015	60-64	Hombres	18516	Aragón
201512	Diciembre 2015	60-64	Mujeres	14276	Aragón
201512	Diciembre 2015	65-69	Hombres	1866	Aragón
201512	Diciembre 2015	65-69	Mujeres	1615	Aragón
201512	Diciembre 2015	Más de 69	Hombres	568	Aragón
201512	Diciembre 2015	Más de 69	Mujeres	402	Aragón
201512	Diciembre 2015	Sin clasificar	Mujeres	3	Aragón
201603	Marzo 2016	16-19	Hombres	1379	Aragón
201603	Marzo 2016	16-19	Mujeres	790	Aragón
201603	Marzo 2016	20-24	Hombres	11460	Aragón
201603	Marzo 2016	20-24	Mujeres	9218	Aragón
201603	Marzo 2016	25-29	Hombres	22308	Aragón
201603	Marzo 2016	25-29	Mujeres	21560	Aragón
201603	Marzo 2016	30-34	Hombres	30997	Aragón
201603	Marzo 2016	30-34	Mujeres	27922	Aragón
201603	Marzo 2016	35-39	Hombres	41822	Aragón
201603	Marzo 2016	35-39	Mujeres	35535	Aragón
201603	Marzo 2016	40-44	Hombres	43819	Aragón
201603	Marzo 2016	40-44	Mujeres	37164	Aragón
201603	Marzo 2016	45-49	Hombres	40982	Aragón
201603	Marzo 2016	45-49	Mujeres	34975	Aragón
201603	Marzo 2016	50-54	Hombres	38140	Aragón
201603	Marzo 2016	50-54	Mujeres	31739	Aragón
201603	Marzo 2016	55-59	Hombres	31068	Aragón
201603	Marzo 2016	55-59	Mujeres	25139	Aragón
201603	Marzo 2016	60-64	Hombres	18739	Aragón
201603	Marzo 2016	60-64	Mujeres	14633	Aragón
201603	Marzo 2016	65-69	Hombres	1871	Aragón
201603	Marzo 2016	65-69	Mujeres	1629	Aragón
201603	Marzo 2016	Más de 69	Hombres	594	Aragón
201603	Marzo 2016	Más de 69	Mujeres	415	Aragón
201603	Marzo 2016	Sin clasificar	Mujeres	5	Aragón
201606	Junio 2016	16-19	Hombres	2501	Aragón
201606	Junio 2016	16-19	Mujeres	1324	Aragón
201606	Junio 2016	20-24	Hombres	13477	Aragón
201606	Junio 2016	20-24	Mujeres	10408	Aragón
201606	Junio 2016	25-29	Hombres	23858	Aragón
201606	Junio 2016	25-29	Mujeres	21878	Aragón
201606	Junio 2016	30-34	Hombres	32478	Aragón
201606	Junio 2016	30-34	Mujeres	28091	Aragón
201606	Junio 2016	35-39	Hombres	43910	Aragón
201606	Junio 2016	35-39	Mujeres	35953	Aragón
201606	Junio 2016	40-44	Hombres	46666	Aragón
201606	Junio 2016	40-44	Mujeres	37974	Aragón
201606	Junio 2016	45-49	Hombres	43180	Aragón
201606	Junio 2016	45-49	Mujeres	35674	Aragón
201606	Junio 2016	50-54	Hombres	39704	Aragón
201606	Junio 2016	50-54	Mujeres	31654	Aragón
201606	Junio 2016	55-59	Hombres	32189	Aragón
201606	Junio 2016	55-59	Mujeres	24797	Aragón
201606	Junio 2016	60-64	Hombres	19238	Aragón
201606	Junio 2016	60-64	Mujeres	14593	Aragón
201606	Junio 2016	65-69	Hombres	1946	Aragón
201606	Junio 2016	65-69	Mujeres	1638	Aragón
201606	Junio 2016	Más de 69	Hombres	621	Aragón
201606	Junio 2016	Más de 69	Mujeres	413	Aragón
201606	Junio 2016	Sin clasificar	Mujeres	6	Aragón
201609	Septiembre 2016	16-19	Hombres	1645	Aragón
201609	Septiembre 2016	16-19	Mujeres	919	Aragón
201609	Septiembre 2016	20-24	Hombres	12158	Aragón
201609	Septiembre 2016	20-24	Mujeres	9529	Aragón
201609	Septiembre 2016	25-29	Hombres	22600	Aragón
201609	Septiembre 2016	25-29	Mujeres	21156	Aragón
201609	Septiembre 2016	30-34	Hombres	31095	Aragón
201609	Septiembre 2016	30-34	Mujeres	27420	Aragón
201609	Septiembre 2016	35-39	Hombres	41956	Aragón
201609	Septiembre 2016	35-39	Mujeres	35385	Aragón
201609	Septiembre 2016	40-44	Hombres	45626	Aragón
201609	Septiembre 2016	40-44	Mujeres	37990	Aragón
201609	Septiembre 2016	45-49	Hombres	42270	Aragón
201609	Septiembre 2016	45-49	Mujeres	35981	Aragón
201609	Septiembre 2016	50-54	Hombres	39496	Aragón
201609	Septiembre 2016	50-54	Mujeres	32511	Aragón
201609	Septiembre 2016	55-59	Hombres	32140	Aragón
201609	Septiembre 2016	55-59	Mujeres	25733	Aragón
201609	Septiembre 2016	60-64	Hombres	19320	Aragón
201609	Septiembre 2016	60-64	Mujeres	15243	Aragón
201609	Septiembre 2016	65-69	Hombres	1968	Aragón
201609	Septiembre 2016	65-69	Mujeres	1654	Aragón
201609	Septiembre 2016	Más de 69	Hombres	637	Aragón
201609	Septiembre 2016	Más de 69	Mujeres	421	Aragón
201609	Septiembre 2016	Sin clasificar	Mujeres	6	Aragón
