Comarca código	Comarca nombre	Ocupacion (1 dígito) código	Ocupación (1 dígito) descripción	Sexo	Personas residentes viviendas familiares
16	Valdejalón	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	260
16	Valdejalón	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1275
16	Valdejalón	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	538
16	Valdejalón	9	Trabajadores no cualificados	Hombres	925
16	Valdejalón	9	Trabajadores no cualificados	Mujeres	394
17	D.C. Zaragoza	0	Fuerzas armadas	Hombres	3402
17	D.C. Zaragoza	0	Fuerzas armadas	Mujeres	369
17	D.C. Zaragoza	1	Dirección de las empresas y de las administraciones públicas	Hombres	16264
17	D.C. Zaragoza	1	Dirección de las empresas y de las administraciones públicas	Mujeres	7145
17	D.C. Zaragoza	2	Técnicos y profesionales científicos e intelectuales	Hombres	19994
17	D.C. Zaragoza	2	Técnicos y profesionales científicos e intelectuales	Mujeres	20305
17	D.C. Zaragoza	3	Técnicos y profesionales de apoyo	Hombres	20283
17	D.C. Zaragoza	3	Técnicos y profesionales de apoyo	Mujeres	15297
17	D.C. Zaragoza	4	Empleados de tipo administrativo	Hombres	11468
17	D.C. Zaragoza	4	Empleados de tipo administrativo	Mujeres	17317
17	D.C. Zaragoza	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	13896
17	D.C. Zaragoza	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	25947
17	D.C. Zaragoza	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	2197
17	D.C. Zaragoza	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	437
17	D.C. Zaragoza	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	39489
17	D.C. Zaragoza	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	4441
17	D.C. Zaragoza	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	30523
17	D.C. Zaragoza	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	5540
17	D.C. Zaragoza	9	Trabajadores no cualificados	Hombres	12538
17	D.C. Zaragoza	9	Trabajadores no cualificados	Mujeres	14106
18	Ribera Baja del Ebro	0	Fuerzas armadas	Hombres	6
18	Ribera Baja del Ebro	1	Dirección de las empresas y de las administraciones públicas	Hombres	159
18	Ribera Baja del Ebro	1	Dirección de las empresas y de las administraciones públicas	Mujeres	75
18	Ribera Baja del Ebro	2	Técnicos y profesionales científicos e intelectuales	Hombres	68
18	Ribera Baja del Ebro	2	Técnicos y profesionales científicos e intelectuales	Mujeres	89
18	Ribera Baja del Ebro	3	Técnicos y profesionales de apoyo	Hombres	108
18	Ribera Baja del Ebro	3	Técnicos y profesionales de apoyo	Mujeres	103
18	Ribera Baja del Ebro	4	Empleados de tipo administrativo	Hombres	98
18	Ribera Baja del Ebro	4	Empleados de tipo administrativo	Mujeres	142
18	Ribera Baja del Ebro	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	136
18	Ribera Baja del Ebro	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	252
18	Ribera Baja del Ebro	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	335
18	Ribera Baja del Ebro	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	67
18	Ribera Baja del Ebro	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	577
18	Ribera Baja del Ebro	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	79
18	Ribera Baja del Ebro	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	670
18	Ribera Baja del Ebro	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	229
18	Ribera Baja del Ebro	9	Trabajadores no cualificados	Hombres	268
18	Ribera Baja del Ebro	9	Trabajadores no cualificados	Mujeres	226
19	Bajo Aragón-Caspe / Baix Aragó-Casp	0	Fuerzas armadas	Hombres	4
19	Bajo Aragón-Caspe / Baix Aragó-Casp	0	Fuerzas armadas	Mujeres	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Dirección de las empresas y de las administraciones públicas	Hombres	268
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Dirección de las empresas y de las administraciones públicas	Mujeres	174
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Técnicos y profesionales científicos e intelectuales	Hombres	107
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Técnicos y profesionales científicos e intelectuales	Mujeres	135
19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Técnicos y profesionales de apoyo	Hombres	150
19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Técnicos y profesionales de apoyo	Mujeres	139
19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Empleados de tipo administrativo	Hombres	173
19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Empleados de tipo administrativo	Mujeres	155
19	Bajo Aragón-Caspe / Baix Aragó-Casp	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	169
19	Bajo Aragón-Caspe / Baix Aragó-Casp	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	302
19	Bajo Aragón-Caspe / Baix Aragó-Casp	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	750
19	Bajo Aragón-Caspe / Baix Aragó-Casp	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	85
19	Bajo Aragón-Caspe / Baix Aragó-Casp	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	721
19	Bajo Aragón-Caspe / Baix Aragó-Casp	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	129
19	Bajo Aragón-Caspe / Baix Aragó-Casp	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	507
19	Bajo Aragón-Caspe / Baix Aragó-Casp	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	425
19	Bajo Aragón-Caspe / Baix Aragó-Casp	9	Trabajadores no cualificados	Hombres	462
19	Bajo Aragón-Caspe / Baix Aragó-Casp	9	Trabajadores no cualificados	Mujeres	151
20	Comunidad de Calatayud	0	Fuerzas armadas	Hombres	218
20	Comunidad de Calatayud	0	Fuerzas armadas	Mujeres	23
20	Comunidad de Calatayud	1	Dirección de las empresas y de las administraciones públicas	Hombres	687
20	Comunidad de Calatayud	1	Dirección de las empresas y de las administraciones públicas	Mujeres	356
20	Comunidad de Calatayud	2	Técnicos y profesionales científicos e intelectuales	Hombres	529
20	Comunidad de Calatayud	2	Técnicos y profesionales científicos e intelectuales	Mujeres	609
20	Comunidad de Calatayud	3	Técnicos y profesionales de apoyo	Hombres	601
20	Comunidad de Calatayud	3	Técnicos y profesionales de apoyo	Mujeres	462
20	Comunidad de Calatayud	4	Empleados de tipo administrativo	Hombres	542
20	Comunidad de Calatayud	4	Empleados de tipo administrativo	Mujeres	564
20	Comunidad de Calatayud	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	791
20	Comunidad de Calatayud	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	1213
20	Comunidad de Calatayud	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	1303
20	Comunidad de Calatayud	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	89
20	Comunidad de Calatayud	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	2101
20	Comunidad de Calatayud	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	427
20	Comunidad de Calatayud	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1588
20	Comunidad de Calatayud	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	624
20	Comunidad de Calatayud	9	Trabajadores no cualificados	Hombres	999
20	Comunidad de Calatayud	9	Trabajadores no cualificados	Mujeres	784
21	Campo de Cariñena	0	Fuerzas armadas	Hombres	30
21	Campo de Cariñena	0	Fuerzas armadas	Mujeres	5
21	Campo de Cariñena	1	Dirección de las empresas y de las administraciones públicas	Hombres	219
21	Campo de Cariñena	1	Dirección de las empresas y de las administraciones públicas	Mujeres	139
21	Campo de Cariñena	2	Técnicos y profesionales científicos e intelectuales	Hombres	87
21	Campo de Cariñena	2	Técnicos y profesionales científicos e intelectuales	Mujeres	104
21	Campo de Cariñena	3	Técnicos y profesionales de apoyo	Hombres	140
21	Campo de Cariñena	3	Técnicos y profesionales de apoyo	Mujeres	114
21	Campo de Cariñena	4	Empleados de tipo administrativo	Hombres	113
21	Campo de Cariñena	4	Empleados de tipo administrativo	Mujeres	135
21	Campo de Cariñena	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	132
21	Campo de Cariñena	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	222
21	Campo de Cariñena	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	621
21	Campo de Cariñena	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	37
21	Campo de Cariñena	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	543
21	Campo de Cariñena	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	65
21	Campo de Cariñena	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	534
21	Campo de Cariñena	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	165
21	Campo de Cariñena	9	Trabajadores no cualificados	Hombres	417
21	Campo de Cariñena	9	Trabajadores no cualificados	Mujeres	139
22	Campo de Belchite	0	Fuerzas armadas	Hombres	12
22	Campo de Belchite	0	Fuerzas armadas	Mujeres	3
22	Campo de Belchite	1	Dirección de las empresas y de las administraciones públicas	Hombres	65
22	Campo de Belchite	1	Dirección de las empresas y de las administraciones públicas	Mujeres	49
22	Campo de Belchite	2	Técnicos y profesionales científicos e intelectuales	Hombres	47
22	Campo de Belchite	2	Técnicos y profesionales científicos e intelectuales	Mujeres	45
22	Campo de Belchite	3	Técnicos y profesionales de apoyo	Hombres	67
22	Campo de Belchite	3	Técnicos y profesionales de apoyo	Mujeres	52
22	Campo de Belchite	4	Empleados de tipo administrativo	Hombres	64
22	Campo de Belchite	4	Empleados de tipo administrativo	Mujeres	61
22	Campo de Belchite	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	82
22	Campo de Belchite	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	99
22	Campo de Belchite	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	317
22	Campo de Belchite	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	26
22	Campo de Belchite	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	318
22	Campo de Belchite	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	28
22	Campo de Belchite	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	257
22	Campo de Belchite	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	179
22	Campo de Belchite	9	Trabajadores no cualificados	Hombres	122
22	Campo de Belchite	9	Trabajadores no cualificados	Mujeres	63
23	Bajo Martín	0	Fuerzas armadas	Hombres	5
23	Bajo Martín	1	Dirección de las empresas y de las administraciones públicas	Hombres	138
23	Bajo Martín	1	Dirección de las empresas y de las administraciones públicas	Mujeres	68
23	Bajo Martín	2	Técnicos y profesionales científicos e intelectuales	Hombres	53
23	Bajo Martín	2	Técnicos y profesionales científicos e intelectuales	Mujeres	59
23	Bajo Martín	3	Técnicos y profesionales de apoyo	Hombres	57
23	Bajo Martín	3	Técnicos y profesionales de apoyo	Mujeres	65
23	Bajo Martín	4	Empleados de tipo administrativo	Hombres	61
23	Bajo Martín	4	Empleados de tipo administrativo	Mujeres	78
23	Bajo Martín	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	72
23	Bajo Martín	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	139
23	Bajo Martín	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	273
23	Bajo Martín	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	36
23	Bajo Martín	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	430
23	Bajo Martín	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	70
23	Bajo Martín	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	351
23	Bajo Martín	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	202
23	Bajo Martín	9	Trabajadores no cualificados	Hombres	169
23	Bajo Martín	9	Trabajadores no cualificados	Mujeres	92
24	Campo de Daroca	0	Fuerzas armadas	Hombres	18
24	Campo de Daroca	0	Fuerzas armadas	Mujeres	4
24	Campo de Daroca	1	Dirección de las empresas y de las administraciones públicas	Hombres	126
24	Campo de Daroca	1	Dirección de las empresas y de las administraciones públicas	Mujeres	62
24	Campo de Daroca	2	Técnicos y profesionales científicos e intelectuales	Hombres	75
24	Campo de Daroca	2	Técnicos y profesionales científicos e intelectuales	Mujeres	92
24	Campo de Daroca	3	Técnicos y profesionales de apoyo	Hombres	96
24	Campo de Daroca	3	Técnicos y profesionales de apoyo	Mujeres	74
24	Campo de Daroca	4	Empleados de tipo administrativo	Hombres	86
24	Campo de Daroca	4	Empleados de tipo administrativo	Mujeres	85
24	Campo de Daroca	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	106
24	Campo de Daroca	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	161
24	Campo de Daroca	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	493
24	Campo de Daroca	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	50
24	Campo de Daroca	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	258
24	Campo de Daroca	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	30
24	Campo de Daroca	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	207
24	Campo de Daroca	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	48
24	Campo de Daroca	9	Trabajadores no cualificados	Hombres	141
24	Campo de Daroca	9	Trabajadores no cualificados	Mujeres	65
25	Jiloca	0	Fuerzas armadas	Hombres	11
25	Jiloca	0	Fuerzas armadas	Mujeres	3
25	Jiloca	1	Dirección de las empresas y de las administraciones públicas	Hombres	232
25	Jiloca	1	Dirección de las empresas y de las administraciones públicas	Mujeres	103
25	Jiloca	2	Técnicos y profesionales científicos e intelectuales	Hombres	181
25	Jiloca	2	Técnicos y profesionales científicos e intelectuales	Mujeres	234
25	Jiloca	3	Técnicos y profesionales de apoyo	Hombres	188
25	Jiloca	3	Técnicos y profesionales de apoyo	Mujeres	130
25	Jiloca	4	Empleados de tipo administrativo	Hombres	163
25	Jiloca	4	Empleados de tipo administrativo	Mujeres	150
25	Jiloca	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	182
25	Jiloca	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	317
25	Jiloca	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	837
25	Jiloca	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	201
25	Jiloca	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	635
25	Jiloca	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	99
25	Jiloca	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	541
25	Jiloca	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	109
25	Jiloca	9	Trabajadores no cualificados	Hombres	308
25	Jiloca	9	Trabajadores no cualificados	Mujeres	156
26	Cuencas Mineras	0	Fuerzas armadas	Hombres	8
26	Cuencas Mineras	0	Fuerzas armadas	Mujeres	2
26	Cuencas Mineras	1	Dirección de las empresas y de las administraciones públicas	Hombres	94
26	Cuencas Mineras	1	Dirección de las empresas y de las administraciones públicas	Mujeres	89
26	Cuencas Mineras	2	Técnicos y profesionales científicos e intelectuales	Hombres	72
26	Cuencas Mineras	2	Técnicos y profesionales científicos e intelectuales	Mujeres	99
26	Cuencas Mineras	3	Técnicos y profesionales de apoyo	Hombres	111
26	Cuencas Mineras	3	Técnicos y profesionales de apoyo	Mujeres	63
26	Cuencas Mineras	4	Empleados de tipo administrativo	Hombres	60
26	Cuencas Mineras	4	Empleados de tipo administrativo	Mujeres	93
26	Cuencas Mineras	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	105
26	Cuencas Mineras	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	206
26	Cuencas Mineras	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	244
26	Cuencas Mineras	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	48
26	Cuencas Mineras	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	650
26	Cuencas Mineras	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	61
26	Cuencas Mineras	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	585
26	Cuencas Mineras	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	121
26	Cuencas Mineras	9	Trabajadores no cualificados	Hombres	216
26	Cuencas Mineras	9	Trabajadores no cualificados	Mujeres	109
27	Andorra-Sierra de Arcos	0	Fuerzas armadas	Hombres	6
27	Andorra-Sierra de Arcos	0	Fuerzas armadas	Mujeres	6
27	Andorra-Sierra de Arcos	1	Dirección de las empresas y de las administraciones públicas	Hombres	146
27	Andorra-Sierra de Arcos	1	Dirección de las empresas y de las administraciones públicas	Mujeres	87
27	Andorra-Sierra de Arcos	2	Técnicos y profesionales científicos e intelectuales	Hombres	124
27	Andorra-Sierra de Arcos	2	Técnicos y profesionales científicos e intelectuales	Mujeres	155
27	Andorra-Sierra de Arcos	3	Técnicos y profesionales de apoyo	Hombres	137
27	Andorra-Sierra de Arcos	3	Técnicos y profesionales de apoyo	Mujeres	116
27	Andorra-Sierra de Arcos	4	Empleados de tipo administrativo	Hombres	102
27	Andorra-Sierra de Arcos	4	Empleados de tipo administrativo	Mujeres	100
27	Andorra-Sierra de Arcos	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	164
27	Andorra-Sierra de Arcos	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	301
27	Andorra-Sierra de Arcos	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	168
27	Andorra-Sierra de Arcos	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	15
27	Andorra-Sierra de Arcos	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	720
27	Andorra-Sierra de Arcos	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	39
27	Andorra-Sierra de Arcos	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	504
27	Andorra-Sierra de Arcos	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	52
27	Andorra-Sierra de Arcos	9	Trabajadores no cualificados	Hombres	214
27	Andorra-Sierra de Arcos	9	Trabajadores no cualificados	Mujeres	141
28	Bajo Aragón	0	Fuerzas armadas	Hombres	18
28	Bajo Aragón	0	Fuerzas armadas	Mujeres	13
28	Bajo Aragón	1	Dirección de las empresas y de las administraciones públicas	Hombres	489
28	Bajo Aragón	1	Dirección de las empresas y de las administraciones públicas	Mujeres	237
28	Bajo Aragón	2	Técnicos y profesionales científicos e intelectuales	Hombres	469
28	Bajo Aragón	2	Técnicos y profesionales científicos e intelectuales	Mujeres	541
28	Bajo Aragón	3	Técnicos y profesionales de apoyo	Hombres	426
28	Bajo Aragón	3	Técnicos y profesionales de apoyo	Mujeres	328
28	Bajo Aragón	4	Empleados de tipo administrativo	Hombres	239
28	Bajo Aragón	4	Empleados de tipo administrativo	Mujeres	451
28	Bajo Aragón	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	416
28	Bajo Aragón	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	953
28	Bajo Aragón	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	887
28	Bajo Aragón	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	215
28	Bajo Aragón	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	1956
28	Bajo Aragón	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	254
28	Bajo Aragón	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1181
28	Bajo Aragón	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	270
28	Bajo Aragón	9	Trabajadores no cualificados	Hombres	603
28	Bajo Aragón	9	Trabajadores no cualificados	Mujeres	378
29	Comunidad de Teruel	0	Fuerzas armadas	Hombres	40
29	Comunidad de Teruel	0	Fuerzas armadas	Mujeres	11
29	Comunidad de Teruel	1	Dirección de las empresas y de las administraciones públicas	Hombres	936
29	Comunidad de Teruel	1	Dirección de las empresas y de las administraciones públicas	Mujeres	373
29	Comunidad de Teruel	2	Técnicos y profesionales científicos e intelectuales	Hombres	1077
29	Comunidad de Teruel	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1329
29	Comunidad de Teruel	3	Técnicos y profesionales de apoyo	Hombres	1062
29	Comunidad de Teruel	3	Técnicos y profesionales de apoyo	Mujeres	660
29	Comunidad de Teruel	4	Empleados de tipo administrativo	Hombres	729
29	Comunidad de Teruel	4	Empleados de tipo administrativo	Mujeres	1032
29	Comunidad de Teruel	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	809
29	Comunidad de Teruel	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	1810
29	Comunidad de Teruel	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	969
29	Comunidad de Teruel	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	226
29	Comunidad de Teruel	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	2490
29	Comunidad de Teruel	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	288
29	Comunidad de Teruel	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1666
29	Comunidad de Teruel	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	287
29	Comunidad de Teruel	9	Trabajadores no cualificados	Hombres	766
29	Comunidad de Teruel	9	Trabajadores no cualificados	Mujeres	937
30	Maestrazgo	0	Fuerzas armadas	Hombres	1
30	Maestrazgo	1	Dirección de las empresas y de las administraciones públicas	Hombres	52
30	Maestrazgo	1	Dirección de las empresas y de las administraciones públicas	Mujeres	49
30	Maestrazgo	2	Técnicos y profesionales científicos e intelectuales	Hombres	43
30	Maestrazgo	2	Técnicos y profesionales científicos e intelectuales	Mujeres	30
30	Maestrazgo	3	Técnicos y profesionales de apoyo	Hombres	37
30	Maestrazgo	3	Técnicos y profesionales de apoyo	Mujeres	14
30	Maestrazgo	4	Empleados de tipo administrativo	Hombres	30
30	Maestrazgo	4	Empleados de tipo administrativo	Mujeres	36
30	Maestrazgo	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50
30	Maestrazgo	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	73
30	Maestrazgo	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	330
30	Maestrazgo	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	76
30	Maestrazgo	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	191
30	Maestrazgo	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	21
30	Maestrazgo	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	142
30	Maestrazgo	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	65
30	Maestrazgo	9	Trabajadores no cualificados	Hombres	85
30	Maestrazgo	9	Trabajadores no cualificados	Mujeres	43
31	Sierra de Albarracín	0	Fuerzas armadas	Hombres	6
31	Sierra de Albarracín	1	Dirección de las empresas y de las administraciones públicas	Hombres	82
31	Sierra de Albarracín	1	Dirección de las empresas y de las administraciones públicas	Mujeres	64
31	Sierra de Albarracín	2	Técnicos y profesionales científicos e intelectuales	Hombres	71
31	Sierra de Albarracín	2	Técnicos y profesionales científicos e intelectuales	Mujeres	62
31	Sierra de Albarracín	3	Técnicos y profesionales de apoyo	Hombres	55
31	Sierra de Albarracín	3	Técnicos y profesionales de apoyo	Mujeres	34
31	Sierra de Albarracín	4	Empleados de tipo administrativo	Hombres	49
31	Sierra de Albarracín	4	Empleados de tipo administrativo	Mujeres	51
31	Sierra de Albarracín	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	70
31	Sierra de Albarracín	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	161
31	Sierra de Albarracín	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	268
31	Sierra de Albarracín	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	49
31	Sierra de Albarracín	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	306
31	Sierra de Albarracín	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	25
31	Sierra de Albarracín	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	179
31	Sierra de Albarracín	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	16
31	Sierra de Albarracín	9	Trabajadores no cualificados	Hombres	112
31	Sierra de Albarracín	9	Trabajadores no cualificados	Mujeres	107
32	Gúdar-Javalambre	0	Fuerzas armadas	Hombres	4
32	Gúdar-Javalambre	1	Dirección de las empresas y de las administraciones públicas	Hombres	156
32	Gúdar-Javalambre	1	Dirección de las empresas y de las administraciones públicas	Mujeres	92
32	Gúdar-Javalambre	2	Técnicos y profesionales científicos e intelectuales	Hombres	98
32	Gúdar-Javalambre	2	Técnicos y profesionales científicos e intelectuales	Mujeres	90
32	Gúdar-Javalambre	3	Técnicos y profesionales de apoyo	Hombres	103
