Año	Siglas	Votos	Candidatura	Comarca código	Comarca nombre
2019	FIA	37	FEDERACION DE LOS INDEPENDIENTES DE ARAGON	04	La Ribagorza
2019	FIA	59	FEDERACION DE LOS INDEPENDIENTES DE ARAGON	05	Cinco Villas
2019	FIA	195	FEDERACION DE LOS INDEPENDIENTES DE ARAGON	06	Hoya de Huesca / Plana de Uesca
2019	FIA	79	FEDERACION DE LOS INDEPENDIENTES DE ARAGON	07	Somontano de Barbastro
2019	FIA	82	FEDERACION DE LOS INDEPENDIENTES DE ARAGON	08	Cinca Medio
2019	FIA	42	FEDERACION DE LOS INDEPENDIENTES DE ARAGON	09	La Litera / La Llitera
2019	FIA	47	FEDERACION DE LOS INDEPENDIENTES DE ARAGON	10	Los Monegros
2019	FIA	75	FEDERACION DE LOS INDEPENDIENTES DE ARAGON	11	Bajo Cinca / Baix Cinca
2019	FIA	44	FEDERACION DE LOS INDEPENDIENTES DE ARAGON	12	Tarazona y el Moncayo
2019	FIA	53	FEDERACION DE LOS INDEPENDIENTES DE ARAGON	13	Campo de Borja
2019	FIA	31	FEDERACION DE LOS INDEPENDIENTES DE ARAGON	14	Aranda
2019	FIA	92	FEDERACION DE LOS INDEPENDIENTES DE ARAGON	15	Ribera Alta del Ebro
2019	FIA	41	FEDERACION DE LOS INDEPENDIENTES DE ARAGON	16	Valdejalón
2019	FIA	2940	FEDERACION DE LOS INDEPENDIENTES DE ARAGON	17	Central
2019	FIA	16	FEDERACION DE LOS INDEPENDIENTES DE ARAGON	18	Ribera Baja del Ebro
2019	FIA	35	FEDERACION DE LOS INDEPENDIENTES DE ARAGON	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2019	FIA	79	FEDERACION DE LOS INDEPENDIENTES DE ARAGON	20	Comunidad de Calatayud
2019	FIA	25	FEDERACION DE LOS INDEPENDIENTES DE ARAGON	21	Campo de Cariñena
2019	FIA	10	FEDERACION DE LOS INDEPENDIENTES DE ARAGON	22	Campo de Belchite
2019	FIA	0	FEDERACION DE LOS INDEPENDIENTES DE ARAGON	23	Bajo Martín
2019	FIA	10	FEDERACION DE LOS INDEPENDIENTES DE ARAGON	24	Campo de Daroca
2019	FIA	0	FEDERACION DE LOS INDEPENDIENTES DE ARAGON	25	Jiloca
2019	FIA	0	FEDERACION DE LOS INDEPENDIENTES DE ARAGON	26	Cuencas Mineras
2019	FIA	0	FEDERACION DE LOS INDEPENDIENTES DE ARAGON	27	Andorra-Sierra de Arcos
2019	FIA	0	FEDERACION DE LOS INDEPENDIENTES DE ARAGON	28	Bajo Aragón
2019	FIA	0	FEDERACION DE LOS INDEPENDIENTES DE ARAGON	29	Comunidad de Teruel
2019	FIA	0	FEDERACION DE LOS INDEPENDIENTES DE ARAGON	30	Maestrazgo
2019	FIA	0	FEDERACION DE LOS INDEPENDIENTES DE ARAGON	31	Sierra de Albarracín
2019	FIA	0	FEDERACION DE LOS INDEPENDIENTES DE ARAGON	32	Gúdar-Javalambre
2019	FIA	0	FEDERACION DE LOS INDEPENDIENTES DE ARAGON	33	Matarraña / Matarranya
2019	PUM+J	47	POR UN MUNDO MÁS JUSTO	01	La Jacetania
2019	PUM+J	30	POR UN MUNDO MÁS JUSTO	02	Alto Gállego
2019	PUM+J	16	POR UN MUNDO MÁS JUSTO	03	Sobrarbe
2019	PUM+J	41	POR UN MUNDO MÁS JUSTO	04	La Ribagorza
2019	PUM+J	51	POR UN MUNDO MÁS JUSTO	05	Cinco Villas
2019	PUM+J	241	POR UN MUNDO MÁS JUSTO	06	Hoya de Huesca / Plana de Uesca
2019	PUM+J	81	POR UN MUNDO MÁS JUSTO	07	Somontano de Barbastro
2019	PUM+J	64	POR UN MUNDO MÁS JUSTO	08	Cinca Medio
2019	PUM+J	48	POR UN MUNDO MÁS JUSTO	09	La Litera / La Llitera
2019	PUM+J	47	POR UN MUNDO MÁS JUSTO	10	Los Monegros
2019	PUM+J	44	POR UN MUNDO MÁS JUSTO	11	Bajo Cinca / Baix Cinca
2019	PUM+J	31	POR UN MUNDO MÁS JUSTO	12	Tarazona y el Moncayo
2019	PUM+J	21	POR UN MUNDO MÁS JUSTO	13	Campo de Borja
2019	PUM+J	5	POR UN MUNDO MÁS JUSTO	14	Aranda
2019	PUM+J	33	POR UN MUNDO MÁS JUSTO	15	Ribera Alta del Ebro
2019	PUM+J	19	POR UN MUNDO MÁS JUSTO	16	Valdejalón
2019	PUM+J	1605	POR UN MUNDO MÁS JUSTO	17	Central
2019	PUM+J	11	POR UN MUNDO MÁS JUSTO	18	Ribera Baja del Ebro
2019	PUM+J	14	POR UN MUNDO MÁS JUSTO	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2019	PUM+J	49	POR UN MUNDO MÁS JUSTO	20	Comunidad de Calatayud
2019	PUM+J	11	POR UN MUNDO MÁS JUSTO	21	Campo de Cariñena
2019	PUM+J	6	POR UN MUNDO MÁS JUSTO	22	Campo de Belchite
2019	PUM+J	10	POR UN MUNDO MÁS JUSTO	23	Bajo Martín
2019	PUM+J	10	POR UN MUNDO MÁS JUSTO	24	Campo de Daroca
2019	PUM+J	14	POR UN MUNDO MÁS JUSTO	25	Jiloca
2019	PUM+J	7	POR UN MUNDO MÁS JUSTO	26	Cuencas Mineras
2019	PUM+J	16	POR UN MUNDO MÁS JUSTO	27	Andorra-Sierra de Arcos
2019	PUM+J	72	POR UN MUNDO MÁS JUSTO	28	Bajo Aragón
2019	PUM+J	94	POR UN MUNDO MÁS JUSTO	29	Comunidad de Teruel
2019	PUM+J	4	POR UN MUNDO MÁS JUSTO	30	Maestrazgo
2019	PUM+J	10	POR UN MUNDO MÁS JUSTO	31	Sierra de Albarracín
2019	PUM+J	16	POR UN MUNDO MÁS JUSTO	32	Gúdar-Javalambre
2019	PUM+J	14	POR UN MUNDO MÁS JUSTO	33	Matarraña / Matarranya
2019	PCPE	67	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	01	La Jacetania
2019	PCPE	43	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	02	Alto Gállego
2019	PCPE	27	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	03	Sobrarbe
2019	PCPE	45	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	04	La Ribagorza
2019	PCPE	42	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	05	Cinco Villas
2019	PCPE	239	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	06	Hoya de Huesca / Plana de Uesca
2019	PCPE	87	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	07	Somontano de Barbastro
2019	PCPE	80	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	08	Cinca Medio
2019	PCPE	57	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	09	La Litera / La Llitera
2019	PCPE	45	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	10	Los Monegros
2019	PCPE	35	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	11	Bajo Cinca / Baix Cinca
2019	PCPE	25	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	12	Tarazona y el Moncayo
2019	PCPE	13	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	13	Campo de Borja
2019	PCPE	9	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	14	Aranda
2019	PCPE	34	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	15	Ribera Alta del Ebro
2019	PCPE	35	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	16	Valdejalón
2019	PCPE	1286	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	17	Central
2019	PCPE	13	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	18	Ribera Baja del Ebro
2019	PCPE	19	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2019	PCPE	42	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	20	Comunidad de Calatayud
2019	PCPE	8	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	21	Campo de Cariñena
2019	PCPE	9	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	22	Campo de Belchite
2019	PCPE	6	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	23	Bajo Martín
2019	PCPE	10	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	24	Campo de Daroca
2019	PCPE	19	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	25	Jiloca
2019	PCPE	13	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	26	Cuencas Mineras
2019	PCPE	44	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	27	Andorra-Sierra de Arcos
2019	PCPE	68	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	28	Bajo Aragón
2019	PCPE	108	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	29	Comunidad de Teruel
2019	PCPE	8	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	30	Maestrazgo
2019	PCPE	8	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	31	Sierra de Albarracín
2019	PCPE	27	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	32	Gúdar-Javalambre
2019	PCPE	18	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA	33	Matarraña / Matarranya
2019	PYLN	77	PUYALON	01	La Jacetania
2019	PYLN	49	PUYALON	02	Alto Gállego
2019	PYLN	21	PUYALON	03	Sobrarbe
2019	PYLN	87	PUYALON	04	La Ribagorza
2019	PYLN	43	PUYALON	05	Cinco Villas
2019	PYLN	199	PUYALON	06	Hoya de Huesca / Plana de Uesca
2019	PYLN	45	PUYALON	07	Somontano de Barbastro
2019	PYLN	25	PUYALON	08	Cinca Medio
2019	PYLN	32	PUYALON	09	La Litera / La Llitera
2019	PYLN	45	PUYALON	10	Los Monegros
2019	PYLN	22	PUYALON	11	Bajo Cinca / Baix Cinca
2019	PYLN	50	PUYALON	12	Tarazona y el Moncayo
2019	PYLN	11	PUYALON	13	Campo de Borja
2019	PYLN	9	PUYALON	14	Aranda
2019	PYLN	17	PUYALON	15	Ribera Alta del Ebro
2019	PYLN	23	PUYALON	16	Valdejalón
2019	PYLN	1123	PUYALON	17	Central
2019	PYLN	11	PUYALON	18	Ribera Baja del Ebro
2019	PYLN	19	PUYALON	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2019	PYLN	55	PUYALON	20	Comunidad de Calatayud
2019	PYLN	14	PUYALON	21	Campo de Cariñena
2019	PYLN	4	PUYALON	22	Campo de Belchite
2019	PYLN	10	PUYALON	23	Bajo Martín
2019	PYLN	8	PUYALON	24	Campo de Daroca
2019	PYLN	25	PUYALON	25	Jiloca
2019	PYLN	7	PUYALON	26	Cuencas Mineras
2019	PYLN	96	PUYALON	27	Andorra-Sierra de Arcos
2019	PYLN	46	PUYALON	28	Bajo Aragón
2019	PYLN	60	PUYALON	29	Comunidad de Teruel
2019	PYLN	6	PUYALON	30	Maestrazgo
2019	PYLN	11	PUYALON	31	Sierra de Albarracín
2019	PYLN	7	PUYALON	32	Gúdar-Javalambre
2019	PYLN	14	PUYALON	33	Matarraña / Matarranya
2019	PCTE	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	01	La Jacetania
2019	PCTE	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	02	Alto Gállego
2019	PCTE	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	03	Sobrarbe
2019	PCTE	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	04	La Ribagorza
2019	PCTE	32	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	05	Cinco Villas
2019	PCTE	4	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	06	Hoya de Huesca / Plana de Uesca
2019	PCTE	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	07	Somontano de Barbastro
2019	PCTE	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	08	Cinca Medio
2019	PCTE	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	09	La Litera / La Llitera
2019	PCTE	3	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	10	Los Monegros
2019	PCTE	7	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	11	Bajo Cinca / Baix Cinca
2019	PCTE	26	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	12	Tarazona y el Moncayo
2019	PCTE	25	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	13	Campo de Borja
2019	PCTE	11	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	14	Aranda
2019	PCTE	40	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	15	Ribera Alta del Ebro
2019	PCTE	30	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	16	Valdejalón
2019	PCTE	1483	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	17	Central
2019	PCTE	9	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	18	Ribera Baja del Ebro
2019	PCTE	19	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2019	PCTE	47	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	20	Comunidad de Calatayud
2019	PCTE	11	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	21	Campo de Cariñena
2019	PCTE	7	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	22	Campo de Belchite
2019	PCTE	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	23	Bajo Martín
2019	PCTE	5	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	24	Campo de Daroca
2019	PCTE	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	25	Jiloca
2019	PCTE	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	26	Cuencas Mineras
2019	PCTE	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	27	Andorra-Sierra de Arcos
2019	PCTE	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	28	Bajo Aragón
2019	PCTE	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	29	Comunidad de Teruel
2019	PCTE	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	30	Maestrazgo
2019	PCTE	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	31	Sierra de Albarracín
2019	PCTE	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	32	Gúdar-Javalambre
2019	PCTE	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA	33	Matarraña / Matarranya
2016	PP-PAR	8918	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	01	La Jacetania
2016	PP-PAR	6672	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	02	Alto Gállego
2016	PP-PAR	4238	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	03	Sobrarbe
2016	PP-PAR	7271	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	04	La Ribagorza
2016	PP-PAR	18157	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	05	Cinco Villas
2016	PP-PAR	36063	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	06	Hoya de Huesca / Plana de Uesca
2016	PP-PAR	15033	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	07	Somontano de Barbastro
2016	PP-PAR	12347	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	08	Cinca Medio
2016	PP-PAR	10607	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	09	La Litera / La Llitera
2016	PP-PAR	13808	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	10	Los Monegros
2016	PP-PAR	13015	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	11	Bajo Cinca / Baix Cinca
2016	PP-PAR	9142	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	12	Tarazona y el Moncayo
2016	PP-PAR	8349	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	13	Campo de Borja
2016	PP-PAR	5171	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	14	Aranda
2016	PP-PAR	13587	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	15	Ribera Alta del Ebro
2016	PP-PAR	15329	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	16	Valdejalón
2016	PP-PAR	393595	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	17	Central
2016	PP-PAR	5118	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	18	Ribera Baja del Ebro
2016	PP-PAR	6994	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2016	PP-PAR	24398	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	20	Comunidad de Calatayud
2016	PP-PAR	6387	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	21	Campo de Cariñena
2016	PP-PAR	4517	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	22	Campo de Belchite
2016	PP-PAR	4358	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	23	Bajo Martín
2016	PP-PAR	5271	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	24	Campo de Daroca
2016	PP-PAR	9900	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	25	Jiloca
2016	PP-PAR	4396	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	26	Cuencas Mineras
2016	PP-PAR	5041	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	27	Andorra-Sierra de Arcos
2016	PP-PAR	17303	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	28	Bajo Aragón
2016	PP-PAR	31537	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	29	Comunidad de Teruel
2016	PP-PAR	2609	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	30	Maestrazgo
2016	PP-PAR	3449	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	31	Sierra de Albarracín
2016	PP-PAR	5600	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	32	Gúdar-Javalambre
2016	PP-PAR	5489	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS	33	Matarraña / Matarranya
2016	PSOE	6938	PARTIDO SOCIALISTA OBRERO ESPAÑOL	01	La Jacetania
2016	PSOE	5650	PARTIDO SOCIALISTA OBRERO ESPAÑOL	02	Alto Gállego
2016	PSOE	3365	PARTIDO SOCIALISTA OBRERO ESPAÑOL	03	Sobrarbe
2016	PSOE	4472	PARTIDO SOCIALISTA OBRERO ESPAÑOL	04	La Ribagorza
2016	PSOE	16930	PARTIDO SOCIALISTA OBRERO ESPAÑOL	05	Cinco Villas
2016	PSOE	25770	PARTIDO SOCIALISTA OBRERO ESPAÑOL	06	Hoya de Huesca / Plana de Uesca
2016	PSOE	9997	PARTIDO SOCIALISTA OBRERO ESPAÑOL	07	Somontano de Barbastro
2016	PSOE	9944	PARTIDO SOCIALISTA OBRERO ESPAÑOL	08	Cinca Medio
2016	PSOE	7334	PARTIDO SOCIALISTA OBRERO ESPAÑOL	09	La Litera / La Llitera
2016	PSOE	10196	PARTIDO SOCIALISTA OBRERO ESPAÑOL	10	Los Monegros
2016	PSOE	9694	PARTIDO SOCIALISTA OBRERO ESPAÑOL	11	Bajo Cinca / Baix Cinca
2016	PSOE	6110	PARTIDO SOCIALISTA OBRERO ESPAÑOL	12	Tarazona y el Moncayo
2016	PSOE	7275	PARTIDO SOCIALISTA OBRERO ESPAÑOL	13	Campo de Borja
2016	PSOE	3214	PARTIDO SOCIALISTA OBRERO ESPAÑOL	14	Aranda
2016	PSOE	14112	PARTIDO SOCIALISTA OBRERO ESPAÑOL	15	Ribera Alta del Ebro
2016	PSOE	10922	PARTIDO SOCIALISTA OBRERO ESPAÑOL	16	Valdejalón
2016	PSOE	260331	PARTIDO SOCIALISTA OBRERO ESPAÑOL	17	Central
2016	PSOE	5092	PARTIDO SOCIALISTA OBRERO ESPAÑOL	18	Ribera Baja del Ebro
2016	PSOE	6237	PARTIDO SOCIALISTA OBRERO ESPAÑOL	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2016	PSOE	17510	PARTIDO SOCIALISTA OBRERO ESPAÑOL	20	Comunidad de Calatayud
2016	PSOE	5024	PARTIDO SOCIALISTA OBRERO ESPAÑOL	21	Campo de Cariñena
2016	PSOE	2345	PARTIDO SOCIALISTA OBRERO ESPAÑOL	22	Campo de Belchite
2016	PSOE	3426	PARTIDO SOCIALISTA OBRERO ESPAÑOL	23	Bajo Martín
2016	PSOE	2356	PARTIDO SOCIALISTA OBRERO ESPAÑOL	24	Campo de Daroca
2016	PSOE	4874	PARTIDO SOCIALISTA OBRERO ESPAÑOL	25	Jiloca
2016	PSOE	5381	PARTIDO SOCIALISTA OBRERO ESPAÑOL	26	Cuencas Mineras
2016	PSOE	5390	PARTIDO SOCIALISTA OBRERO ESPAÑOL	27	Andorra-Sierra de Arcos
2016	PSOE	11355	PARTIDO SOCIALISTA OBRERO ESPAÑOL	28	Bajo Aragón
2016	PSOE	17592	PARTIDO SOCIALISTA OBRERO ESPAÑOL	29	Comunidad de Teruel
2016	PSOE	1273	PARTIDO SOCIALISTA OBRERO ESPAÑOL	30	Maestrazgo
2016	PSOE	2395	PARTIDO SOCIALISTA OBRERO ESPAÑOL	31	Sierra de Albarracín
2016	PSOE	3392	PARTIDO SOCIALISTA OBRERO ESPAÑOL	32	Gúdar-Javalambre
2016	PSOE	3105	PARTIDO SOCIALISTA OBRERO ESPAÑOL	33	Matarraña / Matarranya
2016	PODEMOS-IU-EQUO	5679	UNIDOS PODEMOS EN ALTO ARAGÓN	01	La Jacetania
2016	PODEMOS-IU-EQUO	3958	UNIDOS PODEMOS EN ALTO ARAGÓN	02	Alto Gállego
2016	PODEMOS-IU-EQUO	2229	UNIDOS PODEMOS EN ALTO ARAGÓN	03	Sobrarbe
2016	PODEMOS-IU-EQUO	3340	UNIDOS PODEMOS EN ALTO ARAGÓN	04	La Ribagorza
2016	PODEMOS-IU-EQUO	18273	UNIDOS PODEMOS EN ALTO ARAGÓN	06	Hoya de Huesca / Plana de Uesca
2016	PODEMOS-IU-EQUO	5058	UNIDOS PODEMOS EN ALTO ARAGÓN	07	Somontano de Barbastro
2016	PODEMOS-IU-EQUO	5530	UNIDOS PODEMOS EN ALTO ARAGÓN	08	Cinca Medio
2016	PODEMOS-IU-EQUO	4177	UNIDOS PODEMOS EN ALTO ARAGÓN	09	La Litera / La Llitera
2016	PODEMOS-IU-EQUO	2772	UNIDOS PODEMOS EN ALTO ARAGÓN	10	Los Monegros
2016	PODEMOS-IU-EQUO	3746	UNIDOS PODEMOS EN ALTO ARAGÓN	11	Bajo Cinca / Baix Cinca
2016	PODEMOS-IU-EQUO	250	UNIDOS PODEMOS EN ARAGÓN	01	La Jacetania
2016	PODEMOS-IU-EQUO	6614	UNIDOS PODEMOS EN ARAGÓN	05	Cinco Villas
2016	PODEMOS-IU-EQUO	146	UNIDOS PODEMOS EN ARAGÓN	06	Hoya de Huesca / Plana de Uesca
2016	PODEMOS-IU-EQUO	660	UNIDOS PODEMOS EN ARAGÓN	10	Los Monegros
2016	PODEMOS-IU-EQUO	661	UNIDOS PODEMOS EN ARAGÓN	11	Bajo Cinca / Baix Cinca
2016	PODEMOS-IU-EQUO	3819	UNIDOS PODEMOS EN ARAGÓN	12	Tarazona y el Moncayo
2016	PODEMOS-IU-EQUO	2971	UNIDOS PODEMOS EN ARAGÓN	13	Campo de Borja
2016	PODEMOS-IU-EQUO	900	UNIDOS PODEMOS EN ARAGÓN	14	Aranda
2016	PODEMOS-IU-EQUO	6908	UNIDOS PODEMOS EN ARAGÓN	15	Ribera Alta del Ebro
2016	PODEMOS-IU-EQUO	4630	UNIDOS PODEMOS EN ARAGÓN	16	Valdejalón
2016	PODEMOS-IU-EQUO	228637	UNIDOS PODEMOS EN ARAGÓN	17	Central
2016	PODEMOS-IU-EQUO	1621	UNIDOS PODEMOS EN ARAGÓN	18	Ribera Baja del Ebro
2016	PODEMOS-IU-EQUO	2598	UNIDOS PODEMOS EN ARAGÓN	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2016	PODEMOS-IU-EQUO	6917	UNIDOS PODEMOS EN ARAGÓN	20	Comunidad de Calatayud
2016	PODEMOS-IU-EQUO	1782	UNIDOS PODEMOS EN ARAGÓN	21	Campo de Cariñena
2016	PODEMOS-IU-EQUO	882	UNIDOS PODEMOS EN ARAGÓN	22	Campo de Belchite
2016	PODEMOS-IU-EQUO	1556	UNIDOS PODEMOS EN ARAGÓN	23	Bajo Martín
2016	PODEMOS-IU-EQUO	909	UNIDOS PODEMOS EN ARAGÓN	24	Campo de Daroca
2016	PODEMOS-IU-EQUO	1883	UNIDOS PODEMOS EN ARAGÓN	25	Jiloca
2016	PODEMOS-IU-EQUO	1844	UNIDOS PODEMOS EN ARAGÓN	26	Cuencas Mineras
2016	PODEMOS-IU-EQUO	2834	UNIDOS PODEMOS EN ARAGÓN	27	Andorra-Sierra de Arcos
2016	PODEMOS-IU-EQUO	6821	UNIDOS PODEMOS EN ARAGÓN	28	Bajo Aragón
2016	PODEMOS-IU-EQUO	9470	UNIDOS PODEMOS EN ARAGÓN	29	Comunidad de Teruel
2016	PODEMOS-IU-EQUO	707	UNIDOS PODEMOS EN ARAGÓN	30	Maestrazgo
2016	PODEMOS-IU-EQUO	1046	UNIDOS PODEMOS EN ARAGÓN	31	Sierra de Albarracín
2016	PODEMOS-IU-EQUO	1652	UNIDOS PODEMOS EN ARAGÓN	32	Gúdar-Javalambre
2016	PODEMOS-IU-EQUO	1997	UNIDOS PODEMOS EN ARAGÓN	33	Matarraña / Matarranya
2016	C's	3470	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	01	La Jacetania
2016	C's	2154	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	02	Alto Gállego
2016	C's	1112	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	03	Sobrarbe
2016	C's	1782	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	04	La Ribagorza
2016	C's	3762	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	05	Cinco Villas
2016	C's	13764	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	06	Hoya de Huesca / Plana de Uesca
2016	C's	4269	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	07	Somontano de Barbastro
