Año	Municipio código	Municipio nombre	Tipo de presupuesto	Estado de la información	Total gastos	Gastos de personal	Gastos en bienes corrientes y servicios	Gastos financieros	Transferencias corrientes	Inversiones reales	Transferencias de capital	Activos financieros	Pasivos financieros	Gastos, fondo de contingencia
2010	50172	Monreal de Ariza	Presupuestos	Sin información										
2010	50173	Monterde	Presupuestos	Consolidada	831641	49413,94	223911,14	15493,6	4730	513242,32	0	0	24850	
2010	50174	Montón	Presupuestos	Consolidada	281318,19	39200	71644,8	1550	12810	156113,39	0	0	0	
2010	50175	Morata de Jalón	Presupuestos	Sin información										
2010	50176	Morata de Jiloca	Presupuestos	Sin información										
2010	50177	Morés	Presupuestos	Sin información										
2010	50178	Moros	Presupuestos	Consolidada	1066356,91	144316,15	240296	6000	9400	651844,76	0	0	14500	
2010	50179	Moyuela	Presupuestos	Consolidada	442605	86997,39	171889,19	0	12000	171718,42	0	0	0	
2010	50180	Mozota	Presupuestos	Consolidada	339349	25000	74500	6000	14000	207849	0	0	12000	
2010	50181	Muel	Presupuestos	Consolidada	3398820	430460	845600	13000	106460	1984300	7000	0	12000	
2010	50182	Muela (La)	Presupuestos	Clasificación Económica de la Administración General	6514167,96	2548006,04	1729600	83600	1902961,92	250000	0	0	0	
2010	50183	Munébrega	Presupuestos	Consolidada	1000000	127000	180900	4800	13000	665900	0	0	8400	
2010	50184	Murero	Presupuestos	Consolidada	248265	34139	53635	3840	3500	145151	0	0	8000	
2010	50185	Murillo de Gállego	Presupuestos	Sin información										
2010	50186	Navardún	Presupuestos	Sin información										
2010	50187	Nigüella	Presupuestos	Consolidada	231200	19500	56200	0	500	155000	0	0	0	
2010	50188	Nombrevilla	Presupuestos	Consolidada	357852	42245	86582	0	24000	205025	0	0	0	
2010	50189	Nonaspe	Presupuestos	Consolidada	1253097	311000	303700	23000	38600	504797	0	0	72000	
2010	50190	Novallas	Presupuestos	Sin información										
2010	50191	Novillas	Presupuestos	Consolidada	685944	188559,93	221974,07	0	23750	251660	0	0	0	
2010	50192	Nuévalos	Presupuestos	Consolidada	661363,81	59800	217600	6500	23100	329363,81	0	0	25000	
2010	50193	Nuez de Ebro	Presupuestos	Consolidada	676671,68	190500	263400	2000	28000	187771,68	0	0	5000	
2010	50194	Olvés	Presupuestos	Sin información										
2010	50195	Orcajo	Presupuestos	Sin información										
2010	50196	Orera	Presupuestos	Sin información										
2010	50197	Orés	Presupuestos	Consolidada	295867	103000	58000	500	2000	132367	0	0	0	
2010	50198	Oseja	Presupuestos	Sin información										
2010	50199	Osera de Ebro	Presupuestos	Consolidada	1708527,24	164895,27	357010	17750	45600	1113531,65	2740,32	0	7000	
2010	50200	Paniza	Presupuestos	Consolidada	1011615	181100	345470	11200	16345	437000	100	0	20400	
2010	50201	Paracuellos de Jiloca	Presupuestos	Consolidada	761572,24	170333,62	217820,65	0	0	371617,67	1800,3	0	0	
2010	50202	Paracuellos de la Ribera	Presupuestos	Consolidada	772897,32	108513,9	234977,92	6400	2200	387905,5	0	0	32900	
2010	50203	Pastriz	Presupuestos	Consolidada	2178248,07	532669	607500	46461,11	76009,02	895608,94	20000	0	0	
2010	50204	Pedrola	Presupuestos	Consolidada	4025514,14	1547121,32	1928387,45	975,24	183456,87	363296,57	0,01	0,02	2276,66	
2010	50205	Pedrosas (Las)	Presupuestos	Consolidada	248546,07	44100	73600	60	11000	115786,07	0	0	4000	
2010	50206	Perdiguera	Presupuestos	Consolidada	930000	252500	412700	0	14000	250800	0	0	0	
2010	50207	Piedratajada	Presupuestos	Consolidada	601092,4	77000	169500	1000	7000	346592,4	0	0	0	
2010	50208	Pina de Ebro	Presupuestos	Consolidada	4129778,69	648223,62	1661555,94	20481	187525,72	1611992,41	0	0	0	
2010	50209	Pinseque	Presupuestos	Consolidada	3771607,92	1076291	855251	1001	168300	1670763,92	0	1	0	
2010	50210	Pintanos (Los)	Presupuestos	Consolidada	270211,55	22500	68500	600	15100	163511,55	0	0	0	
2010	50211	Plasencia de Jalón	Presupuestos	Consolidada	698363,3	89821,66	219504,12	1202,02	27763,71	256560,16	99044,93	0	4466,7	
2010	50212	Pleitas	Presupuestos	Sin información										
2010	50213	Plenas	Presupuestos	Consolidada	203260,92	56060,92	60200	1500	0	69000	6500	9000	1000	
2010	50214	Pomer	Presupuestos	Sin información										
2010	50215	Pozuel de Ariza	Presupuestos	Sin información										
2010	50216	Pozuelo de Aragón	Presupuestos	Consolidada	547481,83	62855,64	136000	9000	12500	307744,1	0	0	19382,09	
2010	50217	Pradilla de Ebro	Presupuestos	Consolidada	984389	180799,12	265650	6000	93060	415724	0	0	23155,88	
2010	50218	Puebla de Albortón	Presupuestos	Consolidada	425000	37000	56200	100	8500	316200	0	0	7000	
2010	50219	Puebla de Alfindén (La)	Presupuestos	Consolidada	5134973,49	1970036,88	2181767,69	26922,38	178162	721768,18	0	0	56316,36	
2010	50220	Puendeluna	Presupuestos	Consolidada	229549,29	48000	51224,01	600	1500	128225,28	0	0	0	
2010	50221	Purujosa	Presupuestos	Consolidada	221400	22500	70000	2500	11200	115200	0	0	0	
2010	50222	Quinto	Presupuestos	Consolidada	3688100	778000	831960	3300	58110	2016730	0	0	0	
2010	50223	Remolinos	Presupuestos	Consolidada	1030319,4	246389,62	342500	8000	133821,2	272108,58	0	0	27500	
2010	50224	Retascón	Presupuestos	Consolidada	388800	39000	101800	0	30000	218000	0	0	0	
2010	50225	Ricla	Presupuestos	Consolidada	2217934,35	648960	679809	40284	141428,11	642447,24	6	0	65000	
2010	50227	Romanos	Presupuestos	Consolidada	508000	42000	176000	0	34000	256000	0	0	0	
2010	50228	Rueda de Jalón	Presupuestos	Consolidada	851416,7	137246,52	229697,7	4577,29	9500	459490	0	0	10905,19	
2010	50229	Ruesca	Presupuestos	Sin información										
2010	50230	Sádaba	Presupuestos	Consolidada	2200081,72	638700	587881,72	94000	611600	194800	0	0	73100	
2010	50231	Salillas de Jalón	Presupuestos	Consolidada	528567	76335	196400	11000	25000	199832	0	0	20000	
2010	50232	Salvatierra de Esca	Presupuestos	Consolidada	655711	74200	91900	3000	36000	443611	0	0	7000	
2010	50233	Samper del Salz	Presupuestos	Consolidada	167004,6	47468,6	28300	1500	0	63000	20736	0	6000	
2010	50234	San Martín de la Virgen de Moncayo	Presupuestos	Consolidada	348286	58241	104414	3950	14500	156681	0	0	10500	
2010	50235	San Mateo de Gállego	Presupuestos	Consolidada	6110784,11	1712136,54	1622727,71	52776,57	350300	2134843,29	200000	0	38000	
2010	50236	Santa Cruz de Grío	Presupuestos	Consolidada	452689	47764	141200	12900	25500	217108	0	0	8217	
2010	50237	Santa Cruz de Moncayo	Presupuestos	Consolidada	359112	29200	64950	2000	3000	258581	0	0	1381	
2010	50238	Santa Eulalia de Gállego	Presupuestos	Sin información										
2010	50239	Santed	Presupuestos	Consolidada	196905	24800	56655	150	3600	111700	0	0	0	
2010	50240	Sástago	Presupuestos	Consolidada	1846042	380527	446701	18253	150630	782015	2000	0	65916	
2010	50241	Saviñán	Presupuestos	Consolidada	788907,08	261957,62	174168,14	6000	80037,17	226344,15	0	0	40400	
2010	50242	Sediles	Presupuestos	Consolidada	303535	27800	79780	540	4755	190660	0	0	0	
2010	50243	Sestrica	Presupuestos	Consolidada	665778,07	102000	206264,16	4952	61250	272459,91	0	0	18852	
2010	50244	Sierra de Luna	Presupuestos	Consolidada	856600	158500	187100	3000	72000	336000	0	0	100000	
2010	50245	Sigüés	Presupuestos	Consolidada	488980,71	148687,57	161272,1	2972	17437,99	152766,04	826,38	0	5018,63	
2010	50246	Sisamón	Presupuestos	Sin información										
2010	50247	Sobradiel	Presupuestos	Consolidada	1702745,41	396803,33	614895,34	800	69850	615996,74	1000	0	3400	
2010	50248	Sos del Rey Católico	Presupuestos	Consolidada	2079479,02	422840,48	263600	45000	115700	1159267,7	0	0	73070,84	
2010	50249	Tabuenca	Presupuestos	Consolidada	479898,46	74794,82	180600	5600	15000	193903,64	0	0	10000	
2010	50250	Talamantes	Presupuestos	Consolidada	237407,77	35802,73	54500	600	2500	144005,04	0	0	0	
2010	50251	Tarazona	Presupuestos	Consolidada	19598491,24	5242741,15	3866211,41	280181,77	673482,42	7727595,77	414428	0	1393850,72	
2010	50252	Tauste	Presupuestos	Consolidada	8935784,53	3075898,49	2774725,26	190238,13	251700,91	1761900,04	10779,19	10000	860542,51	
2010	50253	Terrer	Presupuestos	Consolidada	777959,9	131219,64	172914,05	6350	21620,65	445855,56	0	0	0	
2010	50254	Tierga	Presupuestos	Consolidada	501528,71	74433,6	219938,86	3000	12040	183116,25	0	0	9000	
2010	50255	Tobed	Presupuestos	Consolidada	1315637	172670	365340	250	128376	649001	0	0	0	
2010	50256	Torralba de los Frailes	Presupuestos	Consolidada	299858	12900	50000	1200	4500	231258	0	0	0	
2010	50257	Torralba de Ribota	Presupuestos	Consolidada	371758,12	37700	76213	5900	18900	215045,12	0	0	18000	
2010	50258	Torralbilla	Presupuestos	Consolidada	114750,9	25505,12	49320,03	0	3852,03	36073,72	0	0	0	
2010	50259	Torrehermosa	Presupuestos	Sin información										
2010	50260	Torrelapaja	Presupuestos	Consolidada	218056	12700	37200	400	3000	164756	0	0	0	
2010	50261	Torrellas	Presupuestos	Consolidada	493306,31	139106	99277,63	4500	8800	239128,68	0	0	2494	
2010	50262	Torres de Berrellén	Presupuestos	Consolidada	2984032,34	491161,01	470585,59	17200	105800	1899285,74	0	0	0	
2010	50263	Torrijo de la Cañada	Presupuestos	Consolidada	776900,22	110374,06	183250	7450	8200	458756	0	0	8870,16	
2010	50264	Tosos	Presupuestos	Consolidada	521400,08	54400	95900	900	16500	344686,08	0	0	9014	
2010	50265	Trasmoz	Presupuestos	Consolidada	336834,33	60800	62756,94	460	2051	206872	0	0	3894,39	
2010	50266	Trasobares	Presupuestos	Sin información										
2010	50267	Uncastillo	Presupuestos	Sin información										
2010	50268	Undués de Lerda	Presupuestos	Consolidada	298200	29713,84	67700	350	13400	187036,16	0	0	0	
2010	50269	Urrea de Jalón	Presupuestos	Consolidada	469770,53	103861,5	203220,61	5408	13100	138180,42	0	0	6000	
2010	50270	Urriés	Presupuestos	Consolidada	234160	29576	46534	150	9900	148000	0	0	0	
2010	50271	Used	Presupuestos	Consolidada	547650	90500	175800	1350	21000	249200	0	0	9800	
2010	50272	Utebo	Presupuestos	Consolidada	19562769,15	5378248,48	5898762,12	134004,73	209200	7086724,7	58500	21000	776329,12	
2010	50273	Valdehorna	Presupuestos	Sin información										
2010	50274	Val de San Martín	Presupuestos	Consolidada	375000	17000	125000	1500	11500	220000	0	0	0	
2010	50275	Valmadrid	Presupuestos	Consolidada	345000	27900	50500	500	5700	253400	0	0	7000	
2010	50276	Valpalmas	Presupuestos	Consolidada	450627	95000	95000	1000	3000	256627	0	0	0	
2010	50277	Valtorres	Presupuestos	Consolidada	292000	37600	90100	0	2500	161800	0	0	0	
2010	50278	Velilla de Ebro	Presupuestos	Consolidada	866735,02	93246,02	166750	10000	15100	560639	0	0	21000	
2010	50279	Velilla de Jiloca	Presupuestos	Sin información										
2010	50280	Vera de Moncayo	Presupuestos	Consolidada	688950	151700	176750	6500	26000	288000	0	0	40000	
2010	50281	Vierlas	Presupuestos	Consolidada	436500	33000	58500	0	6000	339000	0	0	0	
2010	50282	Vilueña (La)	Presupuestos	Consolidada	240000	28900	59800	0	2000	149300	0	0	0	
2010	50283	Villadoz	Presupuestos	Consolidada	273050	9400	102050	500	0	161100	0	0	0	
2010	50284	Villafeliche	Presupuestos	Consolidada	363669,54	54300	102499,36	2061,08	14210	190599,1	0	0	0	
2010	50285	Villafranca de Ebro	Presupuestos	Consolidada	1139300	231000	312700	8500	46099	516001	0	0	25000	
2010	50286	Villalba de Perejil	Presupuestos	Consolidada	230000	27700	39300	1000	8000	154000	0	0	0	
2010	50287	Villalengua	Presupuestos	Consolidada	444483,04	78667,24	118315,8	2000	11000	234500	0	0	0	
2010	50288	Villanueva de Gállego	Presupuestos	Consolidada	6640771,44	2742955,32	2545238	24100	730135	450084,06	0	0	148259,06	
2010	50289	Villanueva de Jiloca	Presupuestos	Sin información										
2010	50290	Villanueva de Huerva	Presupuestos	Consolidada	1004525,39	129650	177690	8500	101134,51	571832,82	0	0	15718,06	
2010	50291	Villar de los Navarros	Presupuestos	Consolidada	368000	24500	81500	8000	8000	223000	0	0	23000	
2010	50292	Villarreal de Huerva	Presupuestos	Consolidada	756300	44000	150700	1500	0	560100	0	0	0	
2010	50293	Villarroya de la Sierra	Presupuestos	Consolidada	996807	119925	258916	0	49941	568025	0	0	0	
2010	50294	Villarroya del Campo	Presupuestos	Consolidada	217357	16350	72800	250	50	127907	0	0	0	
2010	50295	Vistabella	Presupuestos	Consolidada	233520	21570	33600	150	5000	173100	100	0	0	
2010	50296	Zaida (La)	Presupuestos	Consolidada	955292,6	165950,9	287000	1200	116220	384921,7	0	0	0	
2010	50297	Zaragoza	Presupuestos	Consolidada	732703936	281994488,9	261867073,1	21548400	34943611	69375144	26625765	17573700	18775754	
2010	50298	Zuera	Presupuestos	Consolidada	15574245,2	4569292,63	3092678,94	77053,98	702928	6471567,78	449566,97	0	211156,9	
2010	50901	Biel	Presupuestos	Sin información										
2010	50902	Marracos	Presupuestos	Consolidada	334000	37000	82000	2000	4568	208432	0	0	0	
2010	50903	Villamayor de Gállego	Presupuestos	Consolidada	3943564,68	383797,17	2875893,71	9200	37126,12	637547,68	0	0	0	
2011	22001	Abiego	Presupuestos	Consolidada	286152	52854	130870	3150	19660	73618	0	0	6000	
2011	22002	Abizanda	Presupuestos	Consolidada	649583	110850	150183	50	16100	372400	0	0	0	
2011	22003	Adahuesca	Presupuestos	Consolidada	354993	57000	180518,36	6725	18420	92329,64	0	0	0	
2011	22004	Agüero	Presupuestos	Consolidada	374911	164000	99470	7900	3200	47000	0	0	53341	
2011	22006	Aísa	Presupuestos	Consolidada	1046700	366242,08	444365,21	12772,96	20800	144741,99	0	0	57777,76	
2011	22007	Albalate de Cinca	Presupuestos	Consolidada	978084,15	189874,75	270800	14643,6	45800	393106,48	0	0	63859,32	
2011	22008	Albalatillo	Presupuestos	Consolidada	275129	22105	82624	750	15950	153700	0	0	0	
2011	22009	Albelda	Presupuestos	Consolidada	741000	268550	271460	12000	33000	111000	0	0	44990	
2011	22011	Albero Alto	Presupuestos	Consolidada	158138,53	24990,17	43525,05	300,51	1750	87572,8	0	0	0	
2011	22012	Albero Bajo	Presupuestos	Consolidada	166345,31	32700	47335	1350	6890	75320,31	0	0	2750	
2011	22013	Alberuela de Tubo	Presupuestos	Consolidada	536344,13	175955,73	163238,4	3050	14300	175000	0	0	4800	
2011	22014	Alcalá de Gurrea	Presupuestos	Consolidada	813830	132810,52	291800	1000	22819,48	365400	0	0	0	
2011	22015	Alcalá del Obispo	Presupuestos	Consolidada	446216	73975	91145	1450	89891	171375	5000	0	13380	
2011	22016	Alcampell	Presupuestos	Sin información										
2011	22017	Alcolea de Cinca	Presupuestos	Consolidada	1264708,99	313052,79	378312,94	26491,65	50800	436851,37	0	0	59200,24	
2011	22018	Alcubierre	Presupuestos	Consolidada	389464,14	135774,26	147534,09	5187,77	21374,49	54044,51	1151,85	0	24397,17	
2011	22019	Alerre	Presupuestos	Consolidada	209868,31	35646,5	70004,95	500	5339,15	97885,78	0	0	491,93	
2011	22020	Alfántega	Presupuestos	Consolidada	212200	23640	85376	784	1749	95883	0	0	4768	
2011	22021	Almudévar	Presupuestos	Consolidada	2763100	766373,93	1049908,88	74050	260970	479057,16	0	0	132740,03	
2011	22022	Almunia de San Juan	Presupuestos	Consolidada	474434,72	139385,78	158526,85	5156,84	23000	129365,25	0	0	19000	
2011	22023	Almuniente	Presupuestos	Consolidada	671890,77	107344,76	161091,15	13732,52	46000	288813,86	0	0	54908,48	
2011	22024	Alquézar	Presupuestos	Consolidada	841495,91	117328,84	198337,89	2220	22440	501169,18	0	0	0	
2011	22025	Altorricón	Presupuestos	Consolidada	1458726	404200	479922	10000	90000	399604	0	0	75000	
2011	22027	Angüés	Presupuestos	Consolidada	451095,76	89753,95	134796	6000	45590,21	169955,6	0	0	5000	
2011	22028	Ansó	Presupuestos	Consolidada	771580	99930	300600	9700	74450	277900	0	0	9000	
2011	22029	Antillón	Presupuestos	Consolidada	203285,95	50674,42	50546,48	2900	13665,05	71000	0	0	14500	
2011	22032	Aragüés del Puerto	Presupuestos	Consolidada	226500	69000	77000	1922	6000	57578	0	0	15000	
2011	22035	Arén	Presupuestos	Consolidada	924387,21	117100	147500	6300	48700	493687,21	0	0	111100	
2011	22036	Argavieso	Presupuestos	Consolidada	75722	20720	31360	150	4782	15350	0	0	3360	
2011	22037	Arguis	Presupuestos	Sin información										
2011	22039	Ayerbe	Presupuestos	Consolidada	1429371	631671,85	247180,3	13526,38	14600	467302,01	400	0	54690,46	
2011	22040	Azanuy-Alins	Presupuestos	Consolidada	221364	39304	81199	3864	17335	60883	0	0	18779	
2011	22041	Azara	Presupuestos	Consolidada	288000	42700	72150	1000	10750	157800	0	0	3600	
2011	22042	Azlor	Presupuestos	Consolidada	257450	34000	63955	1900	9940	131030	0	0	16625	
2011	22043	Baells	Presupuestos	Consolidada	240751,71	37756,58	69746,08	450,36	9863,71	122934,98	0	0	0	
2011	22044	Bailo	Presupuestos	Consolidada	367652,44	114235,53	99220,2	34816,17	21579,55	60000	0	0	37800,99	
2011	22045	Baldellou	Presupuestos	Consolidada	342785,06	22820,5	94930,91	1063,19	11777	212193,46	0	0	0	
2011	22046	Ballobar	Presupuestos	Consolidada	759724	238804,32	279356,84	7700	51258,88	160603,96	0	0	22000	
2011	22047	Banastás	Presupuestos	Consolidada	175708,09	33121,91	97390	3477,52	3880,7	32994,97	0	0	4842,99	
2011	22048	Barbastro	Presupuestos	Consolidada	14793310,49	4703417,74	5085093,59	291396,02	1945764,82	1290079,95	224075,95	28808,1	1224674,32	
2011	22049	Barbués	Presupuestos	Consolidada	222218,01	21762,52	27604,95	216,3	8326,74	164307,5	0	0	0	
2011	22050	Barbuñales	Presupuestos	Consolidada	137873	22200	42735	650	3700	67628	0	0	960	
2011	22051	Bárcabo	Presupuestos	Consolidada	246899,6	9600,08	45720	900	20000	170679,52	0	0	0	
2011	22052	Belver de Cinca	Presupuestos	Sin información										
2011	22053	Benabarre	Presupuestos	Consolidada	2912710	947371,26	636542	26850	52100	1111853,8	0	0	137992,94	
2011	22054	Benasque	Presupuestos	Consolidada	4636975	1718488	1072100	77000	212070	1086295	150511	11000	309511	
2011	22055	Berbegal	Presupuestos	Consolidada	529474,51	107461,19	158284,78	8920,82	57660	185452,61	0	0	11695,11	
2011	22057	Bielsa	Presupuestos	Consolidada	1111390	213300	224440	25600	71900	349650	2000	0	224500	
2011	22058	Bierge	Presupuestos	Consolidada	525255,6	88300	110380	3000	30000	261575,6	0	0	32000	
2011	22059	Biescas	Presupuestos	Consolidada	3355000	1182960,66	983275,23	51550	417961	516547,26	4875	0	197830,85	
2011	22060	Binaced	Presupuestos	Consolidada	1095876,62	335276,65	501627,81	3231,93	48691,07	169923	0	0	37126,16	
2011	22061	Binéfar	Presupuestos	Consolidada	7111776,87	2958667,1	2791656,96	41868,09	472232,21	385908,83	6000	0	455443,68	
2011	22062	Bisaurri	Presupuestos	Consolidada	250250,11	86000	80000	800	21865	61585,11	0	0	0	
2011	22063	Biscarrués	Presupuestos	Consolidada	281200,58	34150	99600	2200	31400	109950,58	0	0	3900	
2011	22064	Blecua y Torres	Presupuestos	Consolidada	276743,73	58398,13	62617,77	4776,4	18063	108000	0	0	24888,43	
2011	22066	Boltaña	Presupuestos	Consolidada	1445727,66	527207,11	502794,17	32758	126327,05	200524,25	22109,95	0	34007,13	
2011	22067	Bonansa	Presupuestos	Consolidada	148800	10950	77000	1800	11300	42200	0	0	5550	
2011	22068	Borau	Presupuestos	Consolidada	129447,21	30199,21	43139,97	600	9910	45598,03	0	0	0	
2011	22069	Broto	Presupuestos	Consolidada	1176686	177200	342230	15109,9	58950	557646,1	0	0	25550	
2011	22072	Caldearenas	Presupuestos	Consolidada	418305	144650	92965	50	18200	162440	0	0	0	
2011	22074	Campo	Presupuestos	Consolidada	685700	175800	151860	26700	19200	114840	150000	0	47300	
2011	22075	Camporrells	Presupuestos	Sin información										
2011	22076	Canal de Berdún	Presupuestos	Consolidada	486161,97	152674,34	177600	2000	15000	133981,63	0	0	4906	
2011	22077	Candasnos	Presupuestos	Sin información										
2011	22078	Canfranc	Presupuestos	Clasificación Económica de la Administración General	1863418,02	641462	789560	22000	76500	312616,02	0	0	21280	
2011	22079	Capdesaso	Presupuestos	Consolidada	367997,26	29524,85	172328,4	7851,96	9636,29	111784,6	0	0	36871,16	
2011	22080	Capella	Presupuestos	Consolidada	235000	66200	143100	2000	18200	500	0	0	5000	
2011	22081	Casbas de Huesca	Presupuestos	Consolidada	548854,71	47098,01	150254,44	5000	40000	299272,37	0	0	7229,89	
2011	22082	Castejón del Puente	Presupuestos	Consolidada	703279,8	111690,74	258416,97	2741,66	32485,24	296200	45,19	0	1700	
2011	22083	Castejón de Monegros	Presupuestos	Consolidada	688908,34	188620	272888,43	11160,91	21168,81	166423,63	0	0	28646,56	
2011	22084	Castejón de Sos	Presupuestos	Consolidada	1545366,2	812840,2	420959	16115	75540	156300	0	0	63612	
2011	22085	Castelflorite	Presupuestos	Consolidada	363428	20391	46511	1100	16315	276111	0	0	3000	
2011	22086	Castiello de Jaca	Presupuestos	Consolidada	790210,08	169449,1	202040,78	10500	19900	388320,2	0	0	0	
2011	22087	Castigaleu	Presupuestos	Consolidada	165636,23	24500	63119,26	0	7100	70916,97	0	0	0	
2011	22088	Castillazuelo	Presupuestos	Consolidada	267546,92	41247,1	74297	1435	15667,82	129300	0	0	5600	
2011	22089	Castillonroy	Presupuestos	Consolidada	687000	96000	271000	2500	1500	316000	0	0	0	
2011	22090	Colungo	Presupuestos	Consolidada	217701,87	10100,08	44830	2600	29000	106571,79	0	0	24600	
2011	22094	Chalamera	Presupuestos	Sin información										
2011	22095	Chía	Presupuestos	Consolidada	174330	37300	39500	30	12500	85000	0	0	0	
2011	22096	Chimillas	Presupuestos	Consolidada	241265,49	67941,2	100498,38	1500	9398,41	60000	0	0	1927,5	
2011	22099	Esplús	Presupuestos	Consolidada	669909,96	240525,81	296059,96	5000	41300	77024,19	0	0	10000	
2011	22102	Estada	Presupuestos	Consolidada	218256,87	49400	88550,67	0	17850	62456,2	0	0	0	
2011	22103	Estadilla	Presupuestos	Consolidada	1841217,82	238148,28	1273000,19	65278,3	66850,96	54750	9000	0	134190,09	
2011	22105	Estopiñán del Castillo	Presupuestos	Consolidada	382673,64	83100	136900	7050	35125,12	106998,52	0	0	13500	
2011	22106	Fago	Presupuestos	Consolidada	121350	2000	31050	250	13950	74100	0	0	0	
2011	22107	Fanlo	Presupuestos	Consolidada	620987	34550	99300	0	1600	485537	0	0	0	
2011	22109	Fiscal	Presupuestos	Consolidada	993486	127170	200996	14000	31320	590000	0	0	30000	
2011	22110	Fonz	Presupuestos	Sin información										
2011	22111	Foradada del Toscar	Presupuestos	Consolidada	230482,08	64000	67100	150	3234,91	95997,17	0	0	0	
2011	22112	Fraga	Presupuestos	Consolidada	11743600	5440300	3580100	103900	737100	856500	135000	20000	870700	
2011	22113	Fueva (La)	Presupuestos	Consolidada	2611388	266600	371300	23200	97110	1137450	0	0	715728	
2011	22114	Gistaín	Presupuestos	Consolidada	290140	12740	110050	4600	33440	129310	0	0	0	
2011	22115	Grado (El)	Presupuestos	Consolidada	850500	202300	286000	24700	62800	178200	0	0	96500	
2011	22116	Grañén	Presupuestos	Consolidada	1582000	400567,13	427210,66	35783,08	203870	256011,13	0	0	258558	
2011	22117	Graus	Presupuestos	Consolidada	6191122	1961118	1655732	89655	239125	2000041	0	0	245451	
2011	22119	Gurrea de Gállego	Presupuestos	Consolidada	1652850	392800	425000	18900	237950	469200	0	0	109000	
2011	22122	Hoz de Jaca	Presupuestos	Consolidada	161171,99	54350	42870	630	2533,14	49549,33	6666,75	0	4572,77	
2011	22124	Huerto	Presupuestos	Consolidada	475584,56	72856,55	256217,33	4379,42	16295,39	109456,55	0	0	16379,32	
2011	22125	Huesca	Presupuestos	Consolidada	51540609	19541096,1	16487891	431172,93	3053219,74	8154774,98	790000	33000	3049454,25	
2011	22126	Ibieca	Presupuestos	Consolidada	135941,29	19186	30880	0	11752	74123,29	0	0	0	
2011	22127	Igriés	Presupuestos	Consolidada	536764	100100	166200	2000	5000	260464	0	0	3000	
2011	22128	Ilche	Presupuestos	Consolidada	228446,87	53301,4	77388,67	500	19494	71775,68	0	0	5987,12	
2011	22129	Isábena	Presupuestos	Consolidada	402563,15	101663,82	72107,25	3845,31	7676,31	195835,34	0	0	21435,12	
2011	22130	Jaca	Presupuestos	Consolidada	20072096	7714605	6664056	433672	905273	1613569	602577	0	2138344	
2011	22131	Jasa	Presupuestos	Sin información										
2011	22133	Labuerda	Presupuestos	Consolidada	348731,48	69490	80197,42	11300	32366,23	138525,25	2552,58	0	14300	
2011	22135	Laluenga	Presupuestos	Consolidada	531520	59200	96500	7700	12120	334000	0	0	22000	
2011	22136	Lalueza	Presupuestos	Consolidada	882142,44	215753,65	295500	16500	144000	173878,45	0	0	36510,34	
2011	22137	Lanaja	Presupuestos	Consolidada	1203130,03	291464,16	548050	6000	83700	261700	1215,87	0	11000	
2011	22139	Laperdiguera	Presupuestos	Consolidada	299911	15790	40440	901	6980	235800	0	0	0	
2011	22141	Lascellas-Ponzano	Presupuestos	Consolidada	647536,72	30400	101498,49	3050	14150	486438,23	0	0	12000	
2011	22142	Lascuarre	Presupuestos	Consolidada	196150	37100	101150	800	8000	45600	0	0	3500	
2011	22143	Laspaúles	Presupuestos	Sin información										
2011	22144	Laspuña	Presupuestos	Consolidada	507670	97000	141000	3000	18600	224945	4125	0	19000	
2011	22149	Loarre	Presupuestos	Consolidada	316783	100893,22	98380,78	2200	12280	94029	0	0	9000	
2011	22150	Loporzano	Presupuestos	Consolidada	1155698,62	112725,3	279354,66	3580	24000	727038,66	6000	0	3000	
2011	22151	Loscorrales	Presupuestos	Consolidada	178900	20800	46625	2010	4500	98000	0	0	6965	
2011	22155	Monesma y Cajigar	Presupuestos	Consolidada	95956,66	22000	32033,53	100	5000	36823,13	0	0	0	
2011	22156	Monflorite-Lascasas	Presupuestos	Consolidada	319630	155110	83015	2500	37505	36000	0	0	5500	
2011	22157	Montanuy	Presupuestos	Consolidada	1563000	298200	588900	1000	89100	585500	0	0	300	
2011	22158	Monzón	Presupuestos	Consolidada	15980006,82	6610339,37	5179839,83	529513,4	435523	1334791,22	130000	0	1760000	
2011	22160	Naval	Presupuestos	Consolidada	640617,97	95324,85	158800	1000	15700	360173,12	0	0	9620	
2011	22162	Novales	Presupuestos	Consolidada	248283,36	47386,69	90472,5	3450	3752,17	101422	0	0	1800	
2011	22163	Nueno	Presupuestos	Consolidada	944292	183947	238076	500	18000	503769	0	0	0	
2011	22164	Olvena	Presupuestos	Consolidada	168095,05	30529,7	27636	0	5550	104379,35	0	0	0	
2011	22165	Ontiñena	Presupuestos	Consolidada	440030,87	97370	239751	3750	22400	70900	0	0	5859,87	
2011	22167	Osso de Cinca	Presupuestos	Consolidada	551914,57	165049,75	267326	3500	21869,96	80312,26	0	0	13856,6	
2011	22168	Palo	Presupuestos	Consolidada	298300	3500	37340	8300	17400	176600	0	0	55160	
2011	22170	Panticosa	Presupuestos	Consolidada	2069063	656283	866866	44300	50792	321657	7531	0	121634	
2011	22172	Peñalba	Presupuestos	Consolidada	892750,37	164344,8	462488,92	1100	43606,67	217609,98	0	0	3600	
2011	22173	Peñas de Riglos (Las)	Presupuestos	Consolidada	341737	32282	109450	50	28500	171455	0	0	0	
