Año	Municipio código	Municipio nombre	Residencial	BI Almacén, estacionamiento	BI Comercial	BI Ocio, hostelería	BI Industrial	BI Cultural	BI Deportivo	BI Oficinas	BI Edificios singulares	BI Religioso	BI Espectáculos	BI Sin definir	BI Suelo vacante	BI Sanidad, benefic	Total
2012	44236	Tronchón	175	10	0	1	88	0	1	0	3	2	0	122	17	0	297
2012	44237	Urrea de Gaén	426	21	1	1	36	1	0	1	1	3	0	241	173	3	667
2012	44238	Utrillas	1707	505	70	5	342	6	6	8	0	5	0	1224	272	5	2931
2012	44239	Valacloche	59	0	0	0	10	1	0	0	0	0	0	23	12	0	82
2012	44240	Valbona	175	91	2	1	214	1	2	2	0	3	0	451	134	1	626
2012	44241	Valdealgorfa	436	9	1	1	250	1	3	0	2	3	0	392	122	0	828
2012	44243	Valdecuenca	116	18	0	2	36	0	0	0	1	1	0	90	32	0	206
2012	44244	Valdelinares	280	3	0	0	26	0	0	0	1	3	0	116	83	0	396
2012	44245	Valdeltormo	265	5	0	0	158	0	1	0	2	1	0	249	81	1	514
2012	44246	Valderrobres	1390	266	22	7	267	4	3	9	3	2	2	830	242	3	2220
2012	44247	Valjunquera	403	2	0	0	12	4	1	0	1	2	0	71	49	0	474
2012	44249	Vallecillo (El)	86	13	0	1	27	1	1	0	1	2	0	58	12	0	144
2012	44250	Veguillas de la Sierra	50	0	0	0	19	0	0	0	0	2	0	55	34	0	105
2012	44251	Villafranca del Campo	263	5	2	1	32	0	1	0	1	2	0	229	185	0	492
2012	44252	Villahermosa del Campo	76	1	0	1	38	1	0	0	0	1	0	54	12	0	130
2012	44256	Villanueva del Rebollar de la Sierra	56	0	0	0	58	0	0	0	1	2	0	75	14	0	131
2012	44257	Villar del Cobo	289	2	1	1	27	1	1	0	0	2	1	97	61	0	386
2012	44258	Villar del Salz	154	1	0	1	0	0	0	0	0	1	0	26	23	0	180
2012	44260	Villarluengo	209	14	0	2	132	1	0	0	5	4	0	249	90	1	458
2012	44261	Villarquemado	511	7	5	1	62	0	1	1	1	0	0	338	260	0	849
2012	44262	Villarroya de los Pinares	191	4	1	0	89	1	0	0	1	4	0	137	37	0	328
2012	44263	Villastar	426	124	4	0	31	1	1	0	1	3	0	272	107	0	698
2012	44264	Villel	459	11	0	0	17	0	0	0	1	1	1	153	120	2	612
2012	44265	Vinaceite	243	4	1	0	28	0	1	1	1	1	0	56	19	0	299
2012	44266	Visiedo	144	0	1	0	75	0	0	0	2	2	0	114	34	0	258
2012	44267	Vivel del Río Martín	171	1	0	0	101	0	0	0	1	4	0	165	58	0	336
2012	44268	Zoma (La)	28	0	0	0	46	0	0	0	1	1	0	61	13	0	89
2012	50001	Abanto	149	0	0	1	136	1	0	0	0	3	0	160	19	0	309
2012	50002	Acered	312	21	0	0	18	1	1	0	1	1	0	79	36	0	391
2012	50003	Agón	126	0	0	0	39	1	6	1	0	1	0	61	13	0	187
2012	50004	Aguarón	541	5	5	0	273	0	0	0	0	2	2	378	91	0	919
2012	50005	Aguilón	477	0	0	0	7	0	0	0	1	2	0	40	30	0	517
2012	50006	Ainzón	821	6	4	1	93	1	1	0	0	2	1	229	117	3	1050
2012	50007	Aladrén	172	14	0	0	3	0	0	0	0	1	0	35	17	0	207
2012	50008	Alagón	3320	1131	93	7	251	5	5	13	1	4	0	1790	277	3	5110
2012	50009	Alarba	207	0	0	0	0	0	2	0	0	2	0	23	19	0	230
2012	50010	Alberite de San Juan	56	0	0	1	45	0	0	0	0	1	1	54	6	0	110
2012	50011	Albeta	140	0	3	2	14	2	0	0	1	1	0	143	120	0	283
2012	50012	Alborge	111	0	0	0	57	0	2	0	0	1	0	82	21	1	193
2012	50013	Alcalá de Ebro	174	0	1	2	52	1	0	1	0	1	0	97	39	0	271
2012	50014	Alcalá de Moncayo	169	0	0	1	123	1	0	0	0	1	0	151	25	0	320
2012	50015	Alconchel de Ariza	186	0	0	1	250	0	1	0	1	4	0	313	56	0	499
2012	50016	Aldehuela de Liestos	142	1	0	0	0	0	0	0	0	2	0	21	18	0	163
2012	50017	Alfajarín	1219	31	4	4	206	1	7	12	1	3	1	510	239	1	1729
2012	50018	Alfamén	633	8	4	2	231	3	2	1	0	1	2	401	147	0	1034
2012	50019	Alforque	98	0	0	0	55	0	3	0	0	1	0	77	18	0	175
2012	50020	Alhama de Aragón	855	66	19	10	322	3	5	1	0	4	0	579	147	2	1434
2012	50021	Almochuel	30	0	0	0	70	1	1	0	0	1	0	74	1	0	104
2012	50022	Almolda (La)	316	1	3	2	180	1	1	0	0	6	1	242	46	1	558
2012	50023	Almonacid de la Cuba	270	0	0	0	157	1	1	1	1	2	0	186	22	1	456
2012	50024	Almonacid de la Sierra	556	16	5	3	488	1	4	2	2	2	0	702	178	1	1258
2012	50025	Almunia de Doña Godina (La)	3140	713	124	8	552	11	7	18	2	1	1	2023	582	4	5163
2012	50026	Alpartir	432	2	0	0	85	1	2	0	0	2	0	164	72	0	596
2012	50027	Ambel	418	0	1	0	75	1	0	1	0	3	0	152	71	0	570
2012	50028	Anento	169	1	0	2	12	1	0	0	2	3	0	52	30	1	221
2012	50029	Aniñón	713	72	5	0	53	1	1	3	1	1	0	280	143	0	993
2012	50030	Añón de Moncayo	465	16	2	0	236	1	2	1	0	1	0	364	105	0	829
2012	50031	Aranda de Moncayo	428	3	0	0	74	1	2	0	1	1	0	153	71	0	581
2012	50032	Arándiga	630	2	1	0	24	1	1	0	0	3	0	64	32	0	694
2012	50033	Ardisa	100	0	0	0	52	1	2	0	1	2	0	72	14	0	172
2012	50034	Ariza	859	42	25	2	503	1	2	2	0	3	1	730	149	0	1589
2012	50035	Artieda	105	2	0	0	31	0	0	0	0	2	0	51	16	0	156
2012	50036	Asín	168	0	0	0	3	1	1	0	0	1	0	15	9	0	183
2012	50037	Atea	538	0	1	0	15	0	2	0	2	3	0	44	21	0	582
2012	50038	Ateca	1476	179	18	4	62	3	3	5	1	3	0	476	195	3	1952
2012	50039	Azuara	996	0	0	0	15	3	2	0	3	2	0	245	219	1	1241
2012	50040	Badules	109	1	0	0	63	3	0	0	1	1	0	93	24	0	202
2012	50041	Bagüés	33	0	0	0	6	1	0	0	1	1	0	41	32	0	74
2012	50042	Balconchán	32	0	0	1	47	1	0	0	0	1	0	56	6	0	88
2012	50043	Bárboles	247	1	0	1	122	2	0	1	1	3	1	173	41	0	420
2012	50044	Bardallur	239	0	1	0	87	1	0	2	0	3	0	137	43	0	376
2012	50045	Belchite	1022	2	12	1	95	1	0	5	2	1	2	213	91	1	1235
2012	50046	Belmonte de Gracián	201	0	0	2	120	1	1	2	0	3	0	170	40	1	371
2012	50047	Berdejo	123	0	0	0	1	0	0	0	1	2	0	45	41	0	168
2012	50048	Berrueco	73	0	0	1	2	1	1	0	0	1	0	20	14	0	93
2012	50050	Bijuesca	352	0	0	0	2	0	1	0	0	2	0	34	29	0	386
2012	50051	Biota	739	14	4	0	221	2	0	0	3	4	0	320	72	0	1059
2012	50052	Bisimbre	78	0	0	1	45	0	0	0	0	1	0	50	3	0	128
2012	50053	Boquiñeni	450	1	0	0	185	1	1	2	0	2	0	319	127	0	769
2012	50054	Bordalba	187	13	0	0	11	1	2	0	0	1	0	97	69	0	284
2012	50055	Borja	3310	613	110	7	720	5	12	15	2	8	1	1842	345	4	5152
2012	50056	Botorrita	395	18	1	0	24	1	0	0	2	1	1	123	75	0	518
2012	50057	Brea de Aragón	1002	73	31	3	496	5	4	10	2	3	0	723	95	1	1725
2012	50058	Bubierca	110	0	0	1	158	1	0	0	0	3	0	203	40	0	313
2012	50059	Bujaraloz	412	7	8	3	224	3	0	1	1	6	1	346	90	2	758
2012	50060	Bulbuente	312	13	0	3	63	1	0	0	0	1	0	118	37	0	430
2012	50061	Bureta	184	0	0	0	86	0	0	0	1	1	0	117	29	0	301
2012	50062	Burgo de Ebro (El)	1436	219	14	1	253	1	11	34	1	3	1	939	400	1	2375
2012	50063	Buste (El)	128	0	0	0	60	1	1	1	0	1	0	75	11	0	203
2012	50064	Cabañas de Ebro	285	17	1	0	60	2	2	1	1	1	0	317	231	1	602
2012	50065	Cabolafuente	107	2	0	0	135	1	0	0	1	2	0	194	53	0	301
2012	50066	Cadrete	2206	945	19	0	620	0	3	15	3	1	0	2071	464	1	4277
2012	50067	Calatayud	11855	5648	767	17	1028	26	18	81	11	26	3	8523	883	15	20378
2012	50068	Calatorao	1504	272	22	4	77	2	3	4	1	2	1	922	533	1	2426
2012	50069	Calcena	140	14	0	0	39	1	1	0	1	1	1	67	8	1	207
2012	50070	Calmarza	196	0	1	0	4	0	0	0	0	4	0	50	41	0	246
2012	50071	Campillo de Aragón	300	0	0	1	1	1	0	0	0	1	0	22	18	0	322
2012	50072	Carenas	542	1	1	0	5	2	0	0	1	2	0	94	82	0	636
2012	50073	Cariñena	1882	386	50	3	122	4	5	11	4	6	1	792	197	3	2674
2012	50074	Caspe	4945	807	199	10	1335	15	17	11	5	13	2	3109	683	12	8054
2012	50075	Castejón de Alarba	101	0	0	0	77	1	0	0	1	1	0	116	36	0	217
2012	50076	Castejón de las Armas	121	2	1	0	110	0	0	0	0	3	0	131	15	0	252
2012	50077	Castejón de Valdejasa	401	1	0	0	2	1	0	0	1	1	0	33	27	0	434
2012	50078	Castiliscar	378	1	2	2	4	2	2	0	2	1	0	76	60	0	454
2012	50079	Cervera de la Cañada	430	0	0	0	18	1	1	1	1	5	0	89	61	1	519
2012	50080	Cerveruela	47	2	0	0	186	1	0	0	0	1	0	205	15	0	252
2012	50081	Cetina	734	8	2	1	60	1	1	1	2	2	1	333	254	0	1067
2012	50082	Cimballa	317	0	0	0	7	0	0	0	1	2	0	42	32	0	359
2012	50083	Cinco Olivas	120	2	0	0	64	1	2	0	1	1	0	84	13	0	204
2012	50084	Clarés de Ribota	319	1	0	0	2	0	0	0	0	2	0	25	20	0	344
2012	50085	Codo	328	0	0	0	23	1	0	0	2	1	0	58	31	0	386
2012	50086	Codos	308	0	1	0	251	1	1	1	0	1	0	273	16	1	581
2012	50087	Contamina	53	0	1	1	58	1	0	0	0	1	0	83	21	0	136
2012	50088	Cosuenda	364	44	0	0	202	2	4	1	1	1	1	393	137	0	757
2012	50089	Cuarte de Huerva	5124	3223	100	6	1245	2	14	106	3	2	0	5322	619	2	10446
2012	50090	Cubel	301	2	0	0	45	2	1	0	2	2	0	89	35	0	390
2012	50091	Cuerlas (Las)	211	0	0	1	1	1	0	0	1	3	0	30	23	0	241
2012	50092	Chiprana	364	2	2	0	207	0	0	1	0	2	0	256	42	0	620
2012	50093	Chodes	191	0	0	0	12	0	0	0	1	1	0	34	20	0	225
2012	50094	Daroca	1640	248	45	50	89	13	5	13	2	8	0	885	406	6	2525
2012	50095	Ejea de los Caballeros	8847	3246	420	39	884	30	26	65	12	23	16	5925	1157	7	14772
2012	50096	Embid de Ariza	111	0	0	0	108	1	0	0	0	3	0	123	11	0	234
2012	50098	Encinacorba	275	1	1	0	151	7	2	1	0	1	0	198	34	0	473
2012	50099	Épila	2272	88	35	9	716	3	2	20	0	3	4	1222	340	2	3494
2012	50100	Erla	280	6	0	0	136	1	1	0	0	2	1	194	47	0	474
2012	50101	Escatrón	1044	48	4	6	305	1	3	0	1	4	0	570	195	3	1614
2012	50102	Fabara	625	0	0	3	364	1	0	2	2	1	1	505	131	0	1130
2012	50104	Farlete	279	0	0	0	11	1	0	1	0	3	0	93	77	0	372
2012	50105	Fayón	336	13	3	1	14	1	1	1	1	1	0	143	106	1	479
2012	50106	Fayos (Los)	154	1	2	0	98	2	0	1	0	2	0	115	9	0	269
2012	50107	Figueruelas	528	48	15	2	176	2	2	4	0	1	0	462	211	1	990
2012	50108	Fombuena	100	0	0	0	1	0	0	0	0	2	0	35	32	0	135
2012	50109	Frago (El)	189	0	0	0	1	0	0	0	3	2	0	15	9	0	204
2012	50110	Frasno (El)	751	15	2	1	17	1	2	1	0	5	0	208	164	0	959
2012	50111	Fréscano	164	0	0	2	49	1	1	1	1	2	0	84	27	0	248
2012	50113	Fuendejalón	600	0	2	1	126	1	1	0	1	2	1	225	90	0	825
2012	50114	Fuendetodos	134	0	1	3	66	3	1	0	2	1	0	109	32	0	243
2012	50115	Fuentes de Ebro	2075	239	22	2	362	2	2	4	0	5	1	1139	498	2	3214
2012	50116	Fuentes de Jiloca	422	1	1	0	11	0	2	0	0	2	1	75	57	0	497
2012	50117	Gallocanta	242	1	1	1	16	0	1	0	2	2	0	46	22	0	288
2012	50118	Gallur	1861	55	62	0	143	1	2	6	6	4	0	504	222	3	2365
2012	50119	Gelsa	668	19	3	1	97	1	3	5	2	3	0	288	154	0	956
2012	50120	Godojos	89	0	2	0	76	0	1	0	0	3	0	136	53	1	225
2012	50121	Gotor	380	0	0	0	11	0	0	0	1	2	0	31	17	0	411
2012	50122	Grisel	97	1	0	0	40	0	1	0	1	1	0	106	62	0	203
2012	50123	Grisén	353	5	0	3	68	2	1	1	0	2	0	157	75	0	510
2012	50124	Herrera de los Navarros	982	2	1	0	62	1	1	0	2	2	0	215	144	0	1197
2012	50125	Ibdes	689	1	2	1	35	1	1	1	1	0	0	240	197	0	929
2012	50126	Illueca	1561	767	113	2	566	5	3	14	1	2	0	1993	516	4	3554
2012	50128	Isuerre	87	0	0	0	0	0	0	0	2	1	0	14	11	0	101
2012	50129	Jaraba	316	3	1	0	110	1	3	0	0	2	0	259	135	4	575
2012	50130	Jarque de Moncayo	500	2	2	0	407	1	1	0	0	4	0	586	169	0	1086
2012	50131	Jaulín	283	0	0	0	21	0	0	0	1	2	0	51	27	0	334
2012	50132	Joyosa (La)	464	19	2	0	14	1	3	1	0	1	0	282	240	1	746
2012	50133	Lagata	195	19	0	1	7	0	1	0	0	1	1	56	26	0	251
2012	50134	Langa del Castillo	347	6	0	0	3	1	0	0	1	1	0	54	42	0	401
2012	50135	Layana	147	0	0	1	3	0	0	0	2	1	0	14	7	0	161
2012	50136	Lécera	593	22	1	1	216	4	1	0	2	1	0	324	76	0	917
2012	50137	Leciñena	654	5	2	0	132	2	4	3	2	2	1	292	139	0	946
2012	50138	Lechón	65	0	0	0	2	0	0	0	1	2	0	10	5	0	75
2012	50139	Letux	431	16	0	1	0	0	2	2	1	2	1	94	68	1	525
2012	50140	Litago	257	2	0	0	98	1	0	0	2	2	0	258	153	0	515
2012	50141	Lituénigo	143	1	0	3	146	2	0	0	0	2	0	208	53	1	351
2012	50142	Lobera de Onsella	105	1	0	0	76	1	0	0	0	2	0	86	6	0	191
2012	50143	Longares	492	29	2	4	205	1	1	1	0	1	1	327	81	1	819
2012	50144	Longás	44	0	0	1	48	0	0	0	0	3	0	87	35	0	131
2012	50146	Lucena de Jalón	211	0	2	0	152	1	1	3	0	2	0	179	17	1	390
2012	50147	Luceni	653	11	2	1	148	2	2	0	0	1	0	266	99	0	919
2012	50148	Luesia	385	7	1	0	101	0	0	1	1	4	0	151	36	0	536
2012	50149	Luesma	157	0	0	0	2	0	0	0	0	1	0	32	29	0	189
2012	50150	Lumpiaque	726	1	0	2	160	1	2	1	1	1	0	247	78	0	973
2012	50151	Luna	830	5	3	2	62	5	1	0	1	4	0	192	108	1	1022
2012	50152	Maella	1163	127	11	5	161	4	4	3	2	2	0	783	463	1	1946
2012	50153	Magallón	744	22	7	0	222	2	1	0	2	3	1	400	140	0	1144
2012	50154	Mainar	139	0	1	3	61	1	1	0	0	3	0	77	7	0	216
2012	50155	Malanquilla	298	0	0	0	3	0	0	0	0	1	0	17	13	0	315
2012	50156	Maleján	247	2	1	2	1	1	0	0	1	0	0	28	19	1	275
2012	50157	Malón	325	0	1	2	88	1	0	0	0	1	0	141	48	0	466
2012	50159	Maluenda	747	35	8	1	69	1	2	1	1	5	1	152	28	0	899
2012	50160	Mallén	1577	94	23	3	317	1	4	6	1	2	1	622	169	1	2199
2012	50161	Manchones	157	0	0	0	102	1	1	0	0	3	0	135	28	0	292
2012	50162	Mara	196	0	1	1	118	0	2	0	0	1	0	153	30	0	349
2012	50163	María de Huerva	2366	566	23	0	190	3	3	2	1	2	0	965	173	2	3331
2012	50164	Mediana de Aragón	292	0	0	0	60	1	1	1	1	2	0	77	11	0	369
2012	50165	Mequinenza	1389	107	14	3	346	7	6	13	1	3	2	554	48	4	1943
2012	50166	Mesones de Isuela	449	2	0	0	31	1	1	0	1	4	0	94	53	1	543
2012	50167	Mezalocha	283	0	1	0	3	1	2	1	1	1	0	60	50	0	343
2012	50168	Mianos	34	0	0	0	9	0	0	0	1	2	0	26	14	0	60
2012	50169	Miedes de Aragón	492	0	0	1	7	1	3	1	0	2	0	131	116	0	623
2012	50170	Monegrillo	312	0	0	0	34	1	1	0	0	4	0	77	36	1	389
2012	50171	Moneva	239	1	0	0	5	0	0	0	1	1	0	50	42	0	289
2012	50172	Monreal de Ariza	224	0	0	1	155	1	1	0	0	3	0	184	23	0	408
2012	50173	Monterde	337	2	0	0	4	1	1	0	1	3	0	108	96	0	445
2012	50174	Montón	141	3	0	0	57	1	0	0	0	4	0	80	15	0	221
2012	50175	Morata de Jalón	1323	21	5	1	36	1	2	2	1	2	0	212	140	1	1535
2012	50176	Morata de Jiloca	283	0	0	0	173	0	0	0	0	4	0	222	45	0	505
2012	50177	Morés	418	18	3	1	297	0	1	3	2	4	1	436	106	0	854
2012	50178	Moros	722	5	0	0	1	2	0	0	2	1	0	99	88	0	821
2012	50179	Moyuela	480	1	0	0	42	1	0	0	1	4	0	92	43	0	572
2012	50180	Mozota	171	0	0	0	47	0	1	2	0	1	0	64	13	0	235
2012	50181	Muel	922	92	6	5	324	3	4	19	1	1	0	693	237	1	1615
2012	50182	Muela (La)	3433	1150	26	3	807	3	21	31	5	3	1	2875	824	1	6308
2012	50183	Munébrega	483	15	0	1	4	1	5	0	1	1	0	107	79	0	590
2012	50184	Murero	251	0	1	0	3	1	1	0	0	1	0	34	27	0	285
2012	50185	Murillo de Gállego	245	2	1	0	112	0	1	0	0	2	0	208	90	0	453
2012	50186	Navardún	73	0	0	2	54	0	3	0	0	3	0	83	21	0	156
2012	50187	Nigüella	205	0	0	0	9	0	0	0	0	3	0	20	8	0	225
2012	50188	Nombrevilla	103	0	0	0	0	0	1	0	1	1	0	25	22	0	128
2012	50189	Nonaspe	936	17	6	0	35	1	1	0	1	2	0	249	186	0	1185
2012	50190	Novallas	591	33	4	1	142	2	0	1	0	0	0	242	59	0	833
2012	50191	Novillas	308	1	1	0	114	1	2	0	0	1	0	160	39	1	468
2012	50192	Nuévalos	216	0	4	6	73	1	2	1	1	5	0	326	233	0	542
2012	50193	Nuez de Ebro	532	4	1	0	59	1	8	0	0	1	0	307	233	0	839
2012	50194	Olvés	154	0	0	0	93	0	1	1	0	2	0	140	43	0	294
2012	50195	Orcajo	75	0	0	0	94	1	0	0	0	2	0	141	44	0	216
2012	50196	Orera	160	0	1	0	1	1	0	0	1	2	0	16	10	0	176
2012	50197	Orés	97	1	0	0	154	1	0	0	0	2	0	179	21	0	276
2012	50198	Oseja	45	0	0	0	52	0	0	0	0	1	0	69	16	0	114
2012	50199	Osera de Ebro	462	23	1	2	8	1	1	0	2	1	0	74	32	3	536
2012	50200	Paniza	453	7	2	0	231	1	1	0	0	5	2	387	138	0	840
2012	50201	Paracuellos de Jiloca	369	12	1	3	142	1	3	1	0	4	0	265	97	1	634
2012	50202	Paracuellos de la Ribera	273	3	0	0	92	0	0	0	0	1	0	123	27	0	396
2012	50203	Pastriz	755	10	4	1	111	0	5	0	1	2	0	246	111	1	1001
2012	50204	Pedrola	1704	232	36	2	306	3	3	2	4	3	0	913	319	3	2617
2012	50205	Pedrosas (Las)	108	0	0	1	67	1	2	0	0	1	0	94	22	0	202
2012	50206	Perdiguera	427	8	0	0	15	1	1	0	1	2	0	300	271	1	727
2012	50207	Piedratajada	104	1	0	1	61	1	1	0	0	1	0	111	45	0	215
2012	50208	Pina de Ebro	1313	30	21	8	105	2	3	7	2	3	0	322	141	0	1635
2012	50209	Pinseque	2008	337	6	3	402	3	9	75	1	2	1	1237	393	5	3245
2012	50210	Pintanos (Los)	157	0	0	1	0	1	2	0	0	2	0	59	53	0	216
2012	50211	Plasencia de Jalón	281	2	0	0	103	1	1	1	0	1	0	122	12	1	403
2012	50212	Pleitas	49	0	0	0	18	1	0	0	1	1	0	24	3	0	73
2012	50213	Plenas	378	0	1	2	53	0	1	0	2	2	0	79	18	0	457
2012	50214	Pomer	96	1	0	0	55	1	0	0	1	1	0	118	59	0	214
2012	50215	Pozuel de Ariza	82	0	0	0	131	1	0	0	0	3	0	179	43	1	261
2012	50216	Pozuelo de Aragón	182	0	1	0	140	2	3	0	0	2	0	221	73	0	403
2012	50217	Pradilla de Ebro	323	3	2	0	169	1	1	0	1	1	0	232	53	1	555
2012	50218	Puebla de Albortón	175	0	0	0	2	0	0	0	0	4	0	38	32	0	213
2012	50219	Puebla de Alfindén (La)	2571	1184	53	9	921	3	3	56	4	2	1	2699	460	3	5270
2012	50220	Puendeluna	68	1	0	0	53	1	1	0	0	1	0	74	17	0	142
2012	50221	Purujosa	31	0	0	0	22	0	0	0	1	1	0	183	159	0	214
2012	50222	Quinto	1000	23	12	3	320	3	6	1	3	8	1	752	372	0	1752
2012	50223	Remolinos	556	5	5	1	217	2	3	0	1	2	0	297	61	0	853
2012	50224	Retascón	58	0	0	0	67	0	0	0	0	2	0	77	8	0	135
2012	50225	Ricla	1189	264	20	1	396	1	6	2	0	1	0	1060	367	2	2249
2012	50227	Romanos	154	0	0	0	9	0	1	0	0	2	0	18	6	0	172
2012	50228	Rueda de Jalón	249	0	0	0	91	1	1	2	0	1	0	119	23	0	368
2012	50229	Ruesca	84	0	0	0	1	0	0	0	0	1	0	18	16	0	102
2012	50230	Sádaba	1042	122	11	3	95	6	5	3	3	5	0	523	266	4	1565
2012	50231	Salillas de Jalón	264	0	1	1	121	0	1	0	1	1	0	202	76	0	466
2012	50232	Salvatierra de Esca	341	8	1	0	1	2	1	0	1	2	0	78	62	0	419
2012	50233	Samper del Salz	115	1	0	1	62	1	0	0	3	1	0	87	17	1	202
2012	50234	San Martín de la Virgen de Moncayo	338	12	1	2	203	1	2	0	0	1	1	417	193	1	755
2012	50235	San Mateo de Gállego	1698	355	25	0	267	2	11	4	2	1	1	2005	1337	0	3703
2012	50236	Santa Cruz de Grío	240	0	0	0	174	2	0	1	2	3	0	202	20	0	442
2012	50237	Santa Cruz de Moncayo	92	0	0	1	64	0	4	0	0	1	0	113	43	0	205
2012	50238	Santa Eulalia de Gállego	192	4	1	2	35	0	1	0	0	1	0	76	32	0	268
2012	50239	Santed	136	0	0	0	3	1	1	0	0	2	0	13	6	0	149
2012	50240	Sástago	849	17	9	4	178	1	3	1	0	4	0	297	79	1	1146
2012	50241	Saviñán	603	13	8	0	36	0	4	1	2	4	0	99	31	0	702
2012	50242	Sediles	92	0	0	0	73	1	0	0	0	1	0	78	3	0	170
2012	50243	Sestrica	665	16	3	0	15	1	1	1	3	3	0	92	49	0	757
2012	50244	Sierra de Luna	189	1	0	1	152	1	1	0	1	0	0	214	56	1	403
2012	50245	Sigüés	142	0	2	2	109	1	0	0	0	4	0	136	18	0	278
2012	50246	Sisamón	146	0	0	1	148	1	0	0	1	2	0	229	76	0	375
2012	50247	Sobradiel	468	70	8	0	46	0	2	0	1	1	0	326	197	1	794
2012	50248	Sos del Rey Católico	783	98	6	9	14	1	2	0	1	6	0	224	87	0	1007
2012	50249	Tabuenca	562	1	0	0	140	0	0	0	1	4	0	212	66	0	774
2012	50250	Talamantes	112	0	1	0	83	0	0	0	0	2	0	110	24	0	222
2012	50251	Tarazona	7677	1397	208	10	1319	11	18	29	2	19	2	3513	489	9	11190
2012	50252	Tauste	3612	1090	121	8	482	7	7	30	4	7	2	2408	644	6	6020
2012	50253	Terrer	553	12	1	0	15	1	0	0	1	1	0	154	123	0	707
2012	50254	Tierga	197	0	1	0	187	1	0	2	0	2	1	226	32	0	423
2012	50255	Tobed	282	72	2	0	46	2	4	0	1	1	0	172	44	0	454
2012	50256	Torralba de los Frailes	292	0	0	0	3	1	1	0	1	3	0	60	51	0	352
2012	50257	Torralba de Ribota	203	0	0	0	101	1	0	0	0	4	0	133	27	0	336
2012	50258	Torralbilla	198	0	0	0	5	0	0	0	0	3	0	29	21	0	227
2012	50259	Torrehermosa	162	3	0	0	18	1	0	0	0	1	0	68	45	0	230
2012	50260	Torrelapaja	76	0	0	0	46	1	0	0	1	1	0	54	5	0	130
2012	50261	Torrellas	225	12	1	3	153	1	2	0	1	2	0	288	112	1	513
2012	50262	Torres de Berrellén	780	112	10	2	106	2	3	1	2	2	0	378	137	1	1158
2012	50263	Torrijo de la Cañada	427	3	1	1	195	2	2	0	0	2	0	316	110	0	743
2012	50264	Tosos	384	0	0	0	2	1	0	0	1	2	0	23	17	0	407
2012	50265	Trasmoz	86	0	0	0	95	1	0	0	0	1	0	120	23	0	206
2012	50266	Trasobares	510	0	0	0	1	2	0	2	1	2	0	48	40	0	558
2012	50267	Uncastillo	704	13	6	2	182	1	3	1	1	4	0	371	155	3	1075
2012	50268	Undués de Lerda	35	0	0	0	106	0	0	0	0	2	0	124	16	0	159
2012	50269	Urrea de Jalón	284	0	2	1	113	1	0	1	0	1	0	150	29	2	434
2012	50270	Urriés	58	0	0	0	95	1	0	0	0	1	0	117	20	0	175
2012	50271	Used	513	0	0	0	48	0	1	0	3	1	0	108	55	0	621
2012	50272	Utebo	7872	4023	467	6	461	6	10	136	3	1	2	5501	382	4	13373
2012	50273	Valdehorna	57	0	0	0	63	1	0	0	1	1	0	82	16	0	139
2012	50274	Val de San Martín	145	0	0	0	1	1	1	0	0	1	0	29	24	1	174
2012	50275	Valmadrid	96	0	0	0	7	0	0	0	1	2	0	15	5	0	111
2012	50276	Valpalmas	119	0	0	1	68	1	1	0	0	1	0	100	28	0	219
2012	50277	Valtorres	202	0	0	0	1	1	0	0	1	2	0	64	59	0	266
2012	50278	Velilla de Ebro	229	0	0	0	56	1	1	0	1	1	0	120	60	0	349
2012	50279	Velilla de Jiloca	135	0	1	0	118	0	1	1	0	2	0	168	45	0	303
2012	50280	Vera de Moncayo	629	2	0	0	5	1	0	0	1	7	0	38	21	1	667
2012	50281	Vierlas	70	0	0	0	51	0	0	1	0	1	0	61	8	0	131
2012	50282	Vilueña (La)	119	0	0	0	53	1	0	0	1	2	0	76	19	0	195
2012	50283	Villadoz	161	0	0	0	2	0	0	0	0	1	0	18	15	0	179
2012	50284	Villafeliche	366	34	0	2	3	1	1	1	0	4	0	97	51	0	463
2012	50285	Villafranca de Ebro	555	12	5	1	17	0	1	0	0	2	0	101	62	1	656
2012	50286	Villalba de Perejil	65	0	1	0	31	1	0	0	0	1	0	41	7	0	106
2012	50287	Villalengua	283	3	0	0	206	0	1	0	0	1	0	326	115	0	609
2012	50288	Villanueva de Gállego	2010	591	44	3	438	4	5	36	2	1	0	1660	533	3	3670
2012	50289	Villanueva de Jiloca	238	0	0	0	3	1	1	0	1	1	0	34	27	0	272
2012	50290	Villanueva de Huerva	582	0	1	0	17	2	0	1	1	3	0	91	66	0	673
2012	50291	Villar de los Navarros	405	0	1	0	5	0	0	0	2	3	0	39	28	0	444
2012	50292	Villarreal de Huerva	197	1	0	0	30	1	1	0	0	1	0	97	63	0	294
2012	50293	Villarroya de la Sierra	1044	3	2	1	9	1	1	2	2	2	0	87	64	0	1131
2012	50294	Villarroya del Campo	90	0	0	0	52	0	2	0	0	1	0	130	75	0	220
2012	50295	Vistabella	270	0	0	0	4	1	0	0	1	3	0	16	7	0	286
2012	50296	Zaida (La)	329	4	3	0	113	0	3	1	0	1	0	172	46	1	501
2012	50297	Zaragoza	316272	125401	20189	487	17084	460	313	5592	98	171	29	176067	5887	356	492339
