Total viviendas	Viviendas con calefacción	Viviendas con agua corriente	Viviendas con agua caliente central	Viviendas con evacuación de aguas residuales	Viviendas con cuarto de aseo con inodoro	Viviendas con disponibilidad de ducha o bañera	Viviendas con tendido telefónico	Municipio nombre	Provincia codigo	Municipio codigo	Viviendas con acceso a internet
62,8696746667	28,0435080647	62,8696746667	58,6949310198	62,8696746667	61,9222904859	60,0660351021	40,448272969	Campillo de Aragón	50	50071	1,869273363
148,0324594876	123,1353018465	148,0324594876	109,290843439	146,4326368803	147,2686918501	148,0324594876	146,4326368803	Campo	22	22074	73,8069250373
81,0333116873	61,4383797996	81,0333116873	75,1988233523	81,0333116873	81,0333116873	80,079412979	68,6737061837	Camporrells	22	22075	37,1897076945
152,9657953749	125,2728004726	152,9657953749		152,9657953749	152,9657953749	152,9657953749	141,4306277777	Canal de Berdún	22	22076	62,1444053082
173,3833185517	123,6641839778	173,3833185517	173,3833185517	173,3833185517	173,3833185517	173,3833185517	173,3833185517	Candasnos	22	22077	68,4054047895
311,3355920848	222,5440403636	311,3355920848	226,1263875278	301,8447881551	311,3355920848	311,3355920848	301,8447881551	Canfranc	22	22078	120,1825108863
272,1028984088	203,0604812549	272,1028984088	268,8453959676	272,1028984088	272,1028984088	266,6999374346	257,983836233	Cantavieja	44	44059	90,2360819414
76,6546579857	63,5562003208	76,6546579857	69,0047581771	76,6546579857	76,6546579857	76,6546579857	76,6546579857	Capdesaso	22	22079	27,1797084311
152,1174670138	129,2584454977	152,1174670138	126,4450585838	152,1174670138	152,1174670138	147,0984390334	149,1419991395	Capella	22	22080	45,2447076713
84,5779209196	51,0122337386	84,5779209196	68,712437892	84,5779209196	84,5779209196	83,5200069342	55,5584967211	Carenas	50	50072	3,3348232666
1327,5577482175	1128,5723440194	1327,5577482175	388,9447188596	1327,5577482175	1318,3136200127	1327,5577482175	1327,5577482175	Cariñena	50	50073	591,0916791937
124,7550940328	88,7483326173	124,7550940328	80,199558371	124,7550940328	124,7550940328	124,7550940328	111,1095233561	Casbas de Huesca	22	22081	17,4271321975
41,5999668276	23,5041198634	41,5999668276	38,6246365143	41,5999668276	41,5999668276	38,3155493859	20,3556527392	Cascante del Río	44	44064	0,7560389954
3525,4479752686	2631,3188026719	3525,4479752686	1487,2324998906	3375,8069954724	3525,4479752686	3525,4479752686	3154,2682525248	Caspe	50	50074	1855,7242183065
39,0289523238	16,2658932531	39,0289523238		39,0289523238	39,0289523238	39,0289523238	39,0289523238	Castejón de Alarba	50	50075	1,2941151092
61,1288905601	41,7109893306	61,1288905601	17,48254066	61,1288905601	61,1288905601	61,1288905601	61,1288905601	Castejón de las Armas	50	50076	10,2354701928
252,036011673	153,5306242023	252,036011673	90,1627673312	252,036011673	252,036011673	249,5200491924	204,0841083263	Castejón de Monegros	22	22083	99,8358055285
291,9285981846	282,8250975559	291,9285981846	47,6404231901	285,9483980577	291,9285981846	291,9285981846	282,4380798881	Castejón de Sos	22	22084	165,9307501698
29,4011891223	1,3323685694	29,4011891223	13,6123210908	29,4011891223	29,4011891223	26,9029363858	29,4011891223	Castejón de Tornos	44	44065	
118,4719286535	83,5110637842	118,4719286535	110,1108529353	118,4719286535	118,4719286535	117,4889836313	101,4740556783	Castejón de Valdejasa	50	50077	26,3883671778
132,5893056647	105,7053246348	132,5893056647	130,8708240529	132,5893056647	132,5893056647	131,0064370635	132,5893056647	Castejón del Puente	22	22082	65,5517398871
50,0503397016	43,1599970068	50,0503397016	3,8875373513	50,0503397016	50,0503397016	48,8518393804	42,5142573858	Castel de Cabra	44	44066	18,8015240724
51,3948451618	26,2086597529	51,3948451618	48,0781606004	51,3948451618	51,3948451618	51,3948451618	51,3948451618	Castelflorite	22	22085	18,2247846804
25,0836747152	21,6959643585	25,0836747152	21,2305211992	24,1442304726	25,0836747152	25,0836747152	24,1442304726	Castellar (El)	44	44070	7,7107588103
332,8169406895	218,3198774361	332,8169406895	259,6317094818	305,3716999723	332,8169406895	319,1997964617	238,7970303605	Castellote	44	44071	93,3813605681
69,9905182446	27,2820286174	69,9905182446	67,2949880718	69,9905182446	69,9905182446	69,1037655422	46,4692723003	Castelnou	44	44067	21,3596709128
301,3324358336	236,6167756537	301,3324358336	282,0633447905	291,8912605047	301,3324358336	301,3324358336	269,3567819262	Castelserás	44	44068	155,7328518143
108,774072237	79,3391444604	108,774072237	27,0050333457	87,9787192111	108,774072237	107,4771096423	81,4181741203	Castiello de Jaca	22	22086	59,0307019627
40,8462941625	28,1417435622	40,8462941625	27,3819577878	40,8462941625	40,8462941625	40,8462941625	28,3133656406	Castigaleu	22	22087	8,4427289958
142,3136145739	106,7067776058	142,3136145739	78,1809728803	129,4024357663	142,3136145739	136,9168772079	99,4188846927	Castiliscar	50	50078	38,6039707051
89,1481651671	71,3199911233	89,1481651671	33,3406136	89,1481651671	89,1481651671	89,1481651671	89,1481651671	Castillazuelo	22	22088	30,5692375567
143,4764407087	105,3454914243	143,4764407087	134,2609686226	140,0608281158	143,4764407087	141,8430336952	140,0608281158	Castillonroy	22	22089	71,6896364446
20,5328194227	1,7831144079	20,5328194227	15,8136401738	17,968789127	20,5328194227	18,3776704695	15,7377147003	Cañada de Benatanduz	44	44060	
43,4861940831	15,4369399782	43,4861940831	27,5418752155	43,4861940831	43,4861940831	41,8704576833	43,4861940831	Cañada de Verich (La)	44	44061	12,3210042442
19,2312194549	10,2885496636	19,2312194549	18,285629431	19,2312194549	19,2312194549	19,2312194549	17,1113833794	Cañada Vellida	44	44062	3,5966864499
35,5335645617	22,3434404842	35,5335645617	16,6414536767	26,1869932315	34,266543306	35,5335645617	12,0628138164	Cañizar del Olivar	44	44063	8,8305362045
206,7286492224	176,1062409662	206,7286492224	99,5706450915	206,7286492224	206,7286492224	203,2077851582	206,7286492224	Cedrillas	44	44074	97,236511378
138,408786881	102,3902979918	138,408786881	99,5867362734	138,408786881	138,408786881	137,0717749418	138,408786881	Celadas	44	44075	27,586164811
1125,2579373012	1016,7690919512	1125,2579373012	797,7610431868	1116,9498825022	1125,2579373012	1116,1705228715	1116,9498825022	Cella	44	44076	461,9018055968
42,5353276656	26,1529847709	42,5353276656	9,6377525759	42,5353276656	42,5353276656	42,5353276656	42,5353276656	Cerollera (La)	44	44077	1,205956834
142,61808093	81,6660500545	142,61808093	76,1003072352	142,61808093	141,4454945097	140,073448698	140,3949024214	Cervera de la Cañada	50	50079	35,030954938
23,1595148051	5,7837621424	23,1595148051	4,399229378	18,6809702464	23,1595148051	23,1595148051	15,5562321896	Cerveruela	50	50080	0,9453433356
286,8700158455	199,7916205623	286,8700158455	207,5767439092	286,8700158455	286,8700158455	286,8700158455	286,8700158455	Cetina	50	50081	90,8964170521
42,4332795272	35,1789745879	42,4332795272	25,0122032149	42,4332795272	42,4332795272	42,4332795272	42,4332795272	Chalamera	22	22094	19,669474496
135,614844544	131,8473643359	135,614844544	135,614844544	135,614844544	135,614844544	134,0856429233	135,614844544	Chimillas	22	22096	85,2102572995
175,6620563196	110,0228158369	175,6620563196	64,4109599302	173,7696841467	175,6620563196	175,6620563196	173,7696841467	Chiprana	50	50092	76,2174351251
64,5901199141	44,4223288371	64,5901199141	2,6843442274	63,6162981106	63,1297310109	63,1297310109	56,4171763218	Chodes	50	50093	20,0851105767
41,9919598307	30,8372516878	41,9919598307	3,8852492808	41,9919598307	41,9919598307	41,9919598307	41,9919598307	Chía	22	22095	3,1879967646
51,9233290355	30,8367769496	51,9233290355	9,852418357	51,9233290355	51,9233290355	51,9233290355	44,0436588947	Cimballa	50	50082	4,5510481847
45,3904798918	15,5408146217	45,3904798918	43,0881801113	45,3904798918	45,3171372277	45,3904798918	15,2152768951	Cinco Olivas	50	50083	16,141209879
54,7411670822	23,6249320936	54,7411670822	54,7411670822	54,7411670822	54,7411670822	54,7411670822	45,432308537	Clarés de Ribota	50	50084	1,9661259111
101,1587401843	42,0106752497	101,1587401843	89,577278755	101,1587401843	98,045846203	97,0765301449	73,1891860935	Codo	50	50085	18,9587740516
106,3355187489	65,5999032466	106,3355187489	66,2561496341	106,3355187489	106,3355187489	101,8642783876	106,3355187489	Codos	50	50086	26,3283655325
154,7036495089	87,2893520332	154,7036495089	57,3401232184	154,7036495089	154,7036495089	154,7036495089	93,4251177949	Codoñera (La)	44	44080	48,7471158148
66,8424113057	33,4768233043	66,8424113057	13,3810490183	62,6991881862	66,8424113057	66,8424113057	53,9392984297	Colungo	22	22090	12,3294666366
16,4368728059	10,0090443212	16,4368728059	4,5446573795	16,4368728059	16,4368728059	16,4368728059	16,4368728059	Contamina	50	50087	5,8218031246
45,2468857594	16,1646754101	45,2468857594	22,6910935658	43,137688773	45,2468857594	45,2468857594	43,137688773	Corbalán	44	44082	6,5795673859
31,717301941	17,4872691056	31,717301941	0,6757971818	31,717301941	31,717301941	31,717301941	24,2572923308	Cortes de Aragón	44	44084	5,8319678879
27,1668113888	19,3705315411	27,1668113888	22,4425314988	27,1668113888	27,1668113888	27,1668113888	27,1668113888	Cosa	44	44085	2,8280686716
178,7845236381	130,7912555344	176,1679497249	60,1217880984	178,7845236381	178,7845236381	173,1325586265	175,6760956115	Cosuenda	50	50088	77,6776372068
223,162203862	137,5041426748	223,162203862	78,9140595078	223,162203862	223,162203862	223,162203862	221,0166917193	Cretas	44	44086	115,9059348027
34,1946977255	16,9436737066	34,1946977255	22,8556388864	32,5707548708	34,1946977255	34,1946977255	32,5707548708	Crivillén	44	44087	13,0801125659
4079,1853001079	3918,8902957336	4079,1853001079	286,9348644735	4079,1853001079	4079,1853001079	4079,1853001079	4070,8888089035	Cuarte de Huerva	50	50089	3127,534747082
20,2387213722	13,0888795138	20,2387213722	2,418611969	20,2387213722	20,2387213722	20,2387213722	20,2387213722	Cuba (La)	44	44088	7,726355522
81,3734110798	51,0639534444	81,3734110798	27,604162552	81,3202506051	81,3734110798	81,3734110798	76,2519414237	Cubel	50	50090	24,1300520683
29,5320679415	9,0059934726	29,5320679415	1,3481004925	23,284048943	29,5320679415	28,183967449	5,0212774769	Cubla	44	44089	
48,4964268988	16,0897066207	48,4964268988	47,1291480539	48,4964268988	48,4964268988	47,0640431948	28,8521985435	Cucalón	44	44090	13,5977621615
31,998033562	17,9226437196	31,998033562	28,2336238724	31,998033562	31,998033562	31,998033562	23,9539082498	Cuerlas (Las)	50	50091	1,4812035682
44,5023485154	27,8115681886	44,5023485154	37,5406078559	44,5023485154	44,5023485154	43,357529611	26,5625468488	Cuervo (El)	44	44092	9,0231171996
51,8406981039	41,9138367035	51,8406981039	14,28894763	51,8406981039	50,4835500732	51,8406981039	51,8406981039	Cuevas de Almudén	44	44093	16,3949892219
53,624470439	40,1824503813	53,624470439	35,9817557455	53,624470439	53,624470439	49,7571980085	47,8138533552	Cuevas Labradas	44	44094	18,9134663337
899,9931058824	820,6475028805	899,9931058824	588,5947243322	894,5288211379	899,9931058824	895,0714869466	840,02832618	Daroca	50	50094	480,7084590222
6361,5066590721	5727,3692623442	6361,5066590721	2323,8312325671	6095,6050908244	6361,5066590721	6332,5915943271	6058,8978759661	Ejea de los Caballeros	50	50095	3270,9160276711
83,3982021307	67,1441935825	83,3982021307	5,2548510149	76,65570281	83,3982021307	81,9836528059	65,8093580559	Ejulve	44	44096	20,5391634572
23,6288141136	3,5078707856	23,6288141136	16,8844876065	18,1282036282	23,6288141136	23,6288141136	18,1282036282	Embid de Ariza	50	50096	1,2437160217
113,9975177389	61,3127499293	113,9975177389	93,6459872275	113,9975177389	113,9975177389	113,9975177389	113,9975177389	Encinacorba	50	50098	14,4832633781
163,3539425806	86,6668776779	163,3539425806	134,8969276848	163,3539425806	163,3539425806	162,0772366295	163,3539425806	Erla	50	50100	70,1498933122
492,9001379291	156,438558065	492,9001379291	478,5179454659	484,5850789872	492,9001379291	483,6074078829	449,7363945859	Escatrón	50	50101	157,3088175113
84,5076141107	41,8479799012	83,0467448222	18,1832250777	84,5076141107	83,0467448222	81,3208363793	84,5076141107	Escorihuela	44	44097	9,0723277226
347,108371606	297,5963736785	347,108371606	37,0085475725	345,1446073611	347,108371606	347,108371606	345,1446073611	Escucha	44	44099	176,0238292478
245,3752355697	199,5320152605	245,3752355697	209,1781143086	245,3752355697	242,8377273623	245,3752355697	245,3752355697	Esplús	22	22099	107,7653077814
92,7496782699	57,1805176168	92,7496782699	58,4181269733	92,7496782699	92,7496782699	92,7496782699	92,7496782699	Estada	22	22102	36,0751896498
314,0207558053	270,6649153413	314,0207558053	181,6073944669	311,5120167842	311,3316025726	308,9484181242	311,5120167842	Estadilla	22	22103	190,8125515671
92,244215596	57,0786283977	92,244215596	50,1840925823	86,3758447925	92,244215596	90,6770128162	86,3758447925	Estercuel	44	44100	24,0845875322
67,3993492141	51,3045445866	67,3993492141	62,5480424485	67,3993492141	66,2729429042	66,2729429042	66,0877817604	Estopiñán del Castillo	22	22105	23,3069134333
512,2897166516	354,0503597943	512,2897166516	416,658393565	483,3600747688	512,2897166516	509,8188173861	399,9039554325	Fabara	50	50102	223,0652071788
11,9309298316	10,0661683602	11,9309298316	9,4640140117	9,4640140117	11,9309298316	11,9309298316	11,9309298316	Fago	22	22106	8,5524670303
63,7775317014	39,4599162135	63,7775317014	36,3132914025	63,7775317014	63,7775317014	63,7775317014	41,8740317617	Fanlo	22	22107	22,6439091113
151,8367495781	119,5938488385	151,8367495781	138,8104456539	151,8367495781	151,8367495781	151,8367495781	139,2059456373	Farlete	50	50104	54,1181550656
68,4590287915	39,5640387531	68,4590287915	10,1301088963	68,4590287915	68,4590287915	68,4590287915	64,4765361389	Fayos (Los)	50	50106	6,0788388134
171,8240777971	133,0288241761	171,8240777971	71,1280928501	169,183903596	171,8240777971	171,8240777971	166,0049373384	Fayón	50	50105	69,2823063333
33,5531151145	20,4790419797	33,5531151145	32,0398457911	33,5531151145	33,5531151145	33,5531151145	22,4536717283	Ferreruela de Huerva	44	44101	6,1248550122
487,6550774933	450,681135669	487,6550774933	2,7559129095	487,6550774933	487,6550774933	487,6550774933	487,6550774933	Figueruelas	50	50107	259,8769180993
119,3494736342	79,6032655745	119,3494736342		110,8725195439	119,3494736342	119,3494736342	110,8725195439	Fiscal	22	22109	62,939889709
24,7149245278	16,1865195721	24,7149245278	18,259349769	21,6399018377	24,7149245278	24,7149245278	18,16508186	Fombuena	50	50108	
13,615000617	10,099163983	13,615000617		10,5036555154	13,615000617	13,615000617	10,5036555154	Fonfría	44	44102	0,9583351457
398,3091774257	294,1857492507	398,3091774257	390,7167399152	398,3091774257	396,3721507762	394,9135050484	398,3091774257	Fonz	22	22110	153,3074354574
66,874155982	60,2658130448	66,874155982	50,1753578693	66,874155982	66,874155982	66,874155982	66,874155982	Foradada del Toscar	22	22111	32,0576954883
67,5542197227	52,8892425507	67,5542197227	44,4915740731	67,5542197227	66,0763118366	66,0763118366	64,2969833707	Formiche Alto	44	44103	10,5103867283
99,1198222517	47,719257285	99,1198222517	75,4292750414	93,5749210109	99,1198222517	95,7045515584	77,8389367105	Fortanete	44	44106	38,4750469156
120,6885998061	73,8569864683	120,6885998061	95,4677332051	117,9800464951	120,6885998061	120,6885998061	91,2345004151	Foz-Calanda	44	44107	49,5700798824
5279,3467856949	4006,8517030879	5279,3467856949	2937,2673584508	4997,3315164649	5279,3467856949	5255,6093484157	4945,6387688959	Fraga	22	22112	2810,9220993725
42,5221115268	27,4390700515	42,5221115268	3,725233856	42,5221115268	42,5221115268	42,5221115268	42,5221115268	Frago (El)	50	50109	
228,8087035222	172,8904651188	228,8087035222	65,0473671677	228,8087035222	225,5024207707	222,1961380192	205,3795796238	Frasno (El)	50	50110	70,7444833602
206,9455075779	118,5067994077	206,9455075779	11,3193603835	204,731876213	206,9455075779	206,9455075779	199,5658109392	Fresneda (La)	44	44108	72,9278662243
91,8307313763	72,5955882732	91,8307313763	26,2229355936	91,2361342137	91,8307313763	91,8307313763	91,2361342137	Fréscano	50	50111	37,1473873753
57,7294250291	24,7750011563	57,7294250291	40,4399140302	57,7294250291	57,7294250291	55,9100845035	57,7294250291	Frías de Albarracín	44	44109	15,101495406
337,6591485679	247,5872019248	337,6591485679	153,4732042436	337,6591485679	337,6591485679	315,5502160079	320,4389216289	Fuendejalón	50	50113	157,8121539757
76,3432111733	50,9410761383	76,3432111733	28,7948156667	76,3432111733	76,3432111733	76,3432111733	76,3432111733	Fuendetodos	50	50114	25,7201108761
27,0596793593	12,4211761232	27,0596793593	27,0596793593	27,0596793593	27,0596793593	27,0596793593	18,1979911067	Fuenferrada	44	44110	4,7582183828
44,6039088465	25,1303774271	44,6039088465	23,5710749889	44,6039088465	43,7122219344	43,7122219344	44,6039088465	Fuentes Calientes	44	44111	13,2177352557
256,5775886492	193,2310986041	256,5775886492	234,3153403999	251,0764043429	250,854394192	247,7912651051	182,2876941345	Fuentes Claras	44	44112	85,3994256171
1724,0575800984	1485,1918598495	1724,0575800984	858,2485579622	1622,7632196067	1724,0575800984	1724,0575800984	1580,3104066133	Fuentes de Ebro	50	50115	964,1691977866
137,9465484124	72,3431514727	137,9465484124	75,2730125198	137,9465484124	137,9465484124	137,9465484124	135,2344543827	Fuentes de Jiloca	50	50116	32,430699027
53,5342185263	29,1452967589	48,3890668746	43,6609477203	52,5307840191	47,2497284391	51,915283333	41,7463950944	Fuentes de Rubielos	44	44113	9,9601657326
134,8415571391	84,7954832309	133,4877061171	53,6806150913	134,8415571391	134,8415571391	133,5048017449	134,8415571391	Fuentespalda	44	44114	45,6682426698
204,8520982363	157,8409267055	204,8520982363	12,6731982842	204,8520982363	202,8479127894	202,8479127894	204,8520982363	Fueva (La)	22	22113	92,2354755373
49,1016008547	25,1109231876	49,1016008547	35,8078125106	49,1016008547	49,1016008547	47,6631829465	44,873139792	Fórnoles	44	44105	8,9509918596
59,4910968375	37,6570512715	59,4910968375	49,7979177093	59,4910968375	56,9567745846	59,4910968375	53,9278891498	Gallocanta	50	50117	14,1647081808
1153,5937979798	985,9623776417	1153,5937979798	477,7302656391	1115,6942741694	1153,5937979798	1118,1650794158	1107,434665332	Gallur	50	50118	535,0149836324
67,7126974539	48,5803024727	67,7126974539	60,5611117827	67,7126974539	62,2290422678	65,6448767773	65,2842237017	Galve	44	44115	13,2410926818
46,6866538395	44,5612295992	46,6866538395	29,5791182312	45,147348798	46,6866538395	45,8651116395	31,7677635583	Gargallo	44	44116	24,1820337095
165,9840104225	134,2966989977	165,9840104225	146,3409392688	165,9840104225	165,9840104225	163,2125613146	165,9840104225	Gea de Albarracín	44	44117	57,8097419026
478,1203229312	339,7861477004	474,0347744165	321,760551054	478,1203229312	478,1203229312	476,4327297324	478,1203229312	Gelsa	50	50119	196,8904732296
95,3655140077	67,9463190032	94,2831293231	7,8450290146	95,3655140077	95,3655140077	95,3655140077	91,7816358416	Ginebrosa (La)	44	44118	30,0660272606
67,7821261435	48,687447781	67,7821261435	60,0469465537	67,7821261435	67,7821261435	67,7821261435	67,7821261435	Gistaín	22	22114	25,3676655648
22	12,2594878031	22	22	22	20,5610422702	20,2349022491	22	Godojos	50	50120	3,6540905519
151,4834712246	131,9710424402	151,4834712246	144,7804262769	150,0835133701	151,4834712246	147,582561149	144,9458019221	Gotor	50	50121	57,3683054784
175,4107720672	131,1867572132	175,4107720672	124,3830019199	175,4107720672	173,2589429904	173,5297804654	175,4107720672	Grado (El)	22	22115	74,6345368908
1465,973179429	1253,0878420075	1465,973179429	604,9166945465	1465,973179429	1465,973179429	1449,7999907141	1392,751661047	Graus	22	22117	736,558488313
728,9569245448	599,479213243	724,4356178063	478,6518053789	728,9569245448	728,9569245448	728,9569245448	720,649578866	Grañén	22	22116	331,6775365151
61,2797734779	40,5748320733	61,2797734779	58,455643714	61,2797734779	61,2797734779	61,2797734779	54,9959239012	Griegos	44	44119	7,847073926
50,3524552367	29,4845951473	50,3524552367		50,3524552367	50,3524552367	49,2830440088	50,3524552367	Grisel	50	50122	18,5921267313
218,0565037614	140,3505447778	218,0565037614		218,0565037614	218,0565037614	218,0565037614	218,0565037614	Grisén	50	50123	125,0448924987
105,6327521743	78,7623989171	105,6327521743	95,2832145837	105,6327521743	105,6327521743	103,8295946755	81,7526226955	Guadalaviar	44	44120	30,1050003046
695,3874650698	560,2105157625	687,7635599929	658,4695035512	695,3874650698	695,3874650698	695,3874650698	695,3874650698	Gurrea de Gállego	22	22119	306,9251365899
29,5011633082	17,449287084	29,5011633082	21,4975484665	29,5011633082	29,5011633082	29,5011633082	28,6142986264	Gúdar	44	44121	12,1310784606
247,3313582789	157,2914779251	247,3313582789	202,5685539745	247,3313582789	247,3313582789	242,2992978525	150,3205955591	Herrera de los Navarros	50	50124	72,803535517
56,9650458167	35,1767506513	56,9650458167	53,7414629134	56,9650458167	55,5168921803	56,9650458167	56,9650458167	Hinojosa de Jarque	44	44123	11,5473833334
25,6104588596	16,1092075208	25,6104588596	1,3550931309	25,6104588596	25,6104588596	25,6104588596	25,6104588596	Hoz de Jaca	22	22122	6,9035818194
39,481887253	15,8047005216	39,481887253	1,1583507218	37,6540302826	39,481887253	39,481887253	26,3471479723	Hoz de la Vieja (La)	44	44124	2,0815472777
82,0889416013	62,2988503711	82,0889416013	59,3729115679	71,421781405	82,0889416013	82,0889416013	71,421781405	Hoz y Costeán	22	22908	20,5419710454
94,9638097154	66,2144399398	94,9638097154	66,8209969009	93,8427651303	94,9638097154	89,952541563	93,8427651303	Huerto	22	22124	24,2048390044
47,8681389968	15,8377363499	47,8681389968	44,2684261243	45,533367497	45,533367497	45,533367497	45,533367497	Huesa del Común	44	44125	5,545017128
20786,3409791359	19435,8777699155	20786,3409791359	8450,3958687888	20715,1278450177	20743,3320018408	20721,1962010313	20613,509917337	Huesca	22	22125	12146,2940218371
724,9287257089	549,110796191	724,9287257089	347,0751620024	724,9287257089	724,9287257089	718,3615297643	718,5174732132	Híjar	44	44122	356,0051119879
202,9660765984	151,3702265584	200,6187221647	188,58352415	198,5553048251	202,9660765984	197,9345548032	146,0546382884	Ibdes	50	50125	75,8006938878
47,5505487432	27,5585637648	47,5505487432	27,4993087277	47,5505487432	45,0488548725	45,0488548725	42,0493526381	Ibieca	22	22126	
190,6840520318	116,1653339135	190,6840520318	67,2597935087	186,239831817	190,6840520318	185,2135761238	156,7165645484	Iglesuela del Cid (La)	44	44126	66,7981363802
233,1599801739	222,5007760479	233,1599801739	229,7984751566	231,6524434569	228,1090528472	227,5056236915	231,6524434569	Igriés	22	22127	155,5142969354
83,6971380446	60,2263069733	83,6971380446	67,0059954089	83,6971380446	83,6971380446	83,6971380446	79,8131796756	Ilche	22	22128	19,0112058822
1218,1952542582	937,514509842	1218,1952542582	699,9241963652	1186,1014238652	1189,9962802162	1208,5622627167	1133,697916626	Illueca	50	50126	523,5224871059
14,7237740015	12,4817487871	14,7237740015	14,7237740015	14,7237740015	14,7237740015	14,7237740015	14,7237740015	Isuerre	50	50128	
113,4774384549	91,9371594271	113,4774384549	62,1590390053	111,4041555939	112,4443990283	113,4774384549	107,4524859623	Isábena	22	22129	34,0678840519
40,3738148118	10,6115404112	40,3738148118	38,7100153656	38,7100153656	40,3738148118	40,3738148118	25,9618136595	Jabaloyas	44	44127	
5294,7604520437	5004,8406488608	5283,8658014777	1934,9592306533	5145,2472141653	5281,4965849937	5294,7604520437	5145,2472141653	Jaca	22	22130	2966,0653241791
142,1279919908	122,097783826	137,4439624917	52,4582629342	142,1279919908	138,6133672725	140,4322905542	142,1279919908	Jaraba	50	50129	61,873969025
200,4922960611	159,3414746566	200,4922960611	173,1743992566	194,1130905161	200,4922960611	200,4922960611	186,2400483882	Jarque	50	50130	62,5009048324
38,0723101111	27,7846685863	38,0723101111	1,3432698645	26,0463969289	38,0723101111	38,0723101111	26,0463969289	Jarque de la Val	44	44128	5,8217856846
56,2577007716	40,6451208887	56,2577007716	34,3957843318	56,2577007716	55,1715164332	56,2577007716	47,5859745925	Jasa	22	22131	26,5577855548
21,3702656362	11,364454461	21,3702656362	17,5492927382	21,3702656362	21,3702656362	21,3702656362	21,3702656362	Jatiel	44	44129	6,2276846057
115,7172453252	85,7529576489	115,7172453252	63,197518925	115,7172453252	115,7172453252	113,7601627223	111,4297933554	Jaulín	50	50131	19,1221300155
19,3865479299	7,6254650689	19,3865479299	2,1374121181	19,3865479299	19,3865479299	19,3865479299	17,1587653579	Jorcas	44	44130	2,8743781251
14,9706267489	3,886238158	14,9706267489		14,2430926931	14,9706267489	14,9706267489	14,2430926931	Josa	44	44131	0,6665386386
327,4883916315	288,8279022757	327,4883916315	1,7744501514	327,4883916315	327,4883916315	327,4883916315	327,4883916315	Joyosa (La)	50	50132	241,79090267
60,7673062675	44,0970258556	60,7673062675	40,5083712882	51,3155385068	60,7673062675	60,7673062675	50,1812950324	Labuerda	22	22133	30,3578874658
69,3766369636	19,5684886075	69,3766369636		69,3766369636	69,3766369636	69,3766369636	69,3766369636	Lagata	50	50133	8,7465576578
39,4347520145	31,2541762055	39,4347520145	37,5284542016	39,4347520145	39,4347520145	39,4347520145	33,8341801631	Lagueruela	44	44132	4,1529107184
86,8846754886	72,5013026436	86,8846754886	2,2987729095	86,8846754886	86,8846754886	85,0980598379	79,5919251035	Laluenga	22	22135	37,0438440424
447,2543841011	357,7419520797	447,2543841011	326,3835284446	447,2543841011	447,2543841011	441,8409039576	447,2543841011	Lalueza	22	22136	132,1560479387
527,2123696705	430,9066181675	527,2123696705	511,3792716849	527,2123696705	527,2123696705	527,2123696705	492,184735638	Lanaja	22	22137	147,9005140021
75,0949337856	51,2274322776	75,0949337856	61,15420265	75,0949337856	73,6334713237	70,7351038011	75,0949337856	Langa del Castillo	50	50134	4,1997194093
15,5906392004	3,4853280019	15,5906392004	15,5906392004	15,5906392004	15,5906392004	15,5906392004	15,5906392004	Lanzuela	44	44133	
35,7522180113	30,6563933553	35,7522180113	2,7492420586	35,7522180113	34,6380129898	34,6380129898	26,4876802444	Laperdiguera	22	22139	21,9961254528
60,0662478015	50,2673309476	60,0662478015	2,8467771486	60,0662478015	60,0662478015	60,0662478015	60,0662478015	Lascellas-Ponzano	22	22141	11,6159885609
54,7555089816	44,3052535547	54,7555089816	47,3439623049	54,7555089816	54,7555089816	53,3194232532	53,2824796929	Lascuarre	22	22142	20,1932779664
151,0392281687	107,5612861142	151,0392281687	66,6223957918	76,8892771632	151,0392281687	151,0392281687	76,8892771632	Laspaúles	22	22143	38,8160535176
122,7152533581	95,3124935005	120,9118282653	66,6587835443	122,7152533581	120,9118282653	120,9118282653	122,7152533581	Laspuña	22	22144	51,9336126347
47,0211285424	37,5939956677	47,0211285424	23,6163380662	40,691897219	47,0211285424	47,0211285424	36,0719689618	Layana	50	50135	18,6635920648
18,8212456908	15,5338579918	18,8212456908	13,5386195992	18,8212456908	18,8212456908	18,8212456908	18,8212456908	Lechón	50	50138	11,060883159
524,6004482352	471,3388928611	524,6004482352	412,6583250864	497,4291333912	519,9795242157	519,9795242157	423,7210920284	Leciñena	50	50137	287,2081644959
143,9256095129	70,4271031486	143,9256095129	10,2382511977	141,9957875302	143,9256095129	143,9256095129	141,9957875302	Letux	50	50139	32,6694586707
82,0355143029	41,4669599342	82,0355143029	26,1358035193	79,0811282935	82,0355143029	82,0355143029	56,6618129192	Libros	44	44135	11,3034653753
21,0724649009	12,4561988687	21,0724649009	20,2195975514	20,2195975514	21,0724649009	21,0724649009	13,3998278339	Lidón	44	44136	1,8386060583
115,2675892751	50,0556146897	114,2567818458	100,0539595781	111,1422497399	115,2675892751	114,5138145068	107,9539711045	Linares de Mora	44	44137	22,6548593059
85,268887937	36,3707731749	85,268887937	24,2988057472	85,268887937	84,2388593097	83,2088306824	83,7782957304	Litago	50	50140	20,4831866408
