Mes y año	Mes (código)	Sección (1 letra) código	Sección (1 letra) descripción	Sexo	Número de contratos	Provincia código	Provincia nombre	Clasificación
Noviembre 2014	201411	Q	Actividades sanitarias y de servicios sociales	Hombres	15	44	Teruel	CNAE - 2009
Noviembre 2014	201411	Q	Actividades sanitarias y de servicios sociales	Mujeres	87	44	Teruel	CNAE - 2009
Noviembre 2014	201411	R	Actividades artísticas, recreativas y de entretenimiento	Hombres	76	44	Teruel	CNAE - 2009
Noviembre 2014	201411	R	Actividades artísticas, recreativas y de entretenimiento	Mujeres	59	44	Teruel	CNAE - 2009
Noviembre 2014	201411	S	Otros servicios	Hombres	9	44	Teruel	CNAE - 2009
Noviembre 2014	201411	S	Otros servicios	Mujeres	20	44	Teruel	CNAE - 2009
Noviembre 2014	201411	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Hombres	1	44	Teruel	CNAE - 2009
Noviembre 2014	201411	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	28	44	Teruel	CNAE - 2009
Noviembre 2014	201411	A	Agricultura, ganadería, silvicultura y pesca	Hombres	1147	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	292	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	B	Industrias extractivas	Hombres	10	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	C	Industria manufacturera	Hombres	3707	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	C	Industria manufacturera	Mujeres	1411	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Hombres	7	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Mujeres	1	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	134	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Mujeres	20	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	F	Construcción	Hombres	1040	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	F	Construcción	Mujeres	59	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Hombres	1538	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Mujeres	1778	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	H	Transporte y almacenamiento	Hombres	1393	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	H	Transporte y almacenamiento	Mujeres	507	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	I	Hostelería	Hombres	1454	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	I	Hostelería	Mujeres	2169	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	J	Información y comunicaciones	Hombres	178	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	J	Información y comunicaciones	Mujeres	112	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	K	Actividades financieras y de seguros	Hombres	19	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	K	Actividades financieras y de seguros	Mujeres	55	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	L	Actividades inmobiliarias	Hombres	28	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	L	Actividades inmobiliarias	Mujeres	29	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	M	Actividades profesionales, científicas y técnicas	Hombres	353	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	M	Actividades profesionales, científicas y técnicas	Mujeres	401	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	N	Actividades administrativas y servicios auxiliares	Hombres	1623	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	N	Actividades administrativas y servicios auxiliares	Mujeres	2225	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	O	Administración Pública y defensa; Seguridad Social obligatoria	Hombres	98	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	O	Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	167	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	P	Educación	Hombres	407	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	P	Educación	Mujeres	639	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	Q	Actividades sanitarias y de servicios sociales	Hombres	206	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	Q	Actividades sanitarias y de servicios sociales	Mujeres	1247	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	R	Actividades artísticas, recreativas y de entretenimiento	Hombres	498	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	R	Actividades artísticas, recreativas y de entretenimiento	Mujeres	342	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	S	Otros servicios	Hombres	254	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	S	Otros servicios	Mujeres	674	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Hombres	48	50	Zaragoza	CNAE - 2009
Noviembre 2014	201411	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	495	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	A	Agricultura, ganadería, silvicultura y pesca	Hombres	548	22	Huesca	CNAE - 2009
Octubre 2014	201410	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	128	22	Huesca	CNAE - 2009
Octubre 2014	201410	B	Industrias extractivas	Hombres	4	22	Huesca	CNAE - 2009
Octubre 2014	201410	C	Industria manufacturera	Hombres	437	22	Huesca	CNAE - 2009
Octubre 2014	201410	C	Industria manufacturera	Mujeres	193	22	Huesca	CNAE - 2009
Octubre 2014	201410	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Hombres	7	22	Huesca	CNAE - 2009
Octubre 2014	201410	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Mujeres	2	22	Huesca	CNAE - 2009
Octubre 2014	201410	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	18	22	Huesca	CNAE - 2009
Octubre 2014	201410	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Mujeres	7	22	Huesca	CNAE - 2009
Octubre 2014	201410	F	Construcción	Hombres	413	22	Huesca	CNAE - 2009
Octubre 2014	201410	F	Construcción	Mujeres	11	22	Huesca	CNAE - 2009
Octubre 2014	201410	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Hombres	211	22	Huesca	CNAE - 2009
Octubre 2014	201410	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Mujeres	330	22	Huesca	CNAE - 2009
Octubre 2014	201410	H	Transporte y almacenamiento	Hombres	136	22	Huesca	CNAE - 2009
Octubre 2014	201410	H	Transporte y almacenamiento	Mujeres	77	22	Huesca	CNAE - 2009
Octubre 2014	201410	I	Hostelería	Hombres	512	22	Huesca	CNAE - 2009
Octubre 2014	201410	I	Hostelería	Mujeres	864	22	Huesca	CNAE - 2009
Octubre 2014	201410	J	Información y comunicaciones	Hombres	13	22	Huesca	CNAE - 2009
Octubre 2014	201410	J	Información y comunicaciones	Mujeres	14	22	Huesca	CNAE - 2009
Octubre 2014	201410	K	Actividades financieras y de seguros	Hombres	6	22	Huesca	CNAE - 2009
Octubre 2014	201410	K	Actividades financieras y de seguros	Mujeres	25	22	Huesca	CNAE - 2009
Octubre 2014	201410	L	Actividades inmobiliarias	Hombres	3	22	Huesca	CNAE - 2009
Octubre 2014	201410	L	Actividades inmobiliarias	Mujeres	4	22	Huesca	CNAE - 2009
Octubre 2014	201410	M	Actividades profesionales, científicas y técnicas	Hombres	101	22	Huesca	CNAE - 2009
Octubre 2014	201410	M	Actividades profesionales, científicas y técnicas	Mujeres	80	22	Huesca	CNAE - 2009
Octubre 2014	201410	N	Actividades administrativas y servicios auxiliares	Hombres	168	22	Huesca	CNAE - 2009
Octubre 2014	201410	N	Actividades administrativas y servicios auxiliares	Mujeres	282	22	Huesca	CNAE - 2009
Octubre 2014	201410	O	Administración Pública y defensa; Seguridad Social obligatoria	Hombres	76	22	Huesca	CNAE - 2009
Octubre 2014	201410	O	Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	87	22	Huesca	CNAE - 2009
Octubre 2014	201410	P	Educación	Hombres	101	22	Huesca	CNAE - 2009
Octubre 2014	201410	P	Educación	Mujeres	219	22	Huesca	CNAE - 2009
Octubre 2014	201410	Q	Actividades sanitarias y de servicios sociales	Hombres	48	22	Huesca	CNAE - 2009
Octubre 2014	201410	Q	Actividades sanitarias y de servicios sociales	Mujeres	265	22	Huesca	CNAE - 2009
Octubre 2014	201410	R	Actividades artísticas, recreativas y de entretenimiento	Hombres	244	22	Huesca	CNAE - 2009
Octubre 2014	201410	R	Actividades artísticas, recreativas y de entretenimiento	Mujeres	104	22	Huesca	CNAE - 2009
Octubre 2014	201410	S	Otros servicios	Hombres	23	22	Huesca	CNAE - 2009
Octubre 2014	201410	S	Otros servicios	Mujeres	77	22	Huesca	CNAE - 2009
Octubre 2014	201410	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Hombres	5	22	Huesca	CNAE - 2009
Octubre 2014	201410	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	114	22	Huesca	CNAE - 2009
Octubre 2014	201410	A	Agricultura, ganadería, silvicultura y pesca	Hombres	200	44	Teruel	CNAE - 2009
Octubre 2014	201410	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	15	44	Teruel	CNAE - 2009
Octubre 2014	201410	B	Industrias extractivas	Hombres	11	44	Teruel	CNAE - 2009
Octubre 2014	201410	B	Industrias extractivas	Mujeres	1	44	Teruel	CNAE - 2009
Octubre 2014	201410	C	Industria manufacturera	Hombres	710	44	Teruel	CNAE - 2009
Octubre 2014	201410	C	Industria manufacturera	Mujeres	119	44	Teruel	CNAE - 2009
Octubre 2014	201410	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	25	44	Teruel	CNAE - 2009
Octubre 2014	201410	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Mujeres	1	44	Teruel	CNAE - 2009
Octubre 2014	201410	F	Construcción	Hombres	225	44	Teruel	CNAE - 2009
Octubre 2014	201410	F	Construcción	Mujeres	16	44	Teruel	CNAE - 2009
Octubre 2014	201410	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Hombres	92	44	Teruel	CNAE - 2009
Octubre 2014	201410	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Mujeres	145	44	Teruel	CNAE - 2009
Octubre 2014	201410	H	Transporte y almacenamiento	Hombres	89	44	Teruel	CNAE - 2009
Octubre 2014	201410	H	Transporte y almacenamiento	Mujeres	51	44	Teruel	CNAE - 2009
Octubre 2014	201410	I	Hostelería	Hombres	236	44	Teruel	CNAE - 2009
Octubre 2014	201410	I	Hostelería	Mujeres	426	44	Teruel	CNAE - 2009
Octubre 2014	201410	J	Información y comunicaciones	Hombres	14	44	Teruel	CNAE - 2009
Octubre 2014	201410	J	Información y comunicaciones	Mujeres	4	44	Teruel	CNAE - 2009
Octubre 2014	201410	K	Actividades financieras y de seguros	Hombres	4	44	Teruel	CNAE - 2009
Octubre 2014	201410	K	Actividades financieras y de seguros	Mujeres	12	44	Teruel	CNAE - 2009
Octubre 2014	201410	L	Actividades inmobiliarias	Mujeres	1	44	Teruel	CNAE - 2009
Octubre 2014	201410	M	Actividades profesionales, científicas y técnicas	Hombres	7	44	Teruel	CNAE - 2009
Octubre 2014	201410	M	Actividades profesionales, científicas y técnicas	Mujeres	13	44	Teruel	CNAE - 2009
Octubre 2014	201410	N	Actividades administrativas y servicios auxiliares	Hombres	90	44	Teruel	CNAE - 2009
Octubre 2014	201410	N	Actividades administrativas y servicios auxiliares	Mujeres	105	44	Teruel	CNAE - 2009
Octubre 2014	201410	O	Administración Pública y defensa; Seguridad Social obligatoria	Hombres	80	44	Teruel	CNAE - 2009
Octubre 2014	201410	O	Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	84	44	Teruel	CNAE - 2009
Octubre 2014	201410	P	Educación	Hombres	31	44	Teruel	CNAE - 2009
Octubre 2014	201410	P	Educación	Mujeres	53	44	Teruel	CNAE - 2009
Octubre 2014	201410	Q	Actividades sanitarias y de servicios sociales	Hombres	28	44	Teruel	CNAE - 2009
Octubre 2014	201410	Q	Actividades sanitarias y de servicios sociales	Mujeres	118	44	Teruel	CNAE - 2009
Octubre 2014	201410	R	Actividades artísticas, recreativas y de entretenimiento	Hombres	144	44	Teruel	CNAE - 2009
Octubre 2014	201410	R	Actividades artísticas, recreativas y de entretenimiento	Mujeres	109	44	Teruel	CNAE - 2009
Octubre 2014	201410	S	Otros servicios	Hombres	6	44	Teruel	CNAE - 2009
Octubre 2014	201410	S	Otros servicios	Mujeres	23	44	Teruel	CNAE - 2009
Octubre 2014	201410	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	33	44	Teruel	CNAE - 2009
Octubre 2014	201410	A	Agricultura, ganadería, silvicultura y pesca	Hombres	1800	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	423	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	B	Industrias extractivas	Hombres	13	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	C	Industria manufacturera	Hombres	4354	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	C	Industria manufacturera	Mujeres	1610	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Hombres	11	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Mujeres	2	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	177	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Mujeres	42	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	F	Construcción	Hombres	1246	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	F	Construcción	Mujeres	67	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Hombres	1642	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Mujeres	2057	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	H	Transporte y almacenamiento	Hombres	1350	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	H	Transporte y almacenamiento	Mujeres	447	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	I	Hostelería	Hombres	2399	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	I	Hostelería	Mujeres	3214	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	J	Información y comunicaciones	Hombres	278	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	J	Información y comunicaciones	Mujeres	124	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	K	Actividades financieras y de seguros	Hombres	33	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	K	Actividades financieras y de seguros	Mujeres	71	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	L	Actividades inmobiliarias	Hombres	33	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	L	Actividades inmobiliarias	Mujeres	35	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	M	Actividades profesionales, científicas y técnicas	Hombres	442	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	M	Actividades profesionales, científicas y técnicas	Mujeres	559	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	N	Actividades administrativas y servicios auxiliares	Hombres	1739	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	N	Actividades administrativas y servicios auxiliares	Mujeres	2513	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	O	Administración Pública y defensa; Seguridad Social obligatoria	Hombres	210	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	O	Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	210	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	P	Educación	Hombres	839	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	P	Educación	Mujeres	1375	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	Q	Actividades sanitarias y de servicios sociales	Hombres	264	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	Q	Actividades sanitarias y de servicios sociales	Mujeres	1311	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	R	Actividades artísticas, recreativas y de entretenimiento	Hombres	1063	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	R	Actividades artísticas, recreativas y de entretenimiento	Mujeres	612	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	S	Otros servicios	Hombres	322	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	S	Otros servicios	Mujeres	831	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Hombres	69	50	Zaragoza	CNAE - 2009
Octubre 2014	201410	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	498	50	Zaragoza	CNAE - 2009
Septiembre 2014	201409	A	Agricultura, ganadería, silvicultura y pesca	Hombres	754	22	Huesca	CNAE - 2009
Septiembre 2014	201409	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	87	22	Huesca	CNAE - 2009
Septiembre 2014	201409	C	Industria manufacturera	Hombres	275	22	Huesca	CNAE - 2009
Septiembre 2014	201409	C	Industria manufacturera	Mujeres	109	22	Huesca	CNAE - 2009
Septiembre 2014	201409	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Hombres	6	22	Huesca	CNAE - 2009
Septiembre 2014	201409	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Mujeres	3	22	Huesca	CNAE - 2009
Septiembre 2014	201409	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	17	22	Huesca	CNAE - 2009
Septiembre 2014	201409	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Mujeres	6	22	Huesca	CNAE - 2009
Septiembre 2014	201409	F	Construcción	Hombres	399	22	Huesca	CNAE - 2009
Septiembre 2014	201409	F	Construcción	Mujeres	17	22	Huesca	CNAE - 2009
Septiembre 2014	201409	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Hombres	193	22	Huesca	CNAE - 2009
Septiembre 2014	201409	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Mujeres	261	22	Huesca	CNAE - 2009
Septiembre 2014	201409	H	Transporte y almacenamiento	Hombres	197	22	Huesca	CNAE - 2009
Septiembre 2014	201409	H	Transporte y almacenamiento	Mujeres	160	22	Huesca	CNAE - 2009
Septiembre 2014	201409	I	Hostelería	Hombres	716	22	Huesca	CNAE - 2009
Septiembre 2014	201409	I	Hostelería	Mujeres	1064	22	Huesca	CNAE - 2009
Septiembre 2014	201409	J	Información y comunicaciones	Hombres	8	22	Huesca	CNAE - 2009
Septiembre 2014	201409	J	Información y comunicaciones	Mujeres	6	22	Huesca	CNAE - 2009
Septiembre 2014	201409	K	Actividades financieras y de seguros	Hombres	3	22	Huesca	CNAE - 2009
Septiembre 2014	201409	K	Actividades financieras y de seguros	Mujeres	8	22	Huesca	CNAE - 2009
Septiembre 2014	201409	L	Actividades inmobiliarias	Hombres	4	22	Huesca	CNAE - 2009
Septiembre 2014	201409	L	Actividades inmobiliarias	Mujeres	5	22	Huesca	CNAE - 2009
Septiembre 2014	201409	M	Actividades profesionales, científicas y técnicas	Hombres	95	22	Huesca	CNAE - 2009
Septiembre 2014	201409	M	Actividades profesionales, científicas y técnicas	Mujeres	45	22	Huesca	CNAE - 2009
Septiembre 2014	201409	N	Actividades administrativas y servicios auxiliares	Hombres	201	22	Huesca	CNAE - 2009
Septiembre 2014	201409	N	Actividades administrativas y servicios auxiliares	Mujeres	304	22	Huesca	CNAE - 2009
Septiembre 2014	201409	O	Administración Pública y defensa; Seguridad Social obligatoria	Hombres	66	22	Huesca	CNAE - 2009
Septiembre 2014	201409	O	Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	96	22	Huesca	CNAE - 2009
Septiembre 2014	201409	P	Educación	Hombres	74	22	Huesca	CNAE - 2009
Septiembre 2014	201409	P	Educación	Mujeres	190	22	Huesca	CNAE - 2009
Septiembre 2014	201409	Q	Actividades sanitarias y de servicios sociales	Hombres	41	22	Huesca	CNAE - 2009
Septiembre 2014	201409	Q	Actividades sanitarias y de servicios sociales	Mujeres	262	22	Huesca	CNAE - 2009
Septiembre 2014	201409	R	Actividades artísticas, recreativas y de entretenimiento	Hombres	319	22	Huesca	CNAE - 2009
Septiembre 2014	201409	R	Actividades artísticas, recreativas y de entretenimiento	Mujeres	120	22	Huesca	CNAE - 2009
Septiembre 2014	201409	S	Otros servicios	Hombres	15	22	Huesca	CNAE - 2009
Septiembre 2014	201409	S	Otros servicios	Mujeres	66	22	Huesca	CNAE - 2009
Septiembre 2014	201409	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Hombres	8	22	Huesca	CNAE - 2009
Septiembre 2014	201409	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	95	22	Huesca	CNAE - 2009
Septiembre 2014	201409	A	Agricultura, ganadería, silvicultura y pesca	Hombres	249	44	Teruel	CNAE - 2009
Septiembre 2014	201409	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	79	44	Teruel	CNAE - 2009
Septiembre 2014	201409	B	Industrias extractivas	Hombres	18	44	Teruel	CNAE - 2009
Septiembre 2014	201409	B	Industrias extractivas	Mujeres	2	44	Teruel	CNAE - 2009
Septiembre 2014	201409	C	Industria manufacturera	Hombres	820	44	Teruel	CNAE - 2009
Septiembre 2014	201409	C	Industria manufacturera	Mujeres	108	44	Teruel	CNAE - 2009
Septiembre 2014	201409	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	4	44	Teruel	CNAE - 2009
Septiembre 2014	201409	F	Construcción	Hombres	227	44	Teruel	CNAE - 2009
Septiembre 2014	201409	F	Construcción	Mujeres	13	44	Teruel	CNAE - 2009
Septiembre 2014	201409	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Hombres	104	44	Teruel	CNAE - 2009
Septiembre 2014	201409	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Mujeres	174	44	Teruel	CNAE - 2009
Septiembre 2014	201409	H	Transporte y almacenamiento	Hombres	130	44	Teruel	CNAE - 2009
Septiembre 2014	201409	H	Transporte y almacenamiento	Mujeres	81	44	Teruel	CNAE - 2009
Septiembre 2014	201409	I	Hostelería	Hombres	381	44	Teruel	CNAE - 2009
Septiembre 2014	201409	I	Hostelería	Mujeres	508	44	Teruel	CNAE - 2009
Septiembre 2014	201409	J	Información y comunicaciones	Hombres	7	44	Teruel	CNAE - 2009
Septiembre 2014	201409	J	Información y comunicaciones	Mujeres	13	44	Teruel	CNAE - 2009
Septiembre 2014	201409	K	Actividades financieras y de seguros	Hombres	6	44	Teruel	CNAE - 2009
Septiembre 2014	201409	K	Actividades financieras y de seguros	Mujeres	9	44	Teruel	CNAE - 2009
Septiembre 2014	201409	M	Actividades profesionales, científicas y técnicas	Hombres	10	44	Teruel	CNAE - 2009
Septiembre 2014	201409	M	Actividades profesionales, científicas y técnicas	Mujeres	29	44	Teruel	CNAE - 2009
Septiembre 2014	201409	N	Actividades administrativas y servicios auxiliares	Hombres	103	44	Teruel	CNAE - 2009
Septiembre 2014	201409	N	Actividades administrativas y servicios auxiliares	Mujeres	100	44	Teruel	CNAE - 2009
Septiembre 2014	201409	O	Administración Pública y defensa; Seguridad Social obligatoria	Hombres	110	44	Teruel	CNAE - 2009
Septiembre 2014	201409	O	Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	120	44	Teruel	CNAE - 2009
Septiembre 2014	201409	P	Educación	Hombres	25	44	Teruel	CNAE - 2009
Septiembre 2014	201409	P	Educación	Mujeres	64	44	Teruel	CNAE - 2009
Septiembre 2014	201409	Q	Actividades sanitarias y de servicios sociales	Hombres	27	44	Teruel	CNAE - 2009
Septiembre 2014	201409	Q	Actividades sanitarias y de servicios sociales	Mujeres	97	44	Teruel	CNAE - 2009
Septiembre 2014	201409	R	Actividades artísticas, recreativas y de entretenimiento	Hombres	207	44	Teruel	CNAE - 2009
Septiembre 2014	201409	R	Actividades artísticas, recreativas y de entretenimiento	Mujeres	152	44	Teruel	CNAE - 2009
Septiembre 2014	201409	S	Otros servicios	Hombres	30	44	Teruel	CNAE - 2009
Septiembre 2014	201409	S	Otros servicios	Mujeres	52	44	Teruel	CNAE - 2009
Septiembre 2014	201409	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Hombres	4	44	Teruel	CNAE - 2009
Septiembre 2014	201409	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	43	44	Teruel	CNAE - 2009
Septiembre 2014	201409	A	Agricultura, ganadería, silvicultura y pesca	Hombres	3909	50	Zaragoza	CNAE - 2009
Septiembre 2014	201409	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	945	50	Zaragoza	CNAE - 2009
Septiembre 2014	201409	B	Industrias extractivas	Hombres	13	50	Zaragoza	CNAE - 2009
Septiembre 2014	201409	B	Industrias extractivas	Mujeres	1	50	Zaragoza	CNAE - 2009
Septiembre 2014	201409	C	Industria manufacturera	Hombres	4667	50	Zaragoza	CNAE - 2009
Septiembre 2014	201409	C	Industria manufacturera	Mujeres	1772	50	Zaragoza	CNAE - 2009
Septiembre 2014	201409	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Hombres	5	50	Zaragoza	CNAE - 2009
Septiembre 2014	201409	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	83	50	Zaragoza	CNAE - 2009
Septiembre 2014	201409	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Mujeres	38	50	Zaragoza	CNAE - 2009
Septiembre 2014	201409	F	Construcción	Hombres	1225	50	Zaragoza	CNAE - 2009
Septiembre 2014	201409	F	Construcción	Mujeres	60	50	Zaragoza	CNAE - 2009
Septiembre 2014	201409	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Hombres	1694	50	Zaragoza	CNAE - 2009
Septiembre 2014	201409	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Mujeres	1812	50	Zaragoza	CNAE - 2009
Septiembre 2014	201409	H	Transporte y almacenamiento	Hombres	1444	50	Zaragoza	CNAE - 2009
Septiembre 2014	201409	H	Transporte y almacenamiento	Mujeres	400	50	Zaragoza	CNAE - 2009
Septiembre 2014	201409	I	Hostelería	Hombres	2449	50	Zaragoza	CNAE - 2009
Septiembre 2014	201409	I	Hostelería	Mujeres	2881	50	Zaragoza	CNAE - 2009
