Comarca código	Comarca nombre	Sexo	Nacionalidad Continente codigo	Nacionalidad Continente	Año	Saldo migratorio
27	Andorra-Sierra de Arcos	Hombres	3	América	2018	-1
27	Andorra-Sierra de Arcos	Hombres	4	Asia	2018	3
27	Andorra-Sierra de Arcos	Mujeres	1	Europa	2018	-93
27	Andorra-Sierra de Arcos	Mujeres	2	África	2018	7
27	Andorra-Sierra de Arcos	Mujeres	3	América	2018	5
27	Andorra-Sierra de Arcos	Mujeres	4	Asia	2018	-1
28	Bajo Aragón	Hombres	1	Europa	2018	53
28	Bajo Aragón	Hombres	2	África	2018	10
28	Bajo Aragón	Hombres	3	América	2018	1
28	Bajo Aragón	Hombres	4	Asia	2018	2
28	Bajo Aragón	Hombres	5	Otros continentes	2018	1
28	Bajo Aragón	Mujeres	1	Europa	2018	40
28	Bajo Aragón	Mujeres	2	África	2018	24
28	Bajo Aragón	Mujeres	3	América	2018	12
28	Bajo Aragón	Mujeres	4	Asia	2018	-1
28	Bajo Aragón	Mujeres	5	Otros continentes	2018	1
29	Comunidad de Teruel	Hombres	1	Europa	2018	138
29	Comunidad de Teruel	Hombres	2	África	2018	51
29	Comunidad de Teruel	Hombres	3	América	2018	51
29	Comunidad de Teruel	Hombres	4	Asia	2018	13
29	Comunidad de Teruel	Hombres	5	Otros continentes	2018	-1
29	Comunidad de Teruel	Mujeres	1	Europa	2018	110
29	Comunidad de Teruel	Mujeres	2	África	2018	29
29	Comunidad de Teruel	Mujeres	3	América	2018	92
29	Comunidad de Teruel	Mujeres	4	Asia	2018	-3
29	Comunidad de Teruel	Mujeres	5	Otros continentes	2018	1
30	Maestrazgo	Hombres	1	Europa	2018	16
30	Maestrazgo	Hombres	2	África	2018	3
30	Maestrazgo	Hombres	3	América	2018	-1
30	Maestrazgo	Hombres	4	Asia	2018	-6
30	Maestrazgo	Mujeres	1	Europa	2018	10
30	Maestrazgo	Mujeres	2	África	2018	-1
30	Maestrazgo	Mujeres	3	América	2018	-3
30	Maestrazgo	Mujeres	4	Asia	2018	-6
31	Sierra de Albarracín	Hombres	1	Europa	2018	7
31	Sierra de Albarracín	Hombres	2	África	2018	1
31	Sierra de Albarracín	Hombres	3	América	2018	4
31	Sierra de Albarracín	Mujeres	1	Europa	2018	-24
31	Sierra de Albarracín	Mujeres	2	África	2018	-1
31	Sierra de Albarracín	Mujeres	3	América	2018	10
32	Gúdar-Javalambre	Hombres	1	Europa	2018	26
32	Gúdar-Javalambre	Hombres	2	África	2018	5
32	Gúdar-Javalambre	Hombres	3	América	2018	9
32	Gúdar-Javalambre	Hombres	4	Asia	2018	0
32	Gúdar-Javalambre	Mujeres	1	Europa	2018	12
32	Gúdar-Javalambre	Mujeres	2	África	2018	3
32	Gúdar-Javalambre	Mujeres	3	América	2018	6
32	Gúdar-Javalambre	Mujeres	4	Asia	2018	-1
33	Matarraña / Matarranya	Hombres	1	Europa	2018	31
33	Matarraña / Matarranya	Hombres	2	África	2018	21
33	Matarraña / Matarranya	Hombres	3	América	2018	0
33	Matarraña / Matarranya	Hombres	4	Asia	2018	-2
33	Matarraña / Matarranya	Mujeres	1	Europa	2018	9
33	Matarraña / Matarranya	Mujeres	2	África	2018	1
33	Matarraña / Matarranya	Mujeres	3	América	2018	7
33	Matarraña / Matarranya	Mujeres	4	Asia	2018	6
01	La Jacetania	Hombres	1	Europa	2017	-69
01	La Jacetania	Hombres	2	África	2017	-1
01	La Jacetania	Hombres	3	América	2017	19
01	La Jacetania	Hombres	4	Asia	2017	0
01	La Jacetania	Mujeres	1	Europa	2017	-20
01	La Jacetania	Mujeres	2	África	2017	2
01	La Jacetania	Mujeres	3	América	2017	24
01	La Jacetania	Mujeres	4	Asia	2017	-2
02	Alto Gállego	Hombres	1	Europa	2017	-48
02	Alto Gállego	Hombres	2	África	2017	1
02	Alto Gállego	Hombres	3	América	2017	15
02	Alto Gállego	Hombres	4	Asia	2017	1
02	Alto Gállego	Mujeres	1	Europa	2017	-27
02	Alto Gállego	Mujeres	2	África	2017	-4
02	Alto Gállego	Mujeres	3	América	2017	23
03	Sobrarbe	Hombres	1	Europa	2017	29
03	Sobrarbe	Hombres	2	África	2017	2
03	Sobrarbe	Hombres	3	América	2017	3
03	Sobrarbe	Hombres	5	Otros continentes	2017	2
03	Sobrarbe	Mujeres	1	Europa	2017	19
03	Sobrarbe	Mujeres	2	África	2017	5
03	Sobrarbe	Mujeres	3	América	2017	13
03	Sobrarbe	Mujeres	4	Asia	2017	-1
03	Sobrarbe	Mujeres	5	Otros continentes	2017	1
04	La Ribagorza	Hombres	1	Europa	2017	4
04	La Ribagorza	Hombres	2	África	2017	3
04	La Ribagorza	Hombres	3	América	2017	-12
04	La Ribagorza	Hombres	4	Asia	2017	0
04	La Ribagorza	Hombres	5	Otros continentes	2017	1
04	La Ribagorza	Mujeres	1	Europa	2017	29
04	La Ribagorza	Mujeres	2	África	2017	0
04	La Ribagorza	Mujeres	3	América	2017	8
04	La Ribagorza	Mujeres	4	Asia	2017	1
04	La Ribagorza	Mujeres	5	Otros continentes	2017	8
05	Cinco Villas	Hombres	1	Europa	2017	30
05	Cinco Villas	Hombres	2	África	2017	24
05	Cinco Villas	Hombres	3	América	2017	2
05	Cinco Villas	Hombres	4	Asia	2017	-5
05	Cinco Villas	Mujeres	1	Europa	2017	-25
05	Cinco Villas	Mujeres	2	África	2017	27
05	Cinco Villas	Mujeres	3	América	2017	-2
05	Cinco Villas	Mujeres	4	Asia	2017	-2
06	Hoya de Huesca / Plana de Uesca	Hombres	1	Europa	2017	-61
06	Hoya de Huesca / Plana de Uesca	Hombres	2	África	2017	55
06	Hoya de Huesca / Plana de Uesca	Hombres	3	América	2017	59
06	Hoya de Huesca / Plana de Uesca	Hombres	4	Asia	2017	22
06	Hoya de Huesca / Plana de Uesca	Hombres	5	Otros continentes	2017	2
06	Hoya de Huesca / Plana de Uesca	Mujeres	1	Europa	2017	-5
06	Hoya de Huesca / Plana de Uesca	Mujeres	2	África	2017	37
06	Hoya de Huesca / Plana de Uesca	Mujeres	3	América	2017	87
06	Hoya de Huesca / Plana de Uesca	Mujeres	4	Asia	2017	22
06	Hoya de Huesca / Plana de Uesca	Mujeres	5	Otros continentes	2017	0
07	Somontano de Barbastro	Hombres	1	Europa	2017	-9
07	Somontano de Barbastro	Hombres	2	África	2017	26
07	Somontano de Barbastro	Hombres	3	América	2017	14
07	Somontano de Barbastro	Hombres	4	Asia	2017	-4
07	Somontano de Barbastro	Mujeres	1	Europa	2017	-53
07	Somontano de Barbastro	Mujeres	2	África	2017	24
07	Somontano de Barbastro	Mujeres	3	América	2017	53
07	Somontano de Barbastro	Mujeres	4	Asia	2017	-7
08	Cinca Medio	Hombres	1	Europa	2017	-30
08	Cinca Medio	Hombres	2	África	2017	21
08	Cinca Medio	Hombres	3	América	2017	20
08	Cinca Medio	Hombres	4	Asia	2017	9
08	Cinca Medio	Hombres	5	Otros continentes	2017	-1
08	Cinca Medio	Mujeres	1	Europa	2017	-51
08	Cinca Medio	Mujeres	2	África	2017	2
08	Cinca Medio	Mujeres	3	América	2017	29
08	Cinca Medio	Mujeres	4	Asia	2017	-2
08	Cinca Medio	Mujeres	5	Otros continentes	2017	-1
09	La Litera / La Llitera	Hombres	1	Europa	2017	3
09	La Litera / La Llitera	Hombres	2	África	2017	52
09	La Litera / La Llitera	Hombres	3	América	2017	29
09	La Litera / La Llitera	Hombres	4	Asia	2017	0
09	La Litera / La Llitera	Hombres	5	Otros continentes	2017	4
09	La Litera / La Llitera	Mujeres	1	Europa	2017	2
09	La Litera / La Llitera	Mujeres	2	África	2017	7
09	La Litera / La Llitera	Mujeres	3	América	2017	28
09	La Litera / La Llitera	Mujeres	4	Asia	2017	2
09	La Litera / La Llitera	Mujeres	5	Otros continentes	2017	1
10	Los Monegros	Hombres	1	Europa	2017	-33
10	Los Monegros	Hombres	2	África	2017	11
10	Los Monegros	Hombres	3	América	2017	8
10	Los Monegros	Hombres	4	Asia	2017	2
10	Los Monegros	Mujeres	1	Europa	2017	-63
10	Los Monegros	Mujeres	2	África	2017	2
10	Los Monegros	Mujeres	3	América	2017	18
10	Los Monegros	Mujeres	4	Asia	2017	2
10	Los Monegros	Mujeres	5	Otros continentes	2017	0
11	Bajo Cinca / Baix Cinca	Hombres	1	Europa	2017	-68
11	Bajo Cinca / Baix Cinca	Hombres	2	África	2017	71
11	Bajo Cinca / Baix Cinca	Hombres	3	América	2017	4
11	Bajo Cinca / Baix Cinca	Hombres	4	Asia	2017	10
11	Bajo Cinca / Baix Cinca	Mujeres	1	Europa	2017	2
11	Bajo Cinca / Baix Cinca	Mujeres	2	África	2017	22
11	Bajo Cinca / Baix Cinca	Mujeres	3	América	2017	8
11	Bajo Cinca / Baix Cinca	Mujeres	4	Asia	2017	5
12	Tarazona y el Moncayo	Hombres	1	Europa	2017	12
12	Tarazona y el Moncayo	Hombres	2	África	2017	-4
12	Tarazona y el Moncayo	Hombres	3	América	2017	8
12	Tarazona y el Moncayo	Hombres	4	Asia	2017	4
12	Tarazona y el Moncayo	Mujeres	1	Europa	2017	-38
12	Tarazona y el Moncayo	Mujeres	2	África	2017	9
12	Tarazona y el Moncayo	Mujeres	3	América	2017	9
12	Tarazona y el Moncayo	Mujeres	4	Asia	2017	-4
13	Campo de Borja	Hombres	1	Europa	2017	58
13	Campo de Borja	Hombres	2	África	2017	4
13	Campo de Borja	Hombres	3	América	2017	-1
13	Campo de Borja	Hombres	4	Asia	2017	-1
13	Campo de Borja	Mujeres	1	Europa	2017	34
13	Campo de Borja	Mujeres	2	África	2017	1
13	Campo de Borja	Mujeres	3	América	2017	3
13	Campo de Borja	Mujeres	4	Asia	2017	1
14	Aranda	Hombres	1	Europa	2017	-50
14	Aranda	Hombres	2	África	2017	-5
14	Aranda	Hombres	3	América	2017	1
14	Aranda	Hombres	4	Asia	2017	1
14	Aranda	Mujeres	1	Europa	2017	-43
14	Aranda	Mujeres	2	África	2017	-1
14	Aranda	Mujeres	3	América	2017	-2
15	Ribera Alta del Ebro	Hombres	1	Europa	2017	44
15	Ribera Alta del Ebro	Hombres	2	África	2017	-2
15	Ribera Alta del Ebro	Hombres	3	América	2017	16
15	Ribera Alta del Ebro	Hombres	4	Asia	2017	1
15	Ribera Alta del Ebro	Hombres	5	Otros continentes	2017	1
15	Ribera Alta del Ebro	Mujeres	1	Europa	2017	38
15	Ribera Alta del Ebro	Mujeres	2	África	2017	-9
15	Ribera Alta del Ebro	Mujeres	3	América	2017	29
15	Ribera Alta del Ebro	Mujeres	4	Asia	2017	4
16	Valdejalón	Hombres	1	Europa	2017	182
16	Valdejalón	Hombres	2	África	2017	19
16	Valdejalón	Hombres	3	América	2017	26
16	Valdejalón	Hombres	4	Asia	2017	15
16	Valdejalón	Hombres	5	Otros continentes	2017	-1
16	Valdejalón	Mujeres	1	Europa	2017	160
16	Valdejalón	Mujeres	2	África	2017	6
16	Valdejalón	Mujeres	3	América	2017	33
16	Valdejalón	Mujeres	4	Asia	2017	3
17	Central	Hombres	1	Europa	2017	1105
17	Central	Hombres	2	África	2017	-329
17	Central	Hombres	3	América	2017	218
17	Central	Hombres	4	Asia	2017	-153
17	Central	Hombres	5	Otros continentes	2017	2
17	Central	Mujeres	1	Europa	2017	1012
17	Central	Mujeres	2	África	2017	62
17	Central	Mujeres	3	América	2017	647
17	Central	Mujeres	4	Asia	2017	-119
17	Central	Mujeres	5	Otros continentes	2017	1
18	Ribera Baja del Ebro	Hombres	1	Europa	2017	-55
18	Ribera Baja del Ebro	Hombres	2	África	2017	10
18	Ribera Baja del Ebro	Hombres	3	América	2017	3
18	Ribera Baja del Ebro	Hombres	4	Asia	2017	-1
18	Ribera Baja del Ebro	Mujeres	1	Europa	2017	-39
18	Ribera Baja del Ebro	Mujeres	2	África	2017	12
18	Ribera Baja del Ebro	Mujeres	3	América	2017	1
18	Ribera Baja del Ebro	Mujeres	4	Asia	2017	-1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	1	Europa	2017	-12
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	2	África	2017	-2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	3	América	2017	-3
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	4	Asia	2017	69
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	1	Europa	2017	12
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	2	África	2017	-1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	3	América	2017	-1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	4	Asia	2017	33
20	Comunidad de Calatayud	Hombres	1	Europa	2017	-2
20	Comunidad de Calatayud	Hombres	2	África	2017	54
20	Comunidad de Calatayud	Hombres	3	América	2017	27
20	Comunidad de Calatayud	Hombres	4	Asia	2017	17
20	Comunidad de Calatayud	Hombres	5	Otros continentes	2017	-1
20	Comunidad de Calatayud	Mujeres	1	Europa	2017	-52
20	Comunidad de Calatayud	Mujeres	2	África	2017	38
20	Comunidad de Calatayud	Mujeres	3	América	2017	47
20	Comunidad de Calatayud	Mujeres	4	Asia	2017	4
20	Comunidad de Calatayud	Mujeres	5	Otros continentes	2017	-1
21	Campo de Cariñena	Hombres	1	Europa	2017	-24
21	Campo de Cariñena	Hombres	2	África	2017	-3
21	Campo de Cariñena	Hombres	3	América	2017	-1
21	Campo de Cariñena	Hombres	4	Asia	2017	1
21	Campo de Cariñena	Mujeres	1	Europa	2017	-44
21	Campo de Cariñena	Mujeres	2	África	2017	-1
21	Campo de Cariñena	Mujeres	3	América	2017	11
22	Campo de Belchite	Hombres	1	Europa	2017	-31
22	Campo de Belchite	Hombres	2	África	2017	2
22	Campo de Belchite	Hombres	3	América	2017	3
22	Campo de Belchite	Mujeres	1	Europa	2017	-23
22	Campo de Belchite	Mujeres	2	África	2017	6
22	Campo de Belchite	Mujeres	3	América	2017	2
22	Campo de Belchite	Mujeres	5	Otros continentes	2017	-1
23	Bajo Martín	Hombres	1	Europa	2017	-9
23	Bajo Martín	Hombres	2	África	2017	16
23	Bajo Martín	Hombres	3	América	2017	3
23	Bajo Martín	Mujeres	1	Europa	2017	-19
23	Bajo Martín	Mujeres	2	África	2017	7
23	Bajo Martín	Mujeres	3	América	2017	4
24	Campo de Daroca	Hombres	1	Europa	2017	0
24	Campo de Daroca	Hombres	2	África	2017	1
24	Campo de Daroca	Hombres	3	América	2017	2
24	Campo de Daroca	Mujeres	1	Europa	2017	-30
24	Campo de Daroca	Mujeres	2	África	2017	6
24	Campo de Daroca	Mujeres	3	América	2017	1
24	Campo de Daroca	Mujeres	4	Asia	2017	-1
25	Jiloca	Hombres	1	Europa	2017	-35
25	Jiloca	Hombres	2	África	2017	11
25	Jiloca	Hombres	3	América	2017	-5
25	Jiloca	Hombres	4	Asia	2017	6
25	Jiloca	Mujeres	1	Europa	2017	-77
25	Jiloca	Mujeres	2	África	2017	15
25	Jiloca	Mujeres	3	América	2017	0
25	Jiloca	Mujeres	4	Asia	2017	0
25	Jiloca	Mujeres	5	Otros continentes	2017	1
26	Cuencas Mineras	Hombres	1	Europa	2017	-63
26	Cuencas Mineras	Hombres	2	África	2017	-7
26	Cuencas Mineras	Hombres	3	América	2017	0
26	Cuencas Mineras	Hombres	4	Asia	2017	0
26	Cuencas Mineras	Mujeres	1	Europa	2017	-41
26	Cuencas Mineras	Mujeres	2	África	2017	-5
26	Cuencas Mineras	Mujeres	3	América	2017	6
26	Cuencas Mineras	Mujeres	4	Asia	2017	-2
27	Andorra-Sierra de Arcos	Hombres	1	Europa	2017	-97
27	Andorra-Sierra de Arcos	Hombres	2	África	2017	-17
27	Andorra-Sierra de Arcos	Hombres	3	América	2017	12
27	Andorra-Sierra de Arcos	Hombres	4	Asia	2017	0
27	Andorra-Sierra de Arcos	Mujeres	1	Europa	2017	-97
27	Andorra-Sierra de Arcos	Mujeres	2	África	2017	-5
27	Andorra-Sierra de Arcos	Mujeres	3	América	2017	5
27	Andorra-Sierra de Arcos	Mujeres	4	Asia	2017	-4
28	Bajo Aragón	Hombres	1	Europa	2017	-24
28	Bajo Aragón	Hombres	2	África	2017	15
28	Bajo Aragón	Hombres	3	América	2017	-4
28	Bajo Aragón	Hombres	4	Asia	2017	7
28	Bajo Aragón	Hombres	5	Otros continentes	2017	2
28	Bajo Aragón	Mujeres	1	Europa	2017	-67
28	Bajo Aragón	Mujeres	2	África	2017	21
28	Bajo Aragón	Mujeres	3	América	2017	14
28	Bajo Aragón	Mujeres	4	Asia	2017	4
28	Bajo Aragón	Mujeres	5	Otros continentes	2017	2
29	Comunidad de Teruel	Hombres	1	Europa	2017	-36
29	Comunidad de Teruel	Hombres	2	África	2017	38
29	Comunidad de Teruel	Hombres	3	América	2017	43
29	Comunidad de Teruel	Hombres	4	Asia	2017	9
29	Comunidad de Teruel	Mujeres	1	Europa	2017	41
29	Comunidad de Teruel	Mujeres	2	África	2017	27
29	Comunidad de Teruel	Mujeres	3	América	2017	87
29	Comunidad de Teruel	Mujeres	4	Asia	2017	14
29	Comunidad de Teruel	Mujeres	5	Otros continentes	2017	-1
30	Maestrazgo	Hombres	1	Europa	2017	-11
30	Maestrazgo	Hombres	2	África	2017	0
30	Maestrazgo	Hombres	3	América	2017	4
30	Maestrazgo	Hombres	4	Asia	2017	6
30	Maestrazgo	Mujeres	1	Europa	2017	3
30	Maestrazgo	Mujeres	2	África	2017	-1
30	Maestrazgo	Mujeres	3	América	2017	4
30	Maestrazgo	Mujeres	4	Asia	2017	11
31	Sierra de Albarracín	Hombres	1	Europa	2017	-17
31	Sierra de Albarracín	Hombres	2	África	2017	0
31	Sierra de Albarracín	Hombres	3	América	2017	5
31	Sierra de Albarracín	Mujeres	1	Europa	2017	3
31	Sierra de Albarracín	Mujeres	2	África	2017	-13
31	Sierra de Albarracín	Mujeres	3	América	2017	0
32	Gúdar-Javalambre	Hombres	1	Europa	2017	-15
32	Gúdar-Javalambre	Hombres	2	África	2017	-1
32	Gúdar-Javalambre	Hombres	3	América	2017	7
32	Gúdar-Javalambre	Hombres	4	Asia	2017	3
32	Gúdar-Javalambre	Mujeres	1	Europa	2017	-17
32	Gúdar-Javalambre	Mujeres	2	África	2017	-1
32	Gúdar-Javalambre	Mujeres	3	América	2017	4
32	Gúdar-Javalambre	Mujeres	4	Asia	2017	6
33	Matarraña / Matarranya	Hombres	1	Europa	2017	-4
33	Matarraña / Matarranya	Hombres	2	África	2017	13
33	Matarraña / Matarranya	Hombres	3	América	2017	0
33	Matarraña / Matarranya	Hombres	4	Asia	2017	1
33	Matarraña / Matarranya	Hombres	5	Otros continentes	2017	-2
33	Matarraña / Matarranya	Mujeres	1	Europa	2017	9
33	Matarraña / Matarranya	Mujeres	2	África	2017	3
33	Matarraña / Matarranya	Mujeres	3	América	2017	6
33	Matarraña / Matarranya	Mujeres	4	Asia	2017	-2
01	La Jacetania	Hombres	1	Europa	2016	-22
01	La Jacetania	Hombres	2	África	2016	-1
01	La Jacetania	Hombres	3	América	2016	17
01	La Jacetania	Hombres	4	Asia	2016	-1
01	La Jacetania	Mujeres	1	Europa	2016	-50
01	La Jacetania	Mujeres	2	África	2016	6
01	La Jacetania	Mujeres	3	América	2016	41
01	La Jacetania	Mujeres	4	Asia	2016	3
02	Alto Gállego	Hombres	1	Europa	2016	-1
02	Alto Gállego	Hombres	2	África	2016	0
02	Alto Gállego	Hombres	3	América	2016	20
02	Alto Gállego	Hombres	4	Asia	2016	0
02	Alto Gállego	Mujeres	1	Europa	2016	-16
02	Alto Gállego	Mujeres	2	África	2016	2
02	Alto Gállego	Mujeres	3	América	2016	6
03	Sobrarbe	Hombres	1	Europa	2016	3
03	Sobrarbe	Hombres	2	África	2016	-2
03	Sobrarbe	Hombres	3	América	2016	8
03	Sobrarbe	Hombres	4	Asia	2016	2
03	Sobrarbe	Mujeres	1	Europa	2016	2
03	Sobrarbe	Mujeres	2	África	2016	2
03	Sobrarbe	Mujeres	3	América	2016	3
04	La Ribagorza	Hombres	1	Europa	2016	1
04	La Ribagorza	Hombres	2	África	2016	-8
04	La Ribagorza	Hombres	3	América	2016	5
04	La Ribagorza	Hombres	4	Asia	2016	2
04	La Ribagorza	Hombres	5	Otros continentes	2016	5
04	La Ribagorza	Mujeres	1	Europa	2016	12
04	La Ribagorza	Mujeres	2	África	2016	-4
04	La Ribagorza	Mujeres	3	América	2016	8
04	La Ribagorza	Mujeres	5	Otros continentes	2016	1
05	Cinco Villas	Hombres	1	Europa	2016	34
05	Cinco Villas	Hombres	2	África	2016	40
05	Cinco Villas	Hombres	3	América	2016	14
05	Cinco Villas	Hombres	4	Asia	2016	-9
05	Cinco Villas	Mujeres	1	Europa	2016	-28
05	Cinco Villas	Mujeres	2	África	2016	39
05	Cinco Villas	Mujeres	3	América	2016	9
05	Cinco Villas	Mujeres	4	Asia	2016	2
06	Hoya de Huesca / Plana de Uesca	Hombres	1	Europa	2016	-66
06	Hoya de Huesca / Plana de Uesca	Hombres	2	África	2016	-10
06	Hoya de Huesca / Plana de Uesca	Hombres	3	América	2016	74
06	Hoya de Huesca / Plana de Uesca	Hombres	4	Asia	2016	19
06	Hoya de Huesca / Plana de Uesca	Mujeres	1	Europa	2016	-95
06	Hoya de Huesca / Plana de Uesca	Mujeres	2	África	2016	10
06	Hoya de Huesca / Plana de Uesca	Mujeres	3	América	2016	94
06	Hoya de Huesca / Plana de Uesca	Mujeres	4	Asia	2016	11
06	Hoya de Huesca / Plana de Uesca	Mujeres	5	Otros continentes	2016	-2
07	Somontano de Barbastro	Hombres	1	Europa	2016	-7
07	Somontano de Barbastro	Hombres	2	África	2016	5
07	Somontano de Barbastro	Hombres	3	América	2016	-8
07	Somontano de Barbastro	Hombres	4	Asia	2016	7
07	Somontano de Barbastro	Mujeres	1	Europa	2016	20
07	Somontano de Barbastro	Mujeres	2	África	2016	4
07	Somontano de Barbastro	Mujeres	3	América	2016	9
07	Somontano de Barbastro	Mujeres	4	Asia	2016	10
08	Cinca Medio	Hombres	1	Europa	2016	-8
08	Cinca Medio	Hombres	2	África	2016	0
08	Cinca Medio	Hombres	3	América	2016	-10
08	Cinca Medio	Hombres	4	Asia	2016	-3
08	Cinca Medio	Mujeres	1	Europa	2016	-37
08	Cinca Medio	Mujeres	2	África	2016	1
08	Cinca Medio	Mujeres	3	América	2016	18
08	Cinca Medio	Mujeres	4	Asia	2016	-4
09	La Litera / La Llitera	Hombres	1	Europa	2016	-66
09	La Litera / La Llitera	Hombres	2	África	2016	36
09	La Litera / La Llitera	Hombres	3	América	2016	11
09	La Litera / La Llitera	Hombres	4	Asia	2016	3
09	La Litera / La Llitera	Mujeres	1	Europa	2016	-77
09	La Litera / La Llitera	Mujeres	2	África	2016	6
09	La Litera / La Llitera	Mujeres	3	América	2016	18
09	La Litera / La Llitera	Mujeres	4	Asia	2016	3
09	La Litera / La Llitera	Mujeres	5	Otros continentes	2016	1
10	Los Monegros	Hombres	1	Europa	2016	-58
10	Los Monegros	Hombres	2	África	2016	3
10	Los Monegros	Hombres	3	América	2016	0
10	Los Monegros	Hombres	4	Asia	2016	-2
10	Los Monegros	Hombres	5	Otros continentes	2016	1
10	Los Monegros	Mujeres	1	Europa	2016	-86
10	Los Monegros	Mujeres	2	África	2016	14
10	Los Monegros	Mujeres	3	América	2016	2
10	Los Monegros	Mujeres	4	Asia	2016	1
11	Bajo Cinca / Baix Cinca	Hombres	1	Europa	2016	14
11	Bajo Cinca / Baix Cinca	Hombres	2	África	2016	33
11	Bajo Cinca / Baix Cinca	Hombres	3	América	2016	6
11	Bajo Cinca / Baix Cinca	Hombres	4	Asia	2016	17
11	Bajo Cinca / Baix Cinca	Mujeres	1	Europa	2016	-3
11	Bajo Cinca / Baix Cinca	Mujeres	2	África	2016	23
11	Bajo Cinca / Baix Cinca	Mujeres	3	América	2016	14
11	Bajo Cinca / Baix Cinca	Mujeres	4	Asia	2016	5
12	Tarazona y el Moncayo	Hombres	1	Europa	2016	-70
12	Tarazona y el Moncayo	Hombres	2	África	2016	-13
12	Tarazona y el Moncayo	Hombres	3	América	2016	5
12	Tarazona y el Moncayo	Hombres	4	Asia	2016	-7
12	Tarazona y el Moncayo	Mujeres	1	Europa	2016	-39
12	Tarazona y el Moncayo	Mujeres	2	África	2016	-10
12	Tarazona y el Moncayo	Mujeres	3	América	2016	18
12	Tarazona y el Moncayo	Mujeres	4	Asia	2016	-4
13	Campo de Borja	Hombres	1	Europa	2016	-6
13	Campo de Borja	Hombres	2	África	2016	-10
13	Campo de Borja	Hombres	3	América	2016	-3
13	Campo de Borja	Hombres	4	Asia	2016	-2
13	Campo de Borja	Mujeres	1	Europa	2016	-16
13	Campo de Borja	Mujeres	2	África	2016	-4
13	Campo de Borja	Mujeres	3	América	2016	-2
13	Campo de Borja	Mujeres	4	Asia	2016	-2
14	Aranda	Hombres	1	Europa	2016	-30
14	Aranda	Hombres	2	África	2016	-10
14	Aranda	Hombres	3	América	2016	1
14	Aranda	Hombres	4	Asia	2016	-1
14	Aranda	Mujeres	1	Europa	2016	-42
14	Aranda	Mujeres	2	África	2016	0
14	Aranda	Mujeres	3	América	2016	1
15	Ribera Alta del Ebro	Hombres	1	Europa	2016	34
15	Ribera Alta del Ebro	Hombres	2	África	2016	13
15	Ribera Alta del Ebro	Hombres	3	América	2016	20
15	Ribera Alta del Ebro	Hombres	4	Asia	2016	0
15	Ribera Alta del Ebro	Mujeres	1	Europa	2016	79
15	Ribera Alta del Ebro	Mujeres	2	África	2016	15
15	Ribera Alta del Ebro	Mujeres	3	América	2016	19
15	Ribera Alta del Ebro	Mujeres	4	Asia	2016	2
16	Valdejalón	Hombres	1	Europa	2016	14
16	Valdejalón	Hombres	2	África	2016	55
16	Valdejalón	Hombres	3	América	2016	9
16	Valdejalón	Hombres	4	Asia	2016	1
16	Valdejalón	Hombres	5	Otros continentes	2016	1
16	Valdejalón	Mujeres	1	Europa	2016	-44
16	Valdejalón	Mujeres	2	África	2016	27
16	Valdejalón	Mujeres	3	América	2016	15
16	Valdejalón	Mujeres	4	Asia	2016	0
17	Central	Hombres	1	Europa	2016	267
17	Central	Hombres	2	África	2016	-397
17	Central	Hombres	3	América	2016	517
17	Central	Hombres	4	Asia	2016	114
17	Central	Hombres	5	Otros continentes	2016	2
17	Central	Mujeres	1	Europa	2016	916
17	Central	Mujeres	2	África	2016	132
17	Central	Mujeres	3	América	2016	1031
17	Central	Mujeres	4	Asia	2016	35
17	Central	Mujeres	5	Otros continentes	2016	-2
18	Ribera Baja del Ebro	Hombres	1	Europa	2016	5
18	Ribera Baja del Ebro	Hombres	2	África	2016	-18
18	Ribera Baja del Ebro	Hombres	3	América	2016	-8
18	Ribera Baja del Ebro	Hombres	4	Asia	2016	0
18	Ribera Baja del Ebro	Hombres	5	Otros continentes	2016	-1
18	Ribera Baja del Ebro	Mujeres	1	Europa	2016	-21
18	Ribera Baja del Ebro	Mujeres	2	África	2016	-7
18	Ribera Baja del Ebro	Mujeres	3	América	2016	-6
18	Ribera Baja del Ebro	Mujeres	4	Asia	2016	0
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	1	Europa	2016	-21
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	2	África	2016	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	3	América	2016	6
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	4	Asia	2016	55
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	1	Europa	2016	-31
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	2	África	2016	-2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	3	América	2016	5
