Municipio código	Municipio nombre	Tipo hogar 1	Tipo de hogar 2	Número hogares
22170	Panticosa	1- Hogar unipersonal	1- Hogar unipersonal	74
22170	Panticosa	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	6
22170	Panticosa	2- Hogar multipersonal	3- Hogar multipersonal, una familia	193
22172	Peñalba	1- Hogar unipersonal	1- Hogar unipersonal	38
22172	Peñalba	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
22172	Peñalba	2- Hogar multipersonal	3- Hogar multipersonal, una familia	194
22172	Peñalba	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	2
22173	Peñas de Riglos (Las)	1- Hogar unipersonal	1- Hogar unipersonal	48
22173	Peñas de Riglos (Las)	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	3
22173	Peñas de Riglos (Las)	2- Hogar multipersonal	3- Hogar multipersonal, una familia	78
22174	Peralta de Alcofea	1- Hogar unipersonal	1- Hogar unipersonal	61
22174	Peralta de Alcofea	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
22174	Peralta de Alcofea	2- Hogar multipersonal	3- Hogar multipersonal, una familia	178
22174	Peralta de Alcofea	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
22175	Peralta de Calasanz	1- Hogar unipersonal	1- Hogar unipersonal	51
22175	Peralta de Calasanz	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
22175	Peralta de Calasanz	2- Hogar multipersonal	3- Hogar multipersonal, una familia	73
22176	Peraltilla	1- Hogar unipersonal	1- Hogar unipersonal	14
22176	Peraltilla	2- Hogar multipersonal	3- Hogar multipersonal, una familia	44
22177	Perarrúa	1- Hogar unipersonal	1- Hogar unipersonal	27
22177	Perarrúa	2- Hogar multipersonal	3- Hogar multipersonal, una familia	27
22178	Pertusa	1- Hogar unipersonal	1- Hogar unipersonal	14
22178	Pertusa	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
22178	Pertusa	2- Hogar multipersonal	3- Hogar multipersonal, una familia	36
22178	Pertusa	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
22181	Piracés	1- Hogar unipersonal	1- Hogar unipersonal	8
22181	Piracés	2- Hogar multipersonal	3- Hogar multipersonal, una familia	27
22182	Plan	1- Hogar unipersonal	1- Hogar unipersonal	35
22182	Plan	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
22182	Plan	2- Hogar multipersonal	3- Hogar multipersonal, una familia	76
22182	Plan	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
22184	Poleñino	1- Hogar unipersonal	1- Hogar unipersonal	18
22184	Poleñino	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
22184	Poleñino	2- Hogar multipersonal	3- Hogar multipersonal, una familia	62
22184	Poleñino	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
22186	Pozán de Vero	1- Hogar unipersonal	1- Hogar unipersonal	25
22186	Pozán de Vero	2- Hogar multipersonal	3- Hogar multipersonal, una familia	66
22187	Puebla de Castro (La)	1- Hogar unipersonal	1- Hogar unipersonal	43
22187	Puebla de Castro (La)	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	4
22187	Puebla de Castro (La)	2- Hogar multipersonal	3- Hogar multipersonal, una familia	89
22188	Puente de Montañana	1- Hogar unipersonal	1- Hogar unipersonal	19
22188	Puente de Montañana	2- Hogar multipersonal	3- Hogar multipersonal, una familia	31
22188	Puente de Montañana	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
22189	Puértolas	1- Hogar unipersonal	1- Hogar unipersonal	29
22189	Puértolas	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
22189	Puértolas	2- Hogar multipersonal	3- Hogar multipersonal, una familia	43
22190	Pueyo de Araguás (El)	1- Hogar unipersonal	1- Hogar unipersonal	14
22190	Pueyo de Araguás (El)	2- Hogar multipersonal	3- Hogar multipersonal, una familia	33
22190	Pueyo de Araguás (El)	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
22193	Pueyo de Santa Cruz	1- Hogar unipersonal	1- Hogar unipersonal	15
22193	Pueyo de Santa Cruz	2- Hogar multipersonal	3- Hogar multipersonal, una familia	93
22195	Quicena	1- Hogar unipersonal	1- Hogar unipersonal	10
22195	Quicena	2- Hogar multipersonal	3- Hogar multipersonal, una familia	31
22197	Robres	1- Hogar unipersonal	1- Hogar unipersonal	53
22197	Robres	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
22197	Robres	2- Hogar multipersonal	3- Hogar multipersonal, una familia	175
22199	Sabiñánigo	1- Hogar unipersonal	1- Hogar unipersonal	606
22199	Sabiñánigo	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	15
22199	Sabiñánigo	2- Hogar multipersonal	3- Hogar multipersonal, una familia	2404
22199	Sabiñánigo	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	13
22200	Sahún	1- Hogar unipersonal	1- Hogar unipersonal	26
22200	Sahún	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
22200	Sahún	2- Hogar multipersonal	3- Hogar multipersonal, una familia	67
22201	Salas Altas	1- Hogar unipersonal	1- Hogar unipersonal	28
22201	Salas Altas	2- Hogar multipersonal	3- Hogar multipersonal, una familia	107
22202	Salas Bajas	1- Hogar unipersonal	1- Hogar unipersonal	15
22202	Salas Bajas	2- Hogar multipersonal	3- Hogar multipersonal, una familia	46
22203	Salillas	1- Hogar unipersonal	1- Hogar unipersonal	20
22203	Salillas	2- Hogar multipersonal	3- Hogar multipersonal, una familia	29
22204	Sallent de Gállego	1- Hogar unipersonal	1- Hogar unipersonal	116
22204	Sallent de Gállego	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	6
22204	Sallent de Gállego	2- Hogar multipersonal	3- Hogar multipersonal, una familia	263
22204	Sallent de Gállego	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	2
22205	San Esteban de Litera	1- Hogar unipersonal	1- Hogar unipersonal	75
22205	San Esteban de Litera	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
22205	San Esteban de Litera	2- Hogar multipersonal	3- Hogar multipersonal, una familia	154
22206	Sangarrén	1- Hogar unipersonal	1- Hogar unipersonal	24
22206	Sangarrén	2- Hogar multipersonal	3- Hogar multipersonal, una familia	71
22207	San Juan de Plan	1- Hogar unipersonal	1- Hogar unipersonal	12
22207	San Juan de Plan	2- Hogar multipersonal	3- Hogar multipersonal, una familia	39
22208	Santa Cilia	1- Hogar unipersonal	1- Hogar unipersonal	25
22208	Santa Cilia	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
22208	Santa Cilia	2- Hogar multipersonal	3- Hogar multipersonal, una familia	46
22208	Santa Cilia	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
22209	Santa Cruz de la Serós	1- Hogar unipersonal	1- Hogar unipersonal	16
22209	Santa Cruz de la Serós	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
22209	Santa Cruz de la Serós	2- Hogar multipersonal	3- Hogar multipersonal, una familia	36
22212	Santaliestra y San Quílez	1- Hogar unipersonal	1- Hogar unipersonal	21
22212	Santaliestra y San Quílez	2- Hogar multipersonal	3- Hogar multipersonal, una familia	34
22213	Sariñena	1- Hogar unipersonal	1- Hogar unipersonal	307
22213	Sariñena	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	13
22213	Sariñena	2- Hogar multipersonal	3- Hogar multipersonal, una familia	1047
22213	Sariñena	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	4
22214	Secastilla	1- Hogar unipersonal	1- Hogar unipersonal	15
22214	Secastilla	2- Hogar multipersonal	3- Hogar multipersonal, una familia	29
22215	Seira	1- Hogar unipersonal	1- Hogar unipersonal	21
22215	Seira	2- Hogar multipersonal	3- Hogar multipersonal, una familia	52
22217	Sena	1- Hogar unipersonal	1- Hogar unipersonal	52
22217	Sena	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	6
22217	Sena	2- Hogar multipersonal	3- Hogar multipersonal, una familia	150
22217	Sena	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
22218	Senés de Alcubierre	1- Hogar unipersonal	1- Hogar unipersonal	4
22218	Senés de Alcubierre	2- Hogar multipersonal	3- Hogar multipersonal, una familia	12
22220	Sesa	1- Hogar unipersonal	1- Hogar unipersonal	20
22220	Sesa	2- Hogar multipersonal	3- Hogar multipersonal, una familia	73
22221	Sesué	1- Hogar unipersonal	1- Hogar unipersonal	21
22221	Sesué	2- Hogar multipersonal	3- Hogar multipersonal, una familia	31
22222	Siétamo	1- Hogar unipersonal	1- Hogar unipersonal	40
22222	Siétamo	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
22222	Siétamo	2- Hogar multipersonal	3- Hogar multipersonal, una familia	128
22222	Siétamo	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	2
22223	Sopeira	1- Hogar unipersonal	1- Hogar unipersonal	23
22223	Sopeira	2- Hogar multipersonal	3- Hogar multipersonal, una familia	22
22223	Sopeira	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
22225	Tamarite de Litera	1- Hogar unipersonal	1- Hogar unipersonal	248
22225	Tamarite de Litera	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	10
22225	Tamarite de Litera	2- Hogar multipersonal	3- Hogar multipersonal, una familia	1029
22225	Tamarite de Litera	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
22226	Tardienta	1- Hogar unipersonal	1- Hogar unipersonal	105
22226	Tardienta	2- Hogar multipersonal	3- Hogar multipersonal, una familia	303
22226	Tardienta	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
22227	Tella-Sin	1- Hogar unipersonal	1- Hogar unipersonal	35
22227	Tella-Sin	2- Hogar multipersonal	3- Hogar multipersonal, una familia	79
22228	Tierz	1- Hogar unipersonal	1- Hogar unipersonal	14
22228	Tierz	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
22228	Tierz	2- Hogar multipersonal	3- Hogar multipersonal, una familia	47
22229	Tolva	1- Hogar unipersonal	1- Hogar unipersonal	25
22229	Tolva	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
22229	Tolva	2- Hogar multipersonal	3- Hogar multipersonal, una familia	50
22230	Torla	1- Hogar unipersonal	1- Hogar unipersonal	31
22230	Torla	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
22230	Torla	2- Hogar multipersonal	3- Hogar multipersonal, una familia	90
22230	Torla	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
22232	Torralba de Aragón	1- Hogar unipersonal	1- Hogar unipersonal	16
22232	Torralba de Aragón	2- Hogar multipersonal	3- Hogar multipersonal, una familia	33
22233	Torre la Ribera	1- Hogar unipersonal	1- Hogar unipersonal	19
22233	Torre la Ribera	2- Hogar multipersonal	3- Hogar multipersonal, una familia	20
22234	Torrente de Cinca	1- Hogar unipersonal	1- Hogar unipersonal	65
22234	Torrente de Cinca	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	5
22234	Torrente de Cinca	2- Hogar multipersonal	3- Hogar multipersonal, una familia	303
22234	Torrente de Cinca	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	2
22235	Torres de Alcanadre	1- Hogar unipersonal	1- Hogar unipersonal	13
22235	Torres de Alcanadre	2- Hogar multipersonal	3- Hogar multipersonal, una familia	36
22236	Torres de Barbués	1- Hogar unipersonal	1- Hogar unipersonal	22
22236	Torres de Barbués	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
22236	Torres de Barbués	2- Hogar multipersonal	3- Hogar multipersonal, una familia	99
22239	Tramaced	1- Hogar unipersonal	1- Hogar unipersonal	8
22239	Tramaced	2- Hogar multipersonal	3- Hogar multipersonal, una familia	25
22242	Valfarta	1- Hogar unipersonal	1- Hogar unipersonal	8
22242	Valfarta	2- Hogar multipersonal	3- Hogar multipersonal, una familia	26
22243	Valle de Bardají	1- Hogar unipersonal	1- Hogar unipersonal	2
22243	Valle de Bardají	2- Hogar multipersonal	3- Hogar multipersonal, una familia	11
22244	Valle de Lierp	1- Hogar unipersonal	1- Hogar unipersonal	4
22244	Valle de Lierp	2- Hogar multipersonal	3- Hogar multipersonal, una familia	14
22245	Velilla de Cinca	1- Hogar unipersonal	1- Hogar unipersonal	34
22245	Velilla de Cinca	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
22245	Velilla de Cinca	2- Hogar multipersonal	3- Hogar multipersonal, una familia	125
22245	Velilla de Cinca	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	2
22246	Veracruz	1- Hogar unipersonal	1- Hogar unipersonal	19
22246	Veracruz	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
22246	Veracruz	2- Hogar multipersonal	3- Hogar multipersonal, una familia	27
22246	Veracruz	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
22247	Viacamp y Litera	1- Hogar unipersonal	1- Hogar unipersonal	6
22247	Viacamp y Litera	2- Hogar multipersonal	3- Hogar multipersonal, una familia	7
22248	Vicién	1- Hogar unipersonal	1- Hogar unipersonal	13
22248	Vicién	2- Hogar multipersonal	3- Hogar multipersonal, una familia	30
22249	Villanova	1- Hogar unipersonal	1- Hogar unipersonal	14
22249	Villanova	2- Hogar multipersonal	3- Hogar multipersonal, una familia	37
22250	Villanúa	1- Hogar unipersonal	1- Hogar unipersonal	53
22250	Villanúa	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
22250	Villanúa	2- Hogar multipersonal	3- Hogar multipersonal, una familia	91
22251	Villanueva de Sigena	1- Hogar unipersonal	1- Hogar unipersonal	43
22251	Villanueva de Sigena	2- Hogar multipersonal	3- Hogar multipersonal, una familia	111
22252	Yebra de Basa	1- Hogar unipersonal	1- Hogar unipersonal	15
22252	Yebra de Basa	2- Hogar multipersonal	3- Hogar multipersonal, una familia	39
22253	Yésero	1- Hogar unipersonal	1- Hogar unipersonal	7
22253	Yésero	2- Hogar multipersonal	3- Hogar multipersonal, una familia	26
22254	Zaidín	1- Hogar unipersonal	1- Hogar unipersonal	111
22254	Zaidín	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	7
22254	Zaidín	2- Hogar multipersonal	3- Hogar multipersonal, una familia	443
22254	Zaidín	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	4
22901	Valle de Hecho	1- Hogar unipersonal	1- Hogar unipersonal	83
22901	Valle de Hecho	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
22901	Valle de Hecho	2- Hogar multipersonal	3- Hogar multipersonal, una familia	264
22901	Valle de Hecho	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
22902	Puente la Reina de Jaca	1- Hogar unipersonal	1- Hogar unipersonal	25
22902	Puente la Reina de Jaca	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
22902	Puente la Reina de Jaca	2- Hogar multipersonal	3- Hogar multipersonal, una familia	68
22903	San Miguel del Cinca	1- Hogar unipersonal	1- Hogar unipersonal	60
22903	San Miguel del Cinca	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	4
22903	San Miguel del Cinca	2- Hogar multipersonal	3- Hogar multipersonal, una familia	232
22904	Sotonera (La)	1- Hogar unipersonal	1- Hogar unipersonal	121
22904	Sotonera (La)	2- Hogar multipersonal	3- Hogar multipersonal, una familia	308
22905	Lupiñén-Ortilla	1- Hogar unipersonal	1- Hogar unipersonal	38
22905	Lupiñén-Ortilla	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
22905	Lupiñén-Ortilla	2- Hogar multipersonal	3- Hogar multipersonal, una familia	82
22905	Lupiñén-Ortilla	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
22906	Santa María de Dulcis	1- Hogar unipersonal	1- Hogar unipersonal	29
22906	Santa María de Dulcis	2- Hogar multipersonal	3- Hogar multipersonal, una familia	57
22907	Aínsa-Sobrarbe	1- Hogar unipersonal	1- Hogar unipersonal	181
22907	Aínsa-Sobrarbe	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	7
22907	Aínsa-Sobrarbe	2- Hogar multipersonal	3- Hogar multipersonal, una familia	389
22907	Aínsa-Sobrarbe	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
22908	Hoz y Costeán	1- Hogar unipersonal	1- Hogar unipersonal	23
22908	Hoz y Costeán	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
22908	Hoz y Costeán	2- Hogar multipersonal	3- Hogar multipersonal, una familia	60
22908	Hoz y Costeán	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
22909	Vencillón	1- Hogar unipersonal	1- Hogar unipersonal	24
22909	Vencillón	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
22909	Vencillón	2- Hogar multipersonal	3- Hogar multipersonal, una familia	130
22909	Vencillón	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	2
44001	Ababuj	1- Hogar unipersonal	1- Hogar unipersonal	10
44001	Ababuj	2- Hogar multipersonal	3- Hogar multipersonal, una familia	24
44002	Abejuela	1- Hogar unipersonal	1- Hogar unipersonal	17
44002	Abejuela	2- Hogar multipersonal	3- Hogar multipersonal, una familia	14
44002	Abejuela	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
44003	Aguatón	1- Hogar unipersonal	1- Hogar unipersonal	3
44003	Aguatón	2- Hogar multipersonal	3- Hogar multipersonal, una familia	7
44004	Aguaviva	1- Hogar unipersonal	1- Hogar unipersonal	73
44004	Aguaviva	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
44004	Aguaviva	2- Hogar multipersonal	3- Hogar multipersonal, una familia	182
44004	Aguaviva	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	3
44005	Aguilar del Alfambra	1- Hogar unipersonal	1- Hogar unipersonal	7
44005	Aguilar del Alfambra	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44005	Aguilar del Alfambra	2- Hogar multipersonal	3- Hogar multipersonal, una familia	24
44006	Alacón	1- Hogar unipersonal	1- Hogar unipersonal	39
44006	Alacón	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
44006	Alacón	2- Hogar multipersonal	3- Hogar multipersonal, una familia	125
44007	Alba	1- Hogar unipersonal	1- Hogar unipersonal	32
44007	Alba	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44007	Alba	2- Hogar multipersonal	3- Hogar multipersonal, una familia	76
44008	Albalate del Arzobispo	1- Hogar unipersonal	1- Hogar unipersonal	220
44008	Albalate del Arzobispo	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44008	Albalate del Arzobispo	2- Hogar multipersonal	3- Hogar multipersonal, una familia	616
44008	Albalate del Arzobispo	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	2
44009	Albarracín	1- Hogar unipersonal	1- Hogar unipersonal	81
44009	Albarracín	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	5
44009	Albarracín	2- Hogar multipersonal	3- Hogar multipersonal, una familia	278
44009	Albarracín	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	2
44010	Albentosa	1- Hogar unipersonal	1- Hogar unipersonal	34
44010	Albentosa	2- Hogar multipersonal	3- Hogar multipersonal, una familia	63
44011	Alcaine	1- Hogar unipersonal	1- Hogar unipersonal	27
44011	Alcaine	2- Hogar multipersonal	3- Hogar multipersonal, una familia	17
44012	Alcalá de la Selva	1- Hogar unipersonal	1- Hogar unipersonal	70
44012	Alcalá de la Selva	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	7
44012	Alcalá de la Selva	2- Hogar multipersonal	3- Hogar multipersonal, una familia	128
44012	Alcalá de la Selva	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
44013	Alcañiz	1- Hogar unipersonal	1- Hogar unipersonal	882
44013	Alcañiz	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	39
44013	Alcañiz	2- Hogar multipersonal	3- Hogar multipersonal, una familia	3774
44013	Alcañiz	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	17
44014	Alcorisa	1- Hogar unipersonal	1- Hogar unipersonal	228
44014	Alcorisa	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	7
44014	Alcorisa	2- Hogar multipersonal	3- Hogar multipersonal, una familia	931
44014	Alcorisa	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	4
44016	Alfambra	1- Hogar unipersonal	1- Hogar unipersonal	80
44016	Alfambra	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44016	Alfambra	2- Hogar multipersonal	3- Hogar multipersonal, una familia	171
44017	Aliaga	1- Hogar unipersonal	1- Hogar unipersonal	57
44017	Aliaga	2- Hogar multipersonal	3- Hogar multipersonal, una familia	114
44018	Almohaja	1- Hogar unipersonal	1- Hogar unipersonal	3
44018	Almohaja	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44018	Almohaja	2- Hogar multipersonal	3- Hogar multipersonal, una familia	7
44019	Alobras	1- Hogar unipersonal	1- Hogar unipersonal	17
44019	Alobras	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44019	Alobras	2- Hogar multipersonal	3- Hogar multipersonal, una familia	24
44020	Alpeñés	1- Hogar unipersonal	1- Hogar unipersonal	4
44020	Alpeñés	2- Hogar multipersonal	3- Hogar multipersonal, una familia	8
44021	Allepuz	1- Hogar unipersonal	1- Hogar unipersonal	22
44021	Allepuz	2- Hogar multipersonal	3- Hogar multipersonal, una familia	34
44022	Alloza	1- Hogar unipersonal	1- Hogar unipersonal	100
44022	Alloza	2- Hogar multipersonal	3- Hogar multipersonal, una familia	214
44022	Alloza	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
44023	Allueva	1- Hogar unipersonal	1- Hogar unipersonal	5
44023	Allueva	2- Hogar multipersonal	3- Hogar multipersonal, una familia	4
44024	Anadón	1- Hogar unipersonal	1- Hogar unipersonal	1
44024	Anadón	2- Hogar multipersonal	3- Hogar multipersonal, una familia	5
44025	Andorra	1- Hogar unipersonal	1- Hogar unipersonal	355
44025	Andorra	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	16
44025	Andorra	2- Hogar multipersonal	3- Hogar multipersonal, una familia	2245
44025	Andorra	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	5
44026	Arcos de las Salinas	1- Hogar unipersonal	1- Hogar unipersonal	27
44026	Arcos de las Salinas	2- Hogar multipersonal	3- Hogar multipersonal, una familia	38
44027	Arens de Lledó	1- Hogar unipersonal	1- Hogar unipersonal	10
44027	Arens de Lledó	2- Hogar multipersonal	3- Hogar multipersonal, una familia	59
44028	Argente	1- Hogar unipersonal	1- Hogar unipersonal	24
44028	Argente	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44028	Argente	2- Hogar multipersonal	3- Hogar multipersonal, una familia	79
44029	Ariño	1- Hogar unipersonal	1- Hogar unipersonal	76
44029	Ariño	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	4
44029	Ariño	2- Hogar multipersonal	3- Hogar multipersonal, una familia	244
44029	Ariño	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
44031	Azaila	1- Hogar unipersonal	1- Hogar unipersonal	29
44031	Azaila	2- Hogar multipersonal	3- Hogar multipersonal, una familia	50
44032	Bádenas	1- Hogar unipersonal	1- Hogar unipersonal	5
44032	Bádenas	2- Hogar multipersonal	3- Hogar multipersonal, una familia	8
44033	Báguena	1- Hogar unipersonal	1- Hogar unipersonal	74
44033	Báguena	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44033	Báguena	2- Hogar multipersonal	3- Hogar multipersonal, una familia	122
44034	Bañón	1- Hogar unipersonal	1- Hogar unipersonal	17
44034	Bañón	2- Hogar multipersonal	3- Hogar multipersonal, una familia	52
44035	Barrachina	1- Hogar unipersonal	1- Hogar unipersonal	27
44035	Barrachina	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44035	Barrachina	2- Hogar multipersonal	3- Hogar multipersonal, una familia	41
44036	Bea	1- Hogar unipersonal	1- Hogar unipersonal	8
44036	Bea	2- Hogar multipersonal	3- Hogar multipersonal, una familia	10
44037	Beceite	1- Hogar unipersonal	1- Hogar unipersonal	61
44037	Beceite	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44037	Beceite	2- Hogar multipersonal	3- Hogar multipersonal, una familia	175
44038	Belmonte de San José	1- Hogar unipersonal	1- Hogar unipersonal	19
44038	Belmonte de San José	2- Hogar multipersonal	3- Hogar multipersonal, una familia	43
44039	Bello	1- Hogar unipersonal	1- Hogar unipersonal	51
44039	Bello	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
44039	Bello	2- Hogar multipersonal	3- Hogar multipersonal, una familia	106
44040	Berge	1- Hogar unipersonal	1- Hogar unipersonal	30
44040	Berge	2- Hogar multipersonal	3- Hogar multipersonal, una familia	68
44041	Bezas	1- Hogar unipersonal	1- Hogar unipersonal	18
44041	Bezas	2- Hogar multipersonal	3- Hogar multipersonal, una familia	16
44042	Blancas	1- Hogar unipersonal	1- Hogar unipersonal	23
44042	Blancas	2- Hogar multipersonal	3- Hogar multipersonal, una familia	50
44042	Blancas	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
44043	Blesa	1- Hogar unipersonal	1- Hogar unipersonal	24
44043	Blesa	2- Hogar multipersonal	3- Hogar multipersonal, una familia	43
44044	Bordón	1- Hogar unipersonal	1- Hogar unipersonal	18
44044	Bordón	2- Hogar multipersonal	3- Hogar multipersonal, una familia	39
44045	Bronchales	1- Hogar unipersonal	1- Hogar unipersonal	68
44045	Bronchales	2- Hogar multipersonal	3- Hogar multipersonal, una familia	125
44046	Bueña	1- Hogar unipersonal	1- Hogar unipersonal	15
44046	Bueña	2- Hogar multipersonal	3- Hogar multipersonal, una familia	27
44047	Burbáguena	1- Hogar unipersonal	1- Hogar unipersonal	54
44047	Burbáguena	2- Hogar multipersonal	3- Hogar multipersonal, una familia	67
44048	Cabra de Mora	1- Hogar unipersonal	1- Hogar unipersonal	11
44048	Cabra de Mora	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44048	Cabra de Mora	2- Hogar multipersonal	3- Hogar multipersonal, una familia	30
44049	Calaceite	1- Hogar unipersonal	1- Hogar unipersonal	111
44049	Calaceite	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44049	Calaceite	2- Hogar multipersonal	3- Hogar multipersonal, una familia	341
44049	Calaceite	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
44050	Calamocha	1- Hogar unipersonal	1- Hogar unipersonal	439
44050	Calamocha	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	12
44050	Calamocha	2- Hogar multipersonal	3- Hogar multipersonal, una familia	1144
44050	Calamocha	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	2
44051	Calanda	1- Hogar unipersonal	1- Hogar unipersonal	229
44051	Calanda	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	8
44051	Calanda	2- Hogar multipersonal	3- Hogar multipersonal, una familia	982
44051	Calanda	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	5
44052	Calomarde	1- Hogar unipersonal	1- Hogar unipersonal	10
44052	Calomarde	2- Hogar multipersonal	3- Hogar multipersonal, una familia	23
44053	Camañas	1- Hogar unipersonal	1- Hogar unipersonal	20
44053	Camañas	2- Hogar multipersonal	3- Hogar multipersonal, una familia	37
44054	Camarena de la Sierra	1- Hogar unipersonal	1- Hogar unipersonal	23
44054	Camarena de la Sierra	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
