Comarca código	Comarca nombre	Año	Siglas	Votos	Candidatura
24	Campo de Daroca	2019	PCPE	1	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
24	Campo de Daroca	2019	PCTE	5	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
25	Jiloca	2019	PSOE	2152	PARTIDO SOCIALISTA OBRERO ESPAÑOL
25	Jiloca	2019	Cs	1276	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
25	Jiloca	2019	PP	2039	PARTIDO POPULAR
25	Jiloca	2019	PODEMOS-IU-EQUO	480	UNIDAS PODEMOS
25	Jiloca	2019	VOX	899	VOX
25	Jiloca	2019	PACMA	24	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
25	Jiloca	2019	EB	24	ESCAÑOS EN BLANCO
25	Jiloca	2019	RECORTES CERO-GV	10	RECORTES CERO-GRUPO VERDE
25	Jiloca	2019	PUM+J	6	POR UN MUNDO MÁS JUSTO
25	Jiloca	2019	PYLN	9	PUYALON
25	Jiloca	2019	FIA	0	FEDERACION DE LOS INDEPENDIENTES DE ARAGON
25	Jiloca	2019	PCPE	8	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
25	Jiloca	2019	PCTE	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
26	Cuencas Mineras	2019	PSOE	2039	PARTIDO SOCIALISTA OBRERO ESPAÑOL
26	Cuencas Mineras	2019	Cs	1153	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
26	Cuencas Mineras	2019	PP	810	PARTIDO POPULAR
26	Cuencas Mineras	2019	PODEMOS-IU-EQUO	497	UNIDAS PODEMOS
26	Cuencas Mineras	2019	VOX	264	VOX
26	Cuencas Mineras	2019	PACMA	26	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
26	Cuencas Mineras	2019	EB	14	ESCAÑOS EN BLANCO
26	Cuencas Mineras	2019	RECORTES CERO-GV	4	RECORTES CERO-GRUPO VERDE
26	Cuencas Mineras	2019	PUM+J	3	POR UN MUNDO MÁS JUSTO
26	Cuencas Mineras	2019	PYLN	2	PUYALON
26	Cuencas Mineras	2019	FIA	0	FEDERACION DE LOS INDEPENDIENTES DE ARAGON
26	Cuencas Mineras	2019	PCPE	3	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
26	Cuencas Mineras	2019	PCTE	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
27	Andorra-Sierra de Arcos	2019	PSOE	2121	PARTIDO SOCIALISTA OBRERO ESPAÑOL
27	Andorra-Sierra de Arcos	2019	Cs	1052	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
27	Andorra-Sierra de Arcos	2019	PP	992	PARTIDO POPULAR
27	Andorra-Sierra de Arcos	2019	PODEMOS-IU-EQUO	868	UNIDAS PODEMOS
27	Andorra-Sierra de Arcos	2019	VOX	527	VOX
27	Andorra-Sierra de Arcos	2019	PACMA	43	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
27	Andorra-Sierra de Arcos	2019	EB	25	ESCAÑOS EN BLANCO
27	Andorra-Sierra de Arcos	2019	RECORTES CERO-GV	11	RECORTES CERO-GRUPO VERDE
27	Andorra-Sierra de Arcos	2019	PUM+J	7	POR UN MUNDO MÁS JUSTO
27	Andorra-Sierra de Arcos	2019	PYLN	7	PUYALON
27	Andorra-Sierra de Arcos	2019	FIA	0	FEDERACION DE LOS INDEPENDIENTES DE ARAGON
27	Andorra-Sierra de Arcos	2019	PCPE	10	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
27	Andorra-Sierra de Arcos	2019	PCTE	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
28	Bajo Aragón	2019	PSOE	5257	PARTIDO SOCIALISTA OBRERO ESPAÑOL
28	Bajo Aragón	2019	Cs	2901	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
28	Bajo Aragón	2019	PP	3749	PARTIDO POPULAR
28	Bajo Aragón	2019	PODEMOS-IU-EQUO	1878	UNIDAS PODEMOS
28	Bajo Aragón	2019	VOX	1666	VOX
28	Bajo Aragón	2019	PACMA	125	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
28	Bajo Aragón	2019	EB	62	ESCAÑOS EN BLANCO
28	Bajo Aragón	2019	RECORTES CERO-GV	18	RECORTES CERO-GRUPO VERDE
28	Bajo Aragón	2019	PUM+J	21	POR UN MUNDO MÁS JUSTO
28	Bajo Aragón	2019	PYLN	14	PUYALON
28	Bajo Aragón	2019	FIA	0	FEDERACION DE LOS INDEPENDIENTES DE ARAGON
28	Bajo Aragón	2019	PCPE	21	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
28	Bajo Aragón	2019	PCTE	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
29	Comunidad de Teruel	2019	PSOE	7925	PARTIDO SOCIALISTA OBRERO ESPAÑOL
29	Comunidad de Teruel	2019	Cs	5977	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
29	Comunidad de Teruel	2019	PP	6559	PARTIDO POPULAR
29	Comunidad de Teruel	2019	PODEMOS-IU-EQUO	2557	UNIDAS PODEMOS
29	Comunidad de Teruel	2019	VOX	3211	VOX
29	Comunidad de Teruel	2019	PACMA	146	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
29	Comunidad de Teruel	2019	EB	97	ESCAÑOS EN BLANCO
29	Comunidad de Teruel	2019	RECORTES CERO-GV	48	RECORTES CERO-GRUPO VERDE
29	Comunidad de Teruel	2019	PUM+J	16	POR UN MUNDO MÁS JUSTO
29	Comunidad de Teruel	2019	PYLN	18	PUYALON
29	Comunidad de Teruel	2019	FIA	0	FEDERACION DE LOS INDEPENDIENTES DE ARAGON
29	Comunidad de Teruel	2019	PCPE	21	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
29	Comunidad de Teruel	2019	PCTE	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
30	Maestrazgo	2019	PSOE	642	PARTIDO SOCIALISTA OBRERO ESPAÑOL
30	Maestrazgo	2019	Cs	325	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
30	Maestrazgo	2019	PP	564	PARTIDO POPULAR
30	Maestrazgo	2019	PODEMOS-IU-EQUO	164	UNIDAS PODEMOS
30	Maestrazgo	2019	VOX	193	VOX
30	Maestrazgo	2019	PACMA	8	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
30	Maestrazgo	2019	EB	4	ESCAÑOS EN BLANCO
30	Maestrazgo	2019	RECORTES CERO-GV	2	RECORTES CERO-GRUPO VERDE
30	Maestrazgo	2019	PUM+J	3	POR UN MUNDO MÁS JUSTO
30	Maestrazgo	2019	PYLN	2	PUYALON
30	Maestrazgo	2019	FIA	0	FEDERACION DE LOS INDEPENDIENTES DE ARAGON
30	Maestrazgo	2019	PCPE	3	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
30	Maestrazgo	2019	PCTE	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
31	Sierra de Albarracín	2019	PSOE	1011	PARTIDO SOCIALISTA OBRERO ESPAÑOL
31	Sierra de Albarracín	2019	Cs	459	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
31	Sierra de Albarracín	2019	PP	669	PARTIDO POPULAR
31	Sierra de Albarracín	2019	PODEMOS-IU-EQUO	234	UNIDAS PODEMOS
31	Sierra de Albarracín	2019	VOX	374	VOX
31	Sierra de Albarracín	2019	PACMA	9	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
31	Sierra de Albarracín	2019	EB	14	ESCAÑOS EN BLANCO
31	Sierra de Albarracín	2019	RECORTES CERO-GV	3	RECORTES CERO-GRUPO VERDE
31	Sierra de Albarracín	2019	PUM+J	2	POR UN MUNDO MÁS JUSTO
31	Sierra de Albarracín	2019	PYLN	4	PUYALON
31	Sierra de Albarracín	2019	FIA	0	FEDERACION DE LOS INDEPENDIENTES DE ARAGON
31	Sierra de Albarracín	2019	PCPE	3	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
31	Sierra de Albarracín	2019	PCTE	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
32	Gúdar-Javalambre	2019	PSOE	1435	PARTIDO SOCIALISTA OBRERO ESPAÑOL
32	Gúdar-Javalambre	2019	Cs	847	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
32	Gúdar-Javalambre	2019	PP	1074	PARTIDO POPULAR
32	Gúdar-Javalambre	2019	PODEMOS-IU-EQUO	491	UNIDAS PODEMOS
32	Gúdar-Javalambre	2019	VOX	483	VOX
32	Gúdar-Javalambre	2019	PACMA	19	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
32	Gúdar-Javalambre	2019	EB	12	ESCAÑOS EN BLANCO
32	Gúdar-Javalambre	2019	RECORTES CERO-GV	6	RECORTES CERO-GRUPO VERDE
32	Gúdar-Javalambre	2019	PUM+J	4	POR UN MUNDO MÁS JUSTO
32	Gúdar-Javalambre	2019	PYLN	1	PUYALON
32	Gúdar-Javalambre	2019	FIA	0	FEDERACION DE LOS INDEPENDIENTES DE ARAGON
32	Gúdar-Javalambre	2019	PCPE	11	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
32	Gúdar-Javalambre	2019	PCTE	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
33	Matarraña / Matarranya	2019	PSOE	1497	PARTIDO SOCIALISTA OBRERO ESPAÑOL
33	Matarraña / Matarranya	2019	Cs	805	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
33	Matarraña / Matarranya	2019	PP	1115	PARTIDO POPULAR
33	Matarraña / Matarranya	2019	PODEMOS-IU-EQUO	643	UNIDAS PODEMOS
33	Matarraña / Matarranya	2019	VOX	355	VOX
33	Matarraña / Matarranya	2019	PACMA	35	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
33	Matarraña / Matarranya	2019	EB	13	ESCAÑOS EN BLANCO
33	Matarraña / Matarranya	2019	RECORTES CERO-GV	2	RECORTES CERO-GRUPO VERDE
33	Matarraña / Matarranya	2019	PUM+J	6	POR UN MUNDO MÁS JUSTO
33	Matarraña / Matarranya	2019	PYLN	4	PUYALON
33	Matarraña / Matarranya	2019	FIA	0	FEDERACION DE LOS INDEPENDIENTES DE ARAGON
33	Matarraña / Matarranya	2019	PCPE	5	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
33	Matarraña / Matarranya	2019	PCTE	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
01	La Jacetania	2016	PP-PAR	3064	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
01	La Jacetania	2016	PSOE	2358	PARTIDO SOCIALISTA OBRERO ESPAÑOL
01	La Jacetania	2016	PODEMOS-IU-EQUO	2198	UNIDOS PODEMOS EN ALTO ARAGÓN
01	La Jacetania	2016	PODEMOS-IU-EQUO	92	UNIDOS PODEMOS EN ARAGÓN
01	La Jacetania	2016	C's	1542	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
01	La Jacetania	2016	PACMA	71	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
01	La Jacetania	2016	EB	45	ESCAÑOS EN BLANCO
01	La Jacetania	2016	VOX	23	VOX
01	La Jacetania	2016	UPyD	20	UNIÓN PROGRESO Y DEMOCRACIA
01	La Jacetania	2016	RECORTES CERO-GRUPO VERDE	29	RECORTES CERO-GRUPO VERDE
01	La Jacetania	2016	PCPE	20	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
01	La Jacetania	2016	MAS	6	MOVIMIENTO ARAGONÉS SOCIAL
01	La Jacetania	2016	INDEPENDIENTES-FIA	0	INDEPENDIENTES POR ARAGÓN
01	La Jacetania	2016	ENTABAN	22	ENTABAN
02	Alto Gállego	2016	PP-PAR	2266	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
02	Alto Gállego	2016	PSOE	1860	PARTIDO SOCIALISTA OBRERO ESPAÑOL
02	Alto Gállego	2016	PODEMOS-IU-EQUO	1586	UNIDOS PODEMOS EN ALTO ARAGÓN
02	Alto Gállego	2016	C's	1044	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
02	Alto Gállego	2016	PACMA	62	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
02	Alto Gállego	2016	EB	27	ESCAÑOS EN BLANCO
02	Alto Gállego	2016	VOX	8	VOX
02	Alto Gállego	2016	UPyD	16	UNIÓN PROGRESO Y DEMOCRACIA
02	Alto Gállego	2016	RECORTES CERO-GRUPO VERDE	17	RECORTES CERO-GRUPO VERDE
02	Alto Gállego	2016	PCPE	10	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
02	Alto Gállego	2016	MAS	9	MOVIMIENTO ARAGONÉS SOCIAL
02	Alto Gállego	2016	ENTABAN	12	ENTABAN
03	Sobrarbe	2016	PP-PAR	1456	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
03	Sobrarbe	2016	PSOE	1124	PARTIDO SOCIALISTA OBRERO ESPAÑOL
03	Sobrarbe	2016	PODEMOS-IU-EQUO	896	UNIDOS PODEMOS EN ALTO ARAGÓN
03	Sobrarbe	2016	C's	549	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
03	Sobrarbe	2016	PACMA	20	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
03	Sobrarbe	2016	EB	14	ESCAÑOS EN BLANCO
03	Sobrarbe	2016	VOX	9	VOX
03	Sobrarbe	2016	UPyD	10	UNIÓN PROGRESO Y DEMOCRACIA
03	Sobrarbe	2016	RECORTES CERO-GRUPO VERDE	6	RECORTES CERO-GRUPO VERDE
03	Sobrarbe	2016	PCPE	4	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
03	Sobrarbe	2016	MAS	8	MOVIMIENTO ARAGONÉS SOCIAL
03	Sobrarbe	2016	ENTABAN	8	ENTABAN
04	La Ribagorza	2016	PP-PAR	2512	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
04	La Ribagorza	2016	PSOE	1525	PARTIDO SOCIALISTA OBRERO ESPAÑOL
04	La Ribagorza	2016	PODEMOS-IU-EQUO	1359	UNIDOS PODEMOS EN ALTO ARAGÓN
04	La Ribagorza	2016	C's	857	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
04	La Ribagorza	2016	PACMA	48	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
04	La Ribagorza	2016	EB	35	ESCAÑOS EN BLANCO
04	La Ribagorza	2016	VOX	13	VOX
04	La Ribagorza	2016	UPyD	18	UNIÓN PROGRESO Y DEMOCRACIA
04	La Ribagorza	2016	RECORTES CERO-GRUPO VERDE	10	RECORTES CERO-GRUPO VERDE
04	La Ribagorza	2016	PCPE	7	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
04	La Ribagorza	2016	MAS	5	MOVIMIENTO ARAGONÉS SOCIAL
04	La Ribagorza	2016	ENTABAN	10	ENTABAN
05	Cinco Villas	2016	PP-PAR	6218	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
05	Cinco Villas	2016	PSOE	5826	PARTIDO SOCIALISTA OBRERO ESPAÑOL
05	Cinco Villas	2016	PODEMOS-IU-EQUO	2597	UNIDOS PODEMOS EN ARAGÓN
05	Cinco Villas	2016	C's	1863	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
05	Cinco Villas	2016	PACMA	62	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
05	Cinco Villas	2016	EB	50	ESCAÑOS EN BLANCO
05	Cinco Villas	2016	VOX	29	VOX
05	Cinco Villas	2016	UPyD	25	UNIÓN PROGRESO Y DEMOCRACIA
05	Cinco Villas	2016	RECORTES CERO-GRUPO VERDE	18	RECORTES CERO-GRUPO VERDE
05	Cinco Villas	2016	PCPE	15	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
05	Cinco Villas	2016	MAS	13	MOVIMIENTO ARAGONÉS SOCIAL
05	Cinco Villas	2016	INDEPENDIENTES-FIA	13	INDEPENDIENTES POR ARAGÓN
06	Hoya de Huesca / Plana de Uesca	2016	PP-PAR	12621	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
06	Hoya de Huesca / Plana de Uesca	2016	PSOE	8701	PARTIDO SOCIALISTA OBRERO ESPAÑOL
06	Hoya de Huesca / Plana de Uesca	2016	PODEMOS-IU-EQUO	7317	UNIDOS PODEMOS EN ALTO ARAGÓN
06	Hoya de Huesca / Plana de Uesca	2016	PODEMOS-IU-EQUO	58	UNIDOS PODEMOS EN ARAGÓN
06	Hoya de Huesca / Plana de Uesca	2016	C's	6018	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
06	Hoya de Huesca / Plana de Uesca	2016	PACMA	327	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
06	Hoya de Huesca / Plana de Uesca	2016	EB	189	ESCAÑOS EN BLANCO
06	Hoya de Huesca / Plana de Uesca	2016	VOX	140	VOX
06	Hoya de Huesca / Plana de Uesca	2016	UPyD	96	UNIÓN PROGRESO Y DEMOCRACIA
06	Hoya de Huesca / Plana de Uesca	2016	RECORTES CERO-GRUPO VERDE	77	RECORTES CERO-GRUPO VERDE
06	Hoya de Huesca / Plana de Uesca	2016	PCPE	42	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
06	Hoya de Huesca / Plana de Uesca	2016	MAS	23	MOVIMIENTO ARAGONÉS SOCIAL
06	Hoya de Huesca / Plana de Uesca	2016	INDEPENDIENTES-FIA	0	INDEPENDIENTES POR ARAGÓN
06	Hoya de Huesca / Plana de Uesca	2016	ENTABAN	119	ENTABAN
07	Somontano de Barbastro	2016	PP-PAR	4942	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
07	Somontano de Barbastro	2016	PSOE	3270	PARTIDO SOCIALISTA OBRERO ESPAÑOL
07	Somontano de Barbastro	2016	PODEMOS-IU-EQUO	2076	UNIDOS PODEMOS EN ALTO ARAGÓN
07	Somontano de Barbastro	2016	C's	2013	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
07	Somontano de Barbastro	2016	PACMA	99	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
07	Somontano de Barbastro	2016	EB	30	ESCAÑOS EN BLANCO
07	Somontano de Barbastro	2016	VOX	103	VOX
07	Somontano de Barbastro	2016	UPyD	19	UNIÓN PROGRESO Y DEMOCRACIA
07	Somontano de Barbastro	2016	RECORTES CERO-GRUPO VERDE	29	RECORTES CERO-GRUPO VERDE
07	Somontano de Barbastro	2016	PCPE	199	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
07	Somontano de Barbastro	2016	MAS	8	MOVIMIENTO ARAGONÉS SOCIAL
07	Somontano de Barbastro	2016	ENTABAN	147	ENTABAN
08	Cinca Medio	2016	PP-PAR	4213	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
08	Cinca Medio	2016	PSOE	3293	PARTIDO SOCIALISTA OBRERO ESPAÑOL
08	Cinca Medio	2016	PODEMOS-IU-EQUO	2280	UNIDOS PODEMOS EN ALTO ARAGÓN
08	Cinca Medio	2016	C's	1788	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
08	Cinca Medio	2016	PACMA	100	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
08	Cinca Medio	2016	EB	57	ESCAÑOS EN BLANCO
08	Cinca Medio	2016	VOX	30	VOX
08	Cinca Medio	2016	UPyD	23	UNIÓN PROGRESO Y DEMOCRACIA
08	Cinca Medio	2016	RECORTES CERO-GRUPO VERDE	14	RECORTES CERO-GRUPO VERDE
08	Cinca Medio	2016	PCPE	30	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
08	Cinca Medio	2016	MAS	10	MOVIMIENTO ARAGONÉS SOCIAL
08	Cinca Medio	2016	ENTABAN	21	ENTABAN
09	La Litera / La Llitera	2016	PP-PAR	3593	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
09	La Litera / La Llitera	2016	PSOE	2458	PARTIDO SOCIALISTA OBRERO ESPAÑOL
09	La Litera / La Llitera	2016	PODEMOS-IU-EQUO	1692	UNIDOS PODEMOS EN ALTO ARAGÓN
09	La Litera / La Llitera	2016	C's	1289	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
09	La Litera / La Llitera	2016	PACMA	67	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
09	La Litera / La Llitera	2016	EB	43	ESCAÑOS EN BLANCO
09	La Litera / La Llitera	2016	VOX	16	VOX
09	La Litera / La Llitera	2016	UPyD	16	UNIÓN PROGRESO Y DEMOCRACIA
09	La Litera / La Llitera	2016	RECORTES CERO-GRUPO VERDE	14	RECORTES CERO-GRUPO VERDE
09	La Litera / La Llitera	2016	PCPE	17	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
09	La Litera / La Llitera	2016	MAS	8	MOVIMIENTO ARAGONÉS SOCIAL
09	La Litera / La Llitera	2016	ENTABAN	14	ENTABAN
10	Los Monegros	2016	PP-PAR	4667	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
10	Los Monegros	2016	PSOE	3411	PARTIDO SOCIALISTA OBRERO ESPAÑOL
10	Los Monegros	2016	PODEMOS-IU-EQUO	1152	UNIDOS PODEMOS EN ALTO ARAGÓN
10	Los Monegros	2016	PODEMOS-IU-EQUO	279	UNIDOS PODEMOS EN ARAGÓN
10	Los Monegros	2016	C's	1487	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
10	Los Monegros	2016	PACMA	52	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
10	Los Monegros	2016	EB	30	ESCAÑOS EN BLANCO
10	Los Monegros	2016	VOX	29	VOX
10	Los Monegros	2016	UPyD	9	UNIÓN PROGRESO Y DEMOCRACIA
10	Los Monegros	2016	RECORTES CERO-GRUPO VERDE	8	RECORTES CERO-GRUPO VERDE
10	Los Monegros	2016	PCPE	10	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
10	Los Monegros	2016	MAS	5	MOVIMIENTO ARAGONÉS SOCIAL
10	Los Monegros	2016	INDEPENDIENTES-FIA	2	INDEPENDIENTES POR ARAGÓN
10	Los Monegros	2016	ENTABAN	13	ENTABAN
11	Bajo Cinca / Baix Cinca	2016	PP-PAR	4459	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
11	Bajo Cinca / Baix Cinca	2016	PSOE	3067	PARTIDO SOCIALISTA OBRERO ESPAÑOL
11	Bajo Cinca / Baix Cinca	2016	PODEMOS-IU-EQUO	1623	UNIDOS PODEMOS EN ALTO ARAGÓN
11	Bajo Cinca / Baix Cinca	2016	PODEMOS-IU-EQUO	267	UNIDOS PODEMOS EN ARAGÓN
11	Bajo Cinca / Baix Cinca	2016	C's	1797	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
11	Bajo Cinca / Baix Cinca	2016	PACMA	68	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
11	Bajo Cinca / Baix Cinca	2016	EB	29	ESCAÑOS EN BLANCO
11	Bajo Cinca / Baix Cinca	2016	VOX	33	VOX
11	Bajo Cinca / Baix Cinca	2016	UPyD	12	UNIÓN PROGRESO Y DEMOCRACIA
11	Bajo Cinca / Baix Cinca	2016	RECORTES CERO-GRUPO VERDE	15	RECORTES CERO-GRUPO VERDE
11	Bajo Cinca / Baix Cinca	2016	PCPE	7	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
11	Bajo Cinca / Baix Cinca	2016	MAS	12	MOVIMIENTO ARAGONÉS SOCIAL
11	Bajo Cinca / Baix Cinca	2016	INDEPENDIENTES-FIA	0	INDEPENDIENTES POR ARAGÓN
11	Bajo Cinca / Baix Cinca	2016	ENTABAN	8	ENTABAN
12	Tarazona y el Moncayo	2016	PP-PAR	3139	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
12	Tarazona y el Moncayo	2016	PSOE	2102	PARTIDO SOCIALISTA OBRERO ESPAÑOL
12	Tarazona y el Moncayo	2016	PODEMOS-IU-EQUO	1506	UNIDOS PODEMOS EN ARAGÓN
12	Tarazona y el Moncayo	2016	C's	1092	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
12	Tarazona y el Moncayo	2016	PACMA	43	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
12	Tarazona y el Moncayo	2016	EB	20	ESCAÑOS EN BLANCO
12	Tarazona y el Moncayo	2016	VOX	9	VOX
12	Tarazona y el Moncayo	2016	UPyD	19	UNIÓN PROGRESO Y DEMOCRACIA
12	Tarazona y el Moncayo	2016	RECORTES CERO-GRUPO VERDE	15	RECORTES CERO-GRUPO VERDE
12	Tarazona y el Moncayo	2016	PCPE	7	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
12	Tarazona y el Moncayo	2016	MAS	8	MOVIMIENTO ARAGONÉS SOCIAL
12	Tarazona y el Moncayo	2016	INDEPENDIENTES-FIA	7	INDEPENDIENTES POR ARAGÓN
13	Campo de Borja	2016	PP-PAR	2811	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
13	Campo de Borja	2016	PSOE	2429	PARTIDO SOCIALISTA OBRERO ESPAÑOL
13	Campo de Borja	2016	PODEMOS-IU-EQUO	1235	UNIDOS PODEMOS EN ARAGÓN
13	Campo de Borja	2016	C's	984	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
13	Campo de Borja	2016	PACMA	58	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
13	Campo de Borja	2016	EB	28	ESCAÑOS EN BLANCO
13	Campo de Borja	2016	VOX	7	VOX
13	Campo de Borja	2016	UPyD	5	UNIÓN PROGRESO Y DEMOCRACIA
13	Campo de Borja	2016	RECORTES CERO-GRUPO VERDE	14	RECORTES CERO-GRUPO VERDE
13	Campo de Borja	2016	PCPE	5	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
13	Campo de Borja	2016	MAS	4	MOVIMIENTO ARAGONÉS SOCIAL
13	Campo de Borja	2016	INDEPENDIENTES-FIA	4	INDEPENDIENTES POR ARAGÓN
14	Aranda	2016	PP-PAR	1760	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
14	Aranda	2016	PSOE	1072	PARTIDO SOCIALISTA OBRERO ESPAÑOL
14	Aranda	2016	PODEMOS-IU-EQUO	398	UNIDOS PODEMOS EN ARAGÓN
14	Aranda	2016	C's	480	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
14	Aranda	2016	PACMA	9	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
14	Aranda	2016	EB	14	ESCAÑOS EN BLANCO
14	Aranda	2016	VOX	7	VOX
14	Aranda	2016	UPyD	7	UNIÓN PROGRESO Y DEMOCRACIA
14	Aranda	2016	RECORTES CERO-GRUPO VERDE	2	RECORTES CERO-GRUPO VERDE
14	Aranda	2016	PCPE	4	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
14	Aranda	2016	MAS	1	MOVIMIENTO ARAGONÉS SOCIAL
14	Aranda	2016	INDEPENDIENTES-FIA	5	INDEPENDIENTES POR ARAGÓN
