Mes (código)	Mes y año	Provincia código	Provincia nombre	Sexo	Nacionalidad	Afiliaciones en alta
201503	Marzo 2015	22	Huesca	Hombres	Extranjeros comunitarios (UE-28)	2438
201503	Marzo 2015	22	Huesca	Mujeres	Extranjeros comunitarios (UE-28)	2030
201503	Marzo 2015	22	Huesca	Hombres	Extranjeros comunitarios (UE-28)	1
201503	Marzo 2015	22	Huesca	Hombres	Extranjeros no comunitarios	2959
201503	Marzo 2015	22	Huesca	Mujeres	Extranjeros no comunitarios	1458
201503	Marzo 2015	22	Huesca	Hombres	Extranjeros comunitarios (UE-28)	530
201503	Marzo 2015	22	Huesca	Mujeres	Extranjeros comunitarios (UE-28)	442
201503	Marzo 2015	44	Teruel	Hombres	Españoles	25138
201503	Marzo 2015	44	Teruel	Mujeres	Españoles	19474
201503	Marzo 2015	44	Teruel	Hombres	No consta	1
201503	Marzo 2015	44	Teruel	Hombres	Extranjeros comunitarios (UE-28)	1397
201503	Marzo 2015	44	Teruel	Mujeres	Extranjeros comunitarios (UE-28)	1273
201503	Marzo 2015	44	Teruel	Hombres	Extranjeros comunitarios (UE-28)	1
201503	Marzo 2015	44	Teruel	Hombres	Extranjeros no comunitarios	1542
201503	Marzo 2015	44	Teruel	Mujeres	Extranjeros no comunitarios	591
201503	Marzo 2015	44	Teruel	Hombres	Extranjeros comunitarios (UE-28)	280
201503	Marzo 2015	44	Teruel	Mujeres	Extranjeros comunitarios (UE-28)	147
201503	Marzo 2015	50	Zaragoza	Hombres	Españoles	179355
201503	Marzo 2015	50	Zaragoza	Mujeres	Españoles	153573
201503	Marzo 2015	50	Zaragoza	Hombres	No consta	20
201503	Marzo 2015	50	Zaragoza	Mujeres	No consta	20
201503	Marzo 2015	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-28)	7699
201503	Marzo 2015	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-28)	9982
201503	Marzo 2015	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-28)	3
201503	Marzo 2015	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-28)	4
201503	Marzo 2015	50	Zaragoza	Hombres	Extranjeros no comunitarios	10052
201503	Marzo 2015	50	Zaragoza	Mujeres	Extranjeros no comunitarios	9519
201503	Marzo 2015	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-28)	1922
201503	Marzo 2015	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-28)	1381
201412	Diciembre 2014	22	Huesca	Hombres	Españoles	42670
201412	Diciembre 2014	22	Huesca	Mujeres	Españoles	34420
201412	Diciembre 2014	22	Huesca	Hombres	No consta	1
201412	Diciembre 2014	22	Huesca	Mujeres	No consta	5
201412	Diciembre 2014	22	Huesca	Hombres	Extranjeros comunitarios (UE-28)	2402
201412	Diciembre 2014	22	Huesca	Mujeres	Extranjeros comunitarios (UE-28)	2019
201412	Diciembre 2014	22	Huesca	Hombres	Extranjeros comunitarios (UE-28)	1
201412	Diciembre 2014	22	Huesca	Hombres	Extranjeros no comunitarios	2852
201412	Diciembre 2014	22	Huesca	Mujeres	Extranjeros no comunitarios	1444
201412	Diciembre 2014	22	Huesca	Hombres	Extranjeros comunitarios (UE-28)	524
201412	Diciembre 2014	22	Huesca	Mujeres	Extranjeros comunitarios (UE-28)	447
201412	Diciembre 2014	44	Teruel	Hombres	Españoles	24749
201412	Diciembre 2014	44	Teruel	Mujeres	Españoles	19391
201412	Diciembre 2014	44	Teruel	Hombres	No consta	1
201412	Diciembre 2014	44	Teruel	Hombres	Extranjeros comunitarios (UE-28)	1356
201412	Diciembre 2014	44	Teruel	Mujeres	Extranjeros comunitarios (UE-28)	1273
201412	Diciembre 2014	44	Teruel	Hombres	Extranjeros comunitarios (UE-28)	1
201412	Diciembre 2014	44	Teruel	Hombres	Extranjeros no comunitarios	1437
201412	Diciembre 2014	44	Teruel	Mujeres	Extranjeros no comunitarios	607
201412	Diciembre 2014	44	Teruel	Hombres	Extranjeros comunitarios (UE-28)	262
201412	Diciembre 2014	44	Teruel	Mujeres	Extranjeros comunitarios (UE-28)	133
201412	Diciembre 2014	50	Zaragoza	Hombres	Españoles	176769
201412	Diciembre 2014	50	Zaragoza	Mujeres	Españoles	154612
201412	Diciembre 2014	50	Zaragoza	Hombres	No consta	20
201412	Diciembre 2014	50	Zaragoza	Mujeres	No consta	20
201412	Diciembre 2014	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-28)	7531
201412	Diciembre 2014	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-28)	10136
201412	Diciembre 2014	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-28)	3
201412	Diciembre 2014	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-28)	4
201412	Diciembre 2014	50	Zaragoza	Hombres	Extranjeros no comunitarios	10015
201412	Diciembre 2014	50	Zaragoza	Mujeres	Extranjeros no comunitarios	9635
201412	Diciembre 2014	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-28)	1897
201412	Diciembre 2014	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-28)	1412
201409	Septiembre 2014	22	Huesca	Hombres	Españoles	42175
201409	Septiembre 2014	22	Huesca	Mujeres	Españoles	33238
201409	Septiembre 2014	22	Huesca	Hombres	No consta	2
201409	Septiembre 2014	22	Huesca	Mujeres	No consta	5
201409	Septiembre 2014	22	Huesca	Hombres	Extranjeros comunitarios (UE-28)	2485
201409	Septiembre 2014	22	Huesca	Mujeres	Extranjeros comunitarios (UE-28)	2180
201409	Septiembre 2014	22	Huesca	Hombres	Extranjeros no comunitarios	2981
201409	Septiembre 2014	22	Huesca	Mujeres	Extranjeros no comunitarios	1491
201409	Septiembre 2014	22	Huesca	Hombres	Extranjeros comunitarios (UE-28)	534
201409	Septiembre 2014	22	Huesca	Mujeres	Extranjeros comunitarios (UE-28)	442
201409	Septiembre 2014	44	Teruel	Hombres	Españoles	25113
201409	Septiembre 2014	44	Teruel	Mujeres	Españoles	19427
201409	Septiembre 2014	44	Teruel	Hombres	No consta	1
201409	Septiembre 2014	44	Teruel	Hombres	Extranjeros comunitarios (UE-28)	1517
201409	Septiembre 2014	44	Teruel	Mujeres	Extranjeros comunitarios (UE-28)	1528
201409	Septiembre 2014	44	Teruel	Hombres	Extranjeros comunitarios (UE-28)	1
201409	Septiembre 2014	44	Teruel	Hombres	Extranjeros no comunitarios	1645
201409	Septiembre 2014	44	Teruel	Mujeres	Extranjeros no comunitarios	642
201409	Septiembre 2014	44	Teruel	Hombres	Extranjeros comunitarios (UE-28)	272
201409	Septiembre 2014	44	Teruel	Mujeres	Extranjeros comunitarios (UE-28)	147
201409	Septiembre 2014	50	Zaragoza	Hombres	Españoles	177562
201409	Septiembre 2014	50	Zaragoza	Mujeres	Españoles	151112
201409	Septiembre 2014	50	Zaragoza	Hombres	No consta	18
201409	Septiembre 2014	50	Zaragoza	Mujeres	No consta	30
201409	Septiembre 2014	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-28)	8535
201409	Septiembre 2014	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-28)	10819
201409	Septiembre 2014	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-28)	3
201409	Septiembre 2014	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-28)	3
201409	Septiembre 2014	50	Zaragoza	Hombres	Extranjeros no comunitarios	11323
201409	Septiembre 2014	50	Zaragoza	Mujeres	Extranjeros no comunitarios	9767
201409	Septiembre 2014	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-28)	1956
201409	Septiembre 2014	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-28)	1421
201406	Junio 2014	22	Huesca	Hombres	Españoles	42915
201406	Junio 2014	22	Huesca	Mujeres	Españoles	33424
201406	Junio 2014	22	Huesca	Hombres	No consta	2
201406	Junio 2014	22	Huesca	Mujeres	No consta	9
201406	Junio 2014	22	Huesca	Hombres	Extranjeros comunitarios (UE-28)	3831
201406	Junio 2014	22	Huesca	Mujeres	Extranjeros comunitarios (UE-28)	3495
201406	Junio 2014	22	Huesca	Hombres	Extranjeros no comunitarios	5198
201406	Junio 2014	22	Huesca	Mujeres	Extranjeros no comunitarios	1673
201406	Junio 2014	22	Huesca	Hombres	Extranjeros comunitarios (UE-28)	648
201406	Junio 2014	22	Huesca	Mujeres	Extranjeros comunitarios (UE-28)	664
201406	Junio 2014	44	Teruel	Hombres	Españoles	25292
201406	Junio 2014	44	Teruel	Mujeres	Españoles	19415
201406	Junio 2014	44	Teruel	Hombres	Extranjeros comunitarios (UE-28)	1565
201406	Junio 2014	44	Teruel	Mujeres	Extranjeros comunitarios (UE-28)	1528
201406	Junio 2014	44	Teruel	Hombres	Extranjeros no comunitarios	1657
201406	Junio 2014	44	Teruel	Mujeres	Extranjeros no comunitarios	640
201406	Junio 2014	44	Teruel	Hombres	Extranjeros comunitarios (UE-28)	289
201406	Junio 2014	44	Teruel	Mujeres	Extranjeros comunitarios (UE-28)	138
201406	Junio 2014	50	Zaragoza	Hombres	Españoles	178818
201406	Junio 2014	50	Zaragoza	Mujeres	Españoles	149909
201406	Junio 2014	50	Zaragoza	Hombres	No consta	18
201406	Junio 2014	50	Zaragoza	Mujeres	No consta	30
201406	Junio 2014	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-28)	10009
201406	Junio 2014	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-28)	12010
201406	Junio 2014	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-28)	4
201406	Junio 2014	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-28)	2
201406	Junio 2014	50	Zaragoza	Hombres	Extranjeros no comunitarios	12994
201406	Junio 2014	50	Zaragoza	Mujeres	Extranjeros no comunitarios	10106
201406	Junio 2014	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-28)	1978
201406	Junio 2014	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-28)	1486
201403	Marzo 2014	22	Huesca	Hombres	Españoles	42265
201403	Marzo 2014	22	Huesca	Mujeres	Españoles	33213
201403	Marzo 2014	22	Huesca	Hombres	No consta	1
201403	Marzo 2014	22	Huesca	Mujeres	No consta	5
201403	Marzo 2014	22	Huesca	Hombres	Extranjeros comunitarios (UE-28)	2502
201403	Marzo 2014	22	Huesca	Mujeres	Extranjeros comunitarios (UE-28)	1912
201403	Marzo 2014	22	Huesca	Hombres	Extranjeros no comunitarios	2874
201403	Marzo 2014	22	Huesca	Mujeres	Extranjeros no comunitarios	1456
201403	Marzo 2014	22	Huesca	Hombres	Extranjeros comunitarios (UE-28)	566
201403	Marzo 2014	22	Huesca	Mujeres	Extranjeros comunitarios (UE-28)	449
201403	Marzo 2014	44	Teruel	Hombres	Españoles	24548
201403	Marzo 2014	44	Teruel	Mujeres	Españoles	19086
201403	Marzo 2014	44	Teruel	Hombres	Extranjeros comunitarios (UE-28)	1361
201403	Marzo 2014	44	Teruel	Mujeres	Extranjeros comunitarios (UE-28)	1239
201403	Marzo 2014	44	Teruel	Hombres	Extranjeros no comunitarios	1520
201403	Marzo 2014	44	Teruel	Mujeres	Extranjeros no comunitarios	615
201403	Marzo 2014	44	Teruel	Hombres	Extranjeros comunitarios (UE-28)	271
201403	Marzo 2014	44	Teruel	Mujeres	Extranjeros comunitarios (UE-28)	122
201403	Marzo 2014	50	Zaragoza	Hombres	Españoles	175683
201403	Marzo 2014	50	Zaragoza	Mujeres	Españoles	150416
201403	Marzo 2014	50	Zaragoza	Hombres	No consta	18
201403	Marzo 2014	50	Zaragoza	Mujeres	No consta	25
201403	Marzo 2014	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-28)	7061
201403	Marzo 2014	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-28)	9772
201403	Marzo 2014	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-28)	4
201403	Marzo 2014	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-28)	4
201403	Marzo 2014	50	Zaragoza	Hombres	Extranjeros no comunitarios	9716
201403	Marzo 2014	50	Zaragoza	Mujeres	Extranjeros no comunitarios	9898
201403	Marzo 2014	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-28)	1925
201403	Marzo 2014	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-28)	1390
201312	Diciembre 2013	22	Huesca	Hombres	Españoles	42378
201312	Diciembre 2013	22	Huesca	Mujeres	Españoles	33604
201312	Diciembre 2013	22	Huesca	Hombres	No consta	1
201312	Diciembre 2013	22	Huesca	Mujeres	No consta	7
201312	Diciembre 2013	22	Huesca	Hombres	Extranjeros comunitarios (UE-28)	2391
201312	Diciembre 2013	22	Huesca	Mujeres	Extranjeros comunitarios (UE-28)	1906
201312	Diciembre 2013	22	Huesca	Hombres	Extranjeros no comunitarios	2879
201312	Diciembre 2013	22	Huesca	Mujeres	Extranjeros no comunitarios	1557
201312	Diciembre 2013	22	Huesca	Hombres	Extranjeros comunitarios (UE-28)	520
201312	Diciembre 2013	22	Huesca	Mujeres	Extranjeros comunitarios (UE-28)	440
201312	Diciembre 2013	44	Teruel	Hombres	Españoles	24673
201312	Diciembre 2013	44	Teruel	Mujeres	Españoles	19184
201312	Diciembre 2013	44	Teruel	Hombres	Extranjeros comunitarios (UE-28)	1286
201312	Diciembre 2013	44	Teruel	Mujeres	Extranjeros comunitarios (UE-28)	1275
201312	Diciembre 2013	44	Teruel	Hombres	Extranjeros no comunitarios	1485
201312	Diciembre 2013	44	Teruel	Mujeres	Extranjeros no comunitarios	688
201312	Diciembre 2013	44	Teruel	Hombres	Extranjeros comunitarios (UE-28)	278
201312	Diciembre 2013	44	Teruel	Mujeres	Extranjeros comunitarios (UE-28)	126
201312	Diciembre 2013	50	Zaragoza	Hombres	Españoles	173959
201312	Diciembre 2013	50	Zaragoza	Mujeres	Españoles	150470
201312	Diciembre 2013	50	Zaragoza	Hombres	No consta	16
201312	Diciembre 2013	50	Zaragoza	Mujeres	No consta	25
201312	Diciembre 2013	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-28)	6984
201312	Diciembre 2013	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-28)	9667
201312	Diciembre 2013	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-28)	4
201312	Diciembre 2013	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-28)	4
201312	Diciembre 2013	50	Zaragoza	Hombres	Extranjeros no comunitarios	10036
201312	Diciembre 2013	50	Zaragoza	Mujeres	Extranjeros no comunitarios	10338
201312	Diciembre 2013	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-28)	1869
201312	Diciembre 2013	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-28)	1376
201309	Septiembre 2013	22	Huesca	Hombres	Españoles	41734
201309	Septiembre 2013	22	Huesca	Mujeres	Españoles	32601
201309	Septiembre 2013	22	Huesca	Hombres	No consta	1
201309	Septiembre 2013	22	Huesca	Mujeres	No consta	10
201309	Septiembre 2013	22	Huesca	Hombres	Extranjeros comunitarios (UE-28)	2508
201309	Septiembre 2013	22	Huesca	Mujeres	Extranjeros comunitarios (UE-28)	2217
201309	Septiembre 2013	22	Huesca	Hombres	Extranjeros no comunitarios	3481
201309	Septiembre 2013	22	Huesca	Mujeres	Extranjeros no comunitarios	1642
201309	Septiembre 2013	22	Huesca	Hombres	Extranjeros comunitarios (UE-28)	530
201309	Septiembre 2013	22	Huesca	Mujeres	Extranjeros comunitarios (UE-28)	453
201309	Septiembre 2013	44	Teruel	Hombres	Españoles	25170
201309	Septiembre 2013	44	Teruel	Mujeres	Españoles	19279
201309	Septiembre 2013	44	Teruel	Hombres	Extranjeros comunitarios (UE-28)	1408
201309	Septiembre 2013	44	Teruel	Mujeres	Extranjeros comunitarios (UE-28)	1489
201309	Septiembre 2013	44	Teruel	Hombres	Extranjeros no comunitarios	1721
201309	Septiembre 2013	44	Teruel	Mujeres	Extranjeros no comunitarios	766
201309	Septiembre 2013	44	Teruel	Hombres	Extranjeros comunitarios (UE-28)	303
201309	Septiembre 2013	44	Teruel	Mujeres	Extranjeros comunitarios (UE-28)	150
201309	Septiembre 2013	50	Zaragoza	Hombres	Españoles	175692
201309	Septiembre 2013	50	Zaragoza	Mujeres	Españoles	147798
201309	Septiembre 2013	50	Zaragoza	Hombres	No consta	14
201309	Septiembre 2013	50	Zaragoza	Mujeres	No consta	41
201309	Septiembre 2013	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-28)	8166
201309	Septiembre 2013	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-28)	10524
201309	Septiembre 2013	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-28)	4
201309	Septiembre 2013	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-28)	4
201309	Septiembre 2013	50	Zaragoza	Hombres	Extranjeros no comunitarios	12187
201309	Septiembre 2013	50	Zaragoza	Mujeres	Extranjeros no comunitarios	10751
201309	Septiembre 2013	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-28)	1893
201309	Septiembre 2013	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-28)	1422
201306	Junio 2013	22	Huesca	Hombres	Españoles	42575
201306	Junio 2013	22	Huesca	Mujeres	Españoles	32722
201306	Junio 2013	22	Huesca	Hombres	No consta	1
201306	Junio 2013	22	Huesca	Mujeres	No consta	11
201306	Junio 2013	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	3575
201306	Junio 2013	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	3163
201306	Junio 2013	22	Huesca	Hombres	Extranjeros no comunitarios	4868
201306	Junio 2013	22	Huesca	Mujeres	Extranjeros no comunitarios	1766
201306	Junio 2013	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	664
201306	Junio 2013	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	665
201306	Junio 2013	44	Teruel	Hombres	Españoles	25050
201306	Junio 2013	44	Teruel	Mujeres	Españoles	19188
201306	Junio 2013	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	1428
201306	Junio 2013	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	1586
201306	Junio 2013	44	Teruel	Hombres	Extranjeros no comunitarios	1891
201306	Junio 2013	44	Teruel	Mujeres	Extranjeros no comunitarios	779
201306	Junio 2013	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	329
201306	Junio 2013	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	140
201306	Junio 2013	50	Zaragoza	Hombres	Españoles	177423
201306	Junio 2013	50	Zaragoza	Mujeres	Españoles	147274
201306	Junio 2013	50	Zaragoza	Hombres	No consta	18
201306	Junio 2013	50	Zaragoza	Mujeres	No consta	35
201306	Junio 2013	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	8991
201306	Junio 2013	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	11537
201306	Junio 2013	50	Zaragoza	Hombres	Extranjeros no comunitarios	3
201306	Junio 2013	50	Zaragoza	Mujeres	Extranjeros no comunitarios	4
201306	Junio 2013	50	Zaragoza	Hombres	Extranjeros no comunitarios	13402
201306	Junio 2013	50	Zaragoza	Mujeres	Extranjeros no comunitarios	11010
201306	Junio 2013	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	2006
201306	Junio 2013	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	1466
201303	Marzo 2013	22	Huesca	Hombres	Españoles	42182
201303	Marzo 2013	22	Huesca	Mujeres	Españoles	33055
201303	Marzo 2013	22	Huesca	Hombres	No consta	2
201303	Marzo 2013	22	Huesca	Mujeres	No consta	8
201303	Marzo 2013	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	2345
201303	Marzo 2013	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	1934
201303	Marzo 2013	22	Huesca	Hombres	Extranjeros no comunitarios	3080
201303	Marzo 2013	22	Huesca	Mujeres	Extranjeros no comunitarios	1672
201303	Marzo 2013	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	595
201303	Marzo 2013	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	436
201303	Marzo 2013	44	Teruel	Hombres	Españoles	24498
201303	Marzo 2013	44	Teruel	Mujeres	Españoles	18939
201303	Marzo 2013	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	1291
201303	Marzo 2013	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	1280
201303	Marzo 2013	44	Teruel	Hombres	Extranjeros no comunitarios	1746
201303	Marzo 2013	44	Teruel	Mujeres	Extranjeros no comunitarios	804
201303	Marzo 2013	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	304
201303	Marzo 2013	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	127
201303	Marzo 2013	50	Zaragoza	Hombres	Españoles	175193
201303	Marzo 2013	50	Zaragoza	Mujeres	Españoles	147951
201303	Marzo 2013	50	Zaragoza	Hombres	No consta	21
201303	Marzo 2013	50	Zaragoza	Mujeres	No consta	33
201303	Marzo 2013	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	7326
201303	Marzo 2013	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	9842
201303	Marzo 2013	50	Zaragoza	Hombres	Extranjeros no comunitarios	4
201303	Marzo 2013	50	Zaragoza	Mujeres	Extranjeros no comunitarios	4
201303	Marzo 2013	50	Zaragoza	Hombres	Extranjeros no comunitarios	10526
201303	Marzo 2013	50	Zaragoza	Mujeres	Extranjeros no comunitarios	10806
201303	Marzo 2013	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	1937
201303	Marzo 2013	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	1364
201212	Diciembre 2012	22	Huesca	Hombres	Españoles	42379
201212	Diciembre 2012	22	Huesca	Mujeres	Españoles	33297
201212	Diciembre 2012	22	Huesca	Hombres	No consta	2
201212	Diciembre 2012	22	Huesca	Mujeres	No consta	11
201212	Diciembre 2012	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	2323
201212	Diciembre 2012	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	1878
201212	Diciembre 2012	22	Huesca	Hombres	Extranjeros no comunitarios	3095
201212	Diciembre 2012	22	Huesca	Mujeres	Extranjeros no comunitarios	1739
201212	Diciembre 2012	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	560
201212	Diciembre 2012	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	457
201212	Diciembre 2012	44	Teruel	Hombres	Españoles	24815
201212	Diciembre 2012	44	Teruel	Mujeres	Españoles	19038
201212	Diciembre 2012	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	1308
201212	Diciembre 2012	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	1311
201212	Diciembre 2012	44	Teruel	Hombres	Extranjeros no comunitarios	1881
201212	Diciembre 2012	44	Teruel	Mujeres	Extranjeros no comunitarios	863
201212	Diciembre 2012	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	302
201212	Diciembre 2012	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	133
201212	Diciembre 2012	50	Zaragoza	Hombres	Españoles	177625
201212	Diciembre 2012	50	Zaragoza	Mujeres	Españoles	150882
201212	Diciembre 2012	50	Zaragoza	Hombres	No consta	21
201212	Diciembre 2012	50	Zaragoza	Mujeres	No consta	31
201212	Diciembre 2012	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	7730
201212	Diciembre 2012	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	10170
201212	Diciembre 2012	50	Zaragoza	Hombres	Extranjeros no comunitarios	4
201212	Diciembre 2012	50	Zaragoza	Mujeres	Extranjeros no comunitarios	4
201212	Diciembre 2012	50	Zaragoza	Hombres	Extranjeros no comunitarios	11112
201212	Diciembre 2012	50	Zaragoza	Mujeres	Extranjeros no comunitarios	11063
201212	Diciembre 2012	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	1999
201212	Diciembre 2012	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	1410
201209	Septiembre 2012	22	Huesca	Hombres	Españoles	42557
201209	Septiembre 2012	22	Huesca	Mujeres	Españoles	32838
201209	Septiembre 2012	22	Huesca	Hombres	No consta	2
201209	Septiembre 2012	22	Huesca	Mujeres	No consta	12
201209	Septiembre 2012	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	2679
201209	Septiembre 2012	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	2240
201209	Septiembre 2012	22	Huesca	Hombres	Extranjeros no comunitarios	3539
201209	Septiembre 2012	22	Huesca	Mujeres	Extranjeros no comunitarios	1742
201209	Septiembre 2012	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	644
201209	Septiembre 2012	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	521
201209	Septiembre 2012	44	Teruel	Hombres	Españoles	25798
201209	Septiembre 2012	44	Teruel	Mujeres	Españoles	19602
201209	Septiembre 2012	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	1558
201209	Septiembre 2012	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	1695
201209	Septiembre 2012	44	Teruel	Hombres	Extranjeros no comunitarios	2177
201209	Septiembre 2012	44	Teruel	Mujeres	Extranjeros no comunitarios	949
201209	Septiembre 2012	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	350
201209	Septiembre 2012	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	166
201209	Septiembre 2012	50	Zaragoza	Hombres	Españoles	182092
201209	Septiembre 2012	50	Zaragoza	Mujeres	Españoles	150999
201209	Septiembre 2012	50	Zaragoza	Hombres	No consta	25
201209	Septiembre 2012	50	Zaragoza	Mujeres	No consta	37
201209	Septiembre 2012	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	9787
201209	Septiembre 2012	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	10835
201209	Septiembre 2012	50	Zaragoza	Hombres	Extranjeros no comunitarios	3
201209	Septiembre 2012	50	Zaragoza	Mujeres	Extranjeros no comunitarios	4
201209	Septiembre 2012	50	Zaragoza	Hombres	Extranjeros no comunitarios	13771
201209	Septiembre 2012	50	Zaragoza	Mujeres	Extranjeros no comunitarios	11283
201209	Septiembre 2012	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	2140
201209	Septiembre 2012	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	1553
201206	Junio 2012	22	Huesca	Hombres	Españoles	43371
201206	Junio 2012	22	Huesca	Mujeres	Españoles	32905
201206	Junio 2012	22	Huesca	Hombres	No consta	3
201206	Junio 2012	22	Huesca	Mujeres	No consta	11
201206	Junio 2012	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	3691
201206	Junio 2012	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	3033
201206	Junio 2012	22	Huesca	Hombres	Extranjeros no comunitarios	4905
201206	Junio 2012	22	Huesca	Mujeres	Extranjeros no comunitarios	1734
201206	Junio 2012	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	782
201206	Junio 2012	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	696
201206	Junio 2012	44	Teruel	Hombres	Españoles	25850
201206	Junio 2012	44	Teruel	Mujeres	Españoles	19395
201206	Junio 2012	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	1605
201206	Junio 2012	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	1506
201206	Junio 2012	44	Teruel	Hombres	Extranjeros no comunitarios	2330
201206	Junio 2012	44	Teruel	Mujeres	Extranjeros no comunitarios	908
201206	Junio 2012	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	359
