Mes y año	Comarca código	Comarca nombre	Sector de actividad	Afiliaciones en alta	Sexo
Junio 2020	33	Matarraña / Matarranya	Agricultura, ganadería y pesca	219	Mujeres
Junio 2020	33	Matarraña / Matarranya	Industria y energía	73	Hombres
Junio 2020	33	Matarraña / Matarranya	Industria y energía	38	Mujeres
Junio 2020	33	Matarraña / Matarranya	Construcción	138	Hombres
Junio 2020	33	Matarraña / Matarranya	Construcción	9	Mujeres
Junio 2020	33	Matarraña / Matarranya	Servicios	204	Hombres
Junio 2020	33	Matarraña / Matarranya	Servicios	247	Mujeres
Mayo 2020	01	La Jacetania	Agricultura, ganadería y pesca	264	Hombres
Mayo 2020	01	La Jacetania	Agricultura, ganadería y pesca	41	Mujeres
Mayo 2020	01	La Jacetania	Industria y energía	66	Hombres
Mayo 2020	01	La Jacetania	Industria y energía	20	Mujeres
Mayo 2020	01	La Jacetania	Construcción	216	Hombres
Mayo 2020	01	La Jacetania	Construcción	14	Mujeres
Mayo 2020	01	La Jacetania	Servicios	561	Hombres
Mayo 2020	01	La Jacetania	Servicios	585	Mujeres
Mayo 2020	02	Alto Gállego	Agricultura, ganadería y pesca	96	Hombres
Mayo 2020	02	Alto Gállego	Agricultura, ganadería y pesca	33	Mujeres
Mayo 2020	02	Alto Gállego	Industria y energía	38	Hombres
Mayo 2020	02	Alto Gállego	Industria y energía	20	Mujeres
Mayo 2020	02	Alto Gállego	Construcción	164	Hombres
Mayo 2020	02	Alto Gállego	Construcción	17	Mujeres
Mayo 2020	02	Alto Gállego	Servicios	434	Hombres
Mayo 2020	02	Alto Gállego	Servicios	373	Mujeres
Mayo 2020	03	Sobrarbe	Agricultura, ganadería y pesca	247	Hombres
Mayo 2020	03	Sobrarbe	Agricultura, ganadería y pesca	55	Mujeres
Mayo 2020	03	Sobrarbe	Industria y energía	33	Hombres
Mayo 2020	03	Sobrarbe	Industria y energía	12	Mujeres
Mayo 2020	03	Sobrarbe	Construcción	164	Hombres
Mayo 2020	03	Sobrarbe	Construcción	9	Mujeres
Mayo 2020	03	Sobrarbe	Servicios	304	Hombres
Mayo 2020	03	Sobrarbe	Servicios	262	Mujeres
Mayo 2020	04	La Ribagorza	Agricultura, ganadería y pesca	413	Hombres
Mayo 2020	04	La Ribagorza	Agricultura, ganadería y pesca	110	Mujeres
Mayo 2020	04	La Ribagorza	Industria y energía	55	Hombres
Mayo 2020	04	La Ribagorza	Industria y energía	22	Mujeres
Mayo 2020	04	La Ribagorza	Construcción	182	Hombres
Mayo 2020	04	La Ribagorza	Construcción	12	Mujeres
Mayo 2020	04	La Ribagorza	Servicios	376	Hombres
Mayo 2020	04	La Ribagorza	Servicios	382	Mujeres
Mayo 2020	05	Cinco Villas	Agricultura, ganadería y pesca	1165	Hombres
Mayo 2020	05	Cinco Villas	Agricultura, ganadería y pesca	327	Mujeres
Mayo 2020	05	Cinco Villas	Industria y energía	246	Hombres
Mayo 2020	05	Cinco Villas	Industria y energía	155	Mujeres
Mayo 2020	05	Cinco Villas	Construcción	280	Hombres
Mayo 2020	05	Cinco Villas	Construcción	38	Mujeres
Mayo 2020	05	Cinco Villas	Servicios	708	Hombres
Mayo 2020	05	Cinco Villas	Servicios	646	Mujeres
Mayo 2020	06	Hoya de Huesca / Plana de Uesca	Agricultura, ganadería y pesca	855	Hombres
Mayo 2020	06	Hoya de Huesca / Plana de Uesca	Agricultura, ganadería y pesca	185	Mujeres
Mayo 2020	06	Hoya de Huesca / Plana de Uesca	Industria y energía	214	Hombres
Mayo 2020	06	Hoya de Huesca / Plana de Uesca	Industria y energía	59	Mujeres
Mayo 2020	06	Hoya de Huesca / Plana de Uesca	Construcción	586	Hombres
Mayo 2020	06	Hoya de Huesca / Plana de Uesca	Construcción	55	Mujeres
Mayo 2020	06	Hoya de Huesca / Plana de Uesca	Servicios	1854	Hombres
Mayo 2020	06	Hoya de Huesca / Plana de Uesca	Servicios	1322	Mujeres
Mayo 2020	07	Somontano de Barbastro	Agricultura, ganadería y pesca	495	Hombres
Mayo 2020	07	Somontano de Barbastro	Agricultura, ganadería y pesca	145	Mujeres
Mayo 2020	07	Somontano de Barbastro	Industria y energía	132	Hombres
Mayo 2020	07	Somontano de Barbastro	Industria y energía	48	Mujeres
Mayo 2020	07	Somontano de Barbastro	Construcción	220	Hombres
Mayo 2020	07	Somontano de Barbastro	Construcción	20	Mujeres
Mayo 2020	07	Somontano de Barbastro	Servicios	633	Hombres
Mayo 2020	07	Somontano de Barbastro	Servicios	488	Mujeres
Mayo 2020	08	Cinca Medio	Agricultura, ganadería y pesca	496	Hombres
Mayo 2020	08	Cinca Medio	Agricultura, ganadería y pesca	164	Mujeres
Mayo 2020	08	Cinca Medio	Industria y energía	92	Hombres
Mayo 2020	08	Cinca Medio	Industria y energía	144	Mujeres
Mayo 2020	08	Cinca Medio	Construcción	220	Hombres
Mayo 2020	08	Cinca Medio	Construcción	27	Mujeres
Mayo 2020	08	Cinca Medio	Servicios	514	Hombres
Mayo 2020	08	Cinca Medio	Servicios	523	Mujeres
Mayo 2020	09	La Litera / La Llitera	Agricultura, ganadería y pesca	631	Hombres
Mayo 2020	09	La Litera / La Llitera	Agricultura, ganadería y pesca	181	Mujeres
Mayo 2020	09	La Litera / La Llitera	Industria y energía	110	Hombres
Mayo 2020	09	La Litera / La Llitera	Industria y energía	53	Mujeres
Mayo 2020	09	La Litera / La Llitera	Construcción	205	Hombres
Mayo 2020	09	La Litera / La Llitera	Construcción	27	Mujeres
Mayo 2020	09	La Litera / La Llitera	Servicios	461	Hombres
Mayo 2020	09	La Litera / La Llitera	Servicios	407	Mujeres
Mayo 2020	10	Los Monegros	Agricultura, ganadería y pesca	1186	Hombres
Mayo 2020	10	Los Monegros	Agricultura, ganadería y pesca	430	Mujeres
Mayo 2020	10	Los Monegros	Industria y energía	74	Hombres
Mayo 2020	10	Los Monegros	Industria y energía	33	Mujeres
Mayo 2020	10	Los Monegros	Construcción	197	Hombres
Mayo 2020	10	Los Monegros	Construcción	16	Mujeres
Mayo 2020	10	Los Monegros	Servicios	367	Hombres
Mayo 2020	10	Los Monegros	Servicios	308	Mujeres
Mayo 2020	11	Bajo Cinca / Baix Cinca	Agricultura, ganadería y pesca	893	Hombres
Mayo 2020	11	Bajo Cinca / Baix Cinca	Agricultura, ganadería y pesca	315	Mujeres
Mayo 2020	11	Bajo Cinca / Baix Cinca	Industria y energía	106	Hombres
Mayo 2020	11	Bajo Cinca / Baix Cinca	Industria y energía	36	Mujeres
Mayo 2020	11	Bajo Cinca / Baix Cinca	Construcción	217	Hombres
Mayo 2020	11	Bajo Cinca / Baix Cinca	Construcción	20	Mujeres
Mayo 2020	11	Bajo Cinca / Baix Cinca	Servicios	560	Hombres
Mayo 2020	11	Bajo Cinca / Baix Cinca	Servicios	456	Mujeres
Mayo 2020	12	Tarazona y el Moncayo	Agricultura, ganadería y pesca	117	Hombres
Mayo 2020	12	Tarazona y el Moncayo	Agricultura, ganadería y pesca	21	Mujeres
Mayo 2020	12	Tarazona y el Moncayo	Industria y energía	130	Hombres
Mayo 2020	12	Tarazona y el Moncayo	Industria y energía	67	Mujeres
Mayo 2020	12	Tarazona y el Moncayo	Construcción	114	Hombres
Mayo 2020	12	Tarazona y el Moncayo	Construcción	7	Mujeres
Mayo 2020	12	Tarazona y el Moncayo	Servicios	307	Hombres
Mayo 2020	12	Tarazona y el Moncayo	Servicios	287	Mujeres
Mayo 2020	13	Campo de Borja	Agricultura, ganadería y pesca	412	Hombres
Mayo 2020	13	Campo de Borja	Agricultura, ganadería y pesca	117	Mujeres
Mayo 2020	13	Campo de Borja	Industria y energía	53	Hombres
Mayo 2020	13	Campo de Borja	Industria y energía	19	Mujeres
Mayo 2020	13	Campo de Borja	Construcción	158	Hombres
Mayo 2020	13	Campo de Borja	Construcción	5	Mujeres
Mayo 2020	13	Campo de Borja	Servicios	251	Hombres
Mayo 2020	13	Campo de Borja	Servicios	294	Mujeres
Mayo 2020	14	Aranda	Agricultura, ganadería y pesca	82	Hombres
Mayo 2020	14	Aranda	Agricultura, ganadería y pesca	20	Mujeres
Mayo 2020	14	Aranda	Industria y energía	93	Hombres
Mayo 2020	14	Aranda	Industria y energía	23	Mujeres
Mayo 2020	14	Aranda	Construcción	75	Hombres
Mayo 2020	14	Aranda	Construcción	5	Mujeres
Mayo 2020	14	Aranda	Servicios	141	Hombres
Mayo 2020	14	Aranda	Servicios	112	Mujeres
Mayo 2020	15	Ribera Alta del Ebro	Agricultura, ganadería y pesca	206	Hombres
Mayo 2020	15	Ribera Alta del Ebro	Agricultura, ganadería y pesca	91	Mujeres
Mayo 2020	15	Ribera Alta del Ebro	Industria y energía	109	Hombres
Mayo 2020	15	Ribera Alta del Ebro	Industria y energía	54	Mujeres
Mayo 2020	15	Ribera Alta del Ebro	Construcción	246	Hombres
Mayo 2020	15	Ribera Alta del Ebro	Construcción	25	Mujeres
Mayo 2020	15	Ribera Alta del Ebro	Servicios	516	Hombres
Mayo 2020	15	Ribera Alta del Ebro	Servicios	464	Mujeres
Mayo 2020	16	Valdejalón	Agricultura, ganadería y pesca	502	Hombres
Mayo 2020	16	Valdejalón	Agricultura, ganadería y pesca	143	Mujeres
Mayo 2020	16	Valdejalón	Industria y energía	162	Hombres
Mayo 2020	16	Valdejalón	Industria y energía	35	Mujeres
Mayo 2020	16	Valdejalón	Construcción	266	Hombres
Mayo 2020	16	Valdejalón	Construcción	30	Mujeres
Mayo 2020	16	Valdejalón	Servicios	628	Hombres
Mayo 2020	16	Valdejalón	Servicios	456	Mujeres
Mayo 2020	17	Central	Agricultura, ganadería y pesca	869	Hombres
Mayo 2020	17	Central	Agricultura, ganadería y pesca	320	Mujeres
Mayo 2020	17	Central	Industria y energía	2298	Hombres
Mayo 2020	17	Central	Industria y energía	801	Mujeres
Mayo 2020	17	Central	Construcción	4684	Hombres
Mayo 2020	17	Central	Construcción	576	Mujeres
Mayo 2020	17	Central	Servicios	21747	Hombres
Mayo 2020	17	Central	Servicios	15232	Mujeres
Mayo 2020	18	Ribera Baja del Ebro	Agricultura, ganadería y pesca	214	Hombres
Mayo 2020	18	Ribera Baja del Ebro	Agricultura, ganadería y pesca	107	Mujeres
Mayo 2020	18	Ribera Baja del Ebro	Industria y energía	50	Hombres
Mayo 2020	18	Ribera Baja del Ebro	Industria y energía	17	Mujeres
Mayo 2020	18	Ribera Baja del Ebro	Construcción	91	Hombres
Mayo 2020	18	Ribera Baja del Ebro	Construcción	9	Mujeres
Mayo 2020	18	Ribera Baja del Ebro	Servicios	139	Hombres
Mayo 2020	18	Ribera Baja del Ebro	Servicios	169	Mujeres
Mayo 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Agricultura, ganadería y pesca	490	Hombres
Mayo 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Agricultura, ganadería y pesca	164	Mujeres
Mayo 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Industria y energía	77	Hombres
Mayo 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Industria y energía	37	Mujeres
Mayo 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Construcción	117	Hombres
Mayo 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Construcción	13	Mujeres
Mayo 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Servicios	313	Hombres
Mayo 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Servicios	294	Mujeres
Mayo 2020	20	Comunidad de Calatayud	Agricultura, ganadería y pesca	690	Hombres
Mayo 2020	20	Comunidad de Calatayud	Agricultura, ganadería y pesca	192	Mujeres
Mayo 2020	20	Comunidad de Calatayud	Industria y energía	140	Hombres
Mayo 2020	20	Comunidad de Calatayud	Industria y energía	48	Mujeres
Mayo 2020	20	Comunidad de Calatayud	Construcción	301	Hombres
Mayo 2020	20	Comunidad de Calatayud	Construcción	22	Mujeres
Mayo 2020	20	Comunidad de Calatayud	Servicios	879	Hombres
Mayo 2020	20	Comunidad de Calatayud	Servicios	655	Mujeres
Mayo 2020	21	Campo de Cariñena	Agricultura, ganadería y pesca	338	Hombres
Mayo 2020	21	Campo de Cariñena	Agricultura, ganadería y pesca	104	Mujeres
Mayo 2020	21	Campo de Cariñena	Industria y energía	43	Hombres
Mayo 2020	21	Campo de Cariñena	Industria y energía	18	Mujeres
Mayo 2020	21	Campo de Cariñena	Construcción	97	Hombres
Mayo 2020	21	Campo de Cariñena	Construcción	2	Mujeres
Mayo 2020	21	Campo de Cariñena	Servicios	163	Hombres
Mayo 2020	21	Campo de Cariñena	Servicios	169	Mujeres
Mayo 2020	22	Campo de Belchite	Agricultura, ganadería y pesca	205	Hombres
Mayo 2020	22	Campo de Belchite	Agricultura, ganadería y pesca	65	Mujeres
Mayo 2020	22	Campo de Belchite	Industria y energía	21	Hombres
Mayo 2020	22	Campo de Belchite	Industria y energía	8	Mujeres
Mayo 2020	22	Campo de Belchite	Construcción	48	Hombres
Mayo 2020	22	Campo de Belchite	Construcción	4	Mujeres
Mayo 2020	22	Campo de Belchite	Servicios	85	Hombres
Mayo 2020	22	Campo de Belchite	Servicios	88	Mujeres
Mayo 2020	23	Bajo Martín	Agricultura, ganadería y pesca	169	Hombres
Mayo 2020	23	Bajo Martín	Agricultura, ganadería y pesca	58	Mujeres
Mayo 2020	23	Bajo Martín	Industria y energía	34	Hombres
Mayo 2020	23	Bajo Martín	Industria y energía	17	Mujeres
Mayo 2020	23	Bajo Martín	Construcción	57	Hombres
Mayo 2020	23	Bajo Martín	Construcción	9	Mujeres
Mayo 2020	23	Bajo Martín	Servicios	120	Hombres
Mayo 2020	23	Bajo Martín	Servicios	104	Mujeres
Mayo 2020	24	Campo de Daroca	Agricultura, ganadería y pesca	282	Hombres
Mayo 2020	24	Campo de Daroca	Agricultura, ganadería y pesca	77	Mujeres
Mayo 2020	24	Campo de Daroca	Industria y energía	18	Hombres
Mayo 2020	24	Campo de Daroca	Industria y energía	6	Mujeres
Mayo 2020	24	Campo de Daroca	Construcción	65	Hombres
Mayo 2020	24	Campo de Daroca	Construcción	3	Mujeres
Mayo 2020	24	Campo de Daroca	Servicios	100	Hombres
Mayo 2020	24	Campo de Daroca	Servicios	85	Mujeres
Mayo 2020	25	Jiloca	Agricultura, ganadería y pesca	466	Hombres
Mayo 2020	25	Jiloca	Agricultura, ganadería y pesca	181	Mujeres
Mayo 2020	25	Jiloca	Industria y energía	57	Hombres
Mayo 2020	25	Jiloca	Industria y energía	20	Mujeres
Mayo 2020	25	Jiloca	Construcción	154	Hombres
Mayo 2020	25	Jiloca	Construcción	9	Mujeres
Mayo 2020	25	Jiloca	Servicios	269	Hombres
Mayo 2020	25	Jiloca	Servicios	243	Mujeres
Mayo 2020	26	Cuencas Mineras	Agricultura, ganadería y pesca	120	Hombres
Mayo 2020	26	Cuencas Mineras	Agricultura, ganadería y pesca	38	Mujeres
Mayo 2020	26	Cuencas Mineras	Industria y energía	28	Hombres
Mayo 2020	26	Cuencas Mineras	Industria y energía	5	Mujeres
Mayo 2020	26	Cuencas Mineras	Construcción	74	Hombres
Mayo 2020	26	Cuencas Mineras	Servicios	125	Hombres
Mayo 2020	26	Cuencas Mineras	Servicios	133	Mujeres
Mayo 2020	27	Andorra-Sierra de Arcos	Agricultura, ganadería y pesca	85	Hombres
Mayo 2020	27	Andorra-Sierra de Arcos	Agricultura, ganadería y pesca	25	Mujeres
Mayo 2020	27	Andorra-Sierra de Arcos	Industria y energía	33	Hombres
Mayo 2020	27	Andorra-Sierra de Arcos	Industria y energía	11	Mujeres
Mayo 2020	27	Andorra-Sierra de Arcos	Construcción	96	Hombres
Mayo 2020	27	Andorra-Sierra de Arcos	Construcción	10	Mujeres
Mayo 2020	27	Andorra-Sierra de Arcos	Servicios	226	Hombres
Mayo 2020	27	Andorra-Sierra de Arcos	Servicios	208	Mujeres
Mayo 2020	28	Bajo Aragón	Agricultura, ganadería y pesca	564	Hombres
Mayo 2020	28	Bajo Aragón	Agricultura, ganadería y pesca	229	Mujeres
Mayo 2020	28	Bajo Aragón	Industria y energía	141	Hombres
Mayo 2020	28	Bajo Aragón	Industria y energía	56	Mujeres
Mayo 2020	28	Bajo Aragón	Construcción	354	Hombres
Mayo 2020	28	Bajo Aragón	Construcción	32	Mujeres
Mayo 2020	28	Bajo Aragón	Servicios	786	Hombres
Mayo 2020	28	Bajo Aragón	Servicios	681	Mujeres
Mayo 2020	29	Comunidad de Teruel	Agricultura, ganadería y pesca	469	Hombres
Mayo 2020	29	Comunidad de Teruel	Agricultura, ganadería y pesca	199	Mujeres
Mayo 2020	29	Comunidad de Teruel	Industria y energía	155	Hombres
Mayo 2020	29	Comunidad de Teruel	Industria y energía	56	Mujeres
Mayo 2020	29	Comunidad de Teruel	Construcción	438	Hombres
Mayo 2020	29	Comunidad de Teruel	Construcción	34	Mujeres
Mayo 2020	29	Comunidad de Teruel	Servicios	1301	Hombres
Mayo 2020	29	Comunidad de Teruel	Servicios	943	Mujeres
Mayo 2020	30	Maestrazgo	Agricultura, ganadería y pesca	175	Hombres
Mayo 2020	30	Maestrazgo	Agricultura, ganadería y pesca	67	Mujeres
Mayo 2020	30	Maestrazgo	Industria y energía	31	Hombres
Mayo 2020	30	Maestrazgo	Industria y energía	8	Mujeres
Mayo 2020	30	Maestrazgo	Construcción	60	Hombres
Mayo 2020	30	Maestrazgo	Construcción	1	Mujeres
Mayo 2020	30	Maestrazgo	Servicios	76	Hombres
Mayo 2020	30	Maestrazgo	Servicios	89	Mujeres
Mayo 2020	31	Sierra de Albarracín	Agricultura, ganadería y pesca	116	Hombres
Mayo 2020	31	Sierra de Albarracín	Agricultura, ganadería y pesca	55	Mujeres
Mayo 2020	31	Sierra de Albarracín	Industria y energía	32	Hombres
Mayo 2020	31	Sierra de Albarracín	Industria y energía	10	Mujeres
Mayo 2020	31	Sierra de Albarracín	Construcción	86	Hombres
Mayo 2020	31	Sierra de Albarracín	Construcción	2	Mujeres
Mayo 2020	31	Sierra de Albarracín	Servicios	115	Hombres
Mayo 2020	31	Sierra de Albarracín	Servicios	115	Mujeres
Mayo 2020	32	Gúdar-Javalambre	Agricultura, ganadería y pesca	233	Hombres
Mayo 2020	32	Gúdar-Javalambre	Agricultura, ganadería y pesca	89	Mujeres
Mayo 2020	32	Gúdar-Javalambre	Industria y energía	78	Hombres
Mayo 2020	32	Gúdar-Javalambre	Industria y energía	11	Mujeres
Mayo 2020	32	Gúdar-Javalambre	Construcción	135	Hombres
Mayo 2020	32	Gúdar-Javalambre	Construcción	6	Mujeres
Mayo 2020	32	Gúdar-Javalambre	Servicios	192	Hombres
Mayo 2020	32	Gúdar-Javalambre	Servicios	225	Mujeres
Mayo 2020	33	Matarraña / Matarranya	Agricultura, ganadería y pesca	475	Hombres
Mayo 2020	33	Matarraña / Matarranya	Agricultura, ganadería y pesca	219	Mujeres
Mayo 2020	33	Matarraña / Matarranya	Industria y energía	73	Hombres
Mayo 2020	33	Matarraña / Matarranya	Industria y energía	38	Mujeres
Mayo 2020	33	Matarraña / Matarranya	Construcción	137	Hombres
Mayo 2020	33	Matarraña / Matarranya	Construcción	9	Mujeres
Mayo 2020	33	Matarraña / Matarranya	Servicios	202	Hombres
Mayo 2020	33	Matarraña / Matarranya	Servicios	246	Mujeres
Marzo 2020	01	La Jacetania	Agricultura, ganadería y pesca	260	Hombres
Marzo 2020	01	La Jacetania	Agricultura, ganadería y pesca	41	Mujeres
Marzo 2020	01	La Jacetania	Industria y energía	64	Hombres
Marzo 2020	01	La Jacetania	Industria y energía	20	Mujeres
Marzo 2020	01	La Jacetania	Construcción	217	Hombres
Marzo 2020	01	La Jacetania	Construcción	13	Mujeres
Marzo 2020	01	La Jacetania	Servicios	561	Hombres
Marzo 2020	01	La Jacetania	Servicios	582	Mujeres
Marzo 2020	02	Alto Gállego	Agricultura, ganadería y pesca	97	Hombres
Marzo 2020	02	Alto Gállego	Agricultura, ganadería y pesca	33	Mujeres
Marzo 2020	02	Alto Gállego	Industria y energía	39	Hombres
Marzo 2020	02	Alto Gállego	Industria y energía	20	Mujeres
Marzo 2020	02	Alto Gállego	Construcción	162	Hombres
Marzo 2020	02	Alto Gállego	Construcción	17	Mujeres
Marzo 2020	02	Alto Gállego	Servicios	441	Hombres
Marzo 2020	02	Alto Gállego	Servicios	377	Mujeres
Marzo 2020	03	Sobrarbe	Agricultura, ganadería y pesca	245	Hombres
Marzo 2020	03	Sobrarbe	Agricultura, ganadería y pesca	54	Mujeres
Marzo 2020	03	Sobrarbe	Industria y energía	33	Hombres
Marzo 2020	03	Sobrarbe	Industria y energía	12	Mujeres
Marzo 2020	03	Sobrarbe	Construcción	162	Hombres
Marzo 2020	03	Sobrarbe	Construcción	9	Mujeres
Marzo 2020	03	Sobrarbe	Servicios	297	Hombres
Marzo 2020	03	Sobrarbe	Servicios	264	Mujeres
Marzo 2020	04	La Ribagorza	Agricultura, ganadería y pesca	410	Hombres
Marzo 2020	04	La Ribagorza	Agricultura, ganadería y pesca	111	Mujeres
Marzo 2020	04	La Ribagorza	Industria y energía	55	Hombres
Marzo 2020	04	La Ribagorza	Industria y energía	22	Mujeres
Marzo 2020	04	La Ribagorza	Construcción	181	Hombres
Marzo 2020	04	La Ribagorza	Construcción	12	Mujeres
Marzo 2020	04	La Ribagorza	Servicios	381	Hombres
Marzo 2020	04	La Ribagorza	Servicios	378	Mujeres
Marzo 2020	05	Cinco Villas	Agricultura, ganadería y pesca	1163	Hombres
Marzo 2020	05	Cinco Villas	Agricultura, ganadería y pesca	329	Mujeres
Marzo 2020	05	Cinco Villas	Industria y energía	240	Hombres
Marzo 2020	05	Cinco Villas	Industria y energía	151	Mujeres
Marzo 2020	05	Cinco Villas	Construcción	278	Hombres
Marzo 2020	05	Cinco Villas	Construcción	36	Mujeres
Marzo 2020	05	Cinco Villas	Servicios	710	Hombres
Marzo 2020	05	Cinco Villas	Servicios	644	Mujeres
Marzo 2020	06	Hoya de Huesca / Plana de Uesca	Agricultura, ganadería y pesca	850	Hombres
Marzo 2020	06	Hoya de Huesca / Plana de Uesca	Agricultura, ganadería y pesca	185	Mujeres
Marzo 2020	06	Hoya de Huesca / Plana de Uesca	Industria y energía	219	Hombres
Marzo 2020	06	Hoya de Huesca / Plana de Uesca	Industria y energía	62	Mujeres
Marzo 2020	06	Hoya de Huesca / Plana de Uesca	Construcción	590	Hombres
Marzo 2020	06	Hoya de Huesca / Plana de Uesca	Construcción	57	Mujeres
Marzo 2020	06	Hoya de Huesca / Plana de Uesca	Servicios	1851	Hombres
Marzo 2020	06	Hoya de Huesca / Plana de Uesca	Servicios	1321	Mujeres
Marzo 2020	07	Somontano de Barbastro	Agricultura, ganadería y pesca	495	Hombres
Marzo 2020	07	Somontano de Barbastro	Agricultura, ganadería y pesca	145	Mujeres
Marzo 2020	07	Somontano de Barbastro	Industria y energía	134	Hombres
Marzo 2020	07	Somontano de Barbastro	Industria y energía	49	Mujeres
Marzo 2020	07	Somontano de Barbastro	Construcción	221	Hombres
Marzo 2020	07	Somontano de Barbastro	Construcción	20	Mujeres
Marzo 2020	07	Somontano de Barbastro	Servicios	633	Hombres
Marzo 2020	07	Somontano de Barbastro	Servicios	487	Mujeres
Marzo 2020	08	Cinca Medio	Agricultura, ganadería y pesca	491	Hombres
Marzo 2020	08	Cinca Medio	Agricultura, ganadería y pesca	164	Mujeres
Marzo 2020	08	Cinca Medio	Industria y energía	90	Hombres
Marzo 2020	08	Cinca Medio	Industria y energía	145	Mujeres
Marzo 2020	08	Cinca Medio	Construcción	221	Hombres
Marzo 2020	08	Cinca Medio	Construcción	27	Mujeres
Marzo 2020	08	Cinca Medio	Servicios	514	Hombres
Marzo 2020	08	Cinca Medio	Servicios	529	Mujeres
Marzo 2020	09	La Litera / La Llitera	Agricultura, ganadería y pesca	632	Hombres
Marzo 2020	09	La Litera / La Llitera	Agricultura, ganadería y pesca	183	Mujeres
Marzo 2020	09	La Litera / La Llitera	Industria y energía	111	Hombres
Marzo 2020	09	La Litera / La Llitera	Industria y energía	50	Mujeres
Marzo 2020	09	La Litera / La Llitera	Construcción	204	Hombres
Marzo 2020	09	La Litera / La Llitera	Construcción	27	Mujeres
Marzo 2020	09	La Litera / La Llitera	Servicios	465	Hombres
Marzo 2020	09	La Litera / La Llitera	Servicios	408	Mujeres
Marzo 2020	10	Los Monegros	Agricultura, ganadería y pesca	1181	Hombres
Marzo 2020	10	Los Monegros	Agricultura, ganadería y pesca	430	Mujeres
Marzo 2020	10	Los Monegros	Industria y energía	75	Hombres
Marzo 2020	10	Los Monegros	Industria y energía	33	Mujeres
Marzo 2020	10	Los Monegros	Construcción	199	Hombres
Marzo 2020	10	Los Monegros	Construcción	17	Mujeres
Marzo 2020	10	Los Monegros	Servicios	375	Hombres
Marzo 2020	10	Los Monegros	Servicios	317	Mujeres
Marzo 2020	11	Bajo Cinca / Baix Cinca	Agricultura, ganadería y pesca	885	Hombres
Marzo 2020	11	Bajo Cinca / Baix Cinca	Agricultura, ganadería y pesca	310	Mujeres
Marzo 2020	11	Bajo Cinca / Baix Cinca	Industria y energía	110	Hombres
Marzo 2020	11	Bajo Cinca / Baix Cinca	Industria y energía	36	Mujeres
Marzo 2020	11	Bajo Cinca / Baix Cinca	Construcción	218	Hombres
Marzo 2020	11	Bajo Cinca / Baix Cinca	Construcción	21	Mujeres
Marzo 2020	11	Bajo Cinca / Baix Cinca	Servicios	559	Hombres
Marzo 2020	11	Bajo Cinca / Baix Cinca	Servicios	465	Mujeres
Marzo 2020	12	Tarazona y el Moncayo	Agricultura, ganadería y pesca	116	Hombres
Marzo 2020	12	Tarazona y el Moncayo	Agricultura, ganadería y pesca	22	Mujeres
Marzo 2020	12	Tarazona y el Moncayo	Industria y energía	134	Hombres
Marzo 2020	12	Tarazona y el Moncayo	Industria y energía	68	Mujeres
Marzo 2020	12	Tarazona y el Moncayo	Construcción	114	Hombres
Marzo 2020	12	Tarazona y el Moncayo	Construcción	7	Mujeres
Marzo 2020	12	Tarazona y el Moncayo	Servicios	306	Hombres
Marzo 2020	12	Tarazona y el Moncayo	Servicios	287	Mujeres
Marzo 2020	13	Campo de Borja	Agricultura, ganadería y pesca	411	Hombres
Marzo 2020	13	Campo de Borja	Agricultura, ganadería y pesca	116	Mujeres
Marzo 2020	13	Campo de Borja	Industria y energía	55	Hombres
Marzo 2020	13	Campo de Borja	Industria y energía	19	Mujeres
Marzo 2020	13	Campo de Borja	Construcción	155	Hombres
Marzo 2020	13	Campo de Borja	Construcción	5	Mujeres
Marzo 2020	13	Campo de Borja	Servicios	252	Hombres
Marzo 2020	13	Campo de Borja	Servicios	297	Mujeres
Marzo 2020	14	Aranda	Agricultura, ganadería y pesca	81	Hombres
Marzo 2020	14	Aranda	Agricultura, ganadería y pesca	19	Mujeres
Marzo 2020	14	Aranda	Industria y energía	95	Hombres
Marzo 2020	14	Aranda	Industria y energía	24	Mujeres
Marzo 2020	14	Aranda	Construcción	78	Hombres
Marzo 2020	14	Aranda	Construcción	5	Mujeres
Marzo 2020	14	Aranda	Servicios	136	Hombres
Marzo 2020	14	Aranda	Servicios	111	Mujeres
Marzo 2020	15	Ribera Alta del Ebro	Agricultura, ganadería y pesca	206	Hombres
Marzo 2020	15	Ribera Alta del Ebro	Agricultura, ganadería y pesca	91	Mujeres
Marzo 2020	15	Ribera Alta del Ebro	Industria y energía	111	Hombres
Marzo 2020	15	Ribera Alta del Ebro	Industria y energía	53	Mujeres
Marzo 2020	15	Ribera Alta del Ebro	Construcción	252	Hombres
Marzo 2020	15	Ribera Alta del Ebro	Construcción	26	Mujeres
Marzo 2020	15	Ribera Alta del Ebro	Servicios	512	Hombres
