Comarca codigo	Comarca nombre	Grado, código	Grado	Sexo, código	Sexo	Grandes grupos, código	Grandes grupos	Personas
10	Los Monegros	2	Analfabetos o sin estudios	1	Hombre	3	De 46 a 64	98,0274147939
10	Los Monegros	2	Analfabetos o sin estudios	1	Hombre	4	De 65 a 84	605,4403916422
10	Los Monegros	2	Analfabetos o sin estudios	1	Hombre	5	85 y más	181,8363455507
11	Bajo Cinca / Baix Cinca	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	1	De 16 a 25	284,843214321
11	Bajo Cinca / Baix Cinca	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	2	De 26 a 45	318,2226069586
11	Bajo Cinca / Baix Cinca	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	3	De 46 a 64	480,1803816548
11	Bajo Cinca / Baix Cinca	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	4	De 65 a 84	706,2718877495
11	Bajo Cinca / Baix Cinca	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	5	85 y más	58,5439469794
11	Bajo Cinca / Baix Cinca	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	1	De 16 a 25	1311,9532348994
11	Bajo Cinca / Baix Cinca	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	2	De 26 a 45	2878,7214865409
11	Bajo Cinca / Baix Cinca	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	3	De 46 a 64	2395,0076331083
11	Bajo Cinca / Baix Cinca	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	4	De 65 a 84	654,8734801635
11	Bajo Cinca / Baix Cinca	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	5	85 y más	42,7583167686
11	Bajo Cinca / Baix Cinca	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	1	De 16 a 25	75,3918498075
11	Bajo Cinca / Baix Cinca	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	2	De 26 a 45	534,9138721507
11	Bajo Cinca / Baix Cinca	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	3	De 46 a 64	183,5558449576
11	Bajo Cinca / Baix Cinca	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	4	De 65 a 84	49,8010237997
11	Bajo Cinca / Baix Cinca	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	5	85 y más	1,7208201019
11	Bajo Cinca / Baix Cinca	2	Analfabetos o sin estudios	1	Hombre	1	De 16 a 25	9,1452690121
11	Bajo Cinca / Baix Cinca	2	Analfabetos o sin estudios	1	Hombre	2	De 26 a 45	78,0491807321
11	Bajo Cinca / Baix Cinca	2	Analfabetos o sin estudios	1	Hombre	3	De 46 a 64	138,9519558815
11	Bajo Cinca / Baix Cinca	2	Analfabetos o sin estudios	1	Hombre	4	De 65 a 84	514,4403289443
11	Bajo Cinca / Baix Cinca	2	Analfabetos o sin estudios	1	Hombre	5	85 y más	189,7093973093
12	Tarazona y el Moncayo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	1	De 16 a 25	107,2159169989
12	Tarazona y el Moncayo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	2	De 26 a 45	142,909848271
12	Tarazona y el Moncayo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	3	De 46 a 64	214,228373247
12	Tarazona y el Moncayo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	4	De 65 a 84	528,4398880861
12	Tarazona y el Moncayo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	5	85 y más	50,3618797736
12	Tarazona y el Moncayo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	1	De 16 a 25	518,0714561108
12	Tarazona y el Moncayo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	2	De 26 a 45	1801,259204804
12	Tarazona y el Moncayo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	3	De 46 a 64	1310,6507783168
12	Tarazona y el Moncayo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	4	De 65 a 84	486,1463492402
12	Tarazona y el Moncayo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	5	85 y más	15,6776449412
12	Tarazona y el Moncayo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	1	De 16 a 25	25,4020309261
12	Tarazona y el Moncayo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	2	De 26 a 45	182,4990549737
12	Tarazona y el Moncayo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	3	De 46 a 64	141,2019037617
12	Tarazona y el Moncayo	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	4	De 65 a 84	68,5449128389
12	Tarazona y el Moncayo	2	Analfabetos o sin estudios	1	Hombre	1	De 16 a 25	11,9228104454
12	Tarazona y el Moncayo	2	Analfabetos o sin estudios	1	Hombre	2	De 26 a 45	107,5163751111
12	Tarazona y el Moncayo	2	Analfabetos o sin estudios	1	Hombre	3	De 46 a 64	42,3463414747
12	Tarazona y el Moncayo	2	Analfabetos o sin estudios	1	Hombre	4	De 65 a 84	302,8612764638
12	Tarazona y el Moncayo	2	Analfabetos o sin estudios	1	Hombre	5	85 y más	58,3450385934
13	Campo de Borja	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	1	De 16 a 25	142,0292823551
13	Campo de Borja	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	2	De 26 a 45	248,6345854226
13	Campo de Borja	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	3	De 46 a 64	324,4938783097
13	Campo de Borja	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	4	De 65 a 84	506,1222829082
13	Campo de Borja	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	5	85 y más	128,0430964126
13	Campo de Borja	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	1	De 16 a 25	691,8858846131
13	Campo de Borja	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	2	De 26 a 45	1888,0520305961
13	Campo de Borja	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	3	De 46 a 64	1403,0616849611
13	Campo de Borja	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	4	De 65 a 84	416,6419049502
13	Campo de Borja	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	5	85 y más	32,1557118621
13	Campo de Borja	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	1	De 16 a 25	37,4747288831
13	Campo de Borja	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	2	De 26 a 45	147,9199353186
13	Campo de Borja	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	3	De 46 a 64	167,5645054556
13	Campo de Borja	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	4	De 65 a 84	41,1222146597
13	Campo de Borja	2	Analfabetos o sin estudios	1	Hombre	1	De 16 a 25	2,3565754036
13	Campo de Borja	2	Analfabetos o sin estudios	1	Hombre	2	De 26 a 45	25,1321074008
13	Campo de Borja	2	Analfabetos o sin estudios	1	Hombre	3	De 46 a 64	40,5234185304
13	Campo de Borja	2	Analfabetos o sin estudios	1	Hombre	4	De 65 a 84	358,205904369
13	Campo de Borja	2	Analfabetos o sin estudios	1	Hombre	5	85 y más	52,1135230315
14	Aranda	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	1	De 16 a 25	76,0073520662
14	Aranda	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	2	De 26 a 45	240,5197203691
14	Aranda	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	3	De 46 a 64	153,8522532463
14	Aranda	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	4	De 65 a 84	319,4450350246
14	Aranda	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	5	85 y más	22,4977912785
14	Aranda	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	1	De 16 a 25	212,2397213313
14	Aranda	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	2	De 26 a 45	801,7924048385
14	Aranda	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	3	De 46 a 64	663,9058796192
14	Aranda	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	4	De 65 a 84	234,4986173958
14	Aranda	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	5	85 y más	1,5559870337
14	Aranda	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	1	De 16 a 25	14,3589807203
14	Aranda	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	2	De 26 a 45	98,1431355878
14	Aranda	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	3	De 46 a 64	37,8119513937
14	Aranda	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	4	De 65 a 84	6,7646446153
14	Aranda	2	Analfabetos o sin estudios	1	Hombre	1	De 16 a 25	7,7795705802
14	Aranda	2	Analfabetos o sin estudios	1	Hombre	2	De 26 a 45	56,042673079
14	Aranda	2	Analfabetos o sin estudios	1	Hombre	3	De 46 a 64	83,3235076748
14	Aranda	2	Analfabetos o sin estudios	1	Hombre	4	De 65 a 84	263,0056794283
14	Aranda	2	Analfabetos o sin estudios	1	Hombre	5	85 y más	53,9035738757
15	Ribera Alta del Ebro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	1	De 16 a 25	185,5528923896
15	Ribera Alta del Ebro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	2	De 26 a 45	345,3031807507
15	Ribera Alta del Ebro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	3	De 46 a 64	512,8568327345
15	Ribera Alta del Ebro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	4	De 65 a 84	698,3893405703
15	Ribera Alta del Ebro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	5	85 y más	99,5302618858
15	Ribera Alta del Ebro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	1	De 16 a 25	1012,9132033981
15	Ribera Alta del Ebro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	2	De 26 a 45	3783,8485539465
15	Ribera Alta del Ebro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	3	De 46 a 64	2678,6587300228
15	Ribera Alta del Ebro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	4	De 65 a 84	602,4967042773
15	Ribera Alta del Ebro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	5	85 y más	31,102578546
15	Ribera Alta del Ebro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	1	De 16 a 25	92,2027300769
15	Ribera Alta del Ebro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	2	De 26 a 45	526,0045119345
15	Ribera Alta del Ebro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	3	De 46 a 64	300,2904653551
15	Ribera Alta del Ebro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	4	De 65 a 84	49,8012790034
15	Ribera Alta del Ebro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	5	85 y más	7,6149448418
15	Ribera Alta del Ebro	2	Analfabetos o sin estudios	1	Hombre	1	De 16 a 25	62,3239102604
15	Ribera Alta del Ebro	2	Analfabetos o sin estudios	1	Hombre	2	De 26 a 45	78,1810069303
15	Ribera Alta del Ebro	2	Analfabetos o sin estudios	1	Hombre	3	De 46 a 64	96,5023206305
15	Ribera Alta del Ebro	2	Analfabetos o sin estudios	1	Hombre	4	De 65 a 84	526,662106299
15	Ribera Alta del Ebro	2	Analfabetos o sin estudios	1	Hombre	5	85 y más	81,34187259
16	Valdejalón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	1	De 16 a 25	212,7241690937
16	Valdejalón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	2	De 26 a 45	590,4136839086
16	Valdejalón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	3	De 46 a 64	552,746056086
16	Valdejalón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	4	De 65 a 84	899,1864404287
16	Valdejalón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	5	85 y más	105,300733762
16	Valdejalón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	1	De 16 a 25	1173,858845319
16	Valdejalón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	2	De 26 a 45	4029,986316368
16	Valdejalón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	3	De 46 a 64	2425,4006933917
16	Valdejalón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	4	De 65 a 84	709,7804238009
16	Valdejalón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	5	85 y más	44,1343449822
16	Valdejalón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	1	De 16 a 25	89,8412012866
16	Valdejalón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	2	De 26 a 45	694,1374400026
16	Valdejalón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	3	De 46 a 64	283,6914074927
16	Valdejalón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	4	De 65 a 84	50,7392854021
16	Valdejalón	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	5	85 y más	8,5488684045
16	Valdejalón	2	Analfabetos o sin estudios	1	Hombre	1	De 16 a 25	42,3576436845
16	Valdejalón	2	Analfabetos o sin estudios	1	Hombre	2	De 26 a 45	192,9595521688
16	Valdejalón	2	Analfabetos o sin estudios	1	Hombre	3	De 46 a 64	141,2218645421
16	Valdejalón	2	Analfabetos o sin estudios	1	Hombre	4	De 65 a 84	612,6308753368
16	Valdejalón	2	Analfabetos o sin estudios	1	Hombre	5	85 y más	157,9958669408
17	D.C. Zaragoza	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	1	De 16 a 25	4093,7999294206
17	D.C. Zaragoza	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	2	De 26 a 45	6741,10220063
17	D.C. Zaragoza	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	3	De 46 a 64	9067,4039781357
17	D.C. Zaragoza	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	4	De 65 a 84	14276,8740729657
17	D.C. Zaragoza	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	5	85 y más	2077,9721136671
17	D.C. Zaragoza	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	1	De 16 a 25	29316,4753334309
17	D.C. Zaragoza	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	2	De 26 a 45	80387,7662687158
17	D.C. Zaragoza	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	3	De 46 a 64	57948,137379807
17	D.C. Zaragoza	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	4	De 65 a 84	19528,6253906171
17	D.C. Zaragoza	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	5	85 y más	1474,7416358455
17	D.C. Zaragoza	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	1	De 16 a 25	3290,0082318151
17	D.C. Zaragoza	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	2	De 26 a 45	34224,1854950949
17	D.C. Zaragoza	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	3	De 46 a 64	20479,3338023085
17	D.C. Zaragoza	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	4	De 65 a 84	6902,4725331996
17	D.C. Zaragoza	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	5	85 y más	374,5158145488
17	D.C. Zaragoza	2	Analfabetos o sin estudios	1	Hombre	1	De 16 a 25	551,7415525637
17	D.C. Zaragoza	2	Analfabetos o sin estudios	1	Hombre	2	De 26 a 45	1649,9834127963
17	D.C. Zaragoza	2	Analfabetos o sin estudios	1	Hombre	3	De 46 a 64	2037,8838676629
17	D.C. Zaragoza	2	Analfabetos o sin estudios	1	Hombre	4	De 65 a 84	8062,2094924709
17	D.C. Zaragoza	2	Analfabetos o sin estudios	1	Hombre	5	85 y más	2012,6304552782
18	Ribera Baja del Ebro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	1	De 16 a 25	65,6824859833
18	Ribera Baja del Ebro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	2	De 26 a 45	110,5520668342
18	Ribera Baja del Ebro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	3	De 46 a 64	241,4063960341
18	Ribera Baja del Ebro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	4	De 65 a 84	375,2877907436
18	Ribera Baja del Ebro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	5	85 y más	53,064320372
18	Ribera Baja del Ebro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	1	De 16 a 25	330,8134252309
18	Ribera Baja del Ebro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	2	De 26 a 45	1084,3028547251
18	Ribera Baja del Ebro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	3	De 46 a 64	973,3654992054
18	Ribera Baja del Ebro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	4	De 65 a 84	264,4814507417
18	Ribera Baja del Ebro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	5	85 y más	2,4908540528
18	Ribera Baja del Ebro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	1	De 16 a 25	14,6762256925
18	Ribera Baja del Ebro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	2	De 26 a 45	121,4593278346
18	Ribera Baja del Ebro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	3	De 46 a 64	62,199187444
18	Ribera Baja del Ebro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	4	De 65 a 84	15,5157813389
18	Ribera Baja del Ebro	2	Analfabetos o sin estudios	1	Hombre	1	De 16 a 25	20,6400983217
18	Ribera Baja del Ebro	2	Analfabetos o sin estudios	1	Hombre	2	De 26 a 45	4,6503206548
18	Ribera Baja del Ebro	2	Analfabetos o sin estudios	1	Hombre	3	De 46 a 64	43,4102500516
18	Ribera Baja del Ebro	2	Analfabetos o sin estudios	1	Hombre	4	De 65 a 84	263,7104218593
18	Ribera Baja del Ebro	2	Analfabetos o sin estudios	1	Hombre	5	85 y más	61,2875281348
19	Bajo Aragón-Caspe / Baix Aragó-Casp	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	1	De 16 a 25	88,8325684488
19	Bajo Aragón-Caspe / Baix Aragó-Casp	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	2	De 26 a 45	225,8448833101
19	Bajo Aragón-Caspe / Baix Aragó-Casp	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	3	De 46 a 64	312,8782934228
19	Bajo Aragón-Caspe / Baix Aragó-Casp	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	4	De 65 a 84	499,624591294
19	Bajo Aragón-Caspe / Baix Aragó-Casp	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	5	85 y más	54,3472576791
19	Bajo Aragón-Caspe / Baix Aragó-Casp	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	1	De 16 a 25	513,8519002339
19	Bajo Aragón-Caspe / Baix Aragó-Casp	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	2	De 26 a 45	2140,7353152805
19	Bajo Aragón-Caspe / Baix Aragó-Casp	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	3	De 46 a 64	1189,9249793152
19	Bajo Aragón-Caspe / Baix Aragó-Casp	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	4	De 65 a 84	330,9712747475
19	Bajo Aragón-Caspe / Baix Aragó-Casp	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	5	85 y más	17,1697293106
19	Bajo Aragón-Caspe / Baix Aragó-Casp	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	1	De 16 a 25	20,3817647231
19	Bajo Aragón-Caspe / Baix Aragó-Casp	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	2	De 26 a 45	221,1166299956
19	Bajo Aragón-Caspe / Baix Aragó-Casp	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	3	De 46 a 64	163,4161294837
19	Bajo Aragón-Caspe / Baix Aragó-Casp	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	4	De 65 a 84	60,292111725
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Analfabetos o sin estudios	1	Hombre	1	De 16 a 25	66,1703067981
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Analfabetos o sin estudios	1	Hombre	2	De 26 a 45	108,5767635227
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Analfabetos o sin estudios	1	Hombre	3	De 46 a 64	163,9132913228
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Analfabetos o sin estudios	1	Hombre	4	De 65 a 84	346,3329477785
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Analfabetos o sin estudios	1	Hombre	5	85 y más	77,8461230229
20	Comunidad de Calatayud	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	1	De 16 a 25	608,5638128198
20	Comunidad de Calatayud	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	2	De 26 a 45	444,2981209884
20	Comunidad de Calatayud	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	3	De 46 a 64	826,3942852602
20	Comunidad de Calatayud	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	4	De 65 a 84	1509,7336301389
20	Comunidad de Calatayud	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	5	85 y más	257,6004860802
20	Comunidad de Calatayud	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	1	De 16 a 25	1409,5557156223
20	Comunidad de Calatayud	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	2	De 26 a 45	4598,7295668024
20	Comunidad de Calatayud	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	3	De 46 a 64	3401,1201413812
20	Comunidad de Calatayud	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	4	De 65 a 84	1420,9589383042
20	Comunidad de Calatayud	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	5	85 y más	112,5168827327
20	Comunidad de Calatayud	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	1	De 16 a 25	51,4649569462
